,Beta,Gamma,Delta,OBS_i,OBS_itotal,OBS_d,OBS_r
2020-08-02,0.0796145933027386,0.0035999637414494703,0.13012227233040363,0.006681941087613294,0.014886356495468277,0.0004852084592145015,0.007719206948640483
2020-08-09,0.07253531158996876,0.0034157360367656877,0.12416067519063936,0.006794677600345274,0.01563932542080276,0.000500453172205438,0.00834419464825205
2020-08-16,0.061896525647688175,0.003130629788069462,0.1162995275351618,0.007084954682779456,0.01681834743202417,0.0005241791109192922,0.00920921363832542
2020-08-23,0.05322304907151062,0.002856496724402939,0.11215004719315216,0.007271868364264134,0.01784456970220112,0.000546490720759603,0.010026210617177385
2020-08-30,0.047141462524423625,0.002589067442609105,0.11188284986952039,0.007360441087613293,0.01878046180405697,0.0005675813552006905,0.010852439361242987
2020-09-06,0.04315118849272117,0.0023566944345897213,0.11394477793747297,0.007434878722485974,0.019694317220543805,0.0005871204143288735,0.011672318083728959
2020-09-13,0.04140279112077757,0.002209557227367796,0.11742225564404488,0.0073833716012084594,0.020501523090202846,0.0006036948640483384,0.01251445662494605
2020-09-20,0.041103117475592935,0.002122975027142595,0.12189331201898683,0.007367844626672421,0.021368018558480795,0.0006204104445403539,0.013379763487268019
2020-09-27,0.04180691982487795,0.0020762018277568524,0.1252349314036958,0.007339534743202417,0.02225647820457488,0.0006359736728528269,0.014280969788519638
2020-10-04,0.044113725034251976,0.002064228621082768,0.1269478471497357,0.007304979283556322,0.023176914113077256,0.0006513008200258956,0.015220634009495037
2020-10-11,0.048433990982868665,0.002099675370884233,0.12874276627135414,0.0074093353474320245,0.024188015968925336,0.0006664885627967198,0.01611219205869659
2020-10-18,0.05514539309079862,0.0021915512344976964,0.12842934631524947,0.0075913914544669826,0.025372902891670265,0.0006817729823047044,0.017099738454898573
2020-10-25,0.06522336459053309,0.00231535914165112,0.12516029156276834,0.007952302114803625,0.02674877729823047,0.000699107898144152,0.018097367285282693
2020-11-01,0.07875222281712747,0.002467520979343682,0.12171827956610111,0.008589274061286145,0.028434164436771686,0.0007176435045317221,0.01912724687095382
2020-11-08,0.09260414783538139,0.002612567912289334,0.12137867431519093,0.009622765645230902,0.030582691411307726,0.0007399335347432025,0.02021999223133362
2020-11-15,0.10093997484373161,0.0027248745557088973,0.12626101670271492,0.011338523953388,0.03353797626240829,0.0007671160984031075,0.02143233621061718
2020-11-22,0.10202789935292908,0.0028177154742742632,0.1346979580905158,0.013403574018126889,0.03714231808372896,0.0008007647820457488,0.02293797928355632
2020-11-29,0.10062960983839628,0.002933887809997301,0.14199094578859792,0.015110944756150194,0.04085798791540785,0.0008397760034527406,0.024907267155804918
2020-12-06,0.09889739189224812,0.003024854030399103,0.1459392928655814,0.01668811480362538,0.04472392447129909,0.0008850323694432456,0.027150777298230473
2020-12-13,0.09407883569280628,0.0029838376709911594,0.14571282452501483,0.018664873543375055,0.049288288303841174,0.0009401924902891671,0.029683222270176952
2020-12-20,0.08696766082450266,0.002842371678135143,0.14110453209948876,0.020398417781614157,0.05401728571428571,0.0009995856711264566,0.0326192822615451
2020-12-27,0.08208573629833482,0.002745084341730775,0.13657643655278864,0.021881284419507985,0.058455507984462675,0.0010584415192058697,0.03551578204574881
