"Variables ->","GDP","CPI_U","S","RS","GDP_RW","CPI_RW","RS_RW","D4L_CPI_TAR","CPI","L_CPI","L_CPI_RW","L_CPI_U","L_GDP","L_GDP_RW","L_S","L_Z","DLA_CPI","DLA_CPI_RW","DLA_CPI_U","DLA_GDP","DLA_GDP_RW","DLA_S","DLA_Z","D4L_CPI","D4L_CPI_RW","D4L_CPI_U","D4L_GDP","D4L_GDP_RW","D4L_S","D4L_Z","RR","RR_RW","RR_BAR","RR_GAP","L_Z_BAR","L_Z_GAP","RR_RW_BAR","RR_RW_GAP","DLA_Z_BAR","L_GDP_GAP","L_GDP_BAR","DLA_GDP_BAR","L_GDP_RW_BAR_PURE","L_GDP_RW_GAP_PURE","L_GDP_RW_BAR","L_GDP_RW_GAP","E_DLA_CPI","MCI","OBS_D4L_CPI_TAR","OBS_DLA_CPI_RW","OBS_L_CPI","OBS_L_GDP","OBS_L_GDP_RW_GAP","OBS_L_S","OBS_RS","OBS_RS_RW","PREM","RMC","RSNEUTRAL","SHK_D4L_CPI_TAR","SHK_DLA_CPI","SHK_DLA_CPI_RW","SHK_DLA_GDP_BAR","SHK_DLA_Z_BAR","SHK_L_GDP_GAP","SHK_L_GDP_RW_GAP","SHK_L_S","SHK_RR_BAR","SHK_RR_RW_BAR","SHK_RS","SHK_RS_RW","a1","a2","a3","b1","b2","b3","b4","e1","g1","g2","g3","rho_D4L_CPI_TAR","rho_DLA_CPI_RW","rho_DLA_GDP_BAR","rho_DLA_Z_BAR","rho_L_GDP_RW_GAP","rho_RR_BAR","rho_RR_RW_BAR","rho_RS_RW","ss_D4L_CPI_TAR","ss_DLA_CPI_RW","ss_DLA_GDP_BAR","ss_DLA_Z_BAR","ss_RR_BAR","ss_RR_RW_BAR"
"2006Q3",8.41804000e+05,8.43500000e+01,2.83300000e+01,2.38000000e+00,2.11034200e+06,1.02630000e+02,3.22000000e+00,3.00000000e+00,8.42994303e+01,4.43437511e+02,6.06805851e+01,4.43497481e+02,1.36433025e+03,1.45623606e+03,3.34392131e+02,-4.83647949e+01,3.52023200e+00,2.11020419e+00,2.71219739e+00,6.37168000e+00,2.53519036e+00,-2.39311200e+00,-3.80313981e+00,2.90677900e+00,2.14701964e+00,2.89875369e+00,7.03413000e+00,3.31830671e+00,-4.21624300e+00,-4.97600179e+00,-3.36086057e-01,1.10979581e+00,4.83905508e-01,-8.19991566e-01,-4.55350199e+01,-2.82977505e+00,8.58642777e-01,2.51153033e-01,-1.86783000e+00,3.31581013e+00,1.36101444e+03,3.85903612e+00,1.45545766e+03,7.78398192e-01,1.45561114e+03,6.24912882e-01,3.65568023e+00,2.74938418e-01,3.00000000e+00,2.11020419e+00,4.43437511e+02,1.36433025e+03,6.24912882e-01,3.34392131e+02,2.38000000e+00,3.22000000e+00,1.41952673e+00,1.47213458e+00,3.19999157e+00,5.00000000e-01,7.80383015e-01,-7.75672906e-01,5.10206513e-02,-1.12208243e-02,9.35715888e-01,2.91259448e-01,-3.76908689e-03,-3.69276163e-03,1.28546256e-02,-7.49808613e-01,3.14230607e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2006Q4",8.52859000e+05,8.35600000e+01,2.75000000e+01,2.62000000e+00,2.13327760e+06,1.02670000e+02,3.59000000e+00,3.00000000e+00,8.40665693e+01,4.43160898e+02,6.07110913e+01,4.42556494e+02,1.36563495e+03,1.45731701e+03,3.31418600e+02,-5.10312067e+01,-1.10645200e+00,1.55869461e-01,-3.76394892e+00,5.21880000e+00,4.32382268e+00,-1.18941240e+01,-1.06318025e+01,1.52555300e+00,1.74891469e+00,1.48293754e+00,6.65257000e+00,3.73747747e+00,-5.34546000e+00,-5.12209694e+00,1.70908354e+00,3.43413054e+00,5.47867100e-01,1.16121644e+00,-4.51796521e+01,-5.85155460e+00,1.11886724e+00,2.31526330e+00,-1.67090777e+00,2.50862976e+00,1.36312632e+03,4.14539606e+00,1.45580396e+03,1.51305331e+00,1.45601504e+03,1.30197301e+00,-6.96854161e-01,2.56831789e+00,3.00000000e+00,1.55869461e-01,4.43160898e+02,1.36563495e+03,1.30197301e+00,3.31418600e+02,2.62000000e+00,3.59000000e+00,1.06572608e+00,5.74454999e-04,1.45878356e+00,5.00000000e-01,-3.36167304e+00,-1.93229389e+00,1.08399533e-01,1.62980288e-03,8.35915602e-01,8.02042704e-01,-3.13538076e+00,2.34533104e-02,9.78066997e-02,4.37380781e-01,7.59052660e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2007Q1",8.72262000e+05,8.44400000e+01,2.80000000e+01,2.58000000e+00,2.15024680e+06,1.03210000e+02,3.82000000e+00,3.00000000e+00,8.42142098e+01,4.43336367e+02,6.12409769e+01,4.43604122e+02,1.36788451e+03,1.45810932e+03,3.33220451e+02,-4.88749391e+01,7.01876000e-01,2.09831451e+00,4.19051452e+00,8.99824000e+00,3.16921996e+00,7.20740400e+00,8.60384251e+00,1.26059900e+00,1.86793363e+00,1.27526906e+00,6.76355000e+00,3.63480979e+00,-2.12022100e+00,-1.51288636e+00,1.46086369e+00,1.72168549e+00,6.45579228e-01,8.15284464e-01,-4.62315274e+01,-2.64341164e+00,1.05537738e+00,6.66308105e-01,-1.75862037e+00,3.59330989e+00,1.36429120e+03,3.98902027e+00,1.45611574e+03,1.99357955e+00,1.45639296e+03,1.71635869e+00,1.36088923e+00,1.36372262e+00,3.00000000e+00,2.09831451e+00,4.43336367e+02,1.36788451e+03,1.71635869e+00,3.33220451e+02,2.58000000e+00,3.82000000e+00,1.29709814e+00,1.72229343e+00,1.76471554e+00,5.00000000e-01,7.23666944e-01,1.57361894e+00,6.83182267e-02,-1.14753246e-02,1.27144336e+00,6.74780282e-01,2.09948523e-01,5.12981797e-02,8.69168485e-03,-3.01140014e-01,3.17261621e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2007Q2",8.72035000e+05,8.55600000e+01,2.87200000e+01,2.77000000e+00,2.16028430e+06,1.04030000e+02,4.06000000e+00,3.00000000e+00,8.53068961e+01,4.44625530e+02,6.20363956e+01,4.44921788e+02,1.36785848e+03,1.45857504e+03,3.35759374e+02,-4.68297604e+01,5.15665200e+00,3.16542860e+00,5.27066449e+00,-1.04120000e-01,1.86288286e+00,1.01556920e+01,8.16446860e+00,2.06807700e+00,1.88245419e+00,2.10235687e+00,5.12115000e+00,2.97277896e+00,7.68965000e-01,5.83343167e-01,2.22867121e-01,8.94571400e-01,4.37518232e-01,-2.14651111e-01,-4.71129556e+01,2.83195274e-01,8.78941661e-01,1.56297394e-02,-1.76699936e+00,3.53677672e+00,1.36432170e+03,3.25691342e+00,1.45638959e+03,2.18544482e+00,1.45674180e+03,1.83324286e+00,5.43645552e+00,-2.35214360e-01,3.00000000e+00,3.16542860e+00,4.44625530e+02,1.36785848e+03,1.83324286e+00,3.35759374e+02,2.77000000e+00,4.06000000e+00,1.27217606e+00,2.56070228e+00,2.98465111e+00,5.00000000e-01,2.52226169e+00,1.08677699e+00,-9.48544439e-02,2.68829644e-03,-9.52037079e-01,4.60155908e-01,2.67075209e+00,-7.49694665e-02,-3.67699261e-02,-8.74967479e-01,1.95125948e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2007Q3",8.85874000e+05,8.62100000e+01,2.76100000e+01,3.27000000e+00,2.17304450e+06,1.04580000e+02,4.50000000e+00,3.00000000e+00,8.61628777e+01,4.45623943e+02,6.25620483e+01,4.45678618e+02,1.36943300e+03,1.45916397e+03,3.31817803e+02,-5.12440917e+01,3.99365200e+00,2.10920387e+00,3.02731840e+00,6.29808000e+00,2.35573850e+00,-1.57662840e+01,-1.76507321e+01,2.18643200e+00,1.88220411e+00,2.18113712e+00,5.10275000e+00,2.92791600e+00,-2.57432800e+00,-2.87855719e+00,-2.23365764e-01,2.39079613e+00,3.48576374e-01,-5.71942139e-01,-4.73258946e+01,-3.91819711e+00,1.00443060e+00,1.38636553e+00,-1.68212733e+00,3.70582280e+00,1.36572718e+03,3.39659804e+00,1.45662337e+03,2.54060279e+00,1.45705952e+03,2.10445750e+00,4.12128306e+00,7.75099636e-01,3.00000000e+00,2.10920387e+00,4.45623943e+02,1.36943300e+03,2.10445750e+00,3.31817803e+02,3.27000000e+00,4.50000000e+00,9.89847639e-01,1.41861683e+00,3.84194214e+00,5.00000000e-01,-1.13611268e+00,-8.23139010e-01,5.86578693e-02,-1.05391334e-03,5.01762094e-01,6.37863212e-01,-1.13880900e+00,-4.14814496e-02,5.55772974e-02,-6.15470189e-01,6.29273107e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2007Q4",8.99221000e+05,8.73100000e+01,2.66200000e+01,3.78000000e+00,2.18174490e+06,1.05620000e+02,4.72000000e+00,3.00000000e+00,8.78771828e+01,4.47594019e+02,6.35591143e+01,4.46946500e+02,1.37092841e+03,1.45956355e+03,3.28166281e+02,-5.58686237e+01,7.88030400e+00,3.95816741e+00,5.07152944e+00,5.98164000e+00,1.59831593e+00,-1.46060880e+01,-1.85282246e+01,4.43312100e+00,2.83277860e+00,4.39000671e+00,5.29346000e+00,2.24653931e+00,-3.25231900e+00,-4.85266192e+00,-2.34598245e+00,7.61832590e-01,1.43174171e-01,-2.48915663e+00,-4.89668938e+01,-6.90172991e+00,9.18319010e-01,-1.56486420e-01,-1.88095930e+00,4.77288570e+00,1.36615552e+03,3.08856035e+00,1.45681628e+03,2.74727351e+00,1.45734523e+03,2.21832111e+00,7.47332182e+00,3.28109335e-01,3.00000000e+00,3.95816741e+00,4.47594019e+02,1.37092841e+03,2.21832111e+00,3.28166281e+02,3.78000000e+00,4.72000000e+00,1.02962260e+00,1.27050101e+00,6.26915663e+00,5.00000000e-01,2.58865085e+00,1.87080431e+00,-4.85152906e-04,-2.46180840e-02,5.22465315e-01,5.34755110e-01,-3.42630988e-01,-8.99015787e-02,4.59233840e-04,-1.68994348e+00,1.44702716e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2008Q1",9.02977000e+05,9.06300000e+01,2.53400000e+01,3.98000000e+00,2.19449320e+06,1.06680000e+02,4.48000000e+00,3.00000000e+00,9.03793050e+01,4.50401531e+02,6.45638316e+01,4.50678528e+02,1.37134524e+03,1.46014617e+03,3.23238417e+02,-6.25992824e+01,1.12300480e+01,3.99438081e+00,1.49281121e+01,1.66732000e+00,2.33046480e+00,-1.97114560e+01,-2.69471232e+01,7.06516400e+00,3.30679517e+00,7.07440611e+00,3.46073000e+00,2.03685052e+00,-9.98203400e+00,-1.37404028e+01,-4.29059890e+00,4.85619190e-01,-2.90753032e-01,-3.99984587e+00,-5.05137647e+01,-1.20855177e+01,8.12817883e-01,-3.27198693e-01,-2.01411263e+00,4.94197812e+00,1.36640326e+03,2.73612712e+00,1.45696912e+03,3.17705155e+00,1.45759937e+03,2.54679929e+00,9.97839162e+00,8.25763206e-01,3.00000000e+00,3.99438081e+00,4.50401531e+02,1.37134524e+03,2.54679929e+00,3.23238417e+02,3.98000000e+00,4.48000000e+00,8.07719190e-01,-1.66270634e-01,7.97984587e+00,5.00000000e-01,2.75357184e+00,4.27846882e-01,-4.22841886e-02,-2.32804373e-02,-2.51036484e-01,7.72142402e-01,-6.65957337e-01,-2.03767131e-01,-1.26165394e-02,-2.58541859e+00,-2.57439739e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2008Q2",9.14181000e+05,9.13200000e+01,2.39000000e+01,4.15000000e+00,2.18572270e+06,1.07810000e+02,4.86000000e+00,3.00000000e+00,9.09954788e+01,4.51080982e+02,6.56114586e+01,4.51436982e+02,1.37257839e+03,1.45974571e+03,3.17387846e+02,-6.80816774e+01,2.71780400e+00,4.21468769e+00,3.03381504e+00,4.93260000e+00,-1.60184099e+00,-2.34022840e+01,-2.19054003e+01,6.45545200e+00,3.56910995e+00,6.51519374e+00,4.71991000e+00,1.17066956e+00,-1.83715280e+01,-2.12578711e+01,-1.82037544e+00,6.45312310e-01,-3.46036176e-01,-1.47433926e+00,-4.98693477e+01,-1.82123297e+01,1.14943590e+00,-5.04123589e-01,-1.74924307e+00,3.37247182e+00,1.36920592e+03,3.64926787e+00,1.45708440e+03,2.66130791e+00,1.45782374e+03,1.92196467e+00,2.05334575e+00,4.43166144e+00,3.00000000e+00,4.21468769e+00,4.51080982e+02,1.37257839e+03,1.92196467e+00,3.17387846e+02,4.15000000e+00,4.86000000e+00,2.03922385e-01,-3.10296865e+00,5.62433926e+00,5.00000000e-01,-5.13863960e+00,6.19183042e-01,1.81639285e-01,-3.85180484e-03,1.29967689e+00,-1.15474762e-01,-5.84761243e+00,-8.85476282e-02,1.20715282e-01,-7.89945277e-01,2.03175282e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2008Q3",9.15398000e+05,9.19300000e+01,2.46700000e+01,3.91000000e+00,2.17246210e+06,1.08600000e+02,4.98000000e+00,3.00000000e+00,9.19235689e+01,4.52095746e+02,6.63454975e+01,4.52102742e+02,1.37271142e+03,1.45913717e+03,3.20558793e+02,-6.51914555e+01,4.05905600e+00,2.92039558e+00,2.66303849e+00,5.32120000e-01,-2.43415854e+00,1.26837880e+01,1.15451276e+01,6.47180300e+00,3.77190787e+00,6.42412377e+00,3.27842000e+00,-2.68047000e-02,-1.12590100e+01,-1.39589044e+01,-1.43720034e+00,2.05960442e+00,-3.33811771e-01,-1.10338857e+00,-5.12228249e+01,-1.39686307e+01,1.11037196e+00,9.49232463e-01,-1.88880351e+00,2.86191900e+00,1.36984950e+03,3.35667697e+00,1.45716663e+03,1.97053869e+00,1.45802176e+03,1.11540886e+00,3.38189337e+00,3.41821720e+00,3.00000000e+00,2.92039558e+00,4.52095746e+02,1.37271142e+03,1.11540886e+00,3.20558793e+02,3.91000000e+00,4.98000000e+00,3.66859076e-01,-2.18724590e+00,5.01338857e+00,5.00000000e-01,1.57947437e+00,-8.51354572e-01,7.40894012e-03,-2.36465365e-02,4.75233136e-01,-4.22162876e-01,-1.46805650e+00,-5.93645495e-02,2.59298428e-02,-1.03750044e+00,2.85846493e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2008Q4",8.99566000e+05,9.14100000e+01,2.69300000e+01,4.11000000e+00,2.13514300e+06,1.08010000e+02,4.21000000e+00,3.00000000e+00,9.20328819e+01,4.52214592e+02,6.57965396e+01,4.51535488e+02,1.37096677e+03,1.45740442e+03,3.29324091e+02,-5.70939614e+01,4.75384000e-01,-2.17903683e+00,-2.26901448e+00,-6.97860000e+00,-6.93100372e+00,3.50611920e+01,3.24067712e+01,4.62057300e+00,2.23760682e+00,4.58898778e+00,3.83600000e-02,-2.15913461e+00,1.15781000e+00,-1.22515733e+00,2.29068129e+00,6.38903683e+00,-1.65063522e-02,2.30718764e+00,-5.05811133e+01,-6.51284808e+00,1.11519110e+00,5.27384573e+00,-1.59449223e+00,3.28375901e-02,1.37093393e+03,3.27291388e+00,1.45722197e+03,1.82447651e-01,1.45819802e+03,-7.93606737e-01,2.50308478e-02,3.56888577e+00,3.00000000e+00,-2.17903683e+00,4.52214592e+02,1.37096677e+03,-7.93606737e-01,3.29324091e+02,4.11000000e+00,4.21000000e+00,4.43896330e-01,-1.93086811e+00,1.80281236e+00,5.00000000e-01,-1.98729083e+00,-4.91535329e+00,-7.35732234e-03,2.48929186e-02,-5.76266157e-01,-1.68593382e+00,1.07111440e+00,5.48258578e-02,1.77263437e-02,1.13554759e+00,4.38769145e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2009Q1",8.69132000e+05,9.25800000e+01,2.73800000e+01,2.71000000e+00,2.07457110e+06,1.07740000e+02,2.01000000e+00,3.00000000e+00,9.22854650e+01,4.52488665e+02,6.55478236e+01,4.52807314e+02,1.36752503e+03,1.45452650e+03,3.30981282e+02,-5.59595594e+01,1.09629200e+00,-1.00115927e+00,5.08730157e+00,-1.37669600e+01,-1.15116759e+01,6.62876400e+00,4.53131273e+00,2.08713400e+00,9.88721794e-01,2.12878515e+00,-3.82021000e+00,-5.61966980e+00,7.74286500e+00,6.64445233e+00,1.26367992e+00,3.01115927e+00,-6.41794611e-02,1.32785938e+00,-5.14382263e+01,-4.52133302e+00,8.97483505e-01,2.11367577e+00,-1.68350451e+00,-3.20613472e+00,1.37073116e+03,2.61745101e+00,1.45725782e+03,-2.73131784e+00,1.45835784e+03,-3.83134268e+00,1.54548329e-01,2.28590147e+00,3.00000000e+00,-1.00115927e+00,4.52488665e+02,1.36752503e+03,-3.83134268e+00,3.30981282e+02,2.71000000e+00,2.01000000e+00,6.85140640e-01,-3.60069421e+00,1.38214062e+00,5.00000000e-01,1.43729754e+00,3.42070194e-01,-1.16388067e-01,-1.73445148e-02,-1.31666737e+00,-3.19645729e+00,-2.25243138e+00,-6.41318027e-02,-4.82007664e-02,2.20029096e-01,-1.33726485e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2009Q2",8.64176000e+05,9.26300000e+01,2.58900000e+01,2.32000000e+00,2.06877580e+06,1.07980000e+02,1.31000000e+00,3.00000000e+00,9.22751446e+01,4.52477482e+02,6.57742298e+01,4.52861306e+02,1.36695317e+03,1.45424676e+03,3.25385679e+02,-6.13175732e+01,-4.47320000e-02,8.90043015e-01,2.15971065e-01,-2.28744000e+00,-1.11896086e+00,-2.23824120e+01,-2.14476370e+01,1.39650000e+00,1.57560624e-01,1.42432416e+00,-5.62522000e+00,-5.49894976e+00,7.99783300e+00,6.75889472e+00,2.21983979e+00,4.19956985e-01,3.24732488e-01,1.89510730e+00,-5.32666235e+01,-8.05094964e+00,9.44415895e-01,-5.24458910e-01,-1.98355657e+00,-4.21856083e+00,1.37117173e+03,2.59755598e+00,1.45728168e+03,-3.03492088e+00,1.45850602e+03,-4.25925997e+00,-1.12630317e+00,3.74186001e+00,3.00000000e+00,8.90043015e-01,4.52477482e+02,1.36695317e+03,-4.25925997e+00,3.25385679e+02,2.32000000e+00,1.31000000e+00,1.26716185e+00,-5.36827748e+00,4.24892695e-01,5.00000000e-01,5.99410047e-01,1.29097043e+00,5.04454100e-02,-5.42127647e-02,1.43147662e+00,-1.19418583e+00,-6.70626347e+00,1.24193862e-01,4.06940086e-02,1.38303392e+00,-6.64891782e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2009Q3",8.67646000e+05,9.20900000e+01,2.51700000e+01,1.96000000e+00,2.07667220e+06,1.08180000e+02,8.70000000e-01,3.00000000e+00,9.21289583e+01,4.52318932e+02,6.59634420e+01,4.52276636e+02,1.36735391e+03,1.45462773e+03,3.22565281e+02,-6.37902090e+01,-6.34200000e-01,7.40192661e-01,-2.33868141e+00,1.60296000e+00,1.52387092e+00,-1.12815920e+01,-9.90719934e+00,2.23186000e-01,-3.87490106e-01,1.73894186e-01,-5.35751000e+00,-4.50944240e+00,2.00648800e+00,1.39581204e+00,2.27135228e+00,1.29807339e-01,7.29613071e-01,1.54173921e+00,-5.53996304e+01,-8.39057859e+00,9.60402935e-01,-8.30595596e-01,-2.26263319e+00,-4.32043186e+00,1.37167434e+03,2.65001247e+00,1.45729936e+03,-2.67163514e+00,1.45864497e+03,-4.01724263e+00,-1.66276913e+00,3.59639103e+00,3.00000000e+00,7.40192661e-01,4.52318932e+02,1.36735391e+03,-4.01724263e+00,3.22565281e+02,1.96000000e+00,8.70000000e-01,1.87931669e+00,-5.54147588e+00,4.18260788e-01,5.00000000e-01,1.00423831e+00,-3.71841751e-01,8.01836321e-02,-5.52207679e-02,2.01404176e+00,-6.09834654e-01,-5.82299477e+00,1.65931207e-01,3.38415866e-02,1.37137375e+00,-5.18119119e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2009Q4",8.72924000e+05,9.18200000e+01,2.64700000e+01,1.77000000e+00,2.08633160e+06,1.08440000e+02,7.20000000e-01,3.00000000e+00,9.24504877e+01,4.52667323e+02,6.62067389e+01,4.51983014e+02,1.36796038e+03,1.45509179e+03,3.27601202e+02,-5.88593821e+01,1.39356400e+00,9.60207275e-01,-1.17448836e+00,2.42588000e+00,1.85623993e+00,2.01436840e+01,1.97103273e+01,4.52731000e-01,3.97320920e-01,4.47525716e-01,-3.00639000e+00,-2.31263149e+00,-1.72288900e+00,-1.77829898e+00,1.43326172e+00,-2.40207275e-01,1.01832842e+00,4.14933299e-01,-5.72776124e+01,-1.58176968e+00,7.98916900e-01,-1.03912418e+00,-2.37161777e+00,-3.83560477e+00,1.37179598e+03,2.48840559e+00,1.45731477e+03,-2.22298233e+00,1.45877444e+03,-3.68265755e+00,6.32321120e-01,7.64984214e-01,3.00000000e+00,9.60207275e-01,4.52667323e+02,1.36796038e+03,-3.68265755e+00,3.27601202e+02,1.77000000e+00,7.20000000e-01,2.41670574e+00,-3.15945424e+00,1.35506670e+00,5.00000000e-01,2.27969851e+00,-3.19468538e-02,2.58920614e-02,-2.54864247e-02,1.29119797e+00,-4.68863446e-01,-8.05331569e-02,1.48247661e-01,-3.48029172e-02,8.02962922e-01,-3.27824835e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2010Q1",8.77280000e+05,9.31300000e+01,2.54500000e+01,1.50000000e+00,2.09467890e+06,1.09000000e+02,6.60000000e-01,2.00000000e+00,9.28044502e+01,4.53049459e+02,6.67242748e+01,4.53399637e+02,1.36845815e+03,1.45549108e+03,3.23671574e+02,-6.26536102e+01,1.52854400e+00,2.06034304e+00,5.66649108e+00,1.99108000e+00,1.59718539e+00,-1.57185120e+01,-1.51867130e+01,5.60794000e-01,1.16269650e+00,5.92323093e-01,9.33120000e-01,9.64583842e-01,-7.30970800e+00,-6.70780519e+00,7.59081903e-01,-1.40034304e+00,1.06300752e+00,-3.03925615e-01,-5.90295808e+01,-3.62402932e+00,7.96865826e-01,-2.19720887e+00,-2.46381376e+00,-3.74142388e+00,1.37219957e+03,2.47022548e+00,1.45733014e+03,-1.83905459e+00,1.45889168e+03,-3.40060101e+00,6.75764388e-01,8.74460867e-01,2.00000000e+00,2.06034304e+00,4.53049459e+02,1.36845815e+03,-3.40060101e+00,3.23671574e+02,1.50000000e+00,6.60000000e-01,2.53719270e+00,-3.70620551e+00,1.80392561e+00,-5.00000000e-01,1.09156099e+00,8.92177220e-01,3.59440641e-02,-3.81723143e-02,1.11852489e+00,-4.54474970e-01,-3.79773890e+00,6.99879244e-02,1.33436105e-02,5.00982484e-01,-4.87441773e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2010Q2",8.86970000e+05,9.36800000e+01,2.57000000e+01,1.31000000e+00,2.11368490e+06,1.09680000e+02,6.90000000e-01,2.00000000e+00,9.33037302e+01,4.53586009e+02,6.73477271e+01,4.53988472e+02,1.36955664e+03,1.45639434e+03,3.24649099e+02,-6.15891829e+01,2.14620000e+00,2.48766121e+00,2.35534110e+00,4.39396000e+00,3.61302019e+00,3.91010000e+00,4.25156121e+00,1.10852700e+00,1.56210105e+00,1.12716560e+00,2.60347000e+00,2.14757910e+00,-7.36580000e-01,-2.83006301e-01,-3.35432618e-01,-1.79766121e+00,1.05474864e+00,-1.39018126e+00,-6.04048045e+01,-1.18437839e+00,7.08378731e-01,-2.50603994e+00,-2.43190812e+00,-3.12666642e+00,1.37268331e+03,2.47754701e+00,1.45734631e+03,-9.51976462e-01,1.45899163e+03,-2.59728943e+00,1.51342247e+00,-6.17813362e-01,2.00000000e+00,2.48766121e+00,4.53586009e+02,1.36955664e+03,-2.59728943e+00,3.24649099e+02,1.31000000e+00,6.90000000e-01,2.59189641e+00,-2.54398001e+00,2.70018126e+00,-8.88178420e-16,1.13098846e+00,4.39386778e-01,3.02863762e-02,-1.78796731e-02,8.71250020e-01,1.23191378e-01,-6.88429804e-01,4.98830441e-02,-2.34949248e-02,2.38279784e-02,-4.77207988e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2010Q3",8.92303000e+05,9.38100000e+01,2.46100000e+01,1.23000000e+00,2.12200610e+06,1.10050000e+02,8.70000000e-01,2.00000000e+00,9.39092184e+01,4.54232855e+02,6.76862231e+01,4.54127146e+02,1.37015610e+03,1.45678725e+03,3.20315286e+02,-6.62313459e+01,2.58738400e+00,1.34710909e+00,5.54696339e-01,2.39784000e+00,1.57163697e+00,-1.73352520e+01,-1.85755269e+01,1.91392300e+00,1.71383015e+00,1.85051004e+00,2.80219000e+00,2.15952062e+00,-2.24999500e+00,-2.45008812e+00,-7.60471481e-01,-4.77109090e-01,9.42592118e-01,-1.70306360e+00,-6.20124904e+01,-4.21885545e+00,7.65234658e-01,-1.24234375e+00,-2.47706411e+00,-2.84036313e+00,1.37299646e+03,2.38811045e+00,1.45736300e+03,-5.75749935e-01,1.45906709e+03,-2.27984067e+00,1.69975793e+00,7.35121171e-02,2.00000000e+00,1.34710909e+00,4.54232855e+02,1.37015610e+03,-2.27984067e+00,3.20315286e+02,1.23000000e+00,8.70000000e-01,2.45900875e+00,-3.25391083e+00,2.93306360e+00,3.10862447e-15,1.22589879e+00,-1.04301988e+00,7.38342638e-03,-3.36341311e-02,5.95847254e-01,-2.02009126e-01,-3.39354817e+00,5.60274958e-03,2.89335403e-02,-2.45349881e-02,-1.04468750e-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
