fips,place name,gid,name_1,name_2
13213,Murray County,USA.11.105_1,Georgia,Murray
13215,Muscogee County,USA.11.106_1,Georgia,Muscogee
13217,Newton County,USA.11.107_1,Georgia,Newton
13219,Oconee County,USA.11.108_1,Georgia,Oconee
13221,Oglethorpe County,USA.11.109_1,Georgia,Oglethorpe
13223,Paulding County,USA.11.110_1,Georgia,Paulding
13225,Peach County,USA.11.111_1,Georgia,Peach
13227,Pickens County,USA.11.112_1,Georgia,Pickens
13229,Pierce County,USA.11.113_1,Georgia,Pierce
13231,Pike County,USA.11.114_1,Georgia,Pike
13233,Polk County,USA.11.115_1,Georgia,Polk
13235,Pulaski County,USA.11.116_1,Georgia,Pulaski
13237,Putnam County,USA.11.117_1,Georgia,Putnam
13239,Quitman County,USA.11.118_1,Georgia,Quitman
13241,Rabun County,USA.11.119_1,Georgia,Rabun
13243,Randolph County,USA.11.120_1,Georgia,Randolph
13245,Richmond County,USA.11.121_1,Georgia,Richmond
13247,Rockdale County,USA.11.122_1,Georgia,Rockdale
13249,Schley County,USA.11.123_1,Georgia,Schley
13251,Screven County,USA.11.124_1,Georgia,Screven
13253,Seminole County,USA.11.125_1,Georgia,Seminole
13255,Spalding County,USA.11.126_1,Georgia,Spalding
13257,Stephens County,USA.11.127_1,Georgia,Stephens
13259,Stewart County,USA.11.128_1,Georgia,Stewart
13261,Sumter County,USA.11.129_1,Georgia,Sumter
13263,Talbot County,USA.11.130_1,Georgia,Talbot
13265,Taliaferro County,USA.11.131_1,Georgia,Taliaferro
13267,Tattnall County,USA.11.132_1,Georgia,Tattnall
13269,Taylor County,USA.11.133_1,Georgia,Taylor
13271,Telfair County,USA.11.134_1,Georgia,Telfair
13273,Terrell County,USA.11.135_1,Georgia,Terrell
13275,Thomas County,USA.11.136_1,Georgia,Thomas
13277,Tift County,USA.11.137_1,Georgia,Tift
13279,Toombs County,USA.11.138_1,Georgia,Toombs
13281,Towns County,USA.11.139_1,Georgia,Towns
13283,Treutlen County,USA.11.140_1,Georgia,Treutlen
13285,Troup County,USA.11.141_1,Georgia,Troup
13287,Turner County,USA.11.142_1,Georgia,Turner
13289,Twiggs County,USA.11.143_1,Georgia,Twiggs
13291,Union County,USA.11.144_1,Georgia,Union
13293,Upson County,USA.11.145_1,Georgia,Upson
13295,Walker County,USA.11.146_1,Georgia,Walker
13297,Walton County,USA.11.147_1,Georgia,Walton
13299,Ware County,USA.11.148_1,Georgia,Ware
13301,Warren County,USA.11.149_1,Georgia,Warren
13303,Washington County,USA.11.150_1,Georgia,Washington
13305,Wayne County,USA.11.151_1,Georgia,Wayne
13307,Webster County,USA.11.152_1,Georgia,Webster
13309,Wheeler County,USA.11.153_1,Georgia,Wheeler
13311,White County,USA.11.154_1,Georgia,White
13313,Whitfield County,USA.11.155_1,Georgia,Whitfield
13315,Wilcox County,USA.11.156_1,Georgia,Wilcox
13317,Wilkes County,USA.11.157_1,Georgia,Wilkes
13319,Wilkinson County,USA.11.158_1,Georgia,Wilkinson
13321,Worth County,USA.11.159_1,Georgia,Worth
15001,Hawaii County,USA.12.1_1,Hawaii,Hawaii
15003,Honolulu County,USA.12.2_1,Hawaii,Honolulu
15005,Kalawao County,USA.12.3_1,Hawaii,Kalawao
15007,Kauai County,USA.12.4_1,Hawaii,Kauai
15009,Maui County,USA.12.5_1,Hawaii,Maui
16001,Ada County,USA.13.1_1,Idaho,Ada
16003,Adams County,USA.13.2_1,Idaho,Adams
16005,Bannock County,USA.13.3_1,Idaho,Bannock
16007,Bear Lake County,USA.13.4_1,Idaho,Bear Lake
16009,Benewah County,USA.13.5_1,Idaho,Benewah
16011,Bingham County,USA.13.6_1,Idaho,Bingham
16013,Blaine County,USA.13.7_1,Idaho,Blaine
16015,Boise County,USA.13.8_1,Idaho,Boise
16017,Bonner County,USA.13.9_1,Idaho,Bonner
16019,Bonneville County,USA.13.10_1,Idaho,Bonneville
16021,Boundary County,USA.13.11_1,Idaho,Boundary
16023,Butte County,USA.13.12_1,Idaho,Butte
16025,Camas County,USA.13.13_1,Idaho,Camas
16027,Canyon County,USA.13.14_1,Idaho,Canyon
16029,Caribou County,USA.13.15_1,Idaho,Caribou
16031,Cassia County,USA.13.16_1,Idaho,Cassia
16033,Clark County,USA.13.17_1,Idaho,Clark
16035,Clearwater County,USA.13.18_1,Idaho,Clearwater
16037,Custer County,USA.13.19_1,Idaho,Custer
16039,Elmore County,USA.13.20_1,Idaho,Elmore
16041,Franklin County,USA.13.21_1,Idaho,Franklin
16043,Fremont County,USA.13.22_1,Idaho,Fremont
16045,Gem County,USA.13.23_1,Idaho,Gem
16047,Gooding County,USA.13.24_1,Idaho,Gooding
16049,Idaho County,USA.13.25_1,Idaho,Idaho
16051,Jefferson County,USA.13.26_1,Idaho,Jefferson
16053,Jerome County,USA.13.27_1,Idaho,Jerome
16055,Kootenai County,USA.13.28_1,Idaho,Kootenai
16057,Latah County,USA.13.29_1,Idaho,Latah
16059,Lemhi County,USA.13.30_1,Idaho,Lemhi
16061,Lewis County,USA.13.31_1,Idaho,Lewis
16063,Lincoln County,USA.13.32_1,Idaho,Lincoln
16065,Madison County,USA.13.33_1,Idaho,Madison
16067,Minidoka County,USA.13.34_1,Idaho,Minidoka
16069,Nez Perce County,USA.13.35_1,Idaho,Nez Perce
16071,Oneida County,USA.13.36_1,Idaho,Oneida
16073,Owyhee County,USA.13.37_1,Idaho,Owyhee
16075,Payette County,USA.13.38_1,Idaho,Payette
16077,Power County,USA.13.39_1,Idaho,Power
16079,Shoshone County,USA.13.40_1,Idaho,Shoshone
16081,Teton County,USA.13.41_1,Idaho,Teton
16083,Twin Falls County,USA.13.42_1,Idaho,Twin Falls
16085,Valley County,USA.13.43_1,Idaho,Valley
16087,Washington County,USA.13.44_1,Idaho,Washington
17001,Adams County,USA.14.1_1,Illinois,Adams
17003,Alexander County,USA.14.2_1,Illinois,Alexander
17005,Bond County,USA.14.3_1,Illinois,Bond
17007,Boone County,USA.14.4_1,Illinois,Boone
17009,Brown County,USA.14.5_1,Illinois,Brown
17011,Bureau County,USA.14.6_1,Illinois,Bureau
17013,Calhoun County,USA.14.7_1,Illinois,Calhoun
17015,Carroll County,USA.14.8_1,Illinois,Carroll
17017,Cass County,USA.14.9_1,Illinois,Cass
17019,Champaign County,USA.14.10_1,Illinois,Champaign
17021,Christian County,USA.14.11_1,Illinois,Christian
17023,Clark County,USA.14.12_1,Illinois,Clark
17025,Clay County,USA.14.13_1,Illinois,Clay
17027,Clinton County,USA.14.14_1,Illinois,Clinton
17029,Coles County,USA.14.15_1,Illinois,Coles
17031,Cook County,USA.14.16_1,Illinois,Cook
17033,Crawford County,USA.14.17_1,Illinois,Crawford
17035,Cumberland County,USA.14.18_1,Illinois,Cumberland
17037,DeKalb County,USA.14.19_1,Illinois,De Kalb
17039,De Witt County,USA.14.20_1,Illinois,De Witt
17041,Douglas County,USA.14.21_1,Illinois,Douglas
17043,DuPage County,USA.14.22_1,Illinois,Dupage
17045,Edgar County,USA.14.23_1,Illinois,Edgar
17047,Edwards County,USA.14.24_1,Illinois,Edwards
17049,Effingham County,USA.14.25_1,Illinois,Effingham
17051,Fayette County,USA.14.26_1,Illinois,Fayette
17053,Ford County,USA.14.27_1,Illinois,Ford
17055,Franklin County,USA.14.28_1,Illinois,Franklin
17057,Fulton County,USA.14.29_1,Illinois,Fulton
17059,Gallatin County,USA.14.30_1,Illinois,Gallatin
17061,Greene County,USA.14.31_1,Illinois,Greene
17063,Grundy County,USA.14.32_1,Illinois,Grundy
17065,Hamilton County,USA.14.33_1,Illinois,Hamilton
17067,Hancock County,USA.14.34_1,Illinois,Hancock
17069,Hardin County,USA.14.35_1,Illinois,Hardin
17071,Henderson County,USA.14.36_1,Illinois,Henderson
17073,Henry County,USA.14.37_1,Illinois,Henry
17075,Iroquois County,USA.14.38_1,Illinois,Iroquois
17077,Jackson County,USA.14.39_1,Illinois,Jackson
17079,Jasper County,USA.14.40_1,Illinois,Jasper
17081,Jefferson County,USA.14.41_1,Illinois,Jefferson
17083,Jersey County,USA.14.42_1,Illinois,Jersey
17085,Jo Daviess County,USA.14.43_1,Illinois,Jo Daviess
17087,Johnson County,USA.14.44_1,Illinois,Johnson
17089,Kane County,USA.14.45_1,Illinois,Kane
17091,Kankakee County,USA.14.46_1,Illinois,Kankakee
17093,Kendall County,USA.14.47_1,Illinois,Kendall
17095,Knox County,USA.14.48_1,Illinois,Knox
17097,Lake County,USA.14.50_1,Illinois,Lake
17099,La Salle County,USA.14.49_1,Illinois,La Salle
17101,Lawrence County,USA.14.52_1,Illinois,Lawrence
17103,Lee County,USA.14.53_1,Illinois,Lee
17105,Livingston County,USA.14.54_1,Illinois,Livingston
17107,Logan County,USA.14.55_1,Illinois,Logan
17109,McDonough County,USA.14.63_1,Illinois,McDonough
17111,McHenry County,USA.14.64_1,Illinois,McHenry
17113,McLean County,USA.14.65_1,Illinois,McLean
17115,Macon County,USA.14.56_1,Illinois,Macon
17117,Macoupin County,USA.14.57_1,Illinois,Macoupin
17119,Madison County,USA.14.58_1,Illinois,Madison
17121,Marion County,USA.14.59_1,Illinois,Marion
17123,Marshall County,USA.14.60_1,Illinois,Marshall
17125,Mason County,USA.14.61_1,Illinois,Mason
17127,Massac County,USA.14.62_1,Illinois,Massac
17129,Menard County,USA.14.66_1,Illinois,Menard
17131,Mercer County,USA.14.67_1,Illinois,Mercer
17133,Monroe County,USA.14.68_1,Illinois,Monroe
17135,Montgomery County,USA.14.69_1,Illinois,Montgomery
17137,Morgan County,USA.14.70_1,Illinois,Morgan
17139,Moultrie County,USA.14.71_1,Illinois,Moultrie
17141,Ogle County,USA.14.72_1,Illinois,Ogle
17143,Peoria County,USA.14.73_1,Illinois,Peoria
17145,Perry County,USA.14.74_1,Illinois,Perry
17147,Piatt County,USA.14.75_1,Illinois,Piatt
17149,Pike County,USA.14.76_1,Illinois,Pike
17151,Pope County,USA.14.77_1,Illinois,Pope
17153,Pulaski County,USA.14.78_1,Illinois,Pulaski
17155,Putnam County,USA.14.79_1,Illinois,Putnam
17157,Randolph County,USA.14.80_1,Illinois,Randolph
17159,Richland County,USA.14.81_1,Illinois,Richland
17161,Rock Island County,USA.14.82_1,Illinois,Rock Island
17163,St. Clair County,USA.14.83_1,Illinois,Saint Clair
17165,Saline County,USA.14.84_1,Illinois,Saline
17167,Sangamon County,USA.14.85_1,Illinois,Sangamon
17169,Schuyler County,USA.14.86_1,Illinois,Schuyler
17171,Scott County,USA.14.87_1,Illinois,Scott
17173,Shelby County,USA.14.88_1,Illinois,Shelby
17175,Stark County,USA.14.89_1,Illinois,Stark
17177,Stephenson County,USA.14.90_1,Illinois,Stephenson
17179,Tazewell County,USA.14.91_1,Illinois,Tazewell
17181,Union County,USA.14.92_1,Illinois,Union
17183,Vermilion County,USA.14.93_1,Illinois,Vermilion
17185,Wabash County,USA.14.94_1,Illinois,Wabash
17187,Warren County,USA.14.95_1,Illinois,Warren
17189,Washington County,USA.14.96_1,Illinois,Washington
17191,Wayne County,USA.14.97_1,Illinois,Wayne
17193,White County,USA.14.98_1,Illinois,White
17195,Whiteside County,USA.14.99_1,Illinois,Whiteside
17197,Will County,USA.14.100_1,Illinois,Will
17199,Williamson County,USA.14.101_1,Illinois,Williamson
17201,Winnebago County,USA.14.102_1,Illinois,Winnebago
17203,Woodford County,USA.14.103_1,Illinois,Woodford
18001,Adams County,USA.15.1_1,Indiana,Adams
18003,Allen County,USA.15.2_1,Indiana,Allen
18005,Bartholomew County,USA.15.3_1,Indiana,Bartholomew
18007,Benton County,USA.15.4_1,Indiana,Benton
18009,Blackford County,USA.15.5_1,Indiana,Blackford
18011,Boone County,USA.15.6_1,Indiana,Boone
18013,Brown County,USA.15.7_1,Indiana,Brown
18015,Carroll County,USA.15.8_1,Indiana,Carroll
18017,Cass County,USA.15.9_1,Indiana,Cass
18019,Clark County,USA.15.10_1,Indiana,Clark
18021,Clay County,USA.15.11_1,Indiana,Clay
18023,Clinton County,USA.15.12_1,Indiana,Clinton
18025,Crawford County,USA.15.13_1,Indiana,Crawford
18027,Daviess County,USA.15.14_1,Indiana,Daviess
18029,Dearborn County,USA.15.16_1,Indiana,Dearborn
18031,Decatur County,USA.15.17_1,Indiana,Decatur
18033,De Kalb County,USA.15.15_1,Indiana,De Kalb
18035,Delaware County,USA.15.18_1,Indiana,Delaware
18037,Dubois County,USA.15.19_1,Indiana,Dubois
18039,Elkhart County,USA.15.20_1,Indiana,Elkhart
18041,Fayette County,USA.15.21_1,Indiana,Fayette
18043,Floyd County,USA.15.22_1,Indiana,Floyd
18045,Fountain County,USA.15.23_1,Indiana,Fountain
18047,Franklin County,USA.15.24_1,Indiana,Franklin
18049,Fulton County,USA.15.25_1,Indiana,Fulton
18051,Gibson County,USA.15.26_1,Indiana,Gibson
18053,Grant County,USA.15.27_1,Indiana,Grant
18055,Greene County,USA.15.28_1,Indiana,Greene
18057,Hamilton County,USA.15.29_1,Indiana,Hamilton
18059,Hancock County,USA.15.30_1,Indiana,Hancock
18061,Harrison County,USA.15.31_1,Indiana,Harrison
18063,Hendricks County,USA.15.32_1,Indiana,Hendricks
18065,Henry County,USA.15.33_1,Indiana,Henry
18067,Howard County,USA.15.34_1,Indiana,Howard
18069,Huntington County,USA.15.35_1,Indiana,Huntington
18071,Jackson County,USA.15.36_1,Indiana,Jackson
18073,Jasper County,USA.15.37_1,Indiana,Jasper
18075,Jay County,USA.15.38_1,Indiana,Jay
18077,Jefferson County,USA.15.39_1,Indiana,Jefferson
18079,Jennings County,USA.15.40_1,Indiana,Jennings
18081,Johnson County,USA.15.41_1,Indiana,Johnson
18083,Knox County,USA.15.42_1,Indiana,Knox
18085,Kosciusko County,USA.15.43_1,Indiana,Kosciusko
18087,Lagrange County,USA.15.44_1,Indiana,LaGrange
18089,Lake County,USA.15.45_1,Indiana,Lake
18091,La Porte County,USA.15.47_1,Indiana,LaPorte
18093,Lawrence County,USA.15.48_1,Indiana,Lawrence
18095,Madison County,USA.15.49_1,Indiana,Madison
18097,Marion County,USA.15.50_1,Indiana,Marion
18099,Marshall County,USA.15.51_1,Indiana,Marshall
18101,Martin County,USA.15.52_1,Indiana,Martin
18103,Miami County,USA.15.53_1,Indiana,Miami
18105,Monroe County,USA.15.54_1,Indiana,Monroe
18107,Montgomery County,USA.15.55_1,Indiana,Montgomery
18109,Morgan County,USA.15.56_1,Indiana,Morgan
18111,Newton County,USA.15.57_1,Indiana,Newton
18113,Noble County,USA.15.58_1,Indiana,Noble
18115,Ohio County,USA.15.59_1,Indiana,Ohio
18117,Orange County,USA.15.60_1,Indiana,Orange
18119,Owen County,USA.15.61_1,Indiana,Owen
18121,Parke County,USA.15.62_1,Indiana,Parke
18123,Perry County,USA.15.63_1,Indiana,Perry
18125,Pike County,USA.15.64_1,Indiana,Pike
18127,Porter County,USA.15.65_1,Indiana,Porter
18129,Posey County,USA.15.66_1,Indiana,Posey
18131,Pulaski County,USA.15.67_1,Indiana,Pulaski
18133,Putnam County,USA.15.68_1,Indiana,Putnam
18135,Randolph County,USA.15.69_1,Indiana,Randolph
18137,Ripley County,USA.15.70_1,Indiana,Ripley
18139,Rush County,USA.15.71_1,Indiana,Rush
18141,St. Joseph County,USA.15.72_1,Indiana,Saint Joseph
18143,Scott County,USA.15.73_1,Indiana,Scott
18145,Shelby County,USA.15.74_1,Indiana,Shelby
18147,Spencer County,USA.15.75_1,Indiana,Spencer
18149,Starke County,USA.15.76_1,Indiana,Starke
18151,Steuben County,USA.15.77_1,Indiana,Steuben
18153,Sullivan County,USA.15.78_1,Indiana,Sullivan
18155,Switzerland County,USA.15.79_1,Indiana,Switzerland
18157,Tippecanoe County,USA.15.80_1,Indiana,Tippecanoe
18159,Tipton County,USA.15.81_1,Indiana,Tipton
18161,Union County,USA.15.82_1,Indiana,Union
18163,Vanderburgh County,USA.15.83_1,Indiana,Vanderburgh
18165,Vermillion County,USA.15.84_1,Indiana,Vermillion
18167,Vigo County,USA.15.85_1,Indiana,Vigo
18169,Wabash County,USA.15.86_1,Indiana,Wabash
18171,Warren County,USA.15.87_1,Indiana,Warren
18173,Warrick County,USA.15.88_1,Indiana,Warrick
18175,Washington County,USA.15.89_1,Indiana,Washington
18177,Wayne County,USA.15.90_1,Indiana,Wayne
18179,Wells County,USA.15.91_1,Indiana,Wells
18181,White County,USA.15.92_1,Indiana,White
18183,Whitley County,USA.15.93_1,Indiana,Whitley
19001,Adair County,USA.16.1_1,Iowa,Adair
19003,Adams County,USA.16.2_1,Iowa,Adams
19005,Allamakee County,USA.16.3_1,Iowa,Allamakee
19007,Appanoose County,USA.16.4_1,Iowa,Appanoose
19009,Audubon County,USA.16.5_1,Iowa,Audubon
19011,Benton County,USA.16.6_1,Iowa,Benton
19013,Black Hawk County,USA.16.7_1,Iowa,Black Hawk
19015,Boone County,USA.16.8_1,Iowa,Boone
19017,Bremer County,USA.16.9_1,Iowa,Bremer
19019,Buchanan County,USA.16.10_1,Iowa,Buchanan
19021,Buena Vista County,USA.16.11_1,Iowa,Buena Vista
19023,Butler County,USA.16.12_1,Iowa,Butler
19025,Calhoun County,USA.16.13_1,Iowa,Calhoun
19027,Carroll County,USA.16.14_1,Iowa,Carroll
19029,Cass County,USA.16.15_1,Iowa,Cass
19031,Cedar County,USA.16.16_1,Iowa,Cedar
19033,Cerro Gordo County,USA.16.17_1,Iowa,Cerro Gordo
19035,Cherokee County,USA.16.18_1,Iowa,Cherokee
19037,Chickasaw County,USA.16.19_1,Iowa,Chickasaw
19039,Clarke County,USA.16.20_1,Iowa,Clarke
19041,Clay County,USA.16.21_1,Iowa,Clay
19043,Clayton County,USA.16.22_1,Iowa,Clayton
19045,Clinton County,USA.16.23_1,Iowa,Clinton
19047,Crawford County,USA.16.24_1,Iowa,Crawford
19049,Dallas County,USA.16.25_1,Iowa,Dallas
19051,Davis County,USA.16.26_1,Iowa,Davis
19053,Decatur County,USA.16.27_1,Iowa,Decatur
19055,Delaware County,USA.16.28_1,Iowa,Delaware
19057,Des Moines County,USA.16.29_1,Iowa,Des Moines
19059,Dickinson County,USA.16.30_1,Iowa,Dickinson
19061,Dubuque County,USA.16.31_1,Iowa,Dubuque
19063,Emmet County,USA.16.32_1,Iowa,Emmet
19065,Fayette County,USA.16.33_1,Iowa,Fayette
19067,Floyd County,USA.16.34_1,Iowa,Floyd
19069,Franklin County,USA.16.35_1,Iowa,Franklin
19071,Fremont County,USA.16.36_1,Iowa,Fremont
19073,Greene County,USA.16.37_1,Iowa,Greene
19075,Grundy County,USA.16.38_1,Iowa,Grundy
19077,Guthrie County,USA.16.39_1,Iowa,Guthrie
19079,Hamilton County,USA.16.40_1,Iowa,Hamilton
19081,Hancock County,USA.16.41_1,Iowa,Hancock
19083,Hardin County,USA.16.42_1,Iowa,Hardin
19085,Harrison County,USA.16.43_1,Iowa,Harrison
19087,Henry County,USA.16.44_1,Iowa,Henry
19089,Howard County,USA.16.45_1,Iowa,Howard
19091,Humboldt County,USA.16.46_1,Iowa,Humboldt
19093,Ida County,USA.16.47_1,Iowa,Ida
19095,Iowa County,USA.16.48_1,Iowa,Iowa
19097,Jackson County,USA.16.49_1,Iowa,Jackson
19099,Jasper County,USA.16.50_1,Iowa,Jasper
19101,Jefferson County,USA.16.51_1,Iowa,Jefferson
19103,Johnson County,USA.16.52_1,Iowa,Johnson
19105,Jones County,USA.16.53_1,Iowa,Jones
19107,Keokuk County,USA.16.54_1,Iowa,Keokuk
19109,Kossuth County,USA.16.55_1,Iowa,Kossuth
19111,Lee County,USA.16.56_1,Iowa,Lee
19113,Linn County,USA.16.57_1,Iowa,Linn
19115,Louisa County,USA.16.58_1,Iowa,Louisa
19117,Lucas County,USA.16.59_1,Iowa,Lucas
19119,Lyon County,USA.16.60_1,Iowa,Lyon
19121,Madison County,USA.16.61_1,Iowa,Madison
19123,Mahaska County,USA.16.62_1,Iowa,Mahaska
19125,Marion County,USA.16.63_1,Iowa,Marion
19127,Marshall County,USA.16.64_1,Iowa,Marshall
19129,Mills County,USA.16.65_1,Iowa,Mills
19131,Mitchell County,USA.16.66_1,Iowa,Mitchell
19133,Monona County,USA.16.67_1,Iowa,Monona
19135,Monroe County,USA.16.68_1,Iowa,Monroe
19137,Montgomery County,USA.16.69_1,Iowa,Montgomery
19139,Muscatine County,USA.16.70_1,Iowa,Muscatine
19141,O'Brien County,USA.16.71_1,Iowa,O'Brien
19143,Osceola County,USA.16.72_1,Iowa,Osceola
19145,Page County,USA.16.73_1,Iowa,Page
19147,Palo Alto County,USA.16.74_1,Iowa,Palo Alto
19149,Plymouth County,USA.16.75_1,Iowa,Plymouth
19151,Pocahontas County,USA.16.76_1,Iowa,Pocahontas
19153,Polk County,USA.16.77_1,Iowa,Polk
19155,Pottawattamie County,USA.16.78_1,Iowa,Pottawattamie
19157,Poweshiek County,USA.16.79_1,Iowa,Poweshiek
19159,Ringgold County,USA.16.80_1,Iowa,Ringgold
19161,Sac County,USA.16.81_1,Iowa,Sac
19163,Scott County,USA.16.82_1,Iowa,Scott
19165,Shelby County,USA.16.83_1,Iowa,Shelby
19167,Sioux County,USA.16.84_1,Iowa,Sioux
19169,Story County,USA.16.85_1,Iowa,Story
19171,Tama County,USA.16.86_1,Iowa,Tama
19173,Taylor County,USA.16.87_1,Iowa,Taylor
19175,Union County,USA.16.88_1,Iowa,Union
19177,Van Buren County,USA.16.89_1,Iowa,Van Buren
19179,Wapello County,USA.16.90_1,Iowa,Wapello
19181,Warren County,USA.16.91_1,Iowa,Warren
19183,Washington County,USA.16.92_1,Iowa,Washington
19185,Wayne County,USA.16.93_1,Iowa,Wayne
19187,Webster County,USA.16.94_1,Iowa,Webster
19189,Winnebago County,USA.16.95_1,Iowa,Winnebago
19191,Winneshiek County,USA.16.96_1,Iowa,Winneshiek
19193,Woodbury County,USA.16.97_1,Iowa,Woodbury
19195,Worth County,USA.16.98_1,Iowa,Worth
19197,Wright County,USA.16.99_1,Iowa,Wright
20001,Allen County,USA.17.1_1,Kansas,Allen
20003,Anderson County,USA.17.2_1,Kansas,Anderson
20005,Atchison County,USA.17.3_1,Kansas,Atchison
20007,Barber County,USA.17.4_1,Kansas,Barber
20009,Barton County,USA.17.5_1,Kansas,Barton
20011,Bourbon County,USA.17.6_1,Kansas,Bourbon
20013,Brown County,USA.17.7_1,Kansas,Brown
20015,Butler County,USA.17.8_1,Kansas,Butler
20017,Chase County,USA.17.9_1,Kansas,Chase
20019,Chautauqua County,USA.17.10_1,Kansas,Chautauqua
20021,Cherokee County,USA.17.11_1,Kansas,Cherokee
20023,Cheyenne County,USA.17.12_1,Kansas,Cheyenne
20025,Clark County,USA.17.13_1,Kansas,Clark
20027,Clay County,USA.17.14_1,Kansas,Clay
20029,Cloud County,USA.17.15_1,Kansas,Cloud
20031,Coffey County,USA.17.16_1,Kansas,Coffey
20033,Comanche County,USA.17.17_1,Kansas,Comanche
20035,Cowley County,USA.17.18_1,Kansas,Cowley
20037,Crawford County,USA.17.19_1,Kansas,Crawford
20039,Decatur County,USA.17.20_1,Kansas,Decatur
20041,Dickinson County,USA.17.21_1,Kansas,Dickinson
20043,Doniphan County,USA.17.22_1,Kansas,Doniphan
20045,Douglas County,USA.17.23_1,Kansas,Douglas
20047,Edwards County,USA.17.24_1,Kansas,Edwards
20049,Elk County,USA.17.25_1,Kansas,Elk
20051,Ellis County,USA.17.26_1,Kansas,Ellis
20053,Ellsworth County,USA.17.27_1,Kansas,Ellsworth
20055,Finney County,USA.17.28_1,Kansas,Finney
20057,Ford County,USA.17.29_1,Kansas,Ford
20059,Franklin County,USA.17.30_1,Kansas,Franklin
20061,Geary County,USA.17.31_1,Kansas,Geary
20063,Gove County,USA.17.32_1,Kansas,Gove
20065,Graham County,USA.17.33_1,Kansas,Graham
20067,Grant County,USA.17.34_1,Kansas,Grant
20069,Gray County,USA.17.35_1,Kansas,Gray
20071,Greeley County,USA.17.36_1,Kansas,Greeley
20073,Greenwood County,USA.17.37_1,Kansas,Greenwood
20075,Hamilton County,USA.17.38_1,Kansas,Hamilton
20077,Harper County,USA.17.39_1,Kansas,Harper
20079,Harvey County,USA.17.40_1,Kansas,Harvey
20081,Haskell County,USA.17.41_1,Kansas,Haskell
20083,Hodgeman County,USA.17.42_1,Kansas,Hodgeman
20085,Jackson County,USA.17.43_1,Kansas,Jackson
20087,Jefferson County,USA.17.44_1,Kansas,Jefferson
20089,Jewell County,USA.17.45_1,Kansas,Jewell
20091,Johnson County,USA.17.46_1,Kansas,Johnson
20093,Kearny County,USA.17.47_1,Kansas,Kearny
20095,Kingman County,USA.17.48_1,Kansas,Kingman
20097,Kiowa County,USA.17.49_1,Kansas,Kiowa
20099,Labette County,USA.17.50_1,Kansas,Labette
20101,Lane County,USA.17.51_1,Kansas,Lane
20103,Leavenworth County,USA.17.52_1,Kansas,Leavenworth
20105,Lincoln County,USA.17.53_1,Kansas,Lincoln
20107,Linn County,USA.17.54_1,Kansas,Linn
20109,Logan County,USA.17.55_1,Kansas,Logan
20111,Lyon County,USA.17.56_1,Kansas,Lyon
20113,McPherson County,USA.17.59_1,Kansas,McPherson
20115,Marion County,USA.17.57_1,Kansas,Marion
20117,Marshall County,USA.17.58_1,Kansas,Marshall
20119,Meade County,USA.17.60_1,Kansas,Meade
20121,Miami County,USA.17.61_1,Kansas,Miami
20123,Mitchell County,USA.17.62_1,Kansas,Mitchell
20125,Montgomery County,USA.17.63_1,Kansas,Montgomery
20127,Morris County,USA.17.64_1,Kansas,Morris
20129,Morton County,USA.17.65_1,Kansas,Morton
20131,Nemaha County,USA.17.66_1,Kansas,Nemaha
20133,Neosho County,USA.17.67_1,Kansas,Neosho
20135,Ness County,USA.17.68_1,Kansas,Ness
20137,Norton County,USA.17.69_1,Kansas,Norton
20139,Osage County,USA.17.70_1,Kansas,Osage
20141,Osborne County,USA.17.71_1,Kansas,Osborne
20143,Ottawa County,USA.17.72_1,Kansas,Ottawa
20145,Pawnee County,USA.17.73_1,Kansas,Pawnee
20147,Phillips County,USA.17.74_1,Kansas,Phillips
20149,Pottawatomie County,USA.17.75_1,Kansas,Pottawatomie
20151,Pratt County,USA.17.76_1,Kansas,Pratt
20153,Rawlins County,USA.17.77_1,Kansas,Rawlins
20155,Reno County,USA.17.78_1,Kansas,Reno
20157,Republic County,USA.17.79_1,Kansas,Republic
20159,Rice County,USA.17.80_1,Kansas,Rice
20161,Riley County,USA.17.81_1,Kansas,Riley
20163,Rooks County,USA.17.82_1,Kansas,Rooks
20165,Rush County,USA.17.83_1,Kansas,Rush
20167,Russell County,USA.17.84_1,Kansas,Russell
20169,Saline County,USA.17.85_1,Kansas,Saline
20171,Scott County,USA.17.86_1,Kansas,Scott
20173,Sedgwick County,USA.17.87_1,Kansas,Sedgwick
20175,Seward County,USA.17.88_1,Kansas,Seward
20177,Shawnee County,USA.17.89_1,Kansas,Shawnee
20179,Sheridan County,USA.17.90_1,Kansas,Sheridan
20181,Sherman County,USA.17.91_1,Kansas,Sherman
20183,Smith County,USA.17.92_1,Kansas,Smith
20185,Stafford County,USA.17.93_1,Kansas,Stafford
20187,Stanton County,USA.17.94_1,Kansas,Stanton
20189,Stevens County,USA.17.95_1,Kansas,Stevens
20191,Sumner County,USA.17.96_1,Kansas,Sumner
20193,Thomas County,USA.17.97_1,Kansas,Thomas
20195,Trego County,USA.17.98_1,Kansas,Trego
20197,Wabaunsee County,USA.17.99_1,Kansas,Wabaunsee
20199,Wallace County,USA.17.100_1,Kansas,Wallace
20201,Washington County,USA.17.101_1,Kansas,Washington
20203,Wichita County,USA.17.102_1,Kansas,Wichita
20205,Wilson County,USA.17.103_1,Kansas,Wilson
20207,Woodson County,USA.17.104_1,Kansas,Woodson
