Element_Name,Element_ID
app_name,com.csam.icici.bank.imobileuat
biller_selection_screen_elements,Pay a new bill
biller_search_text_field,//android.widget.EditText
provider_screen_elements,Select provider
provider_search_text_field,//android.widget.EditText
provider_name_half,Adani Electrici
provider_name,Adani Electricity Mumbai Limited
link_account_screen_elements,Link new account
link_account_screen_text_field_1,//android.widget.EditText[0]
link_account_screen_text_field_2,//android.widget.EditText[1]
login_pin_input_field_xpath,"//android.widget.EditText[@resource-id=""MPIN""]"
send_money_icon,Send Money
dashboard_bill_payments,Bill Pay
send_money_screen,Send Money
my_saving_account,My Savings Account
view_balance,View Balance
single_text_field,//android.widget.EditText
pay_new_bill_elements,Search for a biller
search_add_payee,"//android.widget.EditText[@content-desc=""Search/Add payee""]"
search_add_payee_center,Add a new payee
view_all,View all
view_all_scroll,View all
pay_new_bill_screen,Pay a new bill
search_payee_search_payee,"//android.widget.EditText[@content-desc=""Search for payee""]"
searched_payee_layout_click,"//android.widget.LinearLayout[@resource-id=""com.csam.icici.bank.imobile:id/ll_main_layout""]/android.widget.LinearLayout/androidx.appcompat.widget.LinearLayoutCompat[1]"
other_bank_payee_name_text_field,"//android.widget.LinearLayout[@content-desc=""HDFCTEST""]/android.widget.LinearLayout/android.widget.LinearLayout/androidx.appcompat.widget.LinearLayoutCompat[1]/android.widget.TextView"
search_payee_result_click,"//android.widget.LinearLayout[@resource-id=""com.csam.icici.bank.imobile:id/ll_main_layout""]/android.widget.LinearLayout/androidx.appcompat.widget.LinearLayoutCompat[1]"
scheduled_payments,Scheduled payments
payee_name_text_view_name,tv_titleName
enter_amount_id,//android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[2]/android.widget.FrameLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.EditText
add_comment,Add a comment
coffee,Coffee ☕️
remark_id,tv_chip_text
confirm_id,Confirm
amount_id,tv_amount
search_payee_name,tv_to_name
tv_bank_name,tv_bank_name
tv_from_name,tv_from_name
tv_pay_type_label,tv_pay_type_label
pay_type_label,cl_sel_payment_type
imps,IMPS
imps_radio_button,"//androidx.recyclerview.widget.RecyclerView[@resource-id=""com.csam.icici.bank.imobile:id/rv_payment""]/android.widget.LinearLayout[1]"
neft,NEFT
swipe_button,Swipe Button
seek_bar,"//android.widget.FrameLayout[@content-desc=""Swipe Button""]/android.widget.SeekBar"
icici_loader,tv_payment_loader
payment_successfull_green_tick,iv_flower
bank_logo,ICICI Bank Ltd
payment_successfull_msg,Payment successful!
payment_successfull_amount,tv_amount
payment_successfull_comment,tv_comment
payment_successfull_payee_name,tv_receiver_name
payment_successfull_sender_name,tv_sender
payment_successfull_sender_account_no,tv_sender_acc_no
payment_successfull_account_type,tv_acc_type
payment_successfull_paid_at,tv_paid_at
payment_successfull_trans_id,tv_trans_id
payment_successfull_copy,tv_copy
payment_successfull_mark_fav,Favourite
payment_successfull_share,Share
payment_successfull_payment_option,ll_payment_option
alert_outline_btn_text,tv_outline_btn_text
failure_ok,Ok
failure_alert_top_icon,"//android.widget.ImageView[@content-desc=""Content Description""]"
error_amount_validation,tv_errorText
balance_validation,dff_negative
login_pin_id,"//android.widget.EditText[@resource-id=""MPIN""]"
select_payee_screen,"//android.widget.EditText[@content-desc=""Search for payee""]"
search_payee_result_click_cug,ll_main_layout
fund_transfer_screen,et_input
enter_amount_id_cug,et_input
minimum_amount_transferable_of_one_is_required,The minimum amount transferable of ₹1 is required
your_account_has_insufficient_balance_for_this_transaction,Your account has insufficient balance for this transaction
balance_validation_cug,Your account has insufficient balance for this transaction
pay_now_dropdown,imv_endIcon
pay_now_button_xpath,Pay now
schedule_pay_button_xpath,Schedule pay
select_date_xpath,Select Date
date,29
calender_ok_button_xpath,"//android.widget.Button[@resource-id=""android:id/button1""]"
confirm_detail_screen_elements,tv_amount
amount_id_cug,tv_amount
CONFIRM_DETAIL_SCREEN,tv_amount
search_payee_name,tv_to_name
tv_bank_name_cug,iv_bank_logo
tv_from_name_cug,tv_from_name
tv_pay_type_label_cug,tv_pay_type_label
payment_successfull_screen,cl_payment_state
payment_succesful_screen,cl_payment_state
payment_successfull_msg_cug,tv_paymentStatus
payment_successfull_amount_cug,tv_amount
payment_successfull_comment_cug,tv_comment
payment_successfull_payee_name_cug,tv_receiver_name
payment_successfull_sender_name_cug,tv_sender
payment_successfull_sender_account_no_cug,tv_sender_acc_no
payment_successfull_account_type_cug,tv_acc_type
payment_successfull_paid_at_cug,tv_paid_at
payment_successfull_trans_id_cug,tv_trans_id
payment_successfull_copy_cug,tv_copy
payment_successfull_mark_fav_cug,iv_mark_fav
payment_successfull_share_cug,tv_share
payment_successfull_payment_option_cug,tv_make_payment
delete_scheduled_payments_delete_button_xpath_cug,Delete
error_amount_validation_cug,tv_errorText
select_payee_bank_label_id_cug,toolbar
select_payee_bank_label_xpath_cug,Select payee bank
select_payee_bank_search_for_a_bank_id_cug,et_input
select_payee_bank_search_for_a_bank_xpath_cug,"//android.widget.EditText[@content-desc=""Search for a bank""]"
select_payee_bank_popular_banks_label_id_cug,Popular banks
select_payee_bank_popukar_banks_label_xpath_cug,tv_popular_bank
select_payee_bank_icici_bank_icon_xpath_cug,"//android.widget.FrameLayout[@resource-id=""com.csam.icici.bank.imobile:id/cv_bank""][1]"
select_payee_bank_icici_bank_label_xpath_cug,ICICI BANK LTD
select_payee_bank_axis_bank_label_xpath_cug,AXIS BANK LTD
select_payee_bank_hdfc_bank_icon_xpath_cug,//android.widget.TextView[@resource-id="com.csam.icici.bank.imobileuat:id/tv_bank" and @text="HDFC BANK LTD"]
select_payee_bank_hdfc_bank_label_xpath_cug,HDFC BANK LTD
select_payee_bank_axis_bank_icon_xpath_cug,"//android.widget.FrameLayout[@resource-id=""com.csam.icici.bank.imobile:id/cv_bank""][2]"
select_payee_bank_sbi_bank_icon_xpath_cug,"//android.widget.FrameLayout[@resource-id=""com.csam.icici.bank.imobile:id/cv_bank""][7]"
select_payee_bank_sbi_bank_label_xpath_cug,STATE BANK OF INDIA
add_new_payee_payee_account_number_input_id_cug,im_payee_acc_num
add_new_payee_payee_account_number_input_xpath_cug,Payee account number
add_new_payee_retype_account_number_input_xpath_cug,Re-type payee account number
add_new_payee_payee_name_input_xpath_cug,"//android.widget.FrameLayout[@resource-id=""com.csam.icici.bank.imobile:id/dff_tf_payee_name""]//android.widget.EditText"
add_new_payee_payee_nickname_input_xpath_cug,nickname
add_new_payee_edit_bank_icon_id_cug,imv_editBank
add_new_payee_edit_bank_icon_xpath_cug,imv_editBank
add_new_payee_isafe_skip_button_id_cug,btn_skip
add_new_payee_isafe_skip_button_xpath_cug,Skip
add_new_payee_isafe_verify_button_id_cug,btn_verify
add_new_payee_isafe_verify_button_xpath_cug,Verify
add_new_payee_green_tick_icon_xpath_cug,"//android.widget.ImageView[@resource-id=""com.csam.icici.bank.imobile:id/imv_endIcon""][2]"
your_payees_pay_now_button_xpath_cug,Pay now
your_payees_add_as_favourite_button_xpath_cug,Add as favourite
your_payees_delete_payee_button_xpath_cug,Delete payee
delete_payee_confirmation_cancel_button_id_cug,btn_cancel
delete_payee_confirmation_cancel_button_xpath_cug,Cancel
delete_payee_confirmation_yes_button_id_cug,btn_remove
delete_payee_confirmation_yes_button_xpath_cug,Yes
verify_otp_enter_opt_input_id_cug,edt_otp
verify_otp_enter_opt_input_xpath_cug,Enter OTP
verify_otp_resend_opt_input_id_cug,tv_resend_otp
verify_otp_resend_opt_input_xpath_cug,tv_resend_otp
add_new_payee_authenticate_with_otp_xpath_cug,Authenticate with OTP
add_new_payee_authenticate_with_otp_id_cug,btn_authenticate_otp
alert_new_payee_understand_buttoðn_xpath_cug,I Understand
alert_new_payee_understand_button_id_cug,dff_btn_proceed
payee_successfully_added_back_to_payments_button_xpath_cug,Back to payments
payee_successfully_added_back_to_payments_button_id_cug,procced_to_pay
payee_successfully_deleted_back_to_transfer_button_xpath_cug,Back to bank transfer
payee_successfully_deleted_back_to_transfer_button_id_cug,btn_remove
recurring_payment_successfully_scheduled_id_cug,tv_header
recurring_payment_successfully_scheduled_xpath_cug,tv_header
recurring_payment_successfully_scheduled_make_another_payment_button_id_cug,btn_got
recurring_payment_successfully_scheduled_make_another_payment_button_xpath_cug,Make another payment
recurring_payment_successfully_scheduled_recurring_label_id_cug,cl_recuring
recurring_payment_successfully_scheduled_recurring_label_xpath_cug,cl_recuring
manage_favourite_remove_favourite_button_xpath_cug,Remove favourite
manage_favourite_add_favourite_button_id_cug,btn_addfavouritespayee
manage_favourite_add_favourite_button_xpath_cug,Add favourite payee
send_money_manage_icon_id_cug,endIcon
send_money_manage_icon_xpath_cug,endIcon
send_money_add_favourite_button_id_cug,ivAddFav
send_money_add_favourite_button_xpath_cug,ivAddFav
popup_screen,"//android.view.View[@resource-id=""odAccountPop""]/android.view.View/android.view.View[3]"
remind_me_later,Remind Me Later
your_payees_add_new_payee_cug,New payee
send_money_header_xpath,tv_titleName
close_button_xpath,ic_close
edit_icon_xpath,Fund card with End Icon
grid_confirmation,Grid confirmation
grid_confirmation_first_input_field_xpath,edt_grid_a
grid_confirmation_second_input_field_xpath,edt_grid_b
grid_confirmation_third_input_field_xpath,edt_grid_c
grid_confirmation_confirm_button_xpath,Confirm
payee_sucessfully_added_favourites_screen_xpath,Payee successfully added as a favourites
schedule_new_payment_button_xpath,Schedule new payment
schedule_new_payment_screen,Schedule new payment
scheduled_payments_button_xpath,Scheduled payments
scheduled_payments_screen,Scheduled payments
select_payee_edit_schedule_payment,//android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.view.ViewGroup[1]/android.widget.LinearLayout/android.widget.LinearLayout
scheduled_payment_details,cl_details_root
select_icici_payee_delete_schedule_payment,//android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.view.ViewGroup[1]/android.widget.LinearLayout/android.widget.LinearLayout
select_neft_payee_delete_schedule_payment,//android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.view.ViewGroup[1]/android.widget.LinearLayout/android.widget.LinearLayout
select_rtgs_payee_delete_schedule_payment,//android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.view.ViewGroup[1]/android.widget.LinearLayout/android.widget.LinearLayout
edit_schedule_payment_select_scheduled_payment_xpath,tv_payeename
scheduled_payments_details,cl_details_root
schedule_payments_details,cl_details_root
scheduled_payments_details_elements,Edit
scheduled_payments_details_edit_button_xpath,Edit
scheduled_payments_details_delete_button_xpath,Delete
edit_payment_screen,tv_edit_payment
edit_schedule_payment_cancel_button_xpath,Cancel
delete_scheduled_payment,Are you sure you want to delete this scheduled payment?
delete_scheduled_payments_cancel_button_xpath,Cancel
delete_scheduled_payments_delete_button_xpath,delete.png
schedule_payment_successfully_deleted,Scheduled Payment successfully deleted
edit_schedule_payment_amount_input_xpath,"//android.widget.RelativeLayout[@resource-id=""com.csam.icici.bank.imobile:id/rl_card""][1]"
make_recurring_checkbox_xpath,Make this a recurring payment
edit_schedule_payment_payment_date_input_id,imv_endIcon
calender_screen,//android.widget.FrameLayout
date_edit,28
schedule_payment_successfully_modified,Mini Success Drawer
edit_schedule_payment_amount_input_xpath_old,"//android.widget.RelativeLayout[@resource-id=""com.csam.icici.bank.imobile:id/rl_card""][1]"
next_payment_date,Next payment date
back_to_payment_button,imv_back
payment_frequency_dropdown_xpath,payment_freqency_layout
payment_frequency_monthly_xpath,Monthly
payment_frequency_weekly_xpath,Weekly
no_of_payments_input_xpath,ed_no_of_payments
recurring_payment_successfully_scheduled,Mini Success Drawer
recurring_payment_sucessfully_scheduled,Your recurring payment has been successfully scheduled!
payment_success_payee_name,acc_holder_name_tv
add_favourite_xpath,ivAddFav
manage_button_xpath,Manage
your_payees_option,endIcon
search_payee,"//android.widget.EditText[@content-desc=""Search for payee""]"
manage_favourites_screen,Manage favourites
add_favourite_payee_xpath,Add favourite payee
add_favorites_screen,"//androidx.appcompat.widget.LinearLayoutCompat[@resource-id=""com.csam.icici.bank.imobile:id/constraintPopular""]"
add_favourite_payee_screen_title_xpath_cug,Tap on the star to favourite
payee_option_id,3 dot Icon
payee_option_popup_cug,TooltipView
remove_favourites_confirmation_elements,Cancel
remove_favourite_button_xpath,Remove favourite
remove_favourites_confirmation_cancel_xpath_cug,Cancel
remove_favourites_confirmation_remove_button_xpath_cug,remove.png
remove_favourites_sucessfully_screen,rl_mainContent
remove_favourite_success_screen_tittle_xpath_cug,tv_title
remove_favourites_success_green_tick_xpath_cug,animation_loader
add_favorite_star_icon,"//android.widget.ImageView[@content-desc=""3 dot Icon""][1]"
favourites_added_successfully,Payee successfully added as a favourites
app_back_button_xpath_cug,imv_back
recent_transaction_text_xpath,view_handle
recent_transaction_screen,tv_recent
repayment_button_xpath_id,imv_action
bills,Bills �
your_payee_screen,Your payees
select_payee_bank_screen,Select payee bank
add_new_payee_screen,Add new payee
verified_tick_id,imv_endIcon
add_icici_bank_payee_name,et_input
add_icici_bank_payee_nick_name,nickname
isafe_xpath_cug,img_isafe
add_other_bank_payee_name,//android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.view.ViewGroup/android.view.ViewGroup/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout[4]/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.EditText
add_other_bank_payee_nick_name,nickname
alert_i_understand_screen,Alert!
verify_otp_screen,Verify OTP
payee_added_sucessfully_screen,Payee successfully added
your_payeee_payee_option_popup_cug,"//android.widget.FrameLayout[@content-desc=""TooltipView""]"
delete_confirmation_screen,rl_mainContent
payee_successfully_deleted_screen,Payee successfully deleted
minimum_5_digit_error_id,tv_errorText
mismatch_account_munber_error_id,tv_errorText
no_payee_found_xpath,No payees found by this name
add_icici_bank_payee_account_number_id,et_input
add_icici_bank_payee_account_number,Payee account number
add_icici_bank_payee_retype_account_number,Re-type payee
add_icici_bank_payee_name_image,Payee name
add_other_bank_payee_account_number,Payee account number
add_other_bank_payee_retype_account_number,Re-type payee
one_time_payment_successfully_scheduled,successfully
grid_confirmation_first_alphabet,tv_grid_a
grid_confirmation_second_alphabet,tv_grid_b
grid_confirmation_third_alphabet,tv_grid_c
grid_confirmation_text_account_number,top_message
inapp_close_btn_popup_offer_unwanted,inapp_close_btn
interstitial_image_popup_offer_unwanted,interstitial_image
transfer_fund_to_text_xpath,TO
transfer_fund_from_text_xpath,FROM
transfer_fund_elements,FROM
payment_type_lable,tv_pay_type_label
app_package,com.csam.icici.bank.imobile
app_activity,com.csam.icici.bank.imobile.IMOBILE
confirm_details_within_icici,Within ICICI
confirm_details_imps,IMPS
confirm_details_neft,NEFT
confirm_details_rtgs,RTGS
verify_otp_suggestion,Default
search_payee_manage_payee,Default
payment_successfull_mark_favourited,Favourited
date_selection,30
one_time_payment_success_tick_image,done60X60
one_time_payment_success_make_another_payment,Make another payment
one_time_payment_success_your_one_time_payment_has_been_successfully_scheduled,Your one-time payment has been successfully scheduled!
schedule_payment_successfully_tick_image,doneTick
schedule_payment_successfully_scheduled_payment_successfully_deleted,Scheduled Payment successfully deleted
schedule_payment_successfully_scheduled_got_it_button,Got it
got_it_button,Got it
warning_proceed_button,Default
edit_schedule_payment_amount,Default
grid_confirmation_card,
add_favourite_success_screen_title_xpath_cug,
isafe_verify_button,
retype_payee_account_number,
bill_pay_icici_fastag_button,
bill_pay_other_fastag_button,
fastag_button,
select_dispute_screen,
enter_key_code,66
