# Noterdaeme+ (2009) raw points from Fig 11 (SDSS DR7)
#log N(HI)    log f(HI,X) 
#---------    ------------
20.0 -20.1    -21.35  0.04
20.1 -20.2    -21.38  0.04
20.2 -20.3    -21.51  0.04
20.3 -20.4    -21.66  0.04
20.4 -20.5    -21.80  0.04
20.5 -20.6    -21.89  0.04
20.6 -20.7    -22.11  0.04
20.7 -20.8    -22.22  0.05
20.8 -20.9    -22.33  0.05
20.9 -21.0    -22.64  0.06
21.0 -21.1    -22.71  0.06
21.1 -21.2    -22.94  0.07
21.2 -21.3    -23.18  0.09
21.3 -21.4    -23.40  0.10
21.4 -21.5    -23.74  0.14
21.5 -21.6    -23.92  0.16
21.6 -21.8    -24.57  0.21
21.8 -22.0    -25.31  0.53
