"id","owner_id","namespace_uri","prefix","label","comment"
"1","","http://purl.org/dc/terms/","dcterms","Dublin Core","Basic resource metadata (DCMI Metadata Terms)"
"2","","http://purl.org/dc/dcmitype/","dctype","Dublin Core Type","Basic resource types (DCMI Type Vocabulary)"
"3","","http://purl.org/ontology/bibo/","bibo","Bibliographic Ontology","Bibliographic metadata (BIBO)"
"4","","http://xmlns.com/foaf/0.1/","foaf","Friend of a Friend","Relationships between people and organizations (FOAF)"
"5","","https://exiftool.org/","exiftool","ExifTool","Tags supported by ExifTool"
