# This file has been generated by: edouard2023/script/fmt_fig7.py
#
# rain: [mm] amount of rain per day
# swb_ZZ: [-] Normalized soil water balance (AW/TAW)
#
year;date;rain;swb_apv;swb_control
2020;2020-04-25;0.000;0.428;0.329
2020;2020-04-26;0.000;0.408;0.315
2020;2020-04-27;12.327;0.440;0.340
2020;2020-04-28;8.080;0.497;0.396
2020;2020-04-29;5.107;0.531;0.427
2020;2020-04-30;0.000;0.527;0.426
2020;2020-05-01;0.000;0.576;0.460
2020;2020-05-02;14.875;0.613;0.485
2020;2020-05-03;0.000;0.654;0.504
2020;2020-05-04;13.176;0.682;0.530
2020;2020-05-05;0.000;0.670;0.513
2020;2020-05-06;0.000;0.650;0.496
2020;2020-05-07;0.860;0.626;0.479
2020;2020-05-08;8.080;0.640;0.487
2020;2020-05-09;6.381;0.679;0.505
2020;2020-05-10;0.000;0.694;0.506
2020;2020-05-11;0.000;0.680;0.494
2020;2020-05-12;0.000;0.667;0.484
2020;2020-05-13;0.000;0.652;0.461
2020;2020-05-14;0.000;0.633;0.435
2020;2020-05-15;0.000;0.613;0.410
2020;2020-05-16;0.000;0.597;0.390
2020;2020-05-17;0.000;0.578;0.371
2020;2020-05-18;0.000;0.559;0.345
2020;2020-05-19;0.000;0.540;0.320
2020;2020-05-20;0.000;0.522;0.294
2020;2020-05-21;0.000;0.503;0.270
2020;2020-05-22;3.833;0.485;0.255
2020;2020-05-23;0.000;0.471;0.239
2020;2020-05-24;0.000;0.454;0.223
2020;2020-05-25;0.000;0.439;0.206
2020;2020-05-26;0.000;0.425;0.198
2020;2020-05-27;0.000;0.408;0.191
2020;2020-05-28;0.000;0.396;0.183
2020;2020-05-29;0.000;0.384;0.166
2020;2020-05-30;0.000;0.370;0.148
2020;2020-05-31;0.000;0.356;0.130
2020;2020-06-01;0.000;0.349;0.120
2020;2020-06-02;8.929;0.358;0.126
2020;2020-06-03;3.408;0.368;0.132
2020;2020-06-04;2.559;0.373;0.130
2020;2020-06-05;0.000;0.379;0.135
2020;2020-06-06;9.778;0.416;0.167
2020;2020-06-07;0.000;0.402;0.157
2020;2020-06-08;0.000;0.384;0.141
2020;2020-06-09;0.000;0.395;0.138
2020;2020-06-10;8.504;0.408;0.159
2020;2020-06-11;3.408;0.412;0.160
2020;2020-06-12;0.000;0.399;0.149
2020;2020-06-13;0.000;0.375;0.137
2020;2020-06-14;0.000;0.356;0.128
2020;2020-06-15;2.134;0.346;0.123
2020;2020-06-16;0.000;0.336;0.116
2020;2020-06-17;0.000;0.318;0.106
2020;2020-06-18;0.000;0.300;0.097
2020;2020-06-19;0.000;0.292;0.091
2020;2020-06-20;2.559;0.287;0.095
2020;2020-06-21;0.000;0.269;0.084
2020;2020-06-22;0.000;0.241;0.075
2020;2020-06-23;0.000;0.211;0.066
2020;2020-06-24;9.778;0.223;0.082
2020;2020-06-25;0.000;0.237;0.104
2020;2020-06-26;0.860;0.229;0.103
2020;2020-06-27;0.000;0.220;0.095
2020;2020-06-28;0.000;0.201;0.091
2020;2020-06-29;0.000;0.180;0.087
2020;2020-06-30;0.000;0.165;0.080
2020;2020-07-01;0.000;0.156;0.074
2020;2020-07-02;0.000;0.148;0.069
2020;2020-07-03;0.000;0.140;0.065
2020;2020-07-04;0.000;0.132;0.058
2020;2020-07-05;0.000;0.124;0.052
2020;2020-07-06;0.000;0.115;0.048
2020;2020-07-07;0.000;0.108;0.043
2020;2020-07-08;0.000;0.103;0.039
2020;2020-07-09;0.000;0.099;0.034
2020;2020-07-10;0.000;0.094;0.031
2020;2020-07-11;0.000;0.089;0.029
2020;2020-07-12;0.000;0.085;0.026
2020;2020-07-13;0.000;0.080;0.023
2020;2020-07-14;0.000;0.076;0.020
2020;2020-07-15;0.000;0.073;0.019
2020;2020-07-16;0.000;0.070;0.018
2020;2020-07-17;0.000;0.066;0.016
2020;2020-07-18;0.000;0.062;0.015
2020;2020-07-19;0.000;0.057;0.014
2020;2020-07-20;0.000;0.052;0.012
2020;2020-07-21;0.000;0.039;0.011
2020;2020-07-22;0.000;0.029;0.009
2020;2020-07-23;0.000;0.027;0.005
2020;2020-07-24;0.000;0.026;0.000
2020;2020-07-25;0.860;0.024;-0.004
2020;2020-07-26;0.000;0.022;-0.005
2020;2020-07-27;0.000;0.021;-0.005
2020;2020-07-28;0.000;0.020;-0.005
2020;2020-07-29;0.000;0.019;-0.005
2020;2020-07-30;0.000;0.017;-0.006
2020;2020-07-31;0.860;0.015;-0.006
2020;2020-08-01;0.000;0.014;-0.006
2020;2020-08-02;0.000;0.012;-0.006
2020;2020-08-03;0.000;0.011;-0.006
2020;2020-08-04;0.000;0.009;-0.006
2020;2020-08-05;0.000;0.007;-0.007
2020;2020-08-06;0.000;0.006;-0.007
2020;2020-08-07;0.000;0.031;0.007
2020;2020-08-08;22.944;0.097;0.065
2020;2020-08-09;0.000;0.108;0.077
2020;2020-08-10;0.000;0.092;0.067
2020;2020-08-11;4.682;0.099;0.067
2020;2020-08-12;1.285;0.106;0.060
2020;2020-08-13;0.000;0.097;0.052
2020;2020-08-14;0.000;0.087;0.048
2020;2020-08-15;2.134;0.086;0.054
2020;2020-08-16;9.778;0.119;0.083
2020;2020-08-17;8.504;0.156;0.110
2020;2020-08-18;1.285;0.164;0.108
2020;2020-08-19;0.000;0.155;0.095
2020;2020-08-20;1.709;0.144;0.086
2020;2020-08-21;0.000;0.133;0.081
2020;2020-08-22;0.000;0.124;0.075
2020;2020-08-23;0.000;0.115;0.069
2020;2020-08-24;0.000;0.104;0.064
2020;2020-08-25;0.000;0.099;0.059
2020;2020-08-26;2.559;0.099;0.055
2020;2020-08-27;0.000;0.097;0.050
2020;2020-08-28;0.860;0.098;0.058
2020;2020-08-29;9.354;0.132;0.076
2020;2020-08-30;0.000;0.134;0.076
2020;2020-08-31;0.000;0.123;0.067
2020;2020-09-01;0.000;0.113;0.057
2020;2020-09-02;0.000;0.106;0.046
2020;2020-09-03;0.000;0.100;0.038
2020;2020-09-04;0.000;0.093;0.034
2020;2020-09-05;0.000;0.086;0.031
2020;2020-09-06;0.000;0.080;0.028
2020;2020-09-07;0.000;0.073;0.025
2020;2020-09-08;0.000;0.066;0.021
2020;2020-09-09;0.000;0.062;0.018
2020;2020-09-10;0.000;0.060;0.016
2020;2020-09-11;0.000;0.057;0.014
2020;2020-09-12;0.000;0.054;0.013
2020;2020-09-13;0.000;0.052;0.012
2020;2020-09-14;0.000;0.050;0.011
2020;2020-09-15;0.000;0.046;0.009
2020;2020-09-16;0.000;0.043;0.008
2020;2020-09-17;0.000;0.041;0.007
2020;2020-09-18;1.285;0.039;0.006
2020;2020-09-19;0.000;0.035;0.004
2020;2020-09-20;0.000;0.032;0.003
2020;2020-09-21;0.000;0.032;0.007
2020;2020-09-22;3.833;0.042;0.019
2020;2020-09-23;4.258;0.053;0.025
2020;2020-09-24;1.709;0.057;0.024
2020;2020-09-25;1.285;0.060;0.023
2021;2021-03-17;0.000;0.837;0.869
2021;2021-03-18;0.000;0.829;0.859
2021;2021-03-19;0.000;0.820;0.849
2021;2021-03-20;0.000;0.823;0.852
2021;2021-03-21;7.860;0.854;0.881
2021;2021-03-22;0.000;0.858;0.875
2021;2021-03-23;0.000;0.846;0.866
2021;2021-03-24;0.000;0.837;0.857
2021;2021-03-25;0.000;0.829;0.851
2021;2021-03-26;0.000;0.815;0.842
2021;2021-03-27;0.000;0.796;0.827
2021;2021-03-28;0.000;0.781;0.816
2021;2021-03-29;0.000;0.767;0.798
2021;2021-03-30;0.000;0.748;0.781
2021;2021-03-31;0.000;0.734;0.770
2021;2021-04-01;0.000;0.718;0.758
2021;2021-04-02;0.000;0.703;0.741
2021;2021-04-03;0.000;0.688;0.727
2021;2021-04-04;0.000;0.678;0.714
2021;2021-04-05;0.000;0.674;0.698
2021;2021-04-06;0.000;0.661;0.687
2021;2021-04-07;0.000;0.642;0.677
2021;2021-04-08;0.000;0.629;0.671
2021;2021-04-09;2.763;0.646;0.680
2021;2021-04-10;4.037;0.661;0.688
2021;2021-04-11;0.000;0.649;0.680
2021;2021-04-12;0.000;0.632;0.670
2021;2021-04-13;0.000;0.618;0.659
2021;2021-04-14;0.000;0.605;0.648
2021;2021-04-15;0.000;0.591;0.638
2021;2021-04-16;0.000;0.577;0.627
2021;2021-04-17;0.000;0.564;0.611
2021;2021-04-18;0.000;0.550;0.594
2021;2021-04-19;0.000;0.536;0.577
2021;2021-04-20;0.000;0.527;0.561
2021;2021-04-21;0.000;0.512;0.544
2021;2021-04-22;0.000;0.489;0.527
2021;2021-04-23;0.000;0.465;0.506
2021;2021-04-24;0.000;0.442;0.483
2021;2021-04-25;0.000;0.422;0.465
2021;2021-04-26;1.914;0.410;0.443
2021;2021-04-27;1.065;0.399;0.429
2021;2021-04-28;0.000;0.385;0.414
2021;2021-04-29;3.613;0.388;0.412
2021;2021-04-30;0.000;0.385;0.408
2021;2021-05-01;0.000;0.371;0.393
2021;2021-05-02;0.000;0.372;0.397
2021;2021-05-03;4.887;0.377;0.400
2021;2021-05-04;0.000;0.387;0.402
2021;2021-05-05;4.887;0.397;0.399
2021;2021-05-06;0.000;0.378;0.380
2021;2021-05-07;1.489;0.367;0.368
2021;2021-05-08;0.000;0.371;0.382
2021;2021-05-09;4.887;0.367;0.370
2021;2021-05-10;1.914;0.357;0.363
2021;2021-05-11;0.000;0.376;0.375
2021;2021-05-12;4.887;0.382;0.377
2021;2021-05-13;1.489;0.394;0.380
2021;2021-05-14;7.860;0.443;0.416
2021;2021-05-15;9.983;0.487;0.455
2021;2021-05-16;7.860;0.528;0.486
2021;2021-05-17;2.763;0.542;0.498
2021;2021-05-18;4.887;0.554;0.505
2021;2021-05-19;0.000;0.537;0.488
2021;2021-05-20;0.000;0.515;0.466
2021;2021-05-21;0.000;0.492;0.440
2021;2021-05-22;0.000;0.503;0.432
2021;2021-05-23;6.586;0.514;0.441
2021;2021-05-24;0.000;0.512;0.435
2021;2021-05-25;5.736;0.530;0.444
2021;2021-05-26;0.000;0.512;0.432
2021;2021-05-27;0.000;0.490;0.402
2021;2021-05-28;0.000;0.469;0.376
2021;2021-05-29;0.000;0.447;0.350
2021;2021-05-30;0.000;0.423;0.324
2021;2021-05-31;0.000;0.398;0.292
2021;2021-06-01;0.000;0.364;0.256
2021;2021-06-02;0.000;0.325;0.220
2021;2021-06-03;0.000;0.302;0.199
2021;2021-06-04;0.000;0.288;0.182
2021;2021-06-05;0.000;0.277;0.160
2021;2021-06-06;0.000;0.263;0.133
2021;2021-06-07;0.000;0.252;0.113
2021;2021-06-08;0.000;0.240;0.097
2021;2021-06-09;0.000;0.229;0.081
2021;2021-06-10;0.000;0.211;0.066
2021;2021-06-11;0.000;0.189;0.050
2021;2021-06-12;0.000;0.170;0.036
2021;2021-06-13;0.000;0.154;0.026
2021;2021-06-14;0.000;0.137;0.016
2021;2021-06-15;0.000;0.120;0.021
2021;2021-06-16;4.887;0.108;0.021
2021;2021-06-17;0.000;0.145;0.073
2021;2021-06-18;16.778;0.195;0.112
2021;2021-06-19;0.000;0.181;0.103
2021;2021-06-20;0.000;0.182;0.106
2021;2021-06-21;5.736;0.196;0.119
2021;2021-06-22;0.000;0.181;0.112
2021;2021-06-23;0.000;0.166;0.105
2021;2021-06-24;0.000;0.151;0.098
2021;2021-06-25;4.037;0.148;0.096
2021;2021-06-26;4.037;0.166;0.106
2021;2021-06-27;12.956;0.201;0.139
2021;2021-06-28;0.000;0.249;0.186
2021;2021-06-29;1.914;0.257;0.188
2021;2021-06-30;1.065;0.240;0.174
2021;2021-07-01;0.000;0.220;0.155
2021;2021-07-02;5.311;0.221;0.150
2021;2021-07-03;3.613;0.239;0.163
2021;2021-07-04;1.489;0.244;0.167
2021;2021-07-05;0.000;0.236;0.159
2021;2021-07-06;0.000;0.216;0.139
2021;2021-07-07;0.000;0.197;0.124
2021;2021-07-08;0.000;0.182;0.115
2021;2021-07-09;0.640;0.171;0.106
2021;2021-07-10;0.640;0.166;0.101
2021;2021-07-11;28.669;0.256;0.142
2021;2021-07-12;9.134;0.347;0.266
2021;2021-07-13;0.000;0.395;0.293
2021;2021-07-14;0.000;0.388;0.283
2021;2021-07-15;0.000;0.375;0.270
2021;2021-07-16;0.000;0.366;0.257
2021;2021-07-17;0.000;0.356;0.236
2021;2021-07-18;0.000;0.332;0.204
2021;2021-07-19;1.065;0.303;0.172
2021;2021-07-20;0.000;0.279;0.146
2021;2021-07-21;0.640;0.259;0.128
2021;2021-07-22;0.000;0.265;0.124
2021;2021-07-23;9.558;0.300;0.151
2021;2021-07-24;5.736;0.310;0.175
2021;2021-07-25;1.065;0.302;0.167
2021;2021-07-26;0.000;0.291;0.155
2021;2021-07-27;1.065;0.272;0.136
2021;2021-07-28;0.000;0.256;0.117
2021;2021-07-29;0.000;0.241;0.098
2021;2021-07-30;0.000;0.230;0.083
2021;2021-07-31;1.065;0.221;0.082
2021;2021-08-01;0.000;0.249;0.101
2021;2021-08-02;21.449;0.339;0.174
2021;2021-08-03;3.613;0.362;0.205
2021;2021-08-04;2.763;0.367;0.207
2021;2021-08-05;0.000;0.360;0.196
2021;2021-08-06;2.763;0.371;0.196
2021;2021-08-07;4.887;0.378;0.209
2021;2021-08-08;0.000;0.367;0.197
2021;2021-08-09;0.000;0.356;0.173
2021;2021-08-10;0.000;0.342;0.149
2021;2021-08-11;1.914;0.332;0.140
2021;2021-08-12;0.000;0.314;0.124
2021;2021-08-13;0.000;0.293;0.108
2021;2021-08-14;0.000;0.276;0.087
2021;2021-08-15;0.000;0.258;0.070
2021;2021-08-16;0.000;0.243;0.065
2021;2021-08-17;0.000;0.229;0.060
2021;2021-08-18;0.000;0.218;0.055
2021;2021-08-19;0.000;0.207;0.050
2021;2021-08-20;0.000;0.193;0.045
2021;2021-08-21;0.000;0.178;0.040
2021;2021-08-22;0.000;0.164;0.036
2021;2021-08-23;0.000;0.150;0.031
2021;2021-08-24;0.000;0.137;0.028
2021;2021-08-25;0.000;0.126;0.023
2021;2021-08-26;0.000;0.118;0.019
2021;2021-08-27;0.000;0.109;0.016
2021;2021-08-28;0.000;0.103;0.013
2021;2021-08-29;0.000;0.096;0.009
2021;2021-08-30;0.000;0.086;0.007
2021;2021-08-31;0.000;0.076;0.007
2021;2021-09-01;0.000;0.069;0.006
2021;2021-09-02;0.000;0.069;0.016
2021;2021-09-03;9.558;0.101;0.048
2021;2021-09-04;0.000;0.113;0.050
2021;2021-09-05;0.000;0.104;0.044
2021;2021-09-06;0.000;0.096;0.040
2021;2021-09-07;2.763;0.110;0.055
2021;2021-09-08;24.422;0.240;0.146
2021;2021-09-09;12.956;0.328;0.224
2021;2021-09-10;0.000;0.344;0.241
2021;2021-09-11;0.000;0.334;0.228
2021;2021-09-12;0.000;0.347;0.233
2021;2021-09-13;29.943;0.454;0.313
2021;2021-09-14;12.531;0.563;0.393
2021;2021-09-15;0.000;0.583;0.406
2021;2021-09-16;0.000;0.572;0.393
2021;2021-09-17;0.000;0.560;0.383
2021;2021-09-18;0.000;0.552;0.374
2021;2021-09-19;0.000;0.541;0.365
2021;2021-09-20;0.000;0.529;0.356
2021;2021-09-21;1.065;0.527;0.346
2021;2021-09-22;0.000;0.525;0.337
2021;2021-09-23;0.000;0.513;0.322
2021;2021-09-24;0.000;0.500;0.310
2021;2021-09-25;0.000;0.517;0.307
2021;2021-09-26;1.914;0.563;0.305
