time,Prevalence_0_0_0_value,Prevalence_0_0_0_lower,Prevalence_0_0_0_upper,Prevalence_1_0_0_value,Prevalence_1_0_0_lower,Prevalence_1_0_0_upper,Prevalence_2_0_0_value,Prevalence_2_0_0_lower,Prevalence_2_0_0_upper,Prevalence_3_0_0_value,Prevalence_3_0_0_lower,Prevalence_3_0_0_upper,Prevalence_4_0_0_value,Prevalence_4_0_0_lower,Prevalence_4_0_0_upper
85.0,-9.6487977280555803e-02,-2.1643705892437914e-01,4.7598101181222252e-01,5.5051840669737073e-01,-1.2691904520598196e-01,1.3664798043964606e+00,1.4157456461524531e-01,-1.6162031318586245e-01,6.0483789596422510e-01,-1.6913164605519282e-02,-1.3463526513294488e-01,2.8356332867185174e-01,1.0291700751021038e-02,-2.0800656394893990e-01,3.2053584332430263e-01
84.0,-9.0997893827555409e-02,-2.1530056025783906e-01,4.7487942664489680e-01,5.5774934974750878e-01,-1.2607362756975171e-01,1.3592477101736886e+00,1.3944463776099814e-01,-1.6116135535200671e-01,6.0780556868086877e-01,-1.4584613020875992e-02,-1.3319389905856815e-01,2.8741785910782891e-01,1.4428826327537392e-02,-2.0847851783416371e-01,3.1404657786673429e-01
83.0,-8.5408317457220329e-02,-2.1432098972124169e-01,4.7376476312291826e-01,5.6510039051049366e-01,-1.2491175567031554e-01,1.3519539938756724e+00,1.3729454913337857e-01,-1.6064557418926495e-01,6.1081459844247465e-01,-1.2223027401636277e-02,-1.3156791519586875e-01,2.9133038426087121e-01,1.8632016602664114e-02,-2.0837679879685289e-01,3.0751282704679883e-01
82.0,-7.9760398012518663e-02,-2.1345360390656565e-01,4.7287672600538166e-01,5.7279566370242652e-01,-1.2349680237777949e-01,1.3447897883035003e+00,1.3533887812880030e-01,-1.6008918353127188e-01,6.1397011852607575e-01,-9.8367987910797927e-03,-1.2983253383235616e-01,2.9527691666901079e-01,2.3038768182312763e-02,-2.0781794089999062e-01,3.0118850148753462e-01
81.0,-7.4137206597779226e-02,-2.1257382544117709e-01,4.7339170469092040e-01,5.8127903113741630e-01,-1.2201482410140041e-01,1.3384090332383449e+00,1.3399668674809839e-01,-1.5952940946633243e-01,6.1843838508955917e-01,-7.4375209133475950e-03,-1.2816838246211049e-01,2.9946905435497517e-01,2.7922334584507436e-02,-2.0714470069115332e-01,2.9535874456741684e-01
80.0,-6.8396810814033482e-02,-2.1168373928339113e-01,4.2581226271850459e-01,5.8985547570523389e-01,-1.2052797240514823e-01,1.4181083891645128e+00,1.3261698024033075e-01,-1.5897554689291471e-01,6.4252840271171530e-01,-5.0415200122908566e-03,-1.2649489923426516e-01,3.3879095504951096e-01,3.2903465389272357e-02,-2.0647516679593325e-01,3.0169567489850935e-01
79.0,-6.2599913689480147e-02,-2.1078307640260086e-01,3.6699194967788173e-01,5.9797573195012665e-01,-1.1903662631208645e-01,1.5967645675426989e+00,1.3136508060096652e-01,-1.5842760798679079e-01,6.3493578127089290e-01,-2.6930649793759365e-03,-1.2481073177401336e-01,3.8076000053833670e-01,3.8335058227597862e-02,-2.0580982535011938e-01,3.7137726610282007e-01
78.0,-5.6172669169331724e-02,-2.0986991017383072e-01,3.2156489828828927e-01,5.9948503828104927e-01,-1.1752414103472686e-01,2.1678348117515402e+00,1.3233822818876817e-01,-1.5787251591366636e-01,7.0146177197198556e-01,-6.8803001698236610e-04,-1.2310203970552902e-01,3.6664728606556451e-01,4.7351960914386426e-02,-2.0513535472053801e-01,5.0715489960422988e-01
77.0,-4.7441809949793301e-02,-2.0928816825316088e-01,2.7709840244717876e-01,6.0281810746469922e-01,-1.1635552847001562e-01,2.8742812414916372e+00,1.3511899935476834e-01,-1.5805775504483222e-01,7.7159363417397930e-01,3.5525241546126018e-03,-1.2190533856753150e-01,3.5249992683904363e-01,5.8878063065783248e-02,-2.0417525858923569e-01,6.5836490348095111e-01
76.0,-3.2176255072840054e-02,-2.0887763829718597e-01,2.2997194752074157e-01,6.1140171007592925e-01,-1.1551602147793205e-01,3.7436275711479645e+00,1.4312661513815916e-01,-1.5853224435541036e-01,8.4307446377862094e-01,1.4258705127166982e-02,-1.2096207510115686e-01,3.3811574976082293e-01,7.7432580240193616e-02,-2.0333476015045437e-01,8.3023901438580405e-01
75.0,-1.6461991298656109e-02,-2.0846168105129792e-01,1.9028092719437151e-01,6.2014492466377091e-01,-1.1466499122189244e-01,4.8077690359248679e+00,1.5129670469168777e-01,-1.5901262486037571e-01,9.1752711443504986e-01,2.5221442924214355e-02,-1.2000540853668573e-01,3.2670054826632056e-01,9.6561007547427247e-02,-2.0248238525218987e-01,1.0145895577120605e+00
74.0,6.4517745474979016e-04,-2.0803969534604749e-01,1.7421734085206753e-01,6.2519910357911646e-01,-1.1380147816345521e-01,6.7515610488760638e+00,1.5889510033922338e-01,-1.5949901177546366e-01,9.7183217955806356e-01,3.8303211534012949e-02,-1.1903490147481532e-01,2.8797584418289301e-01,1.2031656005603208e-01,-2.0161761939106571e-01,1.2497954044137201e+00
73.0,1.8597370952262660e-02,-2.0720347609079381e-01,1.8360719928872027e-01,6.2905740046891490e-01,-1.1257643849013188e-01,1.0559484387161227e+01,1.6640156626918645e-01,-1.5970323299064682e-01,1.0078163773773778e+00,5.2354848918652497e-02,-1.1777596301508797e-01,2.2494671574509550e-01,1.4628459231795299e-01,-2.0054384451515495e-01,1.5944375861287514e+00
72.0,3.4595159673760811e-02,-2.0627618633813749e-01,2.1742898878433148e-01,6.2543247313142381e-01,-1.1126556773142393e-01,1.6327710367838915e+01,1.4427951093185620e-01,-1.5985454572798474e-01,1.0382878838392489e+00,6.2959282264278604e-02,-1.1644548460825355e-01,1.6197251242063282e-01,1.5075780623891921e-01,-1.9941634935572117e-01,2.0301102509888040e+00
71.0,6.6733894122618986e-02,-2.0559439834765880e-01,3.8571327913463560e-01,6.4194471803208053e-01,-1.1030626113625741e-01,2.4987834399022219e+01,1.0980004777850083e-01,-1.6028874355787248e-01,1.1020186655383903e+00,5.2353903174241045e-02,-1.1567360056904352e-01,5.9896315853885662e-02,1.6444829911853454e-01,-1.9833865339098167e-01,2.6846208429361798e+00
70.0,1.1718437400643178e-01,-2.0490262088625977e-01,6.9084761082688106e-01,8.4587249875008452e-01,-1.0933353022996561e-01,3.7019618736854717e+01,1.8993539115957403e-01,-1.6072936473563260e-01,1.3252569085924488e+00,8.5262365838754128e-03,-1.1489202724930614e-01,-3.3429076562568549e-02,2.3426355179039726e-01,-1.9724507941218561e-01,3.3102734800829632e+00
69.0,1.1354994493590342e-01,-2.0420070974235682e-01,1.0595932514160076e+00,1.2001335509453384e+00,-1.0834586628030007e-01,5.0480134349925535e+01,3.3564339213343408e-01,-1.6117627355054431e-01,1.5741543391271207e+00,-5.4271276081593323e-03,-1.1409821900523187e-01,-1.3323258819650952e-01,3.0229568888682334e-01,-1.9613388089742223e-01,3.8946426221358168e+00
68.0,4.6217886529545060e-02,-2.0346526614789884e-01,1.3428575723402041e+00,1.9978324602756312e+00,-1.0734549168258800e-01,6.1093817057930231e+01,5.3223314741488981e-01,-1.6163459675535852e-01,1.7916803041167535e+00,-6.5613703839476401e-02,-1.1328404252702495e-01,-1.8472613489076051e-01,3.5732685151310006e-01,-1.9500257753433847e-01,4.2056360584876851e+00
67.0,-6.5884444302887979e-02,-2.0247581656819902e-01,1.5432206829077133e+00,4.4885810247320377e+00,-1.0625069429653700e-01,7.1756284541705355e+01,6.6098303718035045e-01,-1.6209993255310362e-01,2.0115358779820327e+00,-1.2806560604670136e-01,-1.1226423911597327e-01,-2.1073304828385420e-01,2.9963410309871596e-01,-1.9397133367666808e-01,4.4093030901981933e+00
66.0,-1.5949634418863590e-01,-2.0158746460836274e-01,1.7636650461003018e+00,9.3951876879908429e+00,-1.0523498792147745e-01,8.4521297776069048e+01,7.5525040955886480e-01,-1.6271981168957406e-01,2.2541677323044000e+00,-1.7148633968163729e-01,-1.1146301684639748e-01,-2.3736062053403117e-01,2.3466752703377747e-01,-1.9306350047663334e-01,4.6304315560023888e+00
65.0,-2.2284386953560653e-01,-2.0071762844986707e-01,2.1371923817181941e+00,1.7224129445194531e+01,-1.0422576402478945e-01,1.0348561938088346e+02,8.4059903454627438e-01,-1.6339849845738463e-01,2.3955068119575942e+00,-1.9762733431908630e-01,-1.1072154546700730e-01,-2.1420514220303744e-01,2.0045237431833751e-01,-1.9217714876766512e-01,5.1142919554092527e+00
64.0,-2.5331888534099856e-01,-1.9982863582618060e-01,2.5884522869196260e+00,2.5782228756254334e+01,-1.0318884382801585e-01,1.2770617699996484e+02,9.4378229867261632e-01,-1.6408975247517643e-01,2.5298547835057357e+00,-2.0813709028971705e-01,-1.0996332476498005e-01,-1.8321088620435722e-01,1.8371345664897620e-01,-1.9126463004309513e-01,5.6842099105140624e+00
63.0,-2.8072791899537397e-01,-1.9893649569771021e-01,3.0515752227221018e+00,3.8704691429574936e+01,-1.0210989870962583e-01,1.6381231016477730e+02,1.0523475168642156e+00,-1.6475472134753022e-01,2.8437923200877480e+00,-2.1984374248522875e-01,-1.0916816513358873e-01,-1.1734811709520521e-01,1.6069535896143594e-01,-1.9032707050449982e-01,6.6385441083348598e+00
62.0,-3.0452007765280198e-01,-1.9695797353571665e-01,3.4439883839120071e+00,5.9077633939618750e+01,-9.8431712465595012e-02,2.2416771829185413e+02,1.1769360051643432e+00,-1.6541329900814394e-01,3.3525512933308379e+00,-2.1631193485646683e-01,-1.0850236337301489e-01,5.7856710316046556e-03,1.3239782589317706e-01,-1.8581977838580743e-01,8.2734183572292253e+00
61.0,-3.0363249204213805e-01,-1.9383252380799942e-01,3.8524461086114847e+00,8.5343926377388399e+01,-9.2009215819122026e-02,3.1084072172364284e+02,1.2721187479278049e+00,-1.6607297758342510e-01,3.9939815485762615e+00,-1.4024236939944246e-01,-1.0796981797431071e-01,1.5817918657301933e-01,8.8777734732525593e-02,-1.7753602118874756e-01,1.0336665932499242e+01
60.0,-2.8637126931811652e-01,-1.9119164938963829e-01,4.2846206872720476e+00,1.1790513825115785e+02,-8.5693592880677016e-02,4.3187831035369720e+02,1.3334256913709659e+00,-1.6610076962982823e-01,4.8993559266339046e+00,-4.2389409412018964e-02,-1.0776670713650538e-01,3.7443899103716993e-01,3.2277747778947319e-02,-1.6875799681090153e-01,1.3184053215171726e+01
59.0,-2.6834893606138877e-01,-1.9007649672131699e-01,5.6641072018847032e+00,1.6135312628091035e+02,-8.0019949743192931e-02,5.8569232334221897e+02,1.6025872972854263e+00,-1.6431746242704803e-01,6.7712262607613454e+00,3.4407311702484566e-02,-1.0850530104081768e-01,6.6736985117489644e-01,-4.6234708629840582e-02,-1.5903201240408016e-01,1.7748505065777842e+01
58.0,-2.4794882204726942e-01,-1.8939887611700379e-01,8.0717161506124562e+00,2.1660194014469232e+02,-7.4795140537629812e-02,7.6093529479881238e+02,1.9763035009848111e+00,-1.6258140512523567e-01,9.8555036736007988e+00,6.9709903145185992e-02,-1.0913507366834452e-01,1.1186231774857780e+00,-8.3510021573553694e-02,-1.5001779891453160e-01,2.5148609761071317e+01
57.0,-1.5807598412911728e-01,-1.8798795884240516e-01,1.1499940829242574e+01,2.9763880699296237e+02,-6.8393224921866502e-02,9.8459229016461961e+02,2.5591433262842456e+00,-1.6033316744961090e-01,1.4676326386249393e+01,2.1381053576175812e-02,-1.0918431012005714e-01,1.7736529170881785e+00,-1.4234497494301390e-02,-1.4100757447426759e-01,3.5950775511678366e+01
56.0,-2.2487132578074109e-02,-1.8490667712214270e-01,1.6871695289015637e+01,3.7951385480119973e+02,-6.0183307954672971e-02,1.2620027017406587e+03,3.9507229825807748e+00,-1.5721390763546073e-01,2.2741619375888497e+01,6.4318610073634819e-03,-1.0816419983791925e-01,2.7948841202291557e+00,2.2616087702309318e-01,-1.3207707969222848e-01,5.1400976045447472e+01
55.0,1.6214725645019068e-01,-1.8175833425591448e-01,2.8498295590063925e+01,4.2814516282620497e+02,-5.1753693990052252e-02,1.7673589783052353e+03,5.8409733804113655e+00,-1.5402667407115478e-01,3.7287603911204172e+01,-2.1765667611346351e-02,-1.0712459961215415e-01,5.0043457724930596e+00,4.8529203193967763e-01,-1.2289270148903331e-01,8.1811865346780181e+01
54.0,4.1700965481602847e-01,-1.8732075783882507e-01,4.8178142436448049e+01,4.5255819528550427e+02,-1.6934953331425251e-02,2.4432050294385758e+03,8.8171056399336596e+00,-1.6174647629747663e-01,6.2799662989633170e+01,-2.2020143562819117e-02,-1.2233215860824265e-01,8.3363203432283974e+00,7.9671182483984571e-01,-1.2095162101932611e-01,1.2755199736002928e+02
53.0,7.7733567325099506e-01,-1.0134532113023065e-01,7.8252605467434805e+01,5.3736980128880532e+02,1.0496696658318316e-01,3.1037991787507112e+03,1.2108506711411680e+01,-2.0180795044340483e-01,1.1744636862735726e+02,2.1659676916315540e-02,-1.7979203976388802e-01,1.1742480249437628e+01,1.8313169698067728e+00,-1.3920224818055860e-01,1.7140541955352174e+02
52.0,1.3828571780346830e+00,5.3834272215969103e-01,1.2893930957913119e+02,7.0761486207093481e+02,2.2216614178419003e-01,3.7269900764844797e+03,1.9553334343003215e+01,-2.2414804477077643e-01,2.0475286628273241e+02,1.8954284667974108e-01,-2.1639773684564023e-01,1.6705576836640077e+01,4.1860628714069659e+00,-1.5730217932327784e-01,2.2802653178777209e+02
51.0,2.7722450435093684e+00,1.8455821115211264e+00,2.1940426315523572e+02,8.4971495042700758e+02,4.8037386398881132e-01,3.8585876724620862e+03,3.4998388635447469e+01,-2.2201603237366407e-01,3.1467454894565759e+02,2.8118061869396827e-01,-2.3806338149973849e-01,2.4679858884955586e+01,8.7337629383781010e+00,-1.7106913954146641e-01,3.0930893935951565e+02
50.0,5.9647699721169980e+00,4.5384008271042173e+00,3.6431602279802564e+02,9.6801819677398623e+02,1.3276869721512061e+00,3.8268423079830563e+03,6.0857342974256156e+01,-1.6852781043543263e-01,4.8597823424472563e+02,5.1029477468016826e-01,-2.3970398019080397e-01,3.9081461805810250e+01,1.6197684995796550e+01,-7.0005475085892499e-03,4.6126012298279085e+02
49.0,1.3235298638791404e+01,1.0418430538313469e+01,5.6534405093274165e+02,1.1828123397774145e+03,3.2710766392512909e+00,3.9753639613981413e+03,1.0787267158443025e+02,6.6697407236602668e-02,6.9792358466807957e+02,8.0870260418452578e-01,-2.0579696169579553e-01,6.1651447925297411e+01,3.3025233053253778e+01,6.6428199370720198e-01,6.7606627195833312e+02
48.0,2.8795283044311653e+01,1.9172954548766302e+01,8.7394793318293807e+02,1.4122567860942270e+03,6.1188326996391140e+00,4.1963558573360642e+03,1.8135965153068125e+02,5.6034405380512942e-01,1.0006649274286381e+03,1.4138305288699806e+00,-2.1162154886703100e-01,9.8108655466938202e+01,6.0636181303351734e+01,1.6719169283396482e+00,9.9562375466424044e+02
47.0,5.8060645898513648e+01,3.5488033160153506e+01,1.3010225629461938e+03,1.6183043203351085e+03,1.1196447132533075e+01,4.5420271151961233e+03,2.7232284702671586e+02,1.4082150039643748e+00,1.3995219597493297e+03,2.4361769893290028e+00,-1.5839982682085496e-01,1.5190027890527236e+02,8.6855423120632622e+01,3.4081079541458923e+00,1.4183544426353108e+03
46.0,1.1184469778092264e+02,6.2554945281832879e+01,1.8952052946527315e+03,1.9081469357932676e+03,1.9560429310538773e+01,4.9030103092457939e+03,3.9577810129221189e+02,2.6823807910359552e+00,1.9030100185193501e+03,4.1120020044512566e+00,-8.1475177432466683e-02,2.3017387482653646e+02,1.2447216462434989e+02,6.1200914203388663e+00,1.9801602420359129e+03
45.0,2.0710087980821572e+02,8.8840471922356599e+01,2.7003075384829135e+03,2.2226461128285641e+03,2.9974164798906408e+01,5.2572364883868104e+03,5.6317992489274195e+02,4.7254426775526452e+00,2.5161761545742293e+03,6.8094799579545739e+00,7.1884422181634600e-02,3.4322455007143520e+02,1.7689751056173981e+02,9.6104995660380101e+00,2.7237728547150714e+03
44.0,3.9386947382806397e+02,1.2387724523282506e+02,3.5274489753330008e+03,2.6145872616084680e+03,4.3453009768428494e+01,5.1263006811225405e+03,7.7712594701298133e+02,8.0121403556141519e+00,2.9756825067100349e+03,1.0610705352084517e+01,3.1031626232019693e-01,4.6978712852792324e+02,2.6515891137993412e+02,1.4740517502060165e+01,3.2236081181385462e+03
43.0,7.0679085524040215e+02,1.7631339853531435e+02,4.5839528211091101e+03,3.1191222302143565e+03,5.8309375808273174e+01,4.8513454038830268e+03,1.1257659545215672e+03,1.2450343523234759e+01,3.4863278053938670e+03,1.5435209432162750e+01,5.8455385363496926e-01,6.3570418563504313e+02,4.2494592608474136e+02,2.2105377916171559e+01,3.7025492301615263e+03
42.0,1.1801170912983951e+03,2.5412972202721073e+02,5.9720253117463926e+03,3.3504404409603176e+03,7.6872654106604074e+01,4.4993747733794771e+03,1.6280141897897192e+03,1.9133140251068681e+01,4.0197145907936037e+03,2.1655770920335996e+01,9.1489812516909130e-01,8.7283689312319882e+02,6.9481108224777097e+02,3.3102672520937404e+01,4.2625247369004719e+03
41.0,1.9257623394094446e+03,3.5345387363788706e+02,7.7772645047675496e+03,3.2001736221097881e+03,9.8248270450562629e+01,4.0872412238821198e+03,2.3173051605739297e+03,2.8767760741745793e+01,4.6703462087131475e+03,3.1662801190805411e+01,1.7810568562927260e+00,1.2090266411826649e+03,1.0996030192187384e+03,5.0403879308093643e+01,4.8723752367009274e+03
40.0,2.4120071373915007e+03,4.2617941180397929e+02,1.0119325158818156e+04,2.5562140850760975e+03,1.1758570038269676e+02,3.6604250077249899e+03,2.7594363734687545e+03,3.7765140003039470e+01,5.5802219286665731e+03,3.9493890051304433e+01,3.9241690020823059e+00,1.6565754759708618e+03,1.4734358454041069e+03,6.6638682085072389e+01,5.4213869249315421e+03
39.0,3.3263500644584815e+03,5.3302306547373337e+02,1.2589673916713520e+04,1.9499483340066481e+03,1.3097541535803217e+02,3.3629995299188154e+03,3.2308185097728756e+03,4.7420099047084214e+01,6.4911087319501603e+03,5.3289351453841171e+01,7.8426972498137832e+00,2.1342414837571710e+03,2.0037041590352167e+03,8.3299719376944452e+01,5.9872544609055985e+03
38.0,5.3315664736820436e+03,6.3794028591882386e+02,1.3633849005401462e+04,1.4858962604020112e+03,1.3509495385403426e+02,3.1363842068154745e+03,3.8970170550900839e+03,5.6177452323449515e+01,7.4842512681508142e+03,8.6685277629130013e+01,1.5345154386901825e+01,2.5329539955785626e+03,2.5633358847421637e+03,9.8989054988919435e+01,6.5286721768133057e+03
37.0,6.8138629560075897e+03,6.8590426588917774e+02,1.4364847566121531e+04,1.3055308834603479e+03,1.2629652481962411e+02,2.8246947342077196e+03,4.1042744552673739e+03,7.0140627059573021e+01,7.6816636907669035e+03,1.2773301190896811e+02,2.5108003168507128e+01,2.7542694147440820e+03,2.4627707787020649e+03,1.1528317976721416e+02,6.9021819204170924e+03
36.0,7.1725030141902353e+03,7.2087226756029440e+02,1.4567209095684664e+04,1.1449864379706503e+03,1.1159330949280327e+02,2.5174043627048663e+03,3.8847885932746776e+03,7.6938367605102115e+01,7.1820504703988308e+03,1.5812552185101021e+02,3.1713603263738868e+01,2.5714249830151580e+03,2.3219507716310713e+03,1.2227737014044094e+02,6.3626284430949690e+03
35.0,7.5328936632907353e+03,7.5619974029243099e+02,1.3612684746036246e+04,1.0144283196269686e+03,9.9817621145715179e+01,2.3153095142189309e+03,3.6831439284284279e+03,8.3135642716584627e+01,6.3280218007985122e+03,1.9211932075648568e+02,3.9577093852472885e+01,2.4374143819049700e+03,2.2005809832048899e+03,1.2814006067877909e+02,5.8250472194869481e+03
34.0,7.5873789390125148e+03,7.6615391753468657e+02,1.2509598904026619e+04,8.9464055105730995e+02,9.2825631814401945e+01,2.1304699582336461e+03,3.3996908953371853e+03,8.5743931245956603e+01,5.5322079890819132e+03,2.2805622723194631e+02,4.8580983037371837e+01,2.3094338949392973e+03,2.0500662128165259e+03,1.3080443523464962e+02,5.3222045501429620e+03
33.0,7.4557042285462194e+03,7.8241781854479802e+02,1.1314232069827875e+04,7.7951422096919453e+02,8.6585478559947930e+01,1.9333530356020549e+03,3.1673319391413975e+03,9.0103241889733638e+01,4.7431531467040377e+03,2.7548536631070596e+02,6.1685446279207895e+01,2.1715477857747528e+03,1.9159861872322620e+03,1.3630515228730630e+02,4.8043158689008951e+03
32.0,7.1832507375892983e+03,7.7635532441033683e+02,1.0305494933083713e+04,6.7742191057026332e+02,8.0033521320043590e+01,1.7516749936449528e+03,2.9585000339524636e+03,9.4877089605932667e+01,4.0902412554383732e+03,3.1878223659979642e+02,7.3296350138910753e+01,2.0364867372360407e+03,1.8006606280771668e+03,1.3755825845498160e+02,4.3872841496302444e+03
31.0,6.8539999508742803e+03,7.4488111863169433e+02,9.3895866216122322e+03,6.0226546974368489e+02,7.1330993603287553e+01,1.5755239201435927e+03,2.7792632503542854e+03,9.9510695567365445e+01,3.5199633183910360e+03,3.6463859235916539e+02,8.3804911271950658e+01,1.9085311144630023e+03,1.6520969468474452e+03,1.2940553186024613e+02,4.0131917908702849e+03
30.0,6.4939053671675811e+03,7.0953239544942505e+02,8.4896568021313487e+03,5.4620392894802490e+02,6.3875590070150466e+01,1.4151776386908361e+03,2.5964383500650883e+03,1.0491849199083366e+02,3.0405226791205887e+03,4.1675645753463908e+02,9.6071092223234871e+01,1.7925290390927919e+03,1.4974861624089442e+03,1.2099819971472260e+02,3.6819548592416977e+03
29.0,6.0681488140507763e+03,6.7307773788890427e+02,7.6175631197584325e+03,4.8513413904199490e+02,5.7096921427135953e+01,1.2670883666034249e+03,2.3954342943480638e+03,1.1065261478708766e+02,2.6209578479334450e+03,4.5870829457138530e+02,1.1017223187691842e+02,1.6829624608004253e+03,1.3446053038334023e+03,1.1262055363257284e+02,3.3815928194487465e+03
