# This file has been generated by fmt_tab3.py
#
# date: date of intervention
# cutting: name of cutting
# season: current season
# nb_day: [#] number of growing days
# t_air_avg: [°C] Average air temperature
# rg_cum: [kWh.m-2] Cumulated radiation
# rain: [mm] Cumulated rainfall
# eto_cum: [mm] Cumulated ETo
# diffuse_index: [-] Diffuse index
#
date;cutting;season;nb_day;t_air_avg;rg_cum;rain;eto_cum;diffuse_index
2020-05-22;C1;spring;83;11.90;341;117;165;0.40
2020-07-21;C2;summer;60;18.00;355;51;228;0.41
2020-09-14;C3;summer;54;21.00;295;64;240;0.37
2021-05-30;C1;spring;90;9.00;286;106;103;0.49
2021-07-22;C2;summer;53;18.70;316;105;213;0.50
2021-09-21;C3;summer;61;19.40;232;154;196;0.53
