Label,ROIs_name
1,lh_SFG.r
2,lh_SFG.ri
3,lh_SFG.ci
4,lh_SFG.c
5,lh_SFG.lc
6,lh_SFG.mc
7,lh_MFG.r
8,lh_MFG.ri
9,lh_MFG.i
10,lh_MFG.di
11,lh_MFG.vi
12,lh_MFG.dc
13,lh_MFG.vc
14,lh_IFG.r
15,lh_IFG.ri
16,lh_IFG.ci
17,lh_IFG.dc
18,lh_IFG.vc
19,lh_IFG.c
20,lh_OrG.m
21,lh_OrG.r
22,lh_OrG.i
23,lh_OrG.c
24,lh_OrG.rl
25,lh_OrG.cl
26,lh_PrG.rd
27,lh_PrG.cd
28,lh_PrG.ri
29,lh_PrG.ci
30,lh_PrG.i
31,lh_PrG.vi
32,lh_PrG.v
33,lh_PCL.r
34,lh_PCL.c
35,lh_STG.r
36,lh_STG.ri
37,lh_STG.ci
38,lh_STG.c
39,lh_STG.dc
40,lh_STG.vc
41,lh_MTG.r
42,lh_MTG.i
43,lh_MTG.c
44,lh_MTG.cv
45,lh_ITG.r
46,lh_ITG.dr
47,lh_ITG.vr
48,lh_ITG.i
49,lh_ITG.dc
50,lh_ITG.vc
51,lh_ITG.c
52,lh_FuG.r
53,lh_FuG.ri
54,lh_FuG.ci
55,lh_FuG.m
56,lh_FuG.lc
57,lh_FuG.mc
58,lh_PhG.r
59,lh_PhG.mi
60,lh_PhG.li
61,lh_PhG.mc
62,lh_PhG.lc
63,lh_SPL.dr
64,lh_SPL.vr
65,lh_SPL.i
66,lh_SPL.ci
67,lh_SPL.c
68,lh_IPL.r
69,lh_IPL.ri
70,lh_IPL.v
71,lh_IPL.ci
72,lh_IPL.c
73,lh_PrL.r
74,lh_PrL.c
75,lh_Pcun.d
76,lh_Pcun.di
77,lh_Pcun.vi
78,lh_Pcun.v
79,lh_PoG.d
80,lh_PoG.i
81,lh_PoG.v
82,lh_INS.dr
83,lh_INS.ir
84,lh_INS.vr
85,lh_INS.rd
86,lh_INS.cd
87,lh_INS.i
88,lh_INS.v
89,lh_CG.r
90,lh_CG.i
91,lh_CG.dc
92,lh_CG.vc
93,lh_MVOcC.rd
94,lh_MVOcC.cd
95,lh_MVOcC.rv
96,lh_MVOcC.cv
97,lh_LOcC.d
98,lh_LOcC.i
99,lh_LOcC.rv
100,lh_LOcC.cv
101,rh_SFG.r
102,rh_SFG.ri
103,rh_SFG.ci
104,rh_SFG.c
105,rh_SFG.lc
106,rh_SFG.mc
107,rh_MFG.r
108,rh_MFG.ri
109,rh_MFG.i
110,rh_MFG.di
111,rh_MFG.vi
112,rh_MFG.dc
113,rh_MFG.vc
114,rh_IFG.r
115,rh_IFG.ri
116,rh_IFG.ci
117,rh_IFG.dc
118,rh_IFG.vc
119,rh_IFG.c
120,rh_OrG.m
121,rh_OrG.r
122,rh_OrG.i
123,rh_OrG.c
124,rh_OrG.rl
125,rh_OrG.cl
126,rh_PrG.rd
127,rh_PrG.cd
128,rh_PrG.ri
129,rh_PrG.ci
130,rh_PrG.i
131,rh_PrG.vi
132,rh_PrG.v
133,rh_PCL.r
134,rh_PCL.c
135,rh_STG.r
136,rh_STG.ri
137,rh_STG.ci
138,rh_STG.c
139,rh_STG.dc
140,rh_STG.vc
141,rh_MTG.r
142,rh_MTG.i
143,rh_MTG.c
144,rh_MTG.cv
145,rh_ITG.r
146,rh_ITG.dr
147,rh_ITG.vr
148,rh_ITG.i
149,rh_ITG.dc
150,rh_ITG.vc
151,rh_ITG.c
152,rh_FuG.r
153,rh_FuG.ri
154,rh_FuG.ci
155,rh_FuG.m
156,rh_FuG.lc
157,rh_FuG.mc
158,rh_PhG.r
159,rh_PhG.mi
160,rh_PhG.li
161,rh_PhG.mc
162,rh_PhG.lc
163,rh_SPL.dr
164,rh_SPL.vr
165,rh_SPL.i
166,rh_SPL.ci
167,rh_SPL.c
168,rh_IPL.r
169,rh_IPL.ri
170,rh_IPL.v
171,rh_IPL.ci
172,rh_IPL.c
173,rh_PrL.r
174,rh_PrL.c
175,rh_Pcun.d
176,rh_Pcun.di
177,rh_Pcun.vi
178,rh_Pcun.v
179,rh_PoG.d
180,rh_PoG.i
181,rh_PoG.v
182,rh_INS.dr
183,rh_INS.ir
184,rh_INS.vr
185,rh_INS.rd
186,rh_INS.cd
187,rh_INS.i
188,rh_INS.v
189,rh_CG.r
190,rh_CG.i
191,rh_CG.dc
192,rh_CG.vc
193,rh_MVOcC.rd
194,rh_MVOcC.cd
195,rh_MVOcC.rv
196,rh_MVOcC.cv
197,rh_LOcC.d
198,rh_LOcC.i
199,rh_LOcC.rv
200,rh_LOcC.cv
