level,energy,element,reference_peak_activity,reference_peak_activity_error,reference_date,half_life,time_measurement_start,measurement_time_active,with_aluminum_foil,net_peak_areas,net_peak_areas_error
0,59.5409,Am-241,1270.0,19.05,2016-06-01 14:00:00,13651817760.0,2018-01-11 14:19:00,332817.51,False,123100000.0,11158.7
0,88.0336,Cd-109,529.0,13.225,2016-06-01 14:00:00,39908160.0,2018-01-11 14:19:00,332817.51,False,20370000.0,4563.03
0,122.06065,Co-57,414.0,6.21,2016-06-01 14:00:00,23478336.0,2018-01-11 14:19:00,332817.51,False,7435000.0,3309.21
0,165.8575,Ce-139,416.0,6.24,2016-06-01 14:00:00,11891232.0,2018-01-11 14:19:00,332817.51,False,1132000.0,2218.01
0,391.698,Sn-113,1090.0,16.35,2016-06-01 14:00:00,9943776.0,2018-01-11 14:19:00,332817.51,False,839000.0,2480.91
0,514.0048,Sr-85,1430.0,21.45,2016-06-01 14:00:00,5602954.0,2018-01-11 14:19:00,332817.51,False,48810.0,898.47
0,661.657,Cs-137,2430.0,36.45,2016-06-01 14:00:00,949252608.0,2018-01-11 14:19:00,332817.51,False,37180000.0,6344.71
0,898.042,Y-88,3320.0,49.8,2016-06-01 14:00:00,9212486.0,2018-01-11 14:19:00,332817.51,False,652200.0,1169.22
0,1173.228,Co-60,3180.0,47.7,2016-06-01 14:00:00,166344192.0,2018-01-11 14:19:00,332817.51,False,20200000.0,4707.63
0,1332.492,Co-60,3190.0,47.85,2016-06-01 14:00:00,166344192.0,2018-01-11 14:19:00,332817.51,False,17840000.0,4034.68
0,1836.063,Y-88,3510.0,52.65,2016-06-01 14:00:00,9212486.0,2018-01-11 14:19:00,332817.51,False,338200.0,827.01
1,59.5409,Am-241,1270.0,19.05,2016-06-01 14:00:00,13651817760.0,2017-11-08 16:34:00,74599.08,False,11880000.0,3617.26
1,88.0336,Cd-109,529.0,13.225,2016-06-01 14:00:00,39908160.0,2017-11-08 16:34:00,74599.08,False,2156000.0,1634.43
1,122.06065,Co-57,414.0,6.21,2016-06-01 14:00:00,23478336.0,2017-11-08 16:34:00,74599.08,False,844000.0,1117.96
1,165.8575,Ce-139,416.0,6.24,2016-06-01 14:00:00,11891232.0,2017-11-08 16:34:00,74599.08,False,168900.0,778.26
1,391.698,Sn-113,1090.0,16.35,2016-06-01 14:00:00,9943776.0,2017-11-08 16:34:00,74599.08,False,118600.0,817.34
1,514.0048,Sr-85,1430.0,21.45,2016-06-01 14:00:00,5602954.0,2017-11-08 16:34:00,74599.08,False,10520.0,295.06
