person_id,string,abr,len
15346,仁宗孛兒只斤愛育黎拔力八達,True,13
15334,太宗文烈皇帝完顏吳乞買,True,11
15333,太祖武元皇帝完顏阿骨打,True,11
15348,泰定孛兒只斤也孫鐵木兒,,11
15370,太祖愛新覺羅努爾哈赤,True,10
7342,太祖武宣皇王沮渠蒙遜,True,10
15369,思宗紹天繹道剛明皇帝,True,10
15350,文宗孛兒只斤圖帖睦爾,True,10
15347,英宗孛兒只斤碩德八剌,True,10
4051,世祖太武皇帝拓拔燾,True,9
15343,世祖孛兒只斤忽必烈,True,9
3703,世祖成武皇帝慕容垂,True,9
3673,中宗昭武皇帝慕容盛,True,9
15327,仁宗聖宗皇帝李仁孝,True,9
15371,太宗愛新覺羅皇太極,True,9
312,太宗明元皇帝拓拔嗣,True,9
3635,太祖文明皇帝慕容皝,True,9
311,太祖道武皇帝拓拔珪,True,9
15326,崇宗聖文皇帝李乾順,True,9
15325,惠宗康靖皇帝李秉常,True,9
15344,成宗孛兒只斤鐵穆耳,True,9
16650,承天皇后耶律普速完,True,9
15323,景宗武烈皇帝李元昊,True,9
15328,桓宗昭簡皇帝李純祐,True,9
15324,毅宗昭英皇帝李諒祚,True,9
279,河西康王禿髮利鹿孤,,9
3672,烈宗惠愍皇帝慕容寶,True,9
3998,烈宗景昭皇帝慕容俊,True,9
15335,熙宗德宗皇帝完顏亶,True,9
15330,神宗英文皇帝李遵頊,True,9
15339,衛紹王完顏完顏永濟,,9
316,顯祖獻文皇帝拓拔弘,True,9
315,高宗文成皇帝拓拔濬,True,9
15287,高祖武信皇王高季興,True,9
15337,世宗仁皇帝完顏雍,True,8
3839,世宗孝武皇帝劉徹,True,8
3821,世宗宣武皇帝元恪,True,8
15374,世宗愛新覺羅胤禛,True,8
3914,世宗明皇帝宇文毓,True,8
15254,世宗睿武孝文皇帝,True,8
3643,世祖光武皇帝劉秀,True,8
4358,世祖孝元皇帝蕭繹,True,8
3860,世祖孝武皇帝劉駿,True,8
4326,世祖宣昭皇帝苻堅,True,8
15372,世祖愛新覺羅福臨,True,8
3641,世祖武皇帝司馬炎,True,8
15292,世祖神武皇帝劉旻,True,8
3634,中宗孝宣皇帝劉詢,True,8
15376,仁宗愛新覺羅顒琰,True,8
3725,元宗孝平皇帝劉衎,True,8
3631,太宗孝文皇帝劉恆,True,8
15267,太祖忠潔王王審知,True,8
291,太祖文成皇帝馮跋,True,8
3853,太祖文皇帝劉義隆,True,8
4362,太祖武昭皇帝姚萇,True,8
7605,太祖高皇帝蕭道成,True,8
3654,威宗孝桓皇帝劉志,True,8
15340,宣宗哀皇帝完顏珣,True,8
15377,宣宗愛新覺羅旻寧,True,8
297,宣烈皇王乞伏國仁,True,8
15380,德宗愛新覺羅載湉,True,8
3646,恭宗孝安皇帝劉祜,True,8
3647,敬宗孝順皇帝劉保,True,8
15378,文宗愛新覺羅奕詝,True,8
299,文昭皇王乞伏熾磐,True,8
16651,末皇主耶律直魯古,True,8
15280,楚王馬希廣馬希廣,,8
298,武元皇王乞伏乾歸,True,8
278,武威武王禿髮烏孤,,8
15345,武宗孛兒只斤海山,True,8
4407,武烈皇帝赫連勃勃,True,8
15272,殷帝王延政王延政,,8
15293,睿宗孝和皇帝劉鈞,True,8
3645,穆宗孝和皇帝劉肇,True,8
15379,穆宗愛新覺羅載淳,True,8
3723,統宗孝成皇帝劉驁,True,8
15373,聖祖愛新覺羅玄燁,True,8
3825,肅宗孝明皇帝元詡,True,8
3644,肅宗孝章皇帝劉炟,True,8
3874,肅祖明皇帝司馬紹,True,8
15338,章宗憲皇帝完顏璟,True,8
