#Celine - 18/08/02
#
#- when C1 and C2 duplicate, prefere C1
#- added two Q J1009+0731 and Q0454+039
#
# -- Q0824+1302 is redundant with data from Poudel+ (2016).
# -- J0307-4945 is redundant with data from Berg+ (2016)
#
#ID z NHI NHI_err [Fe/H]tot FeH_err [Zn/Fe]exp delta_Zn delta_Si delta_Fe [X/Fe] XFe_err
#
# J1237+0647 	2.690 	20.00   0.15 	0.77   0.17 	1.30 	-0.35 	-0.84 	-1.64 	1.30   0.02
# Q0824+1302 	4.809 	20.10   0.15 	-2.12   0.28 	-0.24 	0.00 	0.00 	0.00 	0.14   0.22
# J0307−4945 	4.466 	20.67   0.09 	-1.36   0.22 	0.35 	-0.09 	-0.25 	-0.44 	0.43   0.18
#
J0035−0918 	2.340 	20.55   0.10 	-2.50   0.14 	0.00 	-0.00 	-0.03 	-0.01 	0.26   0.07
J0035−0918 	2.340 	20.55   0.10 	-2.31   0.15 	0.27 	-0.07 	-0.20 	-0.34 	0.39   0.08
J0058+0115 	2.010 	21.10   0.15 	-0.60   0.18 	0.61 	-0.17 	-0.41 	-0.78 	0.61   0.07
J0142+0023 	3.348 	20.38   0.05 	-1.57   0.14 	0.31 	-0.08 	-0.22 	-0.39 	0.41   0.10
J0211+1241 	2.595 	20.60   0.15 	-0.64   0.19 	0.35 	-0.09 	-0.25 	-0.44 	0.43   0.09
J0233+0103 	1.785 	20.60   0.15 	-1.33   0.18 	-0.30 	0.00 	0.00 	0.00 	0.11   0.07
J0234−0751 	2.318 	20.90   0.10 	-1.91   0.15 	-0.32 	0.00 	0.00 	0.00 	0.10   0.09
J0255+00 	3.915 	21.30   0.05 	-1.78   0.12 	0.07 	-0.02 	-0.08 	-0.10 	0.31   0.09
J0255+00 	3.253 	20.70   0.10 	-0.77   0.13 	0.53 	-0.14 	-0.36 	-0.68 	0.52   0.04
J0256+0110 	0.725 	20.70   0.20 	0.13    0.37 	0.90 	-0.24 	-0.60 	-1.15 	0.90   0.30
J0817+1351 	4.258 	21.30   0.15 	-1.19   0.23 	-0.08 	0.00 	0.00 	0.00 	0.19   0.22
J0824+1302 	4.472 	20.65   0.20 	-2.17   0.24 	-0.12 	0.00 	0.00 	0.00 	0.20   0.11
J0825+5127 	3.318 	20.85   0.10 	-1.49   0.16 	0.35 	-0.09 	-0.25 	-0.44 	0.43   0.10
J0831+4046 	4.344 	20.75   0.15 	-2.10   0.18 	-0.38 	0.00 	0.00 	0.00 	0.07   0.08
J0834+2140 	4.390 	21.00   0.20 	-1.30   0.22 	0.23 	-0.06 	-0.17 	-0.30 	0.43   0.04
J0834+2140 	4.461 	20.30   0.15 	-1.81   0.18 	-0.12 	0.00 	0.00 	0.00 	0.20   0.08
J0900+42 	3.246 	20.30   0.10 	-0.82   0.12 	0.26 	-0.07 	-0.19 	-0.33 	0.45   0.01
J0909+3303 	3.658 	20.55   0.10 	-1.11   0.15 	0.33 	-0.09 	-0.23 	-0.42 	0.42   0.09
J0953−0504 	4.203 	20.55   0.10 	-2.51   0.23 	-0.04 	0.00 	-0.01 	0.00 	0.24   0.19
J0958+0145 	1.928 	20.40   0.10 	-0.85   0.14 	0.63 	-0.17 	-0.42 	-0.80 	0.57   0.08
J1004+0018 	2.685 	21.39   0.10 	-1.87   0.13 	0.10 	-0.03 	-0.09 	-0.13 	0.33   0.04
J1004+0018 	2.540 	21.30   0.10 	-1.44   0.12 	0.06 	-0.02 	-0.07 	-0.08 	0.30   0.02
J1017+6116 	2.768 	20.60   0.10 	-2.01   0.14 	-0.24 	0.00 	0.00 	0.00 	0.14   0.06
J1024+0600 	1.895 	20.60   0.15 	-0.34   0.19 	0.49 	-0.13 	-0.34 	-0.62 	0.50   0.09
J1037+0139 	2.705 	20.50   0.08 	-1.82   0.11 	0.29 	-0.08 	-0.21 	-0.37 	0.40   0.04
J1042+0628 	1.943 	20.70   0.15 	-0.91   0.24 	0.21 	-0.06 	-0.16 	-0.26 	0.36   0.17
J1042+3107 	4.087 	20.75   0.10 	-1.76   0.13 	-0.43 	0.00 	0.00 	0.00 	0.05   0.03
J1049−0110 	1.658 	20.35   0.15 	0.41   0.18 	0.81 	-0.22 	-0.54 	-1.03 	0.81   0.07
J1051+3107 	4.139 	20.70   0.20 	-1.98   0.30 	0.05 	-0.01 	-0.06 	-0.07 	0.29   0.29
J1051+3545 	4.350 	20.45   0.10 	-1.72   0.13 	0.25 	-0.07 	-0.18 	-0.32 	0.38   0.05
J1056+1208 	1.610 	21.45   0.15 	-0.09   0.18 	0.79 	-0.21 	-0.53 	-1.01 	0.79   0.07
J1101+0531 	4.345 	21.30   0.10 	-0.93   0.20 	0.51 	-0.14 	-0.35 	-0.65 	0.51   0.15
J1107+0048 	0.740 	21.00   0.04 	-0.45   0.17 	0.38 	-0.10 	-0.26 	-0.48 	0.38   0.15
J1111+3509 	4.052 	20.80   0.15 	-1.87   0.18 	-0.14 	0.00 	0.00 	0.00 	0.19   0.07
J1131+6044 	2.875 	20.50   0.15 	-1.06   0.21 	0.88 	-0.24 	-0.58 	-1.11 	0.69   0.13
J1135−0010 	2.207 	22.05   0.10 	-0.86   0.13 	0.70 	-0.19 	-0.47 	-0.90 	0.70   0.04
J1142+0701 	1.841 	21.50   0.15 	-0.65   0.18 	0.66 	-0.18 	-0.45 	-0.85 	0.66   0.07
J1155+0530 	3.326 	21.05   0.10 	-0.68   0.15 	0.36 	-0.10 	-0.26 	-0.47 	0.36   0.09
J1200+4015 	3.220 	20.85   0.10 	-0.56   0.16 	0.28 	-0.08 	-0.21 	-0.36 	0.47   0.15
J1201+2117 	4.158 	20.60   0.15 	-2.01   0.17 	-0.67 	0.00 	0.00 	0.00 	-0.07   0.0
J1201+2117 	3.797 	21.35   0.15 	-0.68   0.17 	0.51 	-0.14 	-0.35 	-0.65 	0.51   0.04
J1208+0010 	5.082 	20.30   0.15 	-1.79   0.19 	0.37 	-0.10 	-0.26 	-0.47 	0.44   0.09
J1211+0833 	2.117 	21.00   0.20 	0.42   0.22 	1.65 	-0.45 	-1.06 	-2.10 	1.65   0.07
J1219+1603 	3.003 	20.35   0.10 	-1.78   0.22 	-0.45 	0.00 	0.00 	0.00 	0.04   0.18
J1221+4445 	4.811 	20.65   0.20 	-1.58   0.22 	-1.42 	0.00 	0.00 	0.00 	-0.44  0.06
J1238+3437 	2.471 	20.80   0.10 	-2.05   0.17 	-0.08 	0.00 	0.00 	0.00 	0.19   0.11
J1240+1455 	3.108 	21.30   0.20 	-0.71   0.23 	1.14 	-0.31 	-0.75 	-1.45 	1.14   0.08
J1241+4617 	2.667 	20.70   0.10 	-1.88   0.13 	-0.59 	0.00 	0.00 	0.00 	-0.03   0.0
J1257−0111 	4.021 	20.30   0.10 	-1.25   0.14 	0.61 	-0.17 	-0.41 	-0.78 	0.56   0.07
J1304+1202 	2.929 	20.30   0.15 	-1.55   0.17 	0.19 	-0.05 	-0.15 	-0.25 	0.40   0.05
J1304+1202 	2.913 	20.55   0.15 	-1.49   0.18 	0.54 	-0.15 	-0.37 	-0.69 	0.67   0.06
J1305+0924 	2.018 	20.40   0.15 	-0.23   0.22 	0.49 	-0.13 	-0.34 	-0.62 	0.50   0.15
J1310+5424 	1.801 	21.45   0.15 	-0.29   0.18 	0.77 	-0.21 	-0.51 	-0.98 	0.77   0.07
J1340+1106 	2.796 	21.00   0.06 	-1.75   0.09 	0.12 	-0.03 	-0.11 	-0.16 	0.32   0.02
J1356−1101 	2.967 	20.80   0.10 	-1.44   0.15 	0.04 	-0.01 	-0.06 	-0.06 	0.28   0.09
J1358+0349 	2.853 	20.50   0.10 	-2.52   0.22 	-0.02 	0.00 	-0.02 	0.00 	0.25   0.18
J1417+4132 	1.951 	21.45   0.25 	-0.29   0.27 	0.81 	-0.22 	-0.54 	-1.03 	0.81   0.07
J1419+0829 	3.050 	20.40   0.03 	-2.02   0.08 	-0.02 	0.00 	-0.02 	0.00 	0.25   0.03
J1431+3952 	0.602 	21.20   0.10 	-0.59   0.25 	0.72 	-0.20 	-0.48 	-0.92 	0.72   0.22
J1438+4314 	4.399 	20.89   0.15 	-0.97   0.22 	0.67 	-0.18 	-0.45 	-0.86 	0.77   0.21
J1454+0941 	1.788 	20.50   0.15 	-0.24   0.21 	0.54 	-0.15 	-0.37 	-0.69 	0.54   0.13
J1456+0407 	2.674 	20.35   0.10 	-2.02   0.17 	0.39 	-0.10 	-0.27 	-0.50 	0.45   0.12
J1507+4406 	3.064 	20.75   0.10 	-1.99   0.16 	0.03 	-0.01 	-0.05 	-0.05 	0.28   0.10
J1509+1113 	2.028 	21.30   0.15 	-0.68   0.19 	0.53 	-0.14 	-0.36 	-0.68 	0.52   0.09
J1541+3153 	2.444 	20.95   0.10 	-1.06   0.20 	0.62 	-0.17 	-0.42 	-0.79 	0.57   0.19
J1555+4800 	2.391 	21.50   0.15 	-0.25   0.18 	0.84 	-0.23 	-0.55 	-1.06 	0.67   0.07
J1558−0031 	2.703 	20.67   0.05 	-1.79   0.09 	-0.34 	0.00 	0.00 	0.00 	0.09   0.04
J1604+3951 	3.163 	21.75   0.20 	-1.12   0.22 	0.49 	-0.13 	-0.34 	-0.63 	0.49   0.07
J1607+1604 	4.474 	20.30   0.15 	-1.54   0.23 	-0.19 	0.00 	0.00 	0.00 	0.17   0.22
J1623+0718 	1.336 	21.35   0.10 	-0.93   0.16 	0.47 	-0.13 	-0.33 	-0.61 	0.47   0.10
J1637+2901 	3.496 	20.70   0.10 	-2.02   0.21 	-1.48 	0.00 	0.00 	0.00 	-0.47   0.1
J1712+5755 	2.253 	20.60   0.10 	-1.17   0.14 	0.27 	-0.07 	-0.20 	-0.34 	0.39   0.06
J2036−0553 	2.280 	21.20   0.15 	-1.63   0.20 	0.12 	-0.03 	-0.11 	-0.16 	0.32   0.12
J2321+1421 	2.573 	20.70   0.05 	-1.76   0.10 	-0.06 	0.00 	0.00 	0.00 	0.23   0.05
J2328+0022 	0.652 	20.32   0.07 	-0.39   0.18 	0.43 	-0.12 	-0.30 	-0.55 	0.43   0.15
J2340−00 	2.054 	20.35   0.15 	-0.20   0.19 	0.49 	-0.13 	-0.34 	-0.63 	0.49   0.09
PC0953+4749 	4.243 	20.90   0.15 	-2.06   0.18 	0.06 	-0.02 	-0.07 	-0.09 	0.29   0.08
PKS1354−17 	2.780 	20.30   0.15 	-1.45   0.19 	0.63 	-0.17 	-0.42 	-0.80 	0.57   0.10
PSS1253−0228 	2.783 	21.85   0.20 	-1.64   0.23 	0.25 	-0.07 	-0.19 	-0.33 	0.25   0.08
PSS1443+2724 	4.224 	20.95   0.10 	-0.57   0.13 	0.36 	-0.10 	-0.25 	-0.46 	0.53   0.03
PSS1506+5220 	3.224 	20.67   0.07 	-2.10   0.11 	-0.26 	0.00 	0.00 	0.00 	0.13   0.04
PSS1802+5616 	3.811 	20.35   0.20 	-1.88   0.25 	-0.20 	0.00 	0.00 	0.00 	0.16   0.14
PSS2323+2758 	3.684 	20.95   0.10 	-2.02   0.18 	0.61 	-0.17 	-0.41 	-0.78 	0.56   0.13
PSSJ0808+52 	3.114 	20.65   0.07 	-1.46   0.16 	0.27 	-0.07 	-0.20 	-0.34 	0.39   0.13
PSSJ0957+33 	4.178 	20.70   0.10 	-1.53   0.13 	0.27 	-0.07 	-0.20 	-0.34 	0.39   0.05
PSSJ0957+33 	3.279 	20.45   0.08 	-0.98   0.12 	0.43 	-0.12 	-0.30 	-0.55 	0.47   0.05
PSSJ1248+31 	3.696 	20.63   0.07 	-1.52   0.11 	0.41 	-0.11 	-0.28 	-0.52 	0.46   0.05
PSSJ2155+1358 	3.316 	20.50   0.15 	-0.97   0.38 	0.38 	-0.10 	-0.27 	-0.49 	0.38   0.35
PSSJ2344+0342 	3.220 	21.25   0.08 	-1.65   0.35 	0.01 	-0.00 	-0.04 	-0.02 	0.01   0.34
Q0000−262 	3.390 	21.41   0.08 	-2.03   0.12 	-0.02 	0.00 	-0.02 	0.00 	-0.02  0.06
Q0010−002 	2.025 	20.95   0.10 	-1.24   0.14 	-0.15 	0.00 	0.00 	0.00 	-0.15  0.06
Q0013−004 	1.973 	20.83   0.05 	-0.50   0.10 	0.77 	-0.21 	-0.51 	-0.98 	0.77   0.06
Q0027−1836 	2.402 	21.75   0.10 	-1.41   0.13 	0.66 	-0.18 	-0.45 	-0.85 	0.66   0.03
Q0039−3354 	2.224 	20.60   0.10 	-1.21   0.13 	0.29 	-0.08 	-0.21 	-0.37 	0.40   0.06
Q0049−2820 	2.071 	20.45   0.10 	-1.31   0.13 	-0.20 	0.00 	0.00 	0.00 	0.16   0.05
Q0058−292 	2.671 	21.10   0.10 	-1.40   0.13 	0.33 	-0.09 	-0.24 	-0.43 	0.33   0.03
Q0100+13 	2.309 	21.37   0.08 	-1.47   0.11 	0.22 	-0.06 	-0.17 	-0.29 	0.22   0.01
Q0102−190 	2.370 	21.00   0.08 	-1.88   0.11 	-0.07 	0.00 	0.00 	0.00 	0.20   0.03
Q0112+030 	2.423 	20.90   0.10 	-1.22   0.14 	0.16 	-0.04 	-0.13 	-0.21 	0.34   0.06
Q0112−306 	2.418 	20.50   0.08 	-2.19   0.11 	-0.16 	0.00 	0.00 	0.00 	0.18   0.04
Q0112−306 	2.702 	20.30   0.10 	-0.41   0.14 	0.55 	-0.15 	-0.37 	-0.70 	0.53   0.08
Q0135−273 	2.800 	21.00   0.10 	-1.52   0.20 	0.00 	-0.00 	-0.03 	-0.01 	0.26   0.16
Q0149+33 	2.141 	20.50   0.10 	-1.59   0.16 	0.14 	-0.04 	-0.12 	-0.19 	0.14   0.10
Q0151+0448 	1.934 	20.36   0.10 	-1.84   0.13 	0.02 	-0.01 	-0.04 	-0.03 	0.27   0.05
Q0201+1120 	3.386 	21.26   0.10 	-1.27   0.19 	-0.07 	0.00 	0.00 	0.00 	0.20   0.14
Q0201+36 	2.463 	20.38   0.04 	-0.07   0.11 	0.59 	-0.16 	-0.40 	-0.76 	0.59   0.07
Q0201+365 	2.463 	20.38   0.05 	-0.44   0.10 	0.30 	-0.08 	-0.22 	-0.39 	0.30   0.05
Q0216+0803 	2.293 	20.40   0.08 	-0.48   0.13 	0.40 	-0.11 	-0.28 	-0.52 	0.40   0.07
Q0242−2917 	2.560 	20.90   0.10 	-1.86   0.13 	-0.21 	0.00 	0.00 	0.00 	0.09   0.04
Q0254−4025 	2.046 	20.45   0.08 	-1.59   0.11 	0.02 	-0.01 	-0.04 	-0.03 	0.27   0.04
Q0300−3152 	2.179 	20.80   0.10 	-1.79   0.13 	0.10 	-0.03 	-0.09 	-0.13 	0.33   0.04
Q0302−223 	1.009 	20.36   0.11 	-0.36   0.15 	0.62 	-0.17 	-0.42 	-0.79 	0.62   0.07
Q0335−1213 	3.180 	20.78   0.10 	-2.19   0.20 	-0.47 	0.00 	0.00 	0.00 	0.03   0.16
Q0336−01 	3.062 	21.20   0.10 	-1.36   0.13 	0.23 	-0.06 	-0.17 	-0.30 	0.43   0.03
Q0347−38 	3.025 	20.63   0.01 	-1.41   0.08 	0.20 	-0.06 	-0.16 	-0.26 	0.20   0.04
Q0405−443 	2.622 	20.47   0.10 	-1.84   0.14 	0.18 	-0.05 	-0.14 	-0.24 	0.35   0.06
Q0405−443 	2.595 	21.09   0.10 	-0.93   0.13 	0.37 	-0.10 	-0.26 	-0.48 	0.37   0.03
Q0405−443 	2.550 	21.13   0.10 	-1.22   0.14 	0.33 	-0.09 	-0.24 	-0.43 	0.33   0.08
Q0421−2624 	2.157 	20.65   0.10 	-1.71   0.12 	0.16 	-0.04 	-0.13 	-0.21 	0.34   0.01
Q0425−5214 	2.224 	20.30   0.10 	-1.37   0.13 	0.26 	-0.07 	-0.19 	-0.33 	0.45   0.04
Q0432−4401 	2.302 	20.95   0.10 	-1.18   0.17 	0.23 	-0.06 	-0.17 	-0.29 	0.37   0.12
Q0449−1645 	1.007 	20.98   0.07 	-0.88   0.12 	0.37 	-0.10 	-0.26 	-0.48 	0.37   0.07
Q0450−13 	2.067 	20.53   0.08 	-1.35   0.12 	0.18 	-0.05 	-0.14 	-0.24 	0.35   0.04
Q0458−0203 	2.040 	21.65   0.09 	-0.98   0.13 	0.59 	-0.16 	-0.40 	-0.76 	0.59   0.07
Q0528−2505 	2.141 	20.95   0.05 	-1.26   0.13 	0.24 	-0.07 	-0.18 	-0.32 	0.24   0.09
Q0528−2505 	2.812 	21.20   0.04 	-0.37   0.09 	0.64 	-0.17 	-0.43 	-0.82 	0.64   0.04
Q0551−366 	1.962 	20.50   0.08 	0.13   0.13 	0.81 	-0.22 	-0.54 	-1.03 	0.81   0.07
Q0642−5038 	2.659 	20.95   0.08 	-1.83   0.12 	0.31 	-0.09 	-0.23 	-0.40 	0.31   0.05
Q0824+1302 	4.829 	20.80   0.15 	-1.91   0.23 	0.21 	-0.06 	-0.16 	-0.26 	0.36   0.15
Q0836+11 	2.465 	20.58   0.10 	-1.24   0.13 	0.02 	-0.01 	-0.04 	-0.03 	0.27   0.05
Q0841+12 	2.476 	20.78   0.08 	-1.71   0.15 	0.03 	-0.01 	-0.05 	-0.05 	0.03   0.10
Q0841+12 	2.375 	20.99   0.08 	-1.47   0.11 	0.18 	-0.05 	-0.15 	-0.24 	0.18   0.02
Q0913+072 	2.618 	20.34   0.04 	-2.38   0.08 	0.02 	-0.01 	-0.04 	-0.03 	0.27   0.01
Q0918+1636 	2.412 	21.26   0.06 	-0.49   0.31 	0.56 	-0.15 	-0.38 	-0.72   0.56   0.29
Q0918+1636 	2.583 	20.96   0.05 	0.05   0.09 	0.81 	-0.22 	-0.54 	-1.03 	0.81   0.01
Q0930+28 	3.235 	20.35   0.10 	-2.02   0.13 	0.00 	-0.00 	-0.03 	-0.01 	0.26   0.04
Q0933+733 	1.479 	21.62   0.10 	-1.44   0.12 	0.37 	-0.10 	-0.26 	-0.47 	0.37   0.02
Q0933−3319 	2.682 	20.50   0.10 	-1.30   0.18 	0.08 	-0.02 	-0.08 	-0.11 	0.30   0.13
Q0935+417 	1.373 	20.52   0.10 	-0.80   0.16 	0.28 	-0.08 	-0.21 	-0.37 	0.28   0.10
Q0948+433 	1.233 	21.62   0.05 	-0.97   0.09 	0.43 	-0.12 	-0.30 	-0.55 	0.43   0.02
Q1010+0003 	1.265 	21.52   0.07 	-1.04   0.13 	0.54 	-0.15 	-0.37 	-0.69 	0.54   0.08
Q1021+30 	2.949 	20.70   0.10 	-1.87   0.12 	-0.04 	0.00 	-0.01 	0.00 	0.24   0.02
Q1036−2257 	2.778 	20.93   0.05 	-1.36   0.09 	0.13 	-0.03 	-0.11 	-0.16 	0.35   0.01
Q1055+46 	3.317 	20.34   0.10 	-1.64   0.17 	0.02 	-0.01 	-0.04 	-0.03 	0.27   0.13
Q1111−152 	3.266 	21.30   0.05 	-1.51   0.13 	0.35 	-0.10 	-0.25 	-0.45 	0.35   0.10
Q1137+3907 	0.720 	21.10   0.10 	-0.06   0.14 	0.82 	-0.22 	-0.55 	-1.05 	0.82   0.07
Q1157+014 	1.944 	21.70   0.10 	-1.09   0.14 	0.46 	-0.13 	-0.32 	-0.59 	0.46   0.08
Q1209+093 	2.584 	21.40   0.10 	-0.81   0.13 	0.54 	-0.15 	-0.37 	-0.69 	0.54   0.03
Q1210+17 	1.892 	20.63   0.08 	-0.78   0.12 	0.23 	-0.06 	-0.18 	-0.30 	0.23   0.06
Q1215+33 	1.999 	20.95   0.07 	-1.13   0.12 	0.42 	-0.11 	-0.30 	-0.54 	0.42   0.07
Q1223+1753 	2.466 	21.50   0.10 	-1.52   0.13 	0.23 	-0.06 	-0.18 	-0.30 	0.23   0.04
Q1232+082 	2.338 	20.90   0.10 	-0.57   0.18 	0.87 	-0.24 	-0.58 	-1.11 	0.87   0.14
Q1328+307 	0.692 	21.25   0.10 	-1.00   0.19 	0.58 	-0.16 	-0.40 	-0.74 	0.58   0.14
Q1331+17 	1.776 	21.14   0.08 	-1.02   0.11 	0.75 	-0.20 	-0.50 	-0.96 	0.75   0.04
Q1337+113 	2.796 	21.00   0.08 	-1.73   0.11 	0.14 	-0.04 	-0.12 	-0.19 	0.33   0.04
Q1354+258 	1.420 	21.54   0.06 	-1.47   0.20 	0.41 	-0.11 	-0.28 	-0.52 	0.41   0.18
Q1354−1046 	2.501 	20.44   0.05 	-1.44   0.15 	-0.17 	0.00 	0.00 	0.00 	0.12   0.12
Q1354−1046 	2.967 	20.80   0.10 	-1.40   0.13 	0.08 	-0.02 	-0.08 	-0.11 	0.30   0.04
Q1409+095 	2.456 	20.53   0.08 	-1.97   0.11 	-0.02 	0.00 	-0.02 	0.00 	0.25   0.03
Q1418−0630 	3.448 	20.40   0.10 	-1.21   0.15 	0.31 	-0.08 	-0.22 	-0.39 	0.41   0.09
Q1425+6039 	2.827 	20.30   0.04 	-0.59   0.09 	0.54 	-0.15 	-0.37 	-0.69 	0.54   0.04
Q1451+123 	2.469 	20.39   0.10 	-1.47   0.18 	0.69 	-0.19 	-0.46 	-0.88 	0.60   0.14
Q1451+123 	2.255 	20.30   0.15 	-0.97   0.21 	0.36 	-0.10 	-0.26 	-0.47 	0.36   0.13
Q1502+4837 	2.570 	20.30   0.15 	-1.47   0.22 	-0.43 	0.00 	0.00 	0.00 	0.05   0.15
Q1727+5302 	0.945 	21.16   0.10 	-0.31   0.16 	0.80 	-0.22 	-0.53 	-1.02 	0.80   0.11
Q1727+5302 	1.031 	21.41   0.15 	-1.06   0.29 	0.79 	-0.21 	-0.53 	-1.01 	0.79   0.24
Q1755+578 	1.971 	21.40   0.15 	0.08   0.18 	0.90 	-0.24 	-0.60 	-1.15 	0.90   0.07
Q1759+75 	2.625 	20.76   0.05 	-0.79   0.09 	0.31 	-0.08 	-0.22 	-0.39 	0.41   0.03
Q2059−360 	3.083 	20.98   0.08 	-1.71   0.14 	-0.04 	0.00 	-0.01 	0.00 	0.24   0.09
Q2138−444 	2.852 	20.98   0.05 	-1.67   0.09 	0.12 	-0.03 	-0.11 	-0.16 	0.12   0.03
Q2206−199 	1.920 	20.65   0.07 	-0.23   0.10 	0.45 	-0.12 	-0.31 	-0.58 	0.45   0.02
Q2206−199 	2.076 	20.43   0.04 	-2.16   0.08 	0.04 	-0.01 	-0.06 	-0.06 	0.28   0.01
Q2222−3939 	2.154 	20.85   0.10 	-1.76   0.13 	-0.33 	0.00 	0.00 	0.00 	-0.00   0.0
Q2223+20 	3.119 	20.30   0.10 	-2.07   0.14 	0.04 	-0.01 	-0.06 	-0.06 	0.28   0.07
Q2228−3954 	2.095 	21.20   0.10 	-1.26   0.14 	0.18 	-0.05 	-0.15 	-0.24 	0.18   0.06
Q2230+025 	1.864 	20.83   0.05 	-0.52   0.11 	0.45 	-0.12 	-0.31 	-0.58 	0.45   0.07
Q2231−00 	2.066 	20.53   0.08 	-0.76   0.12 	0.31 	-0.09 	-0.23 	-0.40 	0.31   0.06
Q2237−0608 	4.080 	20.52   0.11 	-1.78   0.18 	0.06 	-0.02 	-0.07 	-0.09 	0.29   0.12
Q2311−3721 	2.182 	20.55   0.07 	-1.56   0.11 	0.04 	-0.01 	-0.06 	-0.06 	0.28   0.05
Q2318−1107 	1.989 	20.68   0.05 	-0.68   0.09 	0.43 	-0.12 	-0.30 	-0.55 	0.43   0.03
Q2342+34 	2.908 	21.10   0.10 	-0.67   0.15 	0.84 	-0.23 	-0.55 	-1.06 	0.67   0.09
Q2343+12 	2.431 	20.34   0.10 	-0.60   0.13 	0.42 	-0.11 	-0.30 	-0.54 	0.42   0.04
Q2344+12 	2.538 	20.36   0.10 	-1.61   0.13 	-0.30 	0.00 	0.00 	0.00 	0.11   0.03
Q2348−01 	2.426 	20.50   0.10 	-0.33   0.12 	0.94 	-0.25 	-0.62 	-1.19 	0.72   0.02
Q2348−01 	2.615 	21.30   0.10 	-1.87   0.17 	0.04 	-0.01 	-0.06 	-0.06 	0.28   0.11
Q2348−1444 	2.279 	20.59   0.08 	-1.85   0.13 	0.08 	-0.02 	-0.08 	-0.11 	0.30   0.08
Q2359−02 	2.154 	20.35   0.10 	-1.46   0.13 	0.27 	-0.07 	-0.20 	-0.34 	0.39   0.06
Q2359−02 	2.095 	20.70   0.10 	-0.54   0.13 	0.83 	-0.23 	-0.55 	-1.06 	0.83   0.04
