Coordinates (in mm) in engineering system:
(x is right, y is up looking from center
of mirror dish, in park position)

pix. id      x            y
4342   -163.6634    -321.2698
4344   -114.5644    -330.7189
4345    -65.4654    -340.1680
4346    -16.3663    -349.6171
4347     32.7327    -359.0662
4348     81.8317    -368.5154
4349    130.9307    -377.9645
4350    163.6634    -340.1680
4352    196.3961    -302.3716
4353    229.1288    -264.5751
4354    261.8615    -226.7787
4355    294.5942    -188.9822
4356    327.3268    -151.1858
4357    360.0595    -113.3893
4358    392.7922     -75.5929
4360    376.4259     -28.3473
4361    360.0595      18.8982
4362    343.6932      66.1438
4363    327.3268     113.3893
4364    310.9605     160.6349
4365    294.5942     207.8805
4366    278.2278     255.1260
4368    294.5942     340.1680
4369    245.4951     349.6171
4370    196.3961     359.0663
4371    147.2971     368.5154
4372     98.1980     377.9645
4373     49.0990     387.4136
4374      0.0000     396.8627
4376    -49.0990     406.3118
4377    -98.1981     415.7609
4378   -147.2971     425.2100
4379   -180.0298     387.4136
4380   -212.7624     349.6171
4381   -245.4951     311.8207
4382   -278.2278     274.0242
4384   -310.9605     236.2278
4385   -343.6932     198.4313
4386   -376.4259     160.6349
4387   -409.1585     122.8385
4388   -441.8912      85.0420
4389   -425.5249      37.7964
4390   -409.1585      -9.4491
4392   -392.7922     -56.6947
4393   -376.4259    -103.9402
4394   -360.0595    -151.1858
4395   -343.6932    -198.4313
4396   -327.3268    -245.6769
4397   -310.9605    -292.9225
4398   -294.5942    -340.1680
4400   -245.4951    -349.6171
4401   -196.3961    -359.0663
4402   -147.2971    -368.5154
4403    -98.1980    -377.9645
4404    -49.0990    -387.4136
4405      0.0000    -396.8627
4406     49.0990    -406.3118
4408     98.1981    -415.7609
4409    147.2971    -425.2100
4410    180.0298    -387.4136
4411    212.7624    -349.6171
4412    245.4951    -311.8207
4413    278.2278    -274.0242
4414    310.9605    -236.2278
4416    343.6932    -198.4313
4417    376.4259    -160.6349
4418    409.1585    -122.8385
4419    441.8912     -85.0420
4420    425.5249     -37.7964
4421    409.1585       9.4491
4422    392.7922      56.6947
4424    376.4259     103.9402
4425    360.0595     151.1858
4426    343.6932     198.4313
4427    327.3268     245.6769
4428    310.9605     292.9225
4429    327.3268     377.9645
4430    278.2278     387.4136
4432    229.1288     396.8627
4433    180.0298     406.3118
4434    130.9307     415.7609
4435     81.8317     425.2100
4436     32.7327     434.6591
4437    -16.3663     444.1083
4438    -65.4654     453.5574
4440   -114.5644     463.0065
4441   -163.6634     472.4556
4442   -196.3961     434.6591
4443   -229.1288     396.8627
4444   -261.8615     359.0662
4445   -294.5942     321.2698
4446   -327.3268     283.4734
4448   -360.0595     245.6769
4449   -392.7922     207.8805
4450   -425.5249     170.0840
4451   -458.2576     132.2876
4452   -490.9903      94.4911
4453   -474.6239      47.2456
4454   -458.2576       0.0000
4456   -441.8912     -47.2456
4457   -425.5249     -94.4911
4458   -409.1585    -141.7367
4459   -392.7922    -188.9822
4460   -376.4259    -236.2278
4461   -360.0595    -283.4734
4462   -343.6932    -330.7189
4184   -327.3268    -377.9645
4185   -278.2278    -387.4136
4186   -229.1288    -396.8627
4187   -180.0298    -406.3118
4188   -130.9307    -415.7609
4189    -81.8317    -425.2100
4190    -32.7327    -434.6591
3088     16.3663    -444.1083
3089     65.4654    -453.5574
3090    114.5644    -463.0065
3091    163.6634    -472.4556
3092    196.3961    -434.6591
3093    229.1288    -396.8627
3094    261.8615    -359.0662
3104    294.5942    -321.2698
3105    327.3268    -283.4734
3106    360.0595    -245.6769
3107    392.7922    -207.8805
3108    425.5249    -170.0840
3109    458.2576    -132.2876
3110    490.9903     -94.4911
3096    474.6239     -47.2456
3097    458.2576       0.0000
3098    441.8912      47.2456
3099    425.5249      94.4911
3100    409.1585     141.7367
3101    392.7922     188.9822
3102    376.4259     236.2278
3112    360.0595     283.4734
3113    343.6932     330.7189
3114    360.0595     415.7609
3115    310.9605     425.2100
3116    261.8615     434.6591
3117    212.7624     444.1083
3118    163.6634     453.5574
3128    114.5644     463.0065
3129     65.4654     472.4556
3130     16.3663     481.9047
3131    -32.7327     491.3538
3132    -81.8317     500.8029
3133   -130.9307     510.2520
3134   -180.0298     519.7011
3120   -212.7624     481.9047
3121   -245.4951     444.1083
3122   -278.2278     406.3118
3123   -310.9605     368.5154
3124   -343.6932     330.7189
3125   -376.4259     292.9225
3126   -409.1585     255.1260
3144   -441.8912     217.3296
3145   -474.6239     179.5331
3146   -507.3566     141.7367
3147   -540.0893     103.9402
3148   -523.7229      56.6947
3149   -507.3566       9.4491
3150   -490.9903     -37.7964
3152   -474.6239     -85.0420
3153   -458.2576    -132.2876
3154   -441.8912    -179.5331
3155   -425.5249    -226.7787
3156   -409.1585    -274.0242
3157   -392.7922    -321.2698
3158   -376.4259    -368.5154
3160   -360.0595    -415.7609
3161   -310.9605    -425.2100
3162   -261.8615    -434.6591
3163   -212.7624    -444.1083
3164   -163.6634    -453.5574
3165   -114.5644    -463.0065
3166    -65.4654    -472.4556
3176    -16.3663    -481.9047
3177     32.7327    -491.3538
3178     81.8317    -500.8029
3179    130.9307    -510.2520
3180    180.0298    -519.7011
3181    212.7624    -481.9047
3182    245.4951    -444.1083
3184    278.2278    -406.3118
3185    310.9605    -368.5154
3186    343.6932    -330.7189
3187    376.4259    -292.9225
3188    409.1585    -255.1260
3189    441.8912    -217.3296
3190    474.6239    -179.5331
3168    507.3566    -141.7367
3169    540.0893    -103.9402
3170    523.7229     -56.6947
3171    507.3566      -9.4491
3172    490.9903      37.7964
3173    474.6239      85.0420
3174    458.2576     132.2876
3192    441.8912     179.5331
3193    425.5249     226.7787
3194    409.1585     274.0242
3195    392.7922     321.2698
3196    376.4259     368.5154
3197    392.7922     453.5574
3198    343.6932     463.0065
3200    294.5942     472.4556
3201    245.4951     481.9047
3202    196.3961     491.3538
3203    147.2971     500.8029
3204     98.1980     510.2520
3205     49.0990     519.7012
3206      0.0000     529.1503
3208    -49.0990     538.5994
3209    -98.1981     548.0485
3210   -147.2971     557.4976
3211   -196.3961     566.9467
3212   -229.1288     529.1503
3213   -261.8615     491.3538
3214   -294.5942     453.5574
3216   -327.3268     415.7609
3217   -360.0595     377.9645
3218   -392.7922     340.1680
3219   -425.5249     302.3716
3220   -458.2576     264.5751
3221   -490.9903     226.7787
3222   -523.7229     188.9822
3232   -556.4556     151.1858
3233   -589.1883     113.3893
3234   -572.8220      66.1438
3235   -556.4556      18.8982
3236   -540.0893     -28.3473
3237   -523.7229     -75.5929
3238   -507.3566    -122.8385
3240   -490.9903    -170.0840
3241   -474.6239    -217.3296
3242   -458.2576    -264.5751
3243   -441.8912    -311.8207
3244   -425.5249    -359.0663
3245   -409.1585    -406.3118
3246   -392.7922    -453.5574
3224   -343.6932    -463.0065
3225   -294.5942    -472.4556
3226   -245.4951    -481.9047
3227   -196.3961    -491.3538
3228   -147.2971    -500.8029
3229    -98.1980    -510.2520
3230    -49.0990    -519.7012
3248      0.0000    -529.1503
3249     49.0990    -538.5994
3250     98.1981    -548.0485
3251    147.2971    -557.4976
3252    196.3961    -566.9467
3253    229.1288    -529.1503
3254    261.8615    -491.3538
3256    294.5942    -453.5574
3257    327.3268    -415.7609
3258    360.0595    -377.9645
3259    392.7922    -340.1680
3260    425.5249    -302.3716
3261    458.2576    -264.5751
3262    490.9903    -226.7787
3264    523.7229    -188.9822
3265    556.4556    -151.1858
3266    589.1883    -113.3893
3267    572.8220     -66.1438
3268    556.4556     -18.8982
3269    540.0893      28.3473
3270    523.7229      75.5929
3272    507.3566     122.8385
3273    490.9903     170.0840
3274    474.6239     217.3296
3275    458.2576     264.5751
3276    441.8912     311.8207
3277    425.5249     359.0663
3278    409.1585     406.3118
3280    425.5249     491.3538
3281    376.4259     500.8029
3282    327.3268     510.2520
3283    278.2278     519.7012
3284    229.1288     529.1503
3285    180.0298     538.5994
3286    130.9307     548.0485
3288     81.8317     557.4976
3289     32.7327     566.9467
3290    -16.3663     576.3958
3291    -65.4654     585.8449
3292   -114.5644     595.2940
3293   -163.6634     604.7432
3294   -212.7624     614.1923
3296   -245.4951     576.3958
3297   -278.2278     538.5994
3298   -310.9605     500.8029
3299   -343.6932     463.0065
3300   -376.4259     425.2100
3301   -409.1585     387.4136
3302   -441.8912     349.6171
3304   -474.6239     311.8207
3305   -507.3566     274.0242
3306   -540.0893     236.2278
3307   -572.8220     198.4313
3308   -605.5546     160.6349
3309   -638.2873     122.8385
3310   -621.9210      75.5929
3312   -605.5546      28.3473
3313   -589.1883     -18.8982
3314   -572.8220     -66.1438
3315   -556.4556    -113.3893
3316   -540.0893    -160.6349
3317   -523.7229    -207.8805
3318   -507.3566    -255.1260
3320   -490.9903    -302.3716
3321   -474.6239    -349.6171
3322   -458.2576    -396.8627
3323   -441.8912    -444.1083
3324   -425.5249    -491.3538
3325   -376.4259    -500.8029
3326   -327.3268    -510.2520
3328   -278.2278    -519.7012
3329   -229.1288    -529.1503
3330   -180.0298    -538.5994
3331   -130.9307    -548.0485
3332    -81.8317    -557.4976
3333    -32.7327    -566.9467
3334     16.3663    -576.3958
3336     65.4654    -585.8449
3337    114.5644    -595.2940
3338    163.6634    -604.7432
3339    212.7624    -614.1923
3340    245.4951    -576.3958
3341    278.2278    -538.5994
3342    310.9605    -500.8029
3344    343.6932    -463.0065
3345    376.4259    -425.2100
3346    409.1585    -387.4136
3347    441.8912    -349.6171
3348    474.6239    -311.8207
3349    507.3566    -274.0242
3350    540.0893    -236.2278
3352    572.8220    -198.4313
3353    605.5546    -160.6349
3354    638.2873    -122.8385
3355    621.9210     -75.5929
3356    605.5546     -28.3473
3357    589.1883      18.8982
3358    572.8220      66.1438
3360    556.4556     113.3893
3361    540.0893     160.6349
3362    523.7229     207.8805
3363    507.3566     255.1260
3364    490.9903     302.3716
3365    474.6239     349.6171
3366    458.2576     396.8627
3368    441.8912     444.1083
3369    458.2576     529.1503
3370    409.1585     538.5994
3371    360.0595     548.0485
3372    310.9605     557.4976
3373    261.8615     566.9467
3374    212.7624     576.3958
3376    163.6634     585.8449
3377    114.5644     595.2940
3378     65.4654     604.7432
3379     16.3663     614.1923
3380    -32.7327     623.6414
3381    -81.8317     633.0905
3382   -130.9307     642.5396
3384   -180.0298     651.9887
3385   -229.1288     661.4378
3386   -261.8615     623.6414
3387   -294.5942     585.8449
3388   -327.3268     548.0485
3389   -360.0595     510.2520
3390   -392.7922     472.4556
3392   -425.5249     434.6591
3393   -458.2576     396.8627
3394   -490.9903     359.0662
3395   -523.7229     321.2698
3396   -556.4556     283.4734
3397   -589.1883     245.6769
3398   -621.9210     207.8805
3400   -654.6537     170.0840
3401   -687.3864     132.2876
3402   -671.0200      85.0420
3403   -654.6537      37.7964
3404   -638.2873      -9.4491
3405   -621.9210     -56.6947
3406   -605.5546    -103.9402
3408   -589.1883    -151.1858
3409   -572.8220    -198.4314
3410   -556.4556    -245.6769
3411   -540.0893    -292.9225
3412   -523.7229    -340.1680
3413   -507.3566    -387.4136
3414   -490.9903    -434.6591
3416   -474.6239    -481.9047
3417   -458.2576    -529.1503
3418   -409.1585    -538.5994
3419   -360.0595    -548.0485
3420   -310.9605    -557.4976
3421   -261.8615    -566.9467
3422   -212.7624    -576.3958
3424   -163.6634    -585.8449
3425   -114.5644    -595.2940
3426    -65.4654    -604.7432
3427    -16.3663    -614.1923
3428     32.7327    -623.6414
3429     81.8317    -633.0905
3430    130.9307    -642.5396
3432    180.0298    -651.9887
3433    229.1288    -661.4378
3434    261.8615    -623.6414
3435    294.5942    -585.8449
3436    327.3268    -548.0485
3437    360.0595    -510.2520
3438    392.7922    -472.4556
3440    425.5249    -434.6591
3441    458.2576    -396.8627
3442    490.9903    -359.0662
3443    523.7229    -321.2698
3444    556.4556    -283.4734
3445    589.1883    -245.6769
3446    621.9210    -207.8805
3448    654.6537    -170.0840
3449    687.3864    -132.2876
3450    671.0200     -85.0420
3451    654.6537     -37.7964
3452    638.2873       9.4491
3453    621.9210      56.6947
3454    605.5546     103.9402
2064    589.1883     151.1858
2065    572.8220     198.4314
2066    556.4556     245.6769
2067    540.0893     292.9225
2068    523.7229     340.1680
2069    507.3566     387.4136
2070    490.9903     434.6591
2072    474.6239     481.9047
2073    490.9903     566.9467
2074    441.8912     576.3958
2075    392.7922     585.8449
2076    343.6932     595.2940
2077    294.5941     604.7432
2078    245.4951     614.1923
2080    196.3961     623.6414
2081    147.2971     633.0905
2082     98.1980     642.5396
2083     49.0990     651.9887
2084      0.0000     661.4378
2085    -49.0990     670.8869
2086    -98.1981     680.3361
2088   -147.2971     689.7852
2089   -196.3961     699.2343
2090   -245.4951     708.6834
2091   -278.2278     670.8869
2092   -310.9605     633.0905
2093   -343.6932     595.2940
2094   -376.4259     557.4976
2104   -409.1585     519.7011
2105   -441.8912     481.9047
2106   -474.6239     444.1083
2107   -507.3566     406.3118
2108   -540.0893     368.5154
2109   -572.8220     330.7189
2110   -605.5546     292.9225
2112   -638.2873     255.1260
2113   -671.0200     217.3296
2114   -703.7527     179.5331
2115   -736.4854     141.7367
2116   -720.1190      94.4911
2117   -703.7527      47.2456
2118   -687.3864       0.0000
2120   -671.0200     -47.2456
2121   -654.6537     -94.4911
2122   -638.2873    -141.7367
2123   -621.9210    -188.9822
2124   -605.5546    -236.2278
2125   -589.1883    -283.4734
2126   -572.8220    -330.7189
2128   -556.4556    -377.9645
2129   -540.0893    -425.2100
2130   -523.7229    -472.4556
2131   -507.3566    -519.7012
2132   -490.9903    -566.9467
2133   -441.8912    -576.3958
2134   -392.7922    -585.8449
2136   -343.6932    -595.2940
2137   -294.5941    -604.7432
2138   -245.4951    -614.1923
2139   -196.3961    -623.6414
2140   -147.2971    -633.0905
2141    -98.1980    -642.5396
2142    -49.0990    -651.9887
2144      0.0000    -661.4378
2145     49.0990    -670.8869
2146     98.1981    -680.3361
2147    147.2971    -689.7852
2148    196.3961    -699.2343
2149    245.4951    -708.6834
2150    278.2278    -670.8869
2152    310.9605    -633.0905
2153    343.6932    -595.2940
2154    376.4259    -557.4976
2155    409.1585    -519.7011
2156    441.8912    -481.9047
2157    474.6239    -444.1083
2158    507.3566    -406.3118
2160    540.0893    -368.5154
2161    572.8220    -330.7189
2162    605.5546    -292.9225
2163    638.2873    -255.1260
2164    671.0200    -217.3296
2165    703.7527    -179.5331
2166    736.4854    -141.7367
2168    720.1190     -94.4911
2169    703.7527     -47.2456
2170    687.3864       0.0000
2171    671.0200      47.2456
2172    654.6537      94.4911
2173    638.2873     141.7367
2174    621.9210     188.9822
2176    605.5546     236.2278
2177    589.1883     283.4734
2178    572.8220     330.7189
2179    556.4556     377.9645
2180    540.0893     425.2100
2181    523.7229     472.4556
2182    507.3566     519.7012
2184    523.7229     604.7432
2185    474.6239     614.1923
2186    425.5249     623.6414
2187    376.4259     633.0905
2188    327.3268     642.5396
2189    278.2278     651.9887
2190    229.1288     661.4378
2192    180.0298     670.8869
2193    130.9307     680.3361
2194     81.8317     689.7852
2195     32.7327     699.2343
2196    -16.3663     708.6834
2197    -65.4654     718.1325
2198   -114.5644     727.5816
2200   -163.6634     737.0307
2201   -212.7624     746.4798
2202   -261.8615     755.9289
2203   -294.5942     718.1325
2204   -327.3268     680.3361
2205   -360.0595     642.5396
2206   -392.7922     604.7432
2208   -425.5249     566.9467
2209   -458.2576     529.1503
2210   -490.9903     491.3538
2211   -523.7229     453.5574
2212   -556.4556     415.7609
2213   -589.1883     377.9645
2214   -621.9210     340.1680
2216   -654.6537     302.3716
2217   -687.3864     264.5751
2218   -720.1190     226.7787
2219   -752.8517     188.9822
2220   -785.5844     151.1858
2221   -769.2181     103.9402
2222   -752.8517      56.6947
2224   -736.4854       9.4491
2225   -720.1190     -37.7965
2226   -703.7527     -85.0420
2227   -687.3864    -132.2876
2228   -671.0200    -179.5331
2229   -654.6537    -226.7787
2230   -638.2873    -274.0242
2232   -621.9210    -321.2698
2233   -605.5546    -368.5154
2234   -589.1883    -415.7609
2235   -572.8220    -463.0065
2236   -556.4556    -510.2520
2237   -540.0893    -557.4976
2238   -523.7229    -604.7432
2240   -474.6239    -614.1923
2241   -425.5249    -623.6414
2242   -376.4259    -633.0905
2243   -327.3268    -642.5396
2244   -278.2278    -651.9887
2245   -229.1288    -661.4378
2246   -180.0298    -670.8869
2248   -130.9307    -680.3361
2249    -81.8317    -689.7852
2250    -32.7327    -699.2343
2251     16.3663    -708.6834
2252     65.4654    -718.1325
2253    114.5644    -727.5816
2254    163.6634    -737.0307
2256    212.7624    -746.4798
2257    261.8615    -755.9289
2258    294.5942    -718.1325
2259    327.3268    -680.3361
2260    360.0595    -642.5396
2261    392.7922    -604.7432
2262    425.5249    -566.9467
2264    458.2576    -529.1503
2265    490.9903    -491.3538
2266    523.7229    -453.5574
2267    556.4556    -415.7609
2268    589.1883    -377.9645
2269    621.9210    -340.1680
2270    654.6537    -302.3716
2272    687.3864    -264.5751
2273    720.1190    -226.7787
2274    752.8517    -188.9822
2275    785.5844    -151.1858
2276    769.2181    -103.9402
2277    752.8517     -56.6947
2278    736.4854      -9.4491
2280    720.1190      37.7965
2281    703.7527      85.0420
2282    687.3864     132.2876
2283    671.0200     179.5331
2284    654.6537     226.7787
2285    638.2873     274.0242
2286    621.9210     321.2698
2288    605.5546     368.5154
2289    589.1883     415.7609
2290    572.8220     463.0065
2291    556.4556     510.2520
2292    540.0893     557.4976
2293    556.4556     642.5396
2294    507.3566     651.9887
2296    458.2576     661.4378
2297    409.1585     670.8869
2298    360.0595     680.3361
2299    310.9605     689.7852
2300    261.8615     699.2343
2301    212.7624     708.6834
2302    163.6634     718.1325
2304    114.5644     727.5816
2305     65.4654     737.0307
2306     16.3663     746.4798
2307    -32.7327     755.9289
2308    -81.8317     765.3781
2309   -130.9307     774.8272
2310   -180.0298     784.2763
2312   -229.1288     793.7254
2313   -278.2278     803.1745
2314   -310.9605     765.3781
2315   -343.6932     727.5816
2316   -376.4259     689.7852
2317   -409.1585     651.9887
2318   -441.8912     614.1923
2320   -474.6239     576.3958
2321   -507.3566     538.5994
2322   -540.0893     500.8029
2323   -572.8220     463.0065
2324   -605.5546     425.2100
2325   -638.2873     387.4136
2326   -671.0200     349.6171
2328   -703.7527     311.8207
2329   -736.4854     274.0242
2330   -769.2181     236.2278
2331   -801.9507     198.4313
2332   -834.6834     160.6349
2333   -818.3171     113.3893
2334   -801.9507      66.1438
2336   -785.5844      18.8982
2337   -769.2181     -28.3473
2338   -752.8517     -75.5929
2339   -736.4854    -122.8385
2340   -720.1190    -170.0840
2341   -703.7527    -217.3296
2342   -687.3864    -264.5751
2344   -671.0200    -311.8207
2345   -654.6537    -359.0663
2346   -638.2873    -406.3118
2347   -621.9210    -453.5574
2348   -605.5546    -500.8029
2349   -589.1883    -548.0485
2350   -572.8220    -595.2940
7176   -556.4556    -642.5396
7177   -507.3566    -651.9887
7178   -458.2576    -661.4378
7179   -409.1585    -670.8869
7180   -360.0595    -680.3361
7181   -310.9605    -689.7852
7182   -261.8615    -699.2343
7184   -212.7624    -708.6834
7185   -163.6634    -718.1325
7186   -114.5644    -727.5816
7187    -65.4654    -737.0307
7188    -16.3663    -746.4798
7189     32.7327    -755.9289
7190     81.8317    -765.3781
7192    130.9307    -774.8272
7193    180.0298    -784.2763
7194    229.1288    -793.7254
7195    278.2278    -803.1745
7196    310.9605    -765.3781
7197    343.6932    -727.5816
7198    376.4259    -689.7852
7200    409.1585    -651.9887
7201    441.8912    -614.1923
7202    474.6239    -576.3958
7203    507.3566    -538.5994
7204    540.0893    -500.8029
7205    572.8220    -463.0065
7206    605.5546    -425.2100
7208    638.2873    -387.4136
7209    671.0200    -349.6171
7210    703.7527    -311.8207
7211    736.4854    -274.0242
7212    769.2181    -236.2278
7213    801.9507    -198.4313
7214    834.6834    -160.6349
7216    818.3171    -113.3893
7217    801.9507     -66.1438
7218    785.5844     -18.8982
7219    769.2181      28.3473
7220    752.8517      75.5929
7221    736.4854     122.8385
7222    720.1190     170.0840
7224    703.7527     217.3296
7225    687.3864     264.5751
7226    671.0200     311.8207
7227    654.6537     359.0663
7228    638.2873     406.3118
7229    621.9210     453.5574
7230    605.5546     500.8029
2352    589.1883     548.0485
2353    572.8220     595.2940
2354    589.1883     680.3361
2355    540.0893     689.7852
2356    490.9903     699.2343
2357    441.8912     708.6834
2358    392.7922     718.1325
2360    343.6932     727.5816
2361    294.5941     737.0307
2362    245.4951     746.4798
2363    196.3961     755.9289
2364    147.2971     765.3781
2365     98.1980     774.8272
2366     49.0990     784.2763
2368      0.0000     793.7254
2369    -49.0990     803.1745
2370    -98.1981     812.6236
2371   -147.2971     822.0727
2372   -196.3961     831.5218
2373   -245.4951     840.9710
2374   -294.5942     850.4201
2376   -327.3268     812.6236
2377   -360.0595     774.8272
2378   -392.7922     737.0307
2379   -425.5249     699.2343
2380   -458.2576     661.4378
2381   -490.9903     623.6414
2382   -523.7229     585.8449
2384   -556.4556     548.0485
2385   -589.1883     510.2520
2386   -621.9210     472.4556
2387   -654.6537     434.6591
2388   -687.3864     396.8627
2389   -720.1190     359.0662
2390   -752.8517     321.2698
2392   -785.5844     283.4734
2393   -818.3171     245.6769
2394   -851.0498     207.8805
2395   -883.7825     170.0840
2396   -867.4161     122.8385
2397   -851.0498      75.5929
2398   -834.6834      28.3473
2408   -818.3171     -18.8982
2409   -801.9507     -66.1438
2410   -785.5844    -113.3893
2411   -769.2181    -160.6349
2412   -752.8517    -207.8805
2413   -736.4854    -255.1260
2414   -720.1190    -302.3716
2416   -703.7527    -349.6171
2417   -687.3864    -396.8627
2418   -671.0200    -444.1083
2419   -654.6537    -491.3538
2420   -638.2873    -538.5994
2421   -621.9210    -585.8449
2422   -605.5546    -633.0905
2424   -589.1883    -680.3361
2425   -540.0893    -689.7852
2426   -490.9903    -699.2343
2427   -441.8912    -708.6834
2428   -392.7922    -718.1325
2429   -343.6932    -727.5816
2430   -294.5941    -737.0307
2432   -245.4951    -746.4798
2433   -196.3961    -755.9289
2434   -147.2971    -765.3781
2435    -98.1980    -774.8272
2436    -49.0990    -784.2763
2437      0.0000    -793.7254
2438     49.0990    -803.1745
7232     98.1981    -812.6236
7233    147.2971    -822.0727
7234    196.3961    -831.5218
7235    245.4951    -840.9710
7236    294.5942    -850.4201
