E [keV], efficiency level 00, efficiency level 01, efficiency level 02, efficiency level 03, efficiency level 04, efficiency level 05, efficiency level 06, efficiency level 07, efficiency level 08, efficiency level 09, efficiency level 10, efficiency level 11, efficiency level 12, efficiency level 13, efficiency level 14
0.1, 5.36359e-10, 7.11704e-10, 7.46239e-10, 7.58108e-10, 7.6351e-10, 7.66407e-10, 7.68137e-10, 7.69251e-10, 7.70011e-10, 7.70552e-10, 7.7095e-10, 7.71252e-10, 7.71486e-10, 7.71672e-10, 7.71821e-10
0.104757, 5.83973e-05, 6.6852e-05, 6.83296e-05, 6.8826e-05, 6.905e-05, 6.91697e-05, 6.9241e-05, 6.92869e-05, 6.93181e-05, 6.93403e-05, 6.93567e-05, 6.93691e-05, 6.93787e-05, 6.93863e-05, 6.93924e-05
0.10974, 4.02896e-16, 6.27801e-16, 6.7852e-16, 6.96438e-16, 7.04676e-16, 7.09115e-16, 7.11773e-16, 7.13488e-16, 7.14658e-16, 7.15492e-16, 7.16106e-16, 7.16572e-16, 7.16934e-16, 7.1722e-16, 7.17451e-16
0.114961, 4.89654e-117, 1.98326e-116, 3.15485e-116, 3.77147e-116, 4.10342e-116, 4.29667e-116, 4.41751e-116, 4.49759e-116, 4.55321e-116, 4.59331e-116, 4.62314e-116, 4.64591e-116, 4.66368e-116, 4.6778e-116, 4.68921e-116
0.120429, 5.23866e-168, 2.29423e-167, 4.12823e-167, 5.2638e-167, 5.92167e-167, 6.31926e-167, 6.57325e-167, 6.74382e-167, 6.86332e-167, 6.95003e-167, 7.01482e-167, 7.06445e-167, 7.10326e-167, 7.13417e-167, 7.15918e-167
0.126158, 2.0389e-137, 8.60253e-137, 1.44474e-136, 1.77399e-136, 1.95661e-136, 2.06455e-136, 2.13262e-136, 2.17798e-136, 2.20958e-136, 2.23243e-136, 2.24946e-136, 2.26247e-136, 2.27264e-136, 2.28073e-136, 2.28726e-136
0.13216, 6.49348e-123, 2.66598e-122, 4.3109e-122, 5.19413e-122, 5.67376e-122, 5.95421e-122, 6.13001e-122, 6.2467e-122, 6.32781e-122, 6.38634e-122, 6.42991e-122, 6.46318e-122, 6.48914e-122, 6.50978e-122, 6.52645e-122
0.138447, 3.56243e-113, 1.42876e-112, 2.24771e-112, 2.67303e-112, 2.90068e-112, 3.03283e-112, 3.11533e-112, 3.16995e-112, 3.20785e-112, 3.23517e-112, 3.25549e-112, 3.27099e-112, 3.28308e-112, 3.2927e-112, 3.30046e-112
0.145032, 1.30843e-101, 5.06847e-101, 7.70064e-101, 9.01295e-101, 9.70331e-101, 1.01006e-100, 1.03474e-100, 1.05103e-100, 1.06231e-100, 1.07043e-100, 1.07646e-100, 1.08106e-100, 1.08465e-100, 1.0875e-100, 1.0898e-100
0.151932, 8.80342e-92, 3.28603e-91, 4.83734e-91, 5.58361e-91, 5.97039e-91, 6.19133e-91, 6.328e-91, 6.41798e-91, 6.48019e-91, 6.52491e-91, 6.55811e-91, 6.58341e-91, 6.60312e-91, 6.61877e-91, 6.6314e-91
0.159159, 1.04198e-82, 3.72891e-82, 5.32272e-82, 6.06389e-82, 6.44272e-82, 6.65764e-82, 6.79008e-82, 6.87706e-82, 6.93709e-82, 6.98021e-82, 7.01219e-82, 7.03654e-82, 7.05551e-82, 7.07057e-82, 7.08271e-82
0.16673, 2.50788e-74, 8.55949e-74, 1.18578e-73, 1.33432e-73, 1.40927e-73, 1.45152e-73, 1.47746e-73, 1.49446e-73, 1.50617e-73, 1.51458e-73, 1.52081e-73, 1.52555e-73, 1.52924e-73, 1.53217e-73, 1.53453e-73
0.174662, 9.70298e-67, 3.14517e-66, 4.23546e-66, 4.71214e-66, 4.94981e-66, 5.08302e-66, 5.16454e-66, 5.21786e-66, 5.25456e-66, 5.28086e-66, 5.30034e-66, 5.31516e-66, 5.3267e-66, 5.33585e-66, 5.34323e-66
0.18297, 7.587e-60, 2.32631e-59, 3.05001e-59, 3.35785e-59, 3.50969e-59, 3.59434e-59, 3.64599e-59, 3.67971e-59, 3.70289e-59, 3.71949e-59, 3.73178e-59, 3.74112e-59, 3.74839e-59, 3.75416e-59, 3.7588e-59
0.191674, 1.34504e-53, 3.88792e-53, 4.97099e-53, 5.42018e-53, 5.63955e-53, 5.76127e-53, 5.83534e-53, 5.88361e-53, 5.91676e-53, 5.94048e-53, 5.95803e-53, 5.97137e-53, 5.98175e-53, 5.98997e-53, 5.9966e-53
0.200792, 5.84501e-48, 1.58884e-47, 1.98452e-47, 2.14486e-47, 2.22247e-47, 2.26534e-47, 2.29137e-47, 2.30831e-47, 2.31993e-47, 2.32824e-47, 2.33438e-47, 2.33905e-47, 2.34268e-47, 2.34556e-47, 2.34787e-47
0.210344, 7.19297e-43, 1.83548e-42, 2.24343e-42, 2.40526e-42, 2.48296e-42, 2.52572e-42, 2.55161e-42, 2.56844e-42, 2.57998e-42, 2.58822e-42, 2.59431e-42, 2.59894e-42, 2.60254e-42, 2.60539e-42, 2.60769e-42
0.22035, 2.80573e-38, 6.71485e-38, 8.04452e-38, 8.5619e-38, 8.80847e-38, 8.94366e-38, 9.02539e-38, 9.07844e-38, 9.11477e-38, 9.14072e-38, 9.15989e-38, 9.17445e-38, 9.18576e-38, 9.19473e-38, 9.20195e-38
0.230832, 3.69641e-34, 8.29864e-34, 9.76111e-34, 1.03203e-33, 1.0585e-33, 1.07296e-33, 1.0817e-33, 1.08736e-33, 1.09123e-33, 1.094e-33, 1.09604e-33, 1.09759e-33, 1.09879e-33, 1.09975e-33, 1.10052e-33
0.241813, 1.84757e-30, 3.89456e-30, 4.50464e-30, 4.73421e-30, 4.84224e-30, 4.90111e-30, 4.93659e-30, 4.95956e-30, 4.97527e-30, 4.98649e-30, 4.99477e-30, 5.00105e-30, 5.00593e-30, 5.0098e-30, 5.01291e-30
0.253316, 3.8699e-27, 7.67115e-27, 8.73792e-27, 9.13358e-27, 9.31878e-27, 9.41945e-27, 9.48001e-27, 9.51921e-27, 9.546e-27, 9.5651e-27, 9.57921e-27, 9.58991e-27, 9.59822e-27, 9.60481e-27, 9.61011e-27
0.265367, 3.59774e-24, 6.72241e-24, 7.55159e-24, 7.85516e-24, 7.99657e-24, 8.07326e-24, 8.11934e-24, 8.14913e-24, 8.16949e-24, 8.184e-24, 8.19471e-24, 8.20284e-24, 8.20915e-24, 8.21414e-24, 8.21817e-24
0.27799, 1.61542e-21, 2.8532e-21, 3.16509e-21, 3.27795e-21, 3.33029e-21, 3.35862e-21, 3.37562e-21, 3.38661e-21, 3.39411e-21, 3.39945e-21, 3.4034e-21, 3.40639e-21, 3.40871e-21, 3.41055e-21, 3.41204e-21
0.291214, 3.79373e-19, 6.35327e-19, 6.96809e-19, 7.18825e-19, 7.28997e-19, 7.34491e-19, 7.37785e-19, 7.39912e-19, 7.41364e-19, 7.42399e-19, 7.43162e-19, 7.43741e-19, 7.4419e-19, 7.44546e-19, 7.44833e-19
0.305067, 4.9297e-17, 7.85422e-17, 8.52658e-17, 8.76508e-17, 8.8749e-17, 8.93412e-17, 8.96959e-17, 8.99249e-17, 9.00811e-17, 9.01924e-17, 9.02744e-17, 9.03367e-17, 9.0385e-17, 9.04232e-17, 9.0454e-17
0.319579, 3.73584e-15, 5.68299e-15, 6.1131e-15, 6.2644e-15, 6.33385e-15, 6.37124e-15, 6.39363e-15, 6.40806e-15, 6.41791e-15, 6.42493e-15, 6.4301e-15, 6.43402e-15, 6.43706e-15, 6.43947e-15, 6.44141e-15
0.334782, 1.76208e-13, 2.56827e-13, 2.73998e-13, 2.79993e-13, 2.82737e-13, 2.84213e-13, 2.85096e-13, 2.85665e-13, 2.86053e-13, 2.86329e-13, 2.86533e-13, 2.86688e-13, 2.86807e-13, 2.86902e-13, 2.86979e-13
0.350707, 5.44366e-12, 7.62816e-12, 8.0783e-12, 8.23441e-12, 8.3057e-12, 8.34399e-12, 8.36687e-12, 8.38162e-12, 8.39168e-12, 8.39884e-12, 8.40412e-12, 8.40812e-12, 8.41122e-12, 8.41368e-12, 8.41566e-12
0.367391, 1.13768e-10, 1.53806e-10, 1.61814e-10, 1.64574e-10, 1.65832e-10, 1.66507e-10, 1.6691e-10, 1.6717e-10, 1.67347e-10, 1.67473e-10, 1.67566e-10, 1.67636e-10, 1.67691e-10, 1.67734e-10, 1.67769e-10
0.384868, 1.68713e-09, 2.20766e-09, 2.30901e-09, 2.34376e-09, 2.35957e-09, 2.36804e-09, 2.3731e-09, 2.37636e-09, 2.37858e-09, 2.38016e-09, 2.38132e-09, 2.38221e-09, 2.38289e-09, 2.38343e-09, 2.38387e-09
0.403176, 1.85175e-08, 2.35234e-08, 2.44747e-08, 2.47994e-08, 2.49468e-08, 2.50258e-08, 2.50729e-08, 2.51033e-08, 2.51239e-08, 2.51386e-08, 2.51495e-08, 2.51577e-08, 2.51641e-08, 2.51691e-08, 2.51732e-08
0.422355, 1.5392e-07, 1.9038e-07, 1.97161e-07, 1.99465e-07, 2.0051e-07, 2.01069e-07, 2.01402e-07, 2.01617e-07, 2.01763e-07, 2.01868e-07, 2.01944e-07, 2.02002e-07, 2.02047e-07, 2.02083e-07, 2.02112e-07
0.442447, 1.00099e-06, 1.20876e-06, 1.24666e-06, 1.25949e-06, 1.2653e-06, 1.2684e-06, 1.27026e-06, 1.27145e-06, 1.27226e-06, 1.27284e-06, 1.27327e-06, 1.27359e-06, 1.27384e-06, 1.27404e-06, 1.2742e-06
0.463494, 5.26652e-06, 6.22382e-06, 6.39543e-06, 6.45335e-06, 6.47954e-06, 6.49354e-06, 6.50189e-06, 6.50726e-06, 6.51092e-06, 6.51352e-06, 6.51544e-06, 6.51689e-06, 6.51802e-06, 6.51891e-06, 6.51963e-06
0.485542, 2.2842e-05, 2.64774e-05, 2.71191e-05, 2.73351e-05, 2.74326e-05, 2.74848e-05, 2.75158e-05, 2.75358e-05, 2.75494e-05, 2.75591e-05, 2.75662e-05, 2.75716e-05, 2.75758e-05, 2.75791e-05, 2.75818e-05
0.50864, 8.32888e-05, 9.48958e-05, 9.69168e-05, 9.75951e-05, 9.79012e-05, 9.80647e-05, 9.81622e-05, 9.82248e-05, 9.82675e-05, 9.82978e-05, 9.83202e-05, 9.83371e-05, 9.83503e-05, 9.83607e-05, 9.8369e-05
0.532836, 0.000261422, 0.000293308, 0.000298792, 0.000300629, 0.000301457, 0.000301899, 0.000302163, 0.000302332, 0.000302447, 0.000302529, 0.00030259, 0.000302636, 0.000302671, 0.000302699, 0.000302722
0.558183, 0.000717649, 0.000794228, 0.000807258, 0.000811613, 0.000813575, 0.000814622, 0.000815246, 0.000815647, 0.00081592, 0.000816114, 0.000816257, 0.000816366, 0.00081645, 0.000816516, 0.00081657
0.584736, 0.00174307, 0.00190582, 0.00193325, 0.0019424, 0.00194652, 0.00194872, 0.00195003, 0.00195087, 0.00195144, 0.00195185, 0.00195215, 0.00195238, 0.00195255, 0.00195269, 0.00195281
0.612552, 0.00380949, 0.00412064, 0.00417263, 0.00418995, 0.00419774, 0.0042019, 0.00420437, 0.00420597, 0.00420705, 0.00420782, 0.00420839, 0.00420882, 0.00420915, 0.00420942, 0.00420963
0.641691, 0.00758974, 0.00813174, 0.00822163, 0.00825153, 0.00826498, 0.00827215, 0.00827642, 0.00827917, 0.00828104, 0.00828237, 0.00828334, 0.00828409, 0.00828466, 0.00828512, 0.00828548
0.672216, 0.0138903, 0.0147577, 0.0149006, 0.0149481, 0.0149694, 0.0149808, 0.0149876, 0.014992, 0.0149949, 0.014997, 0.0149986, 0.0149998, 0.0150007, 0.0150014, 0.015002
0.704194, 0.0236147, 0.0249042, 0.0251154, 0.0251855, 0.025217, 0.0252338, 0.0252438, 0.0252502, 0.0252546, 0.0252577, 0.02526, 0.0252617, 0.0252631, 0.0252642, 0.025265
0.737693, 0.0376806, 0.0394787, 0.0397717, 0.0398689, 0.0399125, 0.0399358, 0.0399496, 0.0399585, 0.0399646, 0.0399689, 0.0399721, 0.0399745, 0.0399763, 0.0399778, 0.039979
0.772785, 0.0567501, 0.0591167, 0.0595007, 0.0596279, 0.059685, 0.0597155, 0.0597336, 0.0597452, 0.0597532, 0.0597588, 0.0597629, 0.0597661, 0.0597685, 0.0597705, 0.059772
0.809546, 0.0812139, 0.0841741, 0.0846525, 0.0848108, 0.084882, 0.0849198, 0.0849424, 0.0849569, 0.0849668, 0.0849738, 0.0849789, 0.0849828, 0.0849859, 0.0849883, 0.0849902
0.848057, 0.111265, 0.114808, 0.115379, 0.115568, 0.115653, 0.115698, 0.115725, 0.115742, 0.115754, 0.115762, 0.115768, 0.115773, 0.115776, 0.115779, 0.115782
0.888399, 0.146641, 0.15072, 0.151375, 0.151591, 0.151688, 0.15174, 0.151771, 0.151791, 0.151804, 0.151814, 0.151821, 0.151826, 0.15183, 0.151834, 0.151836
0.93066, 0.186625, 0.19116, 0.191886, 0.192126, 0.192234, 0.192291, 0.192326, 0.192348, 0.192362, 0.192373, 0.192381, 0.192387, 0.192391, 0.192395, 0.192398
0.974932, 0.230373, 0.235266, 0.236048, 0.236306, 0.236422, 0.236484, 0.23652, 0.236544, 0.23656, 0.236571, 0.23658, 0.236586, 0.236591, 0.236595, 0.236598
1.02131, 0.277994, 0.283139, 0.28396, 0.28423, 0.284352, 0.284417, 0.284455, 0.28448, 0.284497, 0.284509, 0.284518, 0.284524, 0.284529, 0.284534, 0.284537
1.06989, 0.328763, 0.334048, 0.334889, 0.335166, 0.335291, 0.335357, 0.335397, 0.335422, 0.335439, 0.335452, 0.335461, 0.335467, 0.335473, 0.335477, 0.33548
1.12079, 0.380069, 0.385379, 0.386223, 0.386501, 0.386626, 0.386693, 0.386732, 0.386758, 0.386775, 0.386787, 0.386796, 0.386803, 0.386809, 0.386813, 0.386816
1.17411, 0.431214, 0.436451, 0.437281, 0.437555, 0.437678, 0.437744, 0.437783, 0.437808, 0.437825, 0.437837, 0.437846, 0.437853, 0.437858, 0.437862, 0.437865
1.22996, 0.481182, 0.486261, 0.487066, 0.487332, 0.487451, 0.487514, 0.487552, 0.487576, 0.487592, 0.487604, 0.487613, 0.487619, 0.487624, 0.487628, 0.487632
1.28847, 0.529251, 0.534109, 0.534878, 0.535132, 0.535245, 0.535306, 0.535342, 0.535365, 0.535381, 0.535392, 0.5354, 0.535406, 0.535411, 0.535415, 0.535418
1.34976, 0.575024, 0.579613, 0.580338, 0.580577, 0.580685, 0.580742, 0.580776, 0.580798, 0.580813, 0.580823, 0.580831, 0.580837, 0.580841, 0.580845, 0.580848
1.41397, 0.618006, 0.622294, 0.622971, 0.623195, 0.623295, 0.623348, 0.62338, 0.6234, 0.623414, 0.623424, 0.623431, 0.623437, 0.623441, 0.623445, 0.623447
1.48123, 0.657903, 0.661874, 0.662501, 0.662708, 0.6628, 0.66285, 0.662879, 0.662898, 0.662911, 0.66292, 0.662927, 0.662932, 0.662936, 0.662939, 0.662941
1.55169, 0.694708, 0.698355, 0.698931, 0.69912, 0.699205, 0.699251, 0.699278, 0.699295, 0.699307, 0.699315, 0.699321, 0.699326, 0.699329, 0.699332, 0.699335
1.62551, 0.728516, 0.731841, 0.732366, 0.732539, 0.732616, 0.732657, 0.732682, 0.732698, 0.732709, 0.732716, 0.732722, 0.732726, 0.732729, 0.732732, 0.732734
1.70283, 0.759035, 0.76205, 0.762525, 0.762682, 0.762752, 0.762789, 0.762812, 0.762826, 0.762836, 0.762843, 0.762848, 0.762852, 0.762855, 0.762857, 0.762859
1.78384, 0.786121, 0.788846, 0.789276, 0.789417, 0.789481, 0.789515, 0.789535, 0.789548, 0.789556, 0.789563, 0.789567, 0.789571, 0.789573, 0.789576, 0.789577
1.8687, 0.718321, 0.721746, 0.722286, 0.722464, 0.722544, 0.722586, 0.722611, 0.722628, 0.722639, 0.722647, 0.722652, 0.722657, 0.72266, 0.722663, 0.722665
1.95759, 0.753676, 0.756747, 0.757232, 0.757391, 0.757463, 0.757501, 0.757523, 0.757538, 0.757548, 0.757555, 0.75756, 0.757564, 0.757567, 0.75757, 0.757571
2.05071, 0.780655, 0.78344, 0.783879, 0.784023, 0.784088, 0.784123, 0.784143, 0.784157, 0.784165, 0.784172, 0.784177, 0.78418, 0.784183, 0.784185, 0.784187
2.14827, 0.809144, 0.811613, 0.812002, 0.81213, 0.812187, 0.812218, 0.812236, 0.812248, 0.812256, 0.812261, 0.812265, 0.812269, 0.812271, 0.812273, 0.812275
2.25046, 0.829726, 0.831957, 0.832308, 0.832424, 0.832476, 0.832504, 0.83252, 0.832531, 0.832538, 0.832543, 0.832547, 0.83255, 0.832552, 0.832554, 0.832555
2.35751, 0.849876, 0.851867, 0.85218, 0.852284, 0.85233, 0.852355, 0.852369, 0.852379, 0.852385, 0.85239, 0.852393, 0.852396, 0.852398, 0.852399, 0.8524
2.46966, 0.867654, 0.869428, 0.869707, 0.869799, 0.86984, 0.869862, 0.869875, 0.869883, 0.869889, 0.869893, 0.869896, 0.869898, 0.8699, 0.869902, 0.869903
2.58714, 0.883245, 0.884825, 0.885073, 0.885155, 0.885192, 0.885211, 0.885223, 0.88523, 0.885235, 0.885239, 0.885242, 0.885244, 0.885245, 0.885247, 0.885248
2.71021, 0.897097, 0.8985, 0.89872, 0.898793, 0.898826, 0.898843, 0.898853, 0.89886, 0.898865, 0.898868, 0.89887, 0.898872, 0.898873, 0.898874, 0.898875
2.83914, 0.909348, 0.910592, 0.910788, 0.910852, 0.910881, 0.910897, 0.910906, 0.910912, 0.910916, 0.910919, 0.910921, 0.910922, 0.910924, 0.910925, 0.910925
2.9742, 0.920295, 0.921396, 0.921569, 0.921626, 0.921652, 0.921665, 0.921673, 0.921678, 0.921682, 0.921685, 0.921686, 0.921688, 0.921689, 0.92169, 0.92169
3.11568, 0.930075, 0.931046, 0.931199, 0.931249, 0.931271, 0.931283, 0.931291, 0.931295, 0.931298, 0.931301, 0.931302, 0.931303, 0.931304, 0.931305, 0.931306
3.2639, 0.938766, 0.93962, 0.939754, 0.939798, 0.939818, 0.939829, 0.939835, 0.939839, 0.939842, 0.939844, 0.939845, 0.939846, 0.939847, 0.939848, 0.939848
3.41916, 0.946413, 0.947163, 0.947281, 0.94732, 0.947337, 0.947347, 0.947352, 0.947356, 0.947358, 0.94736, 0.947361, 0.947362, 0.947363, 0.947363, 0.947364
3.58181, 0.953099, 0.953758, 0.953862, 0.953896, 0.953911, 0.953919, 0.953924, 0.953927, 0.953929, 0.953931, 0.953932, 0.953933, 0.953934, 0.953934, 0.953935
