Date,obs_g,obs_pie,obs_r,obsg,obspie,obsr
1/1/1980,-0.028621755,0.014370079,0.008476721,-0.02450838,0.02207357,0.02433538
4/1/1980,-0.009801225,0.014414319,0.007290561,-0.00568785,0.02211781,0.02314922
7/1/1980,0.010060945,0.018512349,0.018767291,0.01417432,0.02621584,0.03462595
10/1/1980,0.011662875,0.017842599,0.020779391,0.01577625,0.02554609,0.03663805
1/1/1981,-0.014425365,0.010267909,0.022120161,-0.01031199,0.0179714,0.03797882
4/1/1981,0.004340905,0.011381359,0.022501091,0.00845428,0.01908485,0.03835975
7/1/1981,-0.019373585,0.010400109,0.013956431,-0.01526021,0.0181036,0.02981509
10/1/1981,-0.023780545,0.006085559,0.016698971,-0.01966717,0.01378905,0.03255763
1/1/1982,-0.002853685,0.005138759,0.015683611,0.00125969,0.01284225,0.03154227
4/1/1982,-0.011777895,0.006175149,0.007708541,-0.00766452,0.01387864,0.0235672
7/1/1982,-0.006435725,0.002728799,0.004105981,-0.00232235,0.01043229,0.01996464
10/1/1982,0.004726465,-0.000317931,0.004616191,0.00883984,0.00738556,0.02047485
1/1/1983,0.016618905,0.001233639,0.005356461,0.02073228,0.00893713,0.02121512
4/1/1983,0.010706075,0.001009899,0.007256451,0.01481945,0.00871339,0.02311511
7/1/1983,0.013349725,0.001077969,0.006386951,0.0174631,0.00878146,0.02224561
10/1/1983,0.013343825,0.003980879,0.007333201,0.0174572,0.01168437,0.02319186
1/1/1984,0.010142725,0.000338879,0.008937921,0.0142561,0.00804237,0.02479658
4/1/1984,0.001830575,0.000274719,0.010280001,0.00594395,0.00797821,0.02613866
7/1/1984,0.000365435,-0.000618651,0.006395471,0.00447881,0.00708484,0.02225413
10/1/1984,0.001999275,0.002762039,0.004811841,0.00611265,0.01046553,0.0206705
1/1/1985,0.001303975,-0.000877521,0.002967441,0.00541735,0.00682597,0.0188261
4/1/1985,0.008100975,-0.002952891,0.002067731,0.01221435,0.0047506,0.01792639
7/1/1985,0.001132775,-0.000417971,0.002220451,0.00524615,0.00728552,0.01807911
10/1/1985,2.49E-05,-0.003812701,0.001533381,0.00413828,0.00389079,0.01739204
1/1/1986,-0.002708155,-0.002761251,-0.000389629,0.00140522,0.00494224,0.01546903
4/1/1986,0.002272375,-0.001592951,-0.001954099,0.00638575,0.00611054,0.01390456
7/1/1986,-0.001730455,-0.001103681,-0.002384959,0.00238292,0.00659981,0.0134737
10/1/1986,-0.000303465,0.001333309,-0.001920299,0.00380991,0.0090368,0.01393836
1/1/1987,0.003574735,-0.000299421,-0.001616049,0.00768811,0.00740407,0.01424261
4/1/1987,0.001550015,-0.000353831,-0.000635029,0.00566339,0.00734966,0.01522363
7/1/1987,0.010622985,0.000230009,-0.001091829,0.01473636,0.0079335,0.01476683
10/1/1987,-0.000202205,-0.001097771,-0.001446979,0.00391117,0.00660572,0.01441168
1/1/1988,0.005301785,0.002500039,-0.000211889,0.00941516,0.01020353,0.01564677
4/1/1988,-0.001451085,0.003760809,0.001821721,0.00266229,0.0114643,0.01768038
7/1/1988,0.006560175,-5.10E-05,0.003647011,0.01067355,0.00765247,0.01950567
10/1/1988,0.005171265,0.002936859,0.005722551,0.00928464,0.01064035,0.02158121
1/1/1989,-0.000867355,0.002102289,0.005390511,0.00324602,0.00980578,0.02124917
4/1/1989,-0.001659095,-0.000381851,0.003944471,0.00245428,0.00732164,0.01980313
7/1/1989,-0.002878525,-0.000316351,0.003460081,0.00123485,0.00738714,0.01931874
10/1/1989,0.000292215,0.003393309,0.003731991,0.00440559,0.0110968,0.01959065
1/1/1990,-0.003924975,0.003735879,0.003698001,0.0001884,0.01143937,0.01955666
4/1/1990,-0.008249225,0.001883649,0.003009901,-0.00413585,0.00958714,0.01886856
7/1/1990,-0.015071405,0.000881239,0.001770831,-0.01095803,0.00858473,0.01762949
10/1/1990,-0.011179905,0.003854709,-0.000685799,-0.00706653,0.0115582,0.01517286
1/1/1991,-0.000550505,-0.000518911,-0.001861149,0.00356287,0.00718458,0.01399751
4/1/1991,-0.004096545,-0.001125621,-0.002325839,0.00001683,0.00657787,0.01353282
7/1/1991,-0.001508345,-0.002383741,-0.004443759,0.00260503,0.00531975,0.0114149
10/1/1991,0.002918345,-0.000105591,-0.006077649,0.00703172,0.0075979,0.00978101
1/1/1992,0.002957705,-0.002124521,-0.006616079,0.00707108,0.00557897,0.00924258
4/1/1992,0.000897695,-0.004436231,-0.008120459,0.00501107,0.00326726,0.0077382
7/1/1992,0.005916245,-0.001416891,-0.008154059,0.01002962,0.0062866,0.0077046
10/1/1992,-0.006914515,0.000581919,-0.008431139,-0.00280114,0.00828541,0.00742752
1/1/1993,-0.000362755,-0.002359881,-0.008414349,0.00375062,0.00534361,0.00744431
4/1/1993,-0.002374065,-0.003236821,-0.008321999,0.00173931,0.00446667,0.00753666
7/1/1993,0.008051755,-0.001884291,-0.008179249,0.01216513,0.0058192,0.00767941
10/1/1993,0.001947515,-0.002547481,-0.007717279,0.00606089,0.00515601,0.00814138
1/1/1994,0.007508935,-0.003200631,-0.005841989,0.01162231,0.00450286,0.01001667
4/1/1994,-0.001354455,-0.001765661,-0.004603899,0.00275892,0.00593783,0.01125476
7/1/1994,0.005353985,-0.002937141,-0.002570769,0.00946736,0.00476635,0.01328789
10/1/1994,-0.001843745,-0.000391031,-0.001413159,0.00226963,0.00731246,0.0144455
1/1/1995,-0.004252275,-0.003505031,-0.001768189,-0.0001389,0.00419846,0.01409047
4/1/1995,0.001023055,-0.003217351,-0.002351179,0.00513643,0.00448614,0.01350748
7/1/1995,0.001120015,-0.002832361,-0.002621429,0.00523339,0.00487113,0.01323723
10/1/1995,0.000886995,-0.001547141,-0.003457079,0.00500037,0.00615635,0.01240158
1/1/1996,0.009713405,-0.004188191,-0.003229239,0.01382678,0.0035153,0.01262942
4/1/1996,-0.001969665,-0.002902521,-0.003035119,0.00214371,0.00480097,0.01282354
7/1/1996,0.004199855,-0.003620841,-0.003338949,0.00831323,0.00408265,0.01251971
10/1/1996,0.001913845,-0.000672711,-0.003127969,0.00602722,0.00703078,0.01273069
1/1/1997,0.008020175,-0.002978141,-0.003161729,0.01213355,0.00472535,0.01269693
4/1/1997,0.003632415,-0.004761451,-0.003161729,0.00774579,0.00294204,0.01269693
7/1/1997,-7.71E-05,-0.004086851,-0.003051999,0.00403625,0.00361664,0.01280666
10/1/1997,0.008442825,-0.005072551,-0.003144849,0.0125562,0.00263094,0.01271381
1/1/1998,-0.001072345,-0.005273591,-0.003338949,0.00304103,0.0024299,0.01251971
4/1/1998,0.003159045,-0.004118041,-0.003727039,0.00727242,0.00358545,0.01213162
7/1/1998,0.009111195,-0.005095171,-0.005168389,0.01322457,0.00260832,0.01069027
10/1/1998,-0.000377485,-0.003179251,-0.004780859,0.00373589,0.00452424,0.0110778
1/1/1999,-0.001963875,-0.003964811,-0.004662889,0.0021495,0.00373868,0.01119577
4/1/1999,0.005555135,-0.004646261,-0.004165559,0.00966851,0.00305723,0.0116931
7/1/1999,0.010018845,-0.003515001,-0.003170169,0.01413222,0.00418849,0.01268849
10/1/1999,-0.011718755,-0.000132711,-0.001962549,-0.00760538,0.00757078,0.01389611
1/1/2000,0.004625225,-0.001969041,-0.001472339,0.0087386,0.00573445,0.01438632
4/1/2000,-0.005885315,-0.003587491,-0.000702719,-0.00177194,0.004116,0.01515594
7/1/2000,-0.004403485,-0.002489331,-0.000702719,-0.00029011,0.00521416,0.01515594
10/1/2000,-0.008146695,0.001264349,-0.003743909,-0.00403332,0.00896784,0.01211475
1/1/2001,-0.011068335,-0.001555841,-0.006666539,-0.00695496,0.00614765,0.00919212
4/1/2001,-0.008031985,-0.002230021,-0.007902089,-0.00391861,0.00547347,0.00795657
7/1/2001,-0.000541595,-0.008977961,-0.011080599,0.00357178,-0.00127447,0.00477806
10/1/2001,0.005627405,-0.004429571,-0.011541019,0.00974078,0.00327392,0.00431764
1/1/2002,-0.003487335,-0.004621261,-0.011557759,0.00062604,0.00308223,0.0043009
4/1/2002,0.002708255,-0.005172301,-0.011741859,0.00682163,0.00253119,0.0041168
7/1/2002,-0.003777425,-0.003289271,-0.012519759,0.00033595,0.00441422,0.0033389
10/1/2002,-0.007291505,-0.001431071,-0.012962799,-0.00317813,0.00627242,0.00289586
