|Barcode|Name
39|037000007807|Tide PODS and Gentle, Liquid Laundry Detergent Soap Pacs, HE Compatible, 57 Count, Free and Clear of Dyes and Perfumes, Hypoallergenic for Sensitive Skin, Unscented
40|037000801252|Tide Pods Liquid Laundry Detergent Pacs, Free & Gentle, 51 Count
41|037000898870|Tide PODS Free & Gentle Liquid Laundry Detergent Pacs, 35 count
42|037000956884|Tide PODS and Gentle, Liquid Laundry Detergent Soap Pacs, HE Compatible, 20 Count, Free and Clear of Dyes and Perfumes, Hypoallergenic for Sensitive Skin, Unscented
43|037000850007|Tide Plus A Touch of Downy Powder Laundry Detergent, 80 Loads,148oz
44|037000850021|Tide plus Downy Powder Laundry Detergent, April Fresh, 148 oz, 89 loads
45|037000813064|Tide Antibacterial Fabric Spray, 22 floz
46|037000914372|Tide Simply Clean & Sensitive Liquid Laundry Detergent, 40 loads, 100floz
47|037000914389|Tide Simply Clean & Sensitive Liquid Laundry Detergent, 28 loads, 60oz
48|037000444770|Tide Simply Clean & Sensitive Liquid Laundry Detergent, Cool Cotton, 22 loads, 31 fl oz
49|037000914402|Tide Simply Clean & Sensitive Liquid Laundry Detergent, 19 loads, 40oz
50|037000441069|Tide Simply Clean & Sensitive Liquid Laundry Detergent, Cool Cotton, 89 loads 128 fl oz
51|037000918226|Tide Plus Febreze Sport Odor Defense™ Liquid Laundry Detergent
52|037000875024|Tide Plus Febreze Sport Odor Defense Liquid Laundry Detergent, Active Fresh Scent, 89 loads, 138 oz
53|037000875000|Tide Plus Febreze Freshness Sport Active Fresh Scent Liquid Laundry Detergent 36 Loads 69 Fl Oz
54|037000875154|Tide Plus Febreze Sport Odor Defense HE Turbo Clean Liquid Laundry Detergent, 46 fl oz, 29 loads
55|037000875017|Tide Plus Febreze Sport Odor Defense HE Turbo Clean Liquid Laundry Detergent, 92 fl oz 59 loads
56|037000918233|Tide Plus Febreze Sport Odor Defense™ Liquid Laundry Detergent, 115 loads
57|037000875185|Tide Plus Febreze Sport Odor Defense HE Turbo Clean Liquid Laundry Detergent, 138 fl oz 89 loads
58|037000875161|Tide Plus Febreze Sport Odor Defense HE Turbo Clean Liquid Laundry Detergent, 69 fl oz, 44 loads
59|037000885771|Tide Plus Febreze Sport Odor Defense HE Turbo Clean Liquid Laundry Detergent, 37 fl oz, 24 loads
60|037000892809|Tide Plus Febreze Freshness Liquid Laundry Detergent, 24 loads, 37oz
61|037000905394|Tide Plus Febreze Freshness Liquid Laundry Detergent, 74 loads, 115 oz
62|037000875673|Tide Plus Febreze Freshness Spring & Renewal HE Turbo Clean Liquid Laundry Detergent, 138 fl oz 89 loads
63|037000875659|Tide Plus Febreze Freshness Spring & Renewal HE Turbo Clean Liquid Laundry Detergent, 69 fl oz, 44 loads
64|037000875642|Tide Plus Febreze Freshness Spring & Renewal HE Turbo Clean Liquid Laundry Detergent, 46 fl oz, 29 loads
65|037000875635|Tide Plus Febreze Freshness Spring & Renewal HE Turbo Clean Liquid Laundry Detergent, 37 fl oz, 24 loads
66|037000875628|Tide Plus Febreze Freshness Spring & Renewal HE Turbo Clean Liquid Laundry Detergent, 138 fl oz 89 loads
67|037000875604|Tide Plus Febreze Freshness Spring & Renewal HE Turbo Clean Liquid Laundry Detergent, 46 fl oz, 29 loads
68|037000604266|Tide purclean Liquid Laundry Detergent eco-box, HE Compatible, 105 fl oz, 72 loads, 75% plant-based
69|037000451839|Tide Simply Free & Sensitive Liquid Laundry Detergent, Unscented, 89 loads 128 fl oz
70|037000451822|Tide Simply Liquid Laundry Detergent, Free & Sensitive, 92 oz, 64 Loads
71|037000448372|Tide Simply Liquid Laundry Detergent, Free & Sensitive, 31 oz, 22 Loads
72|037000499664|Tide To Go Instant Stain Remover Wipes, 10 Count, Pack of 3, Conveniently Fights Stains in Seconds
73|037000534334|Tide Power PODs Hygienic Clean Heavy Duty, Liquid Laundry Detergent Pacs, HE Compatible, 21 Count, For Visible and Invisible Dirt, Spring Meadow Scent
74|030772036488|Tide Hygienic Clean Heavy 10x Duty Power PODS Laundry Detergent Pacs, Spring Meadow, 32 count, For Visible and Invisible Dirt
75|037000534358|Tide Hygienic Clean Heavy 10x Duty Power PODS Laundry Detergent Pacs, Spring Meadow, 36 count, For Visible and Invisible Dirt
76|037000534365|Tide Power PODs Hygienic Clean Heavy Duty, Liquid Laundry Detergent Pacs, HE Compatible, 41 Count, For Visible and Invisible Dirt, Spring Meadow Scent
77|037000534372|Tide Power PODs Hygienic Clean Heavy Duty, Liquid Laundry Detergent Pacs, HE Compatible, 48 Count, For Visible and Invisible Dirt, Spring Meadow Scent
78|037000873211|Tide Power PODs Hygienic Clean Heavy Duty, Liquid Laundry Detergent Pacs, HE Compatible, 3 Bag Value Pack, 57 Count, For Visible and Invisible Dirt, Spring Meadow Scent
79|030772036495|Tide Hygienic Clean Heavy 10x Duty Power PODS Laundry Detergent Pacs, Spring Meadow, 63 count, For Visible and Invisible Dirt
80|037000752578|Tide Simply PODS Oxi + Ultra Stain Release Liquid Laundry Detergent Pacs, Refreshing Breeze, 13 count
81|037000799634|Tide Simply PODS Oxi + Ultra Stain Release Liquid Laundry Detergent Pacs, Refreshing Breeze, 20 count
82|037000752295|Tide Simply PODS Oxi + Ultra Stain Release Liquid Laundry Detergent Pacs, Refreshing Breeze, 32 count
83|037000752301|Tide Simply PODS Oxi + Ultra Stain Release Liquid Laundry Detergent Pacs, Refreshing Breeze, 43 count
84|037000606017|Tide Simply PODS Oxi + Ultra Stain Release Liquid Laundry Detergent Pacs, Refreshing Breeze, 55 count
85|030772025963|Tide Liquid Laundry Detergent, Original, 80 loads, 115 fl oz
86|037000403678|Tide Liquid Laundry Detergent, Original, 96 loads, 138 fl oz
87|037000402145|Tide Liquid Laundry Detergent, Original, 48 loads, 69 fl oz
88|037000402138|Tide Liquid Laundry Detergent, Original, 32 loads, 46 fl oz
89|037000893745|Tide Liquid Laundry Detergent, Original, 25 loads, 37 fl oz
90|037000403654|Tide Liquid Laundry Detergent, Original, 96 loads, 138 fl oz, HE Compatible
91|030772025956|Tide Liquid Laundry Detergent, Original, 80 loads, 115 fl oz, HE Compatible
92|037000962335|Tide Bright + Whites Rescue In-Wash Laundry Booster Pacs, 9 count
93|037000796985|Tide PODS Laundry Detergent Soap Pacs, HE Compatible, 9 ct, Powerful 3-in-1 Clean, Spring Meadow
94|037000955832|Tide PODS Liquid Laundry Detergent Pacs, Spring Meadow Scent, 20 count
95|037000509608|Tide PODS Laundry Detergent Soap Pacs, HE Compatible, 31 Count, Powerful 3-in-1 Clean in one Step, Spring Meadow Scent
96|037000509639|Tide PODS Laundry Detergent Soap Pacs, HE Compatible, 35 Count, Powerful 3-in-1 Clean in one Step, Spring Meadow Scent
97|037000962243|Tide Odor Rescue In-Wash Laundry Booster Pacs, 27 count
98|037000908166|Tide Simply + Oxi Liquid Laundry Detergent, Refreshing Breeze, 20 loads, 31 fl oz
99|037000975250|Tide Simply Plus Oxi Liquid Laundry Detergent, Refreshing Breeze, 48 Loads 75 fl oz
100|037000556190|Tide Simply + Oxi Liquid Laundry Detergent, Refreshing Breeze, 96 loads, 150 fl oz
101|030772025987|Tide Free & Gentle Liquid Laundry Detergent, 80 loads, 115 fl oz
102|037000418252|Tide Free & Gentle Liquid Laundry Detergent, 32 loads 46 fl oz, HE Compatible
103|037000419655|Tide Free & Gentle Liquid Laundry Detergent, 96 loads 138 fl oz
104|037000418238|Tide Free & Gentle Liquid Laundry Detergent, 32 loads 46 fl oz
105|037000803683|Tide Free & Gentle HE Turbo Clean Liquid Laundry Detergent, 25 Loads 40 fl oz
106|037000752684|Tide Ultra Oxi Liquid Laundry Detergent, 24 loads, 37 fl oz, HE Compatible
107|037000752622|Tide Ultra Oxi Liquid Laundry Detergent, 29 loads, 46 fl oz, HE Compatible
108|037000752653|Tide Ultra Oxi Liquid Laundry Detergent, 89 loads, 138 fl oz, HE Compatible
109|037000575238|Tide Ultra Oxi Liquid Laundry Detergent, 100 loads, 154 fl oz, HE Compatible
