Date,obs_g,obs_pie,obs_r,obsg,obspie,obsr
1958-04-01,0.014593504,-0.001644399,-0.008282809,0.01943145,0.00693644,0.00420884
1958-07-01,0.013584314,-0.003066119,-0.005743939,0.01842226,0.00551472,0.00674771
1958-10-01,0.012067514,-0.008122649,-0.005534169,0.01690546,0.00045819,0.00695748
1959-01-01,0.017264174,-0.008580839,-0.004963379,0.02210212,0,0.00752827
1959-04-01,-0.008835796,-0.006293029,-0.003602259,-0.00399785,0.00228781,0.00888939
1959-07-01,-0.004714586,-0.004020869,-0.001860339,0.00012336,0.00455997,0.01063131
1959-10-01,0.010318314,-0.004041569,-0.002761129,0.01515626,0.00453927,0.00973052
1960-01-01,-0.012600386,-0.005415559,-0.004980179,-0.00776244,0.00316528,0.00751147
1960-04-01,-0.006183616,-0.004975609,-0.006574179,-0.00134567,0.00360523,0.00591747
1960-07-01,-0.021315496,-0.005436889,-0.006708289,-0.01647755,0.00314395,0.00578336
1960-10-01,-0.002717346,-0.006341199,-0.006599319,0.0021206,0.00223964,0.00589233
1961-01-01,0.010486314,-0.006346199,-0.006716669,0.01532426,0.00223464,0.00577498
1961-04-01,0.008385574,-0.005905849,-0.006716669,0.01322352,0.00267499,0.00577498
1961-07-01,0.013774534,-0.005469029,-0.006322659,0.01861248,0.00311181,0.00616899
1961-10-01,0.010864524,-0.002386129,-0.005660029,0.01570247,0.00619471,0.00683162
1962-01-01,0.002229254,-0.006817949,-0.005676819,0.0070672,0.00176289,0.00681483
1962-04-01,0.000383924,-0.006381589,-0.005366329,0.00522187,0.00219925,0.00712532
1962-07-01,-0.007952156,-0.005509989,-0.005433469,-0.00311421,0.00307085,0.00705818
1962-10-01,0.002025774,-0.005082799,-0.005198449,0.00686372,0.00349804,0.0072932
1963-01-01,0.003779154,-0.007272219,-0.005114509,0.0086171,0.00130862,0.00737714
1963-04-01,0.010058954,-0.006838679,-0.004224239,0.0148969,0.00174216,0.00826741
1963-07-01,-0.001805786,-0.000778459,-0.003711549,0.00303216,0.00780238,0.0087801
1963-10-01,0.013014214,-0.005993519,-0.003627479,0.01785216,0.00258732,0.00886417
1964-01-01,0.002989274,-0.006000189,-0.003761989,0.00782722,0.00258065,0.00872966
1964-04-01,0.004243234,-0.004722309,-0.003711549,0.00908118,0.00385853,0.0087801
1964-07-01,-0.006626776,-0.003459189,-0.003240659,-0.00178883,0.00512165,0.00925099
1964-10-01,0.015202894,-0.003485289,-0.002719049,0.02004084,0.00509555,0.0097726
1965-01-01,0.004512244,-0.004354289,-0.002761129,0.00935019,0.00422655,0.00973052
1965-04-01,0.011971304,-0.004372079,-0.002777959,0.01680925,0.00420876,0.00971369
1965-07-01,0.015434824,-0.001883449,-0.002020349,0.02027277,0.00669739,0.0104713
1965-10-01,0.016984654,-0.001928009,-0.000899719,0.0218226,0.00665283,0.01159193
1966-01-01,-0.003863566,-0.000737659,-0.000958729,0.00097438,0.00784318,0.01153292
1966-04-01,-0.001359626,0.002053211,0.000196841,0.00347832,0.01063405,0.01268849
1966-07-01,0.000860304,-7.36E-05,0.000618921,0.00569825,0.00850724,0.01311057
1966-10-01,0.001005534,-0.004555069,-0.001144179,0.00584348,0.00402577,0.01134747
1967-01-01,-0.009214606,-0.002173129,-0.003299529,-0.00437666,0.00640771,0.00919212
1967-04-01,-0.002547936,0.001744911,-0.001683449,0.00229001,0.01032575,0.0108082
1967-07-01,-0.001916476,0.002421241,-0.000537149,0.00292147,0.01100208,0.0119545
1967-10-01,0.011407434,0.002687981,0.000213721,0.01624538,0.01126882,0.01270537
1968-01-01,0.008832834,0.001415401,0.001404461,0.01367078,0.00999624,0.01389611
1968-04-01,-0.001894196,0.000937601,0.000585151,0.00294375,0.00951844,0.0130768
1968-07-01,-0.005329116,0.005342241,0.001573471,-0.00049117,0.01392308,0.01406512
1968-10-01,0.006036024,0.001458291,0.002858901,0.01087397,0.01003913,0.01535055
1969-01-01,-0.006297596,0.004649781,0.003121271,-0.00145965,0.01323062,0.01561292
1969-04-01,-0.003331236,0.005917421,0.005222661,0.00150671,0.01449826,0.01771431
1969-07-01,-0.014388826,0.004290271,0.006062761,-0.00955088,0.01287111,0.01855441
1969-10-01,-0.011395346,0.005528741,0.005697781,-0.0065574,0.01410958,0.01818943
1970-01-01,-0.008098556,0.004986951,0.004340891,-0.00326061,0.01356779,0.01683254
1970-04-01,-0.001803966,-0.000322019,0.003451431,0.00303398,0.00825882,0.01594308
1970-07-01,-0.021464986,0.004357711,0.000982051,-0.01662704,0.01293855,0.0134737
1970-10-01,0.017128034,0.006194451,-0.002845269,0.02196598,0.01477529,0.00964638
1971-01-01,-0.005062476,0.004664391,-0.001809799,-0.00022453,0.01324523,0.01068185
1971-04-01,-0.002719596,0.001564891,0.000112451,0.00211835,0.01014573,0.0126041
1971-07-01,-0.008003966,-0.000473129,-0.001860339,-0.00316602,0.00810771,0.01063131
1971-10-01,0.003324964,0.005849421,-0.003862859,0.00816291,0.01443026,0.00862879
1972-01-01,0.012537124,-0.002233629,-0.003021949,0.01737507,0.00634721,0.0094697
1972-04-01,-0.000274176,0.001178411,-0.001885599,0.00456377,0.00975925,0.01060605
1972-07-01,0.007621334,0.003872621,-0.000258799,0.01245928,0.01245346,0.01223285
1972-10-01,0.015205784,0.003413771,0.001860861,0.02004373,0.01199461,0.01435251
1973-01-01,-3.04E-05,0.007793091,0.004154461,0.00480752,0.01637393,0.01664611
1973-04-01,-0.013946856,0.009598771,0.008536231,-0.00910891,0.01817961,0.02102788
1973-07-01,-0.001646196,0.012460261,0.006436361,0.00319175,0.0210411,0.01892801
1973-10-01,-0.017646736,0.009189761,0.006733641,-0.01280879,0.0177706,0.01922529
1974-01-01,-0.007235096,0.014447421,0.008102291,-0.00239715,0.02302826,0.02059394
1974-04-01,-0.021017696,0.020692211,0.008195871,-0.01617975,0.02927305,0.02068752
1974-07-01,-0.015365946,0.020907281,0.006079741,-0.010528,0.02948812,0.01857139
1974-10-01,-0.022565416,0.014194471,0.001987671,-0.01772747,0.02277531,0.01447932
1975-01-01,-0.000826426,0.005394741,0.001083411,0.00401152,0.01397558,0.01357506
1975-04-01,0.006677424,0.008928361,0.003459901,0.01151537,0.0175092,0.01595155
1975-07-01,0.002751254,0.009114391,0.001674891,0.0075892,0.01769523,0.01416654
1975-10-01,0.013843104,0.002321751,-0.000123819,0.01868105,0.01090259,0.01236783
1976-01-01,-0.001069436,0.001488771,0.000483841,0.00376851,0.01006961,0.01297549
1976-04-01,-0.004928916,0.005160201,0.000466951,-0.00009097,0.01374104,0.0129586
1976-07-01,-0.001089946,0.009374641,-0.000739529,0.003748,0.01795548,0.01175212
1976-10-01,0.002903914,0.007467191,-0.000849139,0.00774186,0.01604803,0.01164251
1977-01-01,0.008296394,0.007661341,-0.000317849,0.01313434,0.01624218,0.0121738
1977-04-01,0.008110744,0.003429981,0.001345311,0.01294869,0.01201082,0.01383696
1977-07-01,-0.008082976,0.011772201,0.002901211,-0.00324503,0.02035304,0.01539286
1977-10-01,-0.006333816,0.006469971,0.003620791,-0.00149587,0.01505081,0.01611244
1978-01-01,0.028643764,0.010652551,0.003832531,0.03348171,0.01923339,0.01632418
1978-04-01,0.000199264,0.008644861,0.005960891,0.00503721,0.0172257,0.01845254
1978-07-01,0.003770184,0.011584831,0.009166201,0.00860813,0.02016567,0.02165785
1978-10-01,-0.006800686,0.010592901,0.011246211,-0.00196274,0.01917374,0.02373786
1979-01-01,-0.008414786,0.014107401,0.011229141,-0.00357684,0.02268824,0.02372079
1979-04-01,-0.002313096,0.012468541,0.011988901,0.00252485,0.02104938,0.02448055
1979-07-01,-0.006676546,0.011849071,0.017563861,-0.0018386,0.02042991,0.03005551
1979-10-01,-0.005798106,0.013619871,0.021461631,-0.00096016,0.02220071,0.03395328
1980-01-01,-0.029346326,0.013492731,0.011843731,-0.02450838,0.02207357,0.02433538
1980-04-01,-0.010525796,0.013536971,0.010657571,-0.00568785,0.02211781,0.02314922
1980-07-01,0.009336374,0.017635001,0.022134301,0.01417432,0.02621584,0.03462595
1980-10-01,0.010938304,0.016965251,0.024146401,0.01577625,0.02554609,0.03663805
1981-01-01,-0.015149936,0.009390561,0.025487171,-0.01031199,0.0179714,0.03797882
1981-04-01,0.003616334,0.010504011,0.025868101,0.00845428,0.01908485,0.03835975
1981-07-01,-0.020098156,0.009522761,0.017323441,-0.01526021,0.0181036,0.02981509
1981-10-01,-0.024505116,0.005208211,0.020065981,-0.01966717,0.01378905,0.03255763
1982-01-01,-0.003578256,0.004261411,0.019050621,0.00125969,0.01284225,0.03154227
1982-04-01,-0.012502466,0.005297801,0.011075551,-0.00766452,0.01387864,0.0235672
1982-07-01,-0.007160296,0.001851451,0.007472991,-0.00232235,0.01043229,0.01996464
1982-10-01,0.004001894,-0.001195279,0.007983201,0.00883984,0.00738556,0.02047485
1983-01-01,0.015894334,0.000356291,0.008723471,0.02073228,0.00893713,0.02121512
1983-04-01,0.009981504,0.000132551,0.010623461,0.01481945,0.00871339,0.02311511
1983-07-01,0.012625154,0.000200621,0.009753961,0.0174631,0.00878146,0.02224561
1983-10-01,0.012619254,0.003103531,0.010700211,0.0174572,0.01168437,0.02319186
1984-01-01,0.009418154,-0.000538469,0.012304931,0.0142561,0.00804237,0.02479658
1984-04-01,0.001106004,-0.000602629,0.013647011,0.00594395,0.00797821,0.02613866
1984-07-01,-0.000359136,-0.001495999,0.009762481,0.00447881,0.00708484,0.02225413
1984-10-01,0.001274704,0.001884691,0.008178851,0.00611265,0.01046553,0.0206705
1985-01-01,0.000579404,-0.001754869,0.006334451,0.00541735,0.00682597,0.0188261
1985-04-01,0.007376404,-0.003830239,0.005434741,0.01221435,0.0047506,0.01792639
1985-07-01,0.000408204,-0.001295319,0.005587461,0.00524615,0.00728552,0.01807911
1985-10-01,-0.000699666,-0.004690049,0.004900391,0.00413828,0.00389079,0.01739204
1986-01-01,-0.003432726,-0.003638599,0.002977381,0.00140522,0.00494224,0.01546903
1986-04-01,0.001547804,-0.002470299,0.001412911,0.00638575,0.00611054,0.01390456
1986-07-01,-0.002455026,-0.001981029,0.000982051,0.00238292,0.00659981,0.0134737
1986-10-01,-0.001028036,0.000455961,0.001446711,0.00380991,0.0090368,0.01393836
1987-01-01,0.002850164,-0.001176769,0.001750961,0.00768811,0.00740407,0.01424261
1987-04-01,0.000825444,-0.001231179,0.002731981,0.00566339,0.00734966,0.01522363
1987-07-01,0.009898414,-0.000647339,0.002275181,0.01473636,0.0079335,0.01476683
1987-10-01,-0.000926776,-0.001975119,0.001920031,0.00391117,0.00660572,0.01441168
1988-01-01,0.004577214,0.001622691,0.003155121,0.00941516,0.01020353,0.01564677
1988-04-01,-0.002175656,0.002883461,0.005188731,0.00266229,0.0114643,0.01768038
1988-07-01,0.005835604,-0.000928369,0.007014021,0.01067355,0.00765247,0.01950567
1988-10-01,0.004446694,0.002059511,0.009089561,0.00928464,0.01064035,0.02158121
1989-01-01,-0.001591926,0.001224941,0.008757521,0.00324602,0.00980578,0.02124917
1989-04-01,-0.002383666,-0.001259199,0.007311481,0.00245428,0.00732164,0.01980313
1989-07-01,-0.003603096,-0.001193699,0.006827091,0.00123485,0.00738714,0.01931874
1989-10-01,-0.000432356,0.002515961,0.007099001,0.00440559,0.0110968,0.01959065
1990-01-01,-0.004649546,0.002858531,0.007065011,0.0001884,0.01143937,0.01955666
1990-04-01,-0.008973796,0.001006301,0.006376911,-0.00413585,0.00958714,0.01886856
1990-07-01,-0.015795976,3.89E-06,0.005137841,-0.01095803,0.00858473,0.01762949
1990-10-01,-0.011904476,0.002977361,0.002681211,-0.00706653,0.0115582,0.01517286
1991-01-01,-0.001275076,-0.001396259,0.001505861,0.00356287,0.00718458,0.01399751
1991-04-01,-0.004821116,-0.002002969,0.001041171,0.00001683,0.00657787,0.01353282
1991-07-01,-0.002232916,-0.003261089,-0.001076749,0.00260503,0.00531975,0.0114149
1991-10-01,0.002193774,-0.000982939,-0.002710639,0.00703172,0.0075979,0.00978101
1992-01-01,0.002233134,-0.003001869,-0.003249069,0.00707108,0.00557897,0.00924258
1992-04-01,0.000173124,-0.005313579,-0.004753449,0.00501107,0.00326726,0.0077382
1992-07-01,0.005191674,-0.002294239,-0.004787049,0.01002962,0.0062866,0.0077046
1992-10-01,-0.007639086,-0.000295429,-0.005064129,-0.00280114,0.00828541,0.00742752
1993-01-01,-0.001087326,-0.003237229,-0.005047339,0.00375062,0.00534361,0.00744431
1993-04-01,-0.003098636,-0.004114169,-0.004954989,0.00173931,0.00446667,0.00753666
1993-07-01,0.007327184,-0.002761639,-0.004812239,0.01216513,0.0058192,0.00767941
1993-10-01,0.001222944,-0.003424829,-0.004350269,0.00606089,0.00515601,0.00814138
1994-01-01,0.006784364,-0.004077979,-0.002474979,0.01162231,0.00450286,0.01001667
1994-04-01,-0.002079026,-0.002643009,-0.001236889,0.00275892,0.00593783,0.01125476
1994-07-01,0.004629414,-0.003814489,0.000796241,0.00946736,0.00476635,0.01328789
1994-10-01,-0.002568316,-0.001268379,0.001953851,0.00226963,0.00731246,0.0144455
1995-01-01,-0.004976846,-0.004382379,0.001598821,-0.0001389,0.00419846,0.01409047
1995-04-01,0.000298484,-0.004094699,0.001015831,0.00513643,0.00448614,0.01350748
1995-07-01,0.000395444,-0.003709709,0.000745581,0.00523339,0.00487113,0.01323723
1995-10-01,0.000162424,-0.002424489,-9.01E-05,0.00500037,0.00615635,0.01240158
1996-01-01,0.008988834,-0.005065539,0.000137771,0.01382678,0.0035153,0.01262942
1996-04-01,-0.002694236,-0.003779869,0.000331891,0.00214371,0.00480097,0.01282354
1996-07-01,0.003475284,-0.004498189,2.81E-05,0.00831323,0.00408265,0.01251971
1996-10-01,0.001189274,-0.001550059,0.000239041,0.00602722,0.00703078,0.01273069
1997-01-01,0.007295604,-0.003855489,0.000205281,0.01213355,0.00472535,0.01269693
1997-04-01,0.002907844,-0.005638799,0.000205281,0.00774579,0.00294204,0.01269693
1997-07-01,-0.000801696,-0.004964199,0.000315011,0.00403625,0.00361664,0.01280666
1997-10-01,0.007718254,-0.005949899,0.000222161,0.0125562,0.00263094,0.01271381
1998-01-01,-0.001796916,-0.006150939,2.81E-05,0.00304103,0.0024299,0.01251971
1998-04-01,0.002434474,-0.004995389,-0.000360029,0.00727242,0.00358545,0.01213162
1998-07-01,0.008386624,-0.005972519,-0.001801379,0.01322457,0.00260832,0.01069027
1998-10-01,-0.001102056,-0.004056599,-0.001413849,0.00373589,0.00452424,0.0110778
1999-01-01,-0.002688446,-0.004842159,-0.001295879,0.0021495,0.00373868,0.01119577
1999-04-01,0.004830564,-0.005523609,-0.000798549,0.00966851,0.00305723,0.0116931
1999-07-01,0.009294274,-0.004392349,0.000196841,0.01413222,0.00418849,0.01268849
1999-10-01,-0.012443326,-0.001010059,0.001404461,-0.00760538,0.00757078,0.01389611
2000-01-01,0.003900654,-0.002846389,0.001894671,0.0087386,0.00573445,0.01438632
2000-04-01,-0.006609886,-0.004464839,0.002664291,-0.00177194,0.004116,0.01515594
2000-07-01,-0.005128056,-0.003366679,0.002664291,-0.00029011,0.00521416,0.01515594
2000-10-01,-0.008871266,0.000387001,-0.000376899,-0.00403332,0.00896784,0.01211475
2001-01-01,-0.011792906,-0.002433189,-0.003299529,-0.00695496,0.00614765,0.00919212
2001-04-01,-0.008756556,-0.003107369,-0.004535079,-0.00391861,0.00547347,0.00795657
2001-07-01,-0.001266166,-0.009855309,-0.007713589,0.00357178,-0.00127447,0.00477806
2001-10-01,0.004902834,-0.005306919,-0.008174009,0.00974078,0.00327392,0.00431764
2002-01-01,-0.004211906,-0.005498609,-0.008190749,0.00062604,0.00308223,0.0043009
2002-04-01,0.001983684,-0.006049649,-0.008374849,0.00682163,0.00253119,0.0041168
2002-07-01,-0.004501996,-0.004166619,-0.009152749,0.00033595,0.00441422,0.0033389
2002-10-01,-0.008016076,-0.002308419,-0.009595789,-0.00317813,0.00627242,0.00289586
