0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,5.4,72.0,2.41,15.2,32.0,25.4,4.26,72.0,1.67,0.56,33.3,1.11,66.7,40.2,256.3,135.0,4.63,2.04,1.48,2.04,1.30,44.8,9.07,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,17.8,58.7,2.25,14.3,32.5,12.2,1.24,58.7,0.73,0.45,61.5,0.28,38.5,31.6,152.6,70.2,1.29,0.96,0.06,1.12,0.67,43.8,2.53,Matches
323,Cameron Harper,us USA,"MF,DF",NY Red Bulls,22,2001,15.8,40.9,0.89,5.32,14.2,21.8,4.11,40.9,3.80,1.65,43.3,2.09,55.0,24.7,169.7,92.2,3.80,1.96,1.27,2.41,1.14,28.5,8.99,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,26.4,56.9,4.43,16.7,25.8,14.7,2.16,56.9,1.02,0.42,40.7,0.42,40.7,22.8,103.6,47.7,1.21,1.02,0.27,0.91,0.27,29.1,3.67,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,16.9,36.5,0.83,3.79,11.1,22.1,3.73,36.5,2.72,1.01,37.0,1.48,54.3,26.2,174.3,93.0,3.67,2.25,1.07,2.72,1.24,27.9,9.41,Matches
326,Marcel Hartel,de GER,"MF,FW",St. Louis,28,1996,9.0,55.1,1.78,10.3,24.9,20.6,2.89,55.0,1.89,0.89,47.1,1.00,52.9,31.8,171.9,70.2,1.67,1.22,0.56,1.67,0.33,39.0,7.00,Matches
327,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,23,2000,11.6,57.3,5.60,24.8,25.5,7.41,1.03,57.3,1.72,0.86,50.0,0.60,35.0,31.0,135.4,66.4,0.95,0.86,0.34,1.03,0.95,33.5,1.12,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1.0,34.0,29.0,34.0,0.00,0.00,0.00,34.0,0.00,0.00,,0.00,,18.0,62.0,44.0,0.00,0.00,0.00,0.00,0.00,14.0,0.00,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,9.7,56.0,9.90,35.7,18.7,1.65,1.24,56.0,0.10,0.00,0.0,0.10,100.0,25.8,86.3,41.2,0.00,0.21,0.00,0.00,0.00,37.1,0.21,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,22.6,56.9,1.37,9.12,31.9,16.8,2.43,56.9,1.46,0.75,51.5,0.53,36.4,32.2,163.9,81.7,2.39,1.68,0.40,1.46,0.88,38.8,3.58,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,0.1,100.0,0.00,10.0,60.0,30.0,0.00,100.0,0.00,0.00,,0.00,,90.0,390.0,190.0,0.00,10.0,0.00,0.00,0.00,90.0,0.00,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,4.2,46.2,0.24,6.90,25.7,13.6,0.71,46.2,0.24,0.24,100.0,0.00,0.0,28.1,111.0,45.7,0.71,0.71,0.00,2.14,0.95,31.9,3.81,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,7.9,60.3,3.67,22.3,27.2,11.1,1.01,60.3,0.38,0.38,100.0,0.00,0.0,33.0,155.9,74.6,0.89,0.76,0.00,0.76,0.38,36.6,2.03,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,28.8,64.0,3.82,16.6,29.2,19.1,1.42,64.0,1.88,1.28,68.5,0.56,29.6,34.1,197.1,99.9,2.71,1.94,0.45,1.15,0.69,35.8,4.41,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,18.0,112.3,2.00,25.1,61.8,26.4,2.00,112.3,2.33,1.44,61.9,0.78,33.3,64.5,284.5,122.1,1.44,2.39,0.39,1.83,1.22,86.8,2.89,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,5.2,51.2,1.15,11.2,22.1,18.1,2.69,51.2,0.77,0.38,50.0,0.38,50.0,24.2,115.0,55.0,1.15,0.77,0.38,1.35,0.38,35.6,9.42,Matches
337,Bode Hidalgo,us USA,"DF,FW",Real Salt Lake,21,2002,16.2,76.2,5.62,30.1,35.8,11.0,0.80,76.2,1.48,0.43,29.2,0.99,66.7,43.7,188.5,100.2,1.23,1.30,0.37,1.05,0.25,50.2,3.21,Matches
338,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,15.2,60.9,7.57,32.4,23.9,4.87,0.92,60.9,0.26,0.07,25.0,0.20,75.0,28.2,117.1,51.9,0.20,0.39,0.00,0.33,0.26,33.9,0.92,Matches
339,Brendan Hines-Ike,us USA,DF,Austin,29,1994,24.7,66.2,9.31,35.9,27.9,2.63,0.40,66.2,0.24,0.08,33.3,0.12,50.0,39.6,203.0,99.1,0.53,0.40,0.04,0.28,0.08,49.8,0.16,Matches
340,Marino Hinestroza,co COL,"MF,FW",Columbus Crew,21,2002,3.9,60.8,0.26,4.10,24.6,32.8,7.95,60.8,7.69,3.59,46.7,3.85,50.0,48.2,326.9,161.3,5.64,1.79,3.59,3.33,3.33,51.3,16.2,Matches
341,Bongokuhle Hlongwane,za RSA,"FW,DF",Minnesota Utd,23,2000,21.3,40.7,1.41,6.76,16.4,18.4,4.98,40.7,3.29,1.36,41.4,1.74,52.9,25.3,144.5,72.5,2.63,1.69,0.66,2.68,1.74,28.4,8.64,Matches
342,Ryan Hollingshead,us USA,"DF,MF",LAFC,32,1991,24.5,64.2,3.80,20.1,30.7,14.0,1.96,64.2,1.22,0.45,36.7,0.65,53.3,34.6,213.5,120.4,2.65,1.80,0.29,1.22,0.49,38.6,4.12,Matches
343,Jackson Hopkins,us USA,MF,D.C. United,19,2004,10.6,45.6,2.17,8.87,28.7,8.30,0.47,45.6,1.13,0.57,50.0,0.38,33.3,24.3,136.0,63.3,1.42,1.60,0.28,1.23,1.32,28.0,0.85,Matches
344,Jannes Horn,de GER,DF,St. Louis,26,1997,6.2,53.1,3.23,15.6,26.6,11.3,1.29,53.1,0.65,0.16,25.0,0.32,50.0,29.4,181.0,99.2,2.10,1.29,0.00,0.65,0.32,34.2,4.03,Matches
345,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31.0,61.3,8.13,36.6,23.1,1.81,0.68,61.3,0.23,0.06,28.6,0.10,42.9,32.4,112.6,56.4,0.19,0.23,0.00,0.29,0.16,39.3,0.16,Matches
346,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,29.4,40.5,0.92,5.17,13.4,22.3,4.76,40.5,3.74,1.46,39.1,2.18,58.2,25.5,154.8,81.8,3.64,1.60,1.67,1.77,1.19,29.4,11.0,Matches
347,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,21,2002,11.2,39.6,1.79,4.73,20.4,14.7,3.93,39.6,1.07,0.54,50.0,0.54,50.0,20.7,100.7,43.0,1.25,1.07,0.45,3.13,1.25,26.8,6.52,Matches
348,Tega Ikoba,us USA,"FW,MF",Portland Timbers,20,2003,0.1,50.0,0.00,0.00,20.0,30.0,0.00,50.0,0.00,0.00,,0.00,,30.0,60.0,0.00,0.00,0.00,0.00,20.0,0.00,30.0,10.0,Matches
349,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,16.3,62.5,2.82,17.5,25.5,20.1,1.90,62.5,1.17,0.31,26.3,0.74,63.2,29.5,142.6,78.9,2.27,1.17,0.43,1.60,0.86,35.3,7.42,Matches
350,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,21.7,84.4,4.70,23.3,50.7,11.2,0.55,84.4,0.92,0.55,60.0,0.37,40.0,50.0,222.1,98.1,1.01,1.20,0.05,0.92,0.83,59.9,1.71,Matches
351,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,19.0,72.3,6.84,33.0,36.0,3.53,1.37,72.3,0.16,0.11,66.7,0.05,33.3,45.4,199.5,108.7,0.37,0.21,0.00,0.37,0.00,51.3,0.21,Matches
352,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,32,1991,15.0,83.5,0.87,12.3,44.3,28.0,3.27,83.5,3.07,1.47,47.8,1.53,50.0,54.5,297.7,149.9,3.53,3.00,1.00,2.47,1.80,67.6,6.33,Matches
353,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5.0,33.0,29.8,32.8,0.20,0.00,0.00,33.0,0.00,0.00,,0.00,,16.6,86.0,57.4,0.00,0.00,0.00,0.00,0.00,10.8,0.00,Matches
354,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25.0,34.4,30.7,34.2,0.16,0.00,0.00,34.4,0.00,0.00,,0.00,,17.7,84.4,47.3,0.00,0.00,0.00,0.00,0.00,15.4,0.00,Matches
355,Ousman Jabang,us USA,DF,CF Montréal,22,2001,0.0,10,0,8,0,2,0,10,0,0,,0,,3,5,0,0,0,0,0,0,1,1,Matches
356,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,4.0,54.5,0.00,6.75,19.8,28.5,4.00,54.5,4.25,2.25,52.9,2.00,47.1,39.5,220.3,94.0,3.00,1.75,0.50,3.25,2.50,46.5,4.50,Matches
357,Aziel Jackson,us USA,"FW,MF",St. Louis,22,2001,8.9,49.7,0.56,3.93,18.0,28.1,4.16,49.7,4.38,1.69,38.5,2.47,56.4,29.9,154.6,54.3,1.69,1.80,0.90,4.94,2.02,34.8,6.40,Matches
358,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3.0,34.7,32.3,34.3,0.33,0.00,0.00,34.7,0.00,0.00,,0.00,,15.7,80.0,54.7,0.00,0.00,0.00,0.00,0.00,14.7,0.00,Matches
359,Robin Jansson,se SWE,DF,Orlando City,32,1991,29.6,62.7,7.97,34.5,26.9,1.72,0.47,62.7,0.17,0.14,80.0,0.00,0.0,35.1,144.6,70.8,0.24,0.34,0.07,0.34,0.03,43.1,0.17,Matches
360,Andres Jasson,us USA,"MF,FW",NYCFC,22,2002,1.7,48.2,2.94,14.1,18.2,16.5,2.35,48.2,0.59,0.00,0.0,0.59,100.0,25.3,155.3,68.2,2.35,1.18,0.59,4.71,1.76,27.1,5.88,Matches
361,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
362,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,5.0,46.2,2.00,12.0,29.0,6.20,0.60,46.2,1.20,0.80,66.7,0.40,33.3,22.4,113.2,60.2,0.80,0.80,0.00,1.40,0.80,27.8,0.80,Matches
363,Hector Jiménez,us USA,DF,Austin,35,1988,6.4,64.1,3.28,16.7,32.8,15.0,1.09,64.1,0.47,0.16,33.3,0.31,66.7,30.8,157.2,84.8,2.19,0.78,0.16,0.63,0.31,41.6,2.97,Matches
364,Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
365,Levonte Johnson,ca CAN,"FW,MF",Vancouver W'caps,24,1999,7.4,34.2,0.54,3.78,13.9,17.0,3.51,34.2,3.11,0.68,21.7,2.03,65.2,22.0,114.7,50.7,1.89,1.49,0.54,3.92,2.97,24.1,7.03,Matches
366,Sean Johnson,us USA,GK,Toronto FC,34,1989,25.0,37.2,31.5,37.0,0.20,0.00,0.00,37.2,0.04,0.04,100.0,0.00,0.0,19.2,82.7,47.6,0.00,0.00,0.00,0.00,0.00,16.5,0.00,Matches
367,DeJuan Jones,us USA,DF,NE Revolution,26,1997,15.7,70.4,4.52,23.1,30.8,17.4,2.29,70.4,1.85,0.64,34.5,1.08,58.6,38.9,218.2,108.1,2.61,1.78,0.51,1.97,0.89,44.5,6.88,Matches
368,DeJuan Jones,us USA,DF,Columbus Crew,26,1997,4.5,58.0,2.44,17.1,19.6,21.8,2.22,58.0,1.56,0.44,28.6,1.11,71.4,31.8,193.1,103.8,3.11,2.44,0.44,1.78,1.11,37.8,10.9,Matches
369,Derrick Jones,us USA,MF,Columbus Crew,26,1997,5.3,78.1,2.26,21.9,49.6,6.79,0.00,78.1,1.32,0.75,57.1,0.19,14.3,46.8,206.2,94.5,1.32,0.94,0.00,0.94,1.51,64.0,0.38,Matches
370,Isaiah Jones,us USA,"MF,FW",Nashville SC,17,2006,0.1,160.0,0.00,20.0,130.0,10.0,0.00,160.0,10.0,0.00,0.0,10.0,100.0,70.0,220.0,90.0,0.00,0.00,0.00,10.0,10.0,90.0,0.00,Matches
371,Malachi Jones,sl SLE,FW,NYCFC,20,2003,5.4,48.0,1.30,8.15,17.4,23.5,8.33,48.0,7.41,2.41,32.5,3.89,52.5,27.6,205.4,112.4,4.44,2.78,2.78,4.07,2.04,31.1,12.2,Matches
372,Dejan Joveljić,rs SRB,FW,LA Galaxy,24,1999,21.4,26.4,1.17,2.57,9.49,14.5,5.42,26.3,1.54,0.51,33.3,0.89,57.6,14.0,52.3,21.7,0.98,0.37,0.70,2.29,1.03,19.4,4.53,Matches
373,Mykhi Joyner,us USA,FW,St. Louis,17,2006,0.5,24.0,0.00,8.00,4.00,12.0,4.00,24.0,2.00,0.00,0.0,2.00,100.0,12.0,128.0,22.0,2.00,2.00,2.00,6.00,0.00,14.0,6.00,Matches
374,Preston Judd,us USA,FW,SJ Earthquakes,24,1999,8.0,26.0,0.63,1.63,13.3,11.8,4.25,26.0,1.50,0.25,16.7,1.00,66.7,13.8,78.5,33.5,1.25,1.13,0.38,2.50,0.50,17.5,6.25,Matches
375,Anderson Julio,ec ECU,"FW,MF",Real Salt Lake,27,1996,15.5,27.4,0.71,1.74,7.48,18.7,5.61,27.4,2.84,1.48,52.3,1.29,45.5,18.0,116.9,55.3,1.94,1.16,1.23,2.77,1.23,19.7,6.97,Matches
376,Sam Junqua,us USA,DF,FC Dallas,27,1996,24.9,63.7,4.02,27.3,28.5,8.11,0.76,63.7,0.40,0.32,80.0,0.08,20.0,34.9,141.5,76.5,0.76,0.52,0.08,0.32,0.12,42.5,1.93,Matches
377,Sawyer Jura,us USA,DF,Portland Timbers,17,2006,0.0,8,0,3,3,2,0,8,1,0,0.0,0,0.0,2,22,11,1,1,0,0,0,2,0,Matches
378,Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,0.0,2,0,0,1,1,0,2,0,0,,0,,1,0,0,0,0,0,0,0,2,0,Matches
379,Kristijan Kahlina,hr CRO,GK,Charlotte,31,1992,34.0,37.7,30.5,37.4,0.35,0.00,0.00,37.7,0.00,0.00,,0.00,,21.9,113.0,71.9,0.00,0.00,0.00,0.03,0.03,17.9,0.00,Matches
380,Brent Kallman,us USA,DF,Nashville SC,33,1990,6.0,58.8,11.0,34.3,22.5,2.33,2.00,58.8,0.17,0.00,0.0,0.17,100.0,31.8,131.0,75.8,0.33,0.67,0.17,0.33,0.00,36.3,0.00,Matches
381,Kei Kamara,sl SLE,FW,LAFC,39,1984,11.2,28.2,1.88,3.93,14.2,10.4,4.29,28.2,0.98,0.45,45.5,0.45,45.5,13.8,49.4,19.3,0.27,0.27,0.27,1.96,1.52,19.6,2.59,Matches
382,Bernard Kamungo,us USA,"MF,FW",FC Dallas,22,2002,14.7,37.5,0.82,4.29,14.5,19.3,3.61,37.5,2.86,0.88,31.0,1.77,61.9,22.9,138.1,71.9,2.86,2.11,0.95,3.27,1.77,25.1,7.28,Matches
383,Alec Kann,us USA,GK,FC Cincinnati,33,1990,3.0,29.7,26.3,29.7,0.00,0.00,0.00,29.7,0.00,0.00,,0.00,,13.7,80.7,42.7,0.00,0.00,0.00,0.33,0.00,11.3,0.00,Matches
384,Alexandros Katranis,gr GRE,DF,Real Salt Lake,25,1998,22.2,63.6,2.75,13.2,28.9,22.0,1.31,63.6,0.95,0.36,38.1,0.41,42.9,31.7,138.7,78.6,1.44,2.03,0.27,1.17,0.41,37.7,5.54,Matches
385,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,29,1994,15.5,67.7,2.32,18.2,41.0,9.23,0.84,67.7,0.97,0.65,66.7,0.26,26.7,35.5,158.9,75.8,0.71,1.35,0.06,1.35,1.10,44.2,1.16,Matches
386,Kipp Keller,us USA,DF,FC Cincinnati,23,2000,9.1,79.6,9.89,41.9,36.3,1.87,0.66,79.6,0.44,0.33,75.0,0.11,25.0,50.1,209.1,108.0,0.44,0.22,0.00,0.44,0.11,53.8,0.22,Matches
387,Kevin Kelsy,ve VEN,FW,FC Cincinnati,19,2004,13.8,27.6,0.65,1.81,12.5,13.9,3.70,27.6,2.32,1.16,50.0,1.09,46.9,17.4,79.2,29.6,1.09,0.43,0.43,2.75,1.67,21.8,4.49,Matches
388,Deandre Kerr,ca CAN,FW,Toronto FC,21,2002,11.0,25.5,0.36,1.27,12.8,11.8,3.91,25.5,2.64,0.82,31.0,1.45,55.2,13.9,73.5,24.0,0.73,0.36,0.27,3.00,1.45,18.3,3.73,Matches
389,Henry Kessler,us USA,DF,NE Revolution,25,1998,15.4,74.5,9.87,47.4,26.4,1.23,0.65,74.5,0.39,0.26,66.7,0.13,33.3,41.7,193.3,97.8,0.39,0.00,0.00,0.45,0.19,52.7,0.19,Matches
390,Henry Kessler,us USA,DF,St. Louis,25,1998,7.5,66.5,10.3,40.5,24.9,1.33,0.93,66.5,0.00,0.00,,0.00,,37.5,166.3,85.2,0.27,0.00,0.00,0.27,0.13,45.1,0.00,Matches
391,Hosei Kijima,jp JPN,"MF,FW",St. Louis,21,2002,8.7,41.3,0.92,7.47,16.2,18.6,2.87,41.3,2.07,1.15,55.6,0.80,38.9,21.7,120.0,63.0,2.41,1.03,0.69,2.87,1.26,25.6,4.71,Matches
392,Benjamin Kikanovic,us USA,"FW,DF",SJ Earthquakes,24,2000,13.9,48.3,2.45,14.0,20.9,14.0,2.59,48.3,2.52,0.65,25.7,1.73,68.6,25.5,160.5,76.8,2.52,1.65,0.65,1.80,0.58,29.2,4.89,Matches
393,Sota Kitahara,us USA,"DF,MF",Seattle Sounders,21,2003,1.6,46.3,3.13,17.5,20.0,9.38,0.00,46.3,0.00,0.00,,0.00,,16.9,60.6,28.8,0.63,0.00,0.00,1.25,0.00,25.6,1.25,Matches
394,Klauss,br BRA,FW,St. Louis,26,1997,21.8,36.6,1.15,2.11,13.6,21.5,6.28,36.5,2.20,1.24,56.3,0.87,39.6,20.2,101.5,45.1,1.93,1.47,0.96,2.16,0.96,26.1,7.25,Matches
395,John Klein,us USA,"FW,MF",St. Louis,24,1999,6.1,44.8,1.15,5.08,16.9,23.0,4.59,44.8,1.31,0.82,62.5,0.49,37.5,26.4,119.0,50.8,2.13,2.13,0.66,2.30,1.80,30.8,7.87,Matches
396,Mateusz Klich,pl POL,MF,D.C. United,33,1990,29.6,63.0,0.88,7.36,32.7,23.6,1.01,62.9,1.32,0.57,43.6,0.64,48.7,33.6,147.4,54.1,1.01,0.98,0.07,1.15,0.78,37.6,3.58,Matches
397,Jeorgio Kocevski,us USA,"MF,FW",Orlando City,21,2002,1.7,71.2,1.76,12.9,41.8,17.1,1.18,71.2,2.35,1.76,75.0,0.59,25.0,32.4,110.6,56.5,1.18,0.00,0.00,0.00,1.18,51.2,5.29,Matches
398,Žan Kolmanič,si SVN,"DF,FW",Austin,23,2000,6.0,65.8,2.17,16.8,31.0,18.2,0.17,65.8,1.33,0.83,62.5,0.50,37.5,29.8,159.8,86.7,1.83,1.17,0.17,1.17,0.33,39.3,5.33,Matches
399,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,19,2004,9.0,27.0,0.11,2.22,11.7,13.7,4.56,27.0,1.22,0.44,36.4,0.78,63.6,16.8,130.0,42.3,1.78,1.22,1.67,2.78,0.89,19.1,5.22,Matches
400,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,25,1998,23.9,44.9,0.33,4.23,23.9,17.0,2.85,44.9,1.72,0.71,41.5,0.75,43.9,28.5,130.3,53.6,1.42,1.26,0.63,1.09,0.79,35.4,4.73,Matches
401,Damir Kreilach,hr CRO,FW,Vancouver W'caps,34,1989,5.2,32.5,1.35,3.08,17.7,11.9,4.42,32.5,0.00,0.00,,0.00,,13.1,39.0,10.6,0.00,0.38,0.00,1.73,0.38,23.8,2.31,Matches
402,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,32,1991,15.4,76.6,12.5,46.6,29.0,1.10,0.26,76.6,0.06,0.00,0.0,0.06,100.0,49.0,254.8,134.2,0.52,0.19,0.00,0.39,0.00,56.3,0.19,Matches
403,Theodore Ku-Dipietro,us USA,"MF,FW",D.C. United,22,2002,20.7,32.9,0.39,4.01,12.4,17.6,4.64,32.9,3.09,1.64,53.1,1.40,45.3,20.1,119.3,65.4,1.93,1.74,0.87,3.04,0.97,22.0,5.07,Matches
404,Yuya Kubo,jp JPN,"FW,DF",FC Cincinnati,30,1993,26.6,46.5,1.13,7.44,21.8,18.1,3.87,46.5,2.22,0.86,39.0,1.20,54.2,27.8,156.8,70.4,2.18,1.62,0.90,1.73,1.09,31.8,6.32,Matches
405,Mathías Laborda,uy URU,DF,Vancouver W'caps,24,1999,21.7,68.2,6.04,34.1,26.9,7.56,1.66,68.2,0.28,0.09,33.3,0.18,66.7,37.2,155.9,80.4,0.46,0.65,0.05,1.01,0.14,43.9,1.20,Matches
406,Luca Langoni,ar ARG,FW,NE Revolution,21,2002,7.8,34.1,0.26,3.97,15.6,15.3,2.31,34.1,2.82,0.90,31.8,1.54,54.5,21.9,151.9,54.5,1.92,1.41,0.90,2.05,1.67,24.7,7.44,Matches
407,Lassi Lappalainen,fi FIN,"DF,MF",CF Montréal,25,1998,3.7,62.2,2.97,14.3,24.6,23.8,3.51,62.2,3.78,2.70,71.4,1.08,28.6,33.8,224.1,102.2,4.05,2.97,0.81,2.16,0.81,35.1,8.38,Matches
408,Oliver Larraz,us USA,MF,Colorado Rapids,22,2001,24.4,59.2,1.72,11.2,32.8,15.7,1.07,59.2,2.17,0.90,41.5,1.15,52.8,34.5,171.8,74.3,1.27,1.15,0.16,1.72,0.94,39.3,2.70,Matches
409,Richie Laryea,ca CAN,"DF,MF",Toronto FC,29,1995,10.0,45.8,1.80,11.1,20.6,15.2,2.80,45.8,2.70,1.20,44.4,1.20,44.4,26.5,180.7,96.9,2.90,1.70,1.20,2.10,1.10,29.8,7.30,Matches
410,Ariel Lassiter,cr CRC,"DF,MF",Chicago Fire,29,1994,4.9,65.9,0.61,12.7,29.2,24.3,2.86,65.9,1.84,0.82,44.4,0.82,44.4,40.8,257.6,158.6,5.71,3.27,1.02,1.43,0.00,49.4,8.98,Matches
411,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,29,1994,17.7,44.8,1.02,7.51,19.7,18.0,1.81,44.8,1.75,0.56,32.3,1.07,61.3,26.8,137.8,74.6,2.94,1.86,0.79,2.03,0.56,33.6,6.38,Matches
412,Randall Leal,cr CRC,MF,Nashville SC,27,1997,0.5,66.0,2.00,6.00,28.0,32.0,6.00,66.0,0.00,0.00,,0.00,,42.0,158.0,86.0,2.00,2.00,2.00,0.00,2.00,48.0,6.00,Matches
413,Tim Leibold,de GER,DF,Sporting KC,30,1993,24.5,75.1,2.20,19.1,35.9,20.7,0.90,75.1,0.86,0.20,23.8,0.53,61.9,40.6,198.0,104.9,2.33,2.37,0.16,0.86,0.24,47.7,4.37,Matches
414,Brooks Lennon,us USA,"DF,MF",Atlanta Utd,26,1997,32.8,65.8,4.09,18.6,25.3,22.1,1.77,65.8,1.01,0.40,39.4,0.55,54.5,32.3,160.0,82.9,2.77,1.13,0.55,0.79,0.49,38.7,6.83,Matches
415,Tucker Lepley,us USA,MF,LA Galaxy,22,2002,0.5,44.0,2.00,20.0,20.0,4.00,0.00,44.0,0.00,0.00,,0.00,,16.0,74.0,44.0,0.00,4.00,0.00,0.00,2.00,36.0,2.00,Matches
416,Jonathan Lewis,us USA,FW,Colorado Rapids,26,1997,8.4,36.0,0.48,3.57,10.7,21.9,4.88,36.0,2.50,1.31,52.4,0.95,38.1,22.0,118.8,56.7,2.38,0.83,1.31,1.79,0.83,26.2,11.1,Matches
417,Danny Leyva,us USA,MF,Seattle Sounders,20,2003,2.5,83.2,2.00,16.0,44.0,24.0,1.20,83.2,1.60,0.80,50.0,0.80,50.0,48.0,171.6,68.0,0.80,0.80,0.00,0.80,1.20,58.0,3.60,Matches
418,Nick Lima,us USA,DF,NE Revolution,29,1994,20.2,58.2,4.55,21.5,23.3,13.8,1.24,58.2,0.84,0.35,41.2,0.45,52.9,28.8,112.2,55.0,1.24,0.84,0.25,1.09,0.74,33.5,4.26,Matches
419,Jaylin Lindsey,us USA,DF,Charlotte,23,2000,3.4,89.7,5.29,21.8,48.5,20.0,0.88,89.7,2.65,1.47,55.6,0.88,33.3,48.5,229.4,122.4,3.82,1.47,0.00,0.88,0.88,49.1,5.29,Matches
420,Sebastian Lletget,us USA,MF,FC Dallas,31,1992,20.7,66.1,2.46,14.6,34.6,17.2,1.55,66.1,1.35,0.63,46.4,0.48,35.7,37.8,159.9,72.5,1.40,1.11,0.05,1.40,0.68,47.8,4.30,Matches
421,Hugo Lloris,fr FRA,GK,LAFC,37,1986,33.0,35.0,28.3,34.8,0.12,0.00,0.00,35.0,0.00,0.00,,0.00,,20.2,109.7,71.5,0.00,0.00,0.00,0.00,0.00,16.6,0.00,Matches
422,Saba Lobzhanidze,ge GEO,"FW,MF",Atlanta Utd,29,1994,27.3,38.9,0.88,4.14,11.3,24.1,5.75,38.9,2.20,0.84,38.3,1.21,55.0,24.2,174.1,90.5,3.74,1.39,1.83,1.90,0.92,27.9,9.30,Matches
423,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,30,1993,26.5,51.8,1.09,7.17,26.2,19.3,2.79,51.8,2.60,1.36,52.2,1.21,46.4,31.0,161.1,76.2,2.26,1.92,0.64,1.81,1.21,36.8,4.45,Matches
424,Nicolás Lodeiro,uy URU,"MF,FW",Orlando City,34,1989,19.0,92.6,1.05,11.5,46.5,34.8,2.79,92.6,1.00,0.37,36.8,0.53,52.6,52.3,228.9,103.8,2.11,1.58,0.37,1.53,0.84,69.8,5.47,Matches
425,Jasper Löffelsend,de GER,MF,Colorado Rapids,26,1997,3.8,68.2,1.84,15.5,37.9,15.8,0.53,68.2,2.37,1.84,77.8,0.53,22.2,38.2,189.5,84.2,1.05,1.05,0.26,1.58,1.32,42.9,1.58,Matches
426,Aaron Long,us USA,DF,LAFC,31,1992,26.4,63.0,8.75,35.3,26.3,1.48,0.64,63.0,0.19,0.19,100.0,0.00,0.0,34.9,139.9,72.8,0.19,0.19,0.00,0.57,0.11,42.1,0.15,Matches
427,Kevin Long,ie IRL,DF,Toronto FC,33,1990,23.5,64.1,11.0,41.1,21.6,1.45,1.06,64.1,0.09,0.04,50.0,0.04,50.0,33.8,148.4,65.8,0.13,0.13,0.04,0.43,0.21,41.3,0.09,Matches
428,Matthew Longstaff,eng ENG,MF,Toronto FC,23,2000,24.7,68.6,1.78,15.6,37.4,16.0,1.70,68.6,0.97,0.49,50.0,0.36,37.5,39.4,164.4,77.8,1.30,1.21,0.16,1.05,0.40,50.2,3.85,Matches
