0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,22_Ast,23_xAG,"xA: Expected AssistsExpected AssistsThe likelihood each completed pass becomes a goal assistsgiven the pass type, phase of play, location and distance.Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","Assists - xAGAssists minus Expected Goals AssistedProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",26_KP,27_1/3,28_PPA,29_CrsPA,30_PrgP,31_Matches
99,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,25-220,2000,14.8,25.0,32.7,76.4,410.0,95.7,12.5,14.0,89.4,8.85,11.6,76.6,2.50,4.26,58.7,0.07,0.18,0.14,-0.11,1.35,1.08,1.22,0.47,2.97,Matches
100,Giuseppe Bovalina,au AUS,DF,Vancouver W'caps,21-023,2004,2.3,33.9,44.3,76.5,526.1,105.2,18.7,21.7,86.0,12.6,16.5,76.3,2.17,4.35,50.0,0.87,0.35,0.22,0.52,1.30,0.43,0.43,0.00,1.30,Matches
101,Michael Boxall,nz NZL,DF,Minnesota Utd,37-108,1988,29.5,29.8,37.7,79.2,565.8,224.3,10.7,11.7,91.9,15.1,18.8,80.1,3.59,6.27,57.3,0.03,0.04,0.05,-0.00,0.34,0.61,0.24,0.10,1.05,Matches
102,Tyler Boyd,us USA,MF,Nashville SC,30-339,1994,1.8,26.7,33.3,80.0,403.9,61.7,14.4,16.7,86.7,8.89,10.0,88.9,2.22,3.33,66.7,0.56,0.33,0.22,0.22,2.22,0.56,0.00,0.00,2.78,Matches
103,Chris Brady,us USA,GK,Chicago Fire,21-276,2004,27.4,27.0,31.9,84.7,620.3,376.6,5.77,5.80,99.4,16.8,16.9,99.4,4.45,9.12,48.8,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.00,0.04,Matches
104,Claudio Bravo,ar ARG,DF,Portland Timbers,28-266,1997,3.7,49.5,63.8,77.5,919.2,377.6,21.6,25.4,85.1,20.8,24.3,85.6,6.76,12.2,55.6,0.00,0.16,0.22,-0.16,1.08,4.05,1.35,0.54,4.59,Matches
105,David Brekalo,si SVN,DF,Orlando City,27-001,1998,26.7,48.3,55.0,87.9,854.5,293.0,20.2,21.6,93.4,23.3,25.8,90.1,3.97,5.81,68.4,0.07,0.05,0.06,0.02,0.34,3.86,0.26,0.04,4.34,Matches
106,Luke Brennan,us USA,"FW,MF",Atlanta Utd,20-283,2005,5.9,20.5,27.1,75.6,320.7,73.2,10.0,12.2,81.9,8.81,10.3,85.2,0.85,1.69,50.0,0.17,0.29,0.20,-0.12,0.85,1.19,0.85,0.51,2.54,Matches
107,Brenner,br BRA,"FW,MF",FC Cincinnati,25-322,2000,5.7,28.6,33.2,86.2,445.4,110.0,15.3,16.8,90.6,11.1,12.6,87.5,1.58,2.46,64.3,0.18,0.18,0.14,0.00,1.40,3.86,1.05,0.18,4.21,Matches
108,Sebastian Breza,ca CAN,GK,CF Montréal,27-264,1998,3.0,23.7,30.3,78.0,585.3,410.7,7.33,7.33,100.0,10.0,10.0,100.0,6.33,13.0,48.7,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,Matches
109,Yannick Bright,it ITA,MF,Inter Miami,24-092,2001,15.0,47.0,53.2,88.3,737.9,166.6,23.3,26.0,89.7,19.5,21.3,91.6,2.47,3.13,78.7,0.00,0.01,0.06,-0.01,0.47,3.53,0.67,0.07,4.33,Matches
110,Andrew Brody,us USA,DF,Sporting KC,30-215,1995,5.5,40.4,44.9,89.9,572.0,154.2,25.8,27.1,95.3,12.0,13.5,89.2,1.64,2.36,69.2,0.00,0.16,0.15,-0.16,1.27,2.55,1.09,0.55,3.45,Matches
111,Brandt Bronico,us USA,MF,Charlotte,30-167,1995,25.8,27.9,34.3,81.4,465.5,115.7,13.1,15.3,85.5,11.9,14.1,84.3,2.25,3.26,69.0,0.12,0.06,0.10,0.06,0.39,3.22,0.62,0.23,4.30,Matches
112,Lachlan Brook,au AUS,FW,Real Salt Lake,24-299,2001,1.1,37.3,44.5,83.7,459.1,131.8,25.5,26.4,96.6,6.36,10.0,63.6,1.82,2.73,66.7,0.00,0.36,0.18,-0.36,1.82,3.64,1.82,1.82,2.73,Matches
113,Javain Brown,jm JAM,DF,Real Salt Lake,26-270,1999,2.2,57.7,66.4,87.0,1022.7,295.9,25.9,26.8,96.6,26.4,30.0,87.9,5.00,9.09,55.0,0.00,0.00,0.00,0.00,0.00,2.27,0.45,0.00,2.73,Matches
114,Tristan Brown,us USA,"DF,FW",Columbus Crew,18-048,2007,0.5,52.0,64.0,81.3,728.0,184.0,40.0,44.0,90.9,8.00,12.0,66.7,4.00,6.00,66.7,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,4.00,Matches
115,Gastón Brugman,uy URU,MF,Nashville SC,33-088,1992,14.2,58.3,68.9,84.6,1053.1,402.7,26.3,29.3,89.7,25.0,28.3,88.3,6.27,8.94,70.1,0.07,0.27,0.25,-0.20,1.90,7.61,2.25,0.28,9.23,Matches
116,Snyder Brunell,us USA,"MF,FW",Seattle Sounders,18-256,2007,3.3,40.3,45.8,88.1,549.4,120.3,26.1,27.6,94.5,10.3,10.9,94.4,1.82,3.03,60.0,0.00,0.03,0.06,-0.03,0.91,2.73,0.91,0.00,2.73,Matches
117,Ola Brynhildsen,no NOR,"FW,MF",Toronto FC,26-221,1999,14.8,7.97,12.3,64.8,112.0,21.6,4.12,6.01,68.5,2.91,4.53,64.2,0.27,0.41,66.7,0.07,0.03,0.02,0.03,0.41,0.34,0.20,0.00,0.95,Matches
118,Pavel Bucha,cz CZE,MF,FC Cincinnati,27-268,1998,32.0,42.7,48.9,87.2,641.9,171.8,22.8,25.4,89.9,16.6,18.3,90.8,1.94,2.41,80.5,0.09,0.11,0.11,-0.01,1.69,4.25,0.97,0.06,5.28,Matches
119,Noel Buck,eng ENG,"MF,DF",NE Revolution,20-243,2005,0.3,36.7,50.0,73.3,633.3,93.3,16.7,20.0,83.3,20.0,26.7,75.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,Matches
120,Noel Buck,eng ENG,"MF,DF",SJ Earthquakes,20-243,2005,1.7,32.9,42.9,76.7,597.1,118.8,12.9,15.3,84.6,16.5,19.4,84.8,3.53,6.47,54.5,0.59,0.24,0.06,0.35,1.18,0.59,0.00,0.00,1.76,Matches
121,Dawid Bugaj,pl POL,DF,CF Montréal,21-148,2004,19.2,29.6,37.2,79.6,480.3,180.3,14.4,15.9,90.8,12.7,15.7,80.5,1.88,3.49,53.7,0.10,0.10,0.07,0.01,0.57,2.40,0.42,0.26,2.03,Matches
122,Osman Bukari,gh GHA,"FW,MF",Austin,26-356,1998,25.8,20.5,27.6,74.2,310.4,69.4,11.6,13.6,85.7,7.17,9.38,76.4,1.12,2.33,48.3,0.12,0.19,0.17,-0.07,1.43,0.78,1.32,0.31,2.91,Matches
123,Teal Bunbury,us USA,"FW,MF",Nashville SC,35-280,1990,2.3,22.2,30.4,72.9,242.2,30.4,16.5,18.7,88.4,3.91,6.96,56.3,0.00,0.87,0.0,0.00,0.00,0.04,0.00,0.43,0.43,0.00,0.00,0.43,Matches
124,Roman Bürki,ch SUI,GK,St. Louis,35-020,1990,25.0,29.2,38.0,76.7,780.9,569.1,5.64,5.72,98.6,14.6,14.8,98.4,8.88,17.2,51.7,0.00,0.00,0.00,0.00,0.00,1.04,0.08,0.00,0.36,Matches
125,Evan Bush,us USA,GK,Columbus Crew,39-273,1986,6.0,31.0,35.5,87.3,610.7,390.7,11.5,11.5,100.0,14.7,15.2,96.7,4.67,8.50,54.9,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,Matches
126,Sergio Busquets,es ESP,MF,Inter Miami,37-141,1988,31.9,62.5,69.3,90.1,1104.9,435.5,27.1,28.9,93.9,27.9,30.1,92.8,6.05,7.62,79.4,0.25,0.20,0.15,0.05,1.19,7.46,0.69,0.00,7.52,Matches
127,Brandon Bye,us USA,DF,NE Revolution,30-005,1995,12.3,36.4,47.3,77.0,562.3,212.8,20.1,22.9,87.6,12.9,16.3,79.5,2.11,4.63,45.6,0.00,0.11,0.13,-0.11,1.14,2.11,1.06,0.57,2.44,Matches
128,Nathan Byrne,eng ENG,DF,Charlotte,33-182,1992,17.0,44.9,56.2,80.0,776.5,257.5,21.3,23.4,91.2,19.2,22.6,84.9,4.12,7.53,54.7,0.00,0.01,0.04,-0.01,0.35,4.71,0.71,0.24,4.59,Matches
129,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,26-147,1999,8.5,13.4,19.1,70.4,215.6,49.2,6.94,8.47,81.9,4.94,7.29,67.7,0.82,1.41,58.3,0.00,0.02,0.04,-0.02,0.59,1.18,0.12,0.12,1.18,Matches
130,Rafael Cabral,br BRA,GK,Real Salt Lake,35-198,1990,34.0,35.6,42.5,83.7,835.7,517.5,8.88,8.94,99.3,18.3,18.6,98.1,8.29,14.8,56.1,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.03,Matches
131,Kenji Cabrera,pe PER,"MF,FW",Vancouver W'caps,22-311,2003,2.0,52.0,60.5,86.0,849.0,203.5,25.5,28.0,91.1,21.5,24.0,89.6,4.00,5.50,72.7,0.00,0.10,0.15,-0.10,1.50,3.00,2.00,0.50,7.50,Matches
132,Noel Caliskan,de GER,"DF,MF",Real Salt Lake,25-097,2000,22.1,51.6,59.3,87.0,860.6,273.2,25.6,27.2,94.2,20.7,23.2,89.1,4.30,6.65,64.6,0.05,0.04,0.05,0.01,0.63,4.98,0.68,0.32,4.89,Matches
133,Drake Callender,us USA,GK,Inter Miami,28-058,1997,2.1,24.3,31.4,77.3,713.8,536.2,2.38,2.38,100.0,12.9,13.8,93.1,9.05,15.2,59.4,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,Matches
134,Brandon Cambridge,us USA,FW,Charlotte,23-093,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
135,Leonardo Campana,ec ECU,FW,NE Revolution,25-133,2000,18.3,16.7,22.3,75.0,258.2,45.6,8.74,10.7,82.1,6.39,7.92,80.7,0.87,1.31,66.7,0.05,0.07,0.04,-0.02,0.93,1.64,0.55,0.00,2.13,Matches
136,George Campbell,us USA,DF,CF Montréal,24-165,2001,14.9,59.7,69.3,86.2,1148.7,414.0,22.1,23.3,95.1,29.4,31.9,92.0,7.38,12.3,60.1,0.07,0.10,0.05,-0.03,0.40,3.49,0.54,0.00,3.96,Matches
137,Reggie Cannon,us USA,DF,Colorado Rapids,27-176,1998,27.1,36.6,45.5,80.5,599.6,182.2,17.0,18.8,90.4,16.7,19.9,84.0,2.18,4.80,45.4,0.00,0.04,0.07,-0.04,0.37,2.10,0.52,0.18,2.99,Matches
138,Christian Cappis,us USA,MF,FC Dallas,26-113,1999,9.1,29.0,35.6,81.5,477.4,158.9,14.7,16.7,88.2,11.0,12.6,87.0,2.42,4.18,57.9,0.22,0.11,0.09,0.11,0.99,3.96,1.10,0.44,4.18,Matches
139,Gustavo Caraballo,ve VEN,"MF,FW",Orlando City,17-097,2008,0.2,85.0,105.0,81.0,1395.0,450.0,40.0,45.0,88.9,40.0,45.0,88.9,5.00,15.0,33.3,0.00,1.00,1.00,-1.00,10.0,5.00,5.00,0.00,15.0,Matches
140,Felipe Carballo,uy URU,MF,NY Red Bulls,29-061,1996,10.5,58.5,68.5,85.4,963.1,310.7,28.5,31.8,89.5,25.1,27.9,90.1,3.71,6.29,59.1,0.10,0.10,0.15,0.00,0.76,8.29,1.33,0.29,7.81,Matches
141,Felipe Carballo,uy URU,MF,Portland Timbers,29-061,1996,1.4,40.7,45.7,89.1,687.1,267.9,17.1,20.7,82.8,19.3,20.7,93.1,2.86,2.86,100.0,0.00,0.36,0.50,-0.36,2.14,5.00,0.71,0.71,4.29,Matches
142,Alan Carleton,us USA,"MF,FW",Nashville SC,20-259,2005,0.4,52.5,57.5,91.3,812.5,307.5,27.5,27.5,100.0,17.5,20.0,87.5,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,10.0,Matches
143,Antonio Carlos,br BRA,DF,Houston Dynamo,32-272,1993,6.7,50.6,56.4,89.7,916.9,375.7,20.6,21.8,94.5,24.5,26.0,94.3,5.07,7.61,66.7,0.00,0.04,0.01,-0.04,0.45,2.69,0.00,0.00,3.28,Matches
144,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,22-283,2003,21.0,25.8,32.0,80.8,383.3,70.1,14.8,16.6,88.8,8.81,10.4,84.9,1.29,2.29,56.3,0.05,0.04,0.05,0.00,0.33,1.57,0.38,0.14,2.62,Matches
145,Maxi Carrizo,us USA,"MF,FW",NYCFC,17-279,2008,1.0,34.0,44.0,77.3,409.0,99.0,23.0,28.0,82.1,4.00,6.00,66.7,2.00,3.00,66.7,0.00,0.00,0.10,0.00,2.00,3.00,1.00,0.00,3.00,Matches
146,Julio Cascante,cr CRC,DF,Austin,32-062,1993,8.4,52.6,57.5,91.5,1010.0,423.9,18.0,19.2,93.8,28.2,29.4,96.0,5.71,7.86,72.7,0.00,0.01,0.04,-0.01,0.24,3.69,0.12,0.00,4.05,Matches
147,Jackson Castro,us USA,MF,Vancouver W'caps,22-345,2002,0.0,2,4,50.0,24,12,1,1,100.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
148,Nico Cavallo,us USA,"DF,MF",NYCFC,23-342,2001,3.5,49.4,58.9,84.0,796.6,322.0,25.1,26.6,94.6,19.7,22.9,86.3,3.71,7.71,48.1,0.00,0.00,0.06,0.00,0.29,4.57,1.14,0.29,4.29,Matches
149,Brayan Ceballos,co COL,DF,NE Revolution,24-194,2001,28.3,42.9,49.2,87.2,818.4,303.4,15.6,16.9,92.7,21.8,23.3,93.5,4.73,7.81,60.6,0.00,0.01,0.02,-0.01,0.14,2.61,0.14,0.07,2.16,Matches
150,Roman Celentano,us USA,GK,FC Cincinnati,25-081,2000,30.0,23.3,30.9,75.3,582.1,395.7,5.50,5.53,99.4,11.5,11.7,98.6,5.97,13.3,45.0,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,Matches
151,Edwin Cerrillo,us USA,MF,LA Galaxy,25-062,2000,29.7,67.4,73.2,92.1,1142.0,308.3,32.1,33.4,95.9,27.9,29.5,94.6,5.99,7.68,78.1,0.00,0.05,0.06,-0.05,0.74,6.67,0.94,0.03,6.80,Matches
152,Dylan Chambost,fr FRA,MF,Columbus Crew,28-107,1997,29.2,68.1,80.9,84.2,1101.2,349.3,35.8,39.3,90.9,24.2,27.8,87.1,5.62,9.83,57.1,0.17,0.13,0.18,0.04,1.61,9.52,1.88,0.31,9.69,Matches
153,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,26-337,1999,13.1,26.0,36.6,71.0,493.0,111.4,11.7,13.8,84.5,9.16,12.4,74.1,3.97,7.33,54.2,0.15,0.20,0.18,-0.05,1.37,2.52,1.30,0.38,3.51,Matches
154,Kieran Chandler,us USA,DF,Minnesota Utd,20-178,2005,0.7,7.14,14.3,50.0,111.4,60.0,2.86,5.71,50.0,4.29,4.29,100.0,0.00,4.29,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Maxime Chanot,lu LUX,DF,LAFC,36-013,1989,0.7,31.4,40.0,78.6,621.4,208.6,5.71,7.14,80.0,20.0,24.3,82.4,2.86,2.86,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
156,Diego Chará,co COL,MF,Portland Timbers,39-243,1986,13.3,48.6,55.0,88.3,840.0,277.3,22.5,24.8,90.6,21.1,22.7,92.7,4.36,5.64,77.3,0.08,0.03,0.05,0.05,0.68,5.41,0.30,0.00,5.64,Matches
157,Gabriel Chaves,br BRA,FW,LA Galaxy,24-296,2001,27.5,38.1,45.4,84.1,595.4,125.4,21.0,22.8,91.9,12.9,14.5,89.2,2.80,4.62,60.6,0.07,0.16,0.20,-0.09,0.87,3.27,1.45,0.11,4.80,Matches
158,Yevhen Cheberko,ua UKR,DF,Columbus Crew,27-315,1998,25.7,73.5,79.5,92.5,1174.3,505.3,36.9,38.3,96.4,32.6,34.2,95.3,3.11,5.14,60.6,0.00,0.04,0.06,-0.04,0.47,6.19,0.51,0.12,5.88,Matches
159,Ștefan Chirilă,ro ROU,MF,FC Cincinnati,18-323,2007,0.1,20.0,20.0,100.0,180.0,0.00,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,,0.00,1.00,0.00,-1.00,10.0,0.00,0.00,0.00,0.00,Matches
160,Mathieu Choiniere,ca CAN,MF,LAFC,26-300,1999,7.1,55.9,63.0,88.8,850.4,285.8,31.4,33.4,94.1,19.0,21.3,89.4,3.10,4.23,73.3,0.00,0.06,0.08,-0.06,0.70,4.79,1.13,0.00,5.49,Matches
161,Dominik Chong Qui,us USA,DF,Atlanta Utd,17-340,2007,1.7,18.8,28.2,66.7,265.9,91.2,10.6,12.9,81.8,8.24,14.1,58.3,0.00,1.18,0.0,0.00,0.00,0.00,0.00,0.59,1.76,0.59,0.00,2.35,Matches
162,Léo Chú,br BRA,"FW,MF",FC Dallas,25-242,2000,2.3,16.1,21.7,74.0,241.7,55.7,8.70,10.4,83.3,5.22,7.39,70.6,0.87,1.30,66.7,0.00,0.13,0.04,-0.13,0.87,2.61,1.30,0.43,2.61,Matches
163,José Cifuentes,ec ECU,MF,Toronto FC,26-267,1999,5.4,36.5,43.1,84.5,609.1,164.1,18.0,19.6,91.5,15.0,17.4,86.2,2.59,3.70,70.0,0.19,0.09,0.06,0.09,2.04,5.19,0.00,0.00,5.00,Matches
164,Markus Cimermancic,ca CAN,"DF,MF",Toronto FC,21-064,2004,2.9,34.1,42.1,81.1,566.9,108.6,15.9,18.6,85.2,14.5,16.9,85.7,3.10,3.79,81.8,0.00,0.07,0.03,-0.07,1.38,1.38,0.00,0.00,2.07,Matches
165,Caden Clark,us USA,"FW,MF",D.C. United,22-191,2003,1.6,16.3,24.4,66.7,278.8,86.9,8.75,11.3,77.8,4.38,7.50,58.3,1.88,3.75,50.0,0.00,0.06,0.06,-0.06,0.63,1.25,2.50,1.25,3.75,Matches
166,Caden Clark,us USA,"FW,MF",CF Montréal,22-191,2003,17.4,17.1,23.1,74.1,263.8,68.3,9.14,11.1,82.4,5.80,7.53,77.1,0.98,2.13,45.9,0.23,0.15,0.10,0.08,1.09,1.26,0.92,0.06,3.05,Matches
167,Noah Cobb,us USA,"DF,FW",Atlanta Utd,20-137,2005,4.8,59.2,67.1,88.2,1164.0,406.9,22.7,24.0,94.8,28.1,30.0,93.8,7.92,11.7,67.9,0.00,0.02,0.13,-0.02,0.21,6.67,0.21,0.00,3.96,Matches
168,Noah Cobb,us USA,DF,Colorado Rapids,20-137,2005,4.0,43.5,49.8,87.4,821.5,255.8,11.3,13.0,86.5,29.8,31.3,95.2,1.75,4.25,41.2,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0.00,4.25,Matches
169,Alonso Coello,es ESP,MF,Toronto FC,26-053,1999,24.1,53.1,63.9,83.1,1035.6,387.2,19.8,21.4,92.8,24.9,27.5,90.3,7.63,12.6,60.7,0.00,0.09,0.08,-0.09,1.12,6.47,0.50,0.12,5.48,Matches
170,Michael Collodi,us USA,GK,FC Dallas,24-193,2001,8.2,20.1,35.2,57.1,685.4,553.5,2.20,2.32,94.7,8.41,8.66,97.2,9.39,24.0,39.1,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,Matches
171,Theo Corbeanu,ca CAN,"FW,MF",Toronto FC,23-201,2002,25.6,21.4,29.8,72.0,361.0,55.9,10.1,11.7,86.0,9.02,12.0,75.2,1.76,3.83,45.9,0.08,0.14,0.10,-0.06,1.29,0.74,1.17,1.02,1.45,Matches
172,Matthew Corcoran,us USA,MF,Nashville SC,19-290,2006,2.9,61.0,72.1,84.7,957.9,310.0,32.1,35.5,90.3,22.4,25.5,87.8,4.48,6.55,68.4,0.00,0.00,0.07,0.00,0.34,7.59,0.34,0.00,3.79,Matches
173,Carlos Coronel,py PAR,GK,NY Red Bulls,28-340,1996,31.0,22.5,32.7,68.8,553.4,400.3,6.16,6.16,100.0,10.8,11.1,97.7,5.39,15.2,35.5,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.03,Matches
174,David Costa,pt POR,"MF,FW",Portland Timbers,24-333,2001,27.9,39.2,48.1,81.4,624.9,167.3,19.4,21.6,90.0,15.3,18.4,83.3,2.76,5.13,53.8,0.22,0.20,0.27,0.02,2.08,4.05,1.86,0.29,6.27,Matches
175,Vitor Costa,br BRA,"DF,MF",SJ Earthquakes,31-156,1994,17.9,38.7,48.7,79.4,625.3,189.1,21.1,23.1,91.1,13.6,16.9,80.2,3.13,5.59,56.0,0.11,0.13,0.15,-0.02,1.45,2.35,1.45,0.73,3.13,Matches
176,Baye Coulibaly,ml MLI,MF,Charlotte,19-330,2006,0.1,20.0,30.0,66.7,270.0,0.00,10.0,10.0,100.0,10.0,20.0,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
177,Antoine Coupland,ca CAN,FW,Vancouver W'caps,21-357,2003,0.2,15.0,20.0,75.0,305.0,100.0,0.00,0.00,,15.0,15.0,100.0,0.00,0.00,,0.00,0.00,0.50,0.00,0.00,0.00,5.00,0.00,5.00,Matches
178,Brandan Craig,us USA,"DF,MF",CF Montréal,21-241,2004,16.0,44.4,54.8,81.1,948.0,400.2,11.6,12.3,93.9,25.8,27.9,92.4,6.69,13.7,48.9,0.00,0.02,0.04,-0.02,0.50,4.00,0.13,0.06,3.31,Matches
179,Ben Cremaschi,us USA,"MF,FW",Inter Miami,20-277,2005,15.4,37.2,45.5,81.9,572.7,120.7,19.7,21.6,91.6,12.5,15.1,83.2,2.73,4.48,60.9,0.13,0.16,0.15,-0.03,1.04,1.69,0.78,0.19,2.66,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,31-207,1994,15.0,26.5,35.3,74.9,708.1,506.5,4.20,4.27,98.4,15.0,15.2,98.7,7.27,15.9,45.8,0.00,0.00,0.00,0.00,0.00,0.20,0.07,0.00,0.00,Matches
181,Andrés Cubas,py PAR,MF,Vancouver W'caps,29-196,1996,22.0,45.6,51.1,89.2,840.1,236.2,18.7,20.4,91.7,19.7,21.4,92.1,5.55,6.82,81.3,0.00,0.01,0.03,-0.01,0.32,6.41,0.41,0.05,5.45,Matches
182,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,22-297,2003,8.8,48.3,63.2,76.4,756.1,275.7,27.0,29.5,91.5,16.3,20.8,78.1,3.30,9.09,36.3,0.34,0.32,0.30,0.02,1.36,3.30,1.93,0.80,4.32,Matches
183,Christopher Cupps,us USA,DF,Chicago Fire,17-192,2008,3.2,50.6,54.1,93.6,889.4,418.1,18.8,19.1,98.4,28.8,30.6,93.9,2.19,3.13,70.0,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.31,Matches
184,Hugo Cuypers,be BEL,FW,Chicago Fire,28-300,1997,31.1,12.7,17.9,71.0,183.0,36.0,7.36,9.20,80.1,4.21,5.76,73.2,0.64,1.19,54.1,0.06,0.13,0.10,-0.06,1.09,0.87,0.45,0.03,1.61,Matches
185,Bruno Damiani,uy URU,"FW,MF",Philadelphia Union,23-230,2002,22.6,19.1,27.6,69.3,238.9,46.1,13.2,16.9,77.8,4.03,6.33,63.6,0.66,1.24,53.6,0.04,0.08,0.11,-0.03,1.37,1.37,0.53,0.04,2.08,Matches
186,Dagur Dan Þórhallsson,is ISL,"MF,DF",Orlando City,25-216,2000,12.4,39.6,45.2,87.5,577.5,115.0,22.8,24.0,95.0,13.8,15.2,90.5,1.45,3.15,46.2,0.00,0.05,0.09,-0.05,0.81,1.77,0.56,0.16,2.58,Matches
187,Daniel,br BRA,GK,SJ Earthquakes,31-212,1994,27.7,22.2,31.2,71.0,592.4,428.2,4.51,4.55,99.2,10.3,10.6,96.6,7.18,15.8,45.4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,Matches
188,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,26-233,1999,10.1,34.1,43.2,78.9,539.0,138.1,18.5,21.5,86.2,12.2,15.3,79.4,2.28,4.16,54.8,0.00,0.04,0.08,-0.04,0.59,2.67,0.79,0.10,3.37,Matches
189,Héctor David Martínez,py PAR,DF,Inter Miami,27-317,1998,4.2,61.4,73.3,83.8,1224.3,394.5,25.0,26.0,96.3,25.5,27.6,92.2,9.52,15.0,63.5,0.00,0.17,0.07,-0.17,0.95,3.81,0.48,0.00,4.29,Matches
190,Juan David Mosquera,co COL,DF,Portland Timbers,23-090,2002,25.2,43.1,51.9,83.1,713.3,237.5,21.3,23.1,92.3,19.1,22.1,86.7,2.14,4.21,50.9,0.08,0.14,0.13,-0.06,1.07,2.98,1.39,0.56,3.89,Matches
191,Edward Davis,us USA,FW,Philadelphia Union,19-170,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
192,Jake Davis,us USA,"MF,DF",Sporting KC,23-335,2002,20.7,46.8,58.4,80.1,754.3,244.3,24.9,28.0,88.8,16.2,19.2,84.4,4.01,7.39,54.2,0.05,0.11,0.14,-0.06,1.16,5.07,1.45,0.34,7.05,Matches
193,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,24-300,2001,13.0,31.2,38.7,80.7,448.8,83.2,17.7,19.6,90.2,10.5,12.8,81.4,1.31,2.85,45.9,0.31,0.22,0.15,0.08,1.46,1.46,1.15,0.31,3.00,Matches
194,Rodrigo De Paul,ar ARG,MF,Inter Miami,31-194,1994,9.9,67.7,79.7,84.9,1272.5,332.4,26.8,29.3,91.4,32.0,35.4,90.6,7.88,11.0,71.6,0.30,0.11,0.18,0.19,1.72,8.08,1.72,0.40,9.29,Matches
195,Osaze De Rosario,gy GUY,FW,Seattle Sounders,24-138,2001,2.9,11.7,15.2,77.3,125.5,12.1,7.59,8.62,88.0,2.76,3.79,72.7,0.00,0.69,0.0,0.00,0.00,0.03,0.00,0.00,0.34,0.00,0.00,0.34,Matches
196,Jonathan Dean,us USA,"DF,MF",Chicago Fire,28-203,1997,18.6,34.0,43.3,78.6,550.2,167.8,16.6,18.8,88.5,15.2,18.4,82.7,1.77,3.39,52.4,0.16,0.09,0.08,0.07,0.65,1.88,0.81,0.16,3.01,Matches
197,Louicius Deedson,ht HAI,FW,FC Dallas,24-296,2001,0.3,6.67,13.3,50.0,126.7,0.00,0.00,6.67,0.0,6.67,6.67,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
198,Marky Delgado,us USA,MF,LAFC,30-202,1995,28.6,62.5,71.0,88.0,1019.5,301.0,31.5,34.0,92.7,24.7,27.3,90.5,4.44,6.57,67.6,0.10,0.10,0.14,0.00,1.33,9.65,1.54,0.10,9.44,Matches
199,Patrickson Delgado,ec ECU,"MF,FW",FC Dallas,22-048,2003,19.0,34.3,44.0,78.0,544.6,177.9,18.3,20.9,87.7,10.5,12.5,84.0,3.47,6.84,50.8,0.32,0.15,0.15,0.16,1.47,3.53,1.00,0.47,3.89,Matches
