team,name,roster_designation,current_status,contract_thru,option_years,category,roster_model,team_gam_2025
NEW YORK CITY FC,Jacob Arroyave,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,512231
NEW YORK CITY FC,Alex Rando,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,512231
NEW YORK CITY FC,Zidane Yañez,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,512231
NEW YORK RED BULLS,Eric Maxim Choupo-Moting,Designated Player,,2026,2027,Designated Player,Designated Player Model,512231
NEW YORK RED BULLS,Emil Forsberg,Designated Player,,2026,2027,Designated Player,Designated Player Model,512231
NEW YORK RED BULLS,Wiktor Bogacz,U22 Initiative,,2028,2029,U22 Initiative,Designated Player Model,512231
NEW YORK RED BULLS,Noah Eile,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
NEW YORK RED BULLS,Dennis Gjengaar,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
NEW YORK RED BULLS,Felipe Carballo,TAM Player,Loan Player,June 2025,PT: 2027; 2028,TAM Player,Designated Player Model,512231
NEW YORK RED BULLS,Kyle Duncan,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
NEW YORK RED BULLS,Alexander Hack,TAM Player,,2026,2027,TAM Player,Designated Player Model,512231
NEW YORK RED BULLS,Lewis Morgan,TAM Player,,2026,"2027, 2028",TAM Player,Designated Player Model,512231
NEW YORK RED BULLS,Wikelman Carmona,,,2027,2028,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Carlos Coronel,,,2025,,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Ronald Donkor,,,2026,2027,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Daniel Edelman,,,2027,2028,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Raheem Edwards,,,2026,2027,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Cameron Harper,,,2027,2028,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Juan José Mina,,Unavailable – On Loan,2026,2027,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Marcelo Morales,,Unavailable – Injured List,2027,2028,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Dylan Nealis,,,2027,2028,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Sean Nealis,,,2025,2026,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Tim Parker,,,2025,2026,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Julian Hall,Homegrown Player,,2026,2027,Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,AJ Marcucci,,,2025,"2026, 2027",Standard,Designated Player Model,512231
NEW YORK RED BULLS,Roald Mitchell,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Serge Ngoma Jr.,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Curtis Ofori,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Mohammed Sofo,,,2026,"2027, 2028",Standard,Designated Player Model,512231
NEW YORK RED BULLS,Aidan Stokes,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Peter Stroud,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Omar Valencia,,,2027,2028,Standard,Designated Player Model,512231
NEW YORK RED BULLS,Davi Alexandre,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Aiden Jarvis,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Adri Mehmeti,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
NEW YORK RED BULLS,Tanner Rosborough,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
ORLANDO CITY SC,Luis Muriel,Designated Player,,2026,,Designated Player,Designated Player Model,512231
ORLANDO CITY SC,Martín Ojeda,Designated Player,,2025,"2026, 2027",Designated Player,Designated Player Model,512231
ORLANDO CITY SC,Marco Pašalić,Designated Player,,2027,2028,Designated Player,Designated Player Model,512231
ORLANDO CITY SC,Ramiro Enrique,U22 Initiative,,2025,"2026, 2027",U22 Initiative,Designated Player Model,512231
ORLANDO CITY SC,Nicolas Rodriguez,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
ORLANDO CITY SC,Iván Angulo,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
ORLANDO CITY SC,César Araújo,TAM Player,,2025,,TAM Player,Designated Player Model,512231
ORLANDO CITY SC,Eduard Atuesta,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
ORLANDO CITY SC,David Brekalo,TAM Player,,2027,2028,TAM Player,Designated Player Model,512231
ORLANDO CITY SC,Wilder Cartagena,TAM Player,Unavailable - SEI,2025,,TAM Player,Designated Player Model,512231
ORLANDO CITY SC,Pedro Gallese,TAM Player,,2025,,TAM Player,Designated Player Model,512231
ORLANDO CITY SC,Duncan McGuire,TAM Player,,2027,2028,TAM Player,Designated Player Model,512231
ORLANDO CITY SC,Alexander Freeman,,,2025,2026,Standard,Designated Player Model,512231
ORLANDO CITY SC,Robin Jansson,,,2025,2026,Standard,Designated Player Model,512231
ORLANDO CITY SC,Carlos Mercado,,,2025,"2026, 2027",Standard,Designated Player Model,512231
ORLANDO CITY SC,Rafael Santos,,,2025,2026,Standard,Designated Player Model,512231
ORLANDO CITY SC,Rodrigo Schlegel,,,2026,2027,Standard,Designated Player Model,512231
ORLANDO CITY SC,Kyle Smith,,,2025,,Standard,Designated Player Model,512231
ORLANDO CITY SC,Dagur Dan Thórhallsson,,,2026,2027,Standard,Designated Player Model,512231
ORLANDO CITY SC,Joran Gerbet,,,2026,"2027, 2028",Standard,Designated Player Model,512231
ORLANDO CITY SC,Favian Loyola,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,512231
ORLANDO CITY SC,Shakur Mohammed,Generation adidas,,2025,"2026, 2027",Generation Adidas,Designated Player Model,512231
ORLANDO CITY SC,Javier Otero,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,512231
ORLANDO CITY SC,Yutaro Tsukada,,Unavailable - SEI,2025,"2026, 2027",Standard,Designated Player Model,512231
ORLANDO CITY SC,Thomas Williams,Homegrown Player,,2026,2027,Homegrown,Designated Player Model,512231
ORLANDO CITY SC,Colin Guske,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
ORLANDO CITY SC,Tahir Reid-Brown,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Bruno Damiani,Young Designated Player,,2028,2029,Designated Player,Designated Player Model,512231
PHILADELPHIA UNION,Dániel Gazdag,Designated Player,,2025,2026,Designated Player,Designated Player Model,512231
PHILADELPHIA UNION,Mikael Uhre,Designated Player,,2025,,Designated Player,Designated Player Model,512231
PHILADELPHIA UNION,Olwethu Makhanya,U22 Initiative,,2025,"2026, 2027",U22 Initiative,Designated Player Model,512231
PHILADELPHIA UNION,Quinn Sullivan,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,512231
PHILADELPHIA UNION,Tai Baribo,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
PHILADELPHIA UNION,Andre Blake,TAM Player,,2026,2027,TAM Player,Designated Player Model,512231
PHILADELPHIA UNION,Ian Glavinovich,TAM Player,Loan Player,2025,PT: 2029,TAM Player,Designated Player Model,512231
PHILADELPHIA UNION,Jakob Glesnes,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
PHILADELPHIA UNION,Danley Jean Jacques,TAM Player,,2026,"2027, 2028",TAM Player,Designated Player Model,512231
PHILADELPHIA UNION,Kai Wagner,TAM Player,,2026,2027,TAM Player,Designated Player Model,512231
PHILADELPHIA UNION,Markus Anderson,,,2026,"2027, 2028",Standard,Designated Player Model,512231
PHILADELPHIA UNION,Alejandro Bedoya,,,2025,,Standard,Designated Player Model,512231
PHILADELPHIA UNION,Jesús Bueno,,,2026,2027,Standard,Designated Player Model,512231
PHILADELPHIA UNION,Chris Donovan,,,2025,"2026, 2027",Standard,Designated Player Model,512231
PHILADELPHIA UNION,Nathan Harriel,,,2025,"2026, 2027",Standard,Designated Player Model,512231
PHILADELPHIA UNION,Jovan Lukic,,,2026,"2027, 2028",Standard,Designated Player Model,512231
PHILADELPHIA UNION,Olivier Mbaizo,,,2026,"2027, 2028",Standard,Designated Player Model,512231
PHILADELPHIA UNION,Oliver Semmle,,,2025,2026,Standard,Designated Player Model,512231
PHILADELPHIA UNION,Indiana Vassilev,,,2025,2026,Standard,Designated Player Model,512231
PHILADELPHIA UNION,Isaiah LeFlore,,,2025,"2026, 2027",Standard,Designated Player Model,512231
PHILADELPHIA UNION,CJ Olney,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Jeremy Rafanello,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Andrew Rick,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Cavan Sullivan,Homegrown Player,,2028,,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,David Vazquez,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Nicholas Pariano,Homegrown Player,Unavailable – On Loan,2025,"2026, 2027",Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Eddy Davis,Homegrown Player,,2027,"2028, 2029",Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Sal Olivas,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Neil Pierre,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Nelson Pierre,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,Designated Player Model,512231
PHILADELPHIA UNION,Frankie Westfield,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
PORTLAND TIMBERS,David Da Costa,Designated Player,,2028,2029,Designated Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Jonathan Rodríguez,Designated Player,Unavailable – Injured List,2026,2027,Designated Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Antony,U22 Initiative,,2026,2027,U22 Initiative,U22 Initiative Player Model,512231
PORTLAND TIMBERS,David Ayala,U22 Initiative,,2025,2026,U22 Initiative,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Kevin Kelsy,U22 Initiative,,2028,2029,U22 Initiative,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Santiago Moreno,U22 Initiative,,2026,2027,U22 Initiative,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Miguel Araujo,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Claudio Bravo,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Diego Chara,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Jimer Fory,TAM Player,,2028,2029,TAM Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Felipe Mora,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Juan Mosquera,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Dario Zuparic,TAM Player,,2025,,TAM Player,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Maxime Crépeau,,,2025,2026,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Ariel Lassiter,,,2026,2027,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Zac McGraw,,,2026,2027,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Kamal Miller,,,2026,2027,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Joao Ortiz,,,2027,2028,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,James Pantemis,,,2025,2026,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Cristhian Paredes,,,2025,2026,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Finn Surman,,,2026,2027,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Eric Miller,,,2025,,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Trey Muse,,,2025,2026,Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Ian Smith,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
PORTLAND TIMBERS,Hunter Sulte,Homegrown Player,Unavailable – On Loan,2025,,Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Diogo Gonçalves,Designated Player,,2026,"2027, 2028",Designated Player,U22 Initiative Player Model,512231
REAL SALT LAKE,Diego Luna,U22 Initiative,,2026,"2027, 2028",U22 Initiative,U22 Initiative Player Model,512231
REAL SALT LAKE,Dominik Marczuk,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
REAL SALT LAKE,Nelson Palacio,U22 Initiative,,2026,"2027, 2028",U22 Initiative,U22 Initiative Player Model,512231
REAL SALT LAKE,Ariath Piol,U22 Initiative,,2027,"2028, 2029",U22 Initiative,U22 Initiative Player Model,512231
REAL SALT LAKE,Justen Glad,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
REAL SALT LAKE,Braian Ojeda,TAM Player,,2025,"2026, 2027",TAM Player,U22 Initiative Player Model,512231
REAL SALT LAKE,Pablo Ruiz,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,512231
REAL SALT LAKE,Brayan Vera,TAM Player,,2025,"2026, 2027",TAM Player,U22 Initiative Player Model,512231
REAL SALT LAKE,Lachlan Brook,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Javain Brown,,,2025,,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Rafael Cabral,,,2026,2027,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Emeka Eneli,,,2028,2029,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Bode Hidalgo,,,2027,"2028, 2029",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Sam Junqua,,,2025,,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Alexandros Katranis,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Kevon Lambert,,Unavailable – On Loan,2025,2026,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Zac MacMath,,Unavailable - Injured List,2025,,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Forster Ajago,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Jesus Barea,,Unavailable – On Loan,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Matthew Bell,,Unavailable - Injured List,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Noel Caliskan,,Unavailable – On Loan,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Zach Farnsworth,Homegrown Player,,2025,"2026, 2027, 2028",Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Zavier Gozo,Homegrown Player,,2027,"2028, 2029",Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Kobi Henry,,Loan Player,2025,PT: 2028,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Maximilian Kerkvliet,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Tommy Silva,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Mason Stajduhar,,,2025,2026,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Philip Quinton,,,2025,2026,Standard,U22 Initiative Player Model,512231
REAL SALT LAKE,Tyler Wolff,Homegrown Player,,2026,"2027, 2028",Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Owen Anderson,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Aiden Hezarkhani,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Axel Kei,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Omar Marquez,Homegrown Player,,2028,"2029, 2030",Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Luca Moisa,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Luis Rivera,Homegrown Player,,2026,2027,Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Juan Gio Villa,Homegrown Player,,2028,"2029, 2030",Homegrown,U22 Initiative Player Model,512231
REAL SALT LAKE,Jude Wellings,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,512231
SAN DIEGO FC,Anders Dreyer,Designated Player,,2027,,Designated Player,U22 Initiative Player Model,512231
SAN DIEGO FC,Hirving Lozano,Designated Player,,2028,"2029, 2030",Designated Player,U22 Initiative Player Model,512231
SAN DIEGO FC,Tomás Ángel,U22 Initiative,,2026,2027,U22 Initiative,U22 Initiative Player Model,512231
SAN DIEGO FC,Heine Gikling Bruseth,U22 Initiative,,2026,"2027, 2028",U22 Initiative,U22 Initiative Player Model,512231
SAN DIEGO FC,Luca de la Torre,TAM Player,Loan Player,2025,PT: 2028; 2029,TAM Player,U22 Initiative Player Model,512231
SAN DIEGO FC,Marcus Ingvartsen,TAM Player,,2027,"2028, 2029",TAM Player,U22 Initiative Player Model,512231
SAN DIEGO FC,Paddy McNair,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,512231
SAN DIEGO FC,Andrés Reyes,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
SAN DIEGO FC,Onni Valakari,TAM Player,Loan Player,2025,PT: 2028; 2029,TAM Player,U22 Initiative Player Model,512231
SAN DIEGO FC,Emmanuel Boateng,,,2025,,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,CJ dos Santos,,,2025,2026,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Anibal Godoy,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Willy Kumado,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Jasper Loffelsend,,,2025,2026,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Christopher McVey,,,2026,2027,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Alex Mighten,,,2026,2027,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Franco Negri,,,2025,2026,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Jeppe Tverskov,,,2026,,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Alejandro Alvarado Jr.,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Luca Bombino,,Loan Player,2025,PT: 2026; 2027,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Hamady Diop,Generation adidas,,2025,2026,Generation Adidas,U22 Initiative Player Model,512231
SAN DIEGO FC,Manu Duah,,,2027,"2028, 2029",Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Duran Ferree,,Unavailable – On Loan,2027,2028,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Jacob Jackson,,,2025,,Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Ian Pilcher,,,2025,"2026, 2027, 2028",Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Pablo Sisniega,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,512231
SAN DIEGO FC,Anisse Saidi,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,512231
SAN JOSE EARTHQUAKES,Cristian Arango,Designated Player,,2026,2027,Designated Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Cristian Espinoza,Designated Player,,2025,2026,Designated Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Hernán López,Designated Player,,2026,"2027, 2028",Designated Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Daniel,TAM Player,,2026,"2027, 2028",TAM Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Mark-Anthony Kaye,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Josef Martínez,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Amahl Pellegrino,TAM Player,,2025,,TAM Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Rodrigues,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Dave Romney,TAM Player,,2026,2027,TAM Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Bruno Wilson,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Vitor Costa,,,2025,2026,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Earl Edwards Jr.,,,2025,2026,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Ian Harkes,,,2026,2027,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Benji Kikanovic,,,2025,2026,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Nick Lima,,,2026,2027,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Paul Marie,,,2026,,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Daniel Munie,,,2025,2026,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Jack Skahan,,,2025,2026,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Ousseni Bouda,,,2025,,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Nick Fernandez,,,2025,"2026, 2027, 2028",Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Max Floriani,,,2025,"2026, 2027, 2028",Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Preston Judd,,,2026,2027,Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Beau Leroux,,,2025,"2026, 2027, 2028",Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Francesco Montali,,,2025,"2026, 2027",Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Jamar Ricketts,,,2025,"2026, 2027",Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Reid Roberts,,,2025,"2026, 2027, 2028",Standard,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Niko Tsakiris,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Oscar Verhoeven,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Chance Cowell,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Wilson Eisner,Homegrown Player,,2025,"2026, 2027, 2028",Homegrown,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Cruz Medina,Homegrown Player,,2026,2027,Homegrown,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Edwyn Mendoza,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,512231
SAN JOSE EARTHQUAKES,Kaedren Spivey,Homegrown Player,,2028,2029,Homegrown,Designated Player Model,512231
SEATTLE SOUNDERS FC,Pedro de la Vega,Designated Player,,2027,2028,Designated Player,Designated Player Model,512231
SEATTLE SOUNDERS FC,Jordan Morris,Designated Player,,2027,,Designated Player,Designated Player Model,512231
SEATTLE SOUNDERS FC,Albert Rusnák,Designated Player,,2026,2027,Designated Player,Designated Player Model,512231
SEATTLE SOUNDERS FC,Paul Arriola,TAM Player,,2027,2028,TAM Player,Designated Player Model,512231
SEATTLE SOUNDERS FC,Jesús Ferreira,TAM Player,,2027,"2028, 2029",TAM Player,Designated Player Model,512231
SEATTLE SOUNDERS FC,Yéimar Gomez Andrade,TAM Player,,2025,2026,TAM Player,Designated Player Model,512231
SEATTLE SOUNDERS FC,Cristian Roldan,TAM Player,,2027,,TAM Player,Designated Player Model,512231
SEATTLE SOUNDERS FC,Jon Bell,,,2025,,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Stefan Frei,,,2025,,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Kim Kee-hee,,,2025,2026,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Danny Leyva,,,2026,2027,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Georgi Minoungou,,,2028,2029,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Danny Musovski,,,2025,2026,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Nouhou,,,2025,2026,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,João Paulo,,,2025,2026,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Jackson Ragen,,,2027,2028,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Alex Roldan,,,2026,2027,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Andrew Thomas,,,2027,"2028, 2029",Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Cody Baker,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,512231
SEATTLE SOUNDERS FC,Reed Baker-Whiting,Homegrown Player,,2025,,Homegrown,Designated Player Model,512231
SEATTLE SOUNDERS FC,Jacob Castro,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,512231
SEATTLE SOUNDERS FC,Stuart Hawkins,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,512231
SEATTLE SOUNDERS FC,Paul Rothrock,,,2025,,Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Travian Sousa,,,2025,"2026, 2027",Standard,Designated Player Model,512231
SEATTLE SOUNDERS FC,Obed Vargas,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,512231
SEATTLE SOUNDERS FC,Leo Burney,Homegrown Player,Unavailable – On Loan,2025,"2026, 2027, 2028",Homegrown,Designated Player Model,512231
ST. LOUIS CITY SC,Marcel Hartel,Designated Player,,June 2028,2028,Designated Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,João Klauss,Designated Player,,2025,2026,Designated Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Chris Durkin,U22 Initiative,,2025,2026,U22 Initiative,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Jake Girdwood-Reich,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Roman Bürki,TAM Player,,2025,,TAM Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Henry Kessler,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Eduard Löwen,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Joakim Nilsson,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Tomas Ostrak,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Cedric Teuchert,TAM Player,,June 2026,2026,TAM Player,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Rasmus Alm,,,2025,2026,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Timo Baumgartl,,,2026,2027,Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Simon Becher,,Loan Player,June 2025,"PT: 2026; 2027, 2028",Standard,U22 Initiative Player Model,512231
ST. LOUIS CITY SC,Njabulo Blom,,Unavailable – On Loan,2025,2026,Standard,U22 Initiative Player Model,512231
