0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
242,Franco Escobar,ar ARG,DF,Houston Dynamo,30-286,1995,17.4,0.11,0.69,0.17,25.0,0.69,0.17,0.17,0.67,12.2,0.00,0.00,0.00,0.12,0.12,0.17,-0.01,-0.01,Matches
243,Olger Escobar,gt GUA,MF,CF Montréal,19-084,2006,5.0,0.20,1.60,0.60,37.5,1.60,0.60,0.13,0.33,19.8,0.00,0.00,0.00,0.12,0.12,0.07,0.08,0.08,Matches
244,Cristian Espinoza,ar ARG,"MF,FW",SJ Earthquakes,30-245,1995,29.9,0.13,1.44,0.50,34.9,1.44,0.50,0.07,0.20,22.1,0.27,0.03,0.03,0.14,0.11,0.08,-0.00,-0.01,Matches
245,Derrick Etienne,ht HAI,"FW,DF",Toronto FC,29-009,1996,11.0,0.00,1.18,0.27,23.1,1.19,0.27,0.00,0.00,15.3,0.00,0.00,0.00,0.09,0.09,0.08,-0.09,-0.09,Matches
246,Evander,br BRA,MF,FC Cincinnati,27-178,1998,30.4,0.59,3.75,1.71,45.6,3.75,1.71,0.16,0.35,23.4,0.66,0.00,0.00,0.26,0.26,0.07,0.34,0.34,Matches
247,Nicolás Ezequiel Fernández,ar ARG,FW,NYCFC,25-327,2000,9.8,0.31,1.63,0.61,37.5,1.63,0.61,0.19,0.50,19.0,0.00,0.00,0.00,0.18,0.18,0.12,0.12,0.12,Matches
248,Diego Fagúndez,uy URU,"MF,FW",LA Galaxy,30-293,1995,27.4,0.22,0.95,0.22,23.1,0.95,0.22,0.23,1.00,21.2,0.15,0.00,0.00,0.10,0.10,0.11,0.12,0.12,Matches
249,Maximiliano Falcón,uy URU,DF,Inter Miami,28-217,1997,20.8,0.05,0.24,0.10,40.0,0.24,0.10,0.20,0.50,10.7,0.00,0.00,0.00,0.03,0.03,0.12,0.02,0.02,Matches
250,Fallou Fall,sn SEN,DF,St. Louis,21-233,2004,6.5,0.00,0.92,0.15,16.7,0.92,0.15,0.00,0.00,10.5,0.00,0.00,0.00,0.06,0.06,0.07,-0.06,-0.06,Matches
251,Marco Farfan,us USA,DF,FC Dallas,27-022,1998,14.3,0.00,0.28,0.00,0.0,0.28,0.00,0.00,,14.3,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches
252,Jordan Farr,us USA,GK,D.C. United,31-060,1994,2.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
253,Andrew Farrell,us USA,"MF,DF",NE Revolution,33-246,1992,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
254,Logan Farrington,us USA,"FW,MF",FC Dallas,23-355,2001,17.4,0.29,1.67,0.69,41.4,1.66,0.69,0.17,0.42,15.4,0.06,0.00,0.00,0.18,0.18,0.11,0.10,0.10,Matches
255,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,25-353,1999,16.5,0.06,0.97,0.48,50.0,0.97,0.49,0.06,0.13,15.5,0.00,0.00,0.00,0.16,0.16,0.16,-0.10,-0.10,Matches
256,Ilay Feingold,il ISR,DF,NE Revolution,21-103,2004,24.9,0.12,0.56,0.24,42.9,0.56,0.24,0.21,0.50,14.6,0.00,0.00,0.00,0.07,0.07,0.13,0.05,0.05,Matches
257,Joaquín Fernández,es ESP,DF,Sporting KC,29-187,1996,14.4,0.00,0.49,0.00,0.0,0.49,0.00,0.00,,12.0,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
258,Julián Fernández,ar ARG,"FW,MF",NYCFC,21-335,2004,15.7,0.19,2.42,0.64,26.3,2.42,0.64,0.08,0.30,18.2,0.19,0.00,0.00,0.21,0.21,0.09,-0.02,-0.02,Matches
259,Nick Fernandez,us USA,MF,SJ Earthquakes,23-347,2001,1.3,0.00,2.31,0.00,0.0,2.31,0.00,0.00,,26.0,0.77,0.00,0.00,0.08,0.08,0.03,-0.08,-0.08,Matches
260,Omir Fernandez,us USA,"MF,FW",Colorado Rapids,26-299,1999,2.0,0.00,1.00,0.00,0.0,0.99,0.00,0.00,,15.8,0.00,0.00,0.00,0.10,0.10,0.08,-0.10,-0.10,Matches
261,Omir Fernandez,us USA,"MF,FW",Portland Timbers,26-299,1999,4.7,0.21,1.28,0.43,33.3,1.27,0.42,0.17,0.50,11.8,0.00,0.00,0.00,0.17,0.17,0.13,0.04,0.04,Matches
262,Jesús Ferreira,us USA,"FW,MF",Seattle Sounders,24-345,2000,24.2,0.17,1.57,0.74,47.4,1.57,0.74,0.11,0.22,17.4,0.08,0.00,0.00,0.22,0.22,0.14,-0.06,-0.06,Matches
263,Dominik Fitz,at AUT,"FW,DF",Minnesota Utd,26-171,1999,1.7,0.00,1.18,0.59,50.0,1.19,0.60,0.00,0.00,16.5,0.00,0.00,0.00,0.12,0.12,0.11,-0.12,-0.12,Matches
264,Kristian Fletcher,us USA,FW,D.C. United,20-120,2005,0.9,0.00,2.22,0.00,0.0,2.34,0.00,0.00,,28.3,0.00,0.00,0.00,0.11,0.11,0.03,-0.11,-0.11,Matches
265,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,23-197,2002,0.1,0.00,20.0,10.0,50.0,22.50,11.25,0.00,0.00,11.0,0.00,0.00,0.00,1.00,1.00,0.06,-1.00,-1.00,Matches
266,Deybi Flores,hn HON,MF,Toronto FC,29-171,1996,15.1,0.13,0.93,0.26,28.6,0.93,0.26,0.14,0.50,19.4,0.00,0.00,0.00,0.07,0.07,0.07,0.07,0.07,Matches
267,Gilberto Flores,py PAR,DF,FC Cincinnati,22-247,2003,13.1,0.00,0.69,0.15,22.2,0.69,0.15,0.00,0.00,14.4,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
268,Max Floriani,us USA,DF,SJ Earthquakes,22-301,2003,9.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
269,CJ Fodrey,us USA,"FW,MF",Austin,21-297,2004,3.7,0.27,4.59,1.08,23.5,4.57,1.07,0.06,0.25,11.5,0.00,0.00,0.00,0.38,0.38,0.08,-0.11,-0.11,Matches
270,Mamadou Fofana,ml MLI,DF,NE Revolution,27-317,1998,28.6,0.00,0.17,0.00,0.0,0.18,0.00,0.00,,22.6,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
271,Emil Forsberg,se SWE,"MF,FW",NY Red Bulls,34-042,1991,31.8,0.35,2.01,0.69,34.4,2.01,0.69,0.14,0.41,21.0,0.44,0.06,0.06,0.32,0.27,0.13,0.03,0.02,Matches
272,Ajani Fortune,tt TRI,"MF,DF",Atlanta Utd,22-339,2002,8.7,0.11,0.80,0.34,42.9,0.80,0.34,0.14,0.33,18.2,0.00,0.00,0.00,0.08,0.08,0.10,0.03,0.03,Matches
273,Jimer Fory,co COL,DF,Portland Timbers,23-194,2002,22.9,0.00,0.35,0.09,25.0,0.35,0.09,0.00,0.00,21.6,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
274,André Franco,pt POR,MF,Chicago Fire,27-236,1998,4.4,0.00,1.14,0.23,20.0,1.13,0.23,0.00,0.00,25.7,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
275,Kobe Franklin,ca CAN,DF,Toronto FC,22-208,2003,8.7,0.00,0.34,0.11,33.3,0.34,0.11,0.00,0.00,23.9,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
276,Ian Fray,jm JAM,DF,Inter Miami,23-095,2002,13.7,0.07,0.73,0.36,50.0,0.73,0.37,0.10,0.20,12.9,0.00,0.00,0.00,0.04,0.04,0.06,0.03,0.03,Matches
277,Wayne Frederick,tt TRI,MF,Colorado Rapids,21-174,2004,2.5,0.00,0.80,0.00,0.0,0.81,0.00,0.00,,17.3,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
278,Alex Freeman,us USA,DF,Orlando City,21-117,2004,27.3,0.22,1.68,0.55,32.6,1.69,0.55,0.13,0.40,11.5,0.00,0.00,0.00,0.21,0.21,0.12,0.01,0.01,Matches
279,Matt Freese,us USA,GK,NYCFC,27-093,1998,30.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
280,Stefan Frei,ch SUI,GK,Seattle Sounders,39-228,1986,26.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
281,Julian Gaines,us USA,"FW,DF",Nashville SC,23-029,2002,0.3,0.00,3.33,0.00,0.0,3.60,0.00,0.00,,33.9,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
282,Jeffrey Gal,us USA,GK,Chicago Fire,32-242,1993,6.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
283,Jon Gallagher,ie IRL,"DF,MF",Austin,29-284,1996,26.2,0.04,0.46,0.15,33.3,0.46,0.15,0.08,0.25,17.8,0.00,0.00,0.00,0.04,0.04,0.08,0.00,0.00,Matches
284,Pedro Gallese,pe PER,GK,Orlando City,35-284,1990,32.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
285,Ignatius Ganago,cm CMR,"FW,MF",NE Revolution,26-291,1999,17.5,0.17,2.23,0.86,38.5,2.23,0.86,0.08,0.20,12.9,0.00,0.00,0.00,0.35,0.35,0.16,-0.18,-0.18,Matches
286,Carlos Garcés,co COL,DF,LA Galaxy,24-054,2001,19.1,0.05,0.26,0.10,40.0,0.26,0.10,0.20,0.50,17.5,0.00,0.00,0.00,0.02,0.02,0.06,0.04,0.04,Matches
287,Diego García,us USA,MF,FC Dallas,19-048,2006,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
288,Manu García,es ESP,MF,Sporting KC,27-336,1998,23.3,0.09,0.90,0.21,23.8,0.90,0.21,0.10,0.40,20.5,0.00,0.00,0.00,0.06,0.06,0.07,0.03,0.03,Matches
289,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,29-353,1995,2.7,0.37,2.96,1.48,50.0,2.94,1.47,0.13,0.25,14.8,0.37,0.00,0.00,0.33,0.33,0.11,0.04,0.04,Matches
290,Luka Gavran,ca CAN,GK,Toronto FC,25-209,2000,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
291,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,29-277,1996,5.5,0.36,0.91,0.55,60.0,0.91,0.55,0.40,0.67,9.2,0.00,0.00,0.00,0.20,0.20,0.22,0.16,0.16,Matches
292,Dániel Gazdag,hu HUN,"MF,FW",Columbus Crew,29-277,1996,22.9,0.17,1.79,0.66,36.6,1.79,0.66,0.05,0.13,12.3,0.00,0.09,0.09,0.35,0.28,0.16,-0.18,-0.20,Matches
293,Owen Géne,fr FRA,MF,Minnesota Utd,22-260,2003,7.3,0.00,0.55,0.14,25.0,0.55,0.14,0.00,0.00,21.4,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
294,Sharod George,us USA,MF,NE Revolution,21-208,2004,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
295,Joran Gerbet,fr FRA,MF,Orlando City,24-157,2001,12.4,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,29.3,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
296,Samuel Gidi,sk SVK,MF,FC Cincinnati,21-233,2004,3.3,0.00,0.61,0.30,50.0,0.60,0.30,0.00,0.00,23.6,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
297,Carles Gil,es ESP,"MF,FW",NE Revolution,33-012,1992,33.9,0.29,2.12,0.74,34.7,2.12,0.74,0.07,0.20,26.5,0.38,0.15,0.15,0.24,0.12,0.06,0.06,0.03,Matches
298,Thomas Gillier,cl CHI,GK,CF Montréal,21-190,2004,8.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
299,Blake Gillingham,us USA,GK,Houston Dynamo,23-054,2002,3.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
300,Jake Girdwood-Reich,au AUS,"DF,MF",St. Louis,21-192,2004,5.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
301,Olivier Giroud,fr FRA,FW,LAFC,39-065,1986,5.9,0.51,3.39,1.53,45.0,3.41,1.53,0.15,0.33,13.8,0.34,0.00,0.00,0.53,0.53,0.15,-0.02,-0.02,Matches
302,Dennis Gjengaar,no NOR,"FW,MF",NY Red Bulls,21-283,2004,8.5,0.24,1.41,0.82,58.3,1.42,0.83,0.17,0.29,14.9,0.00,0.00,0.00,0.32,0.32,0.23,-0.08,-0.08,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,28-279,1997,30.9,0.00,0.49,0.03,6.7,0.49,0.03,0.00,0.00,12.2,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
304,Omari Glasgow,gy GUY,"DF,FW",Chicago Fire,22-012,2003,5.9,0.00,1.02,0.17,16.7,1.02,0.17,0.00,0.00,20.8,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
305,Ian Glavinovich,ar ARG,DF,Philadelphia Union,24-038,2001,2.9,0.34,1.72,0.34,20.0,1.75,0.35,0.20,1.00,14.6,0.00,0.00,0.00,0.07,0.07,0.05,0.28,0.28,Matches
306,Jakob Glesnes,no NOR,DF,Philadelphia Union,31-254,1994,29.2,0.03,0.75,0.10,13.6,0.75,0.10,0.05,0.33,24.9,0.17,0.00,0.00,0.03,0.03,0.04,0.00,0.00,Matches
307,Aníbal Godoy,pa PAN,MF,San Diego FC,35-297,1990,19.1,0.05,0.89,0.31,35.3,0.89,0.31,0.06,0.17,20.1,0.00,0.00,0.00,0.07,0.07,0.09,-0.02,-0.02,Matches
308,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,33-157,1992,19.6,0.00,0.87,0.20,23.5,0.87,0.20,0.00,0.00,13.0,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
309,Nicksoen Gomis,fr FRA,DF,Toronto FC,23-264,2002,5.3,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,5.6,0.00,0.00,0.00,0.04,0.04,0.22,-0.04,-0.04,Matches
310,Diogo Gonçalves,pt POR,"FW,MF",Real Salt Lake,28-301,1997,24.2,0.17,2.60,0.87,33.3,2.61,0.87,0.06,0.19,21.5,0.12,0.00,0.00,0.22,0.22,0.08,-0.05,-0.05,Matches
311,Omar Gonzalez,us USA,DF,Chicago Fire,37-054,1988,4.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
312,Archie Goodwin,au AUS,"MF,FW",Charlotte,21-027,2004,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
313,Zavier Gozo,us USA,"MF,FW",Real Salt Lake,18-257,2007,20.1,0.20,1.94,0.95,48.7,1.94,0.94,0.10,0.21,15.3,0.00,0.00,0.00,0.23,0.23,0.12,-0.03,-0.03,Matches
314,Owen Graham Roache,ca CAN,FW,CF Montréal,17-296,2008,1.4,0.00,0.71,0.71,100.0,0.73,0.73,0.00,0.00,16.3,0.00,0.00,0.00,0.07,0.07,0.13,-0.07,-0.07,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,23-107,2002,19.5,0.00,0.46,0.15,33.3,0.46,0.15,0.00,0.00,22.5,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
316,Julian Gressel,us USA,"DF,MF",Minnesota Utd,31-353,1993,12.1,0.08,0.83,0.25,30.0,0.83,0.25,0.10,0.33,24.2,0.00,0.00,0.00,0.05,0.05,0.06,0.03,0.03,Matches
317,Yuri Guboglo,ht HAI,"DF,FW",CF Montréal,18-259,2007,11.2,0.00,0.54,0.18,33.3,0.53,0.18,0.00,0.00,13.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
318,Gage Guerra,,"FW,MF",Portland Timbers,22-348,2002,1.5,0.00,2.00,0.00,0.0,2.03,0.00,0.00,,8.2,0.00,0.00,0.00,0.20,0.20,0.09,-0.20,-0.20,Matches
319,Colin Guske,us USA,"MF,FW",Orlando City,18-309,2007,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
320,Raul Gustavo,br BRA,DF,NYCFC,26-224,1999,4.7,0.00,0.64,0.00,0.0,0.64,0.00,0.00,,16.5,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
321,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,22-170,2003,22.7,0.40,2.91,1.19,40.9,2.90,1.19,0.11,0.26,22.5,0.09,0.09,0.09,0.30,0.23,0.08,0.09,0.07,Matches
322,Andrew Gutman,us USA,DF,Chicago Fire,29-063,1996,31.8,0.09,1.19,0.25,21.1,1.19,0.25,0.08,0.38,16.0,0.00,0.00,0.00,0.10,0.10,0.09,-0.01,-0.01,Matches
323,Brad Guzan,us USA,GK,Atlanta Utd,41-086,1984,26.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
324,Justin Haak,us USA,"DF,MF",NYCFC,24-083,2001,33.4,0.03,0.45,0.15,33.3,0.45,0.15,0.07,0.20,14.5,0.00,0.00,0.00,0.03,0.03,0.07,-0.00,-0.00,Matches
325,Taha Habroune,us USA,"MF,FW",Columbus Crew,19-302,2006,6.3,0.16,0.95,0.48,50.0,0.95,0.47,0.17,0.33,12.8,0.00,0.00,0.00,0.16,0.16,0.17,0.00,0.00,Matches
326,Alexander Hack,de GER,DF,NY Red Bulls,32-087,1993,16.1,0.06,0.62,0.31,50.0,0.62,0.31,0.10,0.20,13.4,0.00,0.00,0.00,0.07,0.07,0.12,-0.01,-0.01,Matches
327,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,30-078,1995,10.6,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,14.7,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
328,Nicholas Hagen,gt GUA,GK,Columbus Crew,29-124,1996,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
329,Nick Hagglund,us USA,DF,FC Cincinnati,33-081,1992,12.9,0.08,0.54,0.16,28.6,0.54,0.15,0.14,0.50,13.0,0.00,0.00,0.00,0.08,0.08,0.14,0.00,0.00,Matches
330,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,26-266,1999,10.4,0.19,2.21,0.67,30.4,2.21,0.67,0.09,0.29,15.9,0.00,0.00,0.00,0.31,0.31,0.14,-0.12,-0.12,Matches
331,Belal Halbouni,sy SYR,DF,Vancouver W'caps,25-340,1999,8.1,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,7.9,0.00,0.00,0.00,0.02,0.02,0.10,-0.02,-0.02,Matches
332,Julian Hall,us USA,"FW,MF",NY Red Bulls,17-255,2008,7.6,0.13,2.11,0.66,31.3,2.11,0.66,0.06,0.20,13.8,0.00,0.00,0.00,0.20,0.20,0.10,-0.07,-0.07,Matches
333,Bret Halsey,us USA,DF,FC Cincinnati,25-186,2000,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
334,Nicholas Hansen,dk DEN,GK,Colorado Rapids,24-147,2001,10.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
335,Aiden Harangi,us USA,DF,San Diego FC,19-299,2006,3.7,0.00,0.54,0.00,0.0,0.54,0.00,0.00,,15.9,0.00,0.00,0.00,0.05,0.05,0.10,-0.05,-0.05,Matches
336,Ian Harkes,us USA,MF,SJ Earthquakes,30-249,1995,23.8,0.13,1.34,0.42,31.3,1.34,0.42,0.09,0.30,22.3,0.00,0.00,0.00,0.07,0.07,0.05,0.06,0.06,Matches
337,Cameron Harper,us USA,"DF,MF",NY Red Bulls,24-015,2001,7.4,0.41,2.57,0.68,26.3,2.56,0.67,0.16,0.60,16.6,0.00,0.00,0.00,0.35,0.35,0.14,0.05,0.05,Matches
338,Nathan Harriel,us USA,DF,Philadelphia Union,24-225,2001,23.3,0.09,0.56,0.17,30.8,0.56,0.17,0.15,0.50,12.0,0.00,0.00,0.00,0.08,0.08,0.14,0.01,0.01,Matches
339,Alex Harris,us USA,"MF,FW",Colorado Rapids,20-291,2005,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
340,Calvin Harris,eng ENG,"FW,MF",Colorado Rapids,25-259,2000,14.8,0.34,2.16,0.61,28.1,2.16,0.61,0.16,0.56,14.0,0.00,0.00,0.00,0.34,0.34,0.16,-0.01,-0.01,Matches
341,Marcel Hartel,de GER,"MF,FW",St. Louis,29-319,1996,33.6,0.27,2.20,0.74,33.8,2.20,0.74,0.11,0.32,17.4,0.06,0.03,0.03,0.22,0.20,0.09,0.05,0.04,Matches
342,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,25-304,2000,17.0,0.12,1.24,0.59,47.6,1.24,0.59,0.10,0.20,17.2,0.00,0.00,0.00,0.08,0.08,0.07,0.04,0.04,Matches
343,Thomas Hasal,ca CAN,GK,LAFC,26-148,1999,1.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
344,Stuart Hawkins,us USA,"DF,MF",Seattle Sounders,19-077,2006,1.4,0.00,1.43,0.00,0.0,1.42,0.00,0.00,,6.4,0.00,0.00,0.00,0.14,0.14,0.11,-0.14,-0.14,Matches
345,Kobi Henry,tt TRI,"DF,FW",Real Salt Lake,21-222,2004,0.5,0.00,2.00,0.00,0.0,2.20,0.00,0.00,,27.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
346,Malik Henry,ca CAN,"MF,FW",Toronto FC,23-134,2002,1.3,0.00,1.54,0.00,0.0,1.53,0.00,0.00,,12.3,0.00,0.00,0.00,0.46,0.46,0.32,-0.46,-0.46,Matches
347,Fabian Herbers,de GER,"MF,FW",CF Montréal,32-109,1993,8.0,0.13,1.63,0.25,15.4,1.62,0.25,0.08,0.50,16.1,0.00,0.00,0.00,0.10,0.10,0.06,0.03,0.03,Matches
348,Ronald Hernández,ve VEN,DF,Atlanta Utd,28-074,1997,14.6,0.07,0.48,0.14,28.6,0.48,0.14,0.14,0.50,15.7,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.03,Matches
349,Aaron Herrera,gt GUA,"DF,MF",D.C. United,28-181,1997,23.0,0.00,0.70,0.17,25.0,0.70,0.17,0.00,0.00,23.6,0.09,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
350,Marcelo Herrera,ar ARG,DF,Columbus Crew,27-031,1998,15.2,0.26,1.58,0.46,29.2,1.58,0.46,0.17,0.57,17.1,0.07,0.00,0.00,0.19,0.19,0.12,0.07,0.07,Matches
351,Son Heung-min,kr KOR,FW,LAFC,33-149,1992,8.9,1.01,3.93,2.13,54.3,3.92,2.13,0.26,0.47,18.1,0.22,0.00,0.00,0.60,0.60,0.15,0.42,0.42,Matches
352,Aiden Hezarkhani,us USA,"FW,MF",Real Salt Lake,18-159,2007,0.6,0.00,1.67,0.00,0.0,1.55,0.00,0.00,,23.1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
353,Jayden Hibbert,ca CAN,GK,Atlanta Utd,21-121,2004,8.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
354,Bode Hidalgo,us USA,DF,Real Salt Lake,23-285,2002,9.1,0.00,0.77,0.33,42.9,0.77,0.33,0.00,0.00,23.6,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
355,Bode Hidalgo,us USA,DF,CF Montréal,23-285,2002,3.9,0.00,0.51,0.26,50.0,0.52,0.26,0.00,0.00,16.9,0.00,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
356,Kyle Hiebert,ca CAN,DF,St. Louis,28-127,1997,18.8,0.05,0.21,0.05,25.0,0.21,0.05,0.25,1.00,8.3,0.00,0.00,0.00,0.06,0.06,0.29,-0.01,-0.01,Matches
357,Luke Hille,us USA,MF,Minnesota Utd,22-288,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
358,Brendan Hines-Ike,us USA,DF,Austin,31-004,1994,30.7,0.00,0.33,0.00,0.0,0.33,0.00,0.00,,12.4,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
359,Bongokuhle Hlongwane,za RSA,"DF,MF",Minnesota Utd,25-167,2000,26.4,0.11,1.17,0.38,32.3,1.17,0.38,0.10,0.30,15.4,0.00,0.00,0.00,0.15,0.15,0.13,-0.03,-0.03,Matches
360,Rob Holding,eng ENG,DF,Colorado Rapids,30-075,1995,5.8,0.00,0.86,0.34,40.0,0.86,0.34,0.00,0.00,12.8,0.00,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,Matches
361,Ryan Hollingshead,us USA,"DF,MF",LAFC,34-232,1991,23.4,0.09,0.90,0.38,42.9,0.90,0.38,0.10,0.22,10.2,0.00,0.00,0.00,0.17,0.17,0.19,-0.09,-0.09,Matches
362,Duane Holmes,us USA,"MF,FW",Houston Dynamo,31-028,1994,6.5,0.15,1.38,0.31,22.2,1.39,0.31,0.11,0.50,19.7,0.15,0.00,0.00,0.15,0.15,0.11,0.00,0.00,Matches
363,Jackson Hopkins,us USA,"MF,FW",D.C. United,21-156,2004,9.3,0.32,0.86,0.43,50.0,0.86,0.43,0.38,0.75,18.9,0.00,0.00,0.00,0.05,0.05,0.06,0.27,0.27,Matches
364,Jannes Horn,de GER,DF,St. Louis,28-301,1997,8.0,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,25.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
