0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,53.1,4.18,18.5,25.1,9.74,0.39,53.1,0.98,0.46,46.7,0.33,33.3,24.6,128.6,65.0,1.90,0.65,0.07,1.11,0.33,27.9,3.73,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,73.6,9.68,39.8,31.5,2.84,0.74,73.6,0.42,0.32,75.0,0.11,25.0,42.5,190.8,98.7,0.21,0.11,0.00,0.21,0.11,43.7,0.00,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,5.3,52.5,0.57,5.85,22.1,24.5,4.34,52.5,3.02,0.75,25.0,1.51,50.0,35.7,199.6,94.9,3.02,1.51,0.94,2.83,1.70,38.7,7.36,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,69.6,1.95,13.7,38.7,17.7,1.52,69.6,1.01,0.47,46.2,0.47,46.2,40.4,179.5,88.5,2.26,1.44,0.23,1.13,0.70,50.6,6.15,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,54.0,1.00,7.00,17.0,30.0,7.00,54.0,7.00,1.00,14.3,4.00,57.1,35.0,374.0,185.0,8.00,4.00,2.00,2.00,2.00,40.0,13.0,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,0.9,54.4,2.22,4.44,20.0,33.3,3.33,54.4,7.78,6.67,85.7,0.00,0.0,43.3,285.6,96.7,3.33,6.67,2.22,6.67,1.11,43.3,15.6,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,47.7,3.96,19.1,22.6,6.23,1.13,47.7,0.57,0.38,66.7,0.19,33.3,24.3,122.6,63.6,0.94,0.57,0.00,1.32,0.19,31.7,3.58,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,29.4,1.11,1.67,16.1,11.7,0.56,29.4,0.00,0.00,,0.00,,15.0,58.9,28.9,0.56,1.67,0.00,1.11,1.11,25.0,2.22,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,33.3,29.3,33.3,0.00,0.00,0.00,33.3,0.00,0.00,,0.00,,16.7,78.7,47.3,0.00,0.00,0.00,0.00,0.00,18.0,0.00,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,0.4,52.5,12.5,42.5,10.0,0.00,0.00,52.5,2.50,2.50,100.0,0.00,0.0,17.5,125.0,50.0,2.50,0.00,0.00,0.00,0.00,15.0,0.00,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,44.6,2.29,12.9,25.4,6.57,0.29,44.6,2.29,2.00,87.5,0.29,12.5,24.0,114.6,45.4,0.57,0.29,0.00,0.57,0.57,30.0,2.00,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,1.1,31.8,0.00,1.82,14.5,15.5,1.82,31.8,1.82,0.91,50.0,0.91,50.0,21.8,87.3,25.5,0.91,0.00,0.91,2.73,0.91,28.2,8.18,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,0.5,56.0,0.00,6.00,26.0,26.0,8.00,56.0,10.0,4.00,40.0,6.00,60.0,40.0,312.0,188.0,6.00,2.00,2.00,0.00,2.00,30.0,10.0,Matches
227,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,4.3,39.3,0.93,3.49,19.1,17.7,4.88,39.3,1.86,0.47,25.0,1.40,75.0,18.8,130.7,23.5,1.16,0.70,1.16,2.56,1.40,26.7,6.28,Matches
228,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,11.4,56.6,3.60,17.5,22.4,17.3,2.19,56.6,3.07,1.23,40.0,1.23,40.0,30.9,193.3,108.2,3.33,1.93,0.44,1.40,0.53,36.5,5.44,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,60.0,50.0,59.0,1.00,0.00,0.00,60.0,0.00,0.00,,0.00,,43.0,143.0,74.0,0.00,0.00,0.00,0.00,0.00,33.0,0.00,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,28.6,56.8,2.10,11.6,28.3,17.7,2.34,56.8,2.52,1.40,55.6,1.08,43.1,30.8,144.2,62.9,0.94,1.26,0.24,1.78,1.68,36.8,3.64,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,54.9,3.00,17.8,30.6,7.00,0.44,54.9,0.67,0.33,50.0,0.33,50.0,30.9,142.6,63.0,0.67,0.89,0.00,1.22,0.56,38.1,0.56,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,25.6,47.1,1.72,5.63,23.9,18.8,3.40,47.0,4.92,2.38,48.4,2.15,43.7,30.4,189.1,87.9,2.77,1.95,0.51,1.95,1.29,34.2,5.27,Matches
233,Erik Duenas,us USA,"MF,DF",LAFC,18,2004,8.4,61.2,1.07,10.7,33.1,18.1,0.60,61.2,3.45,1.90,55.2,1.19,34.5,37.6,184.2,79.6,1.90,1.19,0.12,2.98,2.26,39.5,3.33,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,78.4,1.02,8.37,52.0,19.2,0.61,78.4,2.65,0.61,23.1,2.04,76.9,45.1,159.8,63.3,0.20,1.63,0.00,2.45,1.43,57.3,3.27,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,16.3,52.5,0.31,5.21,27.1,20.7,1.17,52.5,3.07,0.86,28.0,1.72,56.0,31.7,149.3,76.9,2.33,1.84,0.12,2.70,0.92,36.1,5.15,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,78.7,3.33,21.3,43.3,16.0,0.00,78.7,2.67,0.67,25.0,2.00,75.0,43.3,242.7,136.7,2.00,2.67,0.00,3.33,0.67,42.7,6.67,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,1.3,35.4,1.54,6.92,12.3,16.9,3.85,35.4,4.62,0.77,16.7,3.08,66.7,20.8,96.2,27.7,1.54,0.77,0.00,2.31,1.54,16.2,7.69,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,58.6,2.44,13.9,27.1,18.9,1.71,58.6,3.32,1.51,45.6,1.37,41.2,26.4,167.1,88.4,2.73,1.56,0.68,1.95,0.73,24.5,4.15,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,44.4,1.64,9.00,21.1,15.0,2.10,44.4,1.64,0.96,58.3,0.55,33.3,24.5,125.4,51.7,1.28,1.32,0.37,1.23,1.37,27.4,4.75,Matches
240,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,32.9,30.0,0.58,2.13,14.4,14.0,3.25,30.0,2.52,1.61,63.9,0.73,28.9,19.6,93.9,35.0,1.06,0.97,0.40,1.98,1.61,23.5,4.32,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,55.1,1.80,8.54,36.3,10.9,0.15,55.1,0.58,0.29,50.0,0.19,33.3,25.8,120.0,54.9,0.63,0.63,0.05,0.68,0.53,31.6,1.02,Matches
242,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10.0,36.4,32.5,36.3,0.10,0.00,0.00,36.4,0.00,0.00,,0.00,,19.8,108.7,62.6,0.00,0.00,0.00,0.00,0.00,13.7,0.00,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,20.8,66.0,3.70,21.2,27.7,18.0,2.45,66.0,3.41,1.97,57.7,0.87,25.4,38.1,202.3,99.2,2.69,2.40,0.77,2.31,0.87,42.1,5.96,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,31.0,53.0,8.39,32.1,19.0,2.23,1.32,53.0,0.32,0.16,50.0,0.10,30.0,27.6,131.4,70.2,0.42,0.26,0.00,0.26,0.16,30.8,0.23,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,2.4,35.0,2.08,9.17,14.6,11.7,2.08,35.0,3.33,1.67,50.0,0.83,25.0,18.3,129.2,70.0,2.08,1.25,1.25,2.92,2.08,19.6,4.17,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,14.7,57.5,2.11,13.9,30.1,14.5,0.61,57.5,3.13,1.97,63.0,0.82,26.1,31.6,166.4,80.1,1.90,1.63,0.27,0.88,0.34,34.1,2.52,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,11.5,33.7,1.57,4.00,14.8,15.4,4.96,33.7,1.57,1.13,72.2,0.43,27.8,17.7,108.8,48.0,1.74,1.22,0.61,1.65,1.22,25.3,5.48,Matches
248,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,24.7,59.0,3.16,18.4,26.4,14.7,1.54,59.0,1.78,1.09,61.4,0.57,31.8,31.1,142.0,64.6,1.50,1.05,0.32,1.46,0.73,34.3,4.86,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,27,1995,33.7,57.9,0.77,6.05,17.5,35.0,3.74,57.8,4.01,1.75,43.7,2.14,53.3,33.4,203.7,93.1,4.07,2.11,1.39,2.34,1.25,38.5,10.4,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,8.1,60.6,1.36,9.88,33.6,17.8,1.73,60.6,1.23,0.86,70.0,0.37,30.0,34.8,161.9,74.3,2.10,2.10,0.49,1.48,1.11,42.3,4.81,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,11.6,38.2,0.86,4.40,12.1,22.3,4.74,38.2,2.93,0.86,29.4,1.72,58.8,27.0,179.7,91.0,3.53,1.98,1.72,2.07,0.69,27.9,9.40,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,24.5,55.6,0.49,5.35,25.8,25.4,2.73,55.6,3.51,2.24,64.0,0.94,26.7,32.0,185.7,96.4,2.78,2.45,0.90,2.12,1.31,37.7,5.02,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,11.4,45.4,1.23,5.88,15.4,24.6,2.89,45.4,3.16,0.96,30.6,1.93,61.1,24.7,153.1,61.1,1.58,0.88,0.53,1.23,1.05,29.5,7.37,Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,6.4,46.9,1.56,8.28,16.4,23.0,2.34,46.9,1.56,0.63,40.0,0.94,60.0,28.8,162.8,74.5,1.72,1.41,0.16,1.09,0.94,31.4,7.97,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,2.7,27.8,0.37,2.22,8.89,17.0,5.93,27.8,2.96,0.74,25.0,1.85,62.5,14.4,88.1,44.1,1.48,0.37,1.11,1.48,0.74,15.9,3.70,Matches
256,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1.0,69.0,6.00,33.0,31.0,5.00,2.00,69.0,1.00,1.00,100.0,0.00,0.0,37.0,262.0,148.0,2.00,1.00,0.00,1.00,0.00,44.0,0.00,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,29.8,53.4,2.99,17.4,24.4,12.1,1.14,53.4,1.31,0.87,66.7,0.37,28.2,26.0,121.6,60.3,1.48,1.04,0.20,1.04,0.74,31.7,3.93,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,0.3,43.3,0.00,0.00,30.0,13.3,3.33,43.3,3.33,0.00,0.0,3.33,100.0,26.7,106.7,60.0,0.00,3.33,0.00,3.33,3.33,26.7,3.33,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,9.3,56.7,0.00,2.58,26.0,28.6,3.23,56.7,4.09,1.61,39.5,2.15,52.6,40.0,240.6,113.9,3.55,2.37,1.29,3.44,2.15,47.1,5.05,Matches
260,Andrew Farrell,us USA,DF,NE Revolution,30,1992,21.5,55.4,7.02,28.1,25.6,2.05,0.19,55.4,0.47,0.28,60.0,0.19,40.0,31.7,147.0,79.4,0.33,0.23,0.00,0.28,0.19,34.6,0.47,Matches
261,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,23,1999,24.0,60.9,1.58,12.7,22.7,26.2,2.63,60.9,2.42,0.96,39.7,1.38,56.9,37.1,207.0,105.2,3.50,2.21,0.92,1.46,0.79,38.9,9.88,Matches
262,Felipe,br BRA,MF,Orlando City,32,1990,6.3,66.3,2.70,14.6,37.9,14.6,1.43,66.3,0.63,0.32,50.0,0.32,50.0,38.9,144.3,60.0,0.79,1.43,0.16,0.32,0.95,51.3,0.79,Matches
263,Julián Fernández,ar ARG,"FW,MF",NYCFC,19,2004,3.6,71.7,0.28,7.22,26.4,38.3,5.56,71.7,2.78,1.39,50.0,1.39,50.0,43.3,290.8,132.5,4.17,1.94,2.50,5.83,2.50,52.2,13.3,Matches
264,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,23,1999,19.4,34.0,0.62,3.51,13.6,17.3,3.56,33.9,2.94,1.08,36.8,1.49,50.9,20.8,115.5,58.8,2.01,1.13,0.88,2.47,1.65,22.1,5.41,Matches
265,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,25.2,46.0,0.67,3.93,20.8,21.7,3.69,46.0,1.15,0.63,55.2,0.48,41.4,24.7,107.3,49.3,1.51,1.15,0.60,1.71,0.67,31.6,5.56,Matches
266,Sebastián Ferreira,py PAR,FW,Houston Dynamo,24,1998,3.4,40.0,0.00,0.88,18.2,21.2,5.59,40.0,1.18,1.18,100.0,0.00,0.0,22.9,61.8,16.5,0.29,0.00,0.59,4.12,2.06,30.9,7.35,Matches
267,Ethan Finlay,us USA,"FW,MF",Austin,32,1990,18.8,28.9,1.06,5.21,10.2,13.8,2.93,28.9,1.54,0.69,44.8,0.80,51.7,16.3,91.6,42.6,1.28,0.74,0.43,1.76,0.64,18.0,7.87,Matches
268,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,0.0,13,0,0,9,4,2,13,2,0,0.0,2,100.0,7,24,5,0,0,0,0,1,11,0,Matches
269,Leon Flach,us USA,MF,Philadelphia Union,21,2001,19.9,33.3,1.71,9.15,15.9,8.44,0.45,33.3,0.30,0.10,33.3,0.20,66.7,15.0,54.0,25.0,0.30,0.65,0.00,0.70,0.50,16.6,1.36,Matches
270,Kristian Fletcher,us USA,"FW,MF",D.C. United,17,2005,1.5,45.3,0.00,2.00,18.0,25.3,7.33,45.3,4.67,1.33,28.6,3.33,71.4,30.0,186.7,76.0,4.00,0.00,2.67,4.00,4.00,38.7,12.7,Matches
271,Danny Flores,us USA,MF,Sporting KC,20,2002,0.1,30.0,0.00,0.00,30.0,0.00,0.00,30.0,0.00,0.00,,0.00,,20.0,120.0,0.00,0.00,0.00,0.00,10.0,0.00,30.0,0.00,Matches
272,CJ Fodrey,us USA,"DF,FW",Austin,18,2004,0.4,52.5,0.00,2.50,20.0,30.0,7.50,52.5,5.00,5.00,100.0,0.00,0.0,37.5,162.5,70.0,0.00,0.00,0.00,2.50,0.00,37.5,15.0,Matches
273,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,6.3,39.7,0.63,3.65,17.0,19.7,5.56,39.7,1.90,0.79,41.7,1.11,58.3,23.0,109.0,32.7,0.95,1.11,0.79,4.29,2.70,29.2,6.51,Matches
274,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,26.6,82.1,7.86,39.1,39.8,3.46,0.75,82.1,0.26,0.23,85.7,0.04,14.3,51.8,244.3,165.9,0.53,0.41,0.00,0.34,0.23,62.1,0.04,Matches
275,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,4.2,47.1,2.14,13.3,26.7,7.86,1.90,47.1,1.19,0.95,80.0,0.24,20.0,29.0,139.8,62.1,1.19,0.48,0.00,1.19,0.00,35.0,1.90,Matches
276,Taxiarchis Fountas,gr GRE,"FW,MF",D.C. United,27,1995,12.2,36.8,0.33,1.31,16.1,19.8,4.26,36.7,2.13,1.23,57.7,0.49,23.1,23.4,126.6,58.4,2.62,1.31,0.74,2.05,0.98,28.0,6.48,Matches
277,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,29,1993,14.8,50.9,0.27,5.88,21.4,24.3,4.59,50.9,2.84,1.22,42.9,1.35,47.6,28.4,164.2,70.7,2.03,1.69,0.81,2.36,0.95,35.9,7.70,Matches
278,Iván Franco,py PAR,"FW,MF",Houston Dynamo,22,2000,11.8,44.3,0.85,7.46,18.6,19.0,4.92,44.3,2.88,1.36,47.1,1.02,35.3,26.5,137.2,71.3,2.12,1.69,0.68,2.97,1.10,29.2,6.78,Matches
279,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,19,2003,24.1,64.5,3.57,23.6,29.6,12.0,0.91,64.5,1.62,0.75,46.2,0.66,41.0,36.1,173.6,78.8,1.45,1.29,0.12,1.54,0.46,38.9,3.28,Matches
280,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,4.1,61.7,3.17,14.9,38.5,8.54,1.22,61.7,0.98,0.73,75.0,0.24,25.0,30.2,120.5,55.9,0.49,0.24,0.00,0.98,0.24,43.7,0.24,Matches
281,Ian Fray,jm JAM,"DF,MF",Inter Miami,20,2002,7.3,71.5,3.97,24.1,38.6,9.45,1.10,71.5,3.01,1.64,54.5,0.82,27.3,47.0,281.4,178.5,2.47,2.05,0.41,1.78,0.68,48.4,0.96,Matches
282,Alex Freeman,us USA,DF,Orlando City,18,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
283,Matt Freese,us USA,GK,NYCFC,24,1998,10.0,40.3,33.1,40.1,0.20,0.00,0.00,40.3,0.00,0.00,,0.00,,24.2,117.9,77.2,0.00,0.00,0.00,0.00,0.00,20.3,0.00,Matches
284,Stefan Frei,ch SUI,GK,Seattle Sounders,36,1986,32.0,28.3,24.5,28.3,0.09,0.00,0.00,28.3,0.00,0.00,,0.00,,14.2,87.0,46.6,0.00,0.00,0.00,0.00,0.00,11.7,0.00,Matches
285,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,13.9,48.2,2.81,14.8,24.4,9.50,0.58,48.2,1.15,0.79,68.8,0.36,31.3,22.7,95.0,44.6,0.72,0.58,0.22,1.01,0.58,24.3,2.88,Matches
286,Julian Gaines,us USA,DF,LAFC,20,2002,0.7,45.7,2.86,15.7,18.6,11.4,1.43,45.7,0.00,0.00,,0.00,,18.6,60.0,17.1,0.00,0.00,0.00,4.29,0.00,24.3,4.29,Matches
287,McKinze Gaines,us USA,"FW,MF",Charlotte,24,1998,8.2,40.0,0.49,4.51,14.9,21.3,3.05,40.0,4.51,3.05,67.6,1.34,29.7,24.9,201.5,99.6,3.41,2.68,0.85,2.93,1.59,30.4,8.17,Matches
288,Jon Gallagher,ie IRL,"DF,MF",Austin,26,1996,31.0,53.9,2.61,13.1,22.4,18.8,1.61,53.9,2.29,0.90,39.4,1.10,47.9,32.3,214.4,102.6,3.06,1.97,0.32,1.06,0.55,34.1,6.94,Matches
289,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30.0,30.9,25.5,30.6,0.23,0.00,0.00,30.9,0.03,0.03,100.0,0.00,0.0,15.0,83.9,57.1,0.00,0.00,0.00,0.03,0.00,11.1,0.00,Matches
290,Braian Galván,ar ARG,"FW,DF",Colorado Rapids,22,2000,7.4,49.7,1.22,8.11,23.5,18.9,1.22,49.6,3.92,1.22,31.0,2.03,51.7,33.5,227.8,93.4,2.43,1.49,0.00,1.89,0.41,34.7,7.03,Matches
291,Mender García,co COL,"FW,MF",Minnesota Utd,24,1998,11.4,30.7,0.09,0.96,13.9,16.3,5.53,30.7,1.67,0.96,57.9,0.61,36.8,16.5,64.6,24.4,1.14,0.70,0.88,3.95,1.05,20.2,5.88,Matches
292,Chase Gasper,us USA,DF,Houston Dynamo,27,1996,2.3,52.6,3.91,14.3,25.7,12.6,0.00,52.6,0.87,0.00,0.0,0.87,100.0,29.1,119.1,53.9,0.87,0.00,0.00,0.43,0.43,31.3,5.65,Matches
293,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,27,1995,29.2,53.0,0.62,4.01,22.2,27.8,4.01,52.7,1.82,0.99,54.7,0.68,37.7,28.4,159.9,84.7,2.64,2.02,0.24,1.68,0.72,36.2,6.85,Matches
294,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4.0,41.3,39.0,41.3,0.00,0.00,0.00,41.3,0.00,0.00,,0.00,,19.3,82.0,44.3,0.00,0.00,0.00,0.50,0.00,16.5,0.00,Matches
295,Dániel Gazdag,hu HUN,MF,Philadelphia Union,26,1996,30.3,46.2,0.36,3.63,24.3,19.0,3.07,45.9,1.58,0.43,27.1,0.89,56.3,28.8,135.2,52.0,1.29,1.32,0.50,1.19,1.09,35.5,5.08,Matches
296,Geovane,br BRA,DF,FC Dallas,21,2001,11.0,55.4,5.00,16.9,26.4,12.8,1.45,55.4,1.55,1.09,70.6,0.27,17.6,20.1,113.7,63.7,1.73,1.09,0.27,1.36,0.27,27.5,4.55,Matches
297,Alex Gersbach,au AUS,"DF,MF",Colorado Rapids,25,1997,2.9,53.4,3.79,20.0,22.8,11.0,0.34,53.4,1.03,0.34,33.3,0.34,33.3,24.5,138.3,61.0,2.41,0.69,0.00,0.69,0.34,27.2,3.45,Matches
298,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,19.8,30.9,1.92,3.74,14.1,13.2,5.20,30.9,1.46,0.56,37.9,0.76,51.7,17.1,64.0,22.5,0.51,0.51,0.20,2.27,0.96,22.0,5.30,Matches
299,Carles Gil,es ESP,MF,NE Revolution,30,1992,29.1,73.1,0.17,6.49,35.7,32.2,2.78,73.0,4.98,2.75,55.2,1.58,31.7,50.1,376.8,168.2,4.81,3.88,0.86,2.10,0.89,55.4,5.91,Matches
300,Nacho Gil,es ESP,"FW,DF",NE Revolution,27,1995,5.8,44.3,0.52,7.24,15.9,21.9,3.28,44.3,2.93,1.38,47.1,1.38,47.1,27.6,202.4,100.5,3.62,2.24,1.21,1.72,0.86,33.1,6.90,Matches
301,Gastón Giménez,py PAR,MF,Chicago Fire,31,1991,24.4,59.7,2.34,16.2,35.1,8.98,0.57,59.7,1.31,1.11,84.4,0.20,15.6,30.6,144.8,68.0,0.82,0.70,0.12,1.19,0.61,36.3,0.74,Matches
302,Nicholas Gioacchini,us USA,"FW,MF",St. Louis,22,2000,23.3,36.2,0.69,2.88,14.6,19.0,4.42,36.2,2.06,0.82,39.6,0.86,41.7,18.6,81.6,31.3,1.03,0.47,0.47,3.13,1.20,27.2,6.18,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,25,1997,30.2,68.2,7.38,38.4,28.4,1.69,0.79,68.2,0.20,0.07,33.3,0.07,33.3,40.6,193.6,102.5,0.36,0.30,0.00,0.53,0.17,45.9,0.03,Matches
304,Jakob Glesnes,no NOR,DF,Philadelphia Union,28,1994,31.0,49.9,6.16,22.7,25.1,2.90,0.77,49.9,0.42,0.35,84.6,0.06,15.4,27.0,182.1,114.1,1.10,0.58,0.00,0.58,0.03,27.9,0.10,Matches
305,Caden Glover,us USA,MF,St. Louis,15,2007,0.2,5.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
306,Aníbal Godoy,pa PAN,MF,Nashville SC,32,1990,18.5,63.6,2.11,14.6,41.9,7.73,0.43,63.6,0.92,0.59,64.7,0.27,29.4,36.3,173.4,72.2,0.86,0.92,0.00,0.86,0.59,46.5,1.08,Matches
307,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,30,1992,32.1,64.9,7.85,28.6,34.0,2.65,1.03,64.9,0.34,0.22,63.6,0.09,27.3,34.1,151.8,81.7,0.50,0.53,0.06,0.59,0.09,39.9,0.31,Matches
308,Carlos Gómez,co COL,"MF,FW",Real Salt Lake,20,2002,15.5,43.2,0.90,5.16,13.5,26.2,4.84,43.2,7.29,2.97,40.7,3.94,54.0,28.8,229.1,107.7,4.13,3.23,1.61,3.94,2.00,28.7,10.5,Matches
309,Diego Gómez,py PAR,"MF,FW",Inter Miami,19,2003,4.6,53.0,0.87,11.3,28.7,14.8,2.39,53.0,2.61,1.52,58.3,0.87,33.3,30.2,138.7,59.3,1.52,1.74,0.22,2.17,0.43,34.8,3.26,Matches
310,Gaston Gonzalez,ar ARG,"FW,DF",Orlando City,21,2001,8.0,43.3,1.88,9.50,13.6,21.1,3.50,43.3,4.25,1.13,26.5,2.88,67.6,25.4,209.1,69.1,3.38,2.63,0.75,2.38,1.25,28.5,8.13,Matches
311,Mario González,es ESP,FW,LAFC,26,1996,4.3,20.2,0.70,1.63,9.07,9.53,4.19,20.2,2.09,1.16,55.6,0.93,44.4,13.5,60.7,21.4,0.47,0.47,0.70,2.33,0.93,16.3,4.65,Matches
312,Omar Gonzalez,us USA,DF,NE Revolution,34,1988,9.6,53.5,8.13,33.5,19.2,0.94,0.52,53.5,0.00,0.00,,0.00,,31.9,135.3,63.2,0.00,0.10,0.00,0.31,0.00,33.8,0.00,Matches
313,Zavier Gozo,us USA,FW,Real Salt Lake,15,2007,0.1,50.0,0.00,0.00,30.0,20.0,20.0,50.0,10.0,10.0,100.0,0.00,0.0,30.0,150.0,20.0,0.00,0.00,0.00,0.00,10.0,40.0,10.0,Matches
314,Alejandro Granados,es ESP,FW,Orlando City,16,2006,0.0,10,0,0,8,2,0,10,0,0,,0,,9,43,16,0,0,0,0,0,9,0,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,20,2002,22.7,67.2,4.98,26.1,34.6,6.87,0.18,67.2,1.01,0.53,52.2,0.31,30.4,35.7,177.2,98.9,1.41,0.88,0.09,0.53,0.26,41.9,1.41,Matches
316,Jacob Greene,us USA,DF,D.C. United,19,2003,5.4,49.1,3.15,17.2,18.9,13.3,0.37,49.1,1.67,0.37,22.2,1.11,66.7,18.5,72.8,28.7,0.56,0.93,0.19,1.11,0.56,21.1,3.52,Matches
317,Gregore,br BRA,MF,Inter Miami,28,1994,4.3,61.4,4.19,15.6,37.2,9.53,0.47,61.4,0.93,0.47,50.0,0.47,50.0,38.6,219.5,104.2,1.86,1.16,0.00,0.93,0.93,39.1,0.70,Matches
318,Ján Greguš,sk SVK,MF,Nashville SC,32,1991,2.5,89.2,2.80,20.4,61.2,8.00,0.80,89.2,1.20,1.20,100.0,0.00,0.0,50.0,282.8,154.0,1.60,0.80,0.40,1.60,1.20,59.2,1.20,Matches
319,Ján Greguš,sk SVK,MF,Minnesota Utd,32,1991,10.0,65.6,1.50,12.1,39.2,14.8,0.50,65.6,0.90,0.50,55.6,0.20,22.2,39.6,200.5,98.2,1.40,1.10,0.00,0.40,0.40,46.8,0.80,Matches
320,Julian Gressel,us USA,"DF,MF",Columbus Crew,29,1993,8.2,63.4,1.22,7.80,24.1,32.3,2.93,63.4,0.49,0.24,50.0,0.24,50.0,34.0,149.9,82.0,3.05,0.85,0.73,1.34,0.37,41.7,10.4,Matches
321,Julian Gressel,us USA,MF,Vancouver W'caps,29,1993,15.1,66.5,1.66,9.67,35.8,21.4,2.78,66.5,1.52,0.66,43.5,0.86,56.5,33.2,170.4,91.9,2.12,1.06,0.20,0.99,0.66,44.6,6.09,Matches
