0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Yellow CardsYellow Cards,Red CardsRed Cards,Second Yellow CardSecond Yellow Card,Fouls CommittedFouls Committed,Fouls DrawnFouls Drawn,OffsidesOffsides,CrossesCrosses,InterceptionsInterceptions,Tackles WonTackles in which the tackler's team won possession of the ball,Penalty Kicks WonPenalty Kicks Won,Penalty Kicks ConcededPenalty Kicks Conceded,Own GoalsOwn Goals,Ball RecoveriesNumber of loose balls recovered,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,24_Matches
260,Andrew Farrell,us USA,DF,NE Revolution,30,1992,21.5,0.05,0.00,0.00,0.51,0.60,0.00,0.23,1.12,0.84,0.00,0.09,0.05,6.47,0.56,0.74,42.9,Matches
261,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,23,1999,24.0,0.04,0.00,0.00,1.17,1.33,0.25,2.04,0.67,0.88,0.00,0.04,0.00,4.63,0.38,1.21,23.7,Matches
262,Felipe,br BRA,MF,Orlando City,32,1990,6.3,0.63,0.00,0.00,0.95,1.75,0.16,1.43,1.27,0.95,0.00,0.00,0.00,6.03,0.79,1.11,41.7,Matches
263,Julián Fernández,ar ARG,"FW,MF",NYCFC,19,2004,3.6,0.28,0.00,0.00,1.39,0.83,0.00,5.28,0.56,1.39,0.00,0.00,0.00,5.00,0.83,1.11,42.9,Matches
264,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,23,1999,19.4,0.10,0.00,0.00,0.31,1.70,0.15,0.52,0.41,0.88,0.05,0.00,0.00,4.18,0.36,1.13,24.1,Matches
265,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,25.2,0.08,0.00,0.00,0.40,0.28,0.20,4.56,0.56,0.56,0.00,0.00,0.00,2.66,0.24,0.91,20.7,Matches
266,Sebastián Ferreira,py PAR,FW,Houston Dynamo,24,1998,3.4,0.29,0.00,0.00,0.88,1.76,0.59,0.29,0.00,0.59,0.00,0.00,0.00,3.24,2.35,2.94,44.4,Matches
267,Ethan Finlay,us USA,"FW,MF",Austin,32,1990,18.8,0.11,0.00,0.00,0.69,0.43,0.37,2.50,0.37,0.74,0.00,0.00,0.00,2.50,0.69,1.33,34.2,Matches
268,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
269,Leon Flach,us USA,MF,Philadelphia Union,21,2001,19.9,0.25,0.00,0.00,1.46,0.60,0.00,0.50,1.61,0.95,0.00,0.00,0.00,4.87,0.50,0.50,50.0,Matches
270,Kristian Fletcher,us USA,"FW,MF",D.C. United,17,2005,1.5,0.00,0.00,0.00,2.00,0.67,0.67,0.67,0.00,1.33,0.00,0.00,0.00,2.67,1.33,4.67,22.2,Matches
271,Danny Flores,us USA,MF,Sporting KC,20,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
272,CJ Fodrey,us USA,"DF,FW",Austin,18,2004,0.4,0.00,0.00,0.00,0.00,2.50,0.00,15.0,0.00,0.00,0.00,0.00,0.00,2.50,2.50,7.50,25.0,Matches
273,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,6.3,0.32,0.00,0.00,2.70,1.27,0.63,0.63,0.16,0.63,0.00,0.00,0.00,3.17,3.17,4.13,43.5,Matches
274,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,26.6,0.15,0.04,0.00,0.71,0.38,0.00,0.00,1.50,1.32,0.00,0.00,0.00,5.75,1.05,0.64,62.2,Matches
275,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,4.2,0.71,0.00,0.00,2.86,0.95,0.24,0.00,0.95,0.48,0.00,0.00,0.00,4.76,0.00,0.48,0.0,Matches
276,Taxiarchis Fountas,gr GRE,"FW,MF",D.C. United,27,1995,12.2,0.25,0.00,0.00,1.48,1.48,0.33,0.49,0.41,0.57,0.08,0.00,0.00,2.79,0.41,0.82,33.3,Matches
277,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,29,1993,14.8,0.14,0.00,0.00,0.68,1.55,0.27,3.18,0.74,0.81,0.00,0.00,0.00,5.34,0.41,0.61,40.0,Matches
278,Iván Franco,py PAR,"FW,MF",Houston Dynamo,22,2000,11.8,0.25,0.00,0.00,1.95,1.61,0.25,0.59,0.42,0.93,0.00,0.00,0.00,5.59,1.86,2.37,44.0,Matches
279,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,19,2003,24.1,0.08,0.00,0.00,0.54,1.20,0.00,1.29,1.29,1.33,0.00,0.00,0.00,6.31,0.62,1.24,33.3,Matches
280,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,4.1,0.00,0.00,0.00,0.73,0.24,0.00,1.46,1.46,1.22,0.00,0.00,0.00,5.12,1.71,0.24,87.5,Matches
281,Ian Fray,jm JAM,"DF,MF",Inter Miami,20,2002,7.3,0.55,0.00,0.00,1.37,2.19,0.00,0.68,1.23,1.23,0.00,0.00,0.00,5.07,1.10,1.23,47.1,Matches
282,Alex Freeman,us USA,DF,Orlando City,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
283,Matt Freese,us USA,GK,NYCFC,24,1998,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,100.0,Matches
284,Stefan Frei,ch SUI,GK,Seattle Sounders,36,1986,32.0,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.03,1.00,0.09,0.03,75.0,Matches
285,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,13.9,0.22,0.00,0.00,0.50,0.43,0.07,0.65,0.94,1.22,0.00,0.00,0.00,6.55,0.43,0.79,35.3,Matches
286,Julian Gaines,us USA,DF,LAFC,20,2002,0.7,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,0.00,1.43,0.0,Matches
287,McKinze Gaines,us USA,"FW,MF",Charlotte,24,1998,8.2,0.37,0.00,0.00,1.71,0.98,0.49,4.27,0.24,0.61,0.00,0.00,0.00,3.78,0.37,1.10,25.0,Matches
288,Jon Gallagher,ie IRL,"DF,MF",Austin,26,1996,31.0,0.13,0.00,0.00,0.71,1.03,0.06,3.29,0.71,0.77,0.03,0.00,0.00,4.74,0.55,0.81,40.5,Matches
289,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30.0,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.03,0.00,0.00,0.00,1.17,0.10,0.03,75.0,Matches
290,Braian Galván,ar ARG,"FW,DF",Colorado Rapids,22,2000,7.4,0.14,0.27,0.00,0.54,1.35,0.00,3.11,1.08,0.27,0.00,0.00,0.00,5.00,0.27,0.41,40.0,Matches
291,Mender García,co COL,"FW,MF",Minnesota Utd,24,1998,11.4,0.00,0.00,0.00,1.75,0.61,0.96,0.44,0.35,0.61,0.00,0.00,0.00,3.42,1.67,5.53,23.2,Matches
292,Chase Gasper,us USA,DF,Houston Dynamo,27,1996,2.3,0.43,0.00,0.00,1.74,0.87,0.00,2.61,0.43,0.43,0.00,0.43,0.00,4.35,2.61,0.00,100.0,Matches
293,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,27,1995,29.2,0.17,0.00,0.00,1.30,1.06,0.21,5.72,0.55,1.34,0.03,0.00,0.00,4.21,0.86,1.10,43.9,Matches
294,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4.0,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,1.00,0.00,0.00,,Matches
295,Dániel Gazdag,hu HUN,MF,Philadelphia Union,26,1996,30.3,0.17,0.00,0.00,0.96,1.55,0.53,0.96,0.30,0.43,0.07,0.00,0.00,4.22,0.23,0.46,33.3,Matches
296,Geovane,br BRA,DF,FC Dallas,21,2001,11.0,0.45,0.00,0.00,1.45,2.18,0.00,2.18,1.36,0.91,0.00,0.00,0.00,3.36,4.82,2.09,69.7,Matches
297,Alex Gersbach,au AUS,"DF,MF",Colorado Rapids,25,1997,2.9,0.00,0.00,0.00,1.03,0.34,0.00,1.72,2.07,0.69,0.00,0.00,0.00,4.48,0.34,2.41,12.5,Matches
298,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,19.8,0.35,0.00,0.00,2.22,2.27,0.91,0.15,0.10,0.81,0.00,0.00,0.00,1.87,1.87,1.77,51.4,Matches
299,Carles Gil,es ESP,MF,NE Revolution,30,1992,29.1,0.14,0.00,0.00,0.31,2.44,0.03,6.32,0.48,0.65,0.00,0.00,0.00,5.74,0.03,0.14,20.0,Matches
300,Nacho Gil,es ESP,"FW,DF",NE Revolution,27,1995,5.8,0.34,0.00,0.00,1.55,2.41,0.17,2.93,0.69,1.21,0.00,0.00,0.00,3.45,0.52,1.03,33.3,Matches
301,Gastón Giménez,py PAR,MF,Chicago Fire,31,1991,24.4,0.41,0.04,0.04,1.56,0.66,0.00,1.76,1.15,1.64,0.00,0.00,0.00,7.95,0.82,0.70,54.1,Matches
302,Nicholas Gioacchini,us USA,"FW,MF",St. Louis,22,2000,23.3,0.09,0.00,0.00,1.85,2.66,0.43,0.13,0.43,0.64,0.00,0.00,0.00,2.58,2.58,5.02,33.9,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,25,1997,30.2,0.23,0.03,0.00,0.96,0.40,0.00,0.10,1.66,0.83,0.00,0.00,0.03,5.46,1.82,1.46,55.6,Matches
304,Jakob Glesnes,no NOR,DF,Philadelphia Union,28,1994,31.0,0.19,0.00,0.00,0.87,0.35,0.00,0.13,1.48,0.87,0.00,0.03,0.03,5.68,1.68,1.13,59.8,Matches
305,Caden Glover,us USA,MF,St. Louis,15,2007,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches
306,Aníbal Godoy,pa PAN,MF,Nashville SC,32,1990,18.5,0.27,0.00,0.00,1.08,1.41,0.00,0.38,1.08,0.86,0.00,0.05,0.00,7.08,0.97,0.97,50.0,Matches
307,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,30,1992,32.1,0.19,0.00,0.00,1.15,0.34,0.09,0.03,2.27,0.93,0.00,0.03,0.03,6.42,2.49,1.50,62.5,Matches
308,Carlos Gómez,co COL,"MF,FW",Real Salt Lake,20,2002,15.5,0.13,0.00,0.00,1.23,0.65,0.19,3.48,0.52,1.42,0.00,0.00,0.00,5.42,0.26,0.97,21.1,Matches
309,Diego Gómez,py PAR,"MF,FW",Inter Miami,19,2003,4.6,0.43,0.00,0.00,2.39,1.30,1.30,0.22,1.09,1.30,0.00,0.00,0.00,6.96,1.96,1.30,60.0,Matches
310,Gaston Gonzalez,ar ARG,"FW,DF",Orlando City,21,2001,8.0,0.00,0.00,0.00,1.88,0.88,0.13,5.00,0.63,1.13,0.00,0.00,0.00,4.38,0.50,1.25,28.6,Matches
311,Mario González,es ESP,FW,LAFC,26,1996,4.3,0.00,0.00,0.00,0.70,0.47,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.93,1.63,36.4,Matches
312,Omar Gonzalez,us USA,DF,NE Revolution,34,1988,9.6,0.31,0.00,0.00,0.94,0.31,0.00,0.00,0.52,0.42,0.00,0.00,0.00,3.85,2.19,1.15,65.6,Matches
313,Zavier Gozo,us USA,FW,Real Salt Lake,15,2007,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches
314,Alejandro Granados,es ESP,FW,Orlando City,16,2006,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,20,2002,22.7,0.18,0.00,0.00,0.88,1.01,0.04,1.01,1.19,0.93,0.00,0.04,0.00,5.77,1.37,0.57,70.5,Matches
316,Jacob Greene,us USA,DF,D.C. United,19,2003,5.4,0.19,0.00,0.00,0.93,1.30,0.00,0.37,0.37,1.30,0.00,0.00,0.00,5.56,0.93,0.74,55.6,Matches
317,Gregore,br BRA,MF,Inter Miami,28,1994,4.3,0.47,0.00,0.00,2.33,1.63,0.00,0.70,0.70,1.16,0.00,0.00,0.00,7.67,2.09,1.16,64.3,Matches
318,Ján Greguš,sk SVK,MF,Nashville SC,32,1991,2.5,0.40,0.00,0.00,1.60,0.40,0.00,0.40,1.60,3.60,0.00,0.00,0.00,10.0,0.40,1.60,20.0,Matches
319,Ján Greguš,sk SVK,MF,Minnesota Utd,32,1991,10.0,0.20,0.00,0.00,0.80,0.80,0.00,2.20,0.80,0.70,0.00,0.00,0.00,6.40,0.70,0.00,100.0,Matches
320,Julian Gressel,us USA,"DF,MF",Columbus Crew,29,1993,8.2,0.00,0.00,0.00,1.22,0.37,0.00,8.78,0.73,1.34,0.00,0.00,0.00,3.29,0.37,0.49,42.9,Matches
321,Julian Gressel,us USA,MF,Vancouver W'caps,29,1993,15.1,0.13,0.00,0.00,0.79,0.53,0.00,7.02,0.93,0.66,0.00,0.00,0.00,6.89,0.40,0.46,46.2,Matches
322,Victor Griffith,pa PAN,MF,Portland Timbers,22,2000,1.0,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,2.00,33.3,Matches
323,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,27,1995,23.9,0.38,0.00,0.00,1.42,0.25,0.00,0.08,1.05,1.05,0.00,0.00,0.00,7.03,0.42,0.54,43.5,Matches
324,Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,19,2003,26.5,0.08,0.00,0.00,1.25,2.11,0.15,1.74,0.30,0.83,0.04,0.00,0.00,4.94,0.30,0.98,23.5,Matches
325,Cristián Gutiérrez,cl CHI,DF,Toronto FC,25,1997,2.7,0.00,0.00,0.00,0.00,0.74,0.37,1.48,1.85,0.00,0.00,0.00,0.00,5.93,0.37,1.48,20.0,Matches
326,Diego Gutierrez,us USA,"FW,MF",Portland Timbers,23,1999,2.7,0.00,0.00,0.00,0.74,1.11,0.00,4.81,1.11,0.37,0.00,0.00,0.00,4.81,0.00,1.11,0.0,Matches
327,Felipe Gutiérrez,cl CHI,MF,Sporting KC,32,1990,3.3,0.30,0.00,0.00,1.52,1.52,0.00,2.12,0.91,1.52,0.00,0.00,0.00,5.76,0.00,0.00,,Matches
328,Andrew Gutman,us USA,DF,Atlanta Utd,26,1996,15.4,0.19,0.06,0.00,1.17,1.10,0.00,1.62,0.84,1.17,0.00,0.06,0.00,5.97,1.43,0.71,66.7,Matches
329,Andrew Gutman,us USA,DF,Colorado Rapids,26,1996,11.2,0.09,0.00,0.00,0.98,1.34,0.18,1.34,1.34,1.34,0.00,0.00,0.00,5.89,1.16,0.71,61.9,Matches
330,Brad Guzan,us USA,GK,Atlanta Utd,38,1984,27.0,0.07,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.22,0.00,100.0,Matches
331,Justin Haak,us USA,"DF,MF",NYCFC,21,2001,10.1,0.30,0.00,0.00,1.39,0.99,0.00,0.10,1.98,0.79,0.00,0.00,0.00,5.94,2.18,0.30,88.0,Matches
332,Luke Haakenson,us USA,"MF,FW",Nashville SC,25,1997,3.0,0.67,0.00,0.00,2.00,2.33,0.33,0.67,0.67,0.67,0.00,0.00,0.00,4.33,1.67,0.67,71.4,Matches
333,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,27,1995,11.5,0.09,0.00,0.00,0.52,0.35,0.17,0.09,1.13,0.43,0.00,0.09,0.00,4.43,1.39,0.96,59.3,Matches
334,Nick Hagglund,us USA,DF,FC Cincinnati,30,1992,23.9,0.08,0.04,0.00,0.84,0.54,0.04,0.08,1.34,0.75,0.00,0.04,0.00,4.10,3.18,1.38,69.7,Matches
335,Maren Haile-Selassie,ch SUI,"FW,DF",Chicago Fire,23,1999,21.2,0.05,0.00,0.00,0.66,0.75,0.57,2.88,0.85,0.90,0.00,0.00,0.05,5.05,0.09,0.71,11.8,Matches
336,Julian Hall,us USA,FW,NY Red Bulls,14,2008,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
337,Michael Halliday,us USA,DF,Orlando City,20,2003,9.5,0.21,0.00,0.00,0.74,0.32,0.00,2.84,0.95,1.05,0.00,0.00,0.00,6.74,1.16,0.63,64.7,Matches
338,Bret Halsey,us USA,DF,FC Cincinnati,22,2000,2.6,0.38,0.00,0.00,1.15,0.77,0.00,2.31,0.38,1.92,0.00,0.00,0.00,6.15,0.77,0.77,50.0,Matches
339,Ahmed Hamdi,eg EGY,"MF,FW",CF Montréal,24,1998,5.3,0.19,0.00,0.00,1.13,0.38,0.00,0.19,0.19,0.94,0.00,0.00,0.00,5.85,0.38,0.38,50.0,Matches
340,Yosuke Hanya,jp JPN,"FW,MF",Colorado Rapids,24,1999,0.5,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,100.0,Matches
341,Ian Harkes,us USA,MF,NE Revolution,27,1995,6.7,0.15,0.00,0.00,1.49,1.49,0.00,0.90,1.34,0.30,0.00,0.00,0.00,5.67,1.04,1.04,50.0,Matches
342,Cameron Harper,us USA,"DF,MF",NY Red Bulls,21,2001,23.9,0.29,0.04,0.04,1.51,0.88,0.00,4.18,0.46,1.26,0.00,0.00,0.00,7.03,0.50,0.79,38.7,Matches
343,Nathan Harriel,us USA,DF,Philadelphia Union,21,2001,18.6,0.27,0.00,0.00,1.45,1.02,0.05,1.18,2.37,1.83,0.00,0.00,0.05,4.84,2.20,1.45,60.3,Matches
344,Calvin Harris,eng ENG,FW,Colorado Rapids,22,2000,10.0,0.00,0.00,0.00,0.70,1.30,0.10,2.70,0.50,0.60,0.00,0.00,0.00,4.70,0.80,1.50,34.8,Matches
345,Thomas Hasal,ca CAN,GK,Vancouver W'caps,23,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,Matches
346,Héber,br BRA,"FW,MF",Seattle Sounders,31,1991,11.8,0.00,0.00,0.00,1.10,0.51,0.42,0.25,0.00,0.51,0.00,0.00,0.00,1.53,0.76,2.71,22.0,Matches
347,Matt Hedges,us USA,DF,Toronto FC,32,1990,11.9,0.25,0.00,0.00,0.67,0.59,0.08,0.00,1.51,0.92,0.00,0.00,0.00,5.13,1.51,1.51,50.0,Matches
348,Matt Hedges,us USA,DF,Austin,32,1990,3.4,0.00,0.00,0.00,0.29,0.29,0.00,0.00,0.88,0.29,0.00,0.00,0.00,5.29,3.24,2.35,57.9,Matches
349,Chris Hegardt,us USA,"FW,MF",Charlotte,21,2002,0.6,1.67,0.00,0.00,5.00,1.67,0.00,10.0,0.00,1.67,0.00,0.00,0.00,3.33,1.67,0.00,100.0,Matches
350,Fabian Herbers,de GER,"MF,FW",Chicago Fire,29,1993,21.9,0.37,0.05,0.05,1.10,1.83,0.23,1.69,0.82,1.42,0.00,0.05,0.00,6.71,0.59,1.74,25.5,Matches
351,Felipe Hernandez,us USA,MF,Sporting KC,24,1998,3.6,0.00,0.00,0.00,1.39,1.39,0.28,3.33,1.11,1.67,0.00,0.00,0.00,5.83,0.28,0.56,33.3,Matches
352,Javier Hernández,mx MEX,FW,LA Galaxy,34,1988,7.6,0.66,0.13,0.13,1.05,1.97,1.45,0.53,0.53,0.13,0.00,0.00,0.00,0.92,0.66,0.79,45.5,Matches
353,Ronald Hernández,ve VEN,DF,Atlanta Utd,25,1997,7.8,0.13,0.00,0.00,1.41,0.77,0.13,0.77,1.15,1.03,0.00,0.00,0.00,5.38,0.26,0.26,50.0,Matches
354,Aaron Herrera,gt GUA,"DF,MF",CF Montréal,25,1997,15.6,0.19,0.00,0.00,1.47,0.38,0.00,4.17,0.90,1.35,0.00,0.00,0.00,5.96,0.83,0.64,56.5,Matches
355,Héctor Herrera,mx MEX,MF,Houston Dynamo,32,1990,28.1,0.36,0.07,0.07,1.42,1.85,0.07,5.73,0.68,1.32,0.04,0.00,0.00,6.87,0.93,1.32,41.3,Matches
356,Bode Hidalgo,us USA,DF,Real Salt Lake,20,2002,13.1,0.15,0.00,0.00,0.84,0.53,0.00,2.14,1.15,1.15,0.00,0.00,0.00,6.03,1.07,0.23,82.4,Matches
357,Kyle Hiebert,ca CAN,DF,St. Louis,25,1997,23.6,0.25,0.04,0.04,0.68,0.64,0.13,0.38,1.23,1.02,0.00,0.13,0.00,6.27,2.37,1.74,57.7,Matches
358,Brendan Hines-Ike,us USA,DF,D.C. United,28,1994,10.4,0.29,0.00,0.00,1.15,0.58,0.19,0.29,1.06,0.87,0.00,0.00,0.10,4.52,1.25,0.58,68.4,Matches
359,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,22,2000,27.6,0.07,0.00,0.00,0.91,2.14,0.87,1.12,0.94,1.27,0.00,0.00,0.00,5.76,1.56,1.74,47.3,Matches
360,Junior Hoilett,ca CAN,"FW,MF",Vancouver W'caps,32,1990,2.6,0.00,0.00,0.00,1.54,1.54,0.00,5.38,1.15,0.77,0.00,0.00,0.00,5.77,0.77,2.69,22.2,Matches
361,Ryan Hollingshead,us USA,DF,LAFC,31,1991,26.1,0.19,0.00,0.00,1.38,0.77,0.11,0.23,1.65,1.95,0.00,0.08,0.00,7.47,2.41,1.38,63.6,Matches
362,Erik Holt,us USA,DF,Real Salt Lake,26,1996,0.6,0.00,0.00,0.00,1.67,0.00,0.00,0.00,3.33,1.67,0.00,0.00,0.00,5.00,0.00,0.00,,Matches
363,Jackson Hopkins,us USA,MF,D.C. United,18,2004,2.2,0.00,0.00,0.00,1.36,0.91,0.00,1.36,0.91,0.45,0.00,0.00,0.00,6.36,0.91,1.82,33.3,Matches
364,Matthew Hoppe,us USA,"FW,MF",SJ Earthquakes,21,2001,4.7,0.00,0.00,0.00,1.06,0.43,0.43,2.77,0.21,1.06,0.00,0.00,0.00,5.96,0.21,0.21,50.0,Matches
365,Keegan Hughes,us USA,DF,Columbus Crew,22,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
366,Erik Hurtado,us USA,"FW,MF",D.C. United,32,1990,3.0,0.00,0.00,0.00,2.67,0.33,1.00,1.00,0.00,0.33,0.00,0.00,0.00,1.67,2.00,2.67,42.9,Matches
367,Franco Ibarra,ar ARG,MF,Toronto FC,21,2001,4.9,0.20,0.00,0.00,1.63,1.43,0.00,0.00,1.63,1.43,0.00,0.00,0.00,5.10,0.61,0.20,75.0,Matches
368,Franco Ibarra,ar ARG,MF,Atlanta Utd,21,2001,14.2,0.56,0.07,0.00,2.25,2.75,0.00,0.14,0.99,2.32,0.00,0.00,0.00,6.13,1.41,1.41,50.0,Matches
369,Sebastien Ibeagha,us USA,DF,FC Dallas,31,1992,26.5,0.15,0.00,0.00,0.45,0.60,0.04,0.04,1.06,0.34,0.00,0.00,0.00,4.53,2.11,1.17,64.4,Matches
370,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,21,2002,13.4,0.15,0.00,0.00,2.09,0.60,0.67,0.67,0.07,0.82,0.00,0.00,0.00,3.21,1.27,2.01,38.6,Matches
371,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,20,2002,13.0,0.00,0.00,0.00,0.92,1.54,0.85,1.54,0.15,0.15,0.00,0.00,0.00,2.23,1.85,2.69,40.7,Matches
372,Tega Ikoba,us USA,FW,Portland Timbers,19,2003,1.0,0.00,0.00,0.00,5.00,4.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,5.00,5.00,7.00,41.7,Matches
373,Mitja Ilenič,si SVN,DF,NYCFC,18,2004,13.2,0.38,0.00,0.00,1.14,0.68,0.08,3.26,0.53,1.21,0.00,0.00,0.00,3.71,0.61,0.53,53.3,Matches
374,Ilias Iliadis,gr GRE,"DF,MF",CF Montréal,21,2001,2.8,1.07,0.36,0.36,2.14,0.71,0.00,2.50,1.79,1.07,0.00,0.00,0.00,3.93,0.71,2.14,25.0,Matches
375,Marko Ilić,rs SRB,GK,Colorado Rapids,24,1998,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.08,0.00,100.0,Matches
376,Asier Illarramendi,es ESP,MF,FC Dallas,32,1990,7.7,0.52,0.00,0.00,1.30,1.04,0.00,0.13,2.34,1.30,0.00,0.00,0.00,9.35,0.39,0.52,42.9,Matches
377,Lorenzo Insigne,it ITA,"FW,MF",Toronto FC,31,1991,16.9,0.12,0.00,0.00,0.24,1.24,0.30,2.01,0.77,0.41,0.00,0.00,0.00,6.39,0.06,0.18,25.0,Matches
378,Clint Irwin,us USA,GK,Minnesota Utd,33,1989,4.0,0.25,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.00,0.00,100.0,Matches
379,Aljaž Ivačič,si SVN,GK,Portland Timbers,29,1993,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.40,0.00,100.0,Matches
380,Emmanuel Iwe,us USA,FW,Minnesota Utd,22,2000,0.6,0.00,0.00,0.00,0.00,1.67,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.33,0.00,1.67,0.0,Matches
381,Ousman Jabang,us USA,DF,CF Montréal,21,2001,0.9,1.11,0.00,0.00,2.22,2.22,0.00,0.00,2.22,0.00,0.00,0.00,0.00,4.44,0.00,0.00,,Matches
382,Aziel Jackson,us USA,"MF,FW",St. Louis,21,2001,12.4,0.24,0.00,0.00,1.69,2.34,0.08,1.37,0.40,1.21,0.16,0.00,0.00,5.65,0.48,1.29,27.3,Matches
383,Jacob Jackson,us USA,GK,NE Revolution,22,2000,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,Matches
384,Bertin Jacquesson,fr FRA,"FW,MF",Real Salt Lake,22,2001,4.0,0.00,0.00,0.00,1.50,0.25,0.00,4.25,0.00,0.25,0.00,0.00,0.00,2.25,1.25,1.50,45.5,Matches
385,Eldin Jakupović,ch SUI,GK,LAFC,38,1984,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
386,Robin Jansson,se SWE,DF,Orlando City,31,1991,32.0,0.16,0.00,0.00,0.56,0.66,0.00,0.06,0.72,0.38,0.03,0.00,0.03,4.94,0.59,0.50,54.3,Matches
387,Andres Jasson,us USA,FW,NYCFC,21,2002,9.0,0.33,0.00,0.00,1.22,3.78,0.44,2.56,0.33,1.11,0.00,0.00,0.00,6.33,0.22,1.33,14.3,Matches
388,Mohanad Jeahze,iq IRQ,DF,D.C. United,25,1997,4.0,0.25,0.00,0.00,1.25,0.50,0.00,2.50,1.00,1.25,0.00,0.00,0.00,3.75,0.50,0.25,66.7,Matches
389,Corentin Jean,fr FRA,"FW,MF",Inter Miami,27,1995,9.2,0.22,0.00,0.00,0.98,1.63,0.11,2.72,0.33,1.30,0.00,0.00,0.00,4.89,0.54,0.98,35.7,Matches
390,Isak Jensen,dk DEN,"MF,FW",St. Louis,19,2003,1.6,0.00,0.00,0.00,2.50,3.13,0.63,1.25,0.63,1.88,0.00,0.00,0.00,7.50,1.25,3.13,28.6,Matches
391,Hector Jiménez,us USA,MF,Austin,34,1988,0.6,0.00,0.00,0.00,0.00,1.67,0.00,3.33,1.67,0.00,0.00,0.00,0.00,5.00,1.67,3.33,33.3,Matches
