0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Yellow CardsYellow Cards,Red CardsRed Cards,Second Yellow CardSecond Yellow Card,Fouls CommittedFouls Committed,Fouls DrawnFouls Drawn,OffsidesOffsides,CrossesCrosses,InterceptionsInterceptions,Tackles WonTackles in which the tackler's team won possession of the ball,Penalty Kicks WonPenalty Kicks Won,Penalty Kicks ConcededPenalty Kicks Conceded,Own GoalsOwn Goals,Ball RecoveriesNumber of loose balls recovered,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,24_Matches
127,Brandon Bye,us USA,DF,NE Revolution,30-005,1995,12.3,0.00,0.00,0.00,0.33,0.08,0.08,3.41,0.81,0.65,0.00,0.00,0.00,3.82,2.68,1.79,60.0,Matches
128,Nathan Byrne,eng ENG,DF,Charlotte,33-182,1992,17.0,0.18,0.00,0.00,0.47,1.00,0.00,2.59,0.47,1.06,0.00,0.00,0.00,2.71,0.59,0.59,50.0,Matches
129,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,26-147,1999,8.5,0.47,0.00,0.00,1.65,1.88,0.12,1.88,0.59,1.18,0.00,0.00,0.00,2.24,0.35,1.76,16.7,Matches
130,Rafael Cabral,br BRA,GK,Real Salt Lake,35-198,1990,34.0,0.09,0.00,0.00,0.03,0.12,0.00,0.00,0.00,0.03,0.00,0.03,0.00,2.00,0.12,0.09,57.1,Matches
131,Kenji Cabrera,pe PER,"MF,FW",Vancouver W'caps,22-311,2003,2.0,0.00,0.00,0.00,0.50,2.00,0.00,3.00,0.50,2.00,0.00,0.00,0.00,4.50,0.50,1.00,33.3,Matches
132,Noel Caliskan,de GER,"DF,MF",Real Salt Lake,25-097,2000,22.1,0.18,0.00,0.00,1.13,1.09,0.05,1.13,1.09,1.27,0.00,0.00,0.00,4.75,0.23,0.45,33.3,Matches
133,Drake Callender,us USA,GK,Inter Miami,28-058,1997,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,,Matches
134,Brandon Cambridge,us USA,FW,Charlotte,23-093,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
135,Leonardo Campana,ec ECU,FW,NE Revolution,25-133,2000,18.3,0.27,0.00,0.00,2.13,0.38,0.27,0.44,0.11,0.55,0.00,0.00,0.00,1.91,2.35,2.57,47.8,Matches
136,George Campbell,us USA,DF,CF Montréal,24-165,2001,14.9,0.27,0.00,0.00,1.21,1.34,0.00,0.00,1.48,1.48,0.00,0.00,0.00,7.58,1.21,1.34,47.4,Matches
137,Reggie Cannon,us USA,DF,Colorado Rapids,27-176,1998,27.1,0.37,0.00,0.00,1.44,1.18,0.04,1.33,1.99,0.85,0.00,0.00,0.00,3.80,0.52,0.74,41.2,Matches
138,Christian Cappis,us USA,MF,FC Dallas,26-113,1999,9.1,0.22,0.00,0.00,0.99,0.77,0.00,1.32,0.44,0.99,0.00,0.00,0.00,4.29,1.43,0.88,61.9,Matches
139,Gustavo Caraballo,ve VEN,"MF,FW",Orlando City,17-097,2008,0.2,0.00,0.00,0.00,5.00,15.0,0.00,15.0,0.00,0.00,0.00,0.00,0.00,20.0,5.00,0.00,100.0,Matches
140,Felipe Carballo,uy URU,MF,NY Red Bulls,29-061,1996,10.5,0.29,0.10,0.10,1.33,0.95,0.00,2.57,1.33,2.00,0.00,0.00,0.00,5.90,0.67,0.48,58.3,Matches
141,Felipe Carballo,uy URU,MF,Portland Timbers,29-061,1996,1.4,0.00,0.00,0.00,0.00,0.71,0.00,0.71,1.43,0.71,0.00,0.00,0.00,4.29,0.00,0.00,,Matches
142,Alan Carleton,us USA,"MF,FW",Nashville SC,20-259,2005,0.4,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,5.00,2.50,2.50,50.0,Matches
143,Antonio Carlos,br BRA,DF,Houston Dynamo,32-272,1993,6.7,0.30,0.00,0.00,1.04,0.15,0.00,0.15,1.64,0.60,0.00,0.00,0.00,4.33,1.94,1.19,61.9,Matches
144,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,22-283,2003,21.0,0.05,0.00,0.00,1.19,1.57,0.14,1.52,0.62,1.19,0.00,0.00,0.00,4.48,0.76,1.38,35.6,Matches
145,Maxi Carrizo,us USA,"MF,FW",NYCFC,17-279,2008,1.0,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,2.00,3.00,0.00,100.0,Matches
146,Julio Cascante,cr CRC,DF,Austin,32-062,1993,8.4,0.12,0.00,0.00,0.83,0.60,0.00,0.12,1.19,0.36,0.00,0.00,0.00,2.86,2.38,2.02,54.1,Matches
147,Jackson Castro,us USA,MF,Vancouver W'caps,22-345,2002,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Matches
148,Nico Cavallo,us USA,"DF,MF",NYCFC,23-342,2001,3.5,0.29,0.00,0.00,0.57,0.00,0.00,1.43,2.00,2.29,0.00,0.29,0.00,6.57,0.86,1.14,42.9,Matches
149,Brayan Ceballos,co COL,DF,NE Revolution,24-194,2001,28.3,0.32,0.00,0.00,1.38,0.67,0.11,0.25,1.52,1.20,0.00,0.00,0.00,3.92,1.80,1.52,54.3,Matches
150,Roman Celentano,us USA,GK,FC Cincinnati,25-081,2000,30.0,0.03,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.30,0.03,90.0,Matches
151,Edwin Cerrillo,us USA,MF,LA Galaxy,25-062,2000,29.7,0.44,0.03,0.03,1.78,0.61,0.00,0.13,0.61,0.77,0.00,0.00,0.00,5.59,0.24,0.24,50.0,Matches
152,Dylan Chambost,fr FRA,MF,Columbus Crew,28-107,1997,29.2,0.14,0.00,0.00,0.79,0.41,0.00,4.52,0.86,0.86,0.00,0.00,0.00,4.45,0.65,0.62,51.4,Matches
153,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,26-337,1999,13.1,0.31,0.00,0.00,2.52,1.60,0.46,4.50,0.08,0.76,0.00,0.00,0.00,3.74,0.69,1.30,34.6,Matches
154,Kieran Chandler,us USA,DF,Minnesota Utd,20-178,2005,0.7,0.00,0.00,0.00,0.00,0.00,0.00,2.86,1.43,0.00,0.00,0.00,0.00,2.86,1.43,0.00,100.0,Matches
155,Maxime Chanot,lu LUX,DF,LAFC,36-013,1989,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.29,2.86,0.00,0.00,0.00,4.29,1.43,0.00,100.0,Matches
156,Diego Chará,co COL,MF,Portland Timbers,39-243,1986,13.3,0.23,0.00,0.00,2.33,1.05,0.00,0.08,1.50,2.41,0.00,0.08,0.00,5.56,0.53,0.45,53.8,Matches
157,Gabriel Chaves,br BRA,FW,LA Galaxy,24-296,2001,27.5,0.29,0.00,0.00,1.45,1.67,0.07,1.93,0.65,0.58,0.00,0.00,0.00,4.15,0.11,0.47,18.8,Matches
158,Yevhen Cheberko,ua UKR,DF,Columbus Crew,27-315,1998,25.7,0.08,0.00,0.00,0.97,1.05,0.04,0.47,1.21,1.28,0.00,0.08,0.00,4.55,1.21,1.52,44.3,Matches
159,Ștefan Chirilă,ro ROU,MF,FC Cincinnati,18-323,2007,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
160,Mathieu Choiniere,ca CAN,MF,LAFC,26-300,1999,7.1,0.14,0.00,0.00,0.99,1.41,0.00,0.42,1.13,1.83,0.00,0.00,0.00,5.21,0.99,0.56,63.6,Matches
161,Dominik Chong Qui,us USA,DF,Atlanta Utd,17-340,2007,1.7,0.00,0.00,0.00,0.59,0.00,0.00,2.35,0.00,1.18,0.00,0.00,0.00,2.94,0.59,0.00,100.0,Matches
162,Léo Chú,br BRA,"FW,MF",FC Dallas,25-242,2000,2.3,0.00,0.00,0.00,1.30,0.43,0.00,1.30,0.87,0.00,0.00,0.00,0.00,0.87,0.00,1.30,0.0,Matches
163,José Cifuentes,ec ECU,MF,Toronto FC,26-267,1999,5.4,0.00,0.00,0.00,2.04,1.48,0.00,0.74,0.19,1.11,0.00,0.00,0.00,4.26,1.30,1.11,53.8,Matches
164,Markus Cimermancic,ca CAN,"DF,MF",Toronto FC,21-064,2004,2.9,0.00,0.00,0.00,2.41,0.69,0.69,0.69,0.34,3.45,0.00,0.00,0.00,6.21,1.03,1.38,42.9,Matches
165,Caden Clark,us USA,"FW,MF",D.C. United,22-191,2003,1.6,0.63,0.00,0.00,1.25,0.00,0.00,2.50,0.63,1.88,0.00,0.00,0.00,0.63,0.63,1.25,33.3,Matches
166,Caden Clark,us USA,"FW,MF",CF Montréal,22-191,2003,17.4,0.29,0.00,0.00,1.67,1.21,0.40,1.67,0.57,1.15,0.00,0.00,0.00,2.47,0.40,1.03,28.0,Matches
167,Noah Cobb,us USA,"DF,FW",Atlanta Utd,20-137,2005,4.8,0.00,0.00,0.00,1.88,0.42,0.00,0.63,1.04,0.83,0.00,0.00,0.00,3.54,2.29,2.29,50.0,Matches
168,Noah Cobb,us USA,DF,Colorado Rapids,20-137,2005,4.0,0.00,0.00,0.00,0.25,1.25,0.00,0.00,1.25,1.00,0.00,0.00,0.00,2.25,0.50,1.75,22.2,Matches
169,Alonso Coello,es ESP,MF,Toronto FC,26-053,1999,24.1,0.17,0.04,0.00,1.08,0.62,0.00,2.70,1.45,1.66,0.00,0.00,0.00,5.23,1.08,0.71,60.5,Matches
170,Michael Collodi,us USA,GK,FC Dallas,24-193,2001,8.2,0.00,0.12,0.00,0.12,0.37,0.00,0.00,0.12,0.00,0.00,0.00,0.00,1.71,0.85,0.12,87.5,Matches
171,Theo Corbeanu,ca CAN,"FW,MF",Toronto FC,23-201,2002,25.6,0.08,0.00,0.00,0.94,1.41,0.35,5.31,0.39,0.23,0.04,0.00,0.00,3.95,0.63,0.94,40.0,Matches
172,Matthew Corcoran,us USA,MF,Nashville SC,19-290,2006,2.9,0.34,0.00,0.00,1.72,0.34,0.00,0.00,0.69,1.72,0.00,0.00,0.00,4.83,0.00,1.03,0.0,Matches
173,Carlos Coronel,py PAR,GK,NY Red Bulls,28-340,1996,31.0,0.00,0.00,0.00,0.03,0.06,0.00,0.00,0.03,0.03,0.00,0.03,0.00,1.84,0.13,0.06,66.7,Matches
174,David Costa,pt POR,"MF,FW",Portland Timbers,24-333,2001,27.9,0.07,0.00,0.00,0.36,0.43,0.11,3.84,0.25,0.14,0.00,0.00,0.00,3.05,0.04,0.14,20.0,Matches
175,Vitor Costa,br BRA,"DF,MF",SJ Earthquakes,31-156,1994,17.9,0.28,0.00,0.00,0.67,1.34,0.34,3.24,1.06,1.28,0.06,0.00,0.00,4.53,0.84,0.61,57.7,Matches
176,Baye Coulibaly,ml MLI,MF,Charlotte,19-330,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,Matches
177,Antoine Coupland,ca CAN,FW,Vancouver W'caps,21-357,2003,0.2,0.00,0.00,0.00,10.0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
178,Brandan Craig,us USA,"DF,MF",CF Montréal,21-241,2004,16.0,0.19,0.00,0.00,0.69,0.56,0.00,2.50,0.94,0.94,0.00,0.00,0.00,2.56,1.19,1.31,47.5,Matches
179,Ben Cremaschi,us USA,"MF,FW",Inter Miami,20-277,2005,15.4,0.39,0.00,0.00,1.17,0.84,0.06,2.27,0.71,1.36,0.00,0.00,0.00,4.81,0.84,0.84,50.0,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,31-207,1994,15.0,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.07,0.00,100.0,Matches
181,Andrés Cubas,py PAR,MF,Vancouver W'caps,29-196,1996,22.0,0.41,0.00,0.00,2.77,0.73,0.00,0.18,1.55,2.05,0.00,0.00,0.00,5.95,0.41,0.50,45.0,Matches
182,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,22-297,2003,8.8,0.45,0.00,0.00,0.91,1.14,0.23,6.48,0.34,1.82,0.00,0.00,0.00,3.75,0.34,1.14,23.1,Matches
183,Christopher Cupps,us USA,DF,Chicago Fire,17-192,2008,3.2,0.31,0.00,0.00,0.94,0.00,0.00,0.00,0.31,0.63,0.00,0.00,0.00,2.50,0.94,1.56,37.5,Matches
184,Hugo Cuypers,be BEL,FW,Chicago Fire,28-300,1997,31.1,0.00,0.00,0.00,1.06,1.00,0.58,0.29,0.68,1.03,0.03,0.00,0.00,2.19,1.54,2.35,39.7,Matches
185,Bruno Damiani,uy URU,"FW,MF",Philadelphia Union,23-230,2002,22.6,0.27,0.00,0.00,2.96,3.27,0.22,0.18,0.71,0.84,0.04,0.00,0.00,3.23,4.91,5.40,47.6,Matches
186,Dagur Dan Þórhallsson,is ISL,"MF,DF",Orlando City,25-216,2000,12.4,0.24,0.00,0.00,0.81,1.29,0.08,0.89,0.56,1.05,0.00,0.00,0.00,5.73,0.56,0.89,38.9,Matches
187,Daniel,br BRA,GK,SJ Earthquakes,31-212,1994,27.7,0.11,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.04,0.00,0.00,0.00,1.81,0.18,0.04,83.3,Matches
188,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,26-233,1999,10.1,0.30,0.00,0.00,1.78,1.78,0.10,1.39,1.09,1.58,0.00,0.20,0.00,6.53,0.89,0.50,64.3,Matches
189,Héctor David Martínez,py PAR,DF,Inter Miami,27-317,1998,4.2,0.71,0.00,0.00,1.67,0.00,0.00,0.00,0.48,1.43,0.00,0.00,0.00,4.52,1.19,0.48,71.4,Matches
190,Juan David Mosquera,co COL,DF,Portland Timbers,23-090,2002,25.2,0.08,0.00,0.00,0.36,0.99,0.00,3.53,0.40,0.91,0.04,0.00,0.00,5.44,0.40,0.52,43.5,Matches
191,Edward Davis,us USA,FW,Philadelphia Union,19-170,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
192,Jake Davis,us USA,"MF,DF",Sporting KC,23-335,2002,20.7,0.34,0.05,0.05,1.45,0.68,0.00,3.24,1.06,1.16,0.00,0.00,0.00,4.54,0.43,0.72,37.5,Matches
193,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,24-300,2001,13.0,0.00,0.00,0.00,1.23,1.85,0.08,3.00,0.62,0.85,0.00,0.00,0.00,5.38,0.62,0.46,57.1,Matches
194,Rodrigo De Paul,ar ARG,MF,Inter Miami,31-194,1994,9.9,0.20,0.00,0.00,1.82,2.12,0.10,2.93,0.30,0.61,0.10,0.00,0.00,5.56,0.10,0.10,50.0,Matches
195,Osaze De Rosario,gy GUY,FW,Seattle Sounders,24-138,2001,2.9,0.69,0.00,0.00,2.07,2.07,0.69,0.00,0.34,0.34,0.00,0.00,0.00,3.45,4.48,2.41,65.0,Matches
196,Jonathan Dean,us USA,"DF,MF",Chicago Fire,28-203,1997,18.6,0.11,0.00,0.00,1.02,0.75,0.00,1.24,1.83,0.97,0.00,0.00,0.00,1.94,1.29,1.51,46.2,Matches
197,Louicius Deedson,ht HAI,FW,FC Dallas,24-296,2001,0.3,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
198,Marky Delgado,us USA,MF,LAFC,30-202,1995,28.6,0.14,0.00,0.00,0.94,1.22,0.03,0.91,1.29,1.36,0.00,0.00,0.00,6.33,0.52,0.59,46.9,Matches
199,Patrickson Delgado,ec ECU,"MF,FW",FC Dallas,22-048,2003,19.0,0.16,0.00,0.00,0.89,1.37,0.05,3.53,0.84,1.47,0.00,0.05,0.00,4.05,0.58,1.63,26.2,Matches
200,Kévin Denkey,tg TOG,FW,FC Cincinnati,25-004,2000,25.3,0.28,0.00,0.00,1.38,1.30,0.79,0.12,0.32,0.28,0.04,0.04,0.00,2.65,1.62,2.41,40.2,Matches
201,Mikkel Desler,dk DEN,"DF,MF",Austin,30-288,1995,14.9,0.34,0.00,0.00,1.14,1.21,0.13,1.28,0.94,1.48,0.00,0.13,0.00,3.15,0.81,0.54,60.0,Matches
202,Djibril Diani,fr FRA,MF,Charlotte,27-296,1998,12.8,0.08,0.00,0.00,1.88,1.02,0.00,0.63,1.95,2.11,0.00,0.08,0.00,3.44,1.09,1.95,35.9,Matches
203,Jefferson Díaz,co COL,DF,Minnesota Utd,24-364,2000,21.1,0.14,0.00,0.00,1.52,0.71,0.09,0.76,1.14,0.81,0.00,0.00,0.00,3.74,2.09,2.23,48.4,Matches
204,Luis Díaz,cr CRC,"FW,DF",NE Revolution,26-363,1998,4.4,0.45,0.00,0.00,1.82,4.77,0.68,4.32,0.45,1.36,0.00,0.00,0.00,4.09,0.91,1.36,40.0,Matches
205,Mamadou Dieng,sn SEN,FW,Minnesota Utd,21-303,2004,1.3,0.00,0.00,0.00,1.54,0.77,0.77,1.54,0.00,0.00,0.00,0.00,0.00,1.54,5.38,3.08,63.6,Matches
206,Javairô Dilrosun,nl NED,FW,LAFC,27-165,1998,4.8,0.00,0.00,0.00,0.00,1.25,0.00,1.67,0.21,0.21,0.00,0.00,0.00,2.08,0.00,0.42,0.0,Matches
207,Hamady Diop,sn SEN,DF,San Diego FC,23-181,2002,2.2,0.45,0.00,0.00,1.82,2.27,0.00,1.82,0.45,0.91,0.00,0.00,0.00,1.82,1.82,0.91,66.7,Matches
208,Innocent Dje,ci CIV,MF,Chicago Fire,22-213,2003,13.0,0.31,0.08,0.08,2.08,1.38,0.00,0.08,2.15,1.31,0.00,0.08,0.00,5.38,0.54,0.62,46.7,Matches
209,Derek Dodson,us USA,"DF,MF",D.C. United,27-031,1998,6.4,0.16,0.00,0.00,2.03,0.47,0.00,2.50,0.94,1.88,0.00,0.00,0.00,2.34,0.94,1.56,37.5,Matches
210,Maxime Dominguez,ch SUI,MF,Toronto FC,29-306,1996,15.7,0.32,0.00,0.00,2.17,1.34,0.00,0.32,1.21,2.29,0.00,0.00,0.00,4.65,0.06,0.13,33.3,Matches
211,Ronald Donkor,ml MLI,MF,NY Red Bulls,21-014,2004,9.6,0.52,0.00,0.00,1.88,0.73,0.10,0.21,2.08,2.50,0.00,0.00,0.00,7.40,0.52,0.73,41.7,Matches
212,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,25-118,2000,6.1,0.00,0.00,0.00,0.66,1.64,0.33,0.66,0.33,0.82,0.16,0.00,0.00,5.08,8.36,5.25,61.4,Matches
213,Griffin Dorsey,us USA,DF,Houston Dynamo,26-274,1999,29.6,0.27,0.00,0.00,1.25,0.78,0.17,4.12,0.95,0.74,0.00,0.03,0.00,2.84,1.35,1.42,48.8,Matches
214,C.J. dos Santos,us USA,GK,San Diego FC,25-102,2000,30.0,0.03,0.00,0.00,0.10,0.07,0.00,0.00,0.00,0.07,0.00,0.10,0.00,2.17,0.10,0.07,60.0,Matches
215,Hassani Dotson,us USA,MF,Minnesota Utd,28-120,1997,4.6,0.43,0.00,0.00,0.87,1.30,0.00,0.87,1.09,1.09,0.00,0.00,0.00,5.43,0.65,1.09,37.5,Matches
216,Souleyman Doumbia,ci CIV,DF,Charlotte,29-071,1996,6.7,0.00,0.00,0.00,0.75,1.04,0.00,1.79,1.49,1.34,0.00,0.00,0.00,5.22,1.04,1.04,50.0,Matches
217,Anders Dreyer,dk DEN,FW,San Diego FC,27-216,1998,33.5,0.09,0.00,0.00,0.30,0.60,0.57,4.72,0.24,0.30,0.00,0.00,0.00,2.21,0.03,0.06,33.3,Matches
218,Manu Duah,gh GHA,DF,San Diego FC,20-182,2005,11.5,0.17,0.00,0.00,0.26,1.30,0.00,0.09,0.78,1.30,0.00,0.00,0.09,6.17,1.13,0.96,54.2,Matches
219,Nicolás Dubersarsky,ar ARG,MF,Austin,20-348,2004,7.7,0.26,0.00,0.00,2.47,1.04,0.00,0.52,0.65,1.17,0.00,0.26,0.00,5.45,0.52,0.39,57.1,Matches
220,Erik Duenas,us USA,"MF,FW",Houston Dynamo,21-047,2004,1.8,1.67,0.00,0.00,4.44,1.11,0.00,0.56,3.89,1.67,0.00,0.00,0.00,6.11,0.00,1.11,0.0,Matches
221,Morris Duggan,de GER,DF,Minnesota Utd,25-041,2000,14.6,0.07,0.00,0.00,0.62,0.07,0.14,0.14,0.55,0.62,0.00,0.00,0.07,2.67,2.67,2.26,54.2,Matches
222,Bryce Duke,us USA,"MF,FW",CF Montréal,24-279,2001,7.5,0.13,0.00,0.00,1.33,2.13,0.00,4.27,0.53,0.67,0.00,0.00,0.00,5.60,0.27,1.20,18.2,Matches
223,Kyle Duncan,us USA,DF,NY Red Bulls,28-118,1997,17.0,0.18,0.06,0.00,1.41,0.88,0.00,2.76,1.06,1.41,0.00,0.00,0.06,6.35,1.47,1.29,53.2,Matches
224,Chris Durkin,us USA,MF,St. Louis,25-299,2000,12.3,0.33,0.08,0.00,2.60,0.98,0.16,0.65,1.46,1.22,0.00,0.16,0.00,4.15,1.06,1.14,48.1,Matches
225,Leonard Duru,eng ENG,DF,San Diego FC,20-326,2005,0.4,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.0,Matches
226,Jeremy Ebobisse,us USA,FW,LAFC,28-293,1997,9.7,0.00,0.00,0.00,1.03,1.13,0.41,0.10,0.21,0.10,0.10,0.00,0.00,2.58,0.93,1.44,39.1,Matches
227,Ender Echenique,ve VEN,"DF,FW",FC Cincinnati,21-246,2004,5.6,0.00,0.00,0.00,0.54,0.71,0.18,3.04,0.89,0.71,0.00,0.00,0.00,4.11,0.36,0.71,33.3,Matches
228,Daniel Edelman,us USA,MF,NY Red Bulls,22-220,2003,22.4,0.22,0.00,0.00,0.67,1.79,0.00,0.27,1.52,0.89,0.00,0.00,0.00,6.21,1.25,0.94,57.1,Matches
229,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,33-314,1992,6.3,0.16,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,2.06,0.00,0.00,,Matches
230,Matthew Edwards,us USA,DF,Atlanta Utd,22-290,2003,13.4,0.22,0.00,0.00,1.04,0.82,0.00,1.57,0.75,0.82,0.00,0.00,0.00,4.33,0.90,1.12,44.4,Matches
231,Michael Edwards,us USA,DF,Colorado Rapids,25-007,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,6.67,3.33,0.00,100.0,Matches
232,Raheem Edwards,ca CAN,DF,NY Red Bulls,30-142,1995,15.9,0.31,0.06,0.00,1.64,1.07,0.00,3.14,1.51,2.33,0.06,0.00,0.00,6.29,1.07,0.69,60.7,Matches
233,Noah Eile,se SWE,DF,NY Red Bulls,23-138,2002,29.0,0.28,0.00,0.00,1.10,0.38,0.00,0.03,1.21,0.79,0.00,0.00,0.00,5.14,1.76,1.38,56.0,Matches
234,Jack Elliott,eng ENG,DF,Chicago Fire,30-101,1995,32.6,0.21,0.00,0.00,0.95,0.43,0.03,0.06,1.01,0.86,0.00,0.03,0.03,3.93,2.36,1.66,58.8,Matches
235,Justin Ellis,us USA,FW,Orlando City,18-204,2007,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
236,Rayan Elloumi,ca CAN,FW,Vancouver W'caps,18-078,2007,2.3,0.00,0.00,0.00,2.17,0.87,0.43,0.43,0.00,1.30,0.00,0.00,0.00,0.43,1.74,1.30,57.1,Matches
237,Emeka Eneli,us USA,MF,Real Salt Lake,26-047,1999,20.1,0.15,0.00,0.00,1.34,2.79,0.00,0.50,0.95,1.14,0.00,0.00,0.00,6.67,0.45,0.55,45.0,Matches
238,Lukas Engel,dk DEN,DF,FC Cincinnati,26-355,1998,30.2,0.13,0.00,0.00,0.76,0.96,0.10,1.62,1.39,1.13,0.00,0.00,0.00,4.27,1.82,1.06,63.2,Matches
239,Lawrence Ennali,de GER,"MF,FW",Houston Dynamo,23-272,2002,11.0,0.18,0.00,0.00,1.09,2.27,0.00,1.73,0.18,0.55,0.00,0.00,0.00,3.55,0.09,0.27,25.0,Matches
240,Boris Enow,cm CMR,MF,D.C. United,25-249,2000,18.2,0.44,0.00,0.00,2.64,0.66,0.00,0.11,1.54,1.10,0.00,0.00,0.00,5.82,0.60,0.99,37.9,Matches
241,Ramiro Enrique,ar ARG,FW,Orlando City,24-214,2001,10.5,0.19,0.00,0.00,1.43,1.05,0.38,0.38,0.29,0.57,0.00,0.00,0.00,1.90,3.33,2.57,56.5,Matches
242,Franco Escobar,ar ARG,DF,Houston Dynamo,30-286,1995,17.4,0.57,0.06,0.06,1.44,0.75,0.06,1.15,1.84,1.95,0.00,0.00,0.00,5.46,1.15,1.55,42.6,Matches
243,Olger Escobar,gt GUA,MF,CF Montréal,19-084,2006,5.0,0.20,0.00,0.00,1.80,1.60,0.00,0.40,0.40,0.60,0.00,0.00,0.00,4.40,0.20,0.80,20.0,Matches
244,Cristian Espinoza,ar ARG,"MF,FW",SJ Earthquakes,30-245,1995,29.9,0.27,0.00,0.00,1.27,0.94,0.23,11.4,0.67,0.84,0.00,0.00,0.00,5.25,0.57,0.74,43.6,Matches
245,Derrick Etienne,ht HAI,"FW,DF",Toronto FC,29-009,1996,11.0,0.18,0.00,0.00,1.18,1.00,0.27,1.73,0.36,0.45,0.00,0.00,0.00,3.91,0.64,1.64,28.0,Matches
246,Evander,br BRA,MF,FC Cincinnati,27-178,1998,30.4,0.20,0.00,0.00,1.12,1.45,0.13,4.18,0.30,0.66,0.00,0.00,0.00,4.01,0.26,0.82,24.2,Matches
247,Nicolás Ezequiel Fernández,ar ARG,FW,NYCFC,25-327,2000,9.8,0.20,0.00,0.00,2.14,2.24,0.00,5.10,0.51,1.33,0.00,0.00,0.00,3.98,0.10,0.82,11.1,Matches
248,Diego Fagúndez,uy URU,"MF,FW",LA Galaxy,30-293,1995,27.4,0.18,0.00,0.00,0.95,0.80,0.04,3.58,0.22,0.66,0.00,0.00,0.00,3.61,0.22,0.51,30.0,Matches
249,Maximiliano Falcón,uy URU,DF,Inter Miami,28-217,1997,20.8,0.38,0.00,0.00,0.87,0.96,0.00,0.00,1.20,0.77,0.00,0.00,0.00,2.74,0.91,1.49,38.0,Matches
250,Fallou Fall,sn SEN,DF,St. Louis,21-233,2004,6.5,0.15,0.00,0.00,0.46,0.31,0.00,0.15,1.38,0.92,0.00,0.00,0.00,4.46,2.62,2.15,54.8,Matches
251,Marco Farfan,us USA,DF,FC Dallas,27-022,1998,14.3,0.07,0.00,0.00,1.54,1.33,0.14,0.98,0.70,1.12,0.00,0.00,0.00,3.36,1.05,1.19,46.9,Matches
252,Jordan Farr,us USA,GK,D.C. United,31-060,1994,2.8,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.36,0.00,100.0,Matches
253,Andrew Farrell,us USA,"MF,DF",NE Revolution,33-246,1992,0.3,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.0,Matches
254,Logan Farrington,us USA,"FW,MF",FC Dallas,23-355,2001,17.4,0.23,0.06,0.00,0.92,2.47,0.46,0.52,0.29,0.86,0.06,0.00,0.00,4.54,1.38,2.59,34.8,Matches
255,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,25-353,1999,16.5,0.12,0.00,0.00,0.67,1.27,0.30,1.88,0.42,0.42,0.00,0.00,0.00,3.39,0.24,0.91,21.1,Matches
