0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
263,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,30,1993,9.2,4.24,4.22,3.70,0.11,0.11,0.22,0.00,0.11,0.65,0.65,0.65,0.00,0.00,0.00,0.00,0.00,Matches
264,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,20,2003,7.9,2.03,2.03,1.77,0.25,0.00,0.00,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
265,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,15.3,1.50,1.50,1.37,0.00,0.00,0.00,0.07,0.07,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
266,Ian Fray,jm JAM,DF,Inter Miami,21,2002,7.3,1.51,1.52,1.10,0.00,0.14,0.00,0.14,0.14,0.27,0.28,0.14,0.00,0.00,0.00,0.14,0.00,Matches
267,Carl Fred Sainté,ht HAI,MF,FC Dallas,21,2002,1.7,2.35,2.42,1.76,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Alex Freeman,us USA,"DF,MF",Orlando City,19,2004,0.1,20.0,20.00,10.0,0.00,0.00,10.0,0.00,0.00,10.0,10.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,33.1,0.21,0.21,0.18,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,27.4,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,8.2,0.49,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,0.3,3.33,2.90,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,2.5,1.20,1.22,0.40,0.40,0.00,0.00,0.40,0.00,0.40,0.41,0.40,0.00,0.00,0.00,0.00,0.00,Matches
275,McKinze Gaines,us USA,"FW,MF",Houston Dynamo,25,1998,1.7,2.35,2.32,1.76,0.00,0.00,0.59,0.00,0.00,0.59,0.58,0.59,0.00,0.00,0.00,0.00,0.00,Matches
276,McKinze Gaines,us USA,"MF,DF",Nashville SC,25,1998,1.4,3.57,3.60,2.86,0.00,0.00,0.00,0.71,0.00,0.71,0.72,0.71,0.00,0.00,0.00,0.00,0.00,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,29.6,1.79,1.79,1.39,0.17,0.10,0.03,0.07,0.03,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29.0,0.14,0.14,0.07,0.07,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,4.4,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,2.7,2.22,2.25,2.22,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.37,0.00,0.00,0.00,0.00,0.00,Matches
282,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,28,1995,27.3,5.16,5.17,3.33,1.36,0.07,0.18,0.11,0.11,0.81,0.81,0.59,0.11,0.00,0.11,0.00,0.00,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
284,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,27,1996,27.8,3.53,3.53,2.73,0.04,0.07,0.36,0.18,0.14,0.32,0.32,0.18,0.00,0.04,0.00,0.07,0.04,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,8.0,2.00,2.00,1.13,0.00,0.00,0.50,0.38,0.00,0.63,0.62,0.38,0.00,0.00,0.00,0.25,0.00,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,25.4,7.32,7.32,5.39,1.10,0.43,0.16,0.20,0.04,0.59,0.59,0.47,0.00,0.04,0.04,0.00,0.04,Matches
287,Nacho Gil,es ESP,"FW,MF",NE Revolution,28,1995,7.0,3.86,3.84,2.86,0.29,0.43,0.14,0.14,0.00,0.29,0.28,0.14,0.00,0.00,0.14,0.00,0.00,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,18.8,2.39,2.40,2.07,0.11,0.05,0.16,0.00,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
289,Nicholas Gioacchini,us USA,"FW,MF",FC Cincinnati,23,2000,4.8,1.04,1.04,0.21,0.00,0.00,0.00,0.83,0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.42,0.00,Matches
290,Jake Girdwood-Reich,au AUS,"MF,FW",St. Louis,19,2004,1.7,0.59,0.60,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,6.7,2.09,2.08,1.64,0.15,0.00,0.30,0.00,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches
292,Dennis Gjengaar,no NOR,"MF,FW",NY Red Bulls,19,2004,10.4,2.02,2.02,1.92,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,25.0,0.72,0.72,0.60,0.04,0.00,0.08,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,0.4,2.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,31.2,1.15,1.16,0.93,0.03,0.03,0.13,0.03,0.00,0.13,0.13,0.06,0.03,0.00,0.03,0.00,0.00,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,0.6,1.67,1.67,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,16.6,2.35,2.35,1.93,0.06,0.00,0.12,0.12,0.12,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,27.4,0.84,0.84,0.69,0.00,0.00,0.07,0.04,0.04,0.07,0.07,0.04,0.00,0.00,0.00,0.04,0.00,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,20.1,4.18,4.18,2.74,0.00,0.80,0.40,0.15,0.10,0.85,0.85,0.55,0.00,0.15,0.15,0.00,0.00,Matches
300,Diego Gómez,py PAR,"FW,MF",Inter Miami,20,2003,15.0,2.67,2.66,2.27,0.00,0.20,0.07,0.00,0.13,0.60,0.60,0.53,0.00,0.00,0.07,0.00,0.00,Matches
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,22.7,0.70,0.71,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
302,Diogo Gonçalves,pt POR,"MF,FW",Real Salt Lake,26,1997,6.1,4.59,4.57,2.62,1.64,0.00,0.16,0.00,0.16,0.33,0.33,0.16,0.16,0.00,0.00,0.00,0.00,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,9.3,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,18.2,2.20,2.20,1.87,0.11,0.05,0.11,0.00,0.05,0.38,0.39,0.38,0.00,0.00,0.00,0.00,0.00,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,4.2,1.43,1.42,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
307,Julian Gressel,us USA,"MF,FW",Inter Miami,30,1993,26.0,3.00,3.00,1.96,0.77,0.08,0.12,0.04,0.04,0.46,0.46,0.27,0.19,0.00,0.00,0.00,0.00,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,21.9,1.14,1.14,0.96,0.00,0.00,0.14,0.05,0.00,0.14,0.14,0.09,0.00,0.00,0.00,0.05,0.00,Matches
309,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,20,2003,26.4,3.64,3.64,2.77,0.15,0.34,0.19,0.11,0.08,0.27,0.27,0.23,0.00,0.00,0.00,0.04,0.00,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,8.1,1.11,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,31.7,0.19,0.19,0.13,0.06,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
312,Justin Haak,us USA,"DF,MF",NYCFC,22,2001,8.7,0.69,0.69,0.46,0.00,0.11,0.00,0.00,0.11,0.11,0.12,0.11,0.00,0.00,0.00,0.00,0.00,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,1.0,5.00,4.95,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,2.1,0.48,0.49,0.48,0.00,0.00,0.00,0.00,0.00,0.48,0.49,0.48,0.00,0.00,0.00,0.00,0.00,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,5.1,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
317,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,24,1999,22.6,3.36,3.36,2.57,0.40,0.18,0.13,0.00,0.09,0.44,0.44,0.31,0.00,0.04,0.04,0.00,0.04,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,1.9,1.05,1.07,0.53,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
319,Julian Hall,us USA,"MF,FW",NY Red Bulls,15,2008,1.8,5.56,5.63,3.89,0.00,1.11,0.00,0.56,0.00,1.67,1.69,0.56,0.00,1.11,0.00,0.00,0.00,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,5.4,3.33,3.36,3.15,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,17.8,2.08,2.07,1.80,0.06,0.00,0.06,0.17,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches
323,Cameron Harper,us USA,"MF,DF",NY Red Bulls,22,2001,15.8,3.42,3.42,1.84,0.44,0.44,0.38,0.25,0.06,0.38,0.38,0.19,0.00,0.13,0.00,0.06,0.00,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,26.4,2.50,2.50,1.86,0.08,0.04,0.19,0.30,0.04,0.19,0.19,0.15,0.00,0.00,0.00,0.04,0.00,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,16.9,2.60,2.60,1.66,0.00,0.18,0.24,0.41,0.12,0.36,0.35,0.18,0.00,0.00,0.06,0.12,0.00,Matches
326,Marcel Hartel,de GER,"MF,FW",St. Louis,28,1996,9.0,4.22,4.22,2.22,1.44,0.11,0.11,0.22,0.11,1.22,1.22,0.56,0.33,0.11,0.00,0.11,0.11,Matches
327,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,23,2000,11.6,1.90,1.89,1.12,0.00,0.17,0.09,0.17,0.34,0.17,0.17,0.00,0.00,0.00,0.00,0.09,0.09,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,9.7,0.31,0.31,0.21,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,22.6,2.61,2.61,2.21,0.00,0.00,0.18,0.04,0.18,0.31,0.31,0.22,0.00,0.00,0.04,0.00,0.04,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,0.1,10.0,9.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,4.2,0.95,0.95,0.48,0.24,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,7.9,0.89,0.89,0.76,0.13,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,28.8,3.54,3.54,2.47,0.31,0.21,0.35,0.07,0.14,0.28,0.28,0.21,0.03,0.00,0.03,0.00,0.00,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,18.0,5.94,5.96,3.50,1.83,0.22,0.11,0.28,0.00,0.28,0.28,0.22,0.06,0.00,0.00,0.00,0.00,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,5.2,1.15,1.14,0.96,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
337,Bode Hidalgo,us USA,"DF,FW",Real Salt Lake,21,2002,16.2,2.41,2.41,1.79,0.25,0.06,0.12,0.12,0.06,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
338,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,15.2,0.92,0.92,0.79,0.00,0.00,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
339,Brendan Hines-Ike,us USA,DF,Austin,29,1994,24.7,0.53,0.53,0.40,0.04,0.04,0.00,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
340,Marino Hinestroza,co COL,"MF,FW",Columbus Crew,21,2002,3.9,2.56,2.56,1.79,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
341,Bongokuhle Hlongwane,za RSA,"FW,DF",Minnesota Utd,23,2000,21.3,2.82,2.81,2.11,0.00,0.19,0.33,0.19,0.00,0.28,0.28,0.14,0.00,0.05,0.09,0.00,0.00,Matches
342,Ryan Hollingshead,us USA,"DF,MF",LAFC,32,1991,24.5,2.33,2.32,2.16,0.04,0.00,0.04,0.04,0.04,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
343,Jackson Hopkins,us USA,MF,D.C. United,19,2004,10.6,1.60,1.60,1.23,0.00,0.00,0.19,0.09,0.09,0.19,0.19,0.09,0.00,0.00,0.09,0.00,0.00,Matches
344,Jannes Horn,de GER,DF,St. Louis,26,1997,6.2,0.81,0.81,0.81,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,Matches
345,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31.0,0.77,0.77,0.68,0.06,0.00,0.00,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
346,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,29.4,2.62,2.62,2.11,0.00,0.14,0.34,0.00,0.03,0.31,0.31,0.24,0.00,0.03,0.03,0.00,0.00,Matches
347,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,21,2002,11.2,2.77,2.77,2.41,0.09,0.09,0.09,0.00,0.09,0.18,0.18,0.09,0.00,0.00,0.09,0.00,0.00,Matches
348,Tega Ikoba,us USA,"FW,MF",Portland Timbers,20,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
349,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,16.3,1.84,1.84,1.47,0.25,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
350,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,21.7,3.09,3.09,2.35,0.18,0.05,0.32,0.09,0.09,0.37,0.37,0.28,0.00,0.05,0.00,0.00,0.05,Matches
351,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,19.0,1.00,1.00,0.89,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
352,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,32,1991,15.0,4.93,4.93,4.07,0.47,0.27,0.07,0.00,0.07,0.60,0.60,0.53,0.07,0.00,0.00,0.00,0.00,Matches
353,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
354,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25.0,0.12,0.12,0.08,0.04,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,Matches
355,Ousman Jabang,us USA,DF,CF Montréal,22,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
356,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,4.0,4.25,4.29,3.25,0.00,0.75,0.00,0.00,0.25,1.00,1.01,1.00,0.00,0.00,0.00,0.00,0.00,Matches
357,Aziel Jackson,us USA,"FW,MF",St. Louis,22,2001,8.9,3.48,3.48,1.46,1.01,0.34,0.34,0.34,0.00,0.22,0.22,0.00,0.11,0.00,0.00,0.11,0.00,Matches
358,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
359,Robin Jansson,se SWE,DF,Orlando City,32,1991,29.6,0.44,0.44,0.41,0.00,0.00,0.03,0.00,0.00,0.07,0.07,0.03,0.00,0.00,0.03,0.00,0.00,Matches
360,Andres Jasson,us USA,"MF,FW",NYCFC,22,2002,1.7,2.35,2.29,1.76,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
361,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
362,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,5.0,0.80,0.81,0.80,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
363,Hector Jiménez,us USA,DF,Austin,35,1988,6.4,1.56,1.56,1.56,0.00,0.00,0.00,0.00,0.00,0.47,0.47,0.47,0.00,0.00,0.00,0.00,0.00,Matches
364,Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
365,Levonte Johnson,ca CAN,"FW,MF",Vancouver W'caps,24,1999,7.4,2.03,2.02,1.35,0.00,0.27,0.14,0.27,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches
366,Sean Johnson,us USA,GK,Toronto FC,34,1989,25.0,0.12,0.12,0.04,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
367,DeJuan Jones,us USA,DF,NE Revolution,26,1997,15.7,2.10,2.10,1.46,0.19,0.19,0.00,0.19,0.06,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
368,DeJuan Jones,us USA,DF,Columbus Crew,26,1997,4.5,2.22,2.20,1.56,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
369,Derrick Jones,us USA,MF,Columbus Crew,26,1997,5.3,1.13,1.13,0.75,0.00,0.19,0.00,0.00,0.19,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,Matches
370,Isaiah Jones,us USA,"MF,FW",Nashville SC,17,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
371,Malachi Jones,sl SLE,FW,NYCFC,20,2003,5.4,3.15,3.14,2.59,0.00,0.19,0.00,0.00,0.37,0.56,0.55,0.56,0.00,0.00,0.00,0.00,0.00,Matches
372,Dejan Joveljić,rs SRB,FW,LA Galaxy,24,1999,21.4,2.71,2.71,1.82,0.00,0.23,0.33,0.19,0.14,0.42,0.42,0.23,0.00,0.09,0.09,0.00,0.00,Matches
373,Mykhi Joyner,us USA,FW,St. Louis,17,2006,0.5,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
374,Preston Judd,us USA,FW,SJ Earthquakes,24,1999,8.0,1.75,1.75,1.50,0.00,0.00,0.25,0.00,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.00,Matches
375,Anderson Julio,ec ECU,"FW,MF",Real Salt Lake,27,1996,15.5,3.10,3.10,2.13,0.06,0.06,0.52,0.19,0.13,0.32,0.32,0.19,0.00,0.00,0.00,0.06,0.06,Matches
376,Sam Junqua,us USA,DF,FC Dallas,27,1996,24.9,0.92,0.92,0.80,0.04,0.00,0.08,0.00,0.00,0.16,0.16,0.12,0.00,0.00,0.04,0.00,0.00,Matches
377,Sawyer Jura,us USA,DF,Portland Timbers,17,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
378,Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
379,Kristijan Kahlina,hr CRO,GK,Charlotte,31,1992,34.0,0.24,0.24,0.21,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,Matches
380,Brent Kallman,us USA,DF,Nashville SC,33,1990,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
381,Kei Kamara,sl SLE,FW,LAFC,39,1984,11.2,2.14,2.15,1.88,0.00,0.00,0.18,0.00,0.09,0.63,0.63,0.54,0.00,0.00,0.09,0.00,0.00,Matches
382,Bernard Kamungo,us USA,"MF,FW",FC Dallas,22,2002,14.7,2.24,2.25,1.56,0.00,0.14,0.34,0.20,0.00,0.41,0.41,0.27,0.00,0.00,0.07,0.07,0.00,Matches
383,Alec Kann,us USA,GK,FC Cincinnati,33,1990,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
384,Alexandros Katranis,gr GRE,DF,Real Salt Lake,25,1998,22.2,2.48,2.48,1.89,0.32,0.05,0.18,0.05,0.00,0.41,0.41,0.36,0.00,0.00,0.00,0.05,0.00,Matches
385,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,29,1994,15.5,2.77,2.78,2.45,0.00,0.06,0.06,0.06,0.13,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
386,Kipp Keller,us USA,DF,FC Cincinnati,23,2000,9.1,0.55,0.55,0.22,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
387,Kevin Kelsy,ve VEN,FW,FC Cincinnati,19,2004,13.8,1.88,1.88,1.23,0.00,0.22,0.07,0.36,0.00,0.14,0.14,0.07,0.00,0.00,0.00,0.07,0.00,Matches
388,Deandre Kerr,ca CAN,FW,Toronto FC,21,2002,11.0,1.36,1.37,0.73,0.00,0.18,0.27,0.09,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
389,Henry Kessler,us USA,DF,NE Revolution,25,1998,15.4,0.26,0.26,0.19,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
390,Henry Kessler,us USA,DF,St. Louis,25,1998,7.5,0.53,0.53,0.40,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
391,Hosei Kijima,jp JPN,"MF,FW",St. Louis,21,2002,8.7,3.79,3.78,2.64,0.00,0.34,0.23,0.57,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
392,Benjamin Kikanovic,us USA,"FW,DF",SJ Earthquakes,24,2000,13.9,1.44,1.44,1.15,0.00,0.00,0.22,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
393,Sota Kitahara,us USA,"DF,MF",Seattle Sounders,21,2003,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
394,Klauss,br BRA,FW,St. Louis,26,1997,21.8,3.81,3.81,2.75,0.00,0.37,0.37,0.23,0.09,0.23,0.23,0.18,0.00,0.05,0.00,0.00,0.00,Matches
395,John Klein,us USA,"FW,MF",St. Louis,24,1999,6.1,2.62,2.64,2.13,0.00,0.00,0.33,0.16,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
