0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,20_Int,21_Tkl+Int,22_Clr,23_Err,24_Matches
263,Julián Fernández,ar ARG,"FW,MF",NYCFC,19,2004,3.6,1.94,1.39,0.56,1.39,0.00,1.67,3.33,50.0,1.67,2.78,0.00,2.78,0.56,2.50,0.00,0.00,Matches
264,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,23,1999,19.4,1.55,0.88,0.57,0.52,0.46,0.82,1.91,43.2,1.08,1.19,0.10,1.08,0.41,1.96,0.46,0.00,Matches
265,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,25.2,1.19,0.56,0.52,0.40,0.28,0.44,1.19,36.7,0.75,0.24,0.00,0.24,0.56,1.75,0.63,0.00,Matches
266,Sebastián Ferreira,py PAR,FW,Houston Dynamo,24,1998,3.4,1.47,0.59,0.29,0.88,0.29,0.88,2.06,42.9,1.18,0.29,0.00,0.29,0.00,1.47,0.00,0.00,Matches
267,Ethan Finlay,us USA,"FW,MF",Austin,32,1990,18.8,1.38,0.74,0.69,0.53,0.16,0.59,1.38,42.3,0.80,1.17,0.11,1.06,0.37,1.76,0.64,0.00,Matches
268,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,0.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
269,Leon Flach,us USA,MF,Philadelphia Union,21,2001,19.9,1.76,0.95,0.60,0.95,0.20,0.75,1.96,38.5,1.21,1.41,0.30,1.11,1.61,3.37,1.11,0.00,Matches
270,Kristian Fletcher,us USA,"FW,MF",D.C. United,17,2005,1.5,1.33,1.33,0.00,1.33,0.00,0.67,3.33,20.0,2.67,0.00,0.00,0.00,0.00,1.33,0.00,0.00,Matches
271,Danny Flores,us USA,MF,Sporting KC,20,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
272,CJ Fodrey,us USA,"DF,FW",Austin,18,2004,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,Matches
273,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,6.3,0.63,0.63,0.32,0.16,0.16,0.00,1.11,0.0,1.11,0.79,0.00,0.79,0.16,0.79,0.48,0.00,Matches
274,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,26.6,2.07,1.32,1.17,0.75,0.15,1.13,2.11,53.6,0.98,1.20,0.60,0.60,1.50,3.57,2.86,0.04,Matches
275,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,4.2,1.90,0.48,0.48,1.19,0.24,0.71,1.67,42.9,0.95,0.71,0.48,0.24,0.95,2.86,1.19,0.24,Matches
276,Taxiarchis Fountas,gr GRE,"FW,MF",D.C. United,27,1995,12.2,1.23,0.57,0.25,0.74,0.25,0.49,1.80,27.3,1.31,1.31,0.08,1.23,0.41,1.64,0.08,0.00,Matches
277,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,29,1993,14.8,1.42,0.81,0.68,0.47,0.27,0.88,1.82,48.1,0.95,0.88,0.00,0.88,0.74,2.16,0.20,0.00,Matches
278,Iván Franco,py PAR,"FW,MF",Houston Dynamo,22,2000,11.8,1.69,0.93,0.76,0.51,0.42,0.59,2.63,22.6,2.03,1.44,0.08,1.36,0.42,2.12,0.59,0.00,Matches
279,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,19,2003,24.1,2.28,1.33,1.24,0.79,0.25,1.54,2.53,60.7,1.00,1.20,0.37,0.83,1.29,3.57,2.78,0.04,Matches
280,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,4.1,1.46,1.22,0.24,0.49,0.73,0.98,1.71,57.1,0.73,1.46,0.73,0.73,1.46,2.93,0.98,0.00,Matches
281,Ian Fray,jm JAM,"DF,MF",Inter Miami,20,2002,7.3,2.47,1.23,1.37,0.96,0.14,1.64,2.60,63.2,0.96,1.51,0.55,0.96,1.23,3.70,2.19,0.14,Matches
282,Alex Freeman,us USA,DF,Orlando City,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
283,Matt Freese,us USA,GK,NYCFC,24,1998,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,Matches
284,Stefan Frei,ch SUI,GK,Seattle Sounders,36,1986,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.06,Matches
285,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,13.9,1.80,1.22,0.94,0.58,0.29,1.08,1.51,71.4,0.43,1.65,0.29,1.37,0.94,2.73,1.37,0.14,Matches
286,Julian Gaines,us USA,DF,LAFC,20,2002,0.7,2.86,0.00,1.43,1.43,0.00,2.86,5.71,50.0,2.86,1.43,0.00,1.43,0.00,2.86,1.43,0.00,Matches
287,McKinze Gaines,us USA,"FW,MF",Charlotte,24,1998,8.2,0.98,0.61,0.49,0.12,0.37,0.12,1.10,11.1,0.98,0.49,0.12,0.37,0.24,1.22,0.24,0.00,Matches
288,Jon Gallagher,ie IRL,"DF,MF",Austin,26,1996,31.0,1.29,0.77,0.58,0.45,0.26,0.68,1.35,50.0,0.68,0.87,0.19,0.68,0.71,2.00,1.45,0.03,Matches
289,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,,0.00,0.03,0.00,0.03,0.00,0.03,0.33,0.03,Matches
290,Braian Galván,ar ARG,"FW,DF",Colorado Rapids,22,2000,7.4,0.81,0.27,0.27,0.41,0.14,0.54,1.08,50.0,0.54,0.68,0.14,0.54,1.08,1.89,0.41,0.00,Matches
291,Mender García,co COL,"FW,MF",Minnesota Utd,24,1998,11.4,1.05,0.61,0.35,0.35,0.35,0.35,1.05,33.3,0.70,1.05,0.00,1.05,0.35,1.40,0.09,0.00,Matches
292,Chase Gasper,us USA,DF,Houston Dynamo,27,1996,2.3,0.87,0.43,0.43,0.00,0.43,0.87,2.17,40.0,1.30,0.87,0.00,0.87,0.43,1.30,3.48,0.00,Matches
293,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,27,1995,29.2,2.19,1.34,0.51,1.03,0.65,0.55,1.58,34.8,1.03,1.27,0.07,1.20,0.55,2.74,0.51,0.00,Matches
294,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,Matches
295,Dániel Gazdag,hu HUN,MF,Philadelphia Union,26,1996,30.3,0.99,0.43,0.33,0.50,0.17,0.53,1.49,35.6,0.96,0.56,0.07,0.50,0.30,1.29,0.23,0.00,Matches
296,Geovane,br BRA,DF,FC Dallas,21,2001,11.0,1.36,0.91,0.73,0.45,0.18,1.00,1.82,55.0,0.82,1.36,0.55,0.82,1.36,2.73,3.82,0.00,Matches
297,Alex Gersbach,au AUS,"DF,MF",Colorado Rapids,25,1997,2.9,1.72,0.69,0.34,0.69,0.69,1.03,1.72,60.0,0.69,2.07,0.34,1.72,2.07,3.79,3.45,0.00,Matches
298,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,19.8,1.16,0.81,0.25,0.45,0.45,0.51,1.52,33.3,1.01,1.01,0.20,0.81,0.10,1.26,1.72,0.00,Matches
299,Carles Gil,es ESP,MF,NE Revolution,30,1992,29.1,0.76,0.65,0.27,0.38,0.10,0.41,1.24,33.3,0.82,0.41,0.03,0.38,0.48,1.24,0.17,0.00,Matches
300,Nacho Gil,es ESP,"FW,DF",NE Revolution,27,1995,5.8,1.72,1.21,0.17,1.21,0.34,0.34,1.21,28.6,0.86,0.52,0.17,0.34,0.69,2.41,0.52,0.00,Matches
301,Gastón Giménez,py PAR,MF,Chicago Fire,31,1991,24.4,2.34,1.64,0.74,1.31,0.29,1.19,2.09,56.9,0.90,1.89,0.70,1.19,1.15,3.48,1.02,0.04,Matches
302,Nicholas Gioacchini,us USA,"FW,MF",St. Louis,22,2000,23.3,1.03,0.64,0.30,0.47,0.26,0.21,0.64,33.3,0.43,1.20,0.17,1.03,0.43,1.46,0.60,0.00,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,25,1997,30.2,1.29,0.83,0.83,0.43,0.03,0.73,1.16,62.9,0.43,1.23,0.86,0.36,1.66,2.95,3.97,0.03,Matches
304,Jakob Glesnes,no NOR,DF,Philadelphia Union,28,1994,31.0,1.55,0.87,0.90,0.48,0.16,0.74,1.55,47.9,0.81,1.42,0.84,0.58,1.48,3.03,2.90,0.03,Matches
305,Caden Glover,us USA,MF,St. Louis,15,2007,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
306,Aníbal Godoy,pa PAN,MF,Nashville SC,32,1990,18.5,1.68,0.86,0.54,0.81,0.32,0.59,0.97,61.1,0.38,1.03,0.27,0.76,1.08,2.76,0.81,0.00,Matches
307,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,30,1992,32.1,1.50,0.93,1.06,0.44,0.00,0.72,1.43,50.0,0.72,0.97,0.59,0.37,2.27,3.77,4.45,0.00,Matches
308,Carlos Gómez,co COL,"MF,FW",Real Salt Lake,20,2002,15.5,1.74,1.42,0.77,0.58,0.39,0.65,2.06,31.3,1.42,1.42,0.13,1.29,0.52,2.26,0.19,0.00,Matches
309,Diego Gómez,py PAR,"MF,FW",Inter Miami,19,2003,4.6,2.83,1.30,0.87,1.09,0.87,1.52,3.04,50.0,1.52,1.52,0.22,1.30,1.09,3.91,0.22,0.00,Matches
310,Gaston Gonzalez,ar ARG,"FW,DF",Orlando City,21,2001,8.0,1.63,1.13,1.00,0.38,0.25,1.00,1.88,53.3,0.88,1.00,0.25,0.75,0.63,2.25,1.25,0.00,Matches
311,Mario González,es ESP,FW,LAFC,26,1996,4.3,0.23,0.00,0.00,0.00,0.23,0.00,0.00,,0.00,0.47,0.00,0.47,0.00,0.23,0.70,0.00,Matches
312,Omar Gonzalez,us USA,DF,NE Revolution,34,1988,9.6,0.63,0.42,0.21,0.31,0.10,0.21,0.63,33.3,0.42,1.46,1.15,0.31,0.52,1.15,5.52,0.00,Matches
313,Zavier Gozo,us USA,FW,Real Salt Lake,15,2007,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
314,Alejandro Granados,es ESP,FW,Orlando City,16,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,20,2002,22.7,1.72,0.93,0.97,0.48,0.26,0.88,1.23,71.4,0.35,1.06,0.35,0.70,1.19,2.91,3.26,0.00,Matches
316,Jacob Greene,us USA,DF,D.C. United,19,2003,5.4,2.41,1.30,2.04,0.19,0.19,2.04,3.15,64.7,1.11,1.48,0.74,0.74,0.37,2.78,3.33,0.00,Matches
317,Gregore,br BRA,MF,Inter Miami,28,1994,4.3,1.63,1.16,0.70,0.47,0.47,1.40,2.79,50.0,1.40,1.63,0.23,1.40,0.70,2.33,1.16,0.00,Matches
318,Ján Greguš,sk SVK,MF,Nashville SC,32,1991,2.5,6.00,3.60,4.00,2.00,0.00,2.80,5.20,53.8,2.40,0.80,0.00,0.80,1.60,7.60,0.40,0.00,Matches
319,Ján Greguš,sk SVK,MF,Minnesota Utd,32,1991,10.0,1.00,0.70,0.10,0.90,0.00,0.50,1.00,50.0,0.50,0.30,0.00,0.30,0.80,1.80,1.00,0.00,Matches
320,Julian Gressel,us USA,"DF,MF",Columbus Crew,29,1993,8.2,2.07,1.34,0.61,0.98,0.49,1.34,2.44,55.0,1.10,1.10,0.12,0.98,0.73,2.80,0.98,0.00,Matches
321,Julian Gressel,us USA,MF,Vancouver W'caps,29,1993,15.1,1.52,0.66,0.53,0.86,0.13,0.99,2.19,45.5,1.19,0.99,0.20,0.79,0.93,2.45,0.79,0.00,Matches
322,Victor Griffith,pa PAN,MF,Portland Timbers,22,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,0.00,2.00,0.00,0.00,3.00,0.00,Matches
323,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,27,1995,23.9,1.67,1.05,0.54,0.88,0.25,0.88,2.05,42.9,1.17,1.30,0.38,0.92,1.05,2.72,1.30,0.00,Matches
324,Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,19,2003,26.5,1.70,0.83,0.68,0.83,0.19,0.53,1.85,28.6,1.32,1.09,0.11,0.98,0.30,2.00,0.42,0.04,Matches
325,Cristián Gutiérrez,cl CHI,DF,Toronto FC,25,1997,2.7,0.74,0.00,0.37,0.37,0.00,0.74,1.48,50.0,0.74,1.48,0.00,1.48,1.85,2.59,0.74,0.00,Matches
326,Diego Gutierrez,us USA,"FW,MF",Portland Timbers,23,1999,2.7,0.74,0.37,0.74,0.00,0.00,0.37,1.11,33.3,0.74,0.00,0.00,0.00,1.11,1.85,0.74,0.00,Matches
327,Felipe Gutiérrez,cl CHI,MF,Sporting KC,32,1990,3.3,2.42,1.52,0.61,1.82,0.00,0.61,1.82,33.3,1.21,0.30,0.00,0.30,0.91,3.33,0.91,0.00,Matches
328,Andrew Gutman,us USA,DF,Atlanta Utd,26,1996,15.4,2.01,1.17,1.10,0.71,0.19,1.30,2.21,58.8,0.91,1.30,0.58,0.71,0.84,2.86,1.95,0.00,Matches
329,Andrew Gutman,us USA,DF,Colorado Rapids,26,1996,11.2,1.88,1.34,1.07,0.71,0.09,1.43,2.41,59.3,0.98,1.16,0.27,0.89,1.34,3.21,2.77,0.00,Matches
330,Brad Guzan,us USA,GK,Atlanta Utd,38,1984,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.0,0.04,0.00,0.00,0.00,0.00,0.00,0.19,0.07,Matches
331,Justin Haak,us USA,"DF,MF",NYCFC,21,2001,10.1,1.09,0.79,0.69,0.40,0.00,0.69,1.19,58.3,0.50,0.89,0.40,0.50,1.98,3.07,3.56,0.20,Matches
332,Luke Haakenson,us USA,"MF,FW",Nashville SC,25,1997,3.0,1.67,0.67,0.67,0.67,0.33,0.67,2.33,28.6,1.67,0.67,0.33,0.33,0.67,2.33,0.67,0.00,Matches
333,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,27,1995,11.5,0.78,0.43,0.61,0.17,0.00,0.35,1.22,28.6,0.87,1.91,1.65,0.26,1.13,1.91,4.96,0.09,Matches
334,Nick Hagglund,us USA,DF,FC Cincinnati,30,1992,23.9,1.17,0.75,0.67,0.42,0.08,0.59,1.00,58.3,0.42,1.00,0.50,0.50,1.34,2.51,4.77,0.00,Matches
335,Maren Haile-Selassie,ch SUI,"FW,DF",Chicago Fire,23,1999,21.2,1.37,0.90,0.33,0.71,0.33,0.57,1.08,52.2,0.52,0.61,0.05,0.57,0.85,2.22,0.71,0.00,Matches
336,Julian Hall,us USA,FW,NY Red Bulls,14,2008,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
337,Michael Halliday,us USA,DF,Orlando City,20,2003,9.5,2.11,1.05,1.58,0.42,0.11,1.26,2.11,60.0,0.84,1.79,0.32,1.47,0.95,3.05,3.47,0.00,Matches
338,Bret Halsey,us USA,DF,FC Cincinnati,22,2000,2.6,2.31,1.92,1.54,0.38,0.38,1.54,3.46,44.4,1.92,1.15,0.38,0.77,0.38,2.69,1.54,0.00,Matches
339,Ahmed Hamdi,eg EGY,"MF,FW",CF Montréal,24,1998,5.3,3.02,0.94,1.32,1.32,0.38,0.57,2.08,27.3,1.51,1.32,0.00,1.32,0.19,3.21,0.75,0.00,Matches
340,Yosuke Hanya,jp JPN,"FW,MF",Colorado Rapids,24,1999,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
341,Ian Harkes,us USA,MF,NE Revolution,27,1995,6.7,1.79,0.30,1.19,0.60,0.00,0.60,1.49,40.0,0.90,0.75,0.00,0.75,1.34,3.13,0.60,0.00,Matches
342,Cameron Harper,us USA,"DF,MF",NY Red Bulls,21,2001,23.9,1.67,1.26,0.59,0.71,0.38,1.05,2.64,39.7,1.59,1.55,0.13,1.42,0.46,2.13,1.13,0.04,Matches
343,Nathan Harriel,us USA,DF,Philadelphia Union,21,2001,18.6,2.26,1.83,1.08,0.75,0.43,1.24,2.10,59.0,0.86,1.77,0.27,1.51,2.37,4.62,2.63,0.05,Matches
344,Calvin Harris,eng ENG,FW,Colorado Rapids,22,2000,10.0,1.20,0.60,0.20,0.90,0.10,0.60,0.80,75.0,0.20,0.70,0.10,0.60,0.50,1.70,0.90,0.00,Matches
345,Thomas Hasal,ca CAN,GK,Vancouver W'caps,23,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
346,Héber,br BRA,"FW,MF",Seattle Sounders,31,1991,11.8,0.51,0.51,0.00,0.34,0.17,0.17,1.02,16.7,0.85,0.68,0.00,0.68,0.00,0.51,0.17,0.00,Matches
347,Matt Hedges,us USA,DF,Toronto FC,32,1990,11.9,1.51,0.92,1.18,0.25,0.08,0.84,1.43,58.8,0.59,1.09,0.59,0.50,1.51,3.03,4.79,0.00,Matches
348,Matt Hedges,us USA,DF,Austin,32,1990,3.4,0.59,0.29,0.29,0.29,0.00,0.00,0.59,0.0,0.59,1.18,0.88,0.29,0.88,1.47,4.12,0.00,Matches
349,Chris Hegardt,us USA,"FW,MF",Charlotte,21,2002,0.6,3.33,1.67,0.00,3.33,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,Matches
350,Fabian Herbers,de GER,"MF,FW",Chicago Fire,29,1993,21.9,1.92,1.42,0.68,1.10,0.14,0.82,1.78,46.2,0.96,1.10,0.27,0.82,0.82,2.74,0.91,0.00,Matches
351,Felipe Hernandez,us USA,MF,Sporting KC,24,1998,3.6,3.06,1.67,0.56,2.22,0.28,1.94,3.89,50.0,1.94,1.39,0.00,1.39,1.11,4.17,0.28,0.00,Matches
352,Javier Hernández,mx MEX,FW,LA Galaxy,34,1988,7.6,0.26,0.13,0.00,0.13,0.13,0.13,0.39,33.3,0.26,0.13,0.00,0.13,0.53,0.79,0.26,0.00,Matches
353,Ronald Hernández,ve VEN,DF,Atlanta Utd,25,1997,7.8,1.79,1.03,0.90,0.90,0.00,1.28,2.44,52.6,1.15,0.90,0.26,0.64,1.15,2.95,1.67,0.00,Matches
354,Aaron Herrera,gt GUA,"DF,MF",CF Montréal,25,1997,15.6,1.92,1.35,0.90,0.71,0.32,0.45,1.22,36.8,0.77,1.28,0.32,0.96,0.90,2.82,1.99,0.00,Matches
355,Héctor Herrera,mx MEX,MF,Houston Dynamo,32,1990,28.1,1.96,1.32,0.71,0.93,0.32,0.71,1.85,38.5,1.14,1.71,0.43,1.28,0.68,2.63,0.57,0.00,Matches
356,Bode Hidalgo,us USA,DF,Real Salt Lake,20,2002,13.1,1.68,1.15,1.07,0.46,0.15,0.92,1.68,54.5,0.76,1.15,0.31,0.84,1.15,2.82,1.91,0.00,Matches
357,Kyle Hiebert,ca CAN,DF,St. Louis,25,1997,23.6,1.91,1.02,0.93,0.76,0.21,1.14,1.82,62.8,0.68,1.74,0.55,1.19,1.23,3.14,4.03,0.00,Matches
358,Brendan Hines-Ike,us USA,DF,D.C. United,28,1994,10.4,1.15,0.87,0.87,0.29,0.00,0.48,0.96,50.0,0.48,1.35,1.06,0.29,1.06,2.21,4.42,0.10,Matches
359,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,22,2000,27.6,1.74,1.27,0.65,0.76,0.33,0.62,1.45,42.5,0.83,1.96,0.18,1.78,0.94,2.68,0.94,0.00,Matches
360,Junior Hoilett,ca CAN,"FW,MF",Vancouver W'caps,32,1990,2.6,1.15,0.77,0.00,0.38,0.77,0.77,1.54,50.0,0.77,0.77,0.00,0.77,1.15,2.31,0.00,0.00,Matches
361,Ryan Hollingshead,us USA,DF,LAFC,31,1991,26.1,2.80,1.95,1.46,0.88,0.46,1.57,2.76,56.9,1.19,1.38,0.31,1.07,1.65,4.44,2.03,0.00,Matches
362,Erik Holt,us USA,DF,Real Salt Lake,26,1996,0.6,1.67,1.67,1.67,0.00,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,3.33,5.00,5.00,0.00,Matches
363,Jackson Hopkins,us USA,MF,D.C. United,18,2004,2.2,0.91,0.45,0.45,0.00,0.45,0.45,1.36,33.3,0.91,0.00,0.00,0.00,0.91,1.82,0.91,0.00,Matches
364,Matthew Hoppe,us USA,"FW,MF",SJ Earthquakes,21,2001,4.7,1.49,1.06,0.85,0.21,0.43,0.64,2.13,30.0,1.49,0.64,0.00,0.64,0.21,1.70,0.21,0.00,Matches
365,Keegan Hughes,us USA,DF,Columbus Crew,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
366,Erik Hurtado,us USA,"FW,MF",D.C. United,32,1990,3.0,0.33,0.33,0.00,0.00,0.33,0.33,0.67,50.0,0.33,0.67,0.00,0.67,0.00,0.33,0.33,0.00,Matches
367,Franco Ibarra,ar ARG,MF,Toronto FC,21,2001,4.9,2.24,1.43,0.82,1.43,0.00,0.82,3.06,26.7,2.24,1.43,0.61,0.82,1.63,3.88,1.84,0.00,Matches
368,Franco Ibarra,ar ARG,MF,Atlanta Utd,21,2001,14.2,4.30,2.32,1.76,2.18,0.35,2.32,4.37,53.2,2.04,2.18,0.07,2.11,0.99,5.28,2.18,0.07,Matches
369,Sebastien Ibeagha,us USA,DF,FC Dallas,31,1992,26.5,0.64,0.34,0.49,0.15,0.00,0.26,0.68,38.9,0.42,1.17,0.79,0.38,1.06,1.70,5.62,0.00,Matches
370,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,21,2002,13.4,1.19,0.82,0.15,0.67,0.37,0.45,1.04,42.9,0.60,0.67,0.00,0.67,0.07,1.27,0.30,0.00,Matches
371,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,20,2002,13.0,0.54,0.15,0.08,0.38,0.08,0.08,0.31,25.0,0.23,0.23,0.00,0.23,0.15,0.69,0.08,0.00,Matches
372,Tega Ikoba,us USA,FW,Portland Timbers,19,2003,1.0,1.00,1.00,0.00,1.00,0.00,1.00,1.00,100.0,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,Matches
373,Mitja Ilenič,si SVN,DF,NYCFC,18,2004,13.2,1.97,1.21,0.76,0.91,0.30,1.44,2.42,59.4,0.98,1.36,0.23,1.14,0.53,2.50,1.97,0.00,Matches
374,Ilias Iliadis,gr GRE,"DF,MF",CF Montréal,21,2001,2.8,1.79,1.07,0.71,0.71,0.36,1.07,1.43,75.0,0.36,0.00,0.00,0.00,1.79,3.57,1.43,0.00,Matches
375,Marko Ilić,rs SRB,GK,Colorado Rapids,24,1998,13.0,0.08,0.00,0.08,0.00,0.00,0.08,0.15,50.0,0.08,0.00,0.00,0.00,0.00,0.08,0.69,0.08,Matches
376,Asier Illarramendi,es ESP,MF,FC Dallas,32,1990,7.7,2.21,1.30,1.43,0.78,0.00,1.04,2.60,40.0,1.56,1.95,0.39,1.56,2.34,4.55,1.17,0.00,Matches
377,Lorenzo Insigne,it ITA,"FW,MF",Toronto FC,31,1991,16.9,0.59,0.41,0.30,0.18,0.12,0.18,1.24,14.3,1.07,0.41,0.00,0.41,0.77,1.36,0.06,0.00,Matches
378,Clint Irwin,us USA,GK,Minnesota Utd,33,1989,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Matches
379,Aljaž Ivačič,si SVN,GK,Portland Timbers,29,1993,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.00,0.00,0.00,0.00,0.00,0.60,0.07,Matches
380,Emmanuel Iwe,us USA,FW,Minnesota Utd,22,2000,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
381,Ousman Jabang,us USA,DF,CF Montréal,21,2001,0.9,3.33,0.00,3.33,0.00,0.00,3.33,4.44,75.0,1.11,2.22,2.22,0.00,2.22,5.56,3.33,1.11,Matches
382,Aziel Jackson,us USA,"MF,FW",St. Louis,21,2001,12.4,2.18,1.21,0.73,1.05,0.40,1.13,2.90,38.9,1.77,1.37,0.16,1.21,0.40,2.58,0.24,0.00,Matches
383,Jacob Jackson,us USA,GK,NE Revolution,22,2000,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
384,Bertin Jacquesson,fr FRA,"FW,MF",Real Salt Lake,22,2001,4.0,0.50,0.25,0.00,0.00,0.50,0.50,0.75,66.7,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.00,Matches
385,Eldin Jakupović,ch SUI,GK,LAFC,38,1984,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
386,Robin Jansson,se SWE,DF,Orlando City,31,1991,32.0,0.75,0.38,0.50,0.19,0.06,0.63,0.91,69.0,0.28,1.31,0.97,0.34,0.72,1.47,2.88,0.00,Matches
387,Andres Jasson,us USA,FW,NYCFC,21,2002,9.0,1.44,1.11,0.44,0.44,0.56,0.78,1.89,41.2,1.11,1.78,0.00,1.78,0.33,1.78,0.22,0.00,Matches
388,Mohanad Jeahze,iq IRQ,DF,D.C. United,25,1997,4.0,2.25,1.25,0.75,1.50,0.00,1.75,3.25,53.8,1.50,0.00,0.00,0.00,1.00,3.25,0.50,0.00,Matches
389,Corentin Jean,fr FRA,"FW,MF",Inter Miami,27,1995,9.2,1.96,1.30,0.65,0.98,0.33,1.20,1.85,64.7,0.65,0.43,0.11,0.33,0.33,2.28,0.76,0.00,Matches
390,Isak Jensen,dk DEN,"MF,FW",St. Louis,19,2003,1.6,2.50,1.88,0.63,1.25,0.63,1.88,5.63,33.3,3.75,3.13,0.00,3.13,0.63,3.13,1.25,0.00,Matches
391,Hector Jiménez,us USA,MF,Austin,34,1988,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,1.67,1.67,0.00,0.00,Matches
392,Jesús Jiménez,es ESP,"FW,MF",FC Dallas,29,1993,7.6,1.05,0.53,0.00,0.66,0.39,0.53,0.92,57.1,0.39,0.92,0.00,0.92,0.26,1.32,0.13,0.13,Matches
393,Stiven Jimenez,us USA,FW,FC Cincinnati,15,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
394,Levonte Johnson,ca CAN,"FW,DF",Vancouver W'caps,23,1999,2.2,1.82,1.36,1.82,0.00,0.00,0.00,1.36,0.0,1.36,0.91,0.00,0.91,0.45,2.27,0.91,0.00,Matches
395,Sean Johnson,us USA,GK,Toronto FC,33,1989,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.05,0.00,0.05,0.00,0.00,0.40,0.10,Matches
