0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,1.63,1.63,1.49,0.03,0.00,0.03,0.03,0.03,0.21,0.21,0.17,0.00,0.00,0.03,0.00,0.00,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,1.63,1.63,1.28,0.20,0.00,0.05,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,2.99,2.99,2.37,0.09,0.28,0.14,0.09,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,1.54,1.53,0.77,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
134,Noel Buck,eng ENG,"MF,FW",NE Revolution,17,2005,19.5,1.95,1.95,1.64,0.00,0.15,0.00,0.05,0.10,0.15,0.15,0.10,0.00,0.00,0.00,0.00,0.05,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,1.58,1.58,0.87,0.00,0.11,0.22,0.33,0.05,0.16,0.16,0.11,0.00,0.00,0.00,0.05,0.00,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,3.06,3.04,1.76,0.00,0.83,0.19,0.19,0.09,0.28,0.28,0.00,0.00,0.09,0.19,0.00,0.00,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,0.33,0.33,0.24,0.09,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,Matches
138,Kendall Burks,us USA,"DF,MF",Chicago Fire,23,1999,5.7,0.35,0.35,0.18,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,2.14,2.13,1.84,0.19,0.00,0.00,0.00,0.10,0.19,0.19,0.10,0.10,0.00,0.00,0.00,0.00,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,2.00,2.00,1.78,0.05,0.05,0.05,0.05,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,1.04,1.04,1.04,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
142,Jorge Cabezas,co COL,"FW,MF",NY Red Bulls,19,2003,1.3,2.31,2.25,1.54,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
143,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,23,1999,13.1,1.83,1.83,0.99,0.00,0.46,0.08,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,10.0,7.50,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,0.48,0.48,0.34,0.00,0.00,0.14,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
146,Deiber Caicedo,co COL,"MF,FW",Vancouver W'caps,22,2000,2.2,3.64,3.67,1.82,0.45,0.00,0.45,0.45,0.45,1.36,1.38,0.45,0.00,0.00,0.45,0.45,0.00,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,0.89,0.89,0.81,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,2.05,2.05,1.72,0.00,0.09,0.05,0.19,0.00,0.14,0.14,0.09,0.00,0.00,0.05,0.00,0.00,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,2.07,2.05,0.69,0.00,0.00,0.34,1.03,0.00,0.69,0.68,0.34,0.00,0.00,0.34,0.00,0.00,Matches
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,0.57,0.57,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Rudy Camacho,fr FRA,"DF,MF",CF Montréal,31,1991,17.9,0.61,0.61,0.56,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,Brandon Cambridge,us USA,"FW,DF",Charlotte,20,2002,1.5,4.00,3.97,1.33,0.00,0.67,0.67,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,2.31,2.31,1.32,0.00,0.22,0.49,0.27,0.00,0.38,0.38,0.16,0.00,0.11,0.00,0.11,0.00,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,0.78,0.78,0.53,0.05,0.10,0.05,0.05,0.00,0.15,0.15,0.05,0.00,0.05,0.05,0.00,0.00,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,1.34,1.35,1.18,0.04,0.00,0.04,0.08,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,0.70,0.70,0.45,0.13,0.00,0.06,0.00,0.06,0.19,0.19,0.13,0.00,0.00,0.00,0.00,0.06,Matches
159,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,19,2003,7.4,2.97,2.97,1.49,0.27,0.27,0.41,0.54,0.00,0.41,0.40,0.14,0.00,0.00,0.14,0.14,0.00,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,27.6,2.64,2.64,1.81,0.04,0.04,0.29,0.43,0.04,0.51,0.51,0.36,0.00,0.00,0.00,0.14,0.00,Matches
161,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,24,1998,22.6,3.67,3.66,2.61,0.13,0.53,0.18,0.22,0.00,0.62,0.62,0.49,0.00,0.04,0.04,0.04,0.00,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,1.52,1.51,1.23,0.00,0.05,0.14,0.05,0.05,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,3.33,3.27,3.33,0.00,0.00,0.00,0.00,0.00,1.67,1.64,1.67,0.00,0.00,0.00,0.00,0.00,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,1.27,1.27,0.92,0.00,0.00,0.31,0.04,0.00,0.31,0.31,0.22,0.00,0.00,0.09,0.00,0.00,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,4.06,4.06,2.19,1.00,0.13,0.19,0.50,0.06,0.19,0.19,0.13,0.00,0.06,0.00,0.00,0.00,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,0.38,0.39,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,0.15,0.15,0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,1.26,1.25,0.93,0.07,0.00,0.00,0.13,0.13,0.26,0.26,0.20,0.00,0.00,0.00,0.07,0.00,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,1.89,1.90,1.89,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,24,1999,9.5,2.32,2.31,1.05,0.11,0.42,0.42,0.21,0.11,0.11,0.10,0.11,0.00,0.00,0.00,0.00,0.00,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,11.3,4.07,4.08,2.92,0.88,0.18,0.00,0.09,0.00,0.44,0.44,0.27,0.09,0.00,0.00,0.09,0.00,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,0.21,0.21,0.16,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,1.65,1.65,1.54,0.00,0.04,0.04,0.00,0.04,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,2.80,2.80,2.32,0.12,0.12,0.00,0.24,0.00,0.61,0.61,0.61,0.00,0.00,0.00,0.00,0.00,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,15.2,1.91,1.91,1.51,0.13,0.00,0.13,0.13,0.00,0.20,0.20,0.13,0.00,0.00,0.07,0.00,0.00,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,27.0,3.30,3.29,2.48,0.44,0.07,0.11,0.11,0.07,0.37,0.37,0.30,0.00,0.00,0.07,0.00,0.00,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,22.8,3.20,3.21,2.41,0.00,0.44,0.18,0.13,0.04,0.44,0.44,0.39,0.00,0.00,0.04,0.00,0.00,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,15.1,4.44,4.43,4.11,0.00,0.07,0.07,0.20,0.00,0.40,0.40,0.33,0.00,0.00,0.00,0.07,0.00,Matches
180,Cam Cilley,us USA,"FW,MF",SJ Earthquakes,22,2000,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33.0,0.18,0.18,0.06,0.09,0.00,0.00,0.03,0.00,0.09,0.09,0.03,0.06,0.00,0.00,0.00,0.00,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,1.75,1.74,1.61,0.00,0.14,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,3.33,3.27,1.67,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,1.82,1.82,1.18,0.00,0.09,0.09,0.41,0.05,0.14,0.14,0.05,0.00,0.00,0.00,0.09,0.00,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,0.98,0.98,0.94,0.00,0.00,0.04,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver W'caps,25,1997,9.4,2.98,3.00,1.28,0.00,0.85,0.32,0.53,0.00,0.53,0.54,0.11,0.00,0.21,0.11,0.11,0.00,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,0.24,0.24,0.18,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,0.26,0.25,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,13.5,5.04,5.02,2.96,1.26,0.37,0.30,0.15,0.00,0.89,0.89,0.37,0.30,0.07,0.07,0.07,0.00,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,17.1,1.75,1.76,0.88,0.00,0.53,0.18,0.12,0.06,0.35,0.35,0.23,0.00,0.00,0.00,0.12,0.00,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,19.9,2.66,2.66,2.01,0.05,0.10,0.35,0.05,0.10,0.40,0.40,0.35,0.00,0.00,0.05,0.00,0.00,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7.0,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,3.1,1.61,1.61,1.29,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,23.8,1.09,1.09,0.92,0.04,0.00,0.00,0.08,0.04,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,4.83,4.83,3.12,0.04,0.61,0.80,0.19,0.08,0.76,0.76,0.53,0.00,0.08,0.11,0.04,0.00,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,2.13,2.12,1.91,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,2.37,2.37,2.03,0.10,0.05,0.10,0.10,0.00,0.24,0.24,0.19,0.00,0.00,0.00,0.05,0.00,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,0.50,0.50,0.43,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
204,Cristián Dajome,co COL,"FW,DF",D.C. United,29,1994,8.7,3.56,3.57,2.53,0.00,0.11,0.46,0.34,0.11,0.46,0.46,0.34,0.00,0.00,0.11,0.00,0.00,Matches
205,Cristián Dajome,co COL,"MF,FW",Vancouver W'caps,29,1994,3.3,2.42,2.42,1.82,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
206,Dagur Dan Þórhallsson,is ISL,"DF,MF",Orlando City,22,2000,13.4,2.09,2.08,1.57,0.07,0.37,0.00,0.07,0.00,0.45,0.45,0.22,0.00,0.15,0.00,0.07,0.00,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,21.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,10.7,2.06,2.06,1.78,0.09,0.00,0.19,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,2.55,2.54,2.10,0.07,0.07,0.07,0.07,0.15,0.26,0.26,0.22,0.00,0.00,0.00,0.00,0.04,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,15.8,0.89,0.88,0.89,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
211,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,2.33,2.34,1.67,0.50,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
212,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,1.37,1.37,1.15,0.09,0.09,0.00,0.04,0.00,0.13,0.13,0.09,0.00,0.04,0.00,0.00,0.00,Matches
213,Sean Davis,us USA,MF,Nashville SC,29,1993,20.8,0.91,0.91,0.87,0.00,0.00,0.05,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
214,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,1.76,1.76,1.63,0.07,0.00,0.00,0.07,0.00,0.26,0.26,0.13,0.07,0.00,0.00,0.07,0.00,Matches
215,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,0.63,0.63,0.63,0.00,0.00,0.00,0.00,0.00,0.11,0.10,0.11,0.00,0.00,0.00,0.00,0.00,Matches
216,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,31,1991,5.3,3.40,3.36,2.45,0.00,0.38,0.00,0.57,0.00,0.38,0.37,0.38,0.00,0.00,0.00,0.00,0.00,Matches
217,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,3.77,3.77,3.50,0.00,0.08,0.04,0.04,0.12,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches
218,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,2.00,1.94,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
219,Luis Díaz,cr CRC,"DF,MF",Columbus Crew,24,1998,0.9,1.11,1.08,1.11,0.00,0.00,0.00,0.00,0.00,1.11,1.08,1.11,0.00,0.00,0.00,0.00,0.00,Matches
220,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,0.38,0.37,0.19,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.19,0.00,Matches
221,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,1.67,1.63,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
222,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Hamady Diop,sn SEN,"DF,MF",Charlotte,20,2002,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,2.00,2.01,1.14,0.00,0.57,0.00,0.29,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
225,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,1.1,1.82,1.84,0.91,0.00,0.00,0.00,0.91,0.00,0.91,0.92,0.00,0.00,0.00,0.00,0.91,0.00,Matches
226,Ronald Donkor,ml MLI,"MF,DF",NY Red Bulls,18,2004,0.5,4.00,3.83,4.00,0.00,0.00,0.00,0.00,0.00,2.00,1.91,2.00,0.00,0.00,0.00,0.00,0.00,Matches
227,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,4.3,1.86,1.84,1.86,0.00,0.00,0.00,0.00,0.00,0.47,0.46,0.47,0.00,0.00,0.00,0.00,0.00,Matches
228,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,11.4,2.37,2.37,1.75,0.09,0.09,0.09,0.35,0.00,0.26,0.26,0.18,0.00,0.00,0.00,0.09,0.00,Matches
229,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
230,Hassani Dotson,us USA,"MF,FW",Minnesota Utd,25,1997,28.6,3.15,3.15,2.55,0.00,0.14,0.28,0.14,0.03,0.38,0.39,0.24,0.00,0.00,0.07,0.03,0.03,Matches
231,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,1.67,1.66,1.56,0.00,0.00,0.00,0.00,0.11,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,Matches
232,Sebastián Driussi,ar ARG,"MF,FW",Austin,26,1996,25.6,2.81,2.81,1.84,0.04,0.27,0.47,0.16,0.04,0.47,0.47,0.27,0.00,0.04,0.12,0.04,0.00,Matches
233,Erik Duenas,us USA,"MF,DF",LAFC,18,2004,8.4,2.98,2.98,2.50,0.12,0.24,0.00,0.12,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
234,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,2.04,2.05,1.22,0.20,0.20,0.20,0.20,0.00,0.20,0.21,0.20,0.00,0.00,0.00,0.00,0.00,Matches
235,Bryce Duke,us USA,"MF,FW",CF Montréal,21,2001,16.3,3.80,3.81,2.33,0.80,0.06,0.18,0.31,0.12,0.12,0.12,0.06,0.06,0.00,0.00,0.00,0.00,Matches
236,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,1.33,1.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
237,Cameron Dunbar,us USA,"MF,FW",Minnesota Utd,20,2002,1.3,2.31,2.39,1.54,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
238,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,2.39,2.39,1.41,0.29,0.20,0.10,0.24,0.15,0.24,0.24,0.10,0.00,0.00,0.10,0.05,0.00,Matches
239,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,2.79,2.78,2.15,0.05,0.18,0.05,0.14,0.23,0.27,0.27,0.14,0.00,0.09,0.00,0.00,0.05,Matches
240,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,32.9,2.28,2.28,1.61,0.00,0.06,0.21,0.36,0.03,0.27,0.27,0.18,0.00,0.00,0.00,0.09,0.00,Matches
241,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,1.94,1.94,1.60,0.15,0.00,0.10,0.00,0.10,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
242,Earl Edwards Jr.,us USA,GK,NE Revolution,31,1992,10.0,0.30,0.30,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
243,Raheem Edwards,ca CAN,DF,LA Galaxy,27,1995,20.8,2.55,2.55,1.78,0.10,0.24,0.10,0.14,0.19,0.34,0.34,0.14,0.00,0.05,0.10,0.05,0.00,Matches
244,Jack Elliott,eng ENG,DF,Philadelphia Union,27,1995,31.0,0.84,0.84,0.58,0.03,0.00,0.23,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
245,Herbert Endeley,us USA,"MF,FW",FC Dallas,21,2001,2.4,2.08,2.12,1.25,0.00,0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
246,Emeka Eneli,us USA,"DF,MF",Real Salt Lake,23,1999,14.7,2.24,2.24,1.77,0.00,0.07,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
247,Ramiro Enrique,ar ARG,FW,Orlando City,21,2001,11.5,1.57,1.56,0.70,0.00,0.35,0.35,0.17,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
248,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,24.7,1.38,1.38,0.89,0.04,0.16,0.12,0.08,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,27,1995,33.7,5.22,5.23,2.76,1.69,0.45,0.21,0.00,0.12,0.45,0.45,0.27,0.09,0.06,0.03,0.00,0.00,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,8.1,2.10,2.10,1.98,0.00,0.00,0.00,0.00,0.12,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,11.6,2.76,2.76,2.41,0.00,0.00,0.09,0.26,0.00,0.34,0.34,0.17,0.00,0.00,0.00,0.17,0.00,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,24.5,4.49,4.48,2.04,1.31,0.37,0.33,0.33,0.12,0.33,0.33,0.24,0.00,0.04,0.00,0.00,0.04,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,11.4,3.77,3.79,2.19,1.14,0.26,0.00,0.18,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,6.4,3.75,3.76,2.50,0.94,0.00,0.00,0.31,0.00,0.47,0.47,0.31,0.16,0.00,0.00,0.00,0.00,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,2.7,1.85,1.84,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
256,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1.0,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,29.8,1.01,1.01,0.87,0.10,0.00,0.00,0.03,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,9.3,3.55,3.55,2.69,0.22,0.32,0.32,0.00,0.00,0.43,0.43,0.43,0.00,0.00,0.00,0.00,0.00,Matches
260,Andrew Farrell,us USA,DF,NE Revolution,30,1992,21.5,0.70,0.70,0.65,0.00,0.00,0.00,0.00,0.05,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
261,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,23,1999,24.0,1.96,1.96,1.63,0.04,0.17,0.04,0.04,0.04,0.33,0.33,0.29,0.00,0.04,0.00,0.00,0.00,Matches
