0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Yellow CardsYellow Cards,Red CardsRed Cards,Second Yellow CardSecond Yellow Card,Fouls CommittedFouls Committed,Fouls DrawnFouls Drawn,OffsidesOffsides,CrossesCrosses,InterceptionsInterceptions,Tackles WonTackles in which the tackler's team won possession of the ball,Penalty Kicks WonPenalty Kicks Won,Penalty Kicks ConcededPenalty Kicks Conceded,Own GoalsOwn Goals,Ball RecoveriesNumber of loose balls recovered,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,24_Matches
260,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,15.1,0.07,0.00,0.00,0.33,1.85,0.00,2.78,0.26,0.66,0.00,0.00,0.00,3.58,0.20,0.53,27.3,Matches
261,Ajani Fortune,tt TRI,"MF,FW",Atlanta Utd,21,2002,14.5,0.28,0.00,0.00,1.59,1.24,0.00,0.69,1.17,1.45,0.00,0.07,0.00,4.62,0.34,0.55,38.5,Matches
262,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
263,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,30,1993,9.2,0.11,0.00,0.00,0.87,1.74,0.00,0.65,0.33,0.65,0.00,0.00,0.00,4.67,0.43,0.87,33.3,Matches
264,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,20,2003,7.9,0.13,0.00,0.00,1.27,1.14,0.25,3.04,0.51,0.51,0.00,0.00,0.00,4.68,0.76,1.77,30.0,Matches
265,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,15.3,0.26,0.00,0.00,0.98,0.26,0.13,0.98,0.85,0.72,0.00,0.00,0.00,4.77,0.65,0.26,71.4,Matches
266,Ian Fray,jm JAM,DF,Inter Miami,21,2002,7.3,0.55,0.00,0.00,1.37,2.74,0.00,0.41,1.92,1.64,0.00,0.14,0.00,4.66,0.96,0.96,50.0,Matches
267,Carl Fred Sainté,ht HAI,MF,FC Dallas,21,2002,1.7,0.00,0.00,0.00,2.35,1.18,0.00,0.00,2.94,1.76,0.00,0.00,0.00,5.29,1.18,0.00,100.0,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
269,Alex Freeman,us USA,"DF,MF",Orlando City,19,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,50.0,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,33.1,0.09,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.82,0.18,0.03,85.7,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,27.4,0.00,0.04,0.00,0.04,0.29,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.77,0.15,0.00,100.0,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,8.2,0.12,0.00,0.00,0.85,0.24,0.00,0.00,1.59,0.49,0.00,0.00,0.00,4.88,1.95,1.34,59.3,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,0.3,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,2.5,0.40,0.00,0.00,0.80,2.40,0.00,0.80,2.80,2.00,0.00,0.00,0.00,7.60,1.20,0.80,60.0,Matches
275,McKinze Gaines,us USA,"FW,MF",Houston Dynamo,25,1998,1.7,0.59,0.00,0.00,1.76,0.00,0.59,8.24,0.59,2.35,0.00,0.00,0.00,1.18,0.00,2.35,0.0,Matches
276,McKinze Gaines,us USA,"MF,DF",Nashville SC,25,1998,1.4,0.00,0.00,0.00,0.00,2.14,0.00,2.86,0.00,0.71,0.00,0.00,0.00,5.71,0.71,2.14,25.0,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,29.6,0.17,0.00,0.00,0.84,1.08,0.14,2.87,0.51,1.05,0.00,0.03,0.00,2.77,0.27,0.78,25.8,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29.0,0.07,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.28,0.07,80.0,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,4.4,0.00,0.00,0.00,1.36,0.45,0.00,0.00,1.36,1.59,0.00,0.00,0.00,4.55,1.59,0.68,70.0,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,2.7,0.37,0.00,0.00,1.85,0.37,0.00,2.96,2.59,0.37,0.00,0.37,0.00,4.44,1.11,0.74,60.0,Matches
282,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,28,1995,27.3,0.11,0.00,0.00,1.17,1.10,0.15,6.04,0.26,1.25,0.00,0.00,0.00,4.25,0.66,0.81,45.0,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9.0,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.78,0.22,0.00,100.0,Matches
284,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,27,1996,27.8,0.22,0.00,0.00,0.94,1.44,0.61,0.50,0.29,0.72,0.04,0.00,0.00,5.79,0.25,0.50,33.3,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,8.0,0.38,0.00,0.00,2.13,1.88,0.88,0.38,0.38,0.88,0.25,0.00,0.00,2.50,1.75,2.63,40.0,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,25.4,0.16,0.00,0.00,0.59,2.17,0.00,6.30,0.24,0.31,0.00,0.04,0.00,5.24,0.04,0.20,16.7,Matches
287,Nacho Gil,es ESP,"FW,MF",NE Revolution,28,1995,7.0,0.43,0.00,0.00,2.71,2.57,0.29,2.00,1.00,1.14,0.00,0.00,0.00,5.29,0.71,0.57,55.6,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,18.8,0.11,0.00,0.00,1.54,1.33,0.00,0.64,1.81,2.02,0.00,0.05,0.00,8.19,0.90,0.64,58.6,Matches
289,Nicholas Gioacchini,us USA,"FW,MF",FC Cincinnati,23,2000,4.8,0.00,0.00,0.00,1.88,3.13,1.04,0.00,0.42,1.04,0.00,0.00,0.00,2.50,1.46,0.63,70.0,Matches
290,Jake Girdwood-Reich,au AUS,"MF,FW",St. Louis,19,2004,1.7,0.00,0.00,0.00,1.76,0.59,0.00,0.00,1.18,1.76,0.00,0.00,0.00,4.71,0.59,1.18,33.3,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,6.7,0.00,0.00,0.00,0.75,1.64,0.90,0.30,0.15,0.30,0.00,0.00,0.00,1.64,2.84,3.58,44.2,Matches
292,Dennis Gjengaar,no NOR,"MF,FW",NY Red Bulls,19,2004,10.4,0.00,0.00,0.00,0.38,0.67,0.29,2.12,0.58,0.38,0.00,0.00,0.00,3.37,0.10,1.63,5.6,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,25.0,0.16,0.00,0.00,1.00,0.36,0.00,0.04,1.60,0.60,0.00,0.04,0.00,4.16,1.96,1.48,57.0,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,0.4,0.00,0.00,0.00,2.50,0.00,0.00,12.5,0.00,2.50,0.00,0.00,0.00,15.0,2.50,0.00,100.0,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,31.2,0.10,0.00,0.00,0.51,0.38,0.06,0.26,1.51,0.77,0.00,0.00,0.03,3.85,1.76,0.83,67.9,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,0.6,0.00,0.00,0.00,1.67,3.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,6.67,33.3,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,16.6,0.48,0.00,0.00,1.75,2.11,0.00,0.18,1.99,1.33,0.00,0.00,0.00,6.39,0.54,0.66,45.0,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,27.4,0.18,0.00,0.00,0.91,0.69,0.04,0.04,2.08,1.17,0.04,0.04,0.00,4.78,2.48,1.20,67.3,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,20.1,0.30,0.00,0.00,1.00,1.19,0.25,5.12,0.35,1.34,0.00,0.00,0.00,5.02,0.20,1.00,16.7,Matches
300,Diego Gómez,py PAR,"FW,MF",Inter Miami,20,2003,15.0,0.40,0.00,0.00,2.07,1.20,0.27,0.67,0.87,1.87,0.00,0.00,0.00,5.20,1.33,1.20,52.6,Matches
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,22.7,0.22,0.04,0.04,0.75,0.44,0.00,0.18,0.88,0.97,0.00,0.04,0.04,5.15,1.01,1.10,47.9,Matches
302,Diogo Gonçalves,pt POR,"MF,FW",Real Salt Lake,26,1997,6.1,0.00,0.00,0.00,0.66,0.33,0.49,5.41,0.33,0.66,0.00,0.00,0.00,3.11,0.33,0.33,50.0,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,9.3,0.22,0.00,0.00,0.32,0.22,0.11,0.00,0.43,0.22,0.00,0.00,0.00,3.12,1.29,0.65,66.7,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,18.2,0.22,0.00,0.00,1.15,0.77,0.16,2.86,1.59,1.10,0.00,0.05,0.00,4.29,0.66,0.88,42.9,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,4.2,0.00,0.00,0.00,0.95,0.95,0.00,0.48,0.95,0.95,0.00,0.00,0.00,6.19,0.95,0.71,57.1,Matches
307,Julian Gressel,us USA,"MF,FW",Inter Miami,30,1993,26.0,0.08,0.00,0.00,0.77,0.58,0.19,3.96,0.46,0.58,0.00,0.00,0.00,3.62,0.54,0.58,48.3,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,21.9,0.41,0.00,0.00,2.69,0.55,0.05,0.14,1.28,1.23,0.00,0.05,0.00,5.21,0.55,0.41,57.1,Matches
309,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,20,2003,26.4,0.19,0.00,0.00,1.70,0.87,0.04,1.97,0.64,0.72,0.04,0.00,0.00,4.36,0.53,0.95,35.9,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,8.1,0.12,0.00,0.00,0.25,1.36,0.12,2.35,1.11,1.98,0.00,0.00,0.00,3.83,0.99,0.74,57.1,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,31.7,0.09,0.03,0.00,0.06,0.16,0.00,0.00,0.03,0.00,0.00,0.03,0.00,1.17,0.22,0.00,100.0,Matches
312,Justin Haak,us USA,"DF,MF",NYCFC,22,2001,8.7,0.57,0.00,0.00,2.07,1.03,0.00,1.26,1.72,1.26,0.00,0.00,0.00,4.02,1.49,1.84,44.8,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,1.0,1.00,0.00,0.00,3.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,2.00,2.00,0.00,100.0,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,2.1,0.48,0.00,0.00,1.43,0.95,0.00,0.00,2.38,1.43,0.00,0.00,0.00,4.29,2.38,0.95,71.4,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,0.00,0.28,0.0,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,5.1,0.00,0.00,0.00,1.18,0.98,0.00,0.20,1.76,0.98,0.00,0.00,0.00,3.14,3.53,1.37,72.0,Matches
317,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,24,1999,22.6,0.04,0.00,0.00,0.75,0.97,0.44,3.81,0.40,0.53,0.00,0.00,0.00,3.89,0.53,0.62,46.2,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,1.9,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,3.16,0.00,0.53,0.0,Matches
319,Julian Hall,us USA,"MF,FW",NY Red Bulls,15,2008,1.8,0.00,0.00,0.00,0.00,3.33,0.00,2.22,1.11,1.11,0.00,0.00,0.00,6.67,0.56,1.67,25.0,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,1.2,0.83,0.00,0.00,1.67,0.00,0.00,1.67,0.83,2.50,0.00,0.00,0.00,2.50,0.83,0.83,50.0,Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,5.4,0.37,0.19,0.19,2.41,1.11,0.00,1.48,0.37,1.67,0.00,0.00,0.00,5.93,0.74,1.48,33.3,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,17.8,0.34,0.06,0.06,1.29,1.18,0.11,1.12,0.84,1.07,0.00,0.00,0.00,3.20,0.90,0.73,55.2,Matches
323,Cameron Harper,us USA,"MF,DF",NY Red Bulls,22,2001,15.8,0.19,0.00,0.00,1.27,1.39,0.19,3.92,0.44,0.63,0.06,0.00,0.00,3.10,0.44,0.76,36.8,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,26.4,0.15,0.00,0.00,0.80,1.36,0.04,1.29,1.48,1.48,0.08,0.00,0.00,2.99,2.08,1.14,64.7,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,16.9,0.30,0.00,0.00,1.48,2.72,0.30,2.49,0.12,0.59,0.06,0.00,0.00,3.49,0.53,1.95,21.4,Matches
326,Marcel Hartel,de GER,"MF,FW",St. Louis,28,1996,9.0,0.33,0.00,0.00,0.33,1.00,0.44,3.78,0.67,0.78,0.11,0.00,0.00,5.11,0.11,0.33,25.0,Matches
327,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,23,2000,11.6,0.09,0.00,0.00,1.29,1.38,0.00,0.00,1.47,1.47,0.09,0.00,0.00,4.83,1.21,2.24,35.0,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,9.7,0.10,0.00,0.00,0.52,0.31,0.10,0.00,1.03,0.21,0.00,0.00,0.00,2.27,1.96,1.13,63.3,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,22.6,0.35,0.00,0.00,1.50,1.15,0.04,1.28,1.28,1.64,0.00,0.00,0.00,5.27,1.02,1.19,46.0,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,0.1,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,4.2,0.24,0.00,0.00,1.43,1.19,0.24,2.38,0.48,0.24,0.00,0.00,0.00,3.10,0.24,0.71,25.0,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,7.9,0.00,0.00,0.00,0.89,0.89,0.00,1.90,1.27,0.51,0.00,0.00,0.00,5.95,0.89,1.77,33.3,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,28.8,0.31,0.00,0.00,1.28,0.73,0.00,3.68,1.46,1.35,0.00,0.00,0.00,5.35,1.18,0.90,56.7,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,18.0,0.17,0.00,0.00,1.56,2.33,0.17,5.72,0.94,1.06,0.00,0.00,0.00,5.83,0.50,0.89,36.0,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,5.2,0.19,0.00,0.00,0.77,0.58,0.58,2.31,0.77,1.15,0.00,0.00,0.00,2.88,0.38,0.58,40.0,Matches
337,Bode Hidalgo,us USA,"DF,FW",Real Salt Lake,21,2002,16.2,0.12,0.00,0.00,0.62,0.86,0.00,1.60,1.05,1.85,0.00,0.00,0.00,5.25,0.86,0.93,48.3,Matches
338,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,15.2,0.07,0.00,0.00,0.79,0.39,0.00,0.33,1.12,1.25,0.00,0.07,0.07,3.42,2.37,1.58,60.0,Matches
339,Brendan Hines-Ike,us USA,DF,Austin,29,1994,24.7,0.24,0.04,0.04,0.85,0.61,0.00,0.12,0.32,0.61,0.00,0.12,0.00,2.27,1.17,0.97,54.7,Matches
340,Marino Hinestroza,co COL,"MF,FW",Columbus Crew,21,2002,3.9,0.00,0.26,0.00,1.03,2.56,0.26,1.79,0.26,1.54,0.00,0.00,0.00,4.10,0.51,0.51,50.0,Matches
341,Bongokuhle Hlongwane,za RSA,"FW,DF",Minnesota Utd,23,2000,21.3,0.09,0.00,0.00,1.55,1.50,0.52,1.03,0.52,0.61,0.00,0.00,0.00,4.32,1.08,2.07,34.3,Matches
342,Ryan Hollingshead,us USA,"DF,MF",LAFC,32,1991,24.5,0.16,0.00,0.00,1.14,1.10,0.16,0.94,1.63,1.80,0.00,0.00,0.00,5.14,1.22,1.06,53.6,Matches
343,Jackson Hopkins,us USA,MF,D.C. United,19,2004,10.6,0.38,0.00,0.00,1.60,1.70,0.00,0.38,0.19,1.23,0.00,0.00,0.00,5.28,0.57,0.47,54.5,Matches
344,Jannes Horn,de GER,DF,St. Louis,26,1997,6.2,0.65,0.00,0.00,0.65,1.29,0.00,3.87,0.16,0.81,0.00,0.00,0.00,3.39,1.13,0.97,53.8,Matches
345,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31.0,0.23,0.00,0.00,0.90,0.65,0.00,0.13,0.94,0.71,0.00,0.06,0.03,3.39,1.39,1.39,50.0,Matches
346,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,29.4,0.14,0.00,0.00,1.77,0.71,0.99,0.88,0.44,0.88,0.00,0.00,0.00,4.32,0.58,0.99,37.0,Matches
347,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,21,2002,11.2,0.00,0.00,0.00,0.71,1.25,0.63,0.63,0.36,0.18,0.00,0.00,0.00,2.23,1.61,3.84,29.5,Matches
348,Tega Ikoba,us USA,"FW,MF",Portland Timbers,20,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
349,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,16.3,0.06,0.06,0.00,1.29,0.74,0.12,2.88,1.10,0.74,0.00,0.00,0.00,3.74,0.98,0.80,55.2,Matches
350,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,21.7,0.37,0.00,0.00,2.03,1.34,0.00,0.74,1.38,1.75,0.00,0.00,0.00,7.24,0.41,0.32,56.3,Matches
351,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,19.0,0.05,0.05,0.00,0.47,0.42,0.05,0.11,0.42,0.68,0.00,0.11,0.00,3.32,1.89,1.63,53.7,Matches
352,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,32,1991,15.0,0.27,0.00,0.00,0.13,1.67,0.33,1.87,0.53,0.53,0.00,0.00,0.00,5.67,0.00,0.07,0.0,Matches
353,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.20,50.0,Matches
354,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25.0,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.84,0.12,0.00,100.0,Matches
355,Ousman Jabang,us USA,DF,CF Montréal,22,2001,0.0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0.0,Matches
356,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,4.0,0.00,0.00,0.00,2.00,2.00,0.50,0.50,0.25,1.00,0.00,0.00,0.00,2.50,0.25,1.00,20.0,Matches
357,Aziel Jackson,us USA,"FW,MF",St. Louis,22,2001,8.9,0.34,0.00,0.00,1.46,2.13,0.22,3.48,0.67,1.01,0.11,0.00,0.00,4.04,0.67,0.67,50.0,Matches
358,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,0.00,0.00,,Matches
359,Robin Jansson,se SWE,DF,Orlando City,32,1991,29.6,0.27,0.00,0.00,0.41,1.18,0.03,0.00,1.05,0.41,0.00,0.00,0.00,3.85,0.64,0.91,41.3,Matches
360,Andres Jasson,us USA,"MF,FW",NYCFC,22,2002,1.7,0.00,0.00,0.00,2.35,4.71,1.18,1.18,0.59,2.94,0.00,0.00,0.00,7.65,1.18,1.18,50.0,Matches
361,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
362,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,5.0,0.00,0.00,0.00,1.20,0.40,0.00,0.00,1.60,1.40,0.00,0.00,0.00,5.40,1.20,0.80,60.0,Matches
363,Hector Jiménez,us USA,DF,Austin,35,1988,6.4,0.31,0.00,0.00,1.56,0.63,0.16,1.09,1.56,0.63,0.00,0.00,0.00,2.81,0.78,0.94,45.5,Matches
364,Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
365,Levonte Johnson,ca CAN,"FW,MF",Vancouver W'caps,24,1999,7.4,0.14,0.00,0.00,1.62,1.62,0.27,1.08,0.27,0.95,0.00,0.00,0.00,4.86,1.08,3.51,23.5,Matches
366,Sean Johnson,us USA,GK,Toronto FC,34,1989,25.0,0.20,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.20,0.00,100.0,Matches
367,DeJuan Jones,us USA,DF,NE Revolution,26,1997,15.7,0.06,0.00,0.00,1.08,1.15,0.00,2.29,1.40,1.59,0.00,0.00,0.00,5.54,0.51,1.02,33.3,Matches
368,DeJuan Jones,us USA,DF,Columbus Crew,26,1997,4.5,0.00,0.00,0.00,2.00,0.22,0.22,1.56,1.11,1.33,0.00,0.00,0.00,4.22,0.67,0.67,50.0,Matches
369,Derrick Jones,us USA,MF,Columbus Crew,26,1997,5.3,0.57,0.19,0.00,1.89,2.83,0.00,0.00,0.94,1.51,0.00,0.00,0.00,5.47,0.57,0.57,50.0,Matches
370,Isaiah Jones,us USA,"MF,FW",Nashville SC,17,2006,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,20.0,0.00,0.00,,Matches
371,Malachi Jones,sl SLE,FW,NYCFC,20,2003,5.4,0.56,0.00,0.00,1.85,3.15,0.74,2.96,0.56,1.85,0.00,0.00,0.00,5.74,1.30,1.11,53.8,Matches
372,Dejan Joveljić,rs SRB,FW,LA Galaxy,24,1999,21.4,0.09,0.00,0.00,0.61,0.93,0.37,0.14,0.05,0.37,0.09,0.00,0.00,1.54,0.89,1.40,38.8,Matches
373,Mykhi Joyner,us USA,FW,St. Louis,17,2006,0.5,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Matches
374,Preston Judd,us USA,FW,SJ Earthquakes,24,1999,8.0,0.50,0.13,0.00,2.00,1.75,0.75,0.88,0.13,0.25,0.00,0.00,0.00,1.25,1.63,3.25,33.3,Matches
375,Anderson Julio,ec ECU,"FW,MF",Real Salt Lake,27,1996,15.5,0.06,0.00,0.00,1.94,0.84,1.29,0.45,0.45,0.39,0.06,0.00,0.00,2.39,1.10,1.10,50.0,Matches
376,Sam Junqua,us USA,DF,FC Dallas,27,1996,24.9,0.08,0.00,0.00,0.92,0.92,0.00,1.41,1.20,1.08,0.00,0.00,0.04,3.17,1.37,0.76,64.2,Matches
377,Sawyer Jura,us USA,DF,Portland Timbers,17,2006,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
378,Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
379,Kristijan Kahlina,hr CRO,GK,Charlotte,31,1992,34.0,0.15,0.00,0.00,0.00,0.15,0.00,0.00,0.03,0.00,0.00,0.00,0.00,1.62,0.18,0.03,85.7,Matches
380,Brent Kallman,us USA,DF,Nashville SC,33,1990,6.0,0.17,0.00,0.00,0.50,0.50,0.00,0.00,1.50,0.50,0.00,0.00,0.00,3.83,2.00,1.33,60.0,Matches
381,Kei Kamara,sl SLE,FW,LAFC,39,1984,11.2,0.18,0.00,0.00,1.16,1.07,0.18,0.36,0.00,0.45,0.00,0.00,0.00,1.96,4.38,3.04,59.0,Matches
382,Bernard Kamungo,us USA,"MF,FW",FC Dallas,22,2002,14.7,0.14,0.00,0.00,1.43,1.63,0.54,1.77,0.41,1.16,0.14,0.00,0.00,3.88,0.61,1.02,37.5,Matches
383,Alec Kann,us USA,GK,FC Cincinnati,33,1990,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,,Matches
384,Alexandros Katranis,gr GRE,DF,Real Salt Lake,25,1998,22.2,0.41,0.00,0.00,2.30,1.49,0.14,4.73,1.04,1.17,0.00,0.00,0.00,3.83,0.63,0.63,50.0,Matches
385,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,29,1994,15.5,0.06,0.00,0.00,1.74,1.29,0.06,0.45,0.97,2.00,0.00,0.00,0.00,6.52,1.61,1.03,61.0,Matches
386,Kipp Keller,us USA,DF,FC Cincinnati,23,2000,9.1,0.11,0.00,0.00,0.99,0.66,0.00,0.11,1.21,0.88,0.00,0.00,0.00,3.96,3.63,1.65,68.8,Matches
387,Kevin Kelsy,ve VEN,FW,FC Cincinnati,19,2004,13.8,0.43,0.00,0.00,2.39,1.52,0.36,0.22,0.36,0.29,0.00,0.00,0.00,2.46,2.61,2.68,49.3,Matches
388,Deandre Kerr,ca CAN,FW,Toronto FC,21,2002,11.0,0.18,0.00,0.00,1.18,1.82,0.45,0.18,0.27,0.73,0.00,0.00,0.00,1.45,2.82,4.82,36.9,Matches
389,Henry Kessler,us USA,DF,NE Revolution,25,1998,15.4,0.39,0.00,0.00,1.23,0.78,0.13,0.06,0.84,0.91,0.00,0.13,0.00,4.68,1.75,1.62,51.9,Matches
390,Henry Kessler,us USA,DF,St. Louis,25,1998,7.5,0.13,0.00,0.00,1.07,1.73,0.00,0.00,0.93,1.33,0.00,0.00,0.13,3.60,2.27,1.33,63.0,Matches
391,Hosei Kijima,jp JPN,"MF,FW",St. Louis,21,2002,8.7,0.46,0.00,0.00,1.95,2.30,0.23,1.03,1.38,1.26,0.00,0.00,0.00,4.48,0.46,1.38,25.0,Matches
