0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
660,Kalani Rienzi,us USA,"DF,MF",Seattle Sounders,23-160,2002,22,15,1414,15.7,0.19,0.13,0.32,0.19,0.00,0.00,0.25,0.06,0.08,0.08,0.08,0.16,1.85,4.46,5.61,0.19,0.13,0.32,0.19,0.32,0.08,0.08,0.16,0.08,0.16,Matches
661,Chris Rindov,us USA,DF,LA Galaxy,24-057,2001,6,6,514,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.04,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
662,Rocco Ríos Novo,ar ARG,GK,Inter Miami,23-183,2002,10,7,790,8.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
663,Birk Risa,no NOR,DF,NYCFC,27-294,1998,17,12,1057,11.7,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.03,0.03,0.06,0.09,0.85,4.87,1.54,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08,Matches
664,Reid Roberts,us USA,DF,SJ Earthquakes,21-360,2003,14,10,890,9.9,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.10,0.02,0.02,0.03,0.05,0.81,3.74,1.52,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
665,Miles Robinson,us USA,DF,FC Cincinnati,28-265,1997,26,26,2255,25.1,0.04,0.00,0.04,0.04,0.00,0.00,0.12,0.00,0.06,0.06,0.02,0.08,0.56,3.82,0.12,0.04,0.00,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches
666,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,30-201,1995,18,18,1365,15.2,0.00,0.07,0.07,0.00,0.00,0.00,0.20,0.00,0.07,0.07,0.03,0.11,1.12,3.16,0.07,0.00,0.07,0.07,0.00,0.07,0.07,0.03,0.11,0.07,0.11,Matches
667,Rodrigues,br BRA,DF,SJ Earthquakes,28-055,1997,20,17,1481,16.5,0.06,0.06,0.12,0.06,0.00,0.00,0.24,0.00,0.06,0.06,0.04,0.10,1.52,5.45,0.61,0.06,0.06,0.12,0.06,0.12,0.06,0.04,0.10,0.06,0.10,Matches
668,Baltasar Rodríguez,ar ARG,"MF,FW",Inter Miami,22-148,2003,14,6,614,6.8,0.44,0.44,0.88,0.44,0.00,0.00,0.44,0.00,0.32,0.32,0.07,0.40,2.21,3.82,6.91,0.44,0.44,0.88,0.44,0.88,0.32,0.07,0.39,0.32,0.39,Matches
669,Jonathan Rodríguez,uy URU,FW,Portland Timbers,32-151,1993,6,0,154,1.7,0.59,0.59,1.18,0.00,0.59,0.59,1.18,0.00,0.65,0.18,0.35,0.53,2.35,4.71,7.06,0.58,0.58,1.17,0.00,0.58,0.65,0.36,1.01,0.18,0.55,Matches
670,Memo Rodriguez,us USA,MF,Sporting KC,29-342,1995,19,7,654,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.04,0.04,0.29,0.33,1.10,8.49,3.01,0.00,0.00,0.00,0.00,0.00,0.04,0.29,0.33,0.04,0.33,Matches
671,Nicolás Rodríguez,co COL,"MF,FW",Orlando City,21-223,2004,12,2,220,2.4,0.42,0.00,0.42,0.42,0.00,0.00,0.42,0.00,0.38,0.38,0.17,0.50,1.25,3.33,6.25,0.41,0.00,0.41,0.41,0.41,0.35,0.15,0.50,0.35,0.50,Matches
672,Sam Rogers,us USA,DF,Chicago Fire,26-201,1999,22,20,1701,18.9,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.05,0.05,0.03,0.07,0.32,2.59,0.16,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,Matches
673,Matías Rojas,py PAR,"MF,FW",Portland Timbers,30-031,1995,7,5,352,3.9,0.26,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.18,0.18,0.15,0.33,1.28,4.62,4.87,0.26,0.00,0.26,0.26,0.26,0.18,0.16,0.34,0.18,0.34,Matches
674,Alex Roldan,sv SLV,"DF,MF",Seattle Sounders,29-129,1996,29,24,2116,23.5,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.05,0.05,0.14,0.20,1.40,4.81,5.83,0.00,0.09,0.09,0.00,0.09,0.05,0.14,0.19,0.05,0.19,Matches
675,Cristian Roldan,us USA,MF,Seattle Sounders,30-184,1995,31,30,2632,29.2,0.03,0.07,0.10,0.03,0.00,0.00,0.10,0.00,0.07,0.07,0.09,0.16,1.03,8.32,1.85,0.03,0.07,0.10,0.03,0.10,0.07,0.09,0.16,0.07,0.16,Matches
676,Nicolás Romero,ar ARG,DF,Minnesota Utd,22-006,2003,27,25,2125,23.6,0.00,0.21,0.21,0.00,0.00,0.00,0.42,0.00,0.07,0.07,0.11,0.18,0.38,1.86,0.59,0.00,0.21,0.21,0.00,0.21,0.07,0.11,0.18,0.07,0.18,Matches
677,Tomas Romero,sv SLV,GK,NYCFC,24-350,2000,4,3,294,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
678,David Romney,us USA,DF,SJ Earthquakes,32-175,1993,33,29,2673,29.7,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.02,0.02,0.02,0.04,0.74,4.41,0.57,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
679,Connor Ronan,ie IRL,MF,Colorado Rapids,27-273,1998,24,10,1019,11.3,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.05,0.05,0.12,0.17,0.71,8.32,2.83,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.05,0.17,Matches
680,Anderson Rosa,br BRA,DF,Colorado Rapids,24-021,2001,2,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
681,Joseph Rosales,hn HON,"DF,MF",Minnesota Utd,25-028,2000,25,15,1449,16.1,0.06,0.12,0.19,0.06,0.00,0.00,0.12,0.00,0.09,0.09,0.14,0.23,2.48,2.98,4.41,0.06,0.12,0.19,0.06,0.19,0.09,0.14,0.23,0.09,0.23,Matches
682,Keegan Rosenberry,us USA,DF,Colorado Rapids,31-358,1993,16,10,1051,11.7,0.17,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.06,0.85,3.93,2.56,0.17,0.00,0.17,0.17,0.17,0.03,0.03,0.06,0.03,0.06,Matches
683,Daniel Rosero,co COL,DF,Sporting KC,32-059,1993,5,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.20,0.20,0.00,0.20,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches
684,Diego Rossi,uy URU,"FW,MF",Columbus Crew,27-274,1998,29,29,2496,27.7,0.58,0.11,0.69,0.47,0.11,0.11,0.11,0.00,0.48,0.40,0.16,0.56,3.83,5.34,7.11,0.58,0.11,0.69,0.47,0.58,0.48,0.16,0.64,0.40,0.56,Matches
685,Sigurd Rosted,no NOR,DF,Toronto FC,31-135,1994,31,27,2532,28.1,0.04,0.04,0.07,0.04,0.00,0.00,0.07,0.00,0.04,0.04,0.02,0.06,0.25,1.78,0.25,0.04,0.04,0.07,0.04,0.07,0.04,0.02,0.06,0.04,0.06,Matches
686,Paul Rothrock,us USA,"FW,MF",Seattle Sounders,26-329,1999,33,27,2163,24.0,0.17,0.21,0.38,0.17,0.00,0.00,0.17,0.00,0.19,0.19,0.23,0.42,3.25,1.58,11.0,0.17,0.21,0.37,0.17,0.37,0.19,0.23,0.42,0.19,0.42,Matches
687,Kye Rowles,au AUS,DF,D.C. United,27-163,1998,31,29,2686,29.8,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.04,0.04,0.01,0.05,0.40,2.82,0.03,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
688,Diego Rubio,cl CHI,"FW,MF",Austin,32-203,1993,25,11,936,10.4,0.19,0.19,0.38,0.19,0.00,0.00,0.29,0.00,0.15,0.15,0.12,0.27,1.15,6.54,4.13,0.19,0.19,0.38,0.19,0.38,0.15,0.11,0.27,0.15,0.27,Matches
689,David Ruíz,hn HON,"MF,FW",Inter Miami,21-299,2004,4,2,129,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.07,0.43,0.00,4.29,3.57,0.00,0.00,0.00,0.00,0.00,0.35,0.06,0.41,0.35,0.41,Matches
690,Pablo Ruíz,ar ARG,MF,Real Salt Lake,26-349,1998,21,14,1207,13.4,0.00,0.07,0.07,0.00,0.00,0.00,0.30,0.00,0.06,0.06,0.21,0.26,1.04,6.42,1.87,0.00,0.07,0.07,0.00,0.07,0.06,0.21,0.26,0.06,0.26,Matches
691,Albert Rusnák,sk SVK,"MF,FW",Seattle Sounders,31-150,1994,29,23,2148,23.9,0.46,0.33,0.79,0.33,0.13,0.13,0.13,0.04,0.36,0.26,0.30,0.56,2.26,7.24,4.27,0.46,0.34,0.80,0.34,0.67,0.36,0.30,0.66,0.26,0.56,Matches
692,Johnny Russell,sct SCO,"FW,MF",Real Salt Lake,35-240,1990,12,4,348,3.9,0.51,0.00,0.51,0.51,0.00,0.00,0.26,0.00,0.26,0.26,0.10,0.36,3.08,5.13,7.69,0.52,0.00,0.52,0.52,0.52,0.26,0.10,0.36,0.26,0.36,Matches
693,Jacen Russell-Rowe,ca CAN,"FW,MF",Columbus Crew,23-082,2002,31,19,1726,19.2,0.36,0.05,0.42,0.36,0.00,0.00,0.16,0.00,0.33,0.33,0.15,0.48,1.30,2.60,7.60,0.37,0.05,0.42,0.37,0.42,0.33,0.15,0.48,0.33,0.48,Matches
694,Cesar Ruvalcaba,us USA,DF,Columbus Crew,24-144,2001,14,2,302,3.4,0.29,0.00,0.29,0.29,0.00,0.00,0.29,0.00,0.03,0.03,0.00,0.03,3.24,8.53,2.06,0.30,0.00,0.30,0.30,0.30,0.04,0.00,0.04,0.04,0.04,Matches
695,Rwan,br BRA,"FW,MF",Real Salt Lake,24-198,2001,10,8,612,6.8,0.00,0.15,0.15,0.00,0.00,0.15,0.59,0.00,0.41,0.29,0.10,0.41,2.21,3.68,7.06,0.00,0.15,0.15,0.00,0.15,0.41,0.11,0.52,0.30,0.40,Matches
696,Emmanuel Sabbi,us USA,FW,Vancouver W'caps,27-345,1997,28,23,1793,19.9,0.35,0.15,0.50,0.35,0.00,0.00,0.20,0.00,0.36,0.36,0.09,0.45,2.26,2.01,6.28,0.35,0.15,0.50,0.35,0.50,0.36,0.09,0.45,0.36,0.45,Matches
697,Besard Sabovic,se SWE,MF,Austin,27-333,1998,32,19,1759,19.5,0.05,0.00,0.05,0.05,0.00,0.00,0.36,0.00,0.07,0.07,0.07,0.14,0.87,3.69,1.44,0.05,0.00,0.05,0.05,0.05,0.07,0.07,0.14,0.07,0.14,Matches
698,Anisse Saidi,tn TUN,MF,San Diego FC,17-167,2008,1,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
699,Ryan Sailor,us USA,DF,Inter Miami,27-007,1998,5,1,95,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.91,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
700,Adam Saldaña,us USA,MF,LAFC,23-300,2002,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
701,Nathan Saliba,ca CAN,MF,CF Montréal,21-097,2004,16,15,1260,14.0,0.07,0.00,0.07,0.07,0.00,0.00,0.36,0.00,0.11,0.11,0.03,0.13,1.50,6.07,1.21,0.07,0.00,0.07,0.07,0.07,0.10,0.03,0.13,0.10,0.13,Matches
702,Dániel Sallói,hu HUN,"FW,MF",Sporting KC,29-138,1996,33,24,2185,24.3,0.29,0.08,0.37,0.29,0.00,0.00,0.16,0.00,0.28,0.28,0.12,0.40,2.55,2.63,8.77,0.29,0.08,0.37,0.29,0.37,0.28,0.12,0.40,0.28,0.40,Matches
703,Diadie Samassékou,ml MLI,MF,Houston Dynamo,29-327,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
704,Lucas Sanabria,uy URU,"MF,FW",LA Galaxy,21-343,2003,21,12,983,10.9,0.18,0.00,0.18,0.18,0.00,0.00,0.37,0.00,0.13,0.13,0.05,0.17,0.73,3.39,1.83,0.18,0.00,0.18,0.18,0.18,0.13,0.04,0.17,0.13,0.17,Matches
705,Cooper Sanchez,us USA,MF,Atlanta Utd,17-253,2008,2,1,101,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.45,6.36,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
706,Ilie Sánchez,es ESP,MF,Austin,35-013,1990,26,20,1641,18.2,0.05,0.00,0.05,0.05,0.00,0.00,0.33,0.00,0.06,0.06,0.02,0.08,0.60,4.84,0.77,0.05,0.00,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08,Matches
707,William Sands,us USA,DF,NE Revolution,25-151,2000,19,6,737,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.02,0.02,0.05,0.09,2.68,2.07,6.59,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
708,Edvard Sandvik Tagseth,no NOR,MF,Nashville SC,24-315,2001,33,29,2452,27.2,0.00,0.07,0.07,0.00,0.00,0.00,0.33,0.00,0.02,0.02,0.08,0.10,0.63,4.38,1.25,0.00,0.07,0.07,0.00,0.07,0.02,0.08,0.10,0.02,0.10,Matches
709,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,23-247,2002,15,2,319,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.14,0.14,0.11,0.26,2.29,1.43,4.29,0.00,0.00,0.00,0.00,0.00,0.15,0.10,0.26,0.15,0.26,Matches
710,Jeong Sangbin,kr KOR,FW,St. Louis,23-247,2002,9,9,633,7.0,0.14,0.14,0.29,0.14,0.00,0.00,0.14,0.00,0.16,0.16,0.19,0.36,1.57,3.29,7.43,0.14,0.14,0.28,0.14,0.28,0.16,0.19,0.35,0.16,0.35,Matches
711,Sergio Santos Gomes,br BRA,"FW,DF",Houston Dynamo,31-091,1994,2,0,18,0.2,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,5.00,10.0,10.0,5.00,0.00,5.00,5.00,5.00,1.99,0.00,1.99,1.99,1.99,Matches
712,Sergio Santos Gomes,br BRA,"FW,MF",FC Cincinnati,31-091,1994,18,6,646,7.2,0.14,0.28,0.42,0.14,0.00,0.00,0.00,0.00,0.29,0.29,0.18,0.47,2.08,2.08,8.47,0.14,0.28,0.42,0.14,0.42,0.30,0.17,0.47,0.30,0.47,Matches
713,Rafael Santos,br BRA,"DF,FW",Colorado Rapids,27-302,1998,7,5,378,4.2,0.24,0.48,0.71,0.24,0.00,0.00,0.00,0.00,0.05,0.05,0.33,0.38,1.43,4.29,7.14,0.24,0.48,0.71,0.24,0.71,0.05,0.33,0.38,0.05,0.38,Matches
714,Rafael Santos,br BRA,DF,Orlando City,27-302,1998,17,6,677,7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.13,0.03,0.03,0.15,0.17,1.60,5.20,6.93,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17,Matches
715,Samuel Sarver,us USA,"FW,MF",FC Dallas,22-276,2003,6,1,165,1.8,0.00,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.28,0.33,3.89,0.56,7.22,0.00,1.09,1.09,0.00,1.09,0.05,0.30,0.34,0.05,0.34,Matches
716,Nick Scardina,us USA,DF,Charlotte,24-165,2001,15,8,800,8.9,0.00,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.08,0.08,1.91,3.26,3.71,0.00,0.11,0.11,0.00,0.11,0.00,0.08,0.08,0.00,0.08,Matches
717,Rodrigo Schlegel,ar ARG,DF,Orlando City,28-245,1997,31,31,2679,29.8,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.03,0.01,0.01,0.00,0.01,0.30,3.19,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
718,Tate Schmitt,us USA,DF,Nashville SC,28-190,1997,2,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
719,David Schnegg,at AUT,"DF,MF",D.C. United,27-066,1998,32,31,2698,30.0,0.00,0.03,0.03,0.00,0.00,0.00,0.27,0.00,0.05,0.05,0.11,0.16,1.90,3.17,5.20,0.00,0.03,0.03,0.00,0.03,0.05,0.11,0.16,0.05,0.16,Matches
720,Patrick Schulte,us USA,GK,Columbus Crew,24-266,2001,25,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.03,0.03,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
721,Tarik Scott,us USA,"MF,DF",FC Dallas,20-225,2005,4,0,47,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
722,Dante Sealy,tt TRI,"FW,MF",CF Montréal,22-231,2003,30,28,2421,26.9,0.33,0.04,0.37,0.33,0.00,0.00,0.22,0.00,0.21,0.21,0.12,0.33,2.97,3.42,6.62,0.33,0.04,0.37,0.33,0.37,0.21,0.12,0.33,0.21,0.33,Matches
723,Gabe Segal,us USA,"FW,MF",Houston Dynamo,24-201,2001,11,1,154,1.7,1.18,0.00,1.18,0.59,0.59,0.59,0.00,0.00,1.65,1.18,0.12,1.29,0.59,2.35,10.0,1.17,0.00,1.17,0.58,0.58,1.60,0.12,1.73,1.15,1.27,Matches
724,Telasco Segovia,ve VEN,"MF,FW",Inter Miami,22-246,2003,31,19,1617,18.0,0.44,0.22,0.67,0.44,0.00,0.00,0.33,0.00,0.18,0.18,0.12,0.29,1.72,5.83,6.67,0.45,0.22,0.67,0.45,0.67,0.18,0.12,0.30,0.18,0.30,Matches
725,Eddie Segura,co COL,DF,LAFC,28-305,1997,31,28,2490,27.7,0.04,0.07,0.11,0.04,0.00,0.00,0.29,0.04,0.05,0.05,0.04,0.08,0.51,3.65,0.22,0.04,0.07,0.11,0.04,0.11,0.05,0.04,0.08,0.05,0.08,Matches
726,Amar Sejdic,us USA,MF,Columbus Crew,29-005,1996,14,4,340,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.08,0.11,0.26,7.11,2.11,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,Matches
727,Johnny Selemani,ca CAN,MF,Vancouver W'caps,17-263,2008,1,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
728,Brandon Servania,us USA,MF,D.C. United,26-267,1999,30,24,2038,22.6,0.00,0.09,0.09,0.00,0.00,0.00,0.31,0.00,0.04,0.04,0.04,0.08,0.71,3.14,1.11,0.00,0.09,0.09,0.00,0.09,0.04,0.04,0.07,0.04,0.07,Matches
729,Nykolas Sessock,us USA,DF,Atlanta Utd,25-170,2000,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
730,Jacob Shaffelburg,ca CAN,"MF,FW",Nashville SC,26-008,1999,23,12,1110,12.3,0.33,0.16,0.49,0.33,0.00,0.00,0.08,0.00,0.28,0.28,0.24,0.54,2.36,2.28,10.7,0.32,0.16,0.49,0.32,0.49,0.29,0.25,0.53,0.29,0.53,Matches
731,Charles Sharp,us USA,FW,Toronto FC,24-164,2001,6,1,106,1.2,0.00,0.83,0.83,0.00,0.00,0.00,0.83,0.00,0.25,0.25,0.17,0.33,0.83,4.17,2.50,0.00,0.85,0.85,0.00,0.85,0.23,0.14,0.37,0.23,0.37,Matches
732,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,26-205,1999,5,0,105,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,1.67,5.83,7.50,0.00,0.00,0.00,0.00,0.00,0.16,0.04,0.20,0.16,0.20,Matches
733,Khiry Shelton,us USA,DF,Sporting KC,32-161,1993,27,21,1803,20.0,0.00,0.05,0.05,0.00,0.00,0.00,0.10,0.05,0.03,0.03,0.02,0.05,1.60,4.00,3.35,0.00,0.05,0.05,0.00,0.05,0.03,0.02,0.05,0.03,0.05,Matches
734,Jason Shokalook,us USA,FW,Chicago Fire,23-065,2002,1,0,15,0.2,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,0.00,0.00,0.00,6.00,6.00,0.00,6.00,0.00,1.80,1.80,0.00,1.80,Matches
735,Jonathan Shore,us USA,MF,NYCFC,18-235,2007,28,14,1398,15.5,0.06,0.00,0.06,0.06,0.00,0.00,0.06,0.00,0.05,0.05,0.03,0.07,1.10,5.16,2.13,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches
736,Show,ao ANG,MF,FC Dallas,26-273,1999,6,4,304,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,1.47,3.82,2.35,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
737,Xande Silva,pt POR,FW,Atlanta Utd,28-263,1997,7,2,229,2.5,0.00,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.36,0.48,4.00,3.60,7.60,0.00,0.39,0.39,0.00,0.39,0.11,0.37,0.47,0.11,0.47,Matches
738,Xande Silva,pt POR,"FW,MF",St. Louis,28-263,1997,11,0,215,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.08,0.08,0.21,0.29,3.75,5.83,11.3,0.00,0.00,0.00,0.00,0.00,0.10,0.19,0.29,0.10,0.29,Matches
739,Mateo Silvetti,ar ARG,"FW,MF",Inter Miami,19-324,2006,3,1,97,1.1,0.00,0.00,0.00,0.00,0.00,0.91,1.82,0.00,0.91,0.18,0.36,0.55,3.64,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.88,0.40,1.29,0.15,0.56,Matches
740,Jailson Siqueira,br BRA,"MF,DF",LAFC,30-088,1995,3,1,67,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
741,Jonathan Sirois,ca CAN,GK,CF Montréal,24-160,2001,23,23,2070,23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
742,Pablo Sisniega,mx MEX,GK,San Diego FC,30-150,1995,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
743,Jack Skahan,us USA,"MF,FW",SJ Earthquakes,27-300,1998,5,0,58,0.6,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33,1.50,1.83,3.33,3.33,6.67,0.00,3.10,3.10,0.00,3.10,0.37,1.33,1.70,0.37,1.70,Matches
744,Bartosz Slisz,pl POL,MF,Atlanta Utd,26-250,1999,29,26,2293,25.5,0.08,0.04,0.12,0.08,0.00,0.00,0.39,0.00,0.07,0.07,0.06,0.13,1.69,6.51,1.37,0.08,0.04,0.12,0.08,0.12,0.07,0.06,0.13,0.07,0.13,Matches
745,Tyger Smalls,,"FW,MF",Charlotte,23-077,2002,14,0,157,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.06,0.24,3.53,3.53,7.06,0.00,0.00,0.00,0.00,0.00,0.18,0.03,0.20,0.18,0.20,Matches
