#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#MCXC	z	L500	M500	R500
# 	 	10+37W	10+14Msun	Mpc
#------------	-------	---------	-------	-------
J1159.2+4947	 0.2110	 3.214715	 3.5861	 1.0071
J1159.8+5531	 0.0808	 0.175650	 0.6700	 0.6019
J1200.0+1124	 0.2070	 1.222022	 1.9944	 0.8293
J1200.0-3124	 0.0685	 0.696381	 1.5649	 0.8018
J1200.1+6809	 0.2650	 1.065325	 1.7540	 0.7781
J1200.3+5613	 0.0650	 0.528068	 1.3251	 0.7594
J1200.4+0320	 0.1339	 3.673409	 4.1194	 1.0834
J1200.8-0327	 0.3960	 1.303910	 1.7854	 0.7450
J1201.0-4623	 0.1180	 1.226852	 2.1350	 0.8749
J1201.0+1209	 0.3040	 1.829505	 2.3650	 0.8473
J1201.3+2306	 0.2690	 4.889634	 4.4278	 1.0579
J1201.9+5802	 0.1031	 0.720191	 1.5593	 0.7918
J1202.2+5751	 0.6770	 3.301656	 2.4828	 0.7442
J1202.9-0650	 0.1268	 1.459417	 2.3584	 0.9018
J1203.0+2836	 0.1341	 1.112234	 1.9879	 0.8497
J1203.2-2131	 0.1992	 6.614737	 5.6182	 1.1745
J1204.0+2807	 0.1631	 0.938697	 1.7549	 0.8071
J1204.1+2020	 0.0252	 0.048796	 0.3186	 0.4781
J1204.3-0350	 0.2610	 0.261986	 0.7480	 0.5865
J1204.4+0154	 0.0199	 0.167122	 0.6772	 0.6158
J1204.9+2237	 0.2519	 1.150595	 1.8572	 0.7969
J1205.0-0332	 0.3680	 0.240296	 0.6514	 0.5381
J1205.2+3920	 0.0381	 0.340250	 1.0322	 0.7047
J1205.5+4419	 0.3384	 0.349007	 0.8378	 0.5918
J1205.8+4429	 0.5921	 1.474370	 1.6324	 0.6694
J1206.1+4419	 0.2946	 0.247587	 0.7038	 0.5676
J1206.2-0848	 0.4414	17.584850	 8.4019	 1.2266
J1206.4+2215	 0.0656	 0.153560	 0.6237	 0.5906
J1206.5-0744	 0.0680	 0.212334	 0.7588	 0.6300
J1206.6+2811	 0.0283	 0.076411	 0.4179	 0.5229
J1206.9+7139	 0.1912	 1.504147	 2.2909	 0.8734
J1208.3-2937	 0.1710	 0.539869	 1.2452	 0.7179
J1210.3+0523	 0.0748	 0.739334	 1.6160	 0.8088
J1210.7-4644	 0.0320	 0.202347	 0.7549	 0.6361
J1211.0+3519	 0.1380	 0.962224	 1.8147	 0.8232
J1211.2+3911	 0.3400	 1.575258	 2.0973	 0.8030
J1212.3-1816	 0.2690	 5.644133	 4.8327	 1.0892
J1212.3+2733	 0.3530	 6.412871	 4.8848	 1.0592
J1212.9+2727	 0.1790	 0.976020	 1.7760	 0.8058
J1213.5+0253	 0.4090	 1.100758	 1.5931	 0.7136
J1215.4-3900	 0.1190	 1.834651	 2.7267	 0.9489
J1216.3+2633	 0.4280	 1.293605	 1.7304	 0.7282
J1217.2+6940	 0.1070	 0.036944	 0.2542	 0.4320
J1217.6+0339	 0.0766	 2.744796	 3.5915	 1.0548
J1217.7+4729	 0.2700	 1.799222	 2.4049	 0.8628
J1217.8+2255	 0.1400	 0.227663	 0.7524	 0.6134
J1218.4+4013	 0.3038	 4.425047	 4.0532	 1.0140
J1218.4+3011	 0.3680	 0.342905	 0.8091	 0.5784
J1219.3-1315	 0.0688	 0.935270	 1.8728	 0.8512
J1220.2+7522	 0.0059	 0.001108	 0.0321	 0.2237
J1220.9+1810	 0.4294	 1.045536	 1.5180	 0.6967
J1221.4+4918	 0.7000	 4.885149	 3.0916	 0.7933
J1222.0+2709	 0.4720	 1.921205	 2.1231	 0.7662
J1222.1+7526	 0.2400	 0.336721	 0.8861	 0.6254
J1222.2+2559	 0.1600	 0.194059	 0.6727	 0.5869
J1223.1+1037	 0.0258	 0.122964	 0.5594	 0.5767
J1224.2+7531	 0.0056	 0.000153	 0.0096	 0.1497
J1224.6+3159	 0.0630	 0.155272	 0.6291	 0.5928
J1225.2+3213	 0.0594	 0.342342	 1.0213	 0.6975
J1226.3+6224	 0.3980	 1.032857	 1.5464	 0.7096
J1226.9+3332	 0.8880	11.252921	 4.3857	 0.8273
J1227.1+1951	 0.3241	 5.297243	 4.4502	 1.0381
J1227.2+0858	 0.0873	 0.116484	 0.5192	 0.5517
J1227.4+0849	 0.0896	 0.494315	 1.2514	 0.7391
J1227.8+6322	 0.1454	 1.245988	 2.1130	 0.8638
J1228.8+1924	 0.1610	 1.044463	 1.8759	 0.8258
J1229.0+4737	 0.2540	 3.320813	 3.5386	 0.9871
J1229.9+1147	 0.0852	 0.622518	 1.4447	 0.7765
J1230.2+2326	 0.2210	 0.619900	 1.3045	 0.7163
J1230.7+3439	 0.3331	 5.818125	 4.6781	 1.0520
J1230.7+1033	 0.1650	 4.160606	 4.3444	 1.0911
J1230.7+1220	 0.0036	 0.425069	 1.2092	 0.7508
J1231.0+0037	 0.0232	 0.022346	 0.1981	 0.4084
J1231.3+8225	 0.2053	 2.099382	 2.7776	 0.9267
J1231.7+4137	 0.1760	 0.346667	 0.9469	 0.6541
J1232.8+2605	 0.2200	 0.700255	 1.4062	 0.7347
J1233.9+1525	 0.2380	 1.584168	 2.2815	 0.8578
J1234.2+0947	 0.2290	 3.567656	 3.7690	 1.0173
J1234.2-3856	 0.2373	 6.244121	 5.2683	 1.1340
J1235.1+4117	 0.1890	 0.430329	 1.0699	 0.6782
J1235.9+2742	 0.3821	 0.632514	 1.1618	 0.6490
J1236.4+1631	 0.0780	 0.552660	 1.3503	 0.7610
J1236.4+1224	 0.0667	 0.039760	 0.2734	 0.4485
J1236.5+0051	 0.2050	 0.084442	 0.3916	 0.4824
J1236.7-3354	 0.0796	 0.755934	 1.6327	 0.8103
J1236.7-3531	 0.0736	 0.512317	 1.2932	 0.7512
J1236.9+2550	 0.1750	 0.308583	 0.8827	 0.6392
J1236.9+6311	 0.3019	 7.051162	 5.3930	 1.1161
J1237.6+2632	 0.2780	 0.245624	 0.7096	 0.5727
J1240.2-4825	 0.1520	 4.890162	 4.8403	 1.1362
J1240.4-1147	 0.1930	 0.215663	 0.7000	 0.5879
J1241.3+1834	 0.0730	 0.875003	 1.7931	 0.8378
J1241.5+3250	 0.3900	 2.750500	 2.8284	 0.8704
J1242.8+0241	 0.0031	 0.010027	 0.1231	 0.3506
J1243.3+2716	 0.1940	 2.069583	 2.7771	 0.9304
J1244.0+1653	 0.5490	 4.100588	 3.1592	 0.8486
J1244.6-1159	 0.0963	 1.375433	 2.3246	 0.9066
J1246.0+7057	 0.2250	 2.063762	 2.7077	 0.9124
J1247.3+5500	 0.0830	 0.353877	 1.0254	 0.6931
J1247.7-0548	 0.2928	 0.241987	 0.6950	 0.5657
J1247.7-0247	 0.1797	 2.417195	 3.0859	 0.9685
J1248.6-0548	 0.0041	 0.000201	 0.0113	 0.1583
J1248.7-4118	 0.0114	 0.693664	 1.6218	 0.8260
J1252.0-2920	 0.1880	 0.307073	 0.8715	 0.6336
J1252.5-3116	 0.0535	 0.931025	 1.8872	 0.8575
J1253.0+6248	 0.2350	 0.527551	 1.1696	 0.6873
J1253.0-0912	 0.0146	 0.037214	 0.2719	 0.4550
J1253.2-1522	 0.0462	 0.317309	 0.9838	 0.6917
J1253.2+1555	 0.2750	 0.581263	 1.2028	 0.6836
J1253.6-3931	 0.1794	 9.223238	 6.9838	 1.2717
J1254.0-0642	 0.1962	 3.728618	 3.9698	 1.0473
J1254.3-2901	 0.0542	 0.670025	 1.5435	 0.8018
J1254.6+2545	 0.1930	 0.157348	 0.5776	 0.5514
J1254.6-2913	 0.0544	 1.093054	 2.0799	 0.8855
J1254.7-1526	 0.1506	 2.011794	 2.8191	 0.9493
J1254.8+2550	 0.2330	 0.303865	 0.8368	 0.6151
J1255.5+3521	 0.1585	 0.665544	 1.4278	 0.7546
J1255.5-3019	 0.0541	 0.680511	 1.5583	 0.8043
J1255.7-1239	 0.0585	 0.237595	 0.8179	 0.6479
J1256.0+2556	 0.2320	 0.228254	 0.7034	 0.5807
J1256.4+0440	 0.2300	 1.710150	 2.4053	 0.8755
J1256.6+4715	 0.4040	 0.455388	 0.9339	 0.5984
J1256.9-3119	 0.0561	 0.389646	 1.1076	 0.7174
J1257.1-1724	 0.0473	 1.897483	 2.9254	 0.9944
J1257.1-1339	 0.0151	 0.019578	 0.1837	 0.3992
J1257.2-3022	 0.0554	 1.323277	 2.3354	 0.9201
J1257.3+6930	 0.2270	 2.162318	 2.7816	 0.9200
J1258.6-0145	 0.0845	 3.470646	 4.1213	 1.1015
J1258.8-2640	 0.0767	 0.729269	 1.6005	 0.8057
J1259.3-0411	 0.0845	 3.853573	 4.3928	 1.1252
J1259.7+2756	 0.0231	 3.455556	 4.2846	 1.1378
J1259.7-3237	 0.0760	 0.093313	 0.4571	 0.5307
J1259.8+3120	 0.0523	 0.055210	 0.3373	 0.4832
J1301.6-0650	 0.0898	 0.731062	 1.5884	 0.8002
J1301.7+1059	 0.2310	 0.610851	 1.2830	 0.7098
J1302.8-0230	 0.0847	 0.739347	 1.6050	 0.8043
J1303.0+5756	 0.1961	 1.490356	 2.2697	 0.8692
J1303.7-2415	 0.1288	 3.566213	 4.0606	 1.0801
J1303.7+1916	 0.0643	 0.937582	 1.8814	 0.8537
J1304.2-3030	 0.0117	 0.027264	 0.2254	 0.4278
J1304.4+3335	 0.1882	 2.635054	 3.2319	 0.9806
J1305.9-3739	 0.0497	 0.455873	 1.2242	 0.7432
J1305.9+3054	 0.1832	 3.187649	 3.6434	 1.0224
J1306.0+2630	 0.3063	 7.589307	 5.6206	 1.1297
J1306.9+4633	 0.2259	 5.132532	 4.7160	 1.0974
J1307.8+2925	 0.2410	 0.814660	 1.5174	 0.7479
J1308.5+5342	 0.3300	 0.810685	 1.4101	 0.7062
J1309.2-0136	 0.0880	 0.944863	 1.8597	 0.8439
J1309.9+3222	 0.2900	 0.335970	 0.8509	 0.6058
J1311.0-0310	 0.4940	 7.240105	 4.1524	 0.9500
J1311.1+3913	 0.0720	 0.573064	 1.3862	 0.7692
J1311.2+3228	 0.2450	 1.137481	 1.8542	 0.7984
J1311.5-0120	 0.1832	12.524024	 8.3920	 1.3502
J1311.5-0551	 0.4610	 1.395636	 1.7633	 0.7234
J1311.5+2200	 0.2660	 5.929316	 4.9919	 1.1022
J1311.7+2201	 0.1716	 1.003046	 1.8158	 0.8139
J1311.8+3227	 0.4300	 1.730126	 2.0627	 0.7715
J1312.3+3900	 0.4040	 1.875511	 2.2138	 0.7979
J1313.1+4616	 0.1830	 2.613452	 3.2283	 0.9821
J1313.6-3250	 0.0518	 0.024584	 0.2060	 0.4101
J1314.2-0659	 0.1892	 3.386654	 3.7635	 1.0313
J1314.2+4123	 0.2011	 1.597932	 2.3593	 0.8790
J1314.4+6434	 0.2200	 4.155888	 4.1653	 1.0552
J1314.4-2515	 0.2439	 9.892675	 6.9392	 1.2401
J1315.1+5149	 0.2836	 5.423392	 4.6626	 1.0705
J1315.3-1623	 0.0087	 0.105210	 0.5144	 0.5638
J1316.0+2855	 0.2530	 0.241908	 0.7170	 0.5800
J1317.1-3821	 0.2553	 7.145512	 5.6404	 1.1526
J1319.7-2127	 0.1640	 0.806904	 1.5992	 0.7822
J1320.0+7003	 0.3275	 6.148737	 4.8603	 1.0677
J1320.2+3308	 0.0362	 0.109082	 0.5165	 0.5598
J1320.7-4102	 0.0495	 0.275212	 0.9000	 0.6708
J1320.7-4855	 0.2270	 3.590285	 3.7894	 1.0199
J1320.9+3354	 0.1820	 1.669915	 2.4586	 0.8971
J1322.8+3138	 0.3083	 4.461179	 4.0587	 1.0128
J1323.5+1117	 0.0911	 0.793447	 1.6682	 0.8131
J1324.1+1358	 0.0230	 0.039969	 0.2825	 0.4596
J1324.7-5736	 0.0190	 0.741785	 1.6812	 0.8340
J1325.0-3813	 0.2960	 0.463299	 1.0301	 0.6442
J1325.1-2014	 0.1926	 3.746717	 3.9924	 1.0506
J1325.2+6550	 0.1800	 0.137534	 0.5373	 0.5408
J1325.5-3825	 0.4450	 1.554645	 1.9085	 0.7474
J1325.8+5919	 0.1515	 1.797908	 2.6306	 0.9274
J1326.2+1230	 0.2040	 7.539523	 6.0627	 1.2027
J1326.2+0013	 0.0826	 0.911157	 1.8258	 0.8402
J1326.9-2710	 0.0458	 1.667482	 2.7065	 0.9694
J1327.9-3130	 0.0480	 3.138519	 3.9741	 1.1010
J1329.4+1143	 0.0228	 0.017446	 0.1704	 0.3884
J1329.5+1147	 0.0220	 0.065077	 0.3805	 0.5078
J1329.6+2946	 0.0473	 0.018067	 0.1713	 0.3861
J1329.7-3136	 0.0488	 0.796247	 1.7210	 0.8328
J1329.8-3310	 0.0511	 0.016981	 0.1645	 0.3805
J1329.9+5834	 0.3020	 0.365238	 0.8868	 0.6114
J1330.8-0152	 0.0852	 2.127767	 3.0567	 0.9968
J1330.9+5814	 0.3100	 0.646700	 1.2484	 0.6832
J1331.5+1108	 0.0850	 0.025591	 0.2064	 0.4059
J1331.5+6238	 0.2190	 0.431904	 1.0481	 0.6664
J1331.5-3148	 0.0448	 0.241244	 0.8332	 0.6548
J1332.3-3308	 0.0487	 0.766811	 1.6821	 0.8265
J1332.5+5024	 0.2800	 4.177079	 3.9877	 1.0175
J1332.6+5419	 0.1017	 0.670640	 1.4944	 0.7811
J1332.7+5032	 0.2799	10.988898	 7.1929	 1.2386
J1332.9-2519	 0.1199	 1.139833	 2.0385	 0.8610
J1333.6-3139	 0.0490	 1.345772	 2.3698	 0.9265
J1333.6-2317	 0.1264	 2.405416	 3.1994	 0.9984
J1334.1+2013	 0.1710	 1.889759	 2.6730	 0.9261
J1334.3+5031	 0.6200	 3.405522	 2.6559	 0.7786
J1334.3+3441	 0.0240	 0.033179	 0.2520	 0.4423
J1334.5+3756	 0.3080	 0.070778	 0.3245	 0.4363
J1335.0+3749	 0.3820	 0.210370	 0.5938	 0.5189
J1335.3+4059	 0.2279	 8.101197	 6.2197	 1.2026
J1336.1+5912	 0.0701	 1.370998	 2.3626	 0.9193
J1336.6-3357	 0.0123	 0.010740	 0.1276	 0.3539
J1336.7+3837	 0.1800	 0.082806	 0.3943	 0.4878
J1337.1+2649	 0.4100	 0.777014	 1.2872	 0.6644
J1337.4-4120	 0.0519	 0.321234	 0.9874	 0.6913
J1337.8+2638	 0.3420	 0.519477	 1.0646	 0.6401
J1337.8+3854	 0.2520	 0.393893	 0.9659	 0.6408
J1338.0-2944	 0.1890	 0.581972	 1.2861	 0.7211
J1338.4+2644	 0.0290	 0.001953	 0.0446	 0.2481
J1338.8+3851	 0.2460	 1.455985	 2.1537	 0.8390
J1339.0+2745	 0.1300	 0.088286	 0.4254	 0.5089
J1339.5+1830	 0.1140	 0.461912	 1.1802	 0.7190
J1340.5+4017	 0.1710	 0.189478	 0.6576	 0.5803
J1340.9+3958	 0.1690	 0.390780	 1.0240	 0.6730
J1341.8+2622	 0.0724	 1.486290	 2.4779	 0.9333
J1342.0+0213	 0.0765	 0.786086	 1.6756	 0.8181
J1342.8+4028	 0.6990	 1.949147	 1.7670	 0.6586
J1343.4+4053	 0.1400	 0.097808	 0.4495	 0.5166
J1343.4+5546	 0.0673	 0.033106	 0.2444	 0.4320
J1343.7+5538	 0.0766	 0.189253	 0.7032	 0.6125
J1344.3+3906	 0.2997	 1.963241	 2.4774	 0.8619
J1346.2-1632	 0.0557	 0.252995	 0.8514	 0.6572
J1346.8-3752	 0.0377	 0.179580	 0.6992	 0.6190
J1347.2-3025	 0.0145	 0.014948	 0.1559	 0.3780
J1347.4-3250	 0.0391	 3.819920	 4.5067	 1.1514
J1347.5-1144	 0.4516	37.304424	13.1779	 1.4195
J1348.8+2635	 0.0622	 5.478067	 5.5280	 1.2236
J1348.9-2526	 0.1269	 1.452597	 2.3515	 0.9008
J1349.0+4918	 0.1670	 0.592506	 1.3218	 0.7333
J1349.3-3018	 0.0160	 0.044510	 0.3030	 0.4715
J1349.3+2806	 0.0748	 1.273561	 2.2515	 0.9033
J1350.7-3343	 0.1142	 1.283421	 2.2004	 0.8849
J1350.8+6007	 0.7960	 4.315041	 2.6419	 0.7246
J1351.7+4622	 0.0625	 0.291879	 0.9247	 0.6741
J1352.2-0945	 0.2021	 3.015672	 3.4724	 0.9995
J1353.0+0509	 0.0788	 1.044658	 1.9898	 0.8657
J1353.4-2753	 0.0468	 0.261925	 0.8749	 0.6651
J1354.0+1455	 0.1251	 1.305702	 2.2064	 0.8824
J1354.2-0221	 0.5460	 2.071784	 2.0887	 0.7402
J1354.6+7715	 0.3967	 8.733438	 5.6900	 1.0960
J1354.8+6917	 0.2070	 0.121863	 0.4890	 0.5191
J1357.3+6232	 0.5250	 2.520954	 2.3964	 0.7813
J1358.0+2038	 0.0620	 0.117945	 0.5323	 0.5609
J1358.9-4750	 0.0740	 2.448410	 3.3558	 1.0321
J1359.2+2758	 0.0612	 1.016556	 1.9807	 0.8693
J1359.5+6219	 0.3320	 2.294230	 2.6547	 0.8713
J1359.8+6231	 0.3259	 5.624789	 4.6093	 1.0497
J1400.2+7207	 0.2143	 2.062938	 2.7294	 0.9184
J1401.0+0252	 0.2528	19.721872	10.4956	 1.4189
J1401.6-1107	 0.0698	 0.637642	 1.4817	 0.7870
J1403.5-3359	 0.0132	 0.035984	 0.2666	 0.4523
J1404.4+0423	 0.2300	 0.506584	 1.1455	 0.6837
J1406.2+2830	 0.5460	 1.288913	 1.5639	 0.6721
J1406.9+2834	 0.1180	 0.136141	 0.5587	 0.5596
J1407.4-2700	 0.0230	 0.360859	 1.0806	 0.7189
J1407.8-5100	 0.0966	 3.918665	 4.4006	 1.1214
J1408.1-0904	 0.0354	 0.142062	 0.6071	 0.5909
J1410.2+5942	 0.3160	 1.420518	 2.0075	 0.7986
J1410.2+5938	 0.3190	 0.890648	 1.5066	 0.7249
J1410.4-4246	 0.0490	 0.470315	 1.2483	 0.7482
J1411.4+5212	 0.4599	 6.550027	 4.5306	 0.9912
J1412.5-0309	 0.2210	 0.593267	 1.2700	 0.7099
J1413.7+4339	 0.0890	 1.023860	 1.9516	 0.8573
J1414.2+7115	 0.2250	 3.412967	 3.6798	 1.0107
J1415.1+3612	 0.7000	 2.945800	 2.2711	 0.7158
J1415.2-0030	 0.1403	 1.912070	 2.7537	 0.9452
J1415.3+2308	 0.0640	 0.008793	 0.1092	 0.3305
J1415.8+0015	 0.1259	 0.468866	 1.1809	 0.7163
J1416.4+2315	 0.1380	 0.926105	 1.7728	 0.8168
J1416.4+4446	 0.4000	 2.804131	 2.8385	 0.8681
J1416.5+3045	 0.1860	 0.916337	 1.7001	 0.7922
J1416.8-1158	 0.0982	 1.001648	 1.9133	 0.8491
J1418.5+2510	 0.2900	 2.578398	 2.9480	 0.9166
J1418.9+4903	 0.2806	 4.215661	 4.0082	 1.0190
J1419.3+0638	 0.5740	 2.166663	 2.0962	 0.7329
J1419.8+0634	 0.5641	 1.256418	 1.5163	 0.6604
J1421.5+4933	 0.0716	 0.790784	 1.6874	 0.8214
J1421.6+3717	 0.1813	 3.409117	 3.8011	 1.0376
J1421.9-2009	 0.1208	 1.060659	 1.9497	 0.8480
J1423.1+2615	 0.0375	 0.064889	 0.3759	 0.5033
J1423.1+2942	 0.2610	 0.799622	 1.4771	 0.7359
J1423.7-5412	 0.3000	13.687554	 8.0935	 1.2787
J1423.7+2404	 0.5430	13.056778	 4.9804	 0.9900
J1423.8+4015	 0.0822	 0.402944	 1.1105	 0.7120
J1425.0+3758	 0.1630	 0.213935	 0.7123	 0.5976
J1425.3+6311	 0.1394	 2.606019	 3.3281	 1.0071
J1426.0+3749	 0.1712	 9.182178	 7.0075	 1.2768
J1427.6-2521	 0.3180	 4.100000	 3.3000	 0.9400
J1427.9+2630	 0.0324	 0.005390	 0.0827	 0.3044
J1428.4+5652	 0.1051	 0.921395	 1.8095	 0.8315
J1428.9+0145	 0.3200	 1.512360	 2.0790	 0.8068
J1429.0+4241	 0.9200	 3.360775	 2.0435	 0.6334
J1431.1+2538	 0.0908	 1.191519	 2.1380	 0.8833
J1432.4+3137	 0.1313	 2.085625	 2.9225	 0.9671
J1434.2-3229	 0.2410	 2.891941	 3.2855	 0.9676
J1435.0-2821	 0.0689	 0.460721	 1.2161	 0.7370
J1436.8-0900	 0.0842	 0.733684	 1.5981	 0.8033
J1436.9+5507	 0.1250	 0.158832	 0.6107	 0.5751
J1438.8+6423	 0.1460	 0.220032	 0.7337	 0.6071
J1440.6+0328	 0.0263	 0.192567	 0.7352	 0.6316
J1442.3+2218	 0.0901	 1.364553	 2.3234	 0.9083
J1444.1+6344	 0.2980	 0.668555	 1.2862	 0.6931
J1444.3+3114	 0.2340	 3.227676	 3.5321	 0.9937
J1447.4+0827	 0.1954	 4.749574	 4.6039	 1.1006
J1448.6-2749	 0.1750	 0.609173	 1.3363	 0.7340
J1451.1+1436	 0.1460	 2.562299	 3.2781	 0.9998
J1451.2+1840	 0.0439	 0.018688	 0.1752	 0.3895
J1452.9+5802	 0.3179	 8.276290	 5.8708	 1.1412
J1452.9+1641	 0.0444	 0.262857	 0.8782	 0.6664
J1453.1+2153	 0.1186	 0.887055	 1.7512	 0.8188
J1454.4+1622	 0.0456	 0.091606	 0.4614	 0.5375
J1454.5+1838	 0.0586	 0.770331	 1.6755	 0.8228
J1455.2-3325	 0.1158	 1.288239	 2.2029	 0.8848
J1456.2-3826	 0.1150	 1.431915	 2.3510	 0.9044
J1456.2+2221	 0.1080	 0.206448	 0.7253	 0.6125
J1456.3-0549	 0.2200	 3.831716	 3.9640	 1.0379
J1457.2+2220	 0.2579	 8.628537	 6.3150	 1.1956
J1459.0-0843	 0.1043	 1.001337	 1.9047	 0.8461
J1459.4-1811	 0.2357	13.967532	 8.6180	 1.3370
J1500.0+2234	 0.2300	 0.325414	 0.8745	 0.6249
J1500.3+2121	 0.1530	 5.267989	 5.0613	 1.1528
J1500.8+2244	 0.4500	 1.696465	 2.0045	 0.7582
J1501.0-0824	 0.5100	 0.688869	 1.1003	 0.6063
J1501.1+0141	 0.0050	 0.030004	 0.2399	 0.4377
J1501.3-0830	 0.1080	 0.592345	 1.3793	 0.7589
J1501.3+4220	 0.2917	 4.894797	 4.3520	 1.0430
J1504.1-0248	 0.2153	24.968847	12.4750	 1.5235
J1504.6-1453	 0.2840	 0.949354	 1.6107	 0.7510
J1506.4+0136	 0.0060	 0.011067	 0.1305	 0.3572
J1510.1+3330	 0.1130	 3.513114	 4.0695	 1.0866
J1510.9+0543	 0.0766	 8.726709	 7.2708	 1.3344
J1511.1+1802	 0.1161	 0.893878	 1.7625	 0.8213
J1511.3+0619	 0.0817	 1.406968	 2.3811	 0.9183
J1511.5+0145	 0.0384	 0.080177	 0.4275	 0.5252
J1512.2-2254	 0.3152	 8.972247	 6.1805	 1.1621
J1512.6+3451	 0.1489	 0.859608	 1.6807	 0.7994
J1512.8-0128	 0.1223	 1.283205	 2.1875	 0.8808
J1514.2+5527	 0.4753	 0.662599	 1.1063	 0.6158
J1514.3+3636	 0.3720	 3.028141	 3.0438	 0.8982
J1514.6-4558	 0.0580	 1.645635	 2.6628	 0.9604
J1514.9+5541	 0.5590	 1.690350	 1.8248	 0.7039
J1514.9-1523	 0.2226	 6.427656	 5.4232	 1.1511
J1515.5+4346	 0.1370	 0.249047	 0.7965	 0.6258
J1515.6+4350	 0.2430	 0.268128	 0.7694	 0.5960
J1516.3+0005	 0.1181	 1.689631	 2.5949	 0.9337
J1516.5-0056	 0.1198	 1.296543	 2.2053	 0.8839
J1516.7+0701	 0.0353	 1.442058	 2.4945	 0.9465
J1517.9+3127	 0.7440	 1.771106	 1.6042	 0.6264
J1518.3-4632	 0.0560	 0.468575	 1.2396	 0.7448
J1518.7+0613	 0.1021	 2.241343	 3.1180	 0.9979
J1520.9+4840	 0.1076	 1.696173	 2.6205	 0.9400
J1521.2+3038	 0.0777	 1.884743	 2.8536	 0.9766
J1521.8+0742	 0.0442	 1.482131	 2.5215	 0.9473
J1522.2+2952	 0.1170	 0.416706	 1.1060	 0.7029
J1522.4+2742	 0.0723	 2.627874	 3.5078	 1.0480
J1523.0+0836	 0.0355	 1.138819	 2.1598	 0.9020
J1523.1+3050	 0.0756	 0.441601	 1.1796	 0.7280
J1524.0+1003	 0.2200	 0.265000	 0.7775	 0.6031
J1524.1+2955	 0.1145	 4.263016	 4.5741	 1.1292
J1524.2-3154	 0.1028	 2.820712	 3.5855	 1.0452
J1524.6+0957	 0.5160	 3.687757	 3.0450	 0.8493
J1524.8+1005	 0.2510	 0.192446	 0.6246	 0.5543
J1525.7+2825	 0.1515	 1.815528	 2.6463	 0.9292
J1525.9+1814	 0.1270	 1.862146	 2.7358	 0.9474
J1528.0+6956	 0.1136	 0.841948	 1.7024	 0.8125
J1532.9+3021	 0.3450	14.727650	 8.1627	 1.2608
J1533.2+3108	 0.0673	 0.291699	 0.9213	 0.6722
J1535.0+0120	 0.3200	 0.766341	 1.3735	 0.7027
J1535.1-4658	 0.0360	 0.058044	 0.3516	 0.4925
J1536.5+0133	 0.3090	 2.818002	 3.0654	 0.9221
J1537.7+1200	 0.1340	 0.183334	 0.6622	 0.5891
J1539.5-8335	 0.0728	 2.235082	 3.1770	 1.0138
J1539.6+2147	 0.0411	 0.624786	 1.4922	 0.7960
J1539.7+3424	 0.2290	 5.054695	 4.6611	 1.0920
J1539.8+3043	 0.0980	 2.257681	 3.1409	 1.0017
J1540.1-0318	 0.1533	 4.225983	 4.4239	 1.1021
J1540.1+1752	 0.0916	 0.998933	 1.9190	 0.8518
J1540.1+6611	 0.2450	 0.813336	 1.5112	 0.7458
J1540.8+1445	 0.4410	 0.732240	 1.2099	 0.6430
J1541.1+6626	 0.2450	 0.719754	 1.4027	 0.7275
J1544.0+5346	 0.1120	 0.043596	 0.2802	 0.4455
J1545.0+3603	 0.0654	 0.684165	 1.5514	 0.8003
J1547.3+2057	 0.2660	 0.751548	 1.4167	 0.7244
J1548.7-0259	 0.1010	 0.935919	 1.8321	 0.8361
J1549.2+1123	 0.2260	 1.597991	 2.3149	 0.8657
J1552.2+2013	 0.1360	 0.351180	 0.9829	 0.6715
J1553.3+5107	 0.2354	 1.676440	 2.3664	 0.8691
J1554.2+3237	 0.0750	 0.321867	 0.9731	 0.6829
J1556.1+6621	 0.2339	 5.507116	 4.8927	 1.1078
J1557.7+3530	 0.1549	 1.883816	 2.6998	 0.9343
J1558.3+2713	 0.0894	10.676087	 8.1491	 1.3803
J1558.3-1410	 0.0970	 3.179797	 3.8731	 1.0745
J1559.1+6353	 0.8500	 3.358891	 2.1665	 0.6639
J1600.3+3313	 0.0880	 0.709528	 1.5616	 0.7962
J1601.3+5354	 0.1068	 1.238344	 2.1643	 0.8822
J1601.7-7544	 0.1530	 8.707393	 6.8760	 1.2768
J1602.3+1601	 0.0353	 1.358380	 2.4052	 0.9351
J1603.0+2524	 0.0888	 0.742090	 1.6041	 0.8031
J1604.5+1743	 0.0370	 0.508824	 1.3202	 0.7652
J1604.9+2355	 0.0326	 0.284521	 0.9289	 0.6815
J1605.5+7208	 0.1332	 1.024289	 1.8917	 0.8360
