0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
340,Marino Hinestroza,co COL,"MF,FW",Columbus Crew,21,2002,16,4,353,3.9,0.51,0.00,0.51,0.51,0.00,0.00,0.00,0.26,0.46,0.46,0.05,0.51,5.64,3.08,16.2,0.51,0.00,0.51,0.51,0.51,0.47,0.05,0.52,0.47,0.52,Matches
341,Bongokuhle Hlongwane,za RSA,"FW,DF",Minnesota Utd,23,2000,32,23,1921,21.3,0.52,0.19,0.70,0.52,0.00,0.00,0.09,0.00,0.44,0.42,0.17,0.59,2.63,3.29,8.64,0.52,0.19,0.70,0.52,0.70,0.44,0.17,0.61,0.42,0.59,Matches
342,Ryan Hollingshead,us USA,"DF,MF",LAFC,32,1991,31,25,2207,24.5,0.04,0.08,0.12,0.04,0.00,0.00,0.16,0.00,0.06,0.06,0.09,0.15,2.65,4.24,4.12,0.04,0.08,0.12,0.04,0.12,0.06,0.10,0.15,0.06,0.15,Matches
343,Jackson Hopkins,us USA,MF,D.C. United,19,2004,17,12,955,10.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.09,0.09,0.03,0.12,1.42,3.96,0.85,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12,Matches
344,Jannes Horn,de GER,DF,St. Louis,26,1997,9,7,561,6.2,0.00,0.16,0.16,0.00,0.00,0.00,0.65,0.00,0.03,0.03,0.10,0.11,2.10,2.26,4.03,0.00,0.16,0.16,0.00,0.16,0.03,0.09,0.12,0.03,0.12,Matches
345,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31,31,2790,31.0,0.06,0.00,0.06,0.06,0.00,0.00,0.23,0.00,0.04,0.03,0.00,0.04,0.19,1.90,0.16,0.06,0.00,0.06,0.06,0.06,0.04,0.00,0.04,0.03,0.04,Matches
346,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,34,33,2650,29.4,0.20,0.14,0.34,0.20,0.00,0.00,0.14,0.00,0.22,0.22,0.06,0.28,3.64,1.77,11.0,0.20,0.14,0.34,0.20,0.34,0.22,0.07,0.28,0.22,0.28,Matches
347,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,21,2002,25,10,1006,11.2,0.54,0.09,0.63,0.54,0.00,0.00,0.00,0.00,0.41,0.41,0.18,0.58,1.25,2.32,6.52,0.54,0.09,0.63,0.54,0.63,0.41,0.17,0.58,0.41,0.58,Matches
348,Tega Ikoba,us USA,"FW,MF",Portland Timbers,20,2003,2,0,9,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
349,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,23,16,1467,16.3,0.06,0.00,0.06,0.06,0.00,0.00,0.06,0.06,0.06,0.06,0.14,0.20,2.27,3.87,7.42,0.06,0.00,0.06,0.06,0.06,0.06,0.14,0.20,0.06,0.20,Matches
350,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,25,22,1952,21.7,0.09,0.23,0.32,0.09,0.00,0.00,0.37,0.00,0.06,0.06,0.10,0.16,1.01,7.10,1.71,0.09,0.23,0.32,0.09,0.32,0.06,0.10,0.16,0.06,0.16,Matches
351,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,23,19,1707,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.07,0.07,0.02,0.09,0.37,4.21,0.21,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
352,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,32,1991,23,17,1352,15.0,0.27,0.33,0.60,0.20,0.07,0.07,0.27,0.00,0.27,0.21,0.14,0.35,3.53,8.93,6.33,0.27,0.33,0.60,0.20,0.53,0.26,0.14,0.40,0.21,0.35,Matches
353,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
354,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
355,Ousman Jabang,us USA,DF,CF Montréal,22,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
356,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,9,5,357,4.0,0.50,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.38,0.38,0.13,0.47,3.00,8.25,4.50,0.50,0.50,1.01,0.50,1.01,0.37,0.12,0.49,0.37,0.49,Matches
357,Aziel Jackson,us USA,"FW,MF",St. Louis,22,2001,16,8,800,8.9,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.17,0.17,0.11,0.28,1.69,4.38,6.40,0.00,0.00,0.00,0.00,0.00,0.17,0.11,0.28,0.17,0.28,Matches
358,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
359,Robin Jansson,se SWE,DF,Orlando City,32,1991,30,30,2660,29.6,0.03,0.00,0.03,0.03,0.00,0.00,0.27,0.00,0.03,0.03,0.03,0.05,0.24,1.93,0.17,0.03,0.00,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.05,Matches
360,Andres Jasson,us USA,"MF,FW",NYCFC,22,2002,3,2,157,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,1.18,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
361,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
362,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,8,4,447,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.18,0.40,0.80,2.60,0.80,0.00,0.00,0.00,0.00,0.00,0.23,0.17,0.40,0.23,0.40,Matches
363,Hector Jiménez,us USA,DF,Austin,35,1988,15,6,578,6.4,0.00,0.16,0.16,0.00,0.00,0.00,0.31,0.00,0.06,0.06,0.11,0.17,2.19,7.03,2.97,0.00,0.16,0.16,0.00,0.16,0.07,0.11,0.18,0.07,0.18,Matches
364,Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
365,Levonte Johnson,ca CAN,"FW,MF",Vancouver W'caps,24,1999,25,7,669,7.4,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.18,0.18,0.07,0.24,1.89,1.49,7.03,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.25,0.17,0.25,Matches
366,Sean Johnson,us USA,GK,Toronto FC,34,1989,25,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
367,DeJuan Jones,us USA,DF,NE Revolution,26,1997,17,16,1413,15.7,0.00,0.13,0.13,0.00,0.00,0.00,0.06,0.00,0.02,0.02,0.10,0.12,2.61,4.20,6.88,0.00,0.13,0.13,0.00,0.13,0.02,0.10,0.12,0.02,0.12,Matches
368,DeJuan Jones,us USA,DF,Columbus Crew,26,1997,10,4,409,4.5,0.44,0.00,0.44,0.44,0.00,0.00,0.00,0.00,0.16,0.16,0.02,0.16,3.11,2.44,10.9,0.44,0.00,0.44,0.44,0.44,0.15,0.02,0.16,0.15,0.16,Matches
369,Derrick Jones,us USA,MF,Columbus Crew,26,1997,20,4,477,5.3,0.00,0.19,0.19,0.00,0.00,0.00,0.57,0.19,0.02,0.02,0.11,0.13,1.32,3.58,0.38,0.00,0.19,0.19,0.00,0.19,0.02,0.11,0.13,0.02,0.13,Matches
370,Isaiah Jones,us USA,"MF,FW",Nashville SC,17,2006,2,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
371,Malachi Jones,sl SLE,FW,NYCFC,20,2003,14,4,488,5.4,0.19,0.19,0.37,0.19,0.00,0.00,0.56,0.00,0.41,0.41,0.15,0.56,4.44,1.67,12.2,0.18,0.18,0.37,0.18,0.37,0.41,0.14,0.55,0.41,0.55,Matches
372,Dejan Joveljić,rs SRB,FW,LA Galaxy,24,1999,28,23,1927,21.4,0.70,0.23,0.93,0.65,0.05,0.09,0.09,0.00,0.74,0.65,0.18,0.83,0.98,1.92,4.53,0.70,0.23,0.93,0.65,0.89,0.74,0.18,0.92,0.65,0.83,Matches
373,Mykhi Joyner,us USA,FW,St. Louis,17,2006,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
374,Preston Judd,us USA,FW,SJ Earthquakes,24,1999,26,6,720,8.0,0.13,0.00,0.13,0.13,0.00,0.00,0.50,0.13,0.28,0.28,0.14,0.41,1.25,2.00,6.25,0.12,0.00,0.12,0.12,0.12,0.28,0.13,0.41,0.28,0.41,Matches
375,Anderson Julio,ec ECU,"FW,MF",Real Salt Lake,27,1996,33,13,1394,15.5,0.58,0.19,0.77,0.58,0.00,0.00,0.06,0.00,0.48,0.48,0.14,0.63,1.94,1.10,6.97,0.58,0.19,0.77,0.58,0.77,0.48,0.14,0.63,0.48,0.63,Matches
376,Sam Junqua,us USA,DF,FC Dallas,27,1996,31,26,2240,24.9,0.04,0.08,0.12,0.04,0.00,0.00,0.08,0.00,0.03,0.03,0.05,0.09,0.76,2.21,1.93,0.04,0.08,0.12,0.04,0.12,0.03,0.05,0.09,0.03,0.09,Matches
377,Sawyer Jura,us USA,DF,Portland Timbers,17,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
378,Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
379,Kristijan Kahlina,hr CRO,GK,Charlotte,31,1992,34,34,3060,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
380,Brent Kallman,us USA,DF,Nashville SC,33,1990,13,5,544,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.27,0.27,0.00,0.27,0.33,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
381,Kei Kamara,sl SLE,FW,LAFC,39,1984,27,10,1007,11.2,0.27,0.45,0.71,0.27,0.00,0.00,0.18,0.00,0.29,0.29,0.21,0.51,0.27,1.61,2.59,0.27,0.45,0.71,0.27,0.71,0.30,0.21,0.51,0.30,0.51,Matches
382,Bernard Kamungo,us USA,"MF,FW",FC Dallas,22,2002,29,13,1321,14.7,0.00,0.14,0.14,0.00,0.00,0.00,0.14,0.00,0.16,0.16,0.07,0.24,2.86,2.04,7.28,0.00,0.14,0.14,0.00,0.14,0.16,0.08,0.24,0.16,0.24,Matches
383,Alec Kann,us USA,GK,FC Cincinnati,33,1990,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
384,Alexandros Katranis,gr GRE,DF,Real Salt Lake,25,1998,29,23,1994,22.2,0.14,0.14,0.27,0.14,0.00,0.00,0.41,0.00,0.04,0.04,0.06,0.10,1.44,4.10,5.54,0.14,0.14,0.27,0.14,0.27,0.04,0.07,0.10,0.04,0.10,Matches
385,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,29,1994,21,15,1392,15.5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.03,0.03,0.03,0.06,0.71,5.61,1.16,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
386,Kipp Keller,us USA,DF,FC Cincinnati,23,2000,16,10,819,9.1,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.07,0.07,0.00,0.07,0.44,3.30,0.22,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.06,0.07,Matches
387,Kevin Kelsy,ve VEN,FW,FC Cincinnati,19,2004,23,16,1241,13.8,0.43,0.00,0.43,0.43,0.00,0.00,0.43,0.00,0.21,0.21,0.06,0.27,1.09,1.23,4.49,0.44,0.00,0.44,0.44,0.44,0.21,0.06,0.27,0.21,0.27,Matches
388,Deandre Kerr,ca CAN,FW,Toronto FC,21,2002,26,12,990,11.0,0.27,0.09,0.36,0.27,0.00,0.00,0.18,0.00,0.31,0.31,0.04,0.35,0.73,1.00,3.73,0.27,0.09,0.36,0.27,0.36,0.31,0.04,0.35,0.31,0.35,Matches
389,Henry Kessler,us USA,DF,NE Revolution,25,1998,17,15,1388,15.4,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.02,0.02,0.02,0.04,0.39,1.69,0.19,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
390,Henry Kessler,us USA,DF,St. Louis,25,1998,8,8,675,7.5,0.13,0.00,0.13,0.13,0.00,0.00,0.13,0.00,0.01,0.01,0.00,0.03,0.27,2.27,0.00,0.13,0.00,0.13,0.13,0.13,0.02,0.00,0.02,0.02,0.02,Matches
391,Hosei Kijima,jp JPN,"MF,FW",St. Louis,21,2002,18,8,784,8.7,0.11,0.11,0.23,0.11,0.00,0.00,0.46,0.00,0.21,0.21,0.13,0.33,2.41,4.60,4.71,0.11,0.11,0.23,0.11,0.23,0.21,0.13,0.34,0.20,0.33,Matches
392,Benjamin Kikanovic,us USA,"FW,DF",SJ Earthquakes,24,2000,24,13,1253,13.9,0.22,0.00,0.22,0.22,0.00,0.00,0.22,0.00,0.17,0.17,0.12,0.29,2.52,2.37,4.89,0.22,0.00,0.22,0.22,0.22,0.17,0.12,0.29,0.17,0.29,Matches
393,Sota Kitahara,us USA,"DF,MF",Seattle Sounders,21,2003,2,2,147,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,2.50,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
394,Klauss,br BRA,FW,St. Louis,26,1997,27,23,1961,21.8,0.23,0.14,0.37,0.18,0.05,0.09,0.14,0.00,0.43,0.36,0.11,0.47,1.93,2.89,7.25,0.23,0.14,0.37,0.18,0.32,0.43,0.11,0.54,0.36,0.47,Matches
395,John Klein,us USA,"FW,MF",St. Louis,24,1999,10,6,545,6.1,0.16,0.16,0.33,0.16,0.00,0.00,0.00,0.00,0.20,0.20,0.13,0.33,2.13,3.28,7.87,0.17,0.17,0.33,0.17,0.33,0.19,0.14,0.33,0.19,0.33,Matches
396,Mateusz Klich,pl POL,MF,D.C. United,33,1990,31,31,2664,29.6,0.07,0.17,0.24,0.00,0.07,0.07,0.34,0.00,0.10,0.05,0.22,0.27,1.01,6.28,3.58,0.07,0.17,0.24,0.00,0.17,0.11,0.22,0.32,0.05,0.27,Matches
397,Jeorgio Kocevski,us USA,"MF,FW",Orlando City,21,2002,11,1,157,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,1.18,8.24,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
398,Žan Kolmanič,si SVN,"DF,FW",Austin,23,2000,15,6,537,6.0,0.00,0.50,0.50,0.00,0.00,0.00,0.33,0.00,0.03,0.03,0.18,0.22,1.83,3.50,5.33,0.00,0.50,0.50,0.00,0.50,0.03,0.18,0.22,0.03,0.22,Matches
399,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,19,2004,30,5,810,9.0,0.22,0.11,0.33,0.22,0.00,0.00,0.22,0.00,0.42,0.42,0.07,0.49,1.78,0.44,5.22,0.22,0.11,0.33,0.22,0.33,0.42,0.07,0.49,0.42,0.49,Matches
400,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,25,1998,33,24,2147,23.9,0.17,0.04,0.21,0.17,0.00,0.00,0.29,0.00,0.19,0.19,0.08,0.27,1.42,4.06,4.73,0.17,0.04,0.21,0.17,0.21,0.19,0.08,0.27,0.19,0.27,Matches
401,Damir Kreilach,hr CRO,FW,Vancouver W'caps,34,1989,17,6,468,5.2,0.38,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.48,0.48,0.00,0.50,0.00,1.15,2.31,0.38,0.00,0.38,0.38,0.38,0.49,0.01,0.50,0.49,0.50,Matches
402,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,32,1991,23,16,1390,15.4,0.06,0.00,0.06,0.06,0.00,0.00,0.26,0.00,0.02,0.02,0.01,0.03,0.52,1.95,0.19,0.06,0.00,0.06,0.06,0.06,0.02,0.00,0.03,0.02,0.03,Matches
403,Theodore Ku-Dipietro,us USA,"MF,FW",D.C. United,22,2002,29,24,1864,20.7,0.10,0.19,0.29,0.10,0.00,0.00,0.10,0.00,0.28,0.28,0.15,0.43,1.93,2.13,5.07,0.10,0.19,0.29,0.10,0.29,0.27,0.15,0.42,0.27,0.42,Matches
404,Yuya Kubo,jp JPN,"FW,DF",FC Cincinnati,30,1993,32,27,2398,26.6,0.38,0.08,0.45,0.38,0.00,0.00,0.19,0.00,0.30,0.30,0.12,0.42,2.18,2.93,6.32,0.38,0.08,0.45,0.38,0.45,0.30,0.12,0.42,0.30,0.42,Matches
405,Mathías Laborda,uy URU,DF,Vancouver W'caps,24,1999,26,23,1953,21.7,0.09,0.00,0.09,0.09,0.00,0.00,0.14,0.00,0.11,0.11,0.03,0.14,0.46,2.44,1.20,0.09,0.00,0.09,0.09,0.09,0.11,0.03,0.14,0.11,0.14,Matches
406,Luca Langoni,ar ARG,FW,NE Revolution,21,2002,11,8,706,7.8,0.38,0.26,0.64,0.38,0.00,0.00,0.13,0.00,0.12,0.12,0.21,0.32,1.92,2.05,7.44,0.38,0.25,0.64,0.38,0.64,0.12,0.20,0.32,0.12,0.32,Matches
407,Lassi Lappalainen,fi FIN,"DF,MF",CF Montréal,25,1998,11,1,331,3.7,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.27,0.46,4.05,3.51,8.38,0.00,0.27,0.27,0.00,0.27,0.20,0.28,0.48,0.20,0.48,Matches
408,Oliver Larraz,us USA,MF,Colorado Rapids,22,2001,34,25,2198,24.4,0.04,0.00,0.04,0.04,0.00,0.00,0.08,0.00,0.07,0.07,0.07,0.14,1.27,5.12,2.70,0.04,0.00,0.04,0.04,0.04,0.07,0.07,0.14,0.07,0.14,Matches
409,Richie Laryea,ca CAN,"DF,MF",Toronto FC,29,1995,12,10,901,10.0,0.10,0.20,0.30,0.10,0.00,0.00,0.40,0.00,0.07,0.07,0.11,0.18,2.90,2.90,7.30,0.10,0.20,0.30,0.10,0.30,0.07,0.11,0.18,0.07,0.18,Matches
410,Ariel Lassiter,cr CRC,"DF,MF",Chicago Fire,29,1994,7,5,445,4.9,0.00,0.20,0.20,0.00,0.00,0.00,0.20,0.00,0.06,0.06,0.10,0.16,5.71,4.08,8.98,0.00,0.20,0.20,0.00,0.20,0.06,0.10,0.16,0.06,0.16,Matches
411,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,29,1994,20,20,1592,17.7,0.17,0.28,0.45,0.17,0.00,0.00,0.28,0.06,0.15,0.15,0.08,0.23,2.94,1.92,6.38,0.17,0.28,0.45,0.17,0.45,0.15,0.08,0.23,0.15,0.23,Matches
412,Randall Leal,cr CRC,MF,Nashville SC,27,1997,4,0,47,0.5,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,1.20,1.60,2.00,6.00,6.00,0.00,1.91,1.91,0.00,1.91,0.36,1.15,1.51,0.36,1.51,Matches
413,Tim Leibold,de GER,DF,Sporting KC,30,1993,28,24,2201,24.5,0.04,0.04,0.08,0.04,0.00,0.00,0.20,0.00,0.02,0.02,0.11,0.13,2.33,7.39,4.37,0.04,0.04,0.08,0.04,0.08,0.03,0.11,0.13,0.03,0.13,Matches
414,Brooks Lennon,us USA,"DF,MF",Atlanta Utd,26,1997,33,33,2956,32.8,0.00,0.21,0.21,0.00,0.00,0.00,0.21,0.00,0.02,0.02,0.23,0.25,2.77,3.96,6.83,0.00,0.21,0.21,0.00,0.21,0.02,0.23,0.25,0.02,0.25,Matches
415,Tucker Lepley,us USA,MF,LA Galaxy,22,2002,3,1,47,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
416,Jonathan Lewis,us USA,FW,Colorado Rapids,26,1997,24,7,755,8.4,0.36,0.36,0.71,0.36,0.00,0.00,0.12,0.00,0.25,0.25,0.23,0.48,2.38,3.45,11.1,0.36,0.36,0.72,0.36,0.72,0.25,0.22,0.47,0.25,0.47,Matches
417,Danny Leyva,us USA,MF,Seattle Sounders,20,2003,12,2,229,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.16,0.16,0.16,0.32,0.80,7.60,3.60,0.00,0.00,0.00,0.00,0.00,0.15,0.16,0.31,0.15,0.31,Matches
418,Nick Lima,us USA,DF,NE Revolution,29,1994,25,20,1817,20.2,0.05,0.00,0.05,0.05,0.00,0.00,0.10,0.00,0.03,0.03,0.04,0.07,1.24,2.43,4.26,0.05,0.00,0.05,0.05,0.05,0.03,0.04,0.07,0.03,0.07,Matches
419,Jaylin Lindsey,us USA,DF,Charlotte,23,2000,7,3,303,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.06,0.06,3.82,7.06,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
420,Sebastian Lletget,us USA,MF,FC Dallas,31,1992,31,20,1860,20.7,0.10,0.34,0.43,0.10,0.00,0.00,0.05,0.00,0.16,0.16,0.24,0.40,1.40,5.56,4.30,0.10,0.34,0.44,0.10,0.44,0.16,0.24,0.40,0.16,0.40,Matches
421,Hugo Lloris,fr FRA,GK,LAFC,37,1986,33,33,2970,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
422,Saba Lobzhanidze,ge GEO,"FW,MF",Atlanta Utd,29,1994,30,29,2454,27.3,0.33,0.11,0.44,0.33,0.00,0.00,0.04,0.00,0.39,0.39,0.14,0.53,3.74,2.45,9.30,0.33,0.11,0.44,0.33,0.44,0.39,0.14,0.53,0.39,0.53,Matches
423,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,30,1993,32,28,2387,26.5,0.26,0.49,0.75,0.26,0.00,0.00,0.08,0.00,0.20,0.20,0.26,0.46,2.26,7.28,4.45,0.26,0.49,0.75,0.26,0.75,0.20,0.25,0.46,0.20,0.46,Matches
424,Nicolás Lodeiro,uy URU,"MF,FW",Orlando City,34,1989,34,16,1707,19.0,0.05,0.37,0.42,0.05,0.00,0.00,0.05,0.00,0.13,0.13,0.27,0.39,2.11,10.6,5.47,0.05,0.37,0.42,0.05,0.42,0.13,0.27,0.40,0.13,0.40,Matches
425,Jasper Löffelsend,de GER,MF,Colorado Rapids,26,1997,18,2,343,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.03,0.03,0.00,0.05,1.05,4.47,1.58,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
426,Aaron Long,us USA,DF,LAFC,31,1992,29,28,2374,26.4,0.04,0.00,0.04,0.04,0.00,0.00,0.11,0.00,0.02,0.02,0.00,0.02,0.19,2.50,0.15,0.04,0.00,0.04,0.04,0.04,0.02,0.00,0.02,0.02,0.02,Matches
