0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
248,Franco Escobar,ar ARG,DF,Houston Dynamo,27,1995,24.7,0.08,0.73,0.40,55.6,0.73,0.40,0.11,0.20,14.4,0.00,0.00,0.00,0.06,0.06,0.09,0.02,0.02,Matches
249,Cristian Espinoza,ar ARG,"FW,MF",SJ Earthquakes,27,1995,33.7,0.39,1.75,0.80,45.8,1.75,0.80,0.15,0.33,22.4,0.18,0.12,0.12,0.23,0.14,0.08,0.15,0.13,Matches
250,Roger Espinoza,hn HON,MF,Sporting KC,36,1986,8.1,0.00,1.48,0.62,41.7,1.48,0.62,0.00,0.00,20.1,0.00,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,Matches
251,Derrick Etienne,ht HAI,"FW,MF",Atlanta Utd,26,1996,11.6,0.00,0.86,0.17,20.0,0.86,0.17,0.00,0.00,14.9,0.00,0.00,0.00,0.12,0.12,0.14,-0.12,-0.12,Matches
252,Evander,br BRA,"MF,FW",Portland Timbers,24,1998,24.5,0.37,2.94,1.18,40.3,2.93,1.18,0.11,0.28,23.3,0.69,0.04,0.04,0.29,0.25,0.09,0.08,0.07,Matches
253,Diego Fagúndez,uy URU,"FW,MF",Austin,27,1995,11.4,0.18,1.67,0.61,36.8,1.67,0.62,0.11,0.29,20.1,0.44,0.00,0.00,0.12,0.12,0.08,0.05,0.05,Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,6.4,0.16,0.78,0.47,60.0,0.78,0.47,0.20,0.33,13.9,0.00,0.00,0.00,0.05,0.05,0.06,0.11,0.11,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,2.7,0.00,2.59,0.37,14.3,2.57,0.37,0.00,0.00,12.0,0.00,0.00,0.00,0.26,0.26,0.10,-0.26,-0.26,Matches
256,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,11.6,0.00,0.00,0.00,0.10,0.10,0.06,-0.10,-0.10,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,29.8,0.03,0.37,0.10,27.3,0.37,0.10,0.09,0.33,13.0,0.00,0.00,0.00,0.03,0.03,0.08,0.01,0.01,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,9.3,0.32,2.47,0.65,26.1,2.48,0.65,0.13,0.50,19.9,0.00,0.00,0.00,0.18,0.18,0.07,0.14,0.14,Matches
260,Andrew Farrell,us USA,DF,NE Revolution,30,1992,21.5,0.00,0.05,0.00,0.0,0.05,0.00,0.00,,9.7,0.00,0.00,0.00,0.00,0.00,0.06,-0.00,-0.00,Matches
261,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,23,1999,24.0,0.00,0.33,0.08,25.0,0.33,0.08,0.00,0.00,13.6,0.00,0.00,0.00,0.04,0.04,0.13,-0.04,-0.04,Matches
262,Felipe,br BRA,MF,Orlando City,32,1990,6.3,0.00,1.43,0.48,33.3,1.43,0.48,0.00,0.00,19.2,0.16,0.00,0.00,0.13,0.13,0.08,-0.13,-0.13,Matches
263,Julián Fernández,ar ARG,"FW,MF",NYCFC,19,2004,3.6,0.56,4.17,1.67,40.0,4.18,1.67,0.13,0.33,17.8,0.28,0.00,0.00,0.31,0.31,0.07,0.25,0.25,Matches
264,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,23,1999,19.4,0.31,1.96,0.77,39.5,1.96,0.77,0.11,0.27,15.8,0.00,0.10,0.10,0.30,0.22,0.11,0.01,-0.01,Matches
265,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,25.2,0.48,2.42,0.91,37.7,2.42,0.91,0.18,0.48,15.4,0.16,0.04,0.04,0.38,0.35,0.15,0.10,0.09,Matches
266,Sebastián Ferreira,py PAR,FW,Houston Dynamo,24,1998,3.4,0.00,2.06,0.88,42.9,2.09,0.89,0.00,0.00,14.1,0.00,0.00,0.00,0.24,0.24,0.12,-0.24,-0.24,Matches
267,Ethan Finlay,us USA,"FW,MF",Austin,32,1990,18.8,0.27,1.33,0.53,40.0,1.33,0.53,0.20,0.50,13.1,0.00,0.00,0.00,0.21,0.21,0.16,0.05,0.05,Matches
268,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,0.0,1,1,1,100.0,22.50,22.50,1.00,1.00,9.5,0,0,0,0.1,0.1,0.12,+0.9,+0.9,Matches
269,Leon Flach,us USA,MF,Philadelphia Union,21,2001,19.9,0.05,0.45,0.05,11.1,0.45,0.05,0.11,1.00,18.8,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.03,Matches
270,Kristian Fletcher,us USA,"FW,MF",D.C. United,17,2005,1.5,0.00,1.33,0.67,50.0,1.35,0.68,0.00,0.00,17.2,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
271,Danny Flores,us USA,MF,Sporting KC,20,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
272,CJ Fodrey,us USA,"DF,FW",Austin,18,2004,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
273,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,6.3,0.16,2.22,0.79,35.7,2.23,0.80,0.07,0.20,14.0,0.00,0.00,0.00,0.24,0.24,0.11,-0.08,-0.08,Matches
274,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,26.6,0.00,0.49,0.04,7.7,0.49,0.04,0.00,0.00,13.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
275,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,4.2,0.00,1.19,0.00,0.0,1.20,0.00,0.00,,18.3,0.00,0.00,0.00,0.17,0.17,0.15,-0.17,-0.17,Matches
276,Taxiarchis Fountas,gr GRE,"FW,MF",D.C. United,27,1995,12.2,0.49,4.18,1.48,35.3,4.18,1.47,0.10,0.28,20.6,0.25,0.08,0.08,0.46,0.39,0.09,0.03,0.02,Matches
277,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,29,1993,14.8,0.07,1.28,0.61,47.4,1.29,0.61,0.05,0.11,13.4,0.00,0.00,0.00,0.17,0.17,0.13,-0.10,-0.10,Matches
278,Iván Franco,py PAR,"FW,MF",Houston Dynamo,22,2000,11.8,0.25,2.29,1.02,44.4,2.28,1.01,0.11,0.25,11.5,0.00,0.00,0.00,0.29,0.29,0.13,-0.03,-0.03,Matches
279,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,19,2003,24.1,0.00,0.41,0.04,10.0,0.41,0.04,0.00,0.00,20.4,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
280,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,4.1,0.00,0.73,0.00,0.0,0.73,0.00,0.00,,17.4,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,Matches
281,Ian Fray,jm JAM,"DF,MF",Inter Miami,20,2002,7.3,0.14,0.82,0.55,66.7,0.82,0.55,0.17,0.25,19.0,0.00,0.00,0.00,0.03,0.03,0.04,0.11,0.11,Matches
282,Alex Freeman,us USA,DF,Orlando City,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
283,Matt Freese,us USA,GK,NYCFC,24,1998,10.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
284,Stefan Frei,ch SUI,GK,Seattle Sounders,36,1986,32.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
285,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,13.9,0.00,0.14,0.00,0.0,0.14,0.00,0.00,,16.6,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
286,Julian Gaines,us USA,DF,LAFC,20,2002,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
287,McKinze Gaines,us USA,"FW,MF",Charlotte,24,1998,8.2,0.12,0.85,0.37,42.9,0.85,0.37,0.14,0.33,17.8,0.00,0.00,0.00,0.06,0.06,0.07,0.06,0.06,Matches
288,Jon Gallagher,ie IRL,"DF,MF",Austin,26,1996,31.0,0.16,0.84,0.29,34.6,0.84,0.29,0.19,0.56,20.2,0.00,0.00,0.00,0.08,0.08,0.10,0.08,0.08,Matches
289,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
290,Braian Galván,ar ARG,"FW,DF",Colorado Rapids,22,2000,7.4,0.14,1.22,0.27,22.2,1.22,0.27,0.00,0.00,27.9,0.41,0.14,0.14,0.15,0.04,0.04,-0.01,-0.04,Matches
291,Mender García,co COL,"FW,MF",Minnesota Utd,24,1998,11.4,0.26,2.19,0.70,32.0,2.19,0.70,0.12,0.38,12.7,0.00,0.00,0.00,0.38,0.38,0.17,-0.11,-0.11,Matches
292,Chase Gasper,us USA,DF,Houston Dynamo,27,1996,2.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
293,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,27,1995,29.2,0.38,2.33,0.68,29.4,2.33,0.68,0.07,0.25,18.7,0.10,0.21,0.27,0.48,0.26,0.11,-0.10,-0.09,Matches
294,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
295,Dániel Gazdag,hu HUN,MF,Philadelphia Union,26,1996,30.3,0.46,1.78,0.59,33.3,1.78,0.59,0.06,0.17,23.8,0.00,0.36,0.36,0.45,0.16,0.09,0.01,-0.06,Matches
296,Geovane,br BRA,DF,FC Dallas,21,2001,11.0,0.00,1.00,0.36,36.4,1.00,0.36,0.00,0.00,18.9,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
297,Alex Gersbach,au AUS,"DF,MF",Colorado Rapids,25,1997,2.9,0.00,0.34,0.00,0.0,0.34,0.00,0.00,,25.8,0.34,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
298,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,19.8,0.86,3.33,1.57,47.0,3.34,1.57,0.26,0.55,13.9,0.00,0.00,0.00,0.64,0.64,0.19,0.22,0.22,Matches
299,Carles Gil,es ESP,MF,NE Revolution,30,1992,29.1,0.38,2.58,1.00,38.7,2.58,1.00,0.12,0.31,23.7,0.45,0.07,0.07,0.26,0.21,0.08,0.12,0.10,Matches
300,Nacho Gil,es ESP,"FW,DF",NE Revolution,27,1995,5.8,0.00,0.69,0.17,25.0,0.68,0.17,0.00,0.00,15.6,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
301,Gastón Giménez,py PAR,MF,Chicago Fire,31,1991,24.4,0.04,1.07,0.16,15.4,1.06,0.16,0.04,0.25,22.8,0.08,0.00,0.00,0.07,0.07,0.06,-0.02,-0.02,Matches
302,Nicholas Gioacchini,us USA,"FW,MF",St. Louis,22,2000,23.3,0.43,1.85,0.86,46.5,1.85,0.86,0.21,0.45,11.2,0.00,0.04,0.04,0.32,0.29,0.17,0.11,0.10,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,25,1997,30.2,0.17,0.50,0.23,46.7,0.50,0.23,0.33,0.71,10.0,0.00,0.00,0.00,0.08,0.08,0.15,0.09,0.09,Matches
304,Jakob Glesnes,no NOR,DF,Philadelphia Union,28,1994,31.0,0.06,0.71,0.23,31.8,0.71,0.23,0.09,0.29,20.9,0.06,0.00,0.00,0.04,0.04,0.06,0.03,0.03,Matches
305,Caden Glover,us USA,MF,St. Louis,15,2007,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
306,Aníbal Godoy,pa PAN,MF,Nashville SC,32,1990,18.5,0.00,0.38,0.16,42.9,0.38,0.16,0.00,0.00,17.6,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
307,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,30,1992,32.1,0.06,0.56,0.12,22.2,0.56,0.12,0.11,0.50,10.6,0.00,0.00,0.00,0.05,0.05,0.09,0.01,0.01,Matches
308,Carlos Gómez,co COL,"MF,FW",Real Salt Lake,20,2002,15.5,0.06,2.84,1.23,43.2,2.83,1.22,0.02,0.05,21.3,0.00,0.00,0.00,0.17,0.17,0.06,-0.10,-0.10,Matches
309,Diego Gómez,py PAR,"MF,FW",Inter Miami,19,2003,4.6,0.22,1.09,0.22,20.0,1.08,0.22,0.20,1.00,13.6,0.00,0.00,0.00,0.17,0.17,0.15,0.04,0.04,Matches
310,Gaston Gonzalez,ar ARG,"FW,DF",Orlando City,21,2001,8.0,0.00,0.75,0.38,50.0,0.75,0.37,0.00,0.00,15.7,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
311,Mario González,es ESP,FW,LAFC,26,1996,4.3,0.23,1.86,0.93,50.0,1.87,0.93,0.13,0.25,12.5,0.00,0.00,0.00,0.58,0.58,0.32,-0.35,-0.35,Matches
312,Omar Gonzalez,us USA,DF,NE Revolution,34,1988,9.6,0.10,0.21,0.10,50.0,0.21,0.10,0.50,1.00,7.9,0.00,0.00,0.00,0.02,0.02,0.12,0.08,0.08,Matches
313,Zavier Gozo,us USA,FW,Real Salt Lake,15,2007,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
314,Alejandro Granados,es ESP,FW,Orlando City,16,2006,0.0,0,1,0,0.0,90.00,0.00,0.00,,32.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,20,2002,22.7,0.00,0.26,0.13,50.0,0.26,0.13,0.00,0.00,22.8,0.00,0.00,0.00,0.00,0.00,0.02,-0.00,-0.00,Matches
316,Jacob Greene,us USA,DF,D.C. United,19,2003,5.4,0.19,0.37,0.19,50.0,0.37,0.19,0.50,1.00,19.7,0.00,0.00,0.00,0.06,0.06,0.13,0.13,0.13,Matches
317,Gregore,br BRA,MF,Inter Miami,28,1994,4.3,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,6.8,0.00,0.00,0.00,0.07,0.07,0.25,-0.07,-0.07,Matches
318,Ján Greguš,sk SVK,MF,Nashville SC,32,1991,2.5,0.00,0.40,0.00,0.0,0.40,0.00,0.00,,16.1,0.00,0.00,0.00,0.04,0.04,0.13,-0.04,-0.04,Matches
319,Ján Greguš,sk SVK,MF,Minnesota Utd,32,1991,10.0,0.10,1.00,0.10,10.0,1.00,0.10,0.10,1.00,23.8,0.10,0.00,0.00,0.05,0.05,0.05,0.05,0.05,Matches
320,Julian Gressel,us USA,"DF,MF",Columbus Crew,29,1993,8.2,0.12,0.98,0.24,25.0,0.97,0.24,0.13,0.50,13.9,0.00,0.00,0.00,0.15,0.15,0.15,-0.02,-0.02,Matches
321,Julian Gressel,us USA,MF,Vancouver W'caps,29,1993,15.1,0.20,2.12,0.66,31.3,2.12,0.66,0.09,0.30,22.8,0.46,0.00,0.00,0.17,0.17,0.08,0.03,0.03,Matches
322,Victor Griffith,pa PAN,MF,Portland Timbers,22,2000,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
323,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,27,1995,23.9,0.00,0.46,0.13,27.3,0.46,0.13,0.00,0.00,27.7,0.00,0.00,0.04,0.05,0.02,0.04,-0.05,-0.02,Matches
324,Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,19,2003,26.5,0.08,1.74,0.45,26.1,1.73,0.45,0.04,0.17,17.9,0.04,0.00,0.00,0.15,0.15,0.09,-0.08,-0.08,Matches
325,Cristián Gutiérrez,cl CHI,DF,Toronto FC,25,1997,2.7,0.00,0.37,0.00,0.0,0.37,0.00,0.00,,14.4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
326,Diego Gutierrez,us USA,"FW,MF",Portland Timbers,23,1999,2.7,0.00,0.37,0.37,100.0,0.37,0.37,0.00,0.00,20.5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
327,Felipe Gutiérrez,cl CHI,MF,Sporting KC,32,1990,3.3,0.00,2.12,0.91,42.9,2.15,0.92,0.00,0.00,28.8,0.61,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,Matches
328,Andrew Gutman,us USA,DF,Atlanta Utd,26,1996,15.4,0.19,0.97,0.39,40.0,0.97,0.39,0.20,0.50,15.4,0.00,0.00,0.00,0.11,0.11,0.11,0.08,0.08,Matches
329,Andrew Gutman,us USA,DF,Colorado Rapids,26,1996,11.2,0.09,1.43,0.27,18.8,1.43,0.27,0.06,0.33,19.4,0.00,0.00,0.00,0.06,0.06,0.04,0.03,0.03,Matches
330,Brad Guzan,us USA,GK,Atlanta Utd,38,1984,27.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
331,Justin Haak,us USA,"DF,MF",NYCFC,21,2001,10.1,0.10,0.10,0.10,100.0,0.10,0.10,1.00,1.00,18.4,0.00,0.00,0.00,0.01,0.01,0.10,0.09,0.09,Matches
332,Luke Haakenson,us USA,"MF,FW",Nashville SC,25,1997,3.0,0.00,0.67,0.00,0.0,0.66,0.00,0.00,,9.2,0.00,0.00,0.00,0.07,0.07,0.10,-0.07,-0.07,Matches
333,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,27,1995,11.5,0.09,0.09,0.09,100.0,0.09,0.09,1.00,1.00,5.5,0.00,0.00,0.00,0.03,0.03,0.32,0.06,0.06,Matches
334,Nick Hagglund,us USA,DF,FC Cincinnati,30,1992,23.9,0.04,0.33,0.04,12.5,0.33,0.04,0.13,1.00,10.0,0.00,0.00,0.00,0.03,0.03,0.08,0.01,0.01,Matches
335,Maren Haile-Selassie,ch SUI,"FW,DF",Chicago Fire,23,1999,21.2,0.28,1.23,0.57,46.2,1.23,0.57,0.23,0.50,15.6,0.09,0.00,0.00,0.18,0.18,0.15,0.10,0.10,Matches
336,Julian Hall,us USA,FW,NY Red Bulls,14,2008,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
337,Michael Halliday,us USA,DF,Orlando City,20,2003,9.5,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,14.9,0.00,0.00,0.00,0.04,0.04,0.13,-0.04,-0.04,Matches
338,Bret Halsey,us USA,DF,FC Cincinnati,22,2000,2.6,0.00,1.15,0.38,33.3,1.17,0.39,0.00,0.00,12.1,0.00,0.00,0.00,0.08,0.08,0.08,-0.08,-0.08,Matches
339,Ahmed Hamdi,eg EGY,"MF,FW",CF Montréal,24,1998,5.3,0.19,0.94,0.57,60.0,0.95,0.57,0.20,0.33,19.0,0.00,0.00,0.00,0.08,0.08,0.07,0.11,0.11,Matches
340,Yosuke Hanya,jp JPN,"FW,MF",Colorado Rapids,24,1999,0.5,0.00,2.00,0.00,0.0,1.87,0.00,0.00,,5.3,0.00,0.00,0.00,0.40,0.40,0.15,-0.40,-0.40,Matches
341,Ian Harkes,us USA,MF,NE Revolution,27,1995,6.7,0.30,0.90,0.60,66.7,0.90,0.60,0.33,0.50,21.0,0.00,0.00,0.00,0.10,0.10,0.12,0.19,0.19,Matches
342,Cameron Harper,us USA,"DF,MF",NY Red Bulls,21,2001,23.9,0.08,1.34,0.38,28.1,1.34,0.38,0.06,0.22,18.1,0.00,0.00,0.00,0.12,0.12,0.09,-0.04,-0.04,Matches
343,Nathan Harriel,us USA,DF,Philadelphia Union,21,2001,18.6,0.05,0.70,0.22,30.8,0.70,0.22,0.08,0.25,14.9,0.00,0.00,0.00,0.07,0.07,0.10,-0.02,-0.02,Matches
344,Calvin Harris,eng ENG,FW,Colorado Rapids,22,2000,10.0,0.10,1.10,0.60,54.5,1.10,0.60,0.09,0.17,17.4,0.00,0.00,0.00,0.10,0.10,0.09,0.00,0.00,Matches
345,Thomas Hasal,ca CAN,GK,Vancouver W'caps,23,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
346,Héber,br BRA,"FW,MF",Seattle Sounders,31,1991,11.8,0.17,3.22,1.02,31.6,3.22,1.02,0.05,0.17,10.0,0.00,0.00,0.00,0.62,0.62,0.19,-0.45,-0.45,Matches
347,Matt Hedges,us USA,DF,Toronto FC,32,1990,11.9,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,8.5,0.00,0.00,0.00,0.03,0.03,0.14,-0.03,-0.03,Matches
348,Matt Hedges,us USA,DF,Austin,32,1990,3.4,0.29,1.18,0.29,25.0,1.17,0.29,0.25,1.00,9.9,0.00,0.00,0.00,0.09,0.09,0.07,0.21,0.21,Matches
349,Chris Hegardt,us USA,"FW,MF",Charlotte,21,2002,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
350,Fabian Herbers,de GER,"MF,FW",Chicago Fire,29,1993,21.9,0.18,1.19,0.41,34.6,1.19,0.41,0.15,0.44,16.5,0.00,0.00,0.00,0.17,0.17,0.15,0.01,0.01,Matches
351,Felipe Hernandez,us USA,MF,Sporting KC,24,1998,3.6,0.28,1.94,0.83,42.9,1.96,0.84,0.14,0.33,17.5,0.00,0.00,0.00,0.22,0.22,0.11,0.06,0.06,Matches
352,Javier Hernández,mx MEX,FW,LA Galaxy,34,1988,7.6,0.13,3.16,1.32,41.7,3.14,1.31,0.04,0.10,14.3,0.00,0.00,0.00,0.53,0.53,0.17,-0.39,-0.39,Matches
353,Ronald Hernández,ve VEN,DF,Atlanta Utd,25,1997,7.8,0.00,0.77,0.13,16.7,0.77,0.13,0.00,0.00,22.3,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
354,Aaron Herrera,gt GUA,"DF,MF",CF Montréal,25,1997,15.6,0.00,0.32,0.06,20.0,0.32,0.06,0.00,0.00,22.6,0.00,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
355,Héctor Herrera,mx MEX,MF,Houston Dynamo,32,1990,28.1,0.14,2.31,0.85,36.9,2.31,0.85,0.06,0.17,22.6,0.53,0.00,0.00,0.16,0.16,0.07,-0.01,-0.01,Matches
356,Bode Hidalgo,us USA,DF,Real Salt Lake,20,2002,13.1,0.00,0.61,0.08,12.5,0.61,0.08,0.00,0.00,24.1,0.00,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
357,Kyle Hiebert,ca CAN,DF,St. Louis,25,1997,23.6,0.08,0.47,0.13,27.3,0.47,0.13,0.18,0.67,11.4,0.00,0.00,0.00,0.05,0.05,0.11,0.03,0.03,Matches
358,Brendan Hines-Ike,us USA,DF,D.C. United,28,1994,10.4,0.00,0.38,0.00,0.0,0.39,0.00,0.00,,13.1,0.00,0.00,0.00,0.04,0.04,0.10,-0.04,-0.04,Matches
359,Bongokuhle Hlongwane,za RSA,FW,Minnesota Utd,22,2000,27.6,0.29,3.08,1.23,40.0,3.07,1.23,0.09,0.24,13.7,0.00,0.00,0.00,0.47,0.47,0.16,-0.18,-0.18,Matches
360,Junior Hoilett,ca CAN,"FW,MF",Vancouver W'caps,32,1990,2.6,0.00,1.92,0.00,0.0,1.93,0.00,0.00,,19.1,0.00,0.00,0.00,0.15,0.15,0.07,-0.15,-0.15,Matches
361,Ryan Hollingshead,us USA,DF,LAFC,31,1991,26.1,0.15,0.80,0.27,33.3,0.81,0.27,0.19,0.57,13.5,0.00,0.00,0.00,0.09,0.09,0.12,0.06,0.06,Matches
362,Erik Holt,us USA,DF,Real Salt Lake,26,1996,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
363,Jackson Hopkins,us USA,MF,D.C. United,18,2004,2.2,0.00,2.27,0.91,40.0,2.31,0.92,0.00,0.00,18.4,0.00,0.00,0.00,0.18,0.18,0.08,-0.18,-0.18,Matches
364,Matthew Hoppe,us USA,"FW,MF",SJ Earthquakes,21,2001,4.7,0.43,2.13,0.64,30.0,2.14,0.64,0.20,0.67,12.9,0.00,0.00,0.00,0.47,0.47,0.22,-0.04,-0.04,Matches
365,Keegan Hughes,us USA,DF,Columbus Crew,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
366,Erik Hurtado,us USA,"FW,MF",D.C. United,32,1990,3.0,0.00,2.67,1.67,62.5,2.63,1.64,0.00,0.00,14.2,0.00,0.00,0.00,0.27,0.27,0.11,-0.27,-0.27,Matches
367,Franco Ibarra,ar ARG,MF,Toronto FC,21,2001,4.9,0.00,0.61,0.20,33.3,0.61,0.20,0.00,0.00,26.1,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
368,Franco Ibarra,ar ARG,MF,Atlanta Utd,21,2001,14.2,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,21.2,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
369,Sebastien Ibeagha,us USA,DF,FC Dallas,31,1992,26.5,0.04,0.38,0.11,30.0,0.38,0.11,0.10,0.33,13.7,0.00,0.00,0.00,0.02,0.02,0.06,0.02,0.02,Matches
370,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,21,2002,13.4,0.22,1.49,0.75,50.0,1.49,0.75,0.15,0.30,11.3,0.00,0.00,0.00,0.40,0.40,0.27,-0.18,-0.18,Matches
371,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,20,2002,13.0,0.23,2.54,0.77,30.3,2.53,0.77,0.09,0.30,13.8,0.00,0.00,0.00,0.38,0.38,0.15,-0.15,-0.15,Matches
372,Tega Ikoba,us USA,FW,Portland Timbers,19,2003,1.0,1.00,3.00,2.00,66.7,3.14,2.09,0.33,0.50,15.2,0.00,0.00,0.00,0.30,0.30,0.08,0.70,0.70,Matches
