0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG/ShotNon-Penalty Expected Goals per shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum .395 shots per squad game to qualify as a leader","Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",25_Matches
373,Mykhi Joyner,us USA,FW,St. Louis,17,2006,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
374,Preston Judd,us USA,FW,SJ Earthquakes,24,1999,8.0,0.13,2.25,1.00,44.4,2.25,1.00,0.06,0.13,12.7,0.00,0.00,0.00,0.28,0.28,0.12,-0.15,-0.15,Matches
375,Anderson Julio,ec ECU,"FW,MF",Real Salt Lake,27,1996,15.5,0.58,3.48,1.23,35.2,3.49,1.23,0.17,0.47,17.9,0.00,0.00,0.00,0.48,0.48,0.14,0.10,0.10,Matches
376,Sam Junqua,us USA,DF,FC Dallas,27,1996,24.9,0.04,0.56,0.20,35.7,0.56,0.20,0.07,0.20,17.1,0.00,0.00,0.00,0.03,0.03,0.06,0.01,0.01,Matches
377,Sawyer Jura,us USA,DF,Portland Timbers,17,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
378,Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
379,Kristijan Kahlina,hr CRO,GK,Charlotte,31,1992,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
380,Brent Kallman,us USA,DF,Nashville SC,33,1990,6.0,0.00,1.33,0.33,25.0,1.32,0.33,0.00,0.00,8.0,0.00,0.00,0.00,0.27,0.27,0.19,-0.27,-0.27,Matches
381,Kei Kamara,sl SLE,FW,LAFC,39,1984,11.2,0.27,2.68,0.98,36.7,2.68,0.98,0.10,0.27,12.0,0.00,0.00,0.00,0.29,0.29,0.11,-0.03,-0.03,Matches
382,Bernard Kamungo,us USA,"MF,FW",FC Dallas,22,2002,14.7,0.00,1.84,0.61,33.3,1.84,0.61,0.00,0.00,19.7,0.00,0.00,0.00,0.16,0.16,0.09,-0.16,-0.16,Matches
383,Alec Kann,us USA,GK,FC Cincinnati,33,1990,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
384,Alexandros Katranis,gr GRE,DF,Real Salt Lake,25,1998,22.2,0.14,0.95,0.41,42.9,0.95,0.41,0.14,0.33,22.7,0.00,0.00,0.00,0.04,0.04,0.04,0.10,0.10,Matches
385,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,29,1994,15.5,0.00,0.52,0.13,25.0,0.52,0.13,0.00,0.00,18.3,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
386,Kipp Keller,us USA,DF,FC Cincinnati,23,2000,9.1,0.00,0.66,0.00,0.0,0.66,0.00,0.00,,8.5,0.00,0.00,0.00,0.07,0.07,0.09,-0.07,-0.07,Matches
387,Kevin Kelsy,ve VEN,FW,FC Cincinnati,19,2004,13.8,0.43,2.32,1.16,50.0,2.32,1.16,0.19,0.38,13.0,0.00,0.00,0.00,0.21,0.21,0.09,0.22,0.22,Matches
388,Deandre Kerr,ca CAN,FW,Toronto FC,21,2002,11.0,0.27,2.09,0.91,43.5,2.09,0.91,0.13,0.30,12.6,0.00,0.00,0.00,0.31,0.31,0.15,-0.04,-0.04,Matches
389,Henry Kessler,us USA,DF,NE Revolution,25,1998,15.4,0.00,0.32,0.06,20.0,0.32,0.06,0.00,0.00,13.5,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
390,Henry Kessler,us USA,DF,St. Louis,25,1998,7.5,0.13,0.53,0.13,25.0,0.53,0.13,0.25,1.00,11.6,0.00,0.00,0.00,0.01,0.01,0.03,0.12,0.12,Matches
391,Hosei Kijima,jp JPN,"MF,FW",St. Louis,21,2002,8.7,0.11,1.61,0.23,14.3,1.61,0.23,0.07,0.50,18.8,0.00,0.00,0.00,0.21,0.21,0.13,-0.09,-0.09,Matches
392,Benjamin Kikanovic,us USA,"FW,DF",SJ Earthquakes,24,2000,13.9,0.22,1.51,0.43,28.6,1.51,0.43,0.14,0.50,14.0,0.00,0.00,0.00,0.17,0.17,0.11,0.04,0.04,Matches
393,Sota Kitahara,us USA,"DF,MF",Seattle Sounders,21,2003,1.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
394,Klauss,br BRA,FW,St. Louis,26,1997,21.8,0.23,3.49,0.87,25.0,3.49,0.87,0.05,0.21,16.2,0.00,0.05,0.09,0.43,0.36,0.10,-0.20,-0.17,Matches
395,John Klein,us USA,"FW,MF",St. Louis,24,1999,6.1,0.16,1.80,0.82,45.5,1.82,0.83,0.09,0.20,12.7,0.00,0.00,0.00,0.20,0.20,0.11,-0.03,-0.03,Matches
396,Mateusz Klich,pl POL,MF,D.C. United,33,1990,29.6,0.07,0.88,0.47,53.8,0.88,0.47,0.00,0.00,24.0,0.10,0.07,0.07,0.10,0.05,0.06,-0.04,-0.05,Matches
397,Jeorgio Kocevski,us USA,"MF,FW",Orlando City,21,2002,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
398,Žan Kolmanič,si SVN,"DF,FW",Austin,23,2000,6.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,22.4,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
399,Georgios Koutsias,gr GRE,"FW,MF",Chicago Fire,19,2004,9.0,0.22,2.78,1.44,52.0,2.78,1.44,0.08,0.15,12.7,0.00,0.00,0.00,0.42,0.42,0.15,-0.20,-0.20,Matches
400,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,25,1998,23.9,0.17,1.72,0.59,34.1,1.72,0.59,0.10,0.29,17.6,0.00,0.00,0.00,0.19,0.19,0.11,-0.02,-0.02,Matches
401,Damir Kreilach,hr CRO,FW,Vancouver W'caps,34,1989,5.2,0.38,2.50,1.35,53.8,2.50,1.35,0.15,0.29,9.0,0.00,0.00,0.00,0.48,0.48,0.20,-0.10,-0.10,Matches
402,Serhiy Kryvtsov,ua UKR,DF,Inter Miami,32,1991,15.4,0.06,0.19,0.13,66.7,0.19,0.13,0.33,0.50,9.2,0.00,0.00,0.00,0.02,0.02,0.11,0.05,0.05,Matches
403,Theodore Ku-Dipietro,us USA,"MF,FW",D.C. United,22,2002,20.7,0.10,1.84,0.48,26.3,1.83,0.48,0.05,0.20,15.7,0.00,0.00,0.00,0.28,0.28,0.15,-0.18,-0.18,Matches
404,Yuya Kubo,jp JPN,"FW,DF",FC Cincinnati,30,1993,26.6,0.38,2.29,0.90,39.3,2.29,0.90,0.16,0.42,18.0,0.00,0.00,0.00,0.30,0.30,0.13,0.07,0.07,Matches
405,Mathías Laborda,uy URU,DF,Vancouver W'caps,24,1999,21.7,0.09,0.97,0.18,19.0,0.97,0.18,0.10,0.50,10.8,0.00,0.00,0.00,0.11,0.11,0.11,-0.02,-0.02,Matches
406,Luca Langoni,ar ARG,FW,NE Revolution,21,2002,7.8,0.38,0.90,0.64,71.4,0.89,0.64,0.43,0.60,18.6,0.00,0.00,0.00,0.12,0.12,0.13,0.27,0.27,Matches
407,Lassi Lappalainen,fi FIN,"DF,MF",CF Montréal,25,1998,3.7,0.00,1.89,0.27,14.3,1.90,0.27,0.00,0.00,15.7,0.00,0.00,0.00,0.19,0.19,0.10,-0.19,-0.19,Matches
408,Oliver Larraz,us USA,MF,Colorado Rapids,22,2001,24.4,0.04,0.70,0.25,35.3,0.70,0.25,0.06,0.17,19.4,0.00,0.00,0.00,0.07,0.07,0.09,-0.02,-0.02,Matches
409,Richie Laryea,ca CAN,"DF,MF",Toronto FC,29,1995,10.0,0.10,0.50,0.30,60.0,0.50,0.30,0.20,0.33,16.6,0.00,0.00,0.00,0.07,0.07,0.14,0.03,0.03,Matches
410,Ariel Lassiter,cr CRC,"DF,MF",Chicago Fire,29,1994,4.9,0.00,1.43,0.00,0.0,1.42,0.00,0.00,,17.5,0.00,0.00,0.00,0.06,0.06,0.04,-0.06,-0.06,Matches
411,Ariel Lassiter,cr CRC,"DF,MF",CF Montréal,29,1994,17.7,0.17,1.36,0.68,50.0,1.36,0.68,0.13,0.25,22.2,0.23,0.00,0.00,0.15,0.15,0.11,0.02,0.02,Matches
412,Randall Leal,cr CRC,MF,Nashville SC,27,1997,0.5,0.00,6.00,0.00,0.0,5.74,0.00,0.00,,21.9,0.00,0.00,0.00,0.40,0.40,0.06,-0.40,-0.40,Matches
413,Tim Leibold,de GER,DF,Sporting KC,30,1993,24.5,0.04,0.57,0.16,28.6,0.57,0.16,0.07,0.25,20.8,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.02,Matches
414,Brooks Lennon,us USA,"DF,MF",Atlanta Utd,26,1997,32.8,0.00,0.24,0.00,0.0,0.24,0.00,0.00,,16.2,0.03,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches
415,Tucker Lepley,us USA,MF,LA Galaxy,22,2002,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
416,Jonathan Lewis,us USA,FW,Colorado Rapids,26,1997,8.4,0.36,2.02,0.60,29.4,2.03,0.60,0.18,0.60,15.0,0.00,0.00,0.00,0.25,0.25,0.12,0.11,0.11,Matches
417,Danny Leyva,us USA,MF,Seattle Sounders,20,2003,2.5,0.00,2.40,0.00,0.0,2.36,0.00,0.00,,19.7,0.00,0.00,0.00,0.16,0.16,0.06,-0.16,-0.16,Matches
418,Nick Lima,us USA,DF,NE Revolution,29,1994,20.2,0.05,0.30,0.05,16.7,0.30,0.05,0.17,1.00,17.2,0.00,0.00,0.00,0.03,0.03,0.09,0.02,0.02,Matches
419,Jaylin Lindsey,us USA,DF,Charlotte,23,2000,3.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
420,Sebastian Lletget,us USA,MF,FC Dallas,31,1992,20.7,0.10,0.87,0.43,50.0,0.87,0.44,0.11,0.22,17.5,0.00,0.00,0.00,0.16,0.16,0.19,-0.07,-0.07,Matches
421,Hugo Lloris,fr FRA,GK,LAFC,37,1986,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
422,Saba Lobzhanidze,ge GEO,"FW,MF",Atlanta Utd,29,1994,27.3,0.33,3.00,0.99,32.9,3.01,0.99,0.11,0.33,15.6,0.22,0.00,0.00,0.39,0.39,0.13,-0.06,-0.06,Matches
423,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,30,1993,26.5,0.26,1.51,0.53,35.0,1.51,0.53,0.18,0.50,18.5,0.08,0.00,0.00,0.20,0.20,0.13,0.06,0.06,Matches
424,Nicolás Lodeiro,uy URU,"MF,FW",Orlando City,34,1989,19.0,0.05,1.79,0.42,23.5,1.79,0.42,0.03,0.13,18.6,0.16,0.00,0.00,0.13,0.13,0.07,-0.08,-0.08,Matches
425,Jasper Löffelsend,de GER,MF,Colorado Rapids,26,1997,3.8,0.00,1.05,0.26,25.0,1.05,0.26,0.00,0.00,22.7,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
426,Aaron Long,us USA,DF,LAFC,31,1992,26.4,0.04,0.30,0.08,25.0,0.30,0.08,0.13,0.50,11.8,0.00,0.00,0.00,0.02,0.02,0.08,0.02,0.02,Matches
427,Kevin Long,ie IRL,DF,Toronto FC,33,1990,23.5,0.00,0.26,0.04,16.7,0.26,0.04,0.00,0.00,10.9,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
428,Matthew Longstaff,eng ENG,MF,Toronto FC,23,2000,24.7,0.08,0.85,0.28,33.3,0.85,0.28,0.10,0.29,17.8,0.00,0.00,0.00,0.12,0.12,0.14,-0.04,-0.04,Matches
429,Antino Lopez,us USA,MF,Seattle Sounders,21,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
430,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,23,2000,20.2,0.30,2.18,0.50,22.7,2.18,0.49,0.14,0.60,23.8,0.05,0.00,0.00,0.21,0.21,0.10,0.08,0.08,Matches
431,Marvin Loría,cr CRC,MF,Portland Timbers,26,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
432,Evan Louro,us USA,GK,FC Cincinnati,28,1996,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
433,Daniel Lovitz,us USA,DF,Nashville SC,32,1991,25.2,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,22.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
434,Damion Lowe,jm JAM,DF,Philadelphia Union,30,1993,10.7,0.00,1.12,0.19,16.7,1.12,0.19,0.00,0.00,17.0,0.00,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,Matches
435,Eduard Löwen,de GER,MF,St. Louis,27,1997,20.6,0.24,2.38,0.63,26.5,2.37,0.63,0.04,0.15,27.4,0.53,0.15,0.19,0.26,0.11,0.05,-0.01,-0.01,Matches
436,Diego Luna,us USA,FW,Real Salt Lake,20,2003,24.5,0.33,2.29,0.90,39.3,2.28,0.90,0.14,0.36,19.8,0.08,0.00,0.00,0.25,0.25,0.12,0.07,0.07,Matches
437,Benjamin Lundt,de GER,GK,St. Louis,28,1995,2.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
438,Jack Lynn,us USA,"FW,MF",Orlando City,24,2000,2.8,0.71,2.14,1.07,50.0,2.11,1.05,0.33,0.67,7.6,0.00,0.00,0.00,0.89,0.89,0.41,-0.18,-0.18,Matches
439,Larrys Mabiala,cd COD,DF,Portland Timbers,36,1987,0.5,0.00,2.00,0.00,0.0,2.00,0.00,0.00,,10.8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
440,Aimé Mabika,zm ZAM,DF,Toronto FC,25,1998,5.2,0.00,0.77,0.00,0.0,0.78,0.00,0.00,,13.2,0.00,0.00,0.00,0.10,0.10,0.12,-0.10,-0.10,Matches
441,Zac MacMath,us USA,GK,Real Salt Lake,32,1991,23.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
442,Lukas MacNaughton,ca CAN,DF,Nashville SC,28,1995,4.6,0.00,0.87,0.43,50.0,0.88,0.44,0.00,0.00,7.4,0.00,0.00,0.00,0.09,0.09,0.11,-0.09,-0.09,Matches
443,Talles Magno,br BRA,"FW,MF",NYCFC,21,2002,0.8,1.25,2.50,1.25,50.0,2.65,1.32,0.00,0.00,20.4,0.00,1.25,1.25,1.13,0.13,0.04,0.13,-0.13,Matches
444,Jack Maher,us USA,DF,Nashville SC,24,1999,27.0,0.04,0.26,0.07,28.6,0.26,0.07,0.14,0.50,5.8,0.00,0.00,0.00,0.05,0.05,0.19,-0.01,-0.01,Matches
445,Cassius Mailula,za RSA,"MF,DF",Toronto FC,22,2001,0.2,0.00,10.0,5.00,50.0,9.47,4.74,0.00,0.00,13.6,0.00,0.00,0.00,2.00,2.00,0.18,-2.00,-2.00,Matches
446,Adilson Malanda,fr FRA,DF,Charlotte,22,2001,32.0,0.03,0.19,0.09,50.0,0.19,0.09,0.17,0.33,17.2,0.03,0.00,0.00,0.04,0.04,0.20,-0.01,-0.01,Matches
447,Elias Manoel,br BRA,FW,NY Red Bulls,22,2001,17.2,0.47,3.37,1.16,34.5,3.37,1.16,0.12,0.35,16.9,0.00,0.06,0.12,0.62,0.52,0.16,-0.15,-0.12,Matches
448,Dominik Marczuk,pl POL,FW,Real Salt Lake,20,2003,5.0,0.20,1.20,0.60,50.0,1.19,0.60,0.17,0.33,14.2,0.00,0.00,0.00,0.16,0.16,0.13,0.04,0.04,Matches
449,Paul Marie,fr FRA,"DF,FW",SJ Earthquakes,28,1995,17.1,0.18,0.58,0.35,60.0,0.59,0.35,0.30,0.50,18.3,0.06,0.00,0.00,0.10,0.10,0.17,0.08,0.08,Matches
450,Anthony Markanich,ph PHI,"MF,DF",Minnesota Utd,24,1999,0.7,0.00,2.86,1.43,50.0,2.90,1.45,0.00,0.00,12.2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
451,Anthony Markanich,ph PHI,DF,St. Louis,24,1999,14.6,0.00,1.16,0.41,35.3,1.17,0.41,0.00,0.00,23.0,0.00,0.00,0.00,0.04,0.03,0.03,-0.04,-0.03,Matches
452,Idan Markovich,il ISR,FW,Charlotte,19,2004,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
453,Marlon,br BRA,DF,LAFC,28,1995,1.4,0.71,1.43,0.71,50.0,1.43,0.71,0.50,1.00,9.3,0.00,0.00,0.00,0.07,0.07,0.06,0.64,0.64,Matches
454,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",Toronto FC,19,2004,11.5,0.09,1.04,0.17,16.7,1.04,0.17,0.08,0.50,16.3,0.00,0.00,0.00,0.08,0.08,0.08,0.01,0.01,Matches
455,Jahkeele Marshall-Rutty,ca CAN,"DF,MF",CF Montréal,19,2004,7.2,0.00,0.97,0.14,14.3,0.97,0.14,0.00,0.00,20.3,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
456,Alonso Martínez,cr CRC,FW,NYCFC,25,1998,16.5,0.97,3.33,1.64,49.1,3.33,1.63,0.29,0.59,16.1,0.00,0.00,0.00,0.62,0.62,0.19,0.35,0.35,Matches
457,David Martínez,ve VEN,"FW,MF",LAFC,17,2006,5.1,0.78,5.10,2.16,42.3,5.13,2.17,0.15,0.36,20.6,0.00,0.00,0.00,0.35,0.27,0.05,0.43,0.51,Matches
458,Josef Martínez,ve VEN,"FW,MF",CF Montréal,30,1993,15.3,0.72,2.94,1.24,42.2,2.94,1.24,0.22,0.53,13.9,0.13,0.07,0.07,0.61,0.56,0.19,0.11,0.09,Matches
459,Luís Martins,pt POR,"DF,MF",Vancouver W'caps,31,1992,8.6,0.00,0.47,0.12,25.0,0.47,0.12,0.00,0.00,24.4,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
460,Thiago Martins,br BRA,DF,NYCFC,28,1995,31.0,0.00,0.35,0.06,18.2,0.35,0.06,0.00,0.00,10.5,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
461,Alexandru Mățan,ro ROU,MF,Columbus Crew,24,1999,16.0,0.25,0.94,0.56,60.0,0.94,0.56,0.27,0.44,16.6,0.00,0.00,0.00,0.17,0.17,0.18,0.08,0.08,Matches
462,Jimmy Maurer,us USA,GK,FC Dallas,35,1988,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
463,Andreas Maxsø,dk DEN,DF,Colorado Rapids,29,1994,34.0,0.00,0.41,0.09,21.4,0.41,0.09,0.00,0.00,12.6,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
464,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,12.3,0.00,0.33,0.00,0.0,0.32,0.00,0.00,,27.8,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
465,John McCarthy,us USA,GK,LA Galaxy,31,1992,32.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
466,Dax McCarty,us USA,MF,Atlanta Utd,36,1987,10.2,0.00,0.78,0.00,0.0,0.79,0.00,0.00,,20.0,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
467,Christian McFarlane,eng ENG,"DF,MF",NYCFC,17,2007,4.0,0.00,0.50,0.25,50.0,0.49,0.25,0.00,0.00,18.7,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
468,Jack McGlynn,us USA,MF,Philadelphia Union,20,2003,25.7,0.16,2.02,0.74,36.5,2.03,0.74,0.08,0.21,26.2,0.16,0.00,0.00,0.09,0.09,0.04,0.07,0.07,Matches
469,Zac McGraw,ca CAN,DF,Portland Timbers,26,1997,9.5,0.00,0.21,0.11,50.0,0.21,0.11,0.00,0.00,10.9,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
470,Duncan McGuire,us USA,FW,Orlando City,22,2001,17.8,0.56,2.53,1.18,46.7,2.53,1.18,0.22,0.48,12.2,0.00,0.00,0.00,0.40,0.40,0.16,0.16,0.16,Matches
471,Thomas McNamara,us USA,"FW,MF",NE Revolution,32,1991,2.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
472,Brendan McSorley,us USA,FW,St. Louis,21,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
473,Christopher McVey,se SWE,DF,D.C. United,26,1997,23.8,0.04,0.34,0.17,50.0,0.34,0.17,0.13,0.25,12.3,0.00,0.00,0.00,0.05,0.05,0.14,-0.00,-0.00,Matches
474,Ryan Meara,us USA,GK,NY Red Bulls,33,1990,7.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
475,Tim Melia,us USA,GK,Sporting KC,37,1986,28.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
476,Jonathan Mensah,gh GHA,"DF,FW",NE Revolution,33,1990,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
477,Loïc Mesanvi,tg TOG,"FW,MF",Minnesota Utd,20,2003,0.7,0.00,2.86,2.86,100.0,2.77,2.77,0.00,0.00,11.2,0.00,0.00,0.00,0.43,0.43,0.17,-0.43,-0.43,Matches
478,Lionel Messi,ar ARG,"FW,MF",Inter Miami,36,1987,16.5,1.21,5.03,2.36,47.0,5.02,2.36,0.23,0.49,19.0,0.91,0.06,0.06,0.72,0.67,0.13,0.50,0.48,Matches
479,Matt Miazga,us USA,DF,FC Cincinnati,28,1995,15.7,0.00,0.64,0.13,20.0,0.64,0.13,0.00,0.00,21.0,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
480,Micael,br BRA,DF,Houston Dynamo,23,2000,30.8,0.00,0.32,0.03,10.0,0.33,0.03,0.00,0.00,15.9,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
481,Benji Michel,us USA,"FW,MF",Real Salt Lake,26,1997,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
482,Novak Mićović,rs SRB,GK,LA Galaxy,22,2001,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
483,Djordje Mihailovic,us USA,MF,Colorado Rapids,25,1998,27.5,0.40,1.82,0.80,44.0,1.82,0.80,0.14,0.32,22.2,0.58,0.15,0.22,0.42,0.23,0.13,-0.02,0.03,Matches
484,Jovan Mijatović,rs SRB,"FW,MF",NYCFC,18,2005,3.0,0.00,3.00,0.67,22.2,2.99,0.66,0.00,0.00,15.2,0.00,0.00,0.00,0.33,0.33,0.11,-0.33,-0.33,Matches
485,Eric Miller,us USA,DF,Portland Timbers,31,1993,11.2,0.09,0.54,0.18,33.3,0.53,0.18,0.17,0.50,10.5,0.00,0.00,0.00,0.04,0.04,0.06,0.05,0.05,Matches
486,Kamal Miller,ca CAN,DF,Portland Timbers,26,1997,21.8,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,15.5,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,Matches
487,Peyton Miller,us USA,DF,NE Revolution,16,2007,7.6,0.00,0.39,0.13,33.3,0.40,0.13,0.00,0.00,22.2,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
488,Tyler Miller,us USA,GK,D.C. United,30,1993,5.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
489,Georgi Minoungou,bf BFA,FW,Seattle Sounders,21,2002,4.1,0.24,1.95,0.49,25.0,1.94,0.49,0.13,0.50,11.6,0.00,0.00,0.00,0.12,0.12,0.06,0.12,0.12,Matches
490,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,28,1995,8.3,0.36,1.81,0.60,33.3,1.80,0.60,0.07,0.20,23.8,0.24,0.24,0.36,0.36,0.07,0.04,0.00,0.05,Matches
491,Roald Mitchell,tt TRI,FW,NY Red Bulls,21,2003,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
492,Shakur Mohammed,gh GHA,"MF,FW",Orlando City,20,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
493,Shaq Moore,us USA,DF,Nashville SC,27,1996,18.6,0.05,0.86,0.27,31.3,0.86,0.27,0.06,0.20,19.2,0.00,0.00,0.00,0.06,0.06,0.07,-0.01,-0.01,Matches
494,Felipe Mora,cl CHI,FW,Portland Timbers,30,1993,21.0,0.67,3.05,1.33,43.8,3.05,1.33,0.20,0.46,11.2,0.00,0.05,0.05,0.64,0.60,0.20,0.03,0.02,Matches
495,Alfredo Morales,us USA,MF,SJ Earthquakes,33,1990,7.2,0.00,0.83,0.14,16.7,0.83,0.14,0.00,0.00,13.2,0.00,0.00,0.00,0.07,0.07,0.09,-0.07,-0.07,Matches
496,Efrain Morales,bo BOL,DF,Atlanta Utd,19,2004,2.7,0.00,1.11,0.37,33.3,1.11,0.37,0.00,0.00,7.9,0.00,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,Matches
497,Maximiliano Moralez,ar ARG,"MF,FW",NYCFC,36,1987,10.0,0.10,1.10,0.40,36.4,1.10,0.40,0.09,0.25,16.0,0.10,0.00,0.00,0.11,0.11,0.10,-0.01,-0.01,Matches
498,Steven Moreira,cv CPV,DF,Columbus Crew,29,1994,23.4,0.09,0.26,0.13,50.0,0.26,0.13,0.33,0.67,21.0,0.00,0.00,0.00,0.05,0.05,0.19,0.04,0.04,Matches
