0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,20_Int,21_Tkl+Int,22_Clr,23_Err,24_Matches
263,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,30,1993,9.2,1.20,0.65,0.11,0.65,0.43,0.54,1.96,27.8,1.41,0.54,0.00,0.54,0.33,1.52,0.33,0.00,Matches
264,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,20,2003,7.9,0.63,0.51,0.13,0.25,0.25,0.51,1.14,44.4,0.63,0.89,0.13,0.76,0.51,1.14,2.41,0.00,Matches
265,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,15.3,1.24,0.72,0.52,0.59,0.13,0.92,1.37,66.7,0.46,1.31,0.72,0.59,0.85,2.09,1.31,0.07,Matches
266,Ian Fray,jm JAM,DF,Inter Miami,21,2002,7.3,2.33,1.64,2.05,0.14,0.14,0.96,1.78,53.8,0.82,1.37,0.55,0.82,1.92,4.25,2.33,0.27,Matches
267,Carl Fred Sainté,ht HAI,MF,FC Dallas,21,2002,1.7,2.35,1.76,1.18,0.59,0.59,1.76,2.94,60.0,1.18,2.94,1.18,1.76,2.94,5.29,5.29,0.00,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
269,Alex Freeman,us USA,"DF,MF",Orlando City,19,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,33.1,0.06,0.03,0.06,0.00,0.00,0.06,0.15,40.0,0.09,0.03,0.00,0.03,0.00,0.06,0.33,0.18,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,27.4,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.0,0.04,0.00,0.00,0.00,0.00,0.00,0.22,0.11,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,8.2,1.10,0.49,0.98,0.12,0.00,0.85,1.34,63.6,0.49,1.95,1.10,0.85,1.59,2.68,5.00,0.00,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,2.5,2.40,2.00,1.20,0.80,0.40,2.00,2.00,100.0,0.00,0.80,0.40,0.40,2.80,5.20,2.80,0.00,Matches
275,McKinze Gaines,us USA,"FW,MF",Houston Dynamo,25,1998,1.7,2.94,2.35,2.35,0.59,0.00,1.18,1.18,100.0,0.00,1.76,0.00,1.76,0.59,3.53,0.00,0.00,Matches
276,McKinze Gaines,us USA,"MF,DF",Nashville SC,25,1998,1.4,0.71,0.71,0.00,0.71,0.00,0.00,1.43,0.0,1.43,0.00,0.00,0.00,0.00,0.71,0.00,0.00,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,29.6,1.39,1.05,0.88,0.41,0.10,0.71,1.45,48.8,0.74,0.71,0.24,0.47,0.51,1.89,1.82,0.00,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.00,0.00,0.00,0.00,0.00,0.28,0.10,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,0.1,10.0,10.0,10.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,20.0,0.00,0.00,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,4.4,3.64,1.59,2.50,1.14,0.00,0.91,1.82,50.0,0.91,1.14,0.23,0.91,1.36,5.00,4.55,0.00,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,2.7,0.74,0.37,0.74,0.00,0.00,0.74,0.74,100.0,0.00,1.11,0.00,1.11,2.59,3.33,5.19,0.00,Matches
282,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,28,1995,27.3,2.20,1.25,0.44,1.21,0.55,0.84,1.68,50.0,0.84,1.14,0.00,1.14,0.26,2.45,0.44,0.04,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9.0,0.22,0.22,0.22,0.00,0.00,0.11,0.11,100.0,0.00,0.00,0.00,0.00,0.00,0.22,0.78,0.22,Matches
284,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,27,1996,27.8,1.15,0.72,0.29,0.61,0.25,0.29,0.90,32.0,0.61,0.54,0.04,0.50,0.29,1.44,0.25,0.00,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,8.0,1.13,0.88,0.00,0.88,0.25,0.75,1.00,75.0,0.25,0.75,0.13,0.63,0.38,1.50,1.25,0.00,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,25.4,0.43,0.31,0.08,0.28,0.08,0.16,0.75,21.1,0.59,0.59,0.00,0.59,0.24,0.67,0.12,0.04,Matches
287,Nacho Gil,es ESP,"FW,MF",NE Revolution,28,1995,7.0,1.86,1.14,1.14,0.29,0.43,0.43,1.57,27.3,1.14,0.71,0.14,0.57,1.00,2.86,0.57,0.00,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,18.8,2.82,2.02,1.33,1.22,0.27,1.33,2.61,51.0,1.28,1.49,0.37,1.12,1.81,4.63,1.60,0.00,Matches
289,Nicholas Gioacchini,us USA,"FW,MF",FC Cincinnati,23,2000,4.8,1.04,1.04,0.42,0.42,0.21,0.42,1.25,33.3,0.83,1.46,0.21,1.25,0.42,1.46,0.00,0.00,Matches
290,Jake Girdwood-Reich,au AUS,"MF,FW",St. Louis,19,2004,1.7,2.35,1.76,1.76,0.59,0.00,1.18,2.94,40.0,1.76,2.35,0.59,1.76,1.18,3.53,0.59,0.00,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,6.7,0.45,0.30,0.15,0.15,0.15,0.15,0.45,33.3,0.30,0.75,0.15,0.60,0.15,0.60,1.04,0.00,Matches
292,Dennis Gjengaar,no NOR,"MF,FW",NY Red Bulls,19,2004,10.4,0.87,0.38,0.10,0.48,0.29,0.38,1.54,25.0,1.15,1.73,0.10,1.63,0.58,1.44,0.48,0.00,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,25.0,0.88,0.60,0.52,0.32,0.04,0.44,0.96,45.8,0.52,1.72,1.24,0.48,1.60,2.48,3.20,0.04,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,0.4,2.50,2.50,0.00,2.50,0.00,2.50,2.50,100.0,0.00,5.00,2.50,2.50,0.00,2.50,0.00,0.00,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,31.2,1.67,0.77,1.31,0.32,0.03,1.09,1.92,56.7,0.83,1.41,0.96,0.45,1.51,3.17,3.97,0.03,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,16.6,1.99,1.33,0.72,1.27,0.00,0.96,1.63,59.3,0.66,0.96,0.18,0.78,1.99,3.98,0.54,0.06,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,27.4,1.64,1.17,1.13,0.44,0.07,0.62,1.06,58.6,0.44,1.35,0.73,0.62,2.08,3.72,5.15,0.04,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,20.1,1.94,1.34,0.70,0.80,0.45,0.75,2.04,36.6,1.29,1.19,0.20,1.00,0.35,2.29,0.55,0.00,Matches
300,Diego Gómez,py PAR,"FW,MF",Inter Miami,20,2003,15.0,3.20,1.87,1.07,1.40,0.73,1.40,3.73,37.5,2.33,1.87,0.07,1.80,0.87,4.07,0.67,0.07,Matches
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,22.7,1.63,0.97,0.97,0.57,0.09,0.88,1.01,87.0,0.13,0.97,0.35,0.62,0.88,2.51,1.94,0.09,Matches
302,Diogo Gonçalves,pt POR,"MF,FW",Real Salt Lake,26,1997,6.1,1.48,0.66,0.00,0.98,0.49,0.16,1.15,14.3,0.98,0.66,0.00,0.66,0.33,1.80,0.16,0.00,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,9.3,0.43,0.22,0.32,0.11,0.00,0.11,0.22,50.0,0.11,1.40,0.97,0.43,0.43,0.86,4.62,0.11,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,10.0,10.0,0.00,0.00,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,18.2,2.03,1.10,1.10,0.60,0.33,1.32,1.92,68.6,0.60,1.32,0.27,1.04,1.59,3.63,2.14,0.00,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,4.2,0.95,0.95,0.24,0.71,0.00,0.24,0.95,25.0,0.71,0.71,0.00,0.71,0.95,1.90,0.24,0.24,Matches
307,Julian Gressel,us USA,"MF,FW",Inter Miami,30,1993,26.0,1.04,0.58,0.35,0.50,0.19,0.38,1.23,31.3,0.85,0.65,0.15,0.50,0.46,1.50,0.50,0.08,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,21.9,2.42,1.23,1.00,1.32,0.09,0.96,2.05,46.7,1.10,0.82,0.05,0.78,1.28,3.70,1.74,0.09,Matches
309,Brian Gutiérrez,us USA,"MF,FW",Chicago Fire,20,2003,26.4,1.67,0.72,0.38,1.02,0.27,0.72,1.63,44.2,0.91,0.64,0.00,0.64,0.64,2.31,0.34,0.00,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,8.1,2.59,1.98,1.60,0.86,0.12,0.99,1.85,53.3,0.86,0.74,0.25,0.49,1.11,3.70,2.47,0.25,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,31.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.03,0.00,0.03,0.03,0.03,0.47,0.03,Matches
312,Justin Haak,us USA,"DF,MF",NYCFC,22,2001,8.7,1.49,1.26,0.57,0.80,0.11,0.92,1.84,50.0,0.92,1.95,0.69,1.26,1.72,3.22,2.30,0.00,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,1.0,3.00,2.00,0.00,2.00,1.00,2.00,4.00,50.0,2.00,6.00,1.00,5.00,1.00,4.00,2.00,0.00,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,2.1,1.43,1.43,0.48,0.48,0.48,0.48,0.95,50.0,0.48,2.86,0.48,2.38,2.38,3.81,2.38,0.00,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,5.1,0.98,0.98,0.78,0.20,0.00,0.78,0.98,80.0,0.20,0.78,0.39,0.39,1.76,2.75,4.51,0.00,Matches
317,Maren Haile-Selassie,ch SUI,"FW,MF",Chicago Fire,24,1999,22.6,0.62,0.53,0.22,0.22,0.18,0.35,1.02,34.8,0.66,0.84,0.04,0.80,0.40,1.02,0.31,0.00,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,1.9,1.05,1.05,1.05,0.00,0.00,0.53,1.58,33.3,1.05,1.58,0.00,1.58,0.00,1.05,2.11,0.00,Matches
319,Julian Hall,us USA,"MF,FW",NY Red Bulls,15,2008,1.8,1.67,1.11,0.56,0.56,0.56,1.11,1.11,100.0,0.00,1.11,0.00,1.11,1.11,2.78,0.00,0.00,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,1.2,4.17,2.50,2.50,0.83,0.83,1.67,4.17,40.0,2.50,2.50,0.00,2.50,0.83,5.00,1.67,0.00,Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,5.4,2.22,1.67,0.74,0.74,0.74,1.11,1.67,66.7,0.56,1.48,0.19,1.30,0.37,2.59,0.93,0.00,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,17.8,1.63,1.07,0.56,0.84,0.22,0.90,1.40,64.0,0.51,1.07,0.28,0.79,0.84,2.47,1.12,0.06,Matches
323,Cameron Harper,us USA,"MF,DF",NY Red Bulls,22,2001,15.8,0.82,0.63,0.44,0.13,0.25,0.51,1.14,44.4,0.63,0.82,0.06,0.76,0.44,1.27,0.89,0.00,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,26.4,2.46,1.48,0.87,1.06,0.53,1.17,1.74,67.4,0.57,1.89,0.57,1.33,1.48,3.94,3.52,0.04,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,16.9,1.07,0.59,0.24,0.53,0.30,0.83,2.43,34.1,1.60,1.30,0.06,1.24,0.12,1.18,0.53,0.06,Matches
326,Marcel Hartel,de GER,"MF,FW",St. Louis,28,1996,9.0,1.22,0.78,0.56,0.56,0.11,0.56,1.33,41.7,0.78,0.56,0.22,0.33,0.67,1.89,1.22,0.00,Matches
327,Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,23,2000,11.6,2.16,1.47,1.12,0.86,0.17,0.95,1.64,57.9,0.69,1.21,0.69,0.52,1.47,3.62,3.45,0.00,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,9.7,0.62,0.21,0.52,0.10,0.00,0.52,0.72,71.4,0.21,1.44,1.03,0.41,1.03,1.65,5.88,0.00,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,22.6,2.61,1.64,0.75,1.42,0.44,0.84,2.08,40.4,1.24,1.24,0.27,0.97,1.28,3.89,0.75,0.04,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,4.2,0.95,0.24,0.48,0.48,0.00,0.24,1.19,20.0,0.95,2.38,0.24,2.14,0.48,1.43,0.24,0.00,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,7.9,1.39,0.51,0.89,0.51,0.00,0.76,1.39,54.5,0.63,0.38,0.25,0.13,1.27,2.66,2.53,0.00,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,28.8,2.26,1.35,0.97,0.83,0.45,1.25,2.01,62.1,0.76,1.77,0.66,1.11,1.46,3.72,2.15,0.03,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,18.0,1.72,1.06,0.78,0.78,0.17,0.94,1.94,48.6,1.00,1.06,0.06,1.00,0.94,2.67,0.89,0.11,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,5.2,1.54,1.15,0.96,0.38,0.19,0.77,0.96,80.0,0.19,0.58,0.19,0.38,0.77,2.31,1.54,0.00,Matches
337,Bode Hidalgo,us USA,"DF,FW",Real Salt Lake,21,2002,16.2,2.35,1.85,1.54,0.80,0.00,1.36,2.16,62.9,0.80,1.36,0.56,0.80,1.05,3.40,2.72,0.00,Matches
338,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,15.2,1.84,1.25,1.05,0.59,0.20,1.25,1.84,67.9,0.59,1.38,0.79,0.59,1.12,2.96,4.14,0.00,Matches
339,Brendan Hines-Ike,us USA,DF,Austin,29,1994,24.7,0.97,0.61,0.61,0.28,0.08,0.45,0.81,55.0,0.36,1.54,1.30,0.24,0.32,1.30,3.44,0.04,Matches
340,Marino Hinestroza,co COL,"MF,FW",Columbus Crew,21,2002,3.9,1.54,1.54,0.00,1.03,0.51,0.26,1.54,16.7,1.28,1.03,0.26,0.77,0.26,1.79,0.00,0.00,Matches
341,Bongokuhle Hlongwane,za RSA,"FW,DF",Minnesota Utd,23,2000,21.3,1.27,0.61,0.47,0.66,0.14,0.52,1.08,47.8,0.56,1.50,0.33,1.17,0.52,1.78,1.17,0.00,Matches
342,Ryan Hollingshead,us USA,"DF,MF",LAFC,32,1991,24.5,2.57,1.80,1.63,0.69,0.24,1.51,2.33,64.9,0.82,1.27,0.33,0.94,1.63,4.20,2.57,0.00,Matches
343,Jackson Hopkins,us USA,MF,D.C. United,19,2004,10.6,1.98,1.23,0.75,1.13,0.09,1.13,2.45,46.2,1.32,0.94,0.00,0.94,0.19,2.17,1.79,0.00,Matches
344,Jannes Horn,de GER,DF,St. Louis,26,1997,6.2,0.97,0.81,0.16,0.65,0.16,0.48,1.13,42.9,0.65,1.45,0.48,0.97,0.16,1.13,2.42,0.00,Matches
345,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31.0,0.90,0.71,0.61,0.23,0.06,0.52,0.68,76.2,0.16,0.94,0.58,0.35,0.94,1.84,4.74,0.06,Matches
346,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,29.4,1.26,0.88,0.44,0.34,0.48,0.51,1.22,41.7,0.71,0.78,0.03,0.75,0.44,1.70,0.68,0.00,Matches
347,Sunusi Ibrahim,ng NGA,"FW,MF",CF Montréal,21,2002,11.2,0.36,0.18,0.00,0.27,0.09,0.09,0.45,20.0,0.36,0.54,0.27,0.27,0.36,0.71,1.70,0.00,Matches
348,Tega Ikoba,us USA,"FW,MF",Portland Timbers,20,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
349,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,16.3,1.23,0.74,0.74,0.43,0.06,0.80,1.41,56.5,0.61,0.92,0.37,0.55,1.10,2.33,2.27,0.00,Matches
350,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,21.7,2.63,1.75,1.24,1.06,0.32,1.52,3.18,47.8,1.66,1.66,0.37,1.29,1.38,4.01,1.75,0.14,Matches
351,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,19.0,1.11,0.68,0.58,0.42,0.11,0.74,1.11,66.7,0.37,0.89,0.58,0.32,0.42,1.53,4.05,0.00,Matches
352,Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,32,1991,15.0,0.73,0.53,0.33,0.20,0.20,0.27,0.87,30.8,0.60,0.93,0.00,0.93,0.53,1.27,0.07,0.00,Matches
353,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Matches
354,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25.0,0.04,0.04,0.04,0.00,0.00,0.04,0.04,100.0,0.00,0.00,0.00,0.00,0.00,0.04,0.44,0.04,Matches
355,Ousman Jabang,us USA,DF,CF Montréal,22,2001,0.0,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,0,0,Matches
356,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,4.0,2.00,1.00,0.00,0.75,1.25,1.00,1.25,80.0,0.25,0.50,0.00,0.50,0.25,2.25,0.00,0.25,Matches
357,Aziel Jackson,us USA,"FW,MF",St. Louis,22,2001,8.9,1.69,1.01,0.56,0.79,0.34,0.56,1.46,38.5,0.90,0.90,0.00,0.90,0.67,2.36,0.45,0.00,Matches
358,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3.0,0.33,0.33,0.33,0.00,0.00,0.33,0.33,100.0,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,Matches
359,Robin Jansson,se SWE,DF,Orlando City,32,1991,29.6,0.68,0.41,0.47,0.17,0.03,0.34,0.71,47.6,0.37,1.18,0.78,0.41,1.05,1.72,3.14,0.00,Matches
360,Andres Jasson,us USA,"MF,FW",NYCFC,22,2002,1.7,4.71,2.94,3.53,0.59,0.59,1.76,2.94,60.0,1.18,0.59,0.00,0.59,0.59,5.29,2.94,0.00,Matches
361,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
362,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,5.0,2.80,1.40,1.80,1.00,0.00,1.20,3.00,40.0,1.80,1.40,0.20,1.20,1.60,4.40,0.80,0.00,Matches
363,Hector Jiménez,us USA,DF,Austin,35,1988,6.4,1.09,0.63,0.63,0.16,0.31,0.47,1.88,25.0,1.41,1.56,0.31,1.25,1.56,2.66,2.03,0.00,Matches
364,Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
365,Levonte Johnson,ca CAN,"FW,MF",Vancouver W'caps,24,1999,7.4,1.08,0.95,0.95,0.14,0.00,0.54,0.95,57.1,0.41,0.81,0.00,0.81,0.27,1.35,0.27,0.00,Matches
366,Sean Johnson,us USA,GK,Toronto FC,34,1989,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.04,0.00,0.04,0.00,0.00,0.76,0.04,Matches
367,DeJuan Jones,us USA,DF,NE Revolution,26,1997,15.7,1.97,1.59,1.34,0.51,0.13,0.96,1.78,53.6,0.83,1.53,0.38,1.15,1.40,3.38,2.61,0.00,Matches
368,DeJuan Jones,us USA,DF,Columbus Crew,26,1997,4.5,1.56,1.33,1.11,0.44,0.00,1.56,2.22,70.0,0.67,1.11,0.22,0.89,1.11,2.67,1.33,0.00,Matches
369,Derrick Jones,us USA,MF,Columbus Crew,26,1997,5.3,2.64,1.51,1.13,1.51,0.00,1.70,1.89,90.0,0.19,0.57,0.00,0.57,0.94,3.58,1.51,0.00,Matches
370,Isaiah Jones,us USA,"MF,FW",Nashville SC,17,2006,0.1,10.0,10.0,0.00,10.0,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,Matches
371,Malachi Jones,sl SLE,FW,NYCFC,20,2003,5.4,2.78,1.85,0.37,1.67,0.74,0.74,1.11,66.7,0.37,1.48,0.19,1.30,0.56,3.33,1.30,0.00,Matches
372,Dejan Joveljić,rs SRB,FW,LA Galaxy,24,1999,21.4,0.47,0.37,0.14,0.05,0.28,0.19,0.51,36.4,0.33,0.47,0.05,0.42,0.05,0.51,1.03,0.00,Matches
373,Mykhi Joyner,us USA,FW,St. Louis,17,2006,0.5,2.00,0.00,2.00,0.00,0.00,2.00,4.00,50.0,2.00,6.00,0.00,6.00,0.00,2.00,0.00,0.00,Matches
374,Preston Judd,us USA,FW,SJ Earthquakes,24,1999,8.0,0.63,0.25,0.25,0.25,0.13,0.00,0.38,0.0,0.38,1.38,0.13,1.25,0.13,0.75,0.25,0.00,Matches
375,Anderson Julio,ec ECU,"FW,MF",Real Salt Lake,27,1996,15.5,0.52,0.39,0.06,0.13,0.32,0.13,0.97,13.3,0.84,0.71,0.00,0.71,0.45,0.97,0.84,0.00,Matches
376,Sam Junqua,us USA,DF,FC Dallas,27,1996,24.9,1.41,1.08,0.84,0.40,0.16,0.96,1.33,72.7,0.36,1.20,0.52,0.68,1.20,2.61,2.61,0.00,Matches
377,Sawyer Jura,us USA,DF,Portland Timbers,17,2006,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
378,Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
379,Kristijan Kahlina,hr CRO,GK,Charlotte,31,1992,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.03,0.03,0.71,0.06,Matches
380,Brent Kallman,us USA,DF,Nashville SC,33,1990,6.0,1.17,0.50,0.67,0.50,0.00,0.67,1.00,66.7,0.33,2.00,1.17,0.83,1.50,2.67,6.00,0.00,Matches
381,Kei Kamara,sl SLE,FW,LAFC,39,1984,11.2,0.80,0.45,0.18,0.45,0.18,0.54,0.89,60.0,0.36,0.63,0.36,0.27,0.00,0.80,1.52,0.00,Matches
382,Bernard Kamungo,us USA,"MF,FW",FC Dallas,22,2002,14.7,1.56,1.16,0.48,0.54,0.54,0.54,1.36,40.0,0.82,0.95,0.07,0.88,0.41,1.97,0.82,0.00,Matches
383,Alec Kann,us USA,GK,FC Cincinnati,33,1990,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,Matches
384,Alexandros Katranis,gr GRE,DF,Real Salt Lake,25,1998,22.2,2.07,1.17,0.86,1.04,0.18,0.95,1.80,52.5,0.86,1.40,0.32,1.08,1.04,3.11,1.62,0.00,Matches
385,Mark-Anthony Kaye,ca CAN,MF,NE Revolution,29,1994,15.5,3.35,2.00,1.42,1.61,0.32,1.74,3.23,54.0,1.48,2.13,0.32,1.81,0.97,4.32,1.03,0.06,Matches
386,Kipp Keller,us USA,DF,FC Cincinnati,23,2000,9.1,0.88,0.88,0.66,0.22,0.00,0.55,0.66,83.3,0.11,2.09,1.87,0.22,1.21,2.09,4.07,0.11,Matches
387,Kevin Kelsy,ve VEN,FW,FC Cincinnati,19,2004,13.8,0.43,0.29,0.14,0.14,0.14,0.14,0.14,100.0,0.00,1.01,0.00,1.01,0.36,0.80,0.58,0.00,Matches
388,Deandre Kerr,ca CAN,FW,Toronto FC,21,2002,11.0,0.73,0.73,0.09,0.45,0.18,0.18,0.36,50.0,0.18,0.36,0.00,0.36,0.27,1.00,0.36,0.00,Matches
389,Henry Kessler,us USA,DF,NE Revolution,25,1998,15.4,1.30,0.91,0.91,0.32,0.06,0.65,0.97,66.7,0.32,1.69,1.17,0.52,0.84,2.14,3.83,0.00,Matches
390,Henry Kessler,us USA,DF,St. Louis,25,1998,7.5,1.33,1.33,1.20,0.00,0.13,0.80,1.07,75.0,0.27,1.60,1.07,0.53,0.93,2.27,6.80,0.00,Matches
391,Hosei Kijima,jp JPN,"MF,FW",St. Louis,21,2002,8.7,2.30,1.26,0.57,1.26,0.46,0.80,1.72,46.7,0.92,2.07,0.11,1.95,1.38,3.68,0.80,0.00,Matches
392,Benjamin Kikanovic,us USA,"FW,DF",SJ Earthquakes,24,2000,13.9,2.30,1.29,1.58,0.58,0.14,1.44,2.52,57.1,1.08,1.37,0.29,1.08,0.58,2.88,1.94,0.00,Matches
393,Sota Kitahara,us USA,"DF,MF",Seattle Sounders,21,2003,1.6,1.88,0.63,1.25,0.00,0.63,1.25,1.88,66.7,0.63,0.00,0.00,0.00,0.63,2.50,1.88,0.00,Matches
394,Klauss,br BRA,FW,St. Louis,26,1997,21.8,0.96,0.55,0.18,0.37,0.41,0.41,0.96,42.9,0.55,0.69,0.05,0.64,0.18,1.15,1.06,0.00,Matches
395,John Klein,us USA,"FW,MF",St. Louis,24,1999,6.1,2.46,0.98,0.66,0.98,0.82,0.49,1.64,30.0,1.15,0.82,0.16,0.66,0.33,2.79,0.82,0.00,Matches
