team,name,roster_designation,current_status,contract_thru,option_years,category,roster_model,team_gam_2025
NEW YORK RED BULLS,Carlos Coronel,,,2024,2025,Standard,Designated Player Model,
NEW YORK RED BULLS,Ronald Donkor,,,2026,2027,Standard,Designated Player Model,
NEW YORK RED BULLS,Kyle Duncan,TAM Player,,2025,2026,TAM Player,Designated Player Model,
NEW YORK RED BULLS,Daniel Edelman,,,2027,2028,Standard,Designated Player Model,
NEW YORK RED BULLS,Noah Eile,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,
NEW YORK RED BULLS,Emil Forsberg,Designated Player,,2026,2027,Designated Player,Designated Player Model,
NEW YORK RED BULLS,Dennis Gjengaar,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,
NEW YORK RED BULLS,Cameron Harper,,,2027,2028,Standard,Designated Player Model,
NEW YORK RED BULLS,Juan José Mina,,Unavailable – On Loan,2026,2027,Standard,Designated Player Model,
NEW YORK RED BULLS,Elias Manoel,TAM Player,,2025,2026,TAM Player,Designated Player Model,
NEW YORK RED BULLS,Ryan Meara,,,2024,2025,Standard,Designated Player Model,
NEW YORK RED BULLS,Lewis Morgan,TAM Player,,2025,2026,TAM Player,Designated Player Model,
NEW YORK RED BULLS,Dylan Nealis,,,2027,2028,Standard,Designated Player Model,
NEW YORK RED BULLS,Sean Nealis,,,2025,2026,Standard,Designated Player Model,
NEW YORK RED BULLS,Andrés Reyes,TAM Player,,2026,2027,TAM Player,Designated Player Model,
NEW YORK RED BULLS,John Tolkin,,,2027,2028,Standard,Designated Player Model,
NEW YORK RED BULLS,Dante Vanzeir,Designated Player,,2026,2027,Designated Player,Designated Player Model,
NEW YORK RED BULLS,Wikelman Carmona,,,2027,2028,Standard,Designated Player Model,
NEW YORK RED BULLS,Julian Hall,Homegrown Player,,2026,2027,Homegrown,Designated Player Model,
NEW YORK RED BULLS,AJ Marcucci,,Unavailable – On Loan,2025,"2026, 2027",Standard,Designated Player Model,
NEW YORK RED BULLS,Roald Mitchell,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,
NEW YORK RED BULLS,Serge Ngoma Jr.,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,
NEW YORK RED BULLS,Aidan O'Connor,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
NEW YORK RED BULLS,Curtis Ofori,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,
NEW YORK RED BULLS,Mohammed Sofo,,,2026,"2027, 2028",Standard,Designated Player Model,
NEW YORK RED BULLS,Aidan Stokes,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
NEW YORK RED BULLS,Peter Stroud,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,
NEW YORK RED BULLS,Davi Alexandre,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,Designated Player Model,
ORLANDO CITY SC,Iván Angulo,,,2025,2026,Standard,Designated Player Model,
ORLANDO CITY SC,César Araújo,TAM Player,,2024,2025,TAM Player,Designated Player Model,
ORLANDO CITY SC,David Brekalo,TAM Player,,2027,2028,TAM Player,Designated Player Model,
ORLANDO CITY SC,Wilder Cartagena,,,2025,,Standard,Designated Player Model,
ORLANDO CITY SC,Ramiro Enrique,U22 Initiative,,2025,"2026, 2027",U22 Initiative,Designated Player Model,
ORLANDO CITY SC,Felipe,,,2024,,Standard,Designated Player Model,
ORLANDO CITY SC,Pedro Gallese,TAM Player,,2024,2025,TAM Player,Designated Player Model,
ORLANDO CITY SC,Heine Gikling Bruseth,U22 Initiative,,2026,"2027, 2028",U22 Initiative,Designated Player Model,
ORLANDO CITY SC,Gastón González,U22 Initiative,Unavailable – On Loan,2024,"2025, 2026, 2027",U22 Initiative,Designated Player Model,
ORLANDO CITY SC,Michael Halliday,,,2025,"2026, 2027",Standard,Designated Player Model,
ORLANDO CITY SC,Robin Jansson,,,2025,2026,Standard,Designated Player Model,
ORLANDO CITY SC,Nicolás Lodeiro,TAM Player,,2024,2025,TAM Player,Designated Player Model,
ORLANDO CITY SC,Duncan McGuire,,,2027,2028,Standard,Designated Player Model,
ORLANDO CITY SC,Luis Muriel,Designated Player,,2026,,Designated Player,Designated Player Model,
ORLANDO CITY SC,Martín Ojeda,Designated Player,,2025,"2026, 2027",Designated Player,Designated Player Model,
ORLANDO CITY SC,Rafael Santos,,,2024,"2025, 2026",Standard,Designated Player Model,
ORLANDO CITY SC,Rodrigo Schlegel,,,2024,"2025, 2026",Standard,Designated Player Model,
ORLANDO CITY SC,Kyle Smith,,,2023,2024,Standard,Designated Player Model,
ORLANDO CITY SC,Dagur Dan Thórhallsson,,,2026,2027,Standard,Designated Player Model,
ORLANDO CITY SC,Facundo Torres,Designated Player,,2026,"2027, 2028",Designated Player,Designated Player Model,
ORLANDO CITY SC,Alexander Freeman,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,
ORLANDO CITY SC,Jeorgio Kocevski,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
ORLANDO CITY SC,Favian Loyola,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,
ORLANDO CITY SC,Jack Lynn,,,2024,2025,Standard,Designated Player Model,
ORLANDO CITY SC,Shakur Mohammed,Generation adidas,,2025,"2026, 2027",Generation Adidas,Designated Player Model,
ORLANDO CITY SC,Javier Otero,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
ORLANDO CITY SC,Luca Petrasso,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
ORLANDO CITY SC,Mason Stajduhar,Homegrown Player,Unavailable – SEI,2025,2026,Homegrown,Designated Player Model,
ORLANDO CITY SC,Yutaro Tsukada,,,2025,"2026, 2027",Standard,Designated Player Model,
ORLANDO CITY SC,Thomas Williams,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
ORLANDO CITY SC,Tahir Reid-Brown,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
ORLANDO CITY SC,Abdi Salim,,Unavailable – On Loan,2024,"2025, 2026",Standard,Designated Player Model,
PHILADELPHIA UNION,Markus Anderson,,,2026,"2027, 2028",Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Tai Baribo,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Alejandro Bedoya,Player Professional Development Role,,2024,,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Jamir Berdecio,,Loan Player,2024,PT: 2027; 2028,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Andre Blake,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Jesús Bueno,,,2026,2027,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Chris Donovan,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Jack Elliott,TAM Player,,2024,2025,TAM Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Leon Flach,,,2024,,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Dániel Gazdag,Designated Player,,2025,2026,Designated Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Jakob Glesnes,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Nathan Harriel,Homegrown Player,,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Danley Jean Jacques,TAM Player,,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Olwethu Makhanya,U22 Initiative,,2025,"2026, 2027",U22 Initiative,U22 Initiative Player Model,
PHILADELPHIA UNION,Olivier Mbaizo,,,2024,2025,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Jack McGlynn,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Matt Real,Homegrown Player,Unavailable – On Loan,2024,2025,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Oliver Semmle,,,2025,2026,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Quinn Sullivan,Homegrown Player,,2024,2025,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Joaquin Torres,,Unavailable – On Loan,2024,2025,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Mikael Uhre,Designated Player,,2024,2025,Designated Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Kai Wagner,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
PHILADELPHIA UNION,Sam Adeniran,,,2024,,Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,Brandan Craig,Homegrown Player,Unavailable – On Loan,2024,2025,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Isaiah LeFlore,,,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,CJ Olney,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Nelson Pierre,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Jeremy Rafanello,Homegrown Player,,2024,2025,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Andrew Rick,Homegrown Player,,2028,2029,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Cavan Sullivan,Homegrown Player,,2028,,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Holden Trent,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
PHILADELPHIA UNION,David Vazquez,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Nicholas Pariano,Homegrown Player,Unavailable – On Loan,2025,"2026, 2027",Homegrown,U22 Initiative Player Model,
PHILADELPHIA UNION,Nelson Pierre,Homegrown Player,Unavailable – On Loan,2026,2027,Homegrown,U22 Initiative Player Model,
PORTLAND TIMBERS,Antony,U22 Initiative,,2026,2027,U22 Initiative,U22 Initiative Player Model,
PORTLAND TIMBERS,Miguel Araujo,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Maximiliano David Ayala,U22 Initiative,,2025,2026,U22 Initiative,U22 Initiative Player Model,
PORTLAND TIMBERS,Claudio Bravo,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Diego Chara,TAM Player,,2024,,TAM Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Maxime Crépeau,,,2025,2026,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Evander,Designated Player,,2026,2027,Designated Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Marvin Loría,,,2024,2025,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Zac McGraw,,,2025,2026,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Kamal Miller,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Felipe Mora,TAM Player,,2025,2026,TAM Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Santiago Moreno,U22 Initiative,,2026,2027,U22 Initiative,U22 Initiative Player Model,
PORTLAND TIMBERS,Juan Mosquera,TAM Player,,2027,2028,TAM Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Cristhian Paredes,,,2025,2026,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Jonathan Rodríguez,Designated Player,,2026,2027,Designated Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Finn Surman,,,2026,2027,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Mason Toye,,,2024,2025,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Eryk Williamson,Homegrown Player,,2025,,Homegrown,U22 Initiative Player Model,
PORTLAND TIMBERS,Dario Zuparic,TAM Player,,2025,,TAM Player,U22 Initiative Player Model,
PORTLAND TIMBERS,Tega Ikoba,Homegrown Player,,2024,"2025, 2026",Homegrown,U22 Initiative Player Model,
PORTLAND TIMBERS,Eric Miller,,,2025,,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Trey Muse,,,2025,2026,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,James Pantemis,,,2025,2026,Standard,U22 Initiative Player Model,
PORTLAND TIMBERS,Hunter Sulte,Homegrown Player,Unavailable – On Loan,2024,2025,Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Cristian Arango,Designated Player,,2025,2026,Designated Player,U22 Initiative Player Model,
REAL SALT LAKE,Andrew Brody,,,2024,2025,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Lachlan Brook,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
REAL SALT LAKE,Maikel Chang,,,2024,,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Matt Crooks,TAM Player,,2026,,TAM Player,U22 Initiative Player Model,
REAL SALT LAKE,Emeka Eneli,,,2028,2029,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Justen Glad,TAM Player,,2026,2027,TAM Player,U22 Initiative Player Model,
REAL SALT LAKE,Diogo Gonçalves,Designated Player,,2026,"2027, 2028",Designated Player,U22 Initiative Player Model,
REAL SALT LAKE,Erik Holt,,,2024,2025,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Anderson Julio,TAM Player,,2024,"2025, 2026",TAM Player,U22 Initiative Player Model,
REAL SALT LAKE,Alexandros Katranis,,,2025,"2026, 2027",Standard,U22 Initiative Player Model,
REAL SALT LAKE,Kevon Lambert,,Unavailable – On Loan,2025,2026,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Diego Luna,U22 Initiative,,2026,"2027, 2028",U22 Initiative,U22 Initiative Player Model,
REAL SALT LAKE,Zac MacMath,,,2025,,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Dominik Marczuk,U22 Initiative,,2027,2028,U22 Initiative,U22 Initiative Player Model,
REAL SALT LAKE,Benji Michel,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
REAL SALT LAKE,Braian Ojeda,U22 Initiative,,2025,"2026, 2027",U22 Initiative,U22 Initiative Player Model,
REAL SALT LAKE,Nelson Palacio,U22 Initiative,,2026,"2027, 2028",U22 Initiative,U22 Initiative Player Model,
REAL SALT LAKE,Rubio Rubín,TAM Player,Unavailable – On Loan,2024,2025,TAM Player,U22 Initiative Player Model,
REAL SALT LAKE,Pablo Ruiz,TAM Player,Unavailable – SEI,2026,"2027, 2028",TAM Player,U22 Initiative Player Model,
REAL SALT LAKE,Marcelo Silva,,,2024,,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Brayan Vera,TAM Player,,2025,"2026, 2027",TAM Player,U22 Initiative Player Model,
REAL SALT LAKE,Gavin Beavers,Homegrown Player,,2024,"2025, 2026, 2027",Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Matthew Bell,,Unavailable – On Loan,2025,"2026, 2027",Standard,U22 Initiative Player Model,
REAL SALT LAKE,Kevin Bonilla,,Unavailable - Other,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
REAL SALT LAKE,Javain Brown,,,2024,2025,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Noel Caliskan,,,2024,"2025, 2026, 2027",Standard,U22 Initiative Player Model,
REAL SALT LAKE,Tomás Gómez,,Unavailable – On Loan,2024,,Standard,U22 Initiative Player Model,
REAL SALT LAKE,Zavier Gozo,Homegrown Player,,2027,"2028, 2029",Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Bode Hidalgo,Homegrown Player,,2027,"2028, 2029",Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Bertin Jacquesson,Generation adidas,Unavailable – On Loan,2024,"2025, 2026",Generation Adidas,U22 Initiative Player Model,
REAL SALT LAKE,Jaziel Orozco,Homegrown Player,,2024,"2025, 2026",Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Ilijah Paul,Generation adidas,Unavailable – On Loan,2024,"2025, 2026",Generation Adidas,U22 Initiative Player Model,
REAL SALT LAKE,Philip Quinton,,,2024,"2025, 2026",Standard,U22 Initiative Player Model,
REAL SALT LAKE,Tommy Silva,Homegrown Player,,2024,"2025, 2026, 2027",Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Delentz Pierre,Homegrown Player,Unavailable – On Loan,2024,"2025, 2026",Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Zack Farnsworth,Homegrown Player,,2024,"2025, 2026",Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Axel Kei,Homegrown Player,,2025,2026,Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Luca Moisa,Homegrown Player,,2027,2028,Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Luis Rivera,Homegrown Player,,2026,2027,Homegrown,U22 Initiative Player Model,
REAL SALT LAKE,Jude Wellings,Homegrown Player,Unavailable – On Loan,2025,2026,Homegrown,U22 Initiative Player Model,
SAN JOSE EARTHQUAKES,Carlos Akapo,,,2024,,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Tanner Beason,,,2024,2025,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Ousseni Bouda,,,2024,2025,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Vitor Costa,,,2025,2026,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Daniel,TAM Player,,2024,2025,TAM Player,Designated Player Model,
SAN JOSE EARTHQUAKES,Jeremy Ebobisse,TAM Player,,2024,2025,TAM Player,Designated Player Model,
SAN JOSE EARTHQUAKES,Cristian Espinoza,Designated Player,,2025,2026,Designated Player,Designated Player Model,
SAN JOSE EARTHQUAKES,Carlos Gruezo,Designated Player,,2025,2026,Designated Player,Designated Player Model,
SAN JOSE EARTHQUAKES,Benji Kikanovic,,,2025,2026,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Hernán López,Designated Player,,2026,"2027, 2028",Designated Player,Designated Player Model,
SAN JOSE EARTHQUAKES,JT Marcinkowski,,Unavailable – SEI,2024,2025,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Paul Marie,,,2026,,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Alfredo Morales,,,2024,2025,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Amahl Pellegrino,TAM Player,,2025,,TAM Player,Designated Player Model,
SAN JOSE EARTHQUAKES,Rodrigues,TAM Player,,2025,2026,TAM Player,Designated Player Model,
SAN JOSE EARTHQUAKES,Jack Skahan,,,2025,2026,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Bruno Wilson,TAM Player,,2025,2026,TAM Player,Designated Player Model,
SAN JOSE EARTHQUAKES,William Yarbrough,,,2024,2025,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Jackson Yueill,TAM Player,,2024,,TAM Player,Designated Player Model,
SAN JOSE EARTHQUAKES,Michael Baldisimo,Homegrown Player,,2024,,Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Jacob Jackson,,,2024,2025,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Preston Judd,,,2024,,Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Daniel Munie,,,2024,"2025, 2026",Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Emmanuel Ochoa,Homegrown Player,,2027,"2028, 2029",Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Will Richmond,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Jamar Ricketts,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
SAN JOSE EARTHQUAKES,Tommy Thompson,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Niko Tsakiris,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Oscar Verhoeven,Homegrown Player,,2025,"2026, 2027",Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Casey Walls,Homegrown Player,,2024,,Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Chance Cowell,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Cruz Medina,Homegrown Player,,2026,2027,Homegrown,Designated Player Model,
SAN JOSE EARTHQUAKES,Edwyn Mendoza,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
SEATTLE SOUNDERS FC,Josh Atencio,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,
SEATTLE SOUNDERS FC,Léo Chú,U22 Initiative,,2024,2025,U22 Initiative,Designated Player Model,
SEATTLE SOUNDERS FC,Pedro de la Vega,Young Designated Player,,2027,2028,Designated Player,Designated Player Model,
SEATTLE SOUNDERS FC,Stefan Frei,,,2025,,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Yéimar Gomez Andrade,TAM Player,,2025,2026,TAM Player,Designated Player Model,
SEATTLE SOUNDERS FC,Danny Leyva,,,2026,2027,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Georgi Minoungou,Special Discovery Player,,2028,2029,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Jordan Morris,TAM Player,,2027,,TAM Player,Designated Player Model,
SEATTLE SOUNDERS FC,Danny Musovski,,,2025,2026,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Nathan,,,2024,2025,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Nouhou,,,2025,2026,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,João Paulo,TAM Player,,2024,,TAM Player,Designated Player Model,
SEATTLE SOUNDERS FC,Jackson Ragen,,,2024,,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Alex Roldan,,,2026,2027,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Cristian Roldan,TAM Player,,2027,,TAM Player,Designated Player Model,
SEATTLE SOUNDERS FC,Raúl Ruidíaz,Designated Player,,2024,,Designated Player,Designated Player Model,
SEATTLE SOUNDERS FC,Albert Rusnák,Designated Player,,2024,,Designated Player,Designated Player Model,
SEATTLE SOUNDERS FC,Andrew Thomas,,,2027,"2028, 2029",Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Cody Baker,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,
SEATTLE SOUNDERS FC,Reed Baker-Whiting,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
SEATTLE SOUNDERS FC,Jon Bell,,,2024,2025,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Jacob Castro,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
SEATTLE SOUNDERS FC,Stuart Hawkins,Homegrown Player,,2026,"2027, 2028",Homegrown,Designated Player Model,
SEATTLE SOUNDERS FC,Sota Kitahara,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
SEATTLE SOUNDERS FC,Braudilio Rodrigues,,,2024,"2025, 2026",Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Paul Rothrock,,,2024,2025,Standard,Designated Player Model,
SEATTLE SOUNDERS FC,Dylan Teves,Homegrown Player,,2024,2025,Homegrown,Designated Player Model,
SEATTLE SOUNDERS FC,Obed Vargas,Homegrown Player,,2025,2026,Homegrown,Designated Player Model,
ST. LOUIS CITY SC,Rasmus Alm,,,2025,2026,Standard,Designated Player Model,
ST. LOUIS CITY SC,Simon Becher,,Loan Player,June 2025,PT: 2026; 2027,Standard,Designated Player Model,
ST. LOUIS CITY SC,Njabulo Blom,,Unavailable – On Loan,2025,2026,Standard,Designated Player Model,
ST. LOUIS CITY SC,Roman Bürki,Designated Player,,2025,,Designated Player,Designated Player Model,
ST. LOUIS CITY SC,Chris Durkin,U22 Initiative,,2024,"2025, 2026",U22 Initiative,Designated Player Model,
ST. LOUIS CITY SC,Jake Girdwood-Reich,U22 Initiative,,2027,2028,U22 Initiative,Designated Player Model,
ST. LOUIS CITY SC,Marcel Hartel,Designated Player,,June 2028,2028,Designated Player,Designated Player Model,
ST. LOUIS CITY SC,Kyle Hiebert,,,2026,2027,Standard,Designated Player Model,
ST. LOUIS CITY SC,Jannes Horn,,Loan Player,June 2025,PT: June 2026; 2026,Standard,Designated Player Model,
ST. LOUIS CITY SC,Henry Kessler,TAM Player,,2025,2026,TAM Player,Designated Player Model,
ST. LOUIS CITY SC,João Klauss,Designated Player,,2025,2026,Designated Player,Designated Player Model,
ST. LOUIS CITY SC,Eduard Löwen,TAM Player,,2026,2027,TAM Player,Designated Player Model,
ST. LOUIS CITY SC,Ben Lundt,,,2024,2025,Standard,Designated Player Model,
ST. LOUIS CITY SC,Jake Nerwinski,,,2024,2025,Standard,Designated Player Model,
ST. LOUIS CITY SC,Joakim Nilsson,TAM Player,,2026,2027,TAM Player,Designated Player Model,
ST. LOUIS CITY SC,Tomas Ostrak,TAM Player,Unavailable – SEI,2026,2027,TAM Player,Designated Player Model,
ST. LOUIS CITY SC,Selmir Pidro,,Unavailable – On Loan,2025,,Standard,Designated Player Model,
ST. LOUIS CITY SC,Cedric Teuchert,TAM Player,,June 2026,2026,TAM Player,Designated Player Model,
ST. LOUIS CITY SC,Nökkvi Thórisson,,,2025,2026,Standard,Designated Player Model,
ST. LOUIS CITY SC,Tomas Totland,,,2026,2027,Standard,Designated Player Model,
ST. LOUIS CITY SC,Indiana Vassilev,,,2024,"2025, 2026",Standard,Designated Player Model,
ST. LOUIS CITY SC,Caden Glover,Homegrown Player,,2027,,Homegrown,Designated Player Model,
ST. LOUIS CITY SC,Hosei Kijima,,,2024,"2025, 2026, 2027",Standard,Designated Player Model,
ST. LOUIS CITY SC,John Klein,,,2024,"2025, 2026",Standard,Designated Player Model,
ST. LOUIS CITY SC,Christian Olivares,,,2025,"2026, 2027",Standard,Designated Player Model,
ST. LOUIS CITY SC,Miguel Perez,Homegrown Player,Unavailable – On Loan,2025,"2026, 2027",Homegrown,Designated Player Model,
ST. LOUIS CITY SC,Celio Pompeu,,Unavailable – SEI,2026,2027,Standard,Designated Player Model,
ST. LOUIS CITY SC,Jayden Reid,,,2024,"2025, 2026",Standard,Designated Player Model,
ST. LOUIS CITY SC,Akil Watts,,,2024,"2025, 2026",Standard,Designated Player Model,
ST. LOUIS CITY SC,Michael Wentzel,,,2024,"2025, 2026",Standard,Designated Player Model,
ST. LOUIS CITY SC,Josh Yaro,,,2024,,Standard,Designated Player Model,
ST. LOUIS CITY SC,Tyson Pearce,Homegrown Player,,2027,2028,Homegrown,Designated Player Model,
TORONTO FC,Federico Bernardeschi,Designated Player,,2026,2028,Designated Player,Designated Player Model,
TORONTO FC,Alonso Coello,,,2024,2025,Standard,Designated Player Model,
TORONTO FC,Derrick Etienne Jr,,,2025,"2026, 2027",Standard,Designated Player Model,
TORONTO FC,Deybi Flores,TAM Player,,2025,2026,TAM Player,Designated Player Model,
TORONTO FC,Kobe Franklin,Homegrown Player,,2024,"2025, 2026",Homegrown,Designated Player Model,
TORONTO FC,Lorenzo Insigne,Designated Player,,June 2026,2026,Designated Player,Designated Player Model,
TORONTO FC,Sean Johnson,TAM Player,,2025,2026,TAM Player,Designated Player Model,
TORONTO FC,Richie Laryea,Designated Player,,2026,2027,Designated Player,Designated Player Model,
TORONTO FC,Kevin Long,,,2024,2025,Standard,Designated Player Model,
TORONTO FC,Matty Longstaff,,,2025,2026,Standard,Designated Player Model,
TORONTO FC,Cassius Mailula,U22 Initiative,Unavailable – On Loan,2026,2027,U22 Initiative,Designated Player Model,
TORONTO FC,Shane O'Neill,,,2024,2025,Standard,Designated Player Model,
TORONTO FC,Jonathan Osorio,TAM Player,,2026,,TAM Player,Designated Player Model,
TORONTO FC,Prince Owusu,TAM Player,,2024,2025,TAM Player,Designated Player Model,
TORONTO FC,Raoul Petretta,TAM Player,,2025,2026,TAM Player,Designated Player Model,
TORONTO FC,Gregory Ranjitsingh,,,2024,2025,Standard,Designated Player Model,
TORONTO FC,Sigurd Rosted,TAM Player,,2025,2026,TAM Player,Designated Player Model,
