0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,30_Matches
104,Claudio Bravo,ar ARG,DF,Portland Timbers,28-266,1997,3.7,78.6,4.32,31.4,34.9,13.0,2.16,78.6,1.62,1.08,66.7,0.27,16.7,38.6,173.5,105.1,1.08,1.08,0.54,0.27,0.27,44.3,2.70,Matches
105,David Brekalo,si SVN,DF,Orlando City,27-001,1998,26.7,65.6,6.37,24.8,33.6,7.68,1.50,65.6,0.75,0.56,75.0,0.11,15.0,35.0,183.2,106.6,1.01,0.82,0.11,0.41,0.30,42.7,0.75,Matches
106,Luke Brennan,us USA,"FW,MF",Atlanta Utd,20-283,2005,5.9,37.1,0.34,5.42,12.2,20.3,4.58,37.1,3.90,1.36,34.8,2.20,56.5,26.6,193.1,100.8,4.41,1.19,2.03,2.03,1.86,27.3,12.4,Matches
107,Brenner,br BRA,"FW,MF",FC Cincinnati,25-322,2000,5.7,43.0,0.18,3.33,22.1,18.4,3.51,43.0,1.93,1.05,54.5,0.88,45.5,27.2,163.3,62.6,1.93,1.40,0.35,2.11,1.23,35.6,7.72,Matches
108,Sebastian Breza,ca CAN,GK,CF Montréal,27-264,1998,3.0,33.0,26.7,31.7,1.33,0.00,0.00,33.0,0.00,0.00,,0.00,,21.3,84.0,61.7,0.00,0.00,0.00,0.00,0.00,17.0,0.00,Matches
109,Yannick Bright,it ITA,MF,Inter Miami,24-092,2001,15.0,66.9,2.80,15.5,38.0,14.3,0.67,66.9,2.07,0.87,41.9,0.93,45.2,36.8,154.4,60.3,0.80,1.20,0.20,1.73,0.67,44.1,1.80,Matches
110,Andrew Brody,us USA,DF,Sporting KC,30-215,1995,5.5,53.5,2.73,11.1,21.3,21.5,1.27,53.5,0.73,0.73,100.0,0.00,0.0,33.3,188.4,103.3,2.36,1.45,0.18,1.45,0.36,35.3,6.55,Matches
111,Brandt Bronico,us USA,MF,Charlotte,30-167,1995,25.8,42.7,2.05,10.1,22.4,10.6,1.67,42.7,1.01,0.47,46.2,0.50,50.0,23.2,109.0,54.2,1.40,0.97,0.19,0.97,0.58,27.1,2.64,Matches
112,Lachlan Brook,au AUS,FW,Real Salt Lake,24-299,2001,1.1,60.9,0.00,4.55,24.5,31.8,1.82,60.9,0.91,0.00,0.0,0.91,100.0,39.1,150.9,70.0,0.91,0.91,0.91,3.64,0.00,41.8,5.45,Matches
113,Javain Brown,jm JAM,DF,Real Salt Lake,26-270,1999,2.2,77.7,3.18,32.7,37.7,7.27,1.82,77.7,0.00,0.00,,0.00,,39.1,149.5,83.6,1.36,0.91,0.00,0.45,1.82,50.0,0.45,Matches
114,Tristan Brown,us USA,"DF,FW",Columbus Crew,18-048,2007,0.5,94.0,4.00,10.0,26.0,58.0,10.0,94.0,8.00,2.00,25.0,6.00,75.0,56.0,450.0,266.0,12.0,6.00,10.0,6.00,2.00,56.0,14.0,Matches
115,Gastón Brugman,uy URU,MF,Nashville SC,33-088,1992,14.2,79.9,2.04,16.6,50.9,12.9,0.63,79.9,1.48,0.63,42.9,0.85,57.1,45.6,168.0,74.2,0.70,1.48,0.07,0.92,0.42,58.9,2.18,Matches
116,Snyder Brunell,us USA,"MF,FW",Seattle Sounders,18-256,2007,3.3,60.0,0.91,13.0,32.4,14.8,1.82,60.0,3.03,0.91,30.0,1.82,60.0,38.2,203.3,99.1,2.12,1.82,0.30,2.42,0.00,39.1,3.64,Matches
117,Ola Brynhildsen,no NOR,"FW,MF",Toronto FC,26-221,1999,14.8,22.2,0.54,2.30,9.46,11.1,3.11,22.2,2.50,0.81,32.4,1.55,62.2,15.5,89.5,39.8,1.55,0.81,0.95,3.38,1.22,16.9,3.11,Matches
118,Pavel Bucha,cz CZE,MF,FC Cincinnati,27-268,1998,32.0,57.8,1.81,11.4,32.6,14.4,1.63,57.8,1.53,0.78,51.0,0.75,49.0,32.8,152.2,66.1,0.94,1.06,0.19,1.16,1.06,40.4,2.53,Matches
119,Noel Buck,eng ENG,"MF,DF",NE Revolution,20-243,2005,0.3,73.3,6.67,26.7,26.7,23.3,6.67,73.3,0.00,0.00,,0.00,,36.7,176.7,20.0,0.00,0.00,3.33,3.33,3.33,30.0,6.67,Matches
120,Noel Buck,eng ENG,"MF,DF",SJ Earthquakes,20-243,2005,1.7,53.5,2.35,7.65,26.5,19.4,2.94,53.5,1.18,0.00,0.0,1.18,100.0,24.7,91.2,30.6,0.00,1.18,0.00,1.76,0.00,33.5,1.76,Matches
121,Dawid Bugaj,pl POL,DF,CF Montréal,21-148,2004,19.2,47.1,3.18,16.3,22.1,9.17,0.99,47.1,0.89,0.31,35.3,0.36,41.2,19.6,97.6,49.0,1.15,0.78,0.36,1.30,0.42,23.1,1.98,Matches
122,Osman Bukari,gh GHA,"FW,MF",Austin,26-356,1998,25.8,38.2,0.27,4.73,11.6,22.4,4.65,38.2,3.57,1.55,43.5,1.86,52.2,24.3,165.1,93.4,4.07,1.67,1.94,2.13,1.28,26.6,9.34,Matches
123,Teal Bunbury,us USA,"FW,MF",Nashville SC,35-280,1990,2.3,51.7,1.30,4.35,23.0,24.3,9.13,51.7,0.87,0.87,100.0,0.00,0.0,28.7,73.5,13.5,0.43,0.43,0.43,9.13,4.35,40.4,8.26,Matches
124,Roman Bürki,ch SUI,GK,St. Louis,35-020,1990,25.0,40.6,30.3,39.0,1.60,0.00,0.00,40.6,0.12,0.12,100.0,0.00,0.0,23.4,125.7,77.8,0.04,0.00,0.00,0.00,0.00,20.3,0.00,Matches
125,Evan Bush,us USA,GK,Columbus Crew,39-273,1986,6.0,36.8,27.8,36.7,0.17,0.00,0.00,36.8,0.00,0.00,,0.00,,22.0,96.0,42.5,0.00,0.00,0.00,0.00,0.00,18.3,0.00,Matches
126,Sergio Busquets,es ESP,MF,Inter Miami,37-141,1988,31.9,78.2,2.60,20.6,47.6,10.4,0.44,78.2,0.56,0.25,44.4,0.22,38.9,43.3,161.0,78.1,0.60,0.69,0.00,0.66,0.38,57.0,0.94,Matches
127,Brandon Bye,us USA,DF,NE Revolution,30-005,1995,12.3,57.9,4.39,19.0,21.5,17.9,2.20,57.9,0.81,0.57,70.0,0.24,30.0,24.6,91.0,40.2,0.57,0.49,0.16,1.14,0.49,31.6,7.15,Matches
128,Nathan Byrne,eng ENG,DF,Charlotte,33-182,1992,17.0,64.0,3.65,20.2,29.4,14.8,0.41,64.0,0.82,0.35,42.9,0.29,35.7,33.9,147.7,69.3,1.71,1.24,0.06,0.88,0.41,40.2,3.12,Matches
129,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,26-147,1999,8.5,29.4,0.82,3.65,11.1,15.2,3.53,29.4,0.82,0.12,14.3,0.59,71.4,16.6,88.7,32.6,1.41,0.71,0.59,1.88,1.41,19.1,6.82,Matches
130,Rafael Cabral,br BRA,GK,Real Salt Lake,35-198,1990,34.0,45.0,29.0,44.2,0.82,0.00,0.00,45.0,0.03,0.03,100.0,0.00,0.0,28.3,151.9,89.7,0.00,0.00,0.00,0.00,0.00,26.0,0.00,Matches
131,Kenji Cabrera,pe PER,"MF,FW",Vancouver W'caps,22-311,2003,2.0,75.5,1.50,7.00,21.0,49.5,4.50,75.5,3.00,1.00,33.3,1.50,50.0,45.5,211.5,113.0,4.00,6.00,0.50,2.50,0.50,55.5,14.5,Matches
132,Noel Caliskan,de GER,"DF,MF",Real Salt Lake,25-097,2000,22.1,69.0,3.35,21.5,36.1,11.9,0.72,69.0,0.50,0.09,18.2,0.32,63.6,39.4,169.3,86.8,1.54,1.13,0.14,0.68,0.27,44.2,1.31,Matches
133,Drake Callender,us USA,GK,Inter Miami,28-058,1997,2.1,35.2,30.5,35.2,0.00,0.00,0.00,35.2,0.00,0.00,,0.00,,20.0,88.1,39.0,0.00,0.00,0.00,0.00,0.00,18.1,0.00,Matches
134,Brandon Cambridge,us USA,FW,Charlotte,23-093,2002,0.0,1,0,0,0,1,1,1,0,0,,0,,1,4,4,0,0,0,0,0,1,0,Matches
135,Leonardo Campana,ec ECU,FW,NE Revolution,25-133,2000,18.3,33.3,1.69,3.66,16.3,13.7,4.04,33.3,0.93,0.60,64.7,0.33,35.3,15.3,68.7,26.4,0.71,0.49,0.27,2.13,1.20,22.6,4.64,Matches
136,George Campbell,us USA,DF,CF Montréal,24-165,2001,14.9,82.0,11.8,45.6,33.4,3.89,0.94,82.0,0.81,0.47,58.3,0.13,16.7,47.0,229.7,110.1,0.60,0.54,0.07,1.54,0.27,50.7,0.34,Matches
137,Reggie Cannon,us USA,DF,Colorado Rapids,27-176,1998,27.1,54.5,3.14,18.1,24.6,12.3,0.92,54.5,1.00,0.44,44.4,0.48,48.1,26.3,113.0,51.4,1.14,1.14,0.18,0.63,0.33,29.7,2.92,Matches
138,Christian Cappis,us USA,MF,FC Dallas,26-113,1999,9.1,44.4,2.53,9.45,24.2,11.8,1.65,44.4,1.32,0.44,33.3,0.77,58.3,22.9,102.9,45.5,0.66,1.21,0.11,1.10,0.44,28.5,2.20,Matches
139,Gustavo Caraballo,ve VEN,"MF,FW",Orlando City,17-097,2008,0.2,130.0,0.00,30.0,30.0,75.0,5.00,130.0,5.00,0.00,0.0,5.00,100.0,85.0,630.0,380.0,10.0,10.0,0.00,0.00,0.00,105.0,10.0,Matches
140,Felipe Carballo,uy URU,MF,NY Red Bulls,29-061,1996,10.5,81.1,2.19,15.9,48.1,17.5,1.33,81.1,1.24,0.57,46.2,0.67,53.8,47.2,214.1,107.5,1.43,1.81,0.10,1.14,0.86,57.7,2.48,Matches
141,Felipe Carballo,uy URU,MF,Portland Timbers,29-061,1996,1.4,57.1,3.57,14.3,35.0,8.57,2.86,57.1,0.71,0.00,0.0,0.71,100.0,32.1,128.6,72.1,1.43,0.71,0.00,0.71,0.71,37.9,0.00,Matches
142,Alan Carleton,us USA,"MF,FW",Nashville SC,20-259,2005,0.4,67.5,0.00,2.50,35.0,30.0,0.00,67.5,0.00,0.00,,0.00,,52.5,267.5,90.0,0.00,5.00,0.00,0.00,5.00,57.5,7.50,Matches
143,Antonio Carlos,br BRA,DF,Houston Dynamo,32-272,1993,6.7,70.4,13.1,44.2,22.5,3.88,2.39,70.4,0.00,0.00,,0.00,,36.9,211.0,110.9,0.45,0.45,0.15,0.60,0.00,43.0,0.30,Matches
144,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,22-283,2003,21.0,43.1,1.00,5.05,19.0,19.3,1.86,43.1,1.81,0.76,42.1,0.90,50.0,25.3,132.6,55.4,1.57,0.86,0.52,1.48,1.14,30.1,6.10,Matches
145,Maxi Carrizo,us USA,"MF,FW",NYCFC,17-279,2008,1.0,61.0,0.00,4.00,20.0,38.0,1.00,61.0,2.00,0.00,0.0,2.00,100.0,28.0,118.0,49.0,1.00,1.00,0.00,5.00,1.00,45.0,8.00,Matches
146,Julio Cascante,cr CRC,DF,Austin,32-062,1993,8.4,66.7,8.45,26.8,38.0,2.02,1.43,66.7,0.12,0.00,0.0,0.12,100.0,40.0,158.6,74.6,0.24,0.00,0.00,0.12,0.12,49.8,0.00,Matches
147,Jackson Castro,us USA,MF,Vancouver W'caps,22-345,2002,0.0,5,0,0,1,4,0,5,1,0,0.0,1,100.0,2,7,0,0,0,0,0,0,3,0,Matches
148,Nico Cavallo,us USA,"DF,MF",NYCFC,23-342,2001,3.5,71.7,5.14,26.0,33.4,13.4,0.57,71.7,0.57,0.29,50.0,0.29,50.0,32.0,155.4,77.7,1.43,1.14,0.00,1.14,0.29,37.4,4.29,Matches
149,Brayan Ceballos,co COL,DF,NE Revolution,24-194,2001,28.3,62.0,8.83,37.0,23.6,1.87,0.64,62.0,0.92,0.60,65.4,0.25,26.9,36.7,184.3,96.8,0.49,0.14,0.00,0.67,0.21,41.6,0.28,Matches
150,Roman Celentano,us USA,GK,FC Cincinnati,25-081,2000,30.0,33.6,29.9,33.5,0.10,0.00,0.00,33.6,0.07,0.07,100.0,0.00,0.0,17.1,82.5,43.7,0.00,0.00,0.00,0.17,0.00,14.7,0.00,Matches
151,Edwin Cerrillo,us USA,MF,LA Galaxy,25-062,2000,29.7,81.2,3.16,20.5,49.3,12.1,0.24,81.2,0.98,0.57,58.6,0.37,37.9,49.5,220.6,98.0,1.01,1.21,0.07,1.11,0.74,64.5,0.88,Matches
152,Dylan Chambost,fr FRA,MF,Columbus Crew,28-107,1997,29.2,88.5,2.05,14.3,46.9,28.0,1.37,88.5,0.58,0.27,47.1,0.31,52.9,54.7,220.0,102.4,1.51,1.61,0.17,0.82,0.75,68.8,3.90,Matches
153,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,26-337,1999,13.1,49.2,0.76,4.73,22.6,22.9,3.05,49.2,2.29,1.22,53.3,0.99,43.3,30.1,172.9,71.5,2.52,1.83,0.61,3.28,1.22,35.8,6.26,Matches
154,Kieran Chandler,us USA,DF,Minnesota Utd,20-178,2005,0.7,37.1,7.14,22.9,8.57,5.71,0.00,37.1,1.43,0.00,0.0,1.43,100.0,11.4,72.9,41.4,1.43,1.43,0.00,1.43,0.00,10.0,2.86,Matches
155,Maxime Chanot,lu LUX,DF,LAFC,36-013,1989,0.7,62.9,15.7,42.9,20.0,0.00,0.00,62.9,0.00,0.00,,0.00,,11.4,41.4,2.86,0.00,0.00,0.00,0.00,0.00,21.4,0.00,Matches
156,Diego Chará,co COL,MF,Portland Timbers,39-243,1986,13.3,64.0,3.38,16.9,40.1,7.59,0.00,64.0,0.45,0.38,83.3,0.08,16.7,33.9,118.0,48.3,0.45,0.98,0.00,0.83,0.60,42.2,0.60,Matches
157,Gabriel Chaves,br BRA,FW,LA Galaxy,24-296,2001,27.5,59.8,0.40,5.93,24.0,31.4,5.38,59.8,4.80,2.22,46.2,2.33,48.5,40.8,305.9,147.0,4.87,3.05,2.18,2.80,1.42,45.8,9.09,Matches
158,Yevhen Cheberko,ua UKR,DF,Columbus Crew,27-315,1998,25.7,88.5,6.73,34.0,47.9,7.08,0.62,88.5,0.66,0.35,52.9,0.23,35.3,55.0,290.8,152.9,1.56,0.93,0.08,0.62,0.31,64.9,0.78,Matches
159,Ștefan Chirilă,ro ROU,MF,FC Cincinnati,18-323,2007,0.1,20.0,0.00,0.00,0.00,20.0,10.0,20.0,0.00,0.00,,0.00,,20.0,60.0,50.0,0.00,0.00,0.00,0.00,20.0,20.0,10.0,Matches
160,Mathieu Choiniere,ca CAN,MF,LAFC,26-300,1999,7.1,72.5,1.55,15.1,45.2,12.8,0.70,72.5,0.70,0.28,40.0,0.28,40.0,43.5,187.0,75.4,0.56,1.13,0.00,0.70,0.99,54.8,1.41,Matches
161,Dominik Chong Qui,us USA,DF,Atlanta Utd,17-340,2007,1.7,37.1,3.53,11.2,13.5,12.4,1.76,37.1,1.18,0.00,0.0,1.18,100.0,21.8,109.4,65.3,3.53,0.00,0.59,1.76,1.76,26.5,4.12,Matches
162,Léo Chú,br BRA,"FW,MF",FC Dallas,25-242,2000,2.3,33.0,0.87,2.17,13.5,17.8,4.35,33.0,2.61,0.43,16.7,2.17,83.3,18.3,143.9,43.5,0.87,0.43,0.43,2.17,0.43,23.5,6.52,Matches
163,José Cifuentes,ec ECU,MF,Toronto FC,26-267,1999,5.4,52.8,3.70,11.5,29.6,12.6,0.93,52.8,2.41,1.85,76.9,0.56,23.1,33.0,188.9,104.4,2.22,1.11,0.19,1.67,1.48,36.7,2.22,Matches
164,Markus Cimermancic,ca CAN,"DF,MF",Toronto FC,21-064,2004,2.9,53.4,2.07,18.3,20.7,15.2,1.72,53.4,1.38,1.03,75.0,0.34,25.0,25.9,116.2,44.1,0.69,0.69,0.00,2.41,1.03,29.3,5.86,Matches
165,Caden Clark,us USA,"FW,MF",D.C. United,22-191,2003,1.6,33.8,1.88,6.88,11.9,15.0,3.13,33.8,1.25,1.25,100.0,0.00,0.0,20.0,150.6,83.8,3.75,1.88,1.88,1.25,0.63,21.9,5.00,Matches
166,Caden Clark,us USA,"FW,MF",CF Montréal,22-191,2003,17.4,33.2,0.52,4.66,14.0,15.1,1.95,33.2,1.21,0.57,47.6,0.63,52.4,18.2,84.5,38.4,1.38,0.80,0.46,2.53,0.92,21.4,5.34,Matches
167,Noah Cobb,us USA,"DF,FW",Atlanta Utd,20-137,2005,4.8,79.0,8.54,34.4,41.3,3.75,0.83,79.0,0.21,0.21,100.0,0.00,0.0,43.8,191.7,107.5,1.04,1.04,0.00,0.63,0.00,54.2,1.25,Matches
168,Noah Cobb,us USA,DF,Colorado Rapids,20-137,2005,4.0,62.5,6.50,31.8,29.3,1.75,0.75,62.5,0.00,0.00,,0.00,,40.0,180.8,95.5,0.25,0.75,0.00,0.25,0.00,43.0,0.00,Matches
169,Alonso Coello,es ESP,MF,Toronto FC,26-053,1999,24.1,74.4,4.81,24.1,40.7,10.2,0.33,74.4,1.20,0.83,69.0,0.37,31.0,43.8,212.4,91.6,0.62,0.83,0.04,1.20,0.37,50.4,0.71,Matches
170,Michael Collodi,us USA,GK,FC Dallas,24-193,2001,8.2,38.0,27.3,37.6,0.49,0.00,0.00,38.0,0.00,0.00,,0.00,,17.6,125.9,68.4,0.00,0.12,0.12,0.00,0.00,12.0,0.00,Matches
171,Theo Corbeanu,ca CAN,"FW,MF",Toronto FC,23-201,2002,25.6,41.4,0.35,3.48,17.1,22.3,4.26,41.3,4.53,2.34,51.7,1.88,41.4,29.6,310.8,164.9,7.07,3.48,2.34,2.89,0.94,32.4,8.55,Matches
172,Matthew Corcoran,us USA,MF,Nashville SC,19-290,2006,2.9,80.7,1.72,23.1,50.7,7.93,0.69,80.7,0.69,0.00,0.0,0.34,50.0,53.1,218.3,129.3,2.07,0.34,0.00,2.07,1.72,60.3,1.03,Matches
173,Carlos Coronel,py PAR,GK,NY Red Bulls,28-340,1996,31.0,35.9,28.7,35.5,0.32,0.00,0.00,35.9,0.00,0.00,,0.00,,20.9,87.1,48.7,0.00,0.00,0.00,0.03,0.00,17.8,0.00,Matches
174,David Costa,pt POR,"MF,FW",Portland Timbers,24-333,2001,27.9,55.6,0.43,5.27,27.2,23.9,3.33,55.6,2.58,1.25,48.6,1.33,51.4,39.6,258.8,132.4,4.84,2.97,1.18,2.04,0.97,44.9,6.74,Matches
175,Vitor Costa,br BRA,"DF,MF",SJ Earthquakes,31-156,1994,17.9,60.1,3.07,13.7,25.6,21.2,3.24,60.1,1.12,0.39,35.0,0.67,60.0,32.1,164.9,75.4,2.23,1.06,0.67,0.84,0.39,34.8,7.26,Matches
176,Baye Coulibaly,ml MLI,MF,Charlotte,19-330,2006,0.1,60.0,20.0,50.0,10.0,0.00,0.00,60.0,0.00,0.00,,0.00,,10.0,100.0,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,Matches
177,Antoine Coupland,ca CAN,FW,Vancouver W'caps,21-357,2003,0.2,40.0,0.00,10.0,10.0,25.0,10.0,40.0,15.0,10.0,66.7,5.00,33.3,25.0,185.0,110.0,0.00,5.00,0.00,10.0,0.00,20.0,5.00,Matches
178,Brandan Craig,us USA,"DF,MF",CF Montréal,21-241,2004,16.0,64.1,7.19,32.5,26.6,5.19,0.31,64.1,0.19,0.13,66.7,0.06,33.3,34.4,136.3,70.6,0.19,0.25,0.00,0.19,0.13,40.3,0.31,Matches
179,Ben Cremaschi,us USA,"MF,FW",Inter Miami,20-277,2005,15.4,55.1,0.71,10.2,26.3,19.5,2.27,55.1,1.95,0.78,40.0,1.04,53.3,33.1,146.3,61.3,1.30,0.91,0.45,1.56,0.71,38.7,5.65,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,31-207,1994,15.0,37.7,28.5,37.5,0.20,0.00,0.00,37.7,0.00,0.00,,0.00,,20.8,97.1,64.1,0.00,0.00,0.00,0.00,0.00,19.2,0.00,Matches
181,Andrés Cubas,py PAR,MF,Vancouver W'caps,29-196,1996,22.0,60.8,2.32,13.0,39.5,8.73,0.27,60.8,0.82,0.50,61.1,0.32,38.9,32.5,141.0,48.5,0.32,0.59,0.05,0.91,0.86,39.6,0.68,Matches
182,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,22-297,2003,8.8,73.4,3.30,16.9,26.5,30.1,2.16,73.4,1.59,0.68,42.9,0.80,50.0,42.0,177.0,93.5,2.39,1.59,0.57,1.48,0.80,50.7,11.7,Matches
183,Christopher Cupps,us USA,DF,Chicago Fire,17-192,2008,3.2,68.8,17.2,46.9,22.2,0.00,0.00,68.8,0.00,0.00,,0.00,,39.1,150.3,73.4,0.00,0.00,0.00,0.00,0.00,45.0,0.00,Matches
184,Hugo Cuypers,be BEL,FW,Chicago Fire,28-300,1997,31.1,30.0,1.19,3.25,13.9,13.2,4.50,29.8,1.25,0.39,30.8,0.77,61.5,14.8,74.2,29.2,1.00,0.55,0.55,2.64,0.71,19.1,4.92,Matches
185,Bruno Damiani,uy URU,"FW,MF",Philadelphia Union,23-230,2002,22.6,42.9,1.55,3.41,19.5,20.3,5.18,42.8,1.15,0.31,26.9,0.75,65.4,22.2,79.6,23.3,0.44,0.62,0.22,3.58,1.99,31.4,4.73,Matches
186,Dagur Dan Þórhallsson,is ISL,"MF,DF",Orlando City,25-216,2000,12.4,56.0,2.90,16.5,24.4,15.9,1.77,56.0,1.94,1.29,66.7,0.56,29.2,31.8,169.5,75.2,2.10,1.61,0.48,1.21,0.89,36.4,4.35,Matches
187,Daniel,br BRA,GK,SJ Earthquakes,31-212,1994,27.7,33.6,28.3,33.3,0.29,0.00,0.00,33.6,0.00,0.00,,0.00,,18.5,101.0,58.9,0.00,0.00,0.00,0.04,0.00,13.0,0.00,Matches
188,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,26-233,1999,10.1,54.3,0.89,11.3,30.8,13.4,0.99,54.3,1.19,0.30,25.0,0.69,58.3,24.3,125.5,51.3,0.89,1.68,0.10,1.49,0.79,28.2,1.19,Matches
189,Héctor David Martínez,py PAR,DF,Inter Miami,27-317,1998,4.2,88.1,11.2,43.8,41.2,3.81,1.43,88.1,0.00,0.00,,0.00,,52.6,253.3,161.2,0.71,0.48,0.00,0.71,0.00,61.7,0.48,Matches
190,Juan David Mosquera,co COL,DF,Portland Timbers,23-090,2002,25.2,60.6,2.54,14.4,27.9,19.2,1.79,60.6,1.51,0.75,50.0,0.63,42.1,34.0,175.7,101.5,2.74,1.94,0.75,1.27,0.87,37.9,5.87,Matches
191,Edward Davis,us USA,FW,Philadelphia Union,19-170,2006,0.0,1,0,0,0,1,0,1,0,0,,0,,1,12,0,0,0,0,0,1,1,1,Matches
192,Jake Davis,us USA,"MF,DF",Sporting KC,23-335,2002,20.7,68.2,1.45,10.0,33.5,25.1,1.74,68.2,1.45,1.01,70.0,0.39,26.7,37.9,180.9,83.0,1.64,1.59,0.39,1.64,0.53,46.1,3.96,Matches
193,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,24-300,2001,13.0,51.8,0.54,5.62,21.8,25.6,3.69,51.8,5.15,2.62,50.7,2.23,43.3,36.3,240.5,97.3,3.08,2.77,0.77,1.92,1.38,39.5,8.08,Matches
194,Rodrigo De Paul,ar ARG,MF,Inter Miami,31-194,1994,9.9,86.6,1.62,12.3,51.2,24.0,1.62,86.6,2.02,0.91,45.0,0.91,45.0,58.8,322.2,166.7,2.73,2.12,0.30,1.11,0.91,69.4,3.64,Matches
195,Osaze De Rosario,gy GUY,FW,Seattle Sounders,24-138,2001,2.9,29.7,0.69,2.41,12.1,15.9,5.86,29.7,1.72,0.69,40.0,1.03,60.0,16.6,71.7,34.5,1.03,1.03,0.34,3.79,1.38,23.1,4.14,Matches
196,Jonathan Dean,us USA,"DF,MF",Chicago Fire,28-203,1997,18.6,55.3,4.03,19.7,21.1,14.7,1.83,55.3,0.86,0.54,62.5,0.32,37.5,23.8,122.4,61.8,1.67,1.08,0.22,0.65,0.27,30.8,5.32,Matches
197,Louicius Deedson,ht HAI,FW,FC Dallas,24-296,2001,0.3,20.0,3.33,3.33,6.67,10.0,0.00,20.0,0.00,0.00,,0.00,,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,Matches
198,Marky Delgado,us USA,MF,LAFC,30-202,1995,28.6,80.2,1.96,12.6,49.7,18.6,0.87,80.2,0.91,0.59,65.4,0.21,23.1,48.4,207.6,87.1,1.08,1.29,0.03,1.29,0.70,60.0,2.45,Matches
199,Patrickson Delgado,ec ECU,"MF,FW",FC Dallas,22-048,2003,19.0,54.8,2.16,10.8,26.1,18.6,1.16,54.8,1.21,0.63,52.2,0.47,39.1,27.1,141.6,70.5,1.84,1.16,0.11,1.63,1.11,36.2,3.79,Matches
200,Kévin Denkey,tg TOG,FW,FC Cincinnati,25-004,2000,25.3,31.6,0.51,2.41,14.1,15.5,4.23,31.5,2.13,0.95,44.4,1.11,51.9,19.1,108.6,43.9,1.54,1.15,0.63,3.56,2.06,24.3,5.77,Matches
201,Mikkel Desler,dk DEN,"DF,MF",Austin,30-288,1995,14.9,62.1,4.77,19.1,28.9,14.6,1.34,62.1,1.14,0.54,47.1,0.54,47.1,33.4,181.4,70.1,1.07,1.07,0.13,0.74,0.67,37.0,2.62,Matches
202,Djibril Diani,fr FRA,MF,Charlotte,27-296,1998,12.8,53.2,2.97,14.3,27.3,11.8,1.09,53.2,0.94,0.31,33.3,0.55,58.3,29.3,146.0,58.3,1.33,0.86,0.31,1.02,0.78,34.5,1.48,Matches
203,Jefferson Díaz,co COL,DF,Minnesota Utd,24-364,2000,21.1,49.6,5.50,21.8,20.7,7.35,2.42,49.6,1.00,0.71,71.4,0.24,23.8,22.9,101.0,51.2,0.85,0.33,0.09,0.62,0.47,27.6,1.23,Matches
204,Luis Díaz,cr CRC,"FW,DF",NE Revolution,26-363,1998,4.4,54.5,0.91,6.82,19.3,29.1,6.14,54.5,5.00,1.36,27.3,2.73,54.5,35.2,197.0,82.5,3.18,2.73,2.50,5.23,0.91,38.2,13.2,Matches
205,Mamadou Dieng,sn SEN,FW,Minnesota Utd,21-303,2004,1.3,25.4,0.77,2.31,8.46,14.6,4.62,25.4,0.00,0.00,,0.00,,11.5,113.1,27.7,1.54,0.77,0.77,3.85,1.54,17.7,3.08,Matches
206,Javairô Dilrosun,nl NED,FW,LAFC,27-165,1998,4.8,43.5,0.63,4.79,13.1,26.0,4.38,43.5,2.29,0.63,27.3,1.04,45.5,29.6,210.8,92.7,3.75,1.46,2.29,1.67,0.83,35.4,10.0,Matches
207,Hamady Diop,sn SEN,DF,San Diego FC,23-181,2002,2.2,102.3,3.64,27.3,60.9,14.5,0.00,102.3,1.36,0.45,33.3,0.45,33.3,64.5,303.6,175.0,1.82,1.36,0.00,1.36,0.45,75.5,0.91,Matches
208,Innocent Dje,ci CIV,MF,Chicago Fire,22-213,2003,13.0,71.0,3.69,23.4,41.4,7.38,0.54,71.0,1.62,0.77,47.6,0.62,38.1,41.2,233.5,120.5,1.23,1.23,0.08,1.54,0.77,51.9,0.92,Matches
209,Derek Dodson,us USA,"DF,MF",D.C. United,27-031,1998,6.4,48.6,3.28,14.2,23.6,10.9,1.88,48.6,0.78,0.47,60.0,0.31,40.0,17.8,66.6,31.6,0.94,0.47,0.31,0.63,0.78,25.6,5.31,Matches
