0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
254,Diego Fagúndez,uy URU,"FW,MF",LA Galaxy,27,1995,11,6,576,6.4,0.16,0.16,0.31,0.16,0.00,0.00,0.00,0.00,0.05,0.05,0.19,0.23,1.72,3.28,7.97,0.16,0.16,0.31,0.16,0.31,0.05,0.19,0.24,0.05,0.24,Matches
255,José Fajardo,pa PAN,"FW,MF",D.C. United,29,1993,7,3,245,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.15,0.41,1.48,2.96,3.70,0.00,0.00,0.00,0.00,0.00,0.27,0.13,0.40,0.27,0.40,Matches
256,Mamadou Fall,sn SEN,DF,LAFC,20,2002,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.20,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
257,Marco Farfan,us USA,DF,FC Dallas,24,1998,32,31,2683,29.8,0.03,0.10,0.13,0.03,0.00,0.00,0.17,0.00,0.03,0.03,0.06,0.09,1.48,2.68,3.93,0.03,0.10,0.13,0.03,0.13,0.03,0.06,0.09,0.03,0.09,Matches
258,Jordan Faria,ca CAN,FW,Toronto FC,22,2000,1,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Facundo Farías,ar ARG,"FW,MF",Inter Miami,20,2002,11,9,836,9.3,0.32,0.11,0.43,0.32,0.00,0.00,0.43,0.00,0.18,0.18,0.17,0.35,3.55,4.95,5.05,0.32,0.11,0.43,0.32,0.43,0.18,0.17,0.35,0.18,0.35,Matches
260,Andrew Farrell,us USA,DF,NE Revolution,30,1992,23,21,1931,21.5,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,0.33,3.16,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
261,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,23,1999,31,23,2159,24.0,0.00,0.17,0.17,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.11,0.15,3.50,3.79,9.88,0.00,0.17,0.17,0.00,0.17,0.04,0.11,0.15,0.04,0.15,Matches
262,Felipe,br BRA,MF,Orlando City,32,1990,16,6,566,6.3,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.13,0.13,0.03,0.14,0.79,7.62,0.79,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,Matches
263,Julián Fernández,ar ARG,"FW,MF",NYCFC,19,2004,9,2,323,3.6,0.56,0.00,0.56,0.56,0.00,0.00,0.28,0.00,0.31,0.31,0.19,0.50,4.17,8.33,13.3,0.56,0.00,0.56,0.56,0.56,0.30,0.21,0.51,0.30,0.51,Matches
264,Omir Fernandez,us USA,"MF,FW",NY Red Bulls,23,1999,30,22,1745,19.4,0.31,0.15,0.46,0.21,0.10,0.10,0.10,0.00,0.30,0.22,0.12,0.34,2.01,2.37,5.41,0.31,0.15,0.46,0.21,0.36,0.30,0.12,0.42,0.22,0.34,Matches
265,Jesús Ferreira,us USA,FW,FC Dallas,22,2000,27,25,2264,25.2,0.48,0.16,0.63,0.44,0.04,0.04,0.08,0.00,0.38,0.35,0.22,0.56,1.51,4.09,5.56,0.48,0.16,0.64,0.44,0.60,0.38,0.22,0.60,0.35,0.57,Matches
266,Sebastián Ferreira,py PAR,FW,Houston Dynamo,24,1998,11,2,302,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.24,0.24,0.06,0.32,0.29,1.18,7.35,0.00,0.00,0.00,0.00,0.00,0.25,0.06,0.31,0.25,0.31,Matches
267,Ethan Finlay,us USA,"FW,MF",Austin,32,1990,34,20,1694,18.8,0.27,0.16,0.43,0.27,0.00,0.00,0.11,0.00,0.21,0.21,0.10,0.31,1.28,1.91,7.87,0.27,0.16,0.43,0.27,0.43,0.21,0.10,0.31,0.21,0.31,Matches
268,Nicolas Firmino,us USA,MF,Atlanta Utd,22,2001,1,0,4,0.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,0,0,0,22.50,0.00,22.50,22.50,22.50,2.80,0.84,3.64,2.80,3.64,Matches
269,Leon Flach,us USA,MF,Philadelphia Union,21,2001,25,21,1794,19.9,0.05,0.05,0.10,0.05,0.00,0.00,0.25,0.00,0.03,0.03,0.04,0.07,0.30,2.26,1.36,0.05,0.05,0.10,0.05,0.10,0.03,0.04,0.06,0.03,0.06,Matches
270,Kristian Fletcher,us USA,"FW,MF",D.C. United,17,2005,10,1,133,1.5,0.00,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.13,0.20,4.00,1.33,12.7,0.00,0.68,0.68,0.00,0.68,0.08,0.11,0.19,0.08,0.19,Matches
271,Danny Flores,us USA,MF,Sporting KC,20,2002,1,0,7,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
272,CJ Fodrey,us USA,"DF,FW",Austin,18,2004,3,0,32,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,2.50,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.00,0.52,Matches
273,Nathan Fogaça,br BRA,FW,Portland Timbers,23,1999,16,5,566,6.3,0.16,0.32,0.48,0.16,0.00,0.00,0.32,0.00,0.24,0.24,0.14,0.38,0.95,2.70,6.51,0.16,0.32,0.48,0.16,0.48,0.24,0.15,0.38,0.24,0.38,Matches
274,Andreu Fontàs,es ESP,DF,Sporting KC,33,1989,28,27,2392,26.6,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.03,0.03,0.01,0.04,0.53,4.77,0.04,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
275,Ajani Fortune,tt TRI,MF,Atlanta Utd,20,2002,14,3,374,4.2,0.00,0.24,0.24,0.00,0.00,0.00,0.71,0.00,0.17,0.17,0.02,0.21,1.19,3.33,1.90,0.00,0.24,0.24,0.00,0.24,0.18,0.03,0.21,0.18,0.21,Matches
276,Taxiarchis Fountas,gr GRE,"FW,MF",D.C. United,27,1995,17,12,1099,12.2,0.49,0.00,0.49,0.41,0.08,0.08,0.25,0.00,0.46,0.39,0.05,0.44,2.62,3.28,6.48,0.49,0.00,0.49,0.41,0.41,0.46,0.05,0.51,0.39,0.44,Matches
277,Franco Fragapane,ar ARG,"MF,FW",Minnesota Utd,29,1993,24,14,1330,14.8,0.07,0.14,0.20,0.07,0.00,0.00,0.14,0.00,0.17,0.17,0.18,0.34,2.03,4.73,7.70,0.07,0.14,0.20,0.07,0.20,0.17,0.18,0.34,0.17,0.34,Matches
278,Iván Franco,py PAR,"FW,MF",Houston Dynamo,22,2000,26,11,1065,11.8,0.25,0.08,0.34,0.25,0.00,0.00,0.25,0.00,0.29,0.29,0.08,0.36,2.12,2.71,6.78,0.25,0.08,0.34,0.25,0.34,0.29,0.08,0.37,0.29,0.37,Matches
279,Kobe Franklin,ca CAN,"DF,MF",Toronto FC,19,2003,27,23,2172,24.1,0.00,0.04,0.04,0.00,0.00,0.00,0.08,0.00,0.02,0.02,0.05,0.07,1.45,4.23,3.28,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07,Matches
280,Liam Fraser,ca CAN,MF,FC Dallas,24,1998,7,4,369,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.49,3.41,0.24,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
281,Ian Fray,jm JAM,"DF,MF",Inter Miami,20,2002,11,7,655,7.3,0.14,0.00,0.14,0.14,0.00,0.00,0.55,0.00,0.03,0.03,0.03,0.05,2.47,7.40,0.96,0.14,0.00,0.14,0.14,0.14,0.03,0.02,0.05,0.03,0.05,Matches
282,Alex Freeman,us USA,DF,Orlando City,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
283,Matt Freese,us USA,GK,NYCFC,24,1998,10,10,900,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
284,Stefan Frei,ch SUI,GK,Seattle Sounders,36,1986,32,32,2880,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
285,Ray Gaddis,us USA,DF,FC Cincinnati,33,1990,28,15,1248,13.9,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.01,0.01,0.03,0.03,0.72,2.95,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
286,Julian Gaines,us USA,DF,LAFC,20,2002,2,1,65,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
287,McKinze Gaines,us USA,"FW,MF",Charlotte,24,1998,18,8,738,8.2,0.12,0.12,0.24,0.12,0.00,0.00,0.37,0.00,0.06,0.06,0.21,0.26,3.41,2.32,8.17,0.12,0.12,0.24,0.12,0.24,0.06,0.20,0.26,0.06,0.26,Matches
288,Jon Gallagher,ie IRL,"DF,MF",Austin,26,1996,34,31,2788,31.0,0.16,0.13,0.29,0.16,0.00,0.00,0.13,0.00,0.08,0.08,0.15,0.22,3.06,3.61,6.94,0.16,0.13,0.29,0.16,0.29,0.08,0.14,0.22,0.08,0.22,Matches
289,Pedro Gallese,pe PER,GK,Orlando City,32,1990,30,30,2700,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
290,Braian Galván,ar ARG,"FW,DF",Colorado Rapids,22,2000,20,6,664,7.4,0.14,0.00,0.14,0.00,0.14,0.14,0.14,0.27,0.15,0.04,0.08,0.12,2.43,5.54,7.03,0.14,0.00,0.14,0.00,0.00,0.15,0.08,0.23,0.04,0.12,Matches
291,Mender García,co COL,"FW,MF",Minnesota Utd,24,1998,30,13,1029,11.4,0.26,0.09,0.35,0.26,0.00,0.00,0.00,0.00,0.38,0.38,0.27,0.64,1.14,1.49,5.88,0.26,0.09,0.35,0.26,0.35,0.37,0.27,0.64,0.37,0.64,Matches
292,Chase Gasper,us USA,DF,Houston Dynamo,27,1996,5,3,209,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.87,3.91,5.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
293,Ryan Gauld,sct SCO,"FW,MF",Vancouver W'caps,27,1995,32,30,2632,29.2,0.38,0.41,0.79,0.17,0.21,0.27,0.17,0.00,0.48,0.26,0.34,0.61,2.64,6.95,6.85,0.38,0.41,0.79,0.17,0.58,0.48,0.34,0.82,0.26,0.60,Matches
294,Luka Gavran,ca CAN,GK,Toronto FC,22,2000,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
295,Dániel Gazdag,hu HUN,MF,Philadelphia Union,26,1996,32,30,2730,30.3,0.46,0.20,0.66,0.10,0.36,0.36,0.17,0.00,0.45,0.16,0.16,0.32,1.29,4.95,5.08,0.46,0.20,0.66,0.10,0.30,0.45,0.16,0.61,0.16,0.32,Matches
296,Geovane,br BRA,DF,FC Dallas,21,2001,19,11,987,11.0,0.00,0.18,0.18,0.00,0.00,0.00,0.45,0.00,0.04,0.04,0.10,0.14,1.73,2.36,4.55,0.00,0.18,0.18,0.00,0.18,0.04,0.10,0.14,0.04,0.14,Matches
297,Alex Gersbach,au AUS,"DF,MF",Colorado Rapids,25,1997,3,3,261,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03,2.41,2.76,3.45,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
298,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,28,1994,27,21,1781,19.8,0.86,0.00,0.86,0.86,0.00,0.00,0.35,0.00,0.64,0.64,0.08,0.72,0.51,1.01,5.30,0.86,0.00,0.86,0.86,0.86,0.63,0.08,0.71,0.63,0.71,Matches
299,Carles Gil,es ESP,MF,NE Revolution,30,1992,32,29,2620,29.1,0.38,0.27,0.65,0.31,0.07,0.07,0.14,0.00,0.26,0.21,0.31,0.51,4.81,10.4,5.91,0.38,0.27,0.65,0.31,0.58,0.26,0.31,0.57,0.21,0.51,Matches
300,Nacho Gil,es ESP,"FW,DF",NE Revolution,27,1995,9,8,526,5.8,0.00,0.34,0.34,0.00,0.00,0.00,0.34,0.00,0.03,0.03,0.12,0.16,3.62,3.28,6.90,0.00,0.34,0.34,0.00,0.34,0.03,0.12,0.15,0.03,0.15,Matches
301,Gastón Giménez,py PAR,MF,Chicago Fire,31,1991,31,27,2200,24.4,0.04,0.04,0.08,0.04,0.00,0.00,0.41,0.04,0.07,0.07,0.05,0.12,0.82,4.06,0.74,0.04,0.04,0.08,0.04,0.08,0.06,0.05,0.12,0.06,0.12,Matches
302,Nicholas Gioacchini,us USA,"FW,MF",St. Louis,22,2000,32,24,2095,23.3,0.43,0.04,0.47,0.39,0.04,0.04,0.09,0.00,0.32,0.29,0.12,0.40,1.03,1.97,6.18,0.43,0.04,0.47,0.39,0.43,0.32,0.12,0.44,0.29,0.40,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,25,1997,32,31,2714,30.2,0.17,0.00,0.17,0.17,0.00,0.00,0.23,0.03,0.08,0.08,0.01,0.08,0.36,3.28,0.03,0.17,0.00,0.17,0.17,0.17,0.08,0.01,0.08,0.08,0.08,Matches
304,Jakob Glesnes,no NOR,DF,Philadelphia Union,28,1994,31,31,2790,31.0,0.06,0.00,0.06,0.06,0.00,0.00,0.19,0.00,0.04,0.04,0.02,0.05,1.10,3.65,0.10,0.06,0.00,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05,Matches
305,Caden Glover,us USA,MF,St. Louis,15,2007,1,0,14,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
306,Aníbal Godoy,pa PAN,MF,Nashville SC,32,1990,23,19,1664,18.5,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.03,0.03,0.03,0.06,0.86,5.46,1.08,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
307,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,30,1992,33,32,2887,32.1,0.06,0.00,0.06,0.06,0.00,0.00,0.19,0.00,0.05,0.05,0.02,0.07,0.50,3.61,0.31,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches
308,Carlos Gómez,co COL,"MF,FW",Real Salt Lake,20,2002,30,15,1399,15.5,0.06,0.32,0.39,0.06,0.00,0.00,0.13,0.00,0.17,0.17,0.25,0.41,4.13,3.10,10.5,0.06,0.32,0.39,0.06,0.39,0.17,0.24,0.41,0.17,0.41,Matches
309,Diego Gómez,py PAR,"MF,FW",Inter Miami,19,2003,5,5,416,4.6,0.22,0.00,0.22,0.22,0.00,0.00,0.43,0.00,0.17,0.17,0.22,0.39,1.52,2.83,3.26,0.22,0.00,0.22,0.22,0.22,0.16,0.22,0.38,0.16,0.38,Matches
310,Gaston Gonzalez,ar ARG,"FW,DF",Orlando City,21,2001,18,7,720,8.0,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.07,0.13,3.38,1.25,8.13,0.00,0.25,0.25,0.00,0.25,0.05,0.08,0.12,0.05,0.12,Matches
311,Mario González,es ESP,FW,LAFC,26,1996,8,5,386,4.3,0.23,0.23,0.47,0.23,0.00,0.00,0.00,0.00,0.58,0.58,0.26,0.84,0.47,0.70,4.65,0.23,0.23,0.47,0.23,0.47,0.59,0.25,0.84,0.59,0.84,Matches
312,Omar Gonzalez,us USA,DF,NE Revolution,34,1988,15,9,864,9.6,0.10,0.00,0.10,0.10,0.00,0.00,0.31,0.00,0.02,0.02,0.00,0.03,0.00,1.77,0.00,0.10,0.00,0.10,0.10,0.10,0.03,0.00,0.03,0.03,0.03,Matches
313,Zavier Gozo,us USA,FW,Real Salt Lake,15,2007,1,0,7,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
314,Alejandro Granados,es ESP,FW,Orlando City,16,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.12,0.00,2.12,2.12,2.12,Matches
315,Tayvon Gray,jm JAM,DF,NYCFC,20,2002,28,24,2044,22.7,0.00,0.04,0.04,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.01,0.02,1.41,4.01,1.41,0.00,0.04,0.04,0.00,0.04,0.01,0.01,0.02,0.01,0.02,Matches
316,Jacob Greene,us USA,DF,D.C. United,19,2003,11,5,482,5.4,0.19,0.00,0.19,0.19,0.00,0.00,0.19,0.00,0.06,0.06,0.02,0.07,0.56,1.85,3.52,0.19,0.00,0.19,0.19,0.19,0.05,0.03,0.08,0.05,0.08,Matches
317,Gregore,br BRA,MF,Inter Miami,28,1994,5,5,385,4.3,0.00,0.23,0.23,0.00,0.00,0.00,0.47,0.00,0.07,0.07,0.23,0.28,1.86,6.28,0.70,0.00,0.23,0.23,0.00,0.23,0.06,0.22,0.28,0.06,0.28,Matches
318,Ján Greguš,sk SVK,MF,Nashville SC,32,1991,15,1,223,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.04,0.04,0.04,0.08,1.60,12.4,1.20,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
319,Ján Greguš,sk SVK,MF,Minnesota Utd,32,1991,12,10,904,10.0,0.10,0.00,0.10,0.10,0.00,0.00,0.20,0.00,0.05,0.05,0.09,0.15,1.40,7.40,0.80,0.10,0.00,0.10,0.10,0.10,0.05,0.09,0.15,0.05,0.15,Matches
320,Julian Gressel,us USA,"DF,MF",Columbus Crew,29,1993,11,9,740,8.2,0.12,0.12,0.24,0.12,0.00,0.00,0.00,0.00,0.15,0.15,0.30,0.46,3.05,5.24,10.4,0.12,0.12,0.24,0.12,0.24,0.15,0.31,0.46,0.15,0.46,Matches
321,Julian Gressel,us USA,MF,Vancouver W'caps,29,1993,18,16,1357,15.1,0.20,0.33,0.53,0.20,0.00,0.00,0.13,0.00,0.17,0.17,0.40,0.58,2.12,6.69,6.09,0.20,0.33,0.53,0.20,0.53,0.17,0.40,0.58,0.17,0.58,Matches
322,Victor Griffith,pa PAN,MF,Portland Timbers,22,2000,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
323,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,27,1995,28,25,2152,23.9,0.00,0.08,0.08,0.00,0.00,0.04,0.38,0.00,0.05,0.02,0.03,0.05,0.25,3.77,0.42,0.00,0.08,0.08,0.00,0.08,0.05,0.03,0.08,0.02,0.05,Matches
324,Brian Gutiérrez,us USA,"FW,MF",Chicago Fire,19,2003,32,28,2388,26.5,0.08,0.23,0.30,0.08,0.00,0.00,0.08,0.00,0.15,0.15,0.17,0.32,2.15,6.00,5.47,0.08,0.23,0.30,0.08,0.30,0.15,0.17,0.33,0.15,0.33,Matches
325,Cristián Gutiérrez,cl CHI,DF,Toronto FC,25,1997,6,4,244,2.7,0.00,0.37,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,1.48,1.11,4.44,0.00,0.37,0.37,0.00,0.37,0.01,0.12,0.12,0.01,0.12,Matches
326,Diego Gutierrez,us USA,"FW,MF",Portland Timbers,23,1999,9,3,246,2.7,0.00,0.37,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,2.96,1.85,6.67,0.00,0.37,0.37,0.00,0.37,0.02,0.06,0.07,0.02,0.07,Matches
327,Felipe Gutiérrez,cl CHI,MF,Sporting KC,32,1990,8,4,293,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.09,0.09,0.09,0.18,1.21,4.85,2.42,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19,Matches
328,Andrew Gutman,us USA,DF,Atlanta Utd,26,1996,18,16,1385,15.4,0.19,0.13,0.32,0.19,0.00,0.00,0.19,0.06,0.11,0.11,0.14,0.24,1.75,5.39,4.16,0.19,0.13,0.32,0.19,0.32,0.11,0.14,0.24,0.11,0.24,Matches
329,Andrew Gutman,us USA,DF,Colorado Rapids,26,1996,12,12,1008,11.2,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.06,0.06,0.03,0.09,2.41,2.95,3.66,0.09,0.00,0.09,0.09,0.09,0.06,0.03,0.09,0.06,0.09,Matches
330,Brad Guzan,us USA,GK,Atlanta Utd,38,1984,27,27,2430,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
331,Justin Haak,us USA,"DF,MF",NYCFC,21,2001,14,10,911,10.1,0.10,0.00,0.10,0.10,0.00,0.00,0.30,0.00,0.01,0.01,0.01,0.02,0.89,3.76,0.40,0.10,0.00,0.10,0.10,0.10,0.01,0.01,0.02,0.01,0.02,Matches
332,Luke Haakenson,us USA,"MF,FW",Nashville SC,25,1997,14,2,272,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.07,0.07,0.07,0.13,0.67,0.67,5.33,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.12,0.07,0.12,Matches
333,Teenage Hadebe,zw ZIM,DF,Houston Dynamo,27,1995,12,12,1035,11.5,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.03,0.03,0.01,0.03,0.00,2.35,0.09,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,Matches
334,Nick Hagglund,us USA,DF,FC Cincinnati,30,1992,27,26,2154,23.9,0.04,0.00,0.04,0.04,0.00,0.00,0.08,0.04,0.03,0.03,0.02,0.05,0.71,3.18,0.29,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches
335,Maren Haile-Selassie,ch SUI,"FW,DF",Chicago Fire,23,1999,32,20,1910,21.2,0.28,0.14,0.42,0.28,0.00,0.00,0.05,0.00,0.18,0.18,0.14,0.32,2.69,3.11,8.02,0.28,0.14,0.42,0.28,0.42,0.18,0.14,0.32,0.18,0.32,Matches
336,Julian Hall,us USA,FW,NY Red Bulls,14,2008,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
337,Michael Halliday,us USA,DF,Orlando City,20,2003,18,9,853,9.5,0.00,0.21,0.21,0.00,0.00,0.00,0.21,0.00,0.04,0.04,0.12,0.16,2.00,1.58,5.89,0.00,0.21,0.21,0.00,0.21,0.04,0.11,0.15,0.04,0.15,Matches
338,Bret Halsey,us USA,DF,FC Cincinnati,22,2000,10,2,231,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.08,0.08,0.12,0.23,1.92,2.31,7.31,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22,Matches
339,Ahmed Hamdi,eg EGY,"MF,FW",CF Montréal,24,1998,13,4,474,5.3,0.19,0.00,0.19,0.19,0.00,0.00,0.19,0.00,0.08,0.08,0.08,0.15,2.45,4.34,3.02,0.19,0.00,0.19,0.19,0.19,0.07,0.08,0.15,0.07,0.15,Matches
340,Yosuke Hanya,jp JPN,"FW,MF",Colorado Rapids,24,1999,2,0,48,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,4.00,0.00,12.0,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches
