0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,22_Ast,23_xAG,"xA: Expected AssistsExpected AssistsThe likelihood each completed pass becomes a goal assistsgiven the pass type, phase of play, location and distance.Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","Assists - xAGAssists minus Expected Goals AssistedProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",26_KP,27_1/3,28_PPA,29_CrsPA,30_PrgP,31_Matches
100,Isaac Boehmer,us USA,GK,Vancouver W'caps,22,2001,1.0,17.0,36.0,47.2,559.0,416.0,3.00,3.00,100.0,9.00,9.00,100.0,5.00,23.0,21.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
101,Mateusz Bogusz,pl POL,FW,LAFC,22,2001,29.0,29.4,37.5,78.6,508.3,126.3,13.8,15.8,87.4,11.4,13.5,84.7,3.38,5.90,57.3,0.21,0.19,0.18,0.02,2.28,2.79,1.62,0.17,4.55,Matches
102,Moïse Bombito,ca CAN,DF,Colorado Rapids,23,2000,17.2,42.0,49.6,84.6,834.1,310.3,12.9,14.8,87.1,23.4,25.9,90.4,4.94,7.50,65.9,0.00,0.01,0.03,-0.01,0.12,4.24,0.23,0.00,4.53,Matches
103,Alex Bono,us USA,GK,D.C. United,29,1994,29.0,22.9,36.4,62.8,852.3,745.2,2.76,2.79,98.8,7.59,7.83,96.9,12.5,25.5,49.0,0.00,0.00,0.01,0.00,0.00,2.41,0.00,0.00,0.14,Matches
104,Shanyder Borgelin,ht HAI,"FW,MF",Inter Miami,22,2001,1.5,10.7,20.7,51.6,138.0,3.33,6.00,10.7,56.3,2.67,3.33,80.0,0.67,2.67,25.0,0.00,0.00,0.07,0.00,0.00,0.67,0.00,0.00,0.00,Matches
105,Dylan Borrero,co COL,"FW,MF",NE Revolution,22,2002,10.5,39.6,49.8,79.5,685.6,185.8,20.2,22.9,88.3,13.9,18.0,77.2,4.67,6.67,70.0,0.29,0.15,0.14,0.13,1.52,3.52,2.19,0.57,5.52,Matches
106,Denis Bouanga,ga GAB,FW,LAFC,29,1994,30.6,16.0,23.7,67.6,259.2,68.9,8.66,10.8,80.3,5.10,7.32,69.6,1.67,3.27,51.0,0.29,0.32,0.21,-0.03,1.80,0.82,1.11,0.10,2.52,Matches
107,Ousseni Bouda,bf BFA,FW,SJ Earthquakes,23,2000,4.2,18.1,23.3,77.6,248.3,30.5,10.5,12.1,86.3,6.43,7.38,87.1,0.71,1.67,42.9,0.00,0.05,0.02,-0.05,0.24,0.71,0.24,0.00,1.67,Matches
108,Aaron Boupendza,ga GAB,"FW,MF",FC Cincinnati,27,1996,6.1,15.6,23.0,67.9,211.3,55.2,9.67,13.0,74.7,4.26,6.39,66.7,0.66,1.48,44.4,0.16,0.05,0.05,0.11,0.82,1.48,0.16,0.00,1.31,Matches
109,Giuseppe Bovalina,au AUS,"DF,FW",Vancouver W'caps,19,2004,1.9,18.9,28.9,65.5,342.6,110.5,9.47,12.1,78.3,5.26,8.42,62.5,3.68,5.26,70.0,0.00,0.00,0.11,0.00,0.53,0.53,0.00,0.00,1.05,Matches
110,Michael Boxall,nz NZL,DF,Minnesota Utd,35,1988,31.5,32.0,38.0,84.2,615.3,234.6,11.1,12.3,90.9,16.9,18.6,90.8,3.40,5.68,59.8,0.00,0.01,0.02,-0.01,0.25,2.03,0.13,0.00,1.87,Matches
111,Tyler Boyd,us USA,"FW,MF",Nashville SC,29,1994,12.6,21.2,28.7,73.8,359.8,98.0,11.8,14.2,83.2,6.19,7.62,81.3,2.62,4.52,57.9,0.16,0.10,0.16,0.06,1.03,2.62,1.11,0.24,3.41,Matches
112,Chris Brady,us USA,GK,Chicago Fire,19,2004,33.0,20.0,28.1,71.2,538.8,383.6,3.58,3.61,99.2,10.4,10.7,97.5,5.82,13.6,42.9,0.03,0.00,0.00,0.03,0.03,0.24,0.00,0.00,0.03,Matches
113,Alejandro Bran,cr CRC,MF,Minnesota Utd,22,2001,4.8,36.0,44.2,81.6,628.5,168.3,17.9,19.2,93.5,12.1,14.4,84.1,4.58,7.50,61.1,0.00,0.02,0.02,-0.02,0.42,4.58,0.42,0.00,4.58,Matches
114,Claudio Bravo,ar ARG,DF,Portland Timbers,26,1997,17.7,43.2,56.3,76.6,772.8,304.2,19.1,21.8,87.6,18.6,22.2,84.0,4.52,8.87,51.0,0.11,0.03,0.08,0.08,0.62,4.52,0.90,0.40,4.80,Matches
115,David Brekalo,si SVN,DF,Orlando City,25,1998,12.6,42.1,49.4,85.1,764.8,283.7,16.8,18.1,93.0,21.4,23.6,90.9,3.49,6.59,53.0,0.00,0.00,0.02,0.00,0.16,2.62,0.00,0.00,3.25,Matches
116,Luke Brennan,us USA,"FW,DF",Atlanta Utd,18,2005,1.7,12.4,15.3,80.8,187.6,13.5,7.06,8.24,85.7,2.94,3.53,83.3,1.18,1.76,66.7,0.00,0.29,0.35,-0.29,1.18,1.18,0.00,0.00,0.59,Matches
117,Sebastian Breza,ca CAN,GK,CF Montréal,25,1998,1.0,16.0,37.0,43.2,439.0,311.0,3.00,3.00,100.0,8.00,8.00,100.0,4.00,25.0,16.0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
118,Yannick Bright,it ITA,MF,Inter Miami,22,2001,15.6,42.5,49.0,86.7,680.1,172.4,21.2,23.1,91.4,17.6,19.4,91.1,2.24,3.65,61.4,0.13,0.04,0.02,0.09,0.45,3.33,0.13,0.00,3.14,Matches
119,Andrew Brody,us USA,DF,Real Salt Lake,28,1995,23.4,55.1,64.4,85.5,898.2,286.8,27.4,30.0,91.2,23.3,27.0,86.4,3.68,5.64,65.2,0.04,0.04,0.06,0.00,0.64,4.19,0.60,0.34,4.91,Matches
120,Brandt Bronico,us USA,MF,Charlotte,28,1995,19.3,20.5,27.0,75.8,338.2,78.2,9.53,11.7,81.8,8.81,10.7,82.1,1.35,2.64,51.0,0.26,0.16,0.08,0.10,0.93,2.18,0.57,0.05,2.69,Matches
121,Lachlan Brook,au AUS,FW,Real Salt Lake,22,2001,2.6,25.0,32.7,76.5,410.0,104.6,13.1,15.0,87.2,7.31,8.46,86.4,3.08,6.15,50.0,0.00,0.08,0.12,-0.08,1.54,2.31,0.77,0.00,2.31,Matches
122,Javain Brown,jm JAM,DF,Vancouver W'caps,24,1999,10.8,46.2,58.4,79.1,897.6,295.2,14.9,17.2,86.6,26.9,31.4,85.5,4.17,8.61,48.4,0.09,0.04,0.07,0.06,0.46,3.15,0.83,0.56,2.87,Matches
123,Javain Brown,jm JAM,DF,Real Salt Lake,24,1999,3.7,43.5,56.8,76.7,843.5,270.0,16.2,18.1,89.6,21.4,24.6,86.8,5.41,12.4,43.5,0.00,0.14,0.11,-0.14,0.81,4.59,1.08,0.27,4.59,Matches
124,Gastón Brugman,uy URU,MF,LA Galaxy,31,1992,13.2,68.6,76.7,89.4,1125.9,374.8,33.4,36.1,92.5,26.7,28.9,92.4,5.91,7.73,76.5,0.08,0.09,0.11,-0.02,0.98,7.12,1.29,0.15,9.17,Matches
125,Pavel Bucha,cz CZE,MF,FC Cincinnati,25,1998,32.4,45.6,51.4,88.6,724.1,187.9,23.8,25.8,92.3,17.3,19.1,90.3,3.21,3.92,81.9,0.06,0.04,0.07,0.02,0.71,3.64,0.80,0.03,5.43,Matches
126,Noel Buck,eng ENG,"MF,FW",NE Revolution,18,2005,6.0,34.3,39.2,87.7,583.3,147.2,14.2,15.5,91.4,17.7,18.8,93.8,1.67,3.00,55.6,0.17,0.12,0.10,0.05,1.00,3.50,0.67,0.00,5.17,Matches
127,Dawid Bugaj,pl POL,DF,CF Montréal,19,2004,1.8,22.2,31.1,71.4,275.0,68.3,15.0,17.2,87.1,6.11,9.44,64.7,0.00,1.11,0.0,0.00,0.00,0.06,0.00,0.00,0.56,0.00,0.00,2.22,Matches
128,Osman Bukari,gh GHA,"FW,MF",Austin,25,1998,6.8,14.6,22.2,65.6,224.3,56.9,7.65,9.85,77.6,5.88,8.68,67.8,0.74,2.21,33.3,0.29,0.28,0.25,0.01,1.91,1.03,1.91,0.44,2.65,Matches
129,Teal Bunbury,us USA,FW,Nashville SC,33,1990,12.8,17.8,25.6,69.5,270.6,38.0,10.2,13.0,78.3,6.17,9.30,66.4,1.02,1.25,81.3,0.16,0.09,0.05,0.06,0.78,1.25,0.31,0.00,1.95,Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,3.3,10.0,17.9,55.9,169.4,93.6,5.45,9.09,60.0,2.42,3.64,66.7,1.82,2.73,66.7,0.30,0.27,0.15,0.03,1.21,3.03,0.30,0.00,3.03,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,26.0,36.3,71.6,778.1,583.5,3.58,3.61,99.1,12.7,13.1,97.6,9.65,19.5,49.6,0.00,0.00,0.00,0.00,0.06,1.73,0.03,0.00,0.38,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,30.0,40.0,75.0,619.3,418.6,11.4,11.4,100.0,12.1,13.6,89.5,5.71,13.6,42.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Sergio Busquets,es ESP,"MF,DF",Inter Miami,35,1988,27.6,67.6,76.2,88.7,1200.6,472.7,28.2,30.6,92.1,30.1,32.4,92.9,7.14,9.46,75.5,0.14,0.11,0.12,0.04,0.72,6.38,0.51,0.00,6.41,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,8.7,37.8,52.1,72.6,677.2,261.6,17.8,21.4,83.3,16.2,20.6,78.8,3.33,6.67,50.0,0.11,0.08,0.13,0.03,0.46,1.84,0.69,0.23,2.76,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31.0,40.4,51.1,79.0,711.8,249.7,18.2,20.2,90.3,17.6,20.7,85.0,3.87,8.23,47.1,0.06,0.06,0.06,0.00,0.65,4.84,0.87,0.55,4.97,Matches
136,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,24,1999,14.5,17.3,23.1,74.9,246.1,58.9,11.3,13.2,85.4,4.07,5.66,72.0,1.31,1.93,67.9,0.14,0.14,0.14,-0.01,1.03,1.17,1.10,0.28,2.28,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,11.9,56.1,59.9,93.7,913.7,316.6,25.5,26.4,96.5,26.7,27.6,96.7,2.44,3.87,63.0,0.00,0.03,0.01,-0.03,0.17,2.10,0.00,0.00,2.18,Matches
138,Deiber Caicedo,co COL,"FW,DF",Vancouver W'caps,23,2000,1.4,29.3,35.7,82.0,462.1,96.4,15.0,16.4,91.3,12.1,15.7,77.3,1.43,1.43,100.0,0.00,0.00,0.07,0.00,0.00,2.14,0.71,0.00,6.43,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,2.2,56.4,65.5,86.1,870.5,207.7,30.0,32.7,91.7,20.0,22.7,88.0,4.09,5.91,69.2,0.00,0.09,0.09,-0.09,1.36,7.27,0.45,0.00,5.91,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,28.2,34.9,80.8,657.2,431.7,6.25,6.34,98.5,15.6,15.9,98.4,6.19,12.5,49.4,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,25.7,66.7,75.3,88.6,1208.6,551.6,27.1,28.7,94.6,32.7,36.0,91.0,6.30,9.11,69.2,0.04,0.02,0.01,0.02,0.16,3.66,0.04,0.00,2.96,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,0.3,16.7,46.7,35.7,216.7,56.7,13.3,20.0,66.7,3.33,26.7,12.5,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,14.2,20.1,26.5,75.9,283.0,41.0,11.5,14.6,79.2,5.63,7.04,80.0,1.34,1.76,76.0,0.14,0.09,0.16,0.05,0.63,0.92,0.77,0.14,2.18,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,24.4,62.3,73.3,85.0,1084.5,396.3,27.1,28.9,93.8,30.7,33.9,90.5,3.81,8.32,45.8,0.08,0.05,0.03,0.04,0.37,5.74,0.29,0.00,4.88,Matches
145,Omar Campos,mx MEX,"DF,MF",LAFC,21,2002,17.9,36.9,47.3,78.1,610.7,188.8,17.9,20.3,88.2,16.3,19.8,82.5,2.23,5.20,43.0,0.11,0.15,0.12,-0.04,1.62,1.79,0.89,0.22,3.52,Matches
146,Reggie Cannon,us USA,DF,Colorado Rapids,25,1998,3.8,43.4,50.5,85.9,641.8,166.8,26.6,27.6,96.2,14.2,17.4,81.8,2.37,3.68,64.3,0.00,0.00,0.03,0.00,0.00,2.37,0.00,0.00,3.42,Matches
147,Russell Canouse,us USA,"MF,DF",D.C. United,28,1995,0.2,15.0,25.0,60.0,335.0,110.0,5.00,5.00,100.0,5.00,10.0,50.0,5.00,10.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,Matches
148,Felipe Carballo,uy URU,MF,NY Red Bulls,27,1996,5.0,43.0,51.8,83.0,812.2,308.0,15.8,18.2,86.8,22.4,24.8,90.3,4.80,6.40,75.0,0.00,0.08,0.08,-0.08,0.60,5.80,1.00,0.20,8.00,Matches
149,Nathan Cardoso,br BRA,DF,Seattle Sounders,28,1995,1.0,57.0,62.0,91.9,1064.0,455.0,21.0,23.0,91.3,35.0,36.0,97.2,1.00,3.00,33.3,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,Matches
150,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,20,2003,17.7,26.3,34.1,77.3,434.0,125.3,14.0,16.2,86.4,9.38,11.2,83.8,2.20,4.29,51.3,0.23,0.18,0.16,0.05,1.47,2.82,0.90,0.28,3.39,Matches
151,Julián Carranza,ar ARG,FW,Philadelphia Union,23,2000,11.9,16.2,23.1,70.2,224.8,39.0,9.66,11.9,81.0,4.79,6.30,76.0,0.76,1.01,75.0,0.00,0.13,0.08,-0.13,0.92,1.09,0.42,0.00,2.10,Matches
152,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,25,1998,25.5,46.7,56.8,82.3,753.1,219.9,24.8,27.9,88.8,16.7,19.9,83.7,4.00,5.88,68.0,0.20,0.17,0.14,0.03,1.76,4.98,1.92,0.12,6.78,Matches
153,Wilder Cartagena,pe PER,"MF,DF",Orlando City,29,1994,24.4,48.2,55.9,86.1,847.0,331.0,20.7,23.0,90.2,21.8,23.9,91.4,4.80,6.80,70.5,0.04,0.06,0.07,-0.02,0.70,6.84,0.74,0.08,5.78,Matches
154,Javier Casas,us USA,MF,Chicago Fire,20,2003,0.0,4,4,100.0,18,7,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
155,Julio Cascante,cr CRC,DF,Austin,30,1993,20.7,47.1,53.9,87.4,938.3,386.1,14.8,17.1,86.7,27.3,28.9,94.3,4.83,7.15,67.6,0.00,0.01,0.01,-0.01,0.24,3.53,0.19,0.00,3.09,Matches
156,Robert Castellanos,us USA,DF,Sporting KC,25,1998,11.5,49.6,57.7,85.8,1031.8,349.6,13.5,14.8,91.2,30.0,31.9,94.0,5.83,9.48,61.5,0.00,0.01,0.01,-0.01,0.17,1.65,0.00,0.00,1.74,Matches
157,Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30.0,22.7,29.3,77.7,536.2,370.1,7.00,7.00,100.0,10.1,10.5,96.5,5.40,11.2,48.1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,Matches
158,Edwin Cerrillo,us USA,MF,LA Galaxy,23,2000,23.1,65.8,69.8,94.2,1035.5,277.5,33.8,35.2,96.1,24.8,25.5,97.1,4.24,5.28,80.3,0.00,0.01,0.03,-0.01,0.26,4.68,0.13,0.00,3.51,Matches
159,Dylan Chambost,fr FRA,"MF,FW",Columbus Crew,26,1997,6.1,66.9,79.7,84.0,1191.5,347.5,32.0,35.1,91.1,27.9,30.8,90.4,6.72,11.1,60.3,0.66,0.26,0.15,0.39,2.62,6.56,0.82,0.00,7.21,Matches
160,Tomás Chancalay,ar ARG,FW,NE Revolution,25,1999,10.3,24.5,33.8,72.4,468.2,99.6,11.0,12.4,88.3,9.42,12.0,78.2,3.40,6.70,50.7,0.10,0.18,0.19,-0.09,1.26,2.14,0.87,0.39,3.40,Matches
161,Maikel Chang,cu CUB,"FW,MF",Real Salt Lake,32,1991,4.1,38.8,56.6,68.5,699.3,202.0,16.6,20.2,81.9,17.6,22.4,78.3,3.90,9.02,43.2,0.73,0.20,0.15,0.54,2.44,2.93,3.17,0.49,7.32,Matches
162,Maxime Chanot,lu LUX,DF,LAFC,34,1989,14.8,53.5,58.3,91.8,1061.3,349.7,14.4,15.0,95.9,33.3,34.5,96.5,5.14,7.70,66.7,0.14,0.01,0.01,0.12,0.27,1.69,0.27,0.07,1.82,Matches
163,Diego Chará,co COL,MF,Portland Timbers,37,1986,26.9,47.3,51.9,91.1,820.7,274.6,21.9,23.4,93.8,19.9,21.3,93.5,4.46,5.50,81.1,0.00,0.03,0.04,-0.03,0.48,5.84,0.41,0.15,5.13,Matches
164,Gabriel Chaves,br BRA,FW,LA Galaxy,22,2001,30.3,39.5,46.3,85.4,557.3,106.9,22.7,24.2,94.0,13.1,14.9,88.0,1.58,2.74,57.8,0.40,0.35,0.29,0.04,1.75,1.29,1.58,0.10,3.80,Matches
165,Yevhen Cheberko,ua UKR,DF,Columbus Crew,26,1998,18.8,73.8,80.7,91.4,1259.0,542.2,33.9,35.4,95.9,34.0,36.0,94.4,4.89,7.23,67.6,0.00,0.02,0.03,-0.02,0.16,5.43,0.27,0.00,4.26,Matches
166,Mathieu Choiniere,ca CAN,MF,CF Montréal,24,1999,16.6,50.4,60.1,84.0,747.5,228.7,28.4,31.7,89.7,16.6,19.0,87.6,3.01,5.72,52.6,0.06,0.10,0.13,-0.04,1.14,3.86,0.90,0.12,4.88,Matches
167,Léo Chú,br BRA,"FW,MF",Seattle Sounders,23,2000,7.9,18.2,25.2,72.4,239.5,60.4,11.9,14.4,82.5,4.81,6.71,71.7,0.63,1.65,38.5,0.25,0.14,0.14,0.11,1.27,0.89,1.27,0.38,1.77,Matches
168,Caden Clark,us USA,"DF,FW",Minnesota Utd,20,2003,11.5,24.6,36.0,68.4,382.3,122.0,13.2,17.1,77.2,9.74,12.4,78.3,1.04,3.04,34.3,0.00,0.10,0.12,-0.10,0.87,1.74,0.87,0.09,3.48,Matches
169,Caden Clark,us USA,MF,CF Montréal,20,2003,7.4,25.3,30.5,82.7,354.5,106.8,15.8,17.4,90.7,7.84,9.46,82.9,0.81,1.49,54.5,0.27,0.15,0.16,0.12,1.62,2.16,1.62,0.14,4.46,Matches
170,Steve Clark,us USA,GK,Houston Dynamo,37,1986,30.8,24.4,29.1,83.8,538.6,353.6,7.92,7.99,99.2,10.6,10.9,97.0,5.58,9.90,56.4,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,Matches
171,Noah Cobb,us USA,DF,Atlanta Utd,18,2005,15.0,42.0,50.5,83.1,863.3,323.9,12.7,14.4,88.0,23.9,26.1,91.8,5.07,9.27,54.7,0.00,0.00,0.01,0.00,0.13,2.40,0.00,0.00,3.00,Matches
172,Matías Cóccaro,uy URU,"FW,MF",CF Montréal,26,1997,10.0,15.3,22.3,68.6,206.3,32.7,9.00,12.1,74.4,4.30,6.40,67.2,0.70,1.60,43.8,0.10,0.08,0.06,0.02,0.70,0.70,0.40,0.00,1.90,Matches
173,Alonso Coello,es ESP,MF,Toronto FC,24,1999,17.0,59.8,70.6,84.6,1114.7,374.9,25.1,27.6,90.6,25.4,28.7,88.3,7.82,11.2,69.6,0.12,0.09,0.09,0.02,1.06,7.41,1.18,0.06,8.18,Matches
174,Josh Cohen,us USA,GK,Atlanta Utd,31,1992,2.3,30.4,36.1,84.3,794.3,530.9,5.65,5.65,100.0,15.2,15.7,97.2,8.70,13.5,64.5,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,Matches
175,Enzo Copetti,ar ARG,FW,Charlotte,28,1996,5.5,13.8,21.3,65.0,179.3,29.5,7.82,11.3,69.4,2.91,5.09,57.1,0.91,1.45,62.5,0.18,0.09,0.11,0.09,1.09,0.55,0.36,0.18,0.91,Matches
176,Gabriele Corbo,it ITA,DF,CF Montréal,24,2000,19.2,55.4,64.8,85.5,1070.5,458.5,19.5,20.4,95.4,29.6,32.6,90.9,5.89,10.4,56.8,0.00,0.06,0.04,-0.06,0.42,4.11,0.16,0.05,3.65,Matches
177,Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27.0,20.8,33.0,63.1,616.0,458.6,3.67,3.74,98.0,9.93,9.96,99.6,7.22,19.2,37.6,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,Matches
178,Vitor Costa,br BRA,DF,SJ Earthquakes,29,1994,23.3,33.9,44.3,76.6,593.0,190.0,15.6,17.6,88.3,14.3,18.0,79.5,3.18,6.27,50.7,0.13,0.07,0.05,0.06,0.60,2.02,0.60,0.17,2.32,Matches
179,Ben Cremaschi,us USA,MF,Inter Miami,18,2005,12.7,41.5,47.6,87.1,628.1,148.0,23.1,25.0,92.1,15.4,16.9,90.7,1.81,2.83,63.9,0.08,0.09,0.06,-0.01,1.02,2.91,0.71,0.00,4.72,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,29,1994,19.5,30.8,39.1,78.7,867.5,623.0,4.31,4.31,100.0,16.3,16.5,98.8,10.1,18.1,56.0,0.00,0.00,0.01,0.00,0.05,0.77,0.05,0.00,0.21,Matches
181,Matt Crooks,eng ENG,MF,Real Salt Lake,30,1994,20.9,35.5,42.4,83.5,557.7,150.0,19.4,22.0,88.5,13.6,15.8,86.1,2.01,2.68,75.0,0.14,0.15,0.08,-0.01,1.20,4.55,1.05,0.00,6.03,Matches
182,Andrés Cubas,py PAR,MF,Vancouver W'caps,27,1996,21.5,42.9,47.8,89.7,858.6,244.7,14.7,15.6,94.3,20.7,22.3,92.9,6.42,8.09,79.3,0.05,0.03,0.02,0.02,0.05,3.91,0.14,0.00,3.58,Matches
183,Cucho,co COL,"FW,MF",Columbus Crew,24,1999,23.5,26.7,40.9,65.3,514.4,167.6,11.8,15.4,76.3,9.49,13.8,68.6,4.60,7.49,61.4,0.43,0.33,0.28,0.09,2.30,3.96,2.43,0.51,6.94,Matches
184,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,20,2003,3.7,55.4,69.5,79.8,837.3,201.4,28.6,33.0,86.9,17.8,21.1,84.6,4.32,7.84,55.2,0.27,0.27,0.27,0.00,1.08,3.78,2.43,1.08,4.05,Matches
185,Hugo Cuypers,be BEL,FW,Chicago Fire,26,1997,29.1,13.9,20.2,68.9,188.0,32.8,8.73,11.3,77.4,3.78,5.19,72.8,0.52,0.86,60.0,0.07,0.11,0.05,-0.04,1.27,0.89,0.38,0.00,1.51,Matches
186,Rafael Czichos,de GER,DF,Chicago Fire,33,1990,26.0,48.9,57.5,85.1,959.9,393.9,15.0,16.5,90.9,27.5,29.9,92.0,5.77,9.65,59.8,0.08,0.04,0.03,0.04,0.42,3.46,0.12,0.04,3.77,Matches
187,Cristián Dajome,co COL,"DF,FW",D.C. United,30,1994,22.5,21.9,28.7,76.3,339.4,101.7,12.2,15.0,81.6,7.38,9.24,79.8,1.64,2.44,67.3,0.09,0.13,0.11,-0.04,1.07,1.16,0.84,0.09,2.76,Matches
188,Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,26.8,37.2,44.6,83.4,578.6,158.1,19.9,21.9,91.1,14.5,17.2,84.3,1.90,3.81,50.0,0.19,0.12,0.12,0.06,1.04,1.72,1.04,0.22,3.06,Matches
189,Daniel,br BRA,GK,SJ Earthquakes,29,1994,12.0,26.3,33.1,79.3,670.8,456.2,5.92,5.92,100.0,12.8,13.0,98.1,7.33,13.8,53.3,0.00,0.01,0.02,-0.01,0.17,0.50,0.00,0.00,0.00,Matches
190,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,6.9,35.9,45.1,79.7,578.4,143.5,19.3,22.8,84.7,13.5,15.9,84.5,2.61,4.78,54.5,0.00,0.10,0.12,-0.10,0.87,3.04,0.43,0.00,3.19,Matches
191,Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,3.1,56.8,66.5,85.4,1251.9,460.3,15.5,15.8,98.0,30.3,32.9,92.2,11.0,16.8,65.4,0.32,0.19,0.03,0.13,0.65,5.16,0.00,0.00,2.26,Matches
192,Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,30.9,44.6,53.7,83.1,744.1,244.0,22.7,24.7,92.0,17.2,20.5,84.2,3.79,5.79,65.4,0.13,0.19,0.21,-0.06,1.49,3.11,2.01,0.71,4.63,Matches
193,Jesús David Murillo,co COL,DF,LAFC,29,1994,18.8,39.4,47.5,83.0,800.9,307.1,11.1,12.4,89.7,23.7,25.8,91.8,4.26,8.03,53.0,0.00,0.01,0.02,-0.01,0.21,3.14,0.27,0.05,2.77,Matches
194,Jake Davis,us USA,"DF,MF",Sporting KC,22,2002,24.7,46.8,59.6,78.4,798.8,295.1,21.4,24.2,88.3,20.4,24.8,82.4,3.97,7.33,54.1,0.12,0.10,0.12,0.02,1.21,4.49,1.30,0.45,4.98,Matches
195,Sean Davis,us USA,MF,Nashville SC,30,1993,15.1,33.0,38.4,86.0,546.9,151.5,15.8,18.0,87.5,14.4,16.0,90.0,2.32,3.05,76.1,0.00,0.01,0.01,-0.01,0.26,3.51,0.26,0.00,3.58,Matches
196,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,22,2001,7.2,28.9,40.3,71.7,464.2,131.4,15.4,18.3,84.1,10.6,15.0,70.4,2.36,4.44,53.1,0.14,0.13,0.14,0.01,0.97,2.36,1.11,0.28,3.75,Matches
197,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,12.3,33.6,42.4,79.1,510.0,143.8,17.8,20.3,87.6,12.7,16.0,79.2,1.87,3.25,57.5,0.00,0.05,0.05,-0.05,0.89,2.28,0.81,0.41,2.60,Matches
198,Brecht Dejaegere,be BEL,"FW,MF",Charlotte,32,1991,10.2,21.6,29.8,72.4,324.9,97.2,10.7,13.2,80.7,7.45,10.4,71.7,1.67,2.84,58.6,0.20,0.11,0.14,0.09,0.98,2.25,0.88,0.10,4.12,Matches
199,Marky Delgado,us USA,MF,LA Galaxy,28,1995,27.4,67.8,76.4,88.7,1028.1,324.7,36.0,38.3,93.9,24.1,27.0,88.9,4.27,5.69,75.0,0.15,0.15,0.15,-0.01,1.75,7.15,1.42,0.18,7.96,Matches
200,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,12.9,38.2,47.3,80.8,600.0,149.6,20.4,22.6,90.1,13.1,15.6,84.1,2.79,5.66,49.3,0.16,0.06,0.05,0.09,1.40,3.33,0.16,0.00,3.26,Matches
201,Mikkel Desler,dk DEN,DF,Austin,28,1995,5.4,40.4,48.5,83.2,634.3,193.5,22.2,25.2,88.2,15.4,18.1,84.7,2.22,3.52,63.2,0.00,0.00,0.04,0.00,0.19,3.70,0.56,0.19,3.89,Matches
