0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,24_Matches
386,Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,25-198,2000,26.2,2.33,2.33,1.98,0.00,0.11,0.11,0.08,0.04,0.34,0.34,0.23,0.00,0.08,0.04,0.00,0.00,Matches
387,Stiven Jimenez,us USA,MF,FC Cincinnati,18-163,2007,1.2,1.67,1.68,0.83,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
388,Julio Joao Ortíz,ec ECU,MF,Portland Timbers,29-217,1996,12.3,1.38,1.38,1.38,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
389,Sean Johnson,us USA,GK,Toronto FC,36-187,1989,31.0,0.10,0.10,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
390,Tate Johnson,us USA,DF,Vancouver W'caps,20-147,2005,22.0,1.86,1.87,1.41,0.09,0.00,0.09,0.23,0.05,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
391,DeJuan Jones,us USA,DF,Columbus Crew,28-163,1997,2.7,2.96,2.94,2.59,0.00,0.37,0.00,0.00,0.00,0.74,0.73,0.74,0.00,0.00,0.00,0.00,0.00,Matches
392,DeJuan Jones,us USA,"DF,MF",SJ Earthquakes,28-163,1997,12.9,3.57,3.57,2.95,0.23,0.08,0.08,0.23,0.00,0.62,0.62,0.54,0.00,0.00,0.08,0.00,0.00,Matches
393,Derrick Jones,us USA,MF,Columbus Crew,28-276,1997,0.1,10.0,18.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
394,Kim Joonhong,kr KOR,GK,D.C. United,22-184,2003,8.0,0.38,0.37,0.25,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
395,Dejan Joveljić,rs SRB,FW,Sporting KC,26-119,1999,30.7,2.48,2.48,1.86,0.00,0.13,0.23,0.26,0.00,0.23,0.23,0.13,0.00,0.03,0.00,0.07,0.00,Matches
396,Mykhi Joyner,us USA,"FW,MF",St. Louis,19-096,2006,4.1,1.95,1.95,1.46,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
397,Preston Judd,us USA,"FW,MF",SJ Earthquakes,26-190,1999,11.7,2.48,2.47,1.45,0.00,0.17,0.34,0.34,0.17,0.34,0.34,0.17,0.00,0.00,0.09,0.09,0.00,Matches
398,Anderson Julio,ec ECU,"FW,MF",FC Dallas,29-187,1996,17.5,1.89,1.88,1.31,0.00,0.46,0.06,0.06,0.00,0.23,0.23,0.11,0.00,0.06,0.06,0.00,0.00,Matches
399,Sam Junqua,us USA,DF,Real Salt Lake,29-025,1996,20.4,2.11,2.11,1.62,0.10,0.05,0.05,0.25,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
400,Mathias Jørgensen,dk DEN,DF,LA Galaxy,35-225,1990,15.0,0.73,0.73,0.60,0.00,0.00,0.07,0.00,0.07,0.13,0.13,0.07,0.00,0.00,0.07,0.00,0.00,Matches
401,Kristijan Kahlina,hr CRO,GK,Charlotte,33-133,1992,32.0,0.16,0.16,0.03,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
402,Kaick,br BRA,MF,FC Dallas,20-005,2005,18.5,2.00,2.00,1.73,0.05,0.00,0.11,0.11,0.00,0.11,0.11,0.05,0.00,0.00,0.05,0.00,0.00,Matches
403,Kei Kamara,sl SLE,FW,FC Cincinnati,41-094,1984,8.7,2.07,2.06,1.72,0.00,0.11,0.11,0.11,0.00,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,Matches
404,Bernard Kamungo,us USA,"DF,FW",FC Dallas,23-337,2002,17.5,2.51,2.51,1.66,0.11,0.34,0.23,0.17,0.00,0.11,0.11,0.06,0.00,0.00,0.06,0.00,0.00,Matches
405,Bibi Karamoko,us USA,FW,D.C. United,20-033,2005,0.2,10.0,9.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
406,Alexandros Katranis,gr GRE,DF,Real Salt Lake,27-214,1998,20.4,3.14,3.14,2.16,0.78,0.15,0.05,0.00,0.00,0.29,0.29,0.25,0.05,0.00,0.00,0.00,0.00,Matches
407,Mark-Anthony Kaye,ca CAN,MF,SJ Earthquakes,31-002,1994,11.3,3.45,3.45,3.10,0.00,0.09,0.09,0.00,0.18,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches
408,Kim Kee-hee,kr KOR,DF,Seattle Sounders,36-144,1989,11.5,0.52,0.52,0.35,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
409,Kevin Kelsy,ve VEN,FW,Portland Timbers,21-130,2004,17.8,1.69,1.68,1.12,0.00,0.06,0.22,0.28,0.00,0.22,0.22,0.11,0.00,0.00,0.11,0.00,0.00,Matches
410,Ryan Kent,eng ENG,"FW,MF",Seattle Sounders,29-023,1996,6.0,4.50,4.47,3.67,0.00,0.83,0.00,0.00,0.00,0.83,0.83,0.83,0.00,0.00,0.00,0.00,0.00,Matches
411,Deandre Kerr,ca CAN,FW,Toronto FC,23-015,2002,9.8,1.12,1.13,0.61,0.00,0.10,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
412,Henry Kessler,us USA,DF,St. Louis,27-162,1998,15.3,0.78,0.79,0.59,0.00,0.00,0.07,0.13,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
413,Hosei Kijima,jp JPN,"MF,FW",D.C. United,23-156,2002,17.7,2.03,2.04,1.75,0.00,0.23,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
414,Benjamin Kikanovic,us USA,"DF,MF",SJ Earthquakes,25-332,2000,4.7,1.91,1.92,1.70,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
415,Peter Kingston,us USA,FW,Seattle Sounders,24-143,2001,0.1,10.0,8.18,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
416,Klauss,br BRA,FW,St. Louis,28-278,1997,26.8,3.17,3.17,2.31,0.04,0.11,0.56,0.15,0.00,0.37,0.37,0.15,0.00,0.07,0.15,0.00,0.00,Matches
417,Eric Klein,us USA,MF,NE Revolution,19-014,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
418,Mateusz Klich,pl POL,MF,Atlanta Utd,35-174,1990,8.8,1.82,1.81,1.59,0.23,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
419,Žan Kolmanič,si SVN,"DF,MF",Austin,25-276,2000,8.1,3.21,3.20,1.85,1.23,0.00,0.12,0.00,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
420,Rominigue Kouamé,ml MLI,MF,Chicago Fire,28-352,1996,6.3,2.06,2.07,1.59,0.00,0.32,0.16,0.00,0.00,0.63,0.64,0.48,0.00,0.16,0.00,0.00,0.00,Matches
421,Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,27-104,1998,16.6,3.19,3.19,2.41,0.12,0.06,0.06,0.54,0.00,0.30,0.30,0.24,0.00,0.00,0.00,0.06,0.00,Matches
422,Damir Kreilach,hr CRO,"FW,MF",Vancouver W'caps,36-232,1989,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
423,Theodore Ku-Dipietro,us USA,"FW,MF",Colorado Rapids,23-310,2002,12.7,3.46,3.47,2.68,0.00,0.08,0.31,0.16,0.24,0.55,0.55,0.47,0.00,0.00,0.08,0.00,0.00,Matches
424,Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,31-345,1993,7.3,2.19,2.19,1.78,0.14,0.00,0.27,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
425,Willy Kumado,gh GHA,DF,San Diego FC,23-049,2002,8.5,1.88,1.89,1.65,0.12,0.12,0.00,0.00,0.00,0.59,0.59,0.35,0.12,0.12,0.00,0.00,0.00,Matches
426,Luca de la Torre,us USA,MF,San Diego FC,27-195,1998,23.5,2.43,2.42,2.09,0.26,0.00,0.09,0.00,0.00,0.21,0.21,0.13,0.09,0.00,0.00,0.00,0.00,Matches
427,Mathías Laborda,uy URU,DF,Vancouver W'caps,26-080,1999,24.2,1.53,1.53,1.20,0.00,0.00,0.21,0.08,0.04,0.25,0.25,0.08,0.00,0.00,0.12,0.04,0.00,Matches
428,Luca Langoni,ar ARG,"FW,MF",NE Revolution,23-298,2002,18.1,2.98,2.98,2.27,0.11,0.17,0.11,0.28,0.06,0.22,0.22,0.17,0.00,0.06,0.00,0.00,0.00,Matches
429,Lassi Lappalainen,fi FIN,"DF,MF",Columbus Crew,27-102,1998,4.4,3.41,3.39,2.73,0.00,0.23,0.00,0.45,0.00,0.91,0.90,0.91,0.00,0.00,0.00,0.00,0.00,Matches
430,Oliver Larraz,us USA,MF,Colorado Rapids,24-079,2001,24.6,2.40,2.40,2.07,0.04,0.12,0.04,0.04,0.08,0.28,0.28,0.24,0.00,0.00,0.00,0.04,0.00,Matches
431,Richie Laryea,ca CAN,"DF,MF",Toronto FC,30-331,1995,13.9,0.94,0.94,0.50,0.00,0.14,0.07,0.22,0.00,0.14,0.14,0.07,0.00,0.00,0.00,0.07,0.00,Matches
432,Ariel Lassiter,cr CRC,"FW,MF",Portland Timbers,31-068,1994,5.9,3.39,3.39,2.54,0.51,0.00,0.00,0.34,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,Matches
433,Emmanuel Latte Lath,ci CIV,FW,Atlanta Utd,26-337,1999,24.4,2.05,2.05,1.39,0.00,0.20,0.29,0.16,0.00,0.16,0.16,0.04,0.00,0.00,0.00,0.12,0.00,Matches
434,Randall Leal,cr CRC,"MF,FW",D.C. United,28-324,1997,5.8,3.79,3.79,2.41,0.69,0.34,0.00,0.17,0.17,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
435,Tim Leibold,de GER,DF,Sporting KC,32-004,1993,9.7,2.27,2.27,1.24,0.72,0.10,0.21,0.00,0.00,0.41,0.41,0.31,0.10,0.00,0.00,0.00,0.00,Matches
436,Brooks Lennon,us USA,DF,Atlanta Utd,28-073,1997,17.3,2.14,2.14,1.68,0.29,0.00,0.06,0.12,0.00,0.23,0.23,0.17,0.00,0.00,0.06,0.00,0.00,Matches
437,Tucker Lepley,us USA,"MF,FW",LA Galaxy,23-321,2002,6.2,3.23,3.23,2.42,0.32,0.00,0.16,0.16,0.16,0.32,0.32,0.16,0.00,0.00,0.16,0.00,0.00,Matches
438,Beau Leroux,us USA,MF,SJ Earthquakes,22-095,2003,23.4,2.99,2.99,2.31,0.00,0.13,0.21,0.21,0.13,0.43,0.43,0.26,0.00,0.04,0.04,0.04,0.04,Matches
439,Danny Leyva,us USA,"MF,FW",Seattle Sounders,22-213,2003,7.8,4.62,4.60,2.18,1.41,0.13,0.38,0.38,0.13,0.64,0.64,0.26,0.26,0.00,0.00,0.13,0.00,Matches
440,Nick Lima,us USA,"MF,DF",SJ Earthquakes,31-017,1994,5.0,3.20,3.19,2.60,0.40,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
441,Ondřej Lingr,cz CZE,"FW,MF",Houston Dynamo,27-058,1998,19.8,2.73,2.73,2.07,0.15,0.00,0.30,0.20,0.00,0.35,0.35,0.25,0.00,0.00,0.05,0.05,0.00,Matches
442,Sebastian Lletget,us USA,MF,FC Dallas,33-092,1992,12.7,2.44,2.44,1.97,0.24,0.00,0.24,0.00,0.00,0.31,0.31,0.24,0.08,0.00,0.00,0.00,0.00,Matches
443,Hugo Lloris,fr FRA,GK,LAFC,38-343,1986,31.5,0.25,0.25,0.16,0.10,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,Matches
444,Saba Lobzhanidze,ge GEO,"FW,DF",Atlanta Utd,30-351,1994,21.5,3.02,3.03,1.81,0.74,0.19,0.23,0.05,0.00,0.37,0.37,0.19,0.14,0.00,0.05,0.00,0.00,Matches
445,Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-231,1993,27.3,2.64,2.64,2.12,0.00,0.26,0.11,0.11,0.04,0.37,0.37,0.22,0.00,0.07,0.07,0.00,0.00,Matches
446,Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-258,1989,6.4,4.38,4.34,2.81,0.47,0.00,0.00,0.94,0.16,0.31,0.31,0.16,0.00,0.00,0.00,0.16,0.00,Matches
447,Jasper Löffelsend,de GER,DF,San Diego FC,28-085,1997,6.7,2.69,2.70,2.39,0.00,0.00,0.15,0.15,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches
448,Aaron Long,us USA,DF,LAFC,33-053,1992,14.1,1.21,1.20,1.21,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
449,Kevin Long,ie IRL,DF,Toronto FC,35-108,1990,21.0,0.38,0.38,0.29,0.00,0.00,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
450,Matthew Longstaff,eng ENG,"MF,FW",Toronto FC,25-258,2000,10.1,2.38,2.38,1.78,0.40,0.00,0.10,0.00,0.10,0.20,0.20,0.10,0.10,0.00,0.00,0.00,0.00,Matches
451,Matthew Longstaff,eng ENG,MF,CF Montréal,25-258,2000,6.5,2.62,2.61,2.46,0.00,0.00,0.15,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
452,Antino Lopez,us USA,MF,Seattle Sounders,23-197,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
453,Hernán López Muñoz,ar ARG,"MF,FW",SJ Earthquakes,25-088,2000,2.8,4.64,4.64,2.50,0.36,0.36,0.36,0.71,0.36,0.36,0.36,0.36,0.00,0.00,0.00,0.00,0.00,Matches
454,Victor Loturi,ca CAN,MF,CF Montréal,24-197,2001,27.8,2.01,2.01,1.80,0.00,0.11,0.00,0.07,0.04,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
455,Evan Louro,us USA,GK,FC Cincinnati,29-319,1996,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
456,Daniel Lovitz,us USA,DF,Nashville SC,34-099,1991,30.2,1.75,1.75,1.39,0.17,0.07,0.07,0.03,0.03,0.26,0.26,0.20,0.03,0.00,0.03,0.00,0.00,Matches
457,Eduard Löwen,de GER,MF,St. Louis,28-310,1997,15.5,4.39,4.38,3.29,0.58,0.06,0.26,0.19,0.00,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,Matches
458,Hirving Lozano,mx MEX,FW,San Diego FC,30-127,1995,20.3,4.53,4.54,2.22,0.99,0.54,0.25,0.44,0.10,0.74,0.74,0.59,0.00,0.05,0.00,0.00,0.10,Matches
459,Gonzalo Luján,ar ARG,DF,Inter Miami,24-221,2001,19.4,0.57,0.57,0.52,0.00,0.05,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
460,Jovan Lukić,rs SRB,MF,Philadelphia Union,23-318,2002,29.1,2.71,2.72,2.30,0.07,0.03,0.21,0.07,0.03,0.17,0.17,0.14,0.00,0.00,0.00,0.00,0.03,Matches
461,Diego Luna,us USA,"MF,FW",Real Salt Lake,22-088,2003,25.2,4.33,4.33,2.98,0.56,0.16,0.28,0.28,0.08,0.44,0.44,0.32,0.04,0.00,0.04,0.04,0.00,Matches
462,Benjamin Lundt,de GER,GK,St. Louis,30-071,1995,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
463,Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-264,2007,0.7,1.43,1.45,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
464,Lukas MacNaughton,ca CAN,DF,D.C. United,30-271,1995,7.9,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
465,Jack Maher,us USA,DF,Nashville SC,26-037,1999,28.6,0.42,0.42,0.38,0.03,0.00,0.00,0.00,0.00,0.07,0.07,0.03,0.03,0.00,0.00,0.00,0.00,Matches
466,Olwethu Makhanya,za RSA,DF,Philadelphia Union,21-218,2004,23.9,1.09,1.09,0.92,0.00,0.04,0.13,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.04,0.00,0.00,Matches
467,Adilson Malanda,fr FRA,DF,Charlotte,24-036,2001,32.2,0.37,0.37,0.34,0.00,0.00,0.03,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
468,Alexis Manyoma,co COL,"FW,MF",Colorado Rapids,22-335,2003,0.5,4.00,4.29,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
469,J.T. Marcinkowski,us USA,GK,LA Galaxy,28-209,1997,3.0,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,AJ Marcucci,us USA,GK,NY Red Bulls,26-126,1999,2.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
471,Dominik Marczuk,pl POL,DF,FC Cincinnati,22-033,2003,2.4,1.67,1.66,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
472,Dominik Marczuk,pl POL,FW,Real Salt Lake,22-033,2003,9.6,1.67,1.66,1.46,0.00,0.00,0.21,0.00,0.00,0.21,0.21,0.10,0.00,0.00,0.10,0.00,0.00,Matches
473,Paul Marie,fr FRA,"FW,MF",SJ Earthquakes,30-255,1995,1.1,6.36,6.12,1.82,0.91,0.91,0.91,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
474,Adrián Marín,es ESP,DF,Orlando City,28-329,1997,3.6,2.22,2.20,1.94,0.28,0.00,0.00,0.00,0.00,0.56,0.55,0.56,0.00,0.00,0.00,0.00,0.00,Matches
475,Anthony Markanich,ph PHI,DF,Minnesota Utd,25-343,1999,21.1,1.71,1.71,1.28,0.00,0.14,0.14,0.05,0.09,0.33,0.33,0.19,0.00,0.05,0.09,0.00,0.00,Matches
476,Idan Markovich,il ISR,FW,Charlotte,21-117,2004,20.1,2.09,2.09,1.54,0.00,0.25,0.15,0.10,0.05,0.35,0.35,0.25,0.00,0.05,0.00,0.05,0.00,Matches
477,Marlon,br BRA,DF,LAFC,30-088,1995,7.0,0.29,0.29,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
478,Jahkeele Marshall-Rutty,ca CAN,DF,Charlotte,21-171,2004,20.0,1.15,1.15,1.10,0.00,0.00,0.00,0.00,0.05,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,Matches
479,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,21-171,2004,2.6,0.38,0.39,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
480,Alonso Martínez,cr CRC,FW,NYCFC,27-050,1998,27.7,2.24,2.24,1.08,0.00,0.43,0.43,0.25,0.04,0.36,0.36,0.07,0.00,0.07,0.11,0.11,0.00,Matches
481,David Martínez,ve VEN,FW,LAFC,19-300,2006,13.0,3.69,3.69,2.31,0.46,0.38,0.15,0.15,0.23,0.69,0.69,0.46,0.08,0.08,0.00,0.00,0.08,Matches
482,Josef Martínez,ve VEN,FW,SJ Earthquakes,32-199,1993,20.8,2.07,2.06,1.49,0.00,0.05,0.29,0.19,0.05,0.24,0.24,0.14,0.00,0.05,0.00,0.05,0.00,Matches
483,Thiago Martins,br BRA,DF,NYCFC,30-262,1995,30.0,0.43,0.43,0.37,0.00,0.00,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
484,Jimmy Maurer,us USA,GK,Houston Dynamo,37-051,1988,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
485,Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-256,1989,30.6,2.78,2.78,2.09,0.03,0.26,0.13,0.23,0.03,0.36,0.36,0.20,0.00,0.03,0.03,0.10,0.00,Matches
486,Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-261,1994,32.0,0.38,0.37,0.31,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
487,Salvatore Mazzaferro,ca CAN,DF,Atlanta Utd,24-054,2001,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
488,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,28-111,1997,5.4,2.04,2.05,1.67,0.19,0.19,0.00,0.00,0.00,0.37,0.37,0.19,0.19,0.00,0.00,0.00,0.00,Matches
489,Kenji Mboma Dem,fr FRA,"DF,FW",FC Cincinnati,23-316,2002,0.9,3.33,3.21,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
490,John McCarthy,us USA,GK,NY Red Bulls,33-153,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
491,John McCarthy,us USA,GK,LA Galaxy,33-153,1992,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
492,Jack McGlynn,us USA,"FW,MF",Houston Dynamo,22-150,2003,25.6,6.02,6.01,3.48,2.15,0.12,0.16,0.12,0.00,0.55,0.55,0.20,0.27,0.00,0.08,0.00,0.00,Matches
493,Zac McGraw,ca CAN,DF,Portland Timbers,28-179,1997,2.7,0.74,0.74,0.37,0.00,0.37,0.00,0.00,0.00,0.37,0.37,0.37,0.00,0.00,0.00,0.00,0.00,Matches
494,Duncan McGuire,us USA,FW,Orlando City,24-302,2001,8.1,3.46,3.45,2.84,0.00,0.00,0.25,0.37,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches
495,Paddy McNair,nir NIR,DF,San Diego FC,30-221,1995,19.0,1.05,1.05,1.00,0.00,0.00,0.05,0.00,0.00,0.11,0.11,0.05,0.00,0.00,0.05,0.00,0.00,Matches
496,Brendan McSorley,us USA,FW,St. Louis,23-306,2002,3.1,2.90,2.92,1.94,0.00,0.00,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
497,Christopher McVey,se SWE,DF,San Diego FC,28-236,1997,31.7,1.26,1.26,1.17,0.03,0.00,0.06,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
498,Loïc Mesanvi,tg TOG,"FW,DF",Minnesota Utd,22-059,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
499,Lionel Messi,ar ARG,"FW,MF",Inter Miami,38-163,1987,26.9,7.32,7.32,4.65,0.37,1.15,0.52,0.48,0.15,1.52,1.52,1.00,0.00,0.41,0.00,0.07,0.04,Matches
500,Wyatt Meyer,us USA,"MF,DF",Nashville SC,24-327,2001,2.6,0.77,0.77,0.38,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
501,Matt Miazga,us USA,DF,FC Cincinnati,30-138,1995,17.0,0.47,0.47,0.41,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
502,Novak Mićović,rs SRB,GK,LA Galaxy,24-040,2001,20.0,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
503,Alex Mighten,eng ENG,FW,San Diego FC,23-237,2002,11.7,2.39,2.40,1.28,0.00,0.43,0.43,0.26,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.09,0.00,Matches
504,Djordje Mihailovic,us USA,"MF,FW",Toronto FC,27-024,1998,9.8,4.08,4.06,2.24,1.53,0.00,0.20,0.10,0.00,0.61,0.61,0.51,0.00,0.00,0.10,0.00,0.00,Matches
505,Djordje Mihailovic,us USA,"MF,FW",Colorado Rapids,27-024,1998,22.8,4.25,4.25,2.32,1.23,0.13,0.18,0.31,0.09,0.53,0.53,0.44,0.04,0.04,0.00,0.00,0.00,Matches
506,Enea Mihaj,al ALB,DF,Atlanta Utd,27-152,1998,7.0,0.71,0.71,0.71,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
507,Eric Miller,us USA,"DF,MF",Portland Timbers,32-323,1993,4.8,1.04,1.03,0.83,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
508,Harbor Miller,us USA,"FW,DF",LA Galaxy,18-166,2007,7.1,2.25,2.25,1.69,0.00,0.14,0.28,0.14,0.00,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Matches
509,Jansen Miller,us USA,DF,Sporting KC,23-297,2002,25.6,0.98,0.98,0.78,0.00,0.00,0.12,0.04,0.04,0.12,0.12,0.08,0.00,0.00,0.04,0.00,0.00,Matches
510,Kamal Miller,ca CAN,DF,Portland Timbers,28-202,1997,20.9,0.62,0.62,0.53,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
511,Peyton Miller,us USA,DF,NE Revolution,18-026,2007,23.0,2.13,2.13,1.91,0.04,0.04,0.09,0.04,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
512,Georgi Minoungou,bf BFA,"FW,MF",Seattle Sounders,23-132,2002,8.1,5.68,5.71,3.83,0.00,1.23,0.37,0.25,0.00,0.62,0.62,0.49,0.00,0.12,0.00,0.00,0.00,Matches
513,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,30-048,1995,30.5,3.97,3.96,2.95,0.52,0.10,0.23,0.13,0.03,0.20,0.20,0.13,0.07,0.00,0.00,0.00,0.00,Matches
