0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,7_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,22_Ast,23_xAG,"xA: Expected AssistsExpected AssistsThe likelihood each completed pass becomes a goal assistsgiven the pass type, phase of play, location and distance.Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","Assists - xAGAssists minus Expected Goals AssistedProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",26_KP,27_1/3,28_PPA,29_CrsPA,30_PrgP,31_Matches
100,Andre Blake,jm JAM,GK,Philadelphia Union,32,1990,26.4,16.7,23.3,71.8,478.0,359.8,3.14,3.14,100.0,7.46,7.58,98.5,6.06,12.5,48.3,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,Matches
101,Sebastián Blanco,ar ARG,"FW,MF",Portland Timbers,34,1988,4.9,28.0,42.7,65.6,462.2,139.6,12.0,14.5,83.1,12.9,19.0,67.7,1.84,6.12,30.0,0.20,0.27,0.12,-0.06,1.63,2.04,1.43,0.61,4.08,Matches
102,Latif Blessing,gh GHA,"FW,MF",Toronto FC,26,1996,1.7,29.4,34.7,84.7,458.8,132.9,15.9,17.6,90.0,10.0,11.8,85.0,2.35,2.94,80.0,0.00,0.06,0.06,-0.06,1.18,0.59,0.00,0.00,3.53,Matches
103,Latif Blessing,gh GHA,MF,NE Revolution,26,1996,11.5,35.1,40.6,86.5,556.7,152.9,17.2,19.4,88.8,14.4,15.7,92.2,1.91,2.78,68.8,0.09,0.05,0.06,0.03,0.87,3.57,0.26,0.00,3.39,Matches
104,Njabulo Blom,za RSA,MF,St. Louis,23,1999,21.3,28.2,34.1,82.6,468.0,176.8,14.4,16.4,87.4,10.8,12.6,85.8,2.30,3.66,62.8,0.00,0.01,0.02,-0.01,0.56,4.23,0.05,0.00,3.80,Matches
105,Emmanuel Boateng,gh GHA,"FW,MF",NE Revolution,29,1994,16.0,26.8,35.2,76.2,423.8,108.1,13.8,15.4,89.5,10.6,13.9,76.6,1.56,3.38,46.3,0.13,0.19,0.17,-0.06,1.38,1.81,1.38,0.88,2.69,Matches
106,Israel Boatwright,do DOM,"MF,DF",Inter Miami,17,2005,0.8,37.5,50.0,75.0,558.8,81.3,20.0,26.3,76.2,16.3,20.0,81.3,0.00,2.50,0.0,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,1.25,Matches
107,Mateusz Bogusz,pl POL,"MF,FW",LAFC,21,2001,19.3,32.7,41.3,79.2,515.8,139.5,17.0,19.8,86.1,11.9,14.0,85.2,2.38,4.82,49.5,0.16,0.22,0.22,-0.07,1.50,2.75,1.55,0.31,5.70,Matches
108,Franck Boli,ci CIV,FW,Portland Timbers,29,1993,16.2,10.7,15.4,69.5,159.1,39.4,6.05,7.28,83.1,3.33,4.44,75.0,0.68,1.36,50.0,0.06,0.07,0.09,-0.01,0.62,0.99,0.62,0.00,1.79,Matches
109,Joshua Bolma,gh GHA,MF,NE Revolution,20,2002,0.3,73.3,76.7,95.7,1206.7,146.7,36.7,36.7,100.0,30.0,30.0,100.0,6.67,10.0,66.7,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,6.67,Matches
110,Moïse Bombito,ca CAN,DF,Colorado Rapids,22,2000,8.3,37.7,43.6,86.5,708.4,269.6,14.5,15.8,91.6,19.3,21.1,91.4,3.49,5.66,61.7,0.00,0.06,0.06,-0.06,0.60,2.89,0.36,0.12,3.86,Matches
111,Jonathan Bond,eng ENG,GK,LA Galaxy,29,1993,22.8,28.3,34.1,83.0,641.2,423.6,8.29,8.38,99.0,13.6,13.9,98.1,6.27,11.6,54.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,Matches
112,Pablo Bonilla,ve VEN,DF,Portland Timbers,23,1999,0.8,20.0,33.8,59.3,330.0,240.0,10.0,10.0,100.0,7.50,12.5,60.0,2.50,7.50,33.3,0.00,0.13,0.00,-0.13,1.25,2.50,1.25,1.25,2.50,Matches
113,Alex Bono,us USA,GK,D.C. United,28,1994,9.5,31.3,44.0,71.1,889.6,734.8,8.53,8.63,98.8,12.0,12.1,99.1,10.4,22.7,45.8,0.00,0.00,0.00,0.00,0.11,1.47,0.00,0.00,0.00,Matches
114,Shanyder Borgelin,ht HAI,FW,Inter Miami,21,2001,1.6,6.25,13.8,45.5,91.9,33.1,3.75,4.38,85.7,1.25,5.00,25.0,0.63,1.88,33.3,0.00,0.13,0.06,-0.13,1.25,1.25,0.63,0.00,1.25,Matches
115,Dylan Borrero,co COL,"FW,MF",NE Revolution,21,2002,5.7,26.7,37.4,71.4,429.5,125.4,13.5,16.1,83.7,9.65,13.5,71.4,2.46,4.21,58.3,0.00,0.11,0.19,-0.11,1.23,3.16,1.75,0.88,3.86,Matches
116,Gustavo Bou,ar ARG,"FW,MF",NE Revolution,32,1990,14.0,21.8,31.5,69.2,377.5,87.8,10.1,12.7,79.8,8.07,11.8,68.5,2.50,4.14,60.3,0.29,0.16,0.11,0.13,1.93,1.43,1.36,0.71,2.79,Matches
117,Denis Bouanga,ga GAB,FW,LAFC,28,1994,28.1,18.4,28.0,65.6,268.4,71.6,10.8,13.7,79.0,5.34,8.47,63.0,1.25,3.20,38.9,0.21,0.29,0.21,-0.08,1.57,1.53,1.17,0.07,2.88,Matches
118,Ousseni Bouda,bf BFA,"FW,MF",SJ Earthquakes,22,2000,1.7,24.1,32.9,73.2,378.2,45.9,14.1,16.5,85.7,7.06,10.6,66.7,2.35,2.35,100.0,0.00,0.06,0.06,-0.06,0.59,0.59,0.59,0.59,1.18,Matches
119,Aaron Boupendza,ga GAB,FW,FC Cincinnati,26,1996,6.7,17.3,23.3,74.4,297.2,76.9,9.10,11.8,77.2,5.82,7.31,79.6,1.94,2.54,76.5,0.00,0.10,0.12,-0.10,1.79,1.64,1.19,0.00,3.28,Matches
120,Michael Boxall,nz NZL,DF,Minnesota Utd,34,1988,31.7,39.6,45.1,87.8,751.2,303.5,15.3,16.4,93.3,19.4,20.9,92.9,4.70,6.94,67.7,0.00,0.01,0.02,-0.01,0.22,2.81,0.03,0.00,2.46,Matches
121,Tyler Boyd,us USA,"FW,MF",LA Galaxy,28,1994,25.8,23.4,31.6,74.3,388.3,109.1,12.3,14.1,87.6,7.75,10.2,75.8,2.52,4.57,55.1,0.16,0.28,0.22,-0.12,1.90,2.05,1.55,0.93,3.26,Matches
122,Michael Bradley,us USA,"MF,DF",Toronto FC,35,1987,16.0,48.4,54.3,89.3,828.3,327.6,23.2,24.7,93.9,19.9,21.7,91.9,4.31,5.94,72.6,0.06,0.03,0.04,0.04,0.31,1.94,0.06,0.00,2.81,Matches
123,Chris Brady,us USA,GK,Chicago Fire,18,2004,29.3,17.8,26.8,66.5,497.7,358.9,3.34,3.34,100.0,8.46,8.70,97.3,5.97,14.7,40.7,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,Matches
124,Zachary Brault-Guillard,ca CAN,"DF,MF",CF Montréal,24,1998,14.5,31.4,43.4,72.4,522.1,169.0,16.8,19.6,85.9,11.4,14.7,77.9,2.62,5.66,46.3,0.07,0.21,0.22,-0.14,1.79,2.07,1.52,0.97,3.38,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,25.9,38.1,53.4,71.4,708.4,328.7,15.7,18.3,85.8,17.1,22.8,74.8,4.52,9.11,49.6,0.04,0.03,0.07,0.00,0.62,5.21,0.89,0.27,5.83,Matches
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,0.0,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,5.9,32.4,38.3,84.5,519.0,138.6,17.1,20.5,83.5,10.2,10.8,93.8,3.05,3.56,85.7,0.00,0.14,0.08,-0.14,1.02,3.05,0.85,0.17,4.24,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,6.0,31.7,42.0,75.4,487.0,190.7,18.2,19.7,92.4,10.5,14.5,72.4,1.83,5.00,36.7,0.00,0.02,0.03,-0.02,0.50,1.83,0.83,0.17,2.50,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,42.7,53.5,79.8,726.1,263.1,19.7,22.0,89.5,19.4,23.7,82.2,3.06,5.60,54.6,0.08,0.08,0.10,-0.00,0.87,3.81,1.23,0.40,5.32,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,31.6,39.6,79.7,541.8,152.3,15.1,17.4,87.0,12.7,15.0,84.9,2.99,4.72,63.2,0.03,0.06,0.06,-0.03,0.69,3.26,0.80,0.21,4.38,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,43.0,56.1,76.6,817.4,264.0,15.4,17.2,89.3,23.2,28.8,80.5,4.08,8.42,48.5,0.05,0.05,0.05,0.00,0.56,3.01,0.66,0.36,2.86,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,66.0,75.1,87.9,1150.1,440.6,29.4,32.4,90.8,27.4,29.7,92.3,7.11,9.43,75.4,0.05,0.10,0.14,-0.05,1.04,8.34,1.00,0.00,9.10,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,13.1,15.9,82.3,164.6,26.9,9.23,10.3,90.0,3.33,3.59,92.9,0.26,0.26,100.0,0.26,0.08,0.03,0.18,1.03,1.28,0.00,0.00,1.03,Matches
134,Noel Buck,eng ENG,"MF,FW",NE Revolution,17,2005,19.5,33.4,40.4,82.6,543.1,141.0,16.0,18.0,88.9,13.6,15.7,86.3,2.36,3.69,63.9,0.05,0.06,0.05,-0.01,0.82,3.90,0.62,0.15,3.90,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,13.4,21.3,63.2,175.7,24.2,8.96,12.2,73.2,3.33,5.52,60.4,0.38,0.71,53.8,0.05,0.07,0.03,-0.01,0.60,0.71,0.22,0.05,1.09,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,8.43,18.0,46.9,130.1,44.9,4.54,8.70,52.1,2.31,4.63,50.0,0.83,1.85,45.0,0.00,0.08,0.08,-0.08,1.02,1.20,0.65,0.19,1.57,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,21.8,35.3,61.9,684.2,550.9,3.24,3.30,98.2,9.42,9.52,99.0,9.09,22.1,41.2,0.00,0.01,0.00,-0.01,0.09,0.97,0.06,0.00,0.03,Matches
138,Kendall Burks,us USA,"DF,MF",Chicago Fire,23,1999,5.7,29.6,36.1,82.0,544.4,219.1,12.6,14.6,86.7,13.7,16.0,85.7,2.98,4.91,60.7,0.00,0.00,0.00,0.00,0.00,2.11,0.00,0.00,1.23,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,62.7,70.3,89.2,1013.4,350.9,29.6,31.7,93.6,27.4,29.6,92.5,3.88,5.34,72.7,0.10,0.09,0.08,0.01,1.07,7.67,0.49,0.00,6.89,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,38.2,53.2,71.7,653.1,245.6,17.5,21.2,82.7,17.2,21.7,79.3,2.92,6.49,45.0,0.05,0.13,0.13,-0.08,1.03,3.24,1.14,0.54,3.78,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,47.0,57.9,81.2,818.8,302.4,22.1,24.0,92.1,20.3,24.2,83.9,3.98,7.89,50.4,0.03,0.02,0.05,0.02,0.31,4.84,0.62,0.24,5.05,Matches
142,Jorge Cabezas,co COL,"FW,MF",NY Red Bulls,19,2003,1.3,13.8,19.2,72.0,199.2,36.9,8.46,10.8,78.6,3.08,3.08,100.0,1.54,2.31,66.7,0.00,0.00,0.00,0.00,0.00,0.77,0.77,0.00,1.54,Matches
143,Kevin Cabral,fr FRA,"FW,MF",Colorado Rapids,23,1999,13.1,14.0,18.8,74.4,206.1,30.6,7.63,9.01,84.7,4.20,4.96,84.6,1.07,2.21,48.3,0.00,0.06,0.10,-0.06,0.46,0.61,0.23,0.15,1.15,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,50.0,50.0,100.0,700.0,80.0,30.0,30.0,100.0,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,20.0,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,53.2,59.0,90.2,946.3,312.0,21.0,21.6,97.1,26.6,28.6,93.0,4.34,6.76,64.3,0.00,0.00,0.01,0.00,0.07,2.83,0.07,0.00,2.76,Matches
146,Deiber Caicedo,co COL,"MF,FW",Vancouver W'caps,22,2000,2.2,31.4,43.2,72.6,474.1,70.5,19.5,21.4,91.5,10.5,15.0,69.7,1.36,2.27,60.0,0.00,0.09,0.14,-0.09,0.91,0.91,2.27,0.91,4.09,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,38.4,44.4,86.5,660.5,182.7,17.2,18.8,91.3,17.4,19.7,88.3,3.11,4.44,70.0,0.00,0.00,0.02,0.00,0.15,3.70,0.22,0.00,3.56,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,28.9,35.8,80.9,517.9,121.1,13.2,17.4,75.8,11.6,13.7,84.6,4.21,4.21,100.0,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,2.63,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,50.8,59.1,86.1,810.0,257.3,26.2,28.2,92.9,21.1,24.0,88.2,2.70,4.60,58.6,0.05,0.10,0.09,-0.06,0.98,3.26,1.02,0.42,4.42,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,31.7,36.6,86.8,512.1,82.4,13.4,15.2,88.6,14.1,15.9,89.1,2.07,2.41,85.7,0.34,0.07,0.03,0.28,0.69,4.14,0.00,0.00,3.10,Matches
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,24.6,34.6,71.0,652.6,464.2,4.24,4.33,97.9,12.5,12.8,97.6,7.76,17.2,45.0,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,63.5,69.9,90.9,1081.1,501.6,29.1,30.2,96.2,29.8,31.5,94.6,4.20,7.16,58.7,0.00,0.00,0.01,0.00,0.11,3.75,0.11,0.00,3.52,Matches
153,Rudy Camacho,fr FRA,"DF,MF",CF Montréal,31,1991,17.9,52.5,60.8,86.3,1084.4,472.0,13.7,15.4,89.1,30.8,33.6,91.7,7.32,9.94,73.6,0.00,0.01,0.02,-0.01,0.11,2.74,0.17,0.00,2.85,Matches
154,Brandon Cambridge,us USA,"FW,DF",Charlotte,20,2002,1.5,24.7,29.3,84.1,458.7,54.0,10.0,10.7,93.8,11.3,14.0,81.0,2.00,2.67,75.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,18.7,24.1,77.4,278.4,44.6,11.3,13.7,82.4,5.05,6.43,78.6,1.48,1.92,77.1,0.16,0.12,0.11,0.05,0.71,1.48,0.55,0.22,2.14,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,47.9,57.8,82.8,912.6,333.9,17.1,19.5,88.0,26.0,29.3,88.7,4.56,8.01,57.0,0.10,0.01,0.02,0.09,0.15,4.22,0.39,0.00,4.56,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,37.7,44.4,85.0,645.7,215.4,16.7,19.5,85.6,17.5,18.9,92.3,2.89,4.31,67.0,0.04,0.01,0.04,0.03,0.20,4.15,0.41,0.08,4.31,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,39.9,46.4,86.1,843.2,366.0,12.3,13.4,91.9,20.6,22.2,92.8,6.82,9.75,69.9,0.00,0.00,0.01,0.00,0.00,3.44,0.00,0.00,4.01,Matches
159,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,19,2003,7.4,20.5,28.9,71.0,320.7,87.8,11.2,13.8,81.4,5.95,7.57,78.6,2.16,3.65,59.3,0.00,0.08,0.05,-0.08,0.81,2.30,0.81,0.41,2.57,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,27.6,18.2,25.9,70.3,272.1,51.8,9.67,13.3,72.8,6.16,7.79,79.1,1.12,1.49,75.6,0.18,0.14,0.12,0.04,1.01,1.45,0.51,0.04,2.36,Matches
161,Adalberto Carrasquilla,pa PAN,"FW,MF",Houston Dynamo,24,1998,22.6,34.2,45.4,75.4,577.8,185.4,17.1,20.6,83.0,12.1,15.4,78.5,3.76,6.64,56.7,0.22,0.16,0.18,0.06,1.59,5.09,2.57,0.58,7.08,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,43.9,49.8,88.2,758.6,230.0,20.6,22.6,91.2,18.1,19.7,91.8,4.17,5.55,75.2,0.05,0.07,0.07,-0.02,0.71,5.69,0.62,0.00,5.69,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,31.7,40.0,79.2,413.3,198.3,25.0,25.0,100.0,5.00,6.67,75.0,1.67,8.33,20.0,0.00,0.00,0.00,0.00,0.00,1.67,1.67,0.00,6.67,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,56.6,64.6,87.7,1110.6,454.9,19.1,20.5,93.2,30.5,33.0,92.3,6.59,9.87,66.8,0.09,0.03,0.06,0.06,0.26,3.71,0.09,0.00,3.76,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,35.8,48.9,73.3,616.9,263.2,16.9,19.3,87.7,13.6,18.1,74.8,4.06,8.13,50.0,0.06,0.22,0.24,-0.16,2.13,6.13,1.31,0.25,7.63,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,47.1,56.8,82.8,1062.7,300.1,8.72,9.74,89.5,29.7,32.9,90.3,8.33,12.6,66.3,0.00,0.00,0.00,0.00,0.13,1.41,0.00,0.00,1.92,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,17.2,24.8,69.0,487.2,375.8,3.94,3.97,99.2,6.79,6.85,99.1,6.06,13.6,44.5,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,51.7,59.6,86.7,836.3,234.2,26.3,28.4,92.5,20.6,22.7,90.7,3.38,5.43,62.2,0.00,0.02,0.03,-0.02,0.53,4.30,0.33,0.07,5.43,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,60.1,64.8,92.8,979.4,303.6,29.1,30.7,94.9,26.1,27.6,94.8,3.22,4.00,80.6,0.11,0.03,0.03,0.08,0.78,6.33,0.00,0.00,6.11,Matches
170,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,24,1999,9.5,27.4,36.0,76.0,480.4,72.2,12.1,14.5,83.3,11.9,13.6,87.6,2.63,5.68,46.3,0.00,0.09,0.16,-0.09,0.53,1.47,0.63,0.21,2.74,Matches
171,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,31,1991,11.3,32.8,47.8,68.7,562.4,141.0,16.9,18.8,89.7,11.5,16.2,71.0,3.45,8.85,39.0,0.35,0.22,0.21,0.13,2.48,1.59,1.42,0.71,3.19,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,55.6,63.4,87.7,1197.5,439.3,13.2,15.1,87.5,34.1,35.7,95.3,8.11,11.8,68.8,0.00,0.00,0.01,0.00,0.00,2.05,0.00,0.00,2.53,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,38.6,44.2,87.3,701.3,248.8,16.6,18.4,90.3,16.4,17.8,92.3,4.74,6.14,77.1,0.00,0.01,0.04,-0.01,0.35,4.98,0.49,0.07,5.23,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,29.0,36.8,78.8,405.4,109.5,18.4,20.5,89.9,7.20,8.78,81.9,1.46,2.56,57.1,0.37,0.16,0.16,0.21,1.59,1.22,1.59,0.24,3.29,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,53.6,58.2,92.2,901.8,374.1,27.3,28.2,96.8,20.9,21.8,95.8,5.00,6.82,73.3,0.00,0.00,0.00,0.00,0.00,5.91,0.00,0.00,5.00,Matches
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,15.2,55.1,66.4,82.9,1184.1,408.9,13.6,15.1,90.0,33.1,37.4,88.6,8.42,13.0,64.6,0.00,0.06,0.05,-0.06,0.66,6.12,0.46,0.07,6.05,Matches
177,Mathieu Choiniere,ca CAN,"MF,DF",CF Montréal,23,1999,27.0,32.9,43.6,75.4,534.6,172.0,17.4,20.1,86.6,12.4,15.9,77.9,2.48,5.48,45.3,0.07,0.18,0.18,-0.10,1.74,2.78,1.30,0.26,4.78,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,22.8,20.4,30.3,67.5,288.1,80.1,13.0,16.4,79.2,6.10,9.12,66.8,0.75,1.71,43.6,0.31,0.25,0.26,0.06,1.62,0.88,2.06,0.61,2.41,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,15.1,38.5,51.5,74.8,643.0,242.5,19.1,22.7,84.0,14.3,18.1,78.8,3.71,6.23,59.6,0.20,0.20,0.15,0.00,2.12,6.36,1.99,0.26,8.74,Matches
180,Cam Cilley,us USA,"FW,MF",SJ Earthquakes,22,2000,0.0,2,5,40.0,33,31,1,2,50.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,1.0,70.0,76.0,92.1,1388.0,551.0,21.0,22.0,95.5,40.0,42.0,95.2,8.00,11.0,72.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33.0,26.8,33.5,80.3,640.9,440.9,7.00,7.00,100.0,13.1,13.2,99.1,6.48,12.8,50.6,0.03,0.00,0.00,0.03,0.03,0.24,0.00,0.00,0.00,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2.0,20.5,23.5,87.2,514.5,399.0,5.00,5.00,100.0,11.5,11.5,100.0,4.00,6.50,61.5,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,58.2,67.3,86.5,1175.9,279.5,14.5,15.9,91.4,36.4,38.2,95.2,6.36,11.4,56.0,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.45,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,61.3,70.6,86.7,1091.3,358.9,27.1,28.9,93.7,26.4,29.6,89.1,6.50,9.09,71.5,0.00,0.02,0.06,-0.02,0.63,8.25,0.84,0.14,5.94,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,13.3,16.7,80.0,163.3,35.0,11.7,13.3,87.5,1.67,1.67,100.0,0.00,0.00,,0.00,0.17,0.00,-0.17,1.67,1.67,0.00,0.00,1.67,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,15.9,24.8,64.2,211.5,34.1,9.64,13.5,71.4,4.00,6.41,62.4,0.82,1.59,51.4,0.05,0.07,0.09,-0.03,0.95,0.91,0.50,0.05,1.45,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,41.2,50.4,81.7,870.0,348.7,13.7,15.5,88.1,20.8,23.9,87.0,6.50,10.1,64.5,0.04,0.02,0.02,0.02,0.31,4.29,0.16,0.04,4.49,Matches
189,Sergio Córdova,ve VEN,"FW,MF",Vancouver W'caps,25,1997,9.4,13.6,18.9,71.9,184.5,46.0,7.87,9.89,79.6,4.04,5.53,73.1,0.43,1.28,33.3,0.00,0.13,0.04,-0.13,0.74,0.96,0.53,0.11,1.81,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,15.1,29.9,50.4,534.2,450.7,1.74,1.74,100.0,5.82,6.21,93.8,7.53,21.7,34.7,0.00,0.00,0.00,-0.00,0.06,0.94,0.00,0.00,0.03,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,33.1,41.3,80.1,690.3,218.5,6.67,8.21,81.3,21.8,23.6,92.4,3.85,7.95,48.4,0.00,0.00,0.00,0.00,0.00,1.28,0.00,0.00,1.28,Matches
192,Douglas Costa,br BRA,"FW,MF",LA Galaxy,32,1990,13.5,43.5,56.4,77.1,733.2,208.2,23.3,26.4,88.2,13.3,17.0,78.6,5.48,9.78,56.1,0.52,0.36,0.32,0.16,2.81,4.30,1.33,0.15,6.00,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,53.0,59.0,89.8,1028.0,403.0,17.0,19.0,89.5,30.0,32.0,93.8,6.00,8.00,75.0,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,3.00,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,17.1,14.2,22.6,62.8,191.4,48.0,9.18,12.6,73.0,3.27,5.50,59.6,0.70,1.93,36.4,0.12,0.06,0.08,0.05,0.41,0.70,0.58,0.18,1.29,Matches
195,Ben Cremaschi,us USA,"MF,FW",Inter Miami,17,2005,19.9,35.8,42.6,84.0,522.6,119.5,19.8,22.2,89.1,13.1,14.9,87.5,1.61,2.26,71.1,0.20,0.11,0.12,0.09,0.90,2.61,0.80,0.10,3.82,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7.0,24.3,31.0,78.3,586.0,391.4,4.86,4.86,100.0,14.1,14.3,99.0,5.14,11.7,43.9,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,3.1,42.3,47.7,88.5,682.9,175.5,21.6,23.2,93.1,17.4,18.7,93.1,2.26,3.55,63.6,0.00,0.00,0.03,0.00,0.65,3.23,0.00,0.00,3.87,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,23.8,44.4,51.2,86.6,866.1,272.7,16.7,18.3,91.3,19.9,22.1,90.1,6.85,9.16,74.8,0.04,0.03,0.02,0.01,0.34,4.58,0.17,0.00,4.20,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,23.2,33.8,68.7,374.1,97.6,12.6,15.7,80.1,7.57,10.5,72.4,2.24,4.03,55.7,0.27,0.25,0.23,0.01,1.60,2.13,1.83,0.27,4.71,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,45.1,54.9,82.2,719.1,232.6,23.8,25.7,92.6,16.8,20.0,84.0,3.40,6.60,51.6,0.00,0.13,0.09,-0.13,1.06,3.19,0.64,0.43,4.04,Matches
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,36.0,45.7,78.8,587.9,206.0,17.6,19.7,89.2,15.3,18.6,82.3,2.46,5.02,49.0,0.14,0.17,0.13,-0.02,1.11,2.27,0.87,0.34,3.14,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,2,2,100.0,27,9,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
