pc_name;abbr;working_disk
DESKTOP-JQD9K01;MainPC;E:
DESKTOP-5IRHU87;MSI_Laptop;D:
DESKTOP-96HQCNO;4090_SV;E:
DESKTOP-Q2IKLC0;4GPU_SV;E:
DESKTOP-QNS3DNF;1GPU_SV;D:
