CMDLINE python example_L3T_L4T_JET_run_with_download.py
MEM 2579.375000 1733191052.0748
MEM 2579.921875 1733191052.1800
MEM 2580.546875 1733191052.2832
MEM 2581.171875 1733191052.3884
MEM 2581.703125 1733191052.4891
MEM 2582.375000 1733191052.5943
MEM 2582.953125 1733191052.6984
MEM 2583.531250 1733191052.7999
MEM 2584.093750 1733191052.9014
MEM 2584.656250 1733191053.0066
MEM 2585.296875 1733191053.1118
MEM 2585.906250 1733191053.2170
MEM 2586.500000 1733191053.3222
MEM 2587.078125 1733191053.4269
MEM 2587.671875 1733191053.5321
MEM 2587.921875 1733191053.6325
MEM 2588.609375 1733191053.7377
MEM 2589.218750 1733191053.8415
MEM 2589.718750 1733191053.9438
MEM 2590.734375 1733191054.0490
MEM 2591.734375 1733191054.1542
MEM 2592.765625 1733191054.2596
MEM 2593.718750 1733191054.3648
MEM 2594.812500 1733191054.4701
MEM 2595.812500 1733191054.5717
MEM 2596.828125 1733191054.6769
MEM 2597.828125 1733191054.7821
MEM 2598.843750 1733191054.8836
MEM 2599.828125 1733191054.9888
MEM 2600.859375 1733191055.0940
MEM 2601.875000 1733191055.1991
MEM 2602.890625 1733191055.3043
MEM 2603.796875 1733191055.4046
MEM 2604.765625 1733191055.5100
MEM 2605.765625 1733191055.6152
MEM 2606.750000 1733191055.7172
MEM 2607.781250 1733191055.8224
MEM 2608.765625 1733191055.9276
MEM 2609.765625 1733191056.0283
MEM 2610.781250 1733191056.1334
MEM 2611.796875 1733191056.2386
MEM 2612.734375 1733191056.3388
MEM 2613.734375 1733191056.4442
MEM 2614.765625 1733191056.5493
MEM 2615.796875 1733191056.6545
MEM 2616.796875 1733191056.7597
MEM 2617.828125 1733191056.8650
MEM 2618.843750 1733191056.9702
MEM 2619.890625 1733191057.0754
MEM 2620.890625 1733191057.1805
MEM 2621.890625 1733191057.2846
MEM 2622.921875 1733191057.3897
MEM 2623.890625 1733191057.4916
MEM 2624.890625 1733191057.5967
MEM 2625.921875 1733191057.7018
MEM 2626.937500 1733191057.8069
MEM 2627.968750 1733191057.9121
MEM 2628.968750 1733191058.0172
MEM 2630.000000 1733191058.1224
MEM 2631.015625 1733191058.2276
MEM 2632.078125 1733191058.3330
MEM 2633.109375 1733191058.4381
MEM 2634.109375 1733191058.5433
MEM 2635.140625 1733191058.6484
MEM 2636.171875 1733191058.7536
MEM 2637.156250 1733191058.8587
MEM 2638.171875 1733191058.9638
MEM 2639.203125 1733191059.0690
MEM 2640.171875 1733191059.1742
MEM 2641.234375 1733191059.2793
MEM 2642.265625 1733191059.3846
MEM 2643.250000 1733191059.4869
MEM 2644.234375 1733191059.5922
MEM 2645.265625 1733191059.6974
MEM 2646.281250 1733191059.8028
MEM 2646.546875 1733191059.9068
MEM 2647.203125 1733191060.0120
MEM 2648.203125 1733191060.1173
MEM 2649.203125 1733191060.2224
MEM 2650.171875 1733191060.3276
MEM 2651.187500 1733191060.4329
MEM 2652.203125 1733191060.5382
MEM 2653.265625 1733191060.6433
MEM 2654.265625 1733191060.7485
MEM 2655.281250 1733191060.8536
MEM 2656.328125 1733191060.9587
MEM 2657.328125 1733191061.0638
MEM 2658.343750 1733191061.1690
MEM 2659.359375 1733191061.2741
MEM 2660.406250 1733191061.3793
MEM 2661.406250 1733191061.4807
MEM 2662.390625 1733191061.5861
MEM 2667.875000 1733191061.6916
MEM 2712.296875 1733191061.7933
MEM 2748.421875 1733191061.8987
MEM 2791.000000 1733191062.0039
MEM 2808.828125 1733191062.1053
MEM 2849.890625 1733191062.2105
MEM 2866.906250 1733191062.3158
MEM 2863.046875 1733191062.4210
MEM 2865.734375 1733191062.5262
MEM 2865.734375 1733191062.6315
MEM 2865.734375 1733191062.7370
MEM 2867.015625 1733191062.8422
MEM 2881.296875 1733191062.9475
MEM 2874.468750 1733191063.0521
MEM 2846.031250 1733191063.1573
MEM 2904.203125 1733191063.2625
MEM 2925.078125 1733191063.3678
MEM 2876.750000 1733191063.4730
MEM 2893.046875 1733191063.5782
MEM 2952.375000 1733191063.6834
MEM 2986.375000 1733191063.7889
MEM 3028.234375 1733191063.8942
MEM 3031.875000 1733191063.9996
MEM 3053.781250 1733191064.1031
MEM 3115.875000 1733191064.2083
MEM 3045.265625 1733191064.3101
MEM 3047.890625 1733191064.4154
MEM 3048.640625 1733191064.5207
MEM 3015.859375 1733191064.6259
MEM 3015.859375 1733191064.7314
MEM 3034.609375 1733191064.8366
MEM 3075.078125 1733191064.9383
MEM 3079.703125 1733191065.0435
MEM 3092.421875 1733191065.1445
MEM 3099.546875 1733191065.2498
MEM 3117.234375 1733191065.3550
MEM 3121.281250 1733191065.4604
MEM 3122.468750 1733191065.5638
MEM 3122.468750 1733191065.6690
MEM 3122.468750 1733191065.7742
MEM 3128.453125 1733191065.8769
MEM 3129.375000 1733191065.9822
MEM 3121.656250 1733191066.0874
MEM 3113.656250 1733191066.1927
MEM 3144.875000 1733191066.2979
MEM 3155.812500 1733191066.4031
MEM 3113.828125 1733191066.5083
MEM 3132.578125 1733191066.6136
MEM 3165.078125 1733191066.7190
MEM 3198.625000 1733191066.8245
MEM 3265.687500 1733191066.9297
MEM 3268.375000 1733191067.0336
MEM 3268.375000 1733191067.1389
MEM 3308.890625 1733191067.2443
MEM 3293.375000 1733191067.3498
MEM 3301.500000 1733191067.4551
MEM 3293.796875 1733191067.5604
MEM 3325.734375 1733191067.6656
MEM 3325.765625 1733191067.7708
MEM 3325.765625 1733191067.8760
MEM 3363.312500 1733191067.9812
MEM 3414.500000 1733191068.0864
MEM 3451.546875 1733191068.1878
MEM 3475.906250 1733191068.2930
MEM 3475.906250 1733191068.3937
MEM 3475.906250 1733191068.4990
MEM 3494.687500 1733191068.6045
MEM 3494.687500 1733191068.7097
MEM 3494.687500 1733191068.8116
MEM 3494.687500 1733191068.9149
MEM 3494.687500 1733191069.0202
MEM 3588.515625 1733191069.1238
MEM 3588.515625 1733191069.2260
MEM 3588.515625 1733191069.3308
MEM 3588.515625 1733191069.4319
MEM 3590.187500 1733191069.5331
MEM 3590.187500 1733191069.6383
MEM 3629.390625 1733191069.7435
MEM 3676.375000 1733191069.8488
MEM 3696.312500 1733191069.9542
MEM 3696.312500 1733191070.0564
MEM 3696.312500 1733191070.1617
MEM 3696.312500 1733191070.2671
MEM 3696.312500 1733191070.3710
MEM 3696.312500 1733191070.4731
MEM 3696.828125 1733191070.5786
MEM 3696.828125 1733191070.6839
MEM 3696.828125 1733191070.7875
MEM 3696.828125 1733191070.8907
MEM 3697.843750 1733191070.9953
MEM 3698.328125 1733191071.0988
MEM 3698.328125 1733191071.2042
MEM 3698.328125 1733191071.3094
MEM 3698.328125 1733191071.4149
MEM 3698.328125 1733191071.5205
MEM 3698.328125 1733191071.6211
MEM 3698.390625 1733191071.7241
MEM 3698.390625 1733191071.8295
MEM 3698.390625 1733191071.9348
MEM 3698.390625 1733191072.0401
MEM 3698.484375 1733191072.1453
MEM 3698.484375 1733191072.2465
MEM 3698.484375 1733191072.3518
MEM 3698.484375 1733191072.4570
MEM 3698.500000 1733191072.5622
MEM 3698.500000 1733191072.6675
MEM 3698.500000 1733191072.7729
MEM 3698.500000 1733191072.8743
MEM 3698.500000 1733191072.9768
MEM 3698.546875 1733191073.0820
MEM 3698.546875 1733191073.1860
MEM 3698.546875 1733191073.2918
MEM 3698.546875 1733191073.3922
MEM 3698.687500 1733191073.4967
MEM 3698.687500 1733191073.6019
MEM 3698.687500 1733191073.7037
MEM 3698.687500 1733191073.8088
MEM 3698.734375 1733191073.9098
MEM 3698.734375 1733191074.0122
MEM 3698.734375 1733191074.1172
MEM 3698.734375 1733191074.2226
MEM 3698.734375 1733191074.3256
MEM 3698.734375 1733191074.4282
MEM 3698.734375 1733191074.5333
MEM 3698.734375 1733191074.6385
MEM 3698.734375 1733191074.7441
MEM 3698.734375 1733191074.8471
MEM 3698.734375 1733191074.9524
MEM 3698.734375 1733191075.0575
MEM 3698.734375 1733191075.1626
MEM 3698.796875 1733191075.2678
MEM 3698.796875 1733191075.3730
MEM 3698.796875 1733191075.4760
MEM 3698.796875 1733191075.5814
MEM 3698.796875 1733191075.6869
MEM 3698.796875 1733191075.7884
MEM 3698.796875 1733191075.8925
MEM 3698.796875 1733191075.9977
MEM 3698.796875 1733191076.1030
MEM 3698.812500 1733191076.2047
MEM 3698.812500 1733191076.3100
MEM 3698.812500 1733191076.4151
MEM 3698.812500 1733191076.5226
MEM 3698.812500 1733191076.6266
MEM 3698.812500 1733191076.7271
MEM 3698.812500 1733191076.8326
MEM 3698.812500 1733191076.9379
MEM 3698.812500 1733191077.0396
MEM 3699.937500 1733191077.1419
MEM 3699.937500 1733191077.2472
MEM 3699.937500 1733191077.3529
MEM 3699.937500 1733191077.4585
MEM 3699.937500 1733191077.5607
MEM 3699.937500 1733191077.6663
MEM 3699.937500 1733191077.7679
MEM 3699.937500 1733191077.8682
MEM 3699.937500 1733191077.9734
MEM 3700.046875 1733191078.0786
MEM 3700.046875 1733191078.1840
MEM 3700.046875 1733191078.2858
MEM 3700.046875 1733191078.3910
MEM 3700.046875 1733191078.4962
MEM 3700.046875 1733191078.6014
MEM 3700.046875 1733191078.7066
MEM 3700.046875 1733191078.8095
MEM 3700.046875 1733191078.9149
MEM 3700.046875 1733191079.0156
MEM 3700.046875 1733191079.1209
MEM 3700.046875 1733191079.2262
MEM 3700.046875 1733191079.3345
MEM 3700.046875 1733191079.4367
MEM 3700.046875 1733191079.5421
MEM 3700.046875 1733191079.6473
MEM 3700.046875 1733191079.7526
MEM 3700.046875 1733191079.8578
MEM 3700.046875 1733191079.9630
MEM 3700.046875 1733191080.0640
MEM 3700.046875 1733191080.1680
MEM 3700.046875 1733191080.2732
MEM 3700.046875 1733191080.3757
MEM 3700.046875 1733191080.4808
MEM 3700.046875 1733191080.5860
MEM 3700.046875 1733191080.6911
MEM 3700.046875 1733191080.7963
MEM 3700.046875 1733191080.9015
MEM 3700.046875 1733191081.0040
MEM 3700.046875 1733191081.1082
MEM 3700.046875 1733191081.2135
MEM 3700.046875 1733191081.3177
MEM 3700.046875 1733191081.4231
MEM 3700.046875 1733191081.5286
MEM 3700.046875 1733191081.6315
MEM 3700.046875 1733191081.7369
MEM 3700.046875 1733191081.8422
MEM 3700.046875 1733191081.9432
MEM 3700.046875 1733191082.0478
MEM 3700.046875 1733191082.1530
MEM 3700.046875 1733191082.2581
MEM 3700.046875 1733191082.3636
MEM 3700.046875 1733191082.4644
MEM 3700.046875 1733191082.5670
MEM 3700.046875 1733191082.6717
MEM 3700.046875 1733191082.7773
MEM 3700.046875 1733191082.8793
MEM 3700.046875 1733191082.9813
MEM 3700.046875 1733191083.0864
MEM 3700.046875 1733191083.1919
MEM 3700.046875 1733191083.2973
MEM 3700.046875 1733191083.4027
MEM 3700.046875 1733191083.5081
MEM 3700.046875 1733191083.6123
MEM 3700.046875 1733191083.7180
MEM 3700.046875 1733191083.8195
MEM 3700.046875 1733191083.9223
MEM 3700.046875 1733191084.0268
MEM 3700.046875 1733191084.1320
MEM 3700.046875 1733191084.2372
MEM 3700.046875 1733191084.3425
MEM 3700.046875 1733191084.4481
MEM 3700.046875 1733191084.5535
MEM 3700.046875 1733191084.6544
MEM 3700.046875 1733191084.7596
MEM 3700.046875 1733191084.8648
MEM 3700.046875 1733191084.9695
MEM 3700.046875 1733191085.0746
MEM 3700.046875 1733191085.1797
MEM 3703.218750 1733191085.2849
MEM 3703.218750 1733191085.3872
MEM 3703.218750 1733191085.4924
MEM 3703.218750 1733191085.5975
MEM 3703.218750 1733191085.7005
MEM 3703.218750 1733191085.8057
MEM 3703.218750 1733191085.9111
MEM 3703.218750 1733191086.0162
MEM 3703.218750 1733191086.1214
MEM 3703.218750 1733191086.2247
MEM 3703.218750 1733191086.3300
MEM 3703.234375 1733191086.4352
MEM 3703.234375 1733191086.5381
MEM 3703.234375 1733191086.6433
MEM 3703.234375 1733191086.7454
MEM 3703.234375 1733191086.8507
MEM 3703.234375 1733191086.9562
MEM 3703.234375 1733191087.0609
MEM 3703.234375 1733191087.1661
MEM 3703.234375 1733191087.2712
MEM 3703.234375 1733191087.3766
MEM 3703.234375 1733191087.4810
MEM 3703.234375 1733191087.5862
MEM 3703.234375 1733191087.6900
MEM 3703.234375 1733191087.7954
MEM 3712.031250 1733191087.9006
MEM 3712.031250 1733191088.0059
MEM 3712.031250 1733191088.1111
MEM 3712.031250 1733191088.2163
