Date,EN3_4,RB,WPAC,WPAC2,WPAC3,WPAC4,50fin,100cold,100fin1,100fin2,150fin1,150fin2,200fin1,200fin2,250fin1,250fin2,300fin1,300fin2,400fin1,400fin2,500fin1,500fin2,wnd160_200_0_10,wnd180_220_-4_4,wnd180_210_-10_0
1982-1,26.717574,-0.59432674,29.497273,29.5170462,29.33692519,29.70050765,28.66999054,23.15763474,24.24851418,27.13852882,19.53894424,23.01657295,15.29763222,16.38597679,12.44410515,12.28329563,10.84263706,11.62435722,8.949558258,9.304884911,7.698959351,7.944972515,-0.040527382,-0.032014862,-0.022513633
1982-2,26.695155,-0.77301068,29.524016,29.50399493,29.28644083,29.50771835,28.66583633,23.77023888,23.93551445,27.27503204,19.32535934,23.39493942,15.5142622,17.38193321,12.70641041,12.5830307,11.03173161,11.85624218,9.109836578,9.451370239,7.900325775,7.958514214,-0.032478346,-0.022086092,-0.011113419
1982-3,27.192153,0.12934629,29.455756,29.38040473,29.265804,29.41818671,28.62761688,24.76901627,24.169384,27.48578644,19.59012604,24.05834389,15.72435379,17.95659828,12.66009808,12.88689423,10.93234921,11.8868618,8.98479557,9.483587265,7.890564442,8.028867722,-0.032185679,-0.019642806,-0.01577155
1982-4,28.013269,0.71368092,29.416325,29.45325524,29.41317562,29.16962273,28.97083282,24.8663044,24.48124695,27.96297264,19.87367821,24.10243225,15.96201515,17.71554947,12.888937,13.05348396,11.01722527,11.95974636,9.001386642,9.439644814,7.901549339,8.012247086,-0.024485287,-0.013596137,-0.00919019
1982-5,28.529789,0.19907988,29.774165,29.82542294,29.40734012,29.32758531,28.88019943,24.80493164,23.96616173,27.9868145,19.26187325,23.31734467,15.58055592,16.84486771,12.68247604,12.92342854,11.04516506,11.6946764,9.224990845,9.381464005,7.91223526,7.953692436,-0.022813951,-0.014534216,-0.013171106
1982-6,28.744316,0.10554706,29.611335,29.67410083,28.95835841,28.91676492,28.6680584,24.15000725,24.25123596,27.46517372,19.36335373,22.62023544,15.60063934,16.11964035,12.92558193,12.48750305,11.0869112,11.50511265,9.176002502,9.272603035,7.824816227,7.809578896,-0.018110965,-0.016575888,-0.018374706
1982-7,28.093685,0.33121288,28.873548,29.09510489,28.16931578,28.12522847,28.04275131,22.80134583,23.74287987,26.74779892,18.72929764,21.74809265,14.86167049,15.27250862,12.48717403,12.05529308,10.81581402,11.48402691,9.042412758,9.210194588,7.744473934,7.819800854,-0.007678086,-0.020996109,-0.026202876
1982-8,27.927234,0.30387602,28.632819,28.65469193,27.89407288,27.88858335,27.82216454,23.08646965,23.36186028,26.65881348,18.30039597,22.00809669,14.30969906,15.42264175,12.13467216,11.90610313,10.60823441,11.50594425,8.939705849,9.289266586,7.658239365,7.781610012,-0.003992965,-0.019201938,-0.01770974
1982-9,28.102344,-0.071519139,28.988477,28.96220213,28.17761801,28.2177791,27.91935158,22.38926125,22.73783112,26.09969711,17.79330254,21.47203255,14.16807747,15.15044975,11.85451126,11.57080746,10.29793167,11.69275665,8.688030243,9.237108231,7.588732243,7.840808392,0.001814607,-0.014010774,-0.015167922
1982-10,28.638597,-0.39434929,29.202648,29.14440581,28.5913769,28.48664135,27.83276176,22.12501907,22.5710125,26.15408897,18.02435493,21.68200111,14.12442398,15.72250557,11.72967052,11.60994339,10.37728882,11.81779385,8.852324486,9.296685219,7.734229565,7.882853031,0.003122362,-0.006694611,-0.006313112
1982-11,28.801424,-0.54037738,29.248941,29.15492811,28.79215809,28.70007398,28.04634857,21.67415237,22.87671471,26.43053627,18.51891708,22.32589149,14.47693157,16.03331375,11.85318089,11.78104782,10.56358814,11.79221344,9.003110886,9.283237457,7.795689106,7.868464947,0.00242606,-0.005314251,0.00021783
1982-12,29.209153,-0.25628225,29.245169,29.33819507,29.28629125,29.37799959,28.28619194,21.15987587,22.91626549,26.46086311,18.64104271,22.21791649,14.56312275,15.97541428,11.89279556,11.83538818,10.78254223,11.64673328,9.11169529,9.278137207,7.750962734,7.913505554,-0.044355243,-0.005887298,0.008351721
1983-1,29.354481,0.49236605,29.042347,29.30789185,29.22521879,29.60119804,28.33431053,22.31136703,23.05738831,26.69748306,18.83337784,22.1722126,14.47107697,15.80281162,11.89198494,11.9552803,10.65612888,11.61202717,8.943410873,9.318904877,7.702513695,7.963186741,-0.067795017,-0.021149791,0.019353518
1983-2,29.121791,1.52435,28.631314,28.89797178,28.85030932,29.11451572,28.30039215,23.63739204,23.52127266,26.9854908,19.20970345,22.55300903,14.96206665,16.53499985,12.26367664,12.18673801,10.66544247,11.9497385,9.060883522,9.465125084,7.932257175,8.031998634,-0.070194351,-0.021398213,0.019714019
1983-3,29.026308,0.30832021,28.608233,28.79210385,28.83228488,29.06385567,28.35773277,25.08116531,24.06704521,27.31360626,19.45744896,23.30818176,15.3767643,17.12667656,12.28219128,12.31526566,10.50490856,11.96007156,8.875525475,9.504615784,7.858474731,8.1064291,-0.056087261,-0.016282659,0.019773502
1983-4,28.900669,-0.44733989,28.988771,29.0575996,29.14882484,29.48960027,28.66326141,25.58468246,24.41462898,27.71206856,19.67767525,23.51356697,15.80067444,17.19721603,12.56907368,12.3588047,10.67439461,11.90691853,8.919277191,9.485424995,7.884190559,8.088031769,-0.044721605,-0.011189949,0.005679253
1983-5,28.889536,-0.71365303,29.125414,29.18456659,29.09775851,29.41002963,28.78307343,25.7688179,24.02623177,27.67670822,19.12171555,22.93361092,15.14576721,16.46893692,11.87155342,12.16324043,10.38851166,11.61249638,9.002593994,9.448713303,7.970640659,8.043859482,-0.039547754,-0.012888001,-0.007493549
1983-6,28.234312,-0.86026344,29.465341,29.14379688,29.05435034,29.06546038,28.73591614,25.47055054,24.29770851,27.17831612,19.03899956,22.28574562,14.81342125,15.81593895,11.89685249,11.91090679,10.46942329,11.38609409,9.028605461,9.365352631,7.953521252,7.924448013,-0.032275753,-0.016180464,-0.02445207
1983-7,27.059438,-0.43679757,28.962313,28.71896733,28.34518304,28.06248248,28.21273041,24.52550125,23.85233688,26.74260139,18.48500633,21.54535484,14.12559509,15.00449944,11.68804264,11.73760986,10.36069584,11.39072704,8.921116829,9.268738747,7.873822212,7.922069073,-0.025730788,-0.024146406,-0.03371558
