sp_id,Cu_Ka1_center,Al_Ka1_center
0,8.06785115671716,1.4934014856034548
1,8.068695555876454,1.4941006372107462
2,8.06712628352017,1.4921214052567184
3,8.06734804567399,1.4999734090203714
4,8.069062730236615,1.5005008030233944
mean,8.068016754404876,1.4960195480229368
std,0.0008399954219889543,0.003919395671829625
