#%		Only M/G boundary	Min tun Muller/MacDo	Age model Tiedemann
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
112.4600	20.5000	3955.4024	2.8432	0.5479	3973.9412	2.4286	0.4680	3962.2727	4.4000	0.8479
112.6800	30.2000	3963.1401	2.8432	0.7814	3983.0000	2.4286	0.6674	3967.2727	4.4000	1.2092
112.8000	43.5000	3967.3607	2.8432	1.1007	3987.9412	2.4286	0.9402	3970.0000	3.1314	1.2123
112.8200	15.9000	3968.0642	2.8432	0.4023	3988.7647	2.4286	0.3437	3971.7436	1.1471	0.1623
112.8800	19.3100	3970.1745	2.8432	0.4886	3991.2353	2.4286	0.4174	3976.9744	1.1471	0.1971
112.9500	18.9500	3972.6365	2.8432	0.4795	3994.1176	2.4286	0.4096	3983.0769	1.1471	0.1935
113.0900	23.5600	3977.5605	2.8432	0.6029	3999.8824	2.4285	0.5149	3995.2821	1.1471	0.2432
113.1400	29.2000	3979.3191	2.8432	0.7472	4001.9412	2.4286	0.6382	3999.6410	1.1471	0.3014
113.1900	35.9800	3981.0777	2.8432	0.9207	4004.0000	2.4961	0.8083	4004.0000	1.9042	0.6166
113.2900	28.0500	3984.5948	2.8432	0.7257	4007.9506	2.5312	0.6461	4007.5185	2.8421	0.7255
113.4600	15.1200	3990.5740	2.8432	0.3955	4014.6667	2.5312	0.3521	4013.5000	2.8421	0.3953
113.6400	25.6700	3996.9049	2.8432	0.6715	4021.7778	2.5313	0.5978	4019.8333	2.8421	0.6712
113.7300	33.5200	4000.0703	2.8432	0.8768	4025.3333	2.5313	0.7806	4023.0000	2.2388	0.6904
113.8900	18.8200	4005.6978	2.8432	0.4976	4031.6543	2.5312	0.4430	4031.0000	2.0000	0.3501
114.0100	23.2700	4009.9184	2.8432	0.6219	4036.3951	2.5312	0.5537	4037.0000	2.0000	0.4375
114.1300	36.5800	4014.1390	2.8432	0.9776	4041.1358	2.5313	0.8704	4043.0000	2.0000	0.6877
114.1900	42.3500	4016.2493	2.8432	1.1439	4043.5062	2.5312	1.0184	4046.0000	2.3252	0.9355
114.2700	39.8000	4019.0630	2.8432	1.0750	4046.6667	2.5313	0.9571	4049.0210	2.6481	1.0013
114.3200	21.7000	4020.8216	2.8432	0.5861	4048.6420	2.5313	0.5218	4050.9091	2.6482	0.5459
114.3800	17.8800	4022.9319	2.8432	0.4829	4051.0123	2.5312	0.4300	4053.1748	2.6482	0.4498
114.4300	14.9500	4024.6905	2.8432	0.4038	4052.9877	2.5312	0.3595	4055.0629	2.6481	0.3761
114.6200	19.1000	4031.3731	2.8432	0.5159	4060.4938	2.5313	0.4593	4062.2378	2.6481	0.4805
114.7600	16.9000	4036.2971	2.8432	0.4565	4066.0247	2.5312	0.4064	4067.5245	2.6482	0.4252
114.9400	18.2000	4042.6280	2.8432	0.4916	4073.1358	2.5312	0.4377	4074.3217	2.6482	0.4579
115.1300	18.8900	4049.3106	2.8432	0.5102	4080.6420	2.5312	0.4542	4081.4965	2.6482	0.4752
115.3700	20.3400	4057.7518	2.8432	0.5552	4090.1235	2.5313	0.4943	4090.5594	2.6482	0.5171
115.5400	34.2800	4063.7310	2.8432	0.9357	4096.8395	2.5313	0.8330	4096.9790	2.6481	0.8715
115.6200	47.3500	4066.5447	2.8432	1.2924	4100.0000	3.0688	1.3950	4100.0000	2.5833	1.1743
115.7700	44.8100	4071.8205	2.8432	1.2231	4104.3342	3.4609	1.4888	4105.8824	2.5500	1.0969
115.9500	18.8600	4078.1514	2.8432	0.5148	4109.5352	3.4609	0.6266	4112.9412	2.5500	0.4617
116.1300	50.3000	4084.4823	2.8432	1.3729	4114.7362	3.4609	1.6712	4120.0000	2.9359	1.4177
116.2600	44.3900	4089.0546	2.8432	1.2242	4118.4925	3.4609	1.4902	4123.5000	3.7143	1.5993
116.3600	15.6900	4092.5718	2.8432	0.4327	4121.3819	3.4609	0.5267	4126.1923	3.7143	0.5653
116.4000	17.5000	4093.9786	2.8432	0.4826	4122.5377	3.4608	0.5875	4127.2692	3.7143	0.6305
116.5300	16.5200	4098.5509	2.8432	0.4556	4126.2940	3.4609	0.5546	4130.7692	3.7143	0.5952
116.6200	17.2400	4101.7164	2.8432	0.4755	4128.8945	3.4609	0.5788	4133.1923	3.7142	0.6211
116.6400	16.7600	4102.4198	2.8432	0.4622	4129.4724	3.4609	0.5626	4133.7308	3.7143	0.6038
116.7600	20.7100	4106.6404	2.8432	0.5771	4132.9397	3.4609	0.7024	4136.9615	3.7143	0.7538
116.8000	19.2200	4108.0473	2.8432	0.5355	4134.0955	3.4608	0.6519	4138.0385	3.7143	0.6996
116.9100	28.0100	4111.9162	2.8432	0.7805	4137.2739	3.4609	0.9500	4141.0000	4.0035	1.0989
117.0400	24.7000	4116.4885	2.8432	0.6952	4141.0302	3.4609	0.8463	4144.0333	4.2857	1.0480
117.1100	19.1700	4118.9505	2.8432	0.5396	4143.0528	3.4609	0.6568	4145.6667	4.2856	0.8133
117.2000	13.1000	4122.1159	2.8432	0.3687	4145.6533	3.4609	0.4488	4147.7667	4.2857	0.5558
117.2600	27.4000	4124.2262	2.8432	0.7712	4147.3869	3.4609	0.9388	4149.1667	4.2857	1.1625
117.4800	13.4800	4131.9640	2.8432	0.3871	4153.7437	3.4609	0.4712	4154.3000	4.2857	0.5835
117.6100	13.6200	4136.5363	2.8432	0.3911	4157.5000	3.4609	0.4761	4157.3333	4.2857	0.5896
117.8700	18.0800	4145.6809	2.8432	0.5243	4165.0126	3.4609	0.6382	4163.4000	4.2857	0.7904
117.9000	19.4000	4146.7361	2.8432	0.5626	4165.8794	3.4609	0.6848	4164.1000	4.2857	0.8480
118.0100	23.4000	4150.6050	2.8432	0.6786	4169.0578	3.4609	0.8260	4166.6667	4.2857	1.0229
118.1100	24.5300	4154.1221	2.8432	0.7114	4171.9472	3.4609	0.8659	4169.0000	3.1759	0.7946
118.2600	18.9200	4159.3979	2.8432	0.5487	4176.2814	3.4608	0.6679	4174.5385	2.7083	0.5227
118.2800	14.9000	4160.1013	2.8432	0.4321	4176.8593	3.4608	0.5260	4175.2769	2.7084	0.4116
118.4100	14.5800	4164.6736	2.8432	0.4187	4180.6156	3.4609	0.5096	4180.0769	2.7083	0.3988
118.6400	12.3600	4172.7631	2.8432	0.3549	4187.2613	3.4609	0.4320	4188.5692	2.7083	0.3381
118.7600	42.0000	4176.9837	2.8432	1.2061	4190.7286	3.4609	1.4681	4193.0000	3.2299	1.3701
118.9100	14.3600	4182.2594	2.8432	0.4124	4195.0628	3.4608	0.5019	4196.9286	3.8182	0.5538
119.0800	17.0300	4188.2386	2.8432	0.4842	4199.9749	3.4609	0.5894	4201.3810	3.8182	0.6502
119.2500	23.8000	4194.2178	2.8432	0.6767	4204.8869	3.4609	0.8237	4205.8333	3.8182	0.9087
119.4000	24.3000	4199.4935	2.8432	0.6909	4209.2211	3.4609	0.8410	4209.7619	3.8182	0.9278
119.6000	37.3500	4206.5279	2.8432	1.0619	4215.0000	3.6854	1.3765	4215.0000	4.2825	1.5995
119.7600	13.9600	4212.1553	2.8432	0.4009	4218.9893	4.0108	0.5655	4218.1683	5.0500	0.7120
119.8100	14.9200	4213.9139	2.8432	0.4284	4220.2359	4.0108	0.6044	4219.1584	5.0499	0.7610
119.9300	13.5400	4218.1345	2.8432	0.3888	4223.2279	4.0107	0.5485	4221.5347	5.0500	0.6906
120.1400	23.6000	4225.5205	2.8432	0.6777	4228.4638	4.0107	0.9560	4225.6931	5.0500	1.2037
120.2600	26.4000	4229.7411	2.8432	0.7656	4231.4558	4.0107	1.0800	4228.0693	5.0500	1.3599
120.4400	44.9200	4236.0720	2.8432	1.3027	4235.9437	4.0108	1.8377	4231.6337	5.0500	2.3138
120.4800	46.6000	4237.4789	2.8432	1.3514	4236.9410	4.0108	1.9064	4232.4257	5.0501	2.4004
120.6100	48.5000	4242.0512	2.8432	1.4065	4240.1823	4.0107	1.9841	4235.0000	5.0153	2.4811
120.9000	20.8000	4252.2510	2.8432	0.6091	4247.4129	4.0107	0.8593	4240.8000	5.0000	1.0712
121.1100	14.6700	4259.6370	2.8432	0.4254	4252.6488	4.0108	0.6001	4245.0000	5.0000	0.7482
121.2600	15.9300	4264.9128	2.8432	0.4620	4256.3887	4.0107	0.6517	4248.0000	5.0000	0.8124
121.3100	18.7100	4266.6714	2.8432	0.5426	4257.6354	4.0107	0.7654	4249.0000	5.0000	0.9542
121.4100	19.7700	4270.1885	2.8432	0.5677	4260.1287	4.0107	0.8009	4251.0000	5.0000	0.9984
121.6400	23.2400	4278.2780	2.8432	0.6674	4265.8633	4.0108	0.9414	4255.6000	5.0000	1.1736
121.7600	38.5000	4282.4986	2.8432	1.0946	4268.8552	4.0108	1.5442	4258.0000	4.1488	1.5973
121.9300	29.4800	4288.4778	2.8432	0.8298	4273.0938	4.0107	1.1705	4262.5900	3.7037	1.0809
122.1100	14.1700	4294.8087	2.8432	0.3989	4277.5818	4.0107	0.5626	4267.4500	3.7037	0.5196
122.2500	13.3000	4299.7327	2.8432	0.3706	4281.0724	4.0107	0.5228	4271.2300	3.7037	0.4827
122.3400	13.5800	4302.8981	2.8432	0.3784	4283.3164	4.0108	0.5338	4273.6600	3.7037	0.4929
122.4000	14.7000	4305.0084	2.8432	0.4096	4284.8123	4.0108	0.5778	4275.2800	3.7037	0.5336
122.6100	19.5400	4312.3945	2.8432	0.5389	4290.0483	4.0107	0.7602	4280.9500	3.7037	0.7020
122.7600	48.4400	4317.6702	2.8432	1.3359	4293.7882	4.0107	1.8845	4285.0000	2.9695	1.3953
122.9100	33.9700	4322.9460	2.8432	0.9369	4297.5282	4.0108	1.3216	4291.0526	2.4783	0.8166
123.1300	16.6500	4330.6837	2.8432	0.4592	4303.0134	4.0108	0.6478	4299.9298	2.4783	0.4003
123.2600	24.5000	4335.2560	2.8432	0.6827	4306.2547	4.0108	0.9630	4305.1754	2.4783	0.5950
123.2700	28.1000	4335.6078	2.8432	0.7909	4306.5040	4.0108	1.1158	4305.5789	2.4782	0.6894
123.3300	37.5800	4337.7181	2.8432	1.0898	4308.0000	3.5445	1.3587	4308.0000	2.0396	0.7818
123.4800	14.2800	4342.9938	2.8432	0.4344	4312.4286	3.3871	0.5175	4315.8750	1.9048	0.2910
123.5400	16.4000	4345.1041	2.8432	0.5083	4314.2000	3.3872	0.6055	4319.0250	1.9048	0.3405
123.6000	40.7000	4347.2144	2.8432	1.2960	4315.9714	3.3871	1.5440	4322.1750	1.9048	0.8683
123.7100	37.4700	4351.0833	2.8432	1.2358	4319.2190	3.3871	1.4722	4327.9500	1.9048	0.8279
123.7300	51.3000	4351.7867	2.8432	1.7065	4319.8095	3.3871	2.0329	4329.0000	3.0866	1.8526
123.8300	24.8300	4355.3039	2.8432	0.7977	4322.7619	3.3871	0.9504	4331.8378	3.5238	0.9887
123.9700	16.5000	4360.2279	2.8432	0.4973	4326.8952	3.3871	0.5924	4335.8108	3.5238	0.6163
124.0800	15.3900	4364.0968	2.8432	0.4551	4330.1429	3.3871	0.5421	4338.9324	3.5238	0.5640
124.2300	17.9900	4369.3725	2.8432	0.5115	4334.5714	3.3871	0.6093	4343.1892	3.5238	0.6339
124.3400	25.3700	4373.2414	2.8432	0.6925	4337.8190	3.3871	0.8249	4346.3108	3.5238	0.8582
124.4700	39.5000	4377.8137	2.8432	1.0781	4341.6571	3.3871	1.2844	4350.0000	3.8086	1.4442
124.6100	24.7400	4382.7378	2.8432	0.6682	4345.7905	3.3871	0.7961	4353.4000	4.1177	0.9678
124.7200	35.0000	4386.6066	2.8432	0.9454	4349.0381	3.3872	1.1262	4356.0714	4.1176	1.3691
124.7300	26.6400	4386.9584	2.8432	0.7271	4349.3333	3.3871	0.8662	4356.3143	4.1177	1.0531
124.8800	17.9400	4392.2341	2.8432	0.4846	4353.7619	3.3871	0.5773	4359.9571	4.1177	0.7018
125.0200	19.3500	4397.1581	2.8432	0.5171	4357.8952	3.3871	0.6161	4363.3571	4.1176	0.7490
125.2600	24.5900	4405.5993	2.8432	0.6712	4364.9810	3.3871	0.7996	4369.1857	4.1176	0.9720
125.3700	21.5700	4409.4682	2.8432	0.5949	4368.2286	3.3871	0.7087	4371.8571	4.1176	0.8615
125.4600	19.3500	4412.6337	2.8432	0.5392	4370.8857	3.3871	0.6423	4374.0429	4.1176	0.7808
125.5800	14.2000	4416.8542	2.8432	0.3997	4374.4286	3.3871	0.4762	4376.9571	4.1177	0.5789
125.7000	15.6300	4421.0748	2.8432	0.4488	4377.9714	3.3871	0.5347	4379.8714	4.1176	0.6500
125.7100	15.7000	4421.4266	2.8432	0.4508	4378.2667	3.3871	0.5371	4380.1143	4.1176	0.6529
125.8700	25.8000	4427.0540	2.8432	0.7262	4382.9905	3.3871	0.8651	4384.0000	3.7995	0.9705
126.0800	18.0800	4434.4401	2.8432	0.4935	4389.1905	3.3871	0.5879	4389.8525	3.5882	0.6228
126.2100	13.6000	4439.0124	2.8432	0.3635	4393.0286	3.3871	0.4330	4393.4754	3.5883	0.4587
126.3100	13.4400	4442.5295	2.8432	0.3554	4395.9810	3.3871	0.4234	4396.2623	3.5882	0.4485
126.3700	13.4500	4444.6398	2.8432	0.3518	4397.7524	3.3872	0.4191	4397.9344	3.5883	0.4440
126.4600	13.1000	4447.8053	2.8432	0.3464	4400.4095	3.3871	0.4127	4400.4426	3.5882	0.4372
126.4800	14.0400	4448.5087	2.8432	0.3712	4401.0000	2.8130	0.3673	4401.0000	2.6057	0.3402
126.5500	12.4500	4450.9707	2.8432	0.3292	4403.6089	2.6832	0.3107	4403.8966	2.4167	0.2798
126.7700	14.0500	4458.7085	2.8432	0.3795	4411.8081	2.6832	0.3581	4413.0000	2.4167	0.3226
126.9100	18.8900	4463.6325	2.8432	0.5156	4417.0258	2.6832	0.4866	4418.7931	2.4167	0.4382
127.0600	23.5800	4468.9083	2.8432	0.6503	4422.6162	2.6832	0.6137	4425.0000	2.3040	0.5270
127.2000	15.9900	4473.8323	2.8432	0.4455	4427.8339	2.6832	0.4205	4431.3797	2.1945	0.3439
127.2200	14.4000	4474.5357	2.8432	0.4012	4428.5793	2.6832	0.3786	4432.2911	2.1944	0.3097
127.3700	15.1900	4479.8115	2.8432	0.4362	4434.1697	2.6832	0.4116	4439.1266	2.1944	0.3367
127.5800	16.8900	4487.1975	2.8432	0.4946	4441.9963	2.6832	0.4668	4448.6962	2.1944	0.3818
127.7000	16.1500	4491.4181	2.8432	0.4684	4446.4686	2.6832	0.4420	4454.1646	2.1944	0.3615
127.8500	31.1000	4496.6939	2.8432	0.9019	4452.0590	2.6832	0.8512	4461.0000	2.3216	0.7365
127.8700	26.9700	4497.3973	2.8432	0.7821	4452.8044	2.6832	0.7381	4461.4872	4.1053	1.1293
128.0600	26.9000	4504.0799	2.8432	0.7725	4459.8856	2.6832	0.7290	4466.1154	4.1053	1.1154
128.2100	17.2700	4509.3557	2.8432	0.4959	4465.4760	2.6832	0.4680	4469.7692	4.1053	0.7161
128.3500	18.5900	4514.2797	2.8432	0.5286	4470.6937	2.6832	0.4988	4473.1795	4.1052	0.7632
128.4700	23.4000	4518.5003	2.8432	0.6587	4475.1661	2.6831	0.6216	4476.1026	4.1053	0.9510
128.6300	68.8600	4524.1277	2.8432	1.9382	4481.1292	2.6832	1.8292	4480.0000	3.4600	2.3587
128.7000	17.1000	4526.5898	2.8432	0.4813	4483.7380	2.6832	0.4542	4482.7500	2.5455	0.4309
128.8100	16.1700	4530.4586	2.8432	0.4965	4487.8376	2.6832	0.4686	4487.0714	2.5454	0.4445
128.9400	15.6800	4535.0310	2.8432	0.4904	4492.6827	2.6831	0.4628	4492.1786	2.5454	0.4390
129.0800	27.7100	4539.9550	2.8432	0.8824	4497.9004	2.6832	0.8327	4497.6786	2.5455	0.7900
129.1900	37.7300	4543.8239	2.8432	1.2015	4502.0000	2.3690	1.0011	4502.0000	2.0254	0.8559
129.3000	22.3500	4547.6927	2.8432	0.7117	4507.1870	2.1207	0.5309	4508.5405	1.6818	0.4210
129.4000	13.8500	4551.2099	2.8432	0.4410	4511.9024	2.1207	0.3290	4514.4865	1.6818	0.2609
129.5600	30.9000	4556.8374	2.8432	0.9752	4519.4472	2.1207	0.7274	4524.0000	1.3162	0.4514
129.6700	16.3500	4560.7062	2.8432	0.5160	4524.6341	2.1207	0.3849	4535.0000	1.0000	0.1815
129.7100	20.3500	4562.1131	2.8432	0.6422	4526.5203	2.1207	0.4790	4539.0000	1.0000	0.2259
129.8100	37.8500	4565.6303	2.8432	1.1945	4531.2358	2.1207	0.8910	4549.0000	1.2782	0.5370
129.8800	34.8900	4568.0923	2.8432	1.1011	4534.5366	2.1207	0.8213	4552.3000	2.3947	0.9274
129.9900	16.5100	4571.9612	2.8432	0.5210	4539.7236	2.1207	0.3886	4556.5167	2.6087	0.4781
130.0500	11.7000	4574.0715	2.8432	0.3692	4542.5528	2.1207	0.2754	4558.8167	2.6087	0.3388
130.1600	15.5500	4577.9403	2.8432	0.4908	4547.7398	2.1207	0.3660	4563.0333	2.6087	0.4503
130.2000	18.8000	4579.3472	2.8432	0.5933	4549.6260	2.1207	0.4425	4564.5667	2.6087	0.5444
130.2800	26.8300	4582.1609	2.8432	0.8467	4553.3984	2.1207	0.6316	4567.6333	2.6087	0.7769
130.3700	29.6000	4585.3264	2.8432	0.9426	4557.6423	2.1207	0.7031	4571.0833	2.6087	0.8648
130.4200	33.6700	4587.0850	2.8432	1.0722	4560.0000	2.1207	0.7997	4573.0000	2.8314	1.0678
130.5800	12.7900	4592.7124	2.8432	0.4109	4567.5447	2.1207	0.3065	4578.5000	2.9091	0.4204
130.7200	13.5400	4597.6365	2.8432	0.4350	4574.1463	2.1207	0.3245	4583.3125	2.9091	0.4451
130.8800	21.0800	4603.2639	2.8432	0.6773	4581.6911	2.1207	0.5052	4588.8125	2.9091	0.6930
131.0600	43.1000	4609.5948	2.8432	1.3602	4590.1789	2.1207	1.0146	4595.0000	2.7420	1.3118
131.2100	20.1700	4614.8706	2.8432	0.6308	4597.2520	2.1207	0.4705	4600.8475	2.5652	0.5691
131.3500	12.5400	4619.7946	2.8432	0.3851	4603.8537	2.1207	0.2872	4606.3051	2.5652	0.3474
131.5000	16.1100	4625.0703	2.8432	0.4855	4610.9268	2.1207	0.3621	4612.1525	2.5652	0.4381
131.5500	18.8000	4626.8289	2.8432	0.5666	4613.2846	2.1207	0.4226	4614.1017	2.5652	0.5112
131.6500	27.9800	4630.3461	2.8432	0.8353	4618.0000	2.3009	0.6760	4618.0000	2.5652	0.7536
131.7000	21.9000	4632.1047	2.8432	0.6476	4619.8039	2.7717	0.6313	4619.9492	2.5652	0.5842
131.8000	12.6700	4635.6218	2.8432	0.3818	4623.4118	2.7717	0.3722	4623.8475	2.5652	0.3445
131.8700	14.9100	4638.0838	2.8432	0.4578	4625.9373	2.7718	0.4463	4626.5763	2.5652	0.4131
132.0300	20.4300	4643.7113	2.8432	0.6448	4631.7098	2.7718	0.6286	4632.8136	2.5652	0.5817
132.0800	24.8500	4645.4699	2.8432	0.7843	4633.5137	2.7718	0.7646	4634.7627	2.5652	0.7076
132.1300	40.1300	4647.2285	2.8432	1.2779	4635.3176	2.7717	1.2458	4636.7119	2.5652	1.1530
132.2400	49.1900	4651.0974	2.8432	1.5664	4639.2863	2.7717	1.5270	4641.0000	1.7464	0.9621
132.3700	22.3800	4655.6697	2.8432	0.7190	4643.9765	2.7718	0.7010	4650.4545	1.3750	0.3477
132.4500	18.8300	4658.4834	2.8432	0.6050	4646.8627	2.7717	0.5898	4656.2727	1.3750	0.2926
132.4900	16.1400	4659.8903	2.8432	0.5185	4648.3059	2.7717	0.5055	4659.1818	1.3750	0.2508
132.5700	49.5000	4662.7040	2.8432	1.5903	4651.1922	2.7718	1.5504	4665.0000	1.9979	1.1175
132.6400	17.6200	4665.1660	2.8432	0.5711	4653.7176	2.7717	0.5568	4666.6897	4.1429	0.8322
132.7000	18.9700	4667.2763	2.8432	0.6149	4655.8824	2.7717	0.5994	4668.1379	4.1429	0.8959
132.8000	26.9200	4670.7935	2.8432	0.8725	4659.4902	2.7717	0.8506	4670.5517	4.1429	1.2714
132.9400	23.0500	4675.7175	2.8432	0.7537	4664.5412	2.7717	0.7347	4673.9310	4.1428	1.0982
133.0500	19.2400	4679.5864	2.8432	0.6291	4668.5098	2.7717	0.6133	4676.5862	4.1428	0.9166
133.3100	33.0500	4688.7310	2.8432	1.0994	4677.8902	2.7717	1.0718	4682.8621	4.1429	1.6020
133.4400	41.2300	4693.3033	2.8432	1.3715	4682.5804	2.7717	1.3371	4686.0000	3.5719	1.7231
133.5800	38.4500	4698.2273	2.8432	1.2681	4687.6314	2.7717	1.2363	4690.4211	3.1667	1.4124
133.7400	15.5300	4703.8548	2.8432	0.5078	4693.4039	2.7717	0.4950	4695.4737	3.1667	0.5656
133.9000	15.9200	4709.4823	2.8432	0.5160	4699.1765	2.7717	0.5030	4700.5263	3.1667	0.5747
134.0400	20.8400	4714.4063	2.8432	0.6755	4704.2275	2.7717	0.6585	4704.9474	3.1667	0.7523
134.2000	31.6100	4720.0338	2.8432	1.0156	4710.0000	2.8394	1.0142	4710.0000	2.8564	1.0203
134.3100	22.9600	4723.9026	2.8432	0.7311	4713.7364	2.9440	0.7571	4714.4000	2.5000	0.6429
134.4400	16.5300	4728.4750	2.8432	0.5264	4718.1522	2.9440	0.5450	4719.6000	2.5000	0.4628
134.5400	18.3200	4731.9921	2.8432	0.5782	4721.5489	2.9440	0.5987	4723.6000	2.5000	0.5084
134.7100	25.5200	4737.9713	2.8432	0.7981	4727.3234	2.9440	0.8264	4730.4000	2.5000	0.7018
134.7300	13.7000	4738.6747	2.8432	0.4285	4728.0027	2.9440	0.4437	4731.2000	2.5000	0.3768
134.8600	13.7000	4743.2470	2.8432	0.4129	4732.4185	2.9440	0.4275	4736.4000	2.5000	0.3631
135.0000	14.2300	4748.1711	2.8432	0.4248	4737.1739	2.9440	0.4399	4742.0000	2.5000	0.3735
135.0800	17.8900	4750.9848	2.8432	0.5341	4739.8913	2.9440	0.5530	4745.2000	2.5000	0.4696
135.2300	11.5500	4756.2606	2.8432	0.3448	4744.9864	2.9440	0.3570	4751.2000	2.5000	0.3032
135.2400	20.3800	4756.6123	2.8432	0.6084	4745.3261	2.9440	0.6300	4751.6000	2.5000	0.5350
135.4000	39.3300	4762.2397	2.8432	1.1630	4750.7609	2.9440	1.2042	4758.0000	2.8571	1.1687
135.5400	31.4100	4767.1638	2.8432	0.9288	4755.5163	2.9440	0.9617	4762.1000	3.4146	1.1154
135.6400	22.7000	4770.6809	2.8432	0.6712	4758.9130	2.9440	0.6950	4765.0286	3.4146	0.8061
135.7000	11.1100	4772.7912	2.8432	0.3285	4760.9511	2.9440	0.3402	4766.7857	3.4146	0.3945
135.8500	13.2000	4778.0670	2.8432	0.3903	4766.0462	2.9440	0.4042	4771.1786	3.4146	0.4688
135.9100	12.8800	4780.1773	2.8432	0.3809	4768.0842	2.9440	0.3944	4772.9357	3.4146	0.4574
136.1000	14.9000	4786.8599	2.8432	0.4363	4774.5380	2.9440	0.4518	4778.5000	3.4146	0.5240
136.1400	11.2300	4788.2667	2.8432	0.3289	4775.8967	2.9440	0.3405	4779.6714	3.4146	0.3950
136.2400	12.1000	4791.7839	2.8432	0.3543	4779.2935	2.9440	0.3669	4782.6000	3.4146	0.4256
136.2700	13.0000	4792.8391	2.8432	0.3807	4780.3125	2.9440	0.3942	4783.4786	3.4146	0.4572
136.4600	14.9900	4799.5217	2.8432	0.4560	4786.7663	2.9440	0.4722	4789.0429	3.4147	0.5477
136.4900	14.5600	4800.5768	2.8432	0.4512	4787.7853	2.9440	0.4672	4789.9214	3.4146	0.5419
136.5300	16.9000	4801.9837	2.8432	0.5237	4789.1440	2.9440	0.5423	4791.0929	3.4147	0.6290
136.5800	21.3800	4803.7423	2.8432	0.6626	4790.8424	2.9440	0.6861	4792.5571	3.4147	0.7958
136.8000	22.0100	4811.4800	2.8432	0.6696	4798.3152	2.9440	0.6933	4799.0000	3.1939	0.7522
137.0200	13.2400	4819.2178	2.8432	0.3990	4805.7880	2.9440	0.4132	4806.3333	3.0000	0.4210
137.1400	11.4100	4823.4384	2.8432	0.3439	4809.8641	2.9440	0.3561	4810.3333	3.0000	0.3628
137.3000	13.0900	4829.0658	2.8432	0.3908	4815.2989	2.9440	0.4046	4815.6667	3.0000	0.4123
137.4800	12.3900	4835.3967	2.8432	0.3664	4821.4130	2.9440	0.3794	4821.6667	3.0000	0.3866
137.6500	14.0000	4841.3759	2.8432	0.4100	4827.1875	2.9440	0.4245	4827.3333	3.0000	0.4326
137.8800	48.8000	4849.4654	2.8432	1.4152	4835.0000	2.8128	1.4001	4835.0000	3.1138	1.5499
138.0800	17.8900	4856.4997	2.8432	0.5239	4842.4747	2.6757	0.4930	4841.1429	3.2558	0.5999
138.1200	13.0300	4857.9066	2.8432	0.3853	4843.9697	2.6756	0.3626	4842.3714	3.2558	0.4412
138.2500	11.2100	4862.4789	2.8432	0.3347	4848.8283	2.6757	0.3149	4846.3643	3.2558	0.3832
138.4900	9.9000	4870.9201	2.8432	0.3012	4857.7980	2.6757	0.2834	4853.7357	3.2558	0.3449
138.5000	10.0200	4871.2718	2.8432	0.3048	4858.1717	2.6757	0.2869	4854.0429	3.2558	0.3491
138.6900	11.3400	4877.9544	2.8432	0.3482	4865.2727	2.6757	0.3277	4859.8786	3.2558	0.3987
138.8300	15.5400	4882.8784	2.8432	0.4816	4870.5051	2.6757	0.4532	4864.1786	3.2558	0.5515
138.9500	29.6700	4887.0990	2.8432	0.9279	4874.9899	2.6757	0.8733	4867.8643	3.2558	1.0626
139.0400	19.8000	4890.2645	2.8432	0.6192	4878.3535	2.6757	0.5828	4870.6286	3.2558	0.7091
139.1700	29.9400	4894.8368	2.8432	0.9449	4883.2121	2.6757	0.8892	4874.6214	3.2558	1.0820
139.2800	39.4100	4898.7057	2.8432	1.2550	4887.3232	2.6757	1.1810	4878.0000	2.3763	1.0489
139.3900	30.1000	4902.5746	2.8432	0.9671	4891.4343	2.6757	0.9101	4883.8793	1.8710	0.6364
139.5900	15.5000	4909.6089	2.8432	0.5024	4898.9091	2.6757	0.4728	4894.5690	1.8710	0.3306
139.7700	12.8100	4915.9398	2.8432	0.4188	4905.6364	2.6757	0.3942	4904.1897	1.8710	0.2756
139.8000	31.1600	4916.9949	2.8432	1.0100	4906.7576	2.6757	0.9505	4905.7931	1.8710	0.6646
139.8600	35.3900	4919.1052	2.8432	1.1270	4909.0000	2.9238	1.1589	4909.0000	2.1587	0.8557
140.0600	19.6000	4926.1396	2.8432	0.6074	4915.6501	3.0075	0.6425	4917.8372	2.2632	0.4835
140.0800	16.2300	4926.8430	2.8432	0.5030	4916.3151	3.0074	0.5320	4918.7209	2.2632	0.4004
140.2900	46.3200	4934.2290	2.8432	1.4223	4923.2978	3.0074	1.5045	4928.0000	2.0579	1.0295
140.4400	20.0400	4939.5048	2.8432	0.6154	4928.2854	3.0075	0.6509	4936.2143	1.8261	0.3952
140.5300	14.3600	4942.6702	2.8432	0.4369	4931.2779	3.0075	0.4621	4941.1429	1.8261	0.2806
140.7100	37.8400	4949.0011	2.8432	1.1512	4937.2630	3.0075	1.2177	4951.0000	1.8384	0.7444
140.8000	17.3000	4952.1666	2.8432	0.5214	4940.2556	3.0074	0.5515	4955.8293	1.8636	0.3418
140.9400	15.8600	4957.0906	2.8432	0.4780	4944.9107	3.0075	0.5056	4963.3415	1.8636	0.3133
141.0000	22.4300	4959.2009	2.8432	0.6760	4946.9057	3.0075	0.7150	4966.5610	1.8636	0.4431
141.1200	35.6500	4963.4215	2.8432	1.0643	4950.8958	3.0075	1.1258	4973.0000	2.3150	0.8666
